School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Air Force,28,9,19,.321,-0.95,3.23,3,11,5,6,2,12,1605,1722,.404,.485,.585,42.3,61.4,3.2,.553,22.1,.288
Akron,31,10,21,.323,-4.84,0.36,5,13,6,6,3,9,2154,2304,.462,.311,.559,47.5,58.7,4.4,.506,18.9,.350
Alabama A&M,29,19,10,.655,-11.33,-15.81,12,6,12,2,7,7,2318,2123,.354,.339,.494,49.3,52.3,6.7,.458,17.7,.238
Alabama-Birmingham,30,13,17,.433,5.56,2.96,6,10,11,4,1,10,2110,2032,.353,.332,.512,50.5,58.6,5.2,.477,17.9,.243
Alabama State,32,19,13,.594,-13.25,-14.15,12,6,12,2,5,9,2095,2067,.449,.317,.514,51.2,43.9,4.9,.479,20.9,.287
Alabama,35,27,8,.771,16.93,7.67,12,4,17,0,4,4,2658,2334,.408,.339,.538,52.8,50.5,5.6,.492,16.5,.300
Albany (NY),28,8,20,.286,-16.99,-8.85,5,11,5,7,3,12,1593,1821,.235,.323,.466,47.5,48.0,5.8,.439,19.2,.157
Alcorn State,31,21,10,.677,-11.28,-14.18,16,2,11,0,8,9,2473,2374,.402,.237,.537,53.3,55.1,6.4,.510,18.9,.258
American,30,18,12,.600,-5.00,-6.20,10,4,8,6,8,6,1977,1941,.368,.401,.558,50.8,60.6,4.8,.523,21.4,.267
Appalachian State,28,10,18,.357,-7.53,-0.65,5,11,7,6,3,11,2140,2211,.414,.283,.526,49.5,57.2,4.5,.488,19.1,.282
Arizona State,29,14,15,.483,9.79,6.79,7,11,12,5,2,10,2229,2142,.394,.242,.526,53.0,58.5,5.1,.496,17.1,.258
Arizona,34,24,10,.706,16.93,12.49,12,6,13,4,6,5,2793,2642,.446,.336,.565,50.4,56.4,4.6,.522,16.2,.326
Little Rock,29,18,11,.621,2.67,-2.52,8,6,11,2,7,8,2152,1940,.400,.342,.566,52.1,51.9,4.0,.533,20.0,.282
Arkansas-Pine Bluff,28,2,26,.071,-27.49,-8.70,2,16,2,7,0,19,1852,2378,.351,.296,.444,42.1,46.1,3.7,.402,20.3,.232
Arkansas State,31,15,16,.484,2.13,-1.98,5,9,9,4,3,9,2259,2076,.317,.298,.541,51.7,49.6,9.4,.507,18.1,.230
Arkansas,29,14,15,.483,12.27,10.13,6,10,11,5,3,7,2171,2108,.337,.391,.527,44.0,57.4,6.2,.501,16.7,.219
Army,28,12,16,.429,-13.02,-7.44,6,8,8,6,4,9,1871,1962,.393,.280,.519,47.3,50.2,4.8,.476,18.6,.281
Auburn,28,12,16,.429,6.89,7.96,4,12,12,5,0,9,1835,1865,.379,.328,.494,48.9,56.3,9.3,.470,21.3,.225
Austin Peay,32,14,18,.438,-4.02,-1.02,8,8,9,4,3,11,2255,2253,.393,.338,.532,48.3,47.7,7.2,.506,18.1,.252
Ball State,35,23,12,.657,8.87,3.29,12,6,12,2,8,7,2731,2517,.365,.395,.565,49.8,45.5,6.7,.525,15.5,.275
Baylor,30,14,16,.467,6.23,5.08,4,12,12,4,1,10,2296,2166,.323,.410,.546,47.8,64.3,6.3,.514,16.9,.232
Belmont,28,11,17,.393,-7.11,-3.39,8,12,7,5,3,11,2020,2124,.321,.479,.590,47.6,72.5,2.2,.559,21.1,.243
Bethune-Cookman,29,12,17,.414,-14.33,-8.26,8,10,6,7,5,9,1983,2140,.454,.275,.521,49.2,38.5,4.1,.476,20.9,.313
Binghamton,28,9,19,.321,-13.87,-9.40,6,10,3,8,4,8,1811,1936,.345,.371,.507,48.2,51.5,8.0,.468,19.8,.244
Boise State,30,13,17,.433,-1.64,2.09,6,12,9,6,3,11,1877,1973,.321,.326,.499,47.7,54.2,5.8,.464,18.5,.223
Boston College,32,20,12,.625,8.95,5.91,8,8,11,5,5,4,2354,2257,.406,.329,.516,49.6,53.8,5.8,.474,16.4,.282
Boston University,32,22,10,.688,-4.68,-7.81,13,3,11,2,9,6,2147,2047,.368,.321,.517,51.9,53.3,4.8,.481,16.7,.254
Bowling Green State,33,24,9,.727,7.68,1.46,12,6,13,1,7,6,2464,2238,.463,.304,.591,51.2,56.7,5.5,.547,18.1,.347
Bradley,29,9,20,.310,-3.55,0.73,5,13,6,7,2,10,1759,1883,.418,.286,.487,51.4,53.0,6.8,.434,18.7,.299
Brigham Young,30,18,12,.600,9.35,5.35,7,7,17,0,1,11,2115,1951,.454,.283,.574,51.7,59.1,5.7,.526,18.3,.345
Brown,27,17,10,.630,-3.54,-5.89,8,6,9,4,7,6,2090,1997,.418,.281,.556,48.8,62.6,5.1,.509,17.0,.315
Bucknell,29,13,16,.448,-10.24,-7.07,8,6,7,3,4,11,1791,1883,.420,.313,.511,49.1,57.7,5.4,.482,21.5,.261
Buffalo,30,12,18,.400,-2.78,-0.48,7,11,7,5,4,11,2018,2087,.390,.347,.509,51.0,56.1,4.2,.476,19.0,.255
Butler,32,26,6,.813,11.14,-0.40,12,4,11,2,10,3,2251,1849,.332,.419,.558,49.8,59.4,4.9,.532,13.8,.227
Cal Poly,27,15,12,.556,-1.28,-1.48,9,9,11,2,4,9,1870,1833,.327,.359,.517,48.8,55.3,4.8,.487,17.2,.223
Cal State Fullerton,27,5,22,.185,-11.41,-1.06,2,16,4,9,1,13,1689,1922,.387,.354,.493,47.2,56.8,6.2,.456,19.3,.254
Cal State Northridge,28,12,16,.429,-2.89,0.41,11,7,7,6,5,9,1911,1946,.407,.300,.504,48.1,58.9,4.1,.466,19.4,.271
UC-Irvine,32,21,11,.656,3.44,-0.19,13,5,10,2,7,6,2220,2089,.423,.289,.560,53.3,51.7,4.4,.528,18.7,.289
UC-Riverside,26,8,18,.308,-7.18,-0.62,5,13,4,7,4,10,1678,1835,.358,.345,.513,49.3,54.9,7.8,.485,20.5,.231
UC-Santa Barbara,31,20,11,.645,5.55,-0.05,11,7,11,2,5,8,2066,1889,.411,.323,.560,52.6,65.5,5.4,.514,18.6,.310
University of California,32,23,9,.719,13.08,7.45,12,6,18,1,4,7,2310,2130,.362,.322,.533,48.8,58.3,7.6,.502,16.3,.245
Campbell,27,8,19,.296,-15.39,-5.20,6,14,7,6,1,13,1909,2158,.351,.300,.531,46.5,55.3,4.3,.496,18.3,.246
Canisius,30,10,20,.333,-8.16,-4.83,5,13,6,7,2,12,1965,2065,.306,.352,.475,47.3,57.2,5.6,.439,15.8,.210
Centenary (LA),27,14,13,.519,-5.98,-1.48,11,2,2,11,1947,1872,.393,.287,.538,49.8,51.0,5.0,.504,17.8,.269
Central Connecticut State,32,27,5,.844,-1.10,-9.29,19,1,13,2,11,2,2280,2018,.392,.223,.541,54.9,52.3,5.8,.497,18.5,.289
Central Florida,29,17,12,.586,-1.20,-6.38,12,8,12,4,5,8,2249,2070,.338,.283,.557,50.1,52.5,6.1,.527,18.0,.239
Central Michigan,28,9,19,.321,-3.59,1.33,5,13,7,6,2,12,1960,2071,.474,.277,.542,50.3,49.3,4.2,.500,19.7,.328
Charleston Southern,29,12,17,.414,-14.19,-6.23,8,6,9,4,3,12,1823,1981,.379,.291,.510,50.1,51.5,5.5,.475,23.0,.254
Charlotte,30,18,12,.600,13.61,8.68,11,5,11,3,6,7,2205,2057,.356,.391,.545,52.2,54.7,4.1,.511,16.8,.252
Chattanooga,30,16,14,.533,1.20,0.56,9,7,12,2,3,9,2195,2115,.337,.282,.526,52.2,48.2,9.4,.489,18.2,.242
Chicago State,28,2,26,.071,-20.25,0.51,0,14,2,10,0,15,1766,2275,.352,.263,.467,49.2,63.3,3.5,.436,21.6,.217
Cincinnati,35,31,4,.886,24.38,6.58,14,2,18,0,7,3,2738,2115,.405,.279,.554,54.0,49.6,7.6,.517,14.4,.287
Citadel,29,17,12,.586,-0.49,-2.25,8,8,12,2,4,9,2115,1980,.437,.365,.523,52.5,52.3,5.6,.477,17.9,.310
Clemson,30,13,17,.433,3.56,5.16,4,12,8,8,3,7,2257,2305,.365,.305,.513,53.3,53.5,5.7,.487,17.5,.229
Cleveland State,28,12,16,.429,-2.30,-1.47,6,10,9,6,3,9,1882,1905,.399,.302,.523,49.5,48.3,7.8,.494,20.4,.255
Coastal Carolina,28,8,20,.286,-16.42,-6.92,5,9,6,6,2,13,1947,2195,.448,.355,.505,46.3,55.0,2.6,.458,20.3,.310
Colgate,28,17,11,.607,-5.84,-7.15,8,6,9,4,8,6,2037,1935,.414,.274,.538,49.6,54.6,4.1,.499,16.3,.290
College of Charleston,30,21,9,.700,4.90,-3.13,9,7,10,4,7,4,2082,1824,.377,.271,.526,52.2,51.9,8.3,.485,16.8,.270
Colorado State,30,12,18,.400,3.09,4.28,3,11,7,7,3,9,2064,2047,.446,.243,.555,53.4,62.2,6.6,.523,22.0,.301
Colorado,29,15,14,.517,6.16,4.99,5,11,12,4,2,9,2312,2258,.363,.292,.535,54.0,60.9,7.2,.505,16.4,.245
Columbia,28,11,17,.393,-6.14,-3.72,4,10,5,6,4,10,1543,1596,.409,.441,.530,50.8,65.2,9.0,.491,24.2,.284
Connecticut,34,27,7,.794,16.02,7.43,13,3,13,1,7,3,2646,2354,.391,.194,.555,53.0,50.8,10.8,.521,18.6,.272
Coppin State,31,6,25,.194,-18.76,-7.83,3,15,3,7,2,12,1803,2130,.330,.272,.460,50.1,42.8,5.5,.414,20.5,.235
Cornell,27,5,22,.185,-13.00,-2.58,2,12,4,8,1,13,1558,1797,.259,.443,.480,47.2,62.7,4.7,.449,19.6,.180
Creighton,32,23,9,.719,8.38,1.38,14,4,12,3,7,5,2421,2197,.369,.338,.563,52.8,57.5,7.2,.527,17.6,.270
Dartmouth,27,9,18,.333,-14.02,-5.71,2,12,4,9,4,8,1698,1887,.288,.494,.550,42.7,62.2,4.4,.525,18.2,.199
Davidson,31,21,10,.677,0.60,0.71,11,5,11,2,7,6,2192,2046,.323,.397,.534,51.2,62.4,6.4,.506,19.2,.220
Dayton,32,21,11,.656,12.73,3.38,10,6,13,4,6,6,2339,2040,.394,.346,.543,55.8,67.1,5.9,.510,16.7,.268
Delaware State,29,16,13,.552,-9.37,-10.54,12,6,7,3,8,9,1880,1846,.319,.423,.518,45.8,61.3,4.1,.478,17.0,.235
Delaware,30,14,16,.467,-1.57,-1.40,9,9,8,4,4,9,2002,2007,.304,.370,.510,51.4,57.2,4.9,.473,17.0,.220
Denver,28,8,20,.286,-8.16,-1.60,3,12,6,7,2,12,1820,1958,.271,.274,.516,47.5,54.9,3.2,.488,16.5,.190
DePaul,28,9,19,.321,0.60,6.21,2,14,5,8,2,9,1981,2138,.356,.308,.494,50.4,65.4,4.0,.461,19.1,.233
