School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Hawaii,35,22,13,.629,2.86,-0.63,8,8,16,6,6,7,2551,2387,,69.8,103.6,.371,.342,.528,49.3,51.5,13.7,10.3,.493,16.3,33.1,.254,.5890,102.8,99.6,69.7,-.009,.4473,101.3,103.2,.3777
High Point,31,22,9,.710,-2.62,-4.72,13,5,11,2,11,7,2272,2101,,63.6,110.7,.349,.294,.568,50.3,56.2,9.7,7.5,.534,15.0,30.6,.255,.5568,106.2,104.1,62.5,+.118,.4231,102.2,104.9,.6045
Hofstra,33,20,13,.606,4.22,-4.39,10,8,10,7,10,6,2587,2303,,69.1,112.6,.399,.413,.559,51.8,58.3,10.8,7.8,.525,13.9,32.7,.278,.5972,108.9,105.2,69.2,-.100,.3866,100.7,104.8,.3499
Holy Cross,30,14,16,.467,-6.10,-3.69,8,10,10,4,4,12,1981,2020,,63.6,102.1,.346,.339,.518,48.7,48.3,11.7,13.2,.479,14.8,29.8,.247,.3311,100.0,106.3,63.9,+.030,.4078,101.3,104.6,.5369
Houston,32,13,19,.406,-1.84,-0.69,4,14,11,9,2,10,2060,2097,,63.9,99.2,.320,.451,.498,49.2,53.3,8.9,12.3,.465,17.2,33.6,.218,.4023,99.4,102.9,64.0,-.057,.4332,100.2,102.6,.2256
Houston Baptist,28,12,16,.429,-13.00,-5.46,7,11,10,3,2,13,2028,2063,,69.3,104.0,.383,.250,.538,54.6,47.8,8.5,9.6,.497,18.7,38.4,.278,.1995,100.4,113.3,67.1,+.029,.4098,101.1,104.3,.6171
Howard,32,16,16,.500,-9.71,-7.67,10,6,9,3,7,13,2032,2004,,64.8,96.4,.435,.309,.519,51.2,38.8,11.5,11.6,.475,21.1,34.2,.304,.3178,92.5,98.9,63.2,+.016,.3708,99.9,104.6,.5809
IUPUI,31,10,21,.323,-8.34,-1.98,6,10,5,9,5,12,1883,2080,,64.0,92.3,.328,.262,.502,50.8,50.3,10.7,5.4,.465,20.6,31.1,.230,.2431,92.1,101.6,63.9,+.068,.4822,102.4,103.0,.5953
Idaho,30,13,17,.433,-5.81,-4.84,8,10,11,3,2,14,2301,2269,,68.2,110.7,.372,.331,.566,52.9,50.3,6.7,4.9,.535,15.2,31.2,.264,.3441,104.9,111.0,67.6,-.070,.3936,102.6,106.5,.5447
Idaho State,30,7,23,.233,-11.58,-5.51,4,14,6,8,1,15,1937,2075,,64.0,100.5,.378,.264,.517,48.7,48.2,10.7,6.6,.487,16.1,29.9,.246,.1855,96.4,109.6,64.0,-.092,.3620,101.6,106.7,.4229
Illinois,33,19,14,.576,12.66,7.17,9,9,16,5,3,9,2281,2100,,65.0,105.5,.312,.352,.522,50.4,49.5,9.6,8.5,.476,13.2,30.2,.248,.7210,103.8,95.6,65.2,-.026,.6482,105.5,100.1,.4359
Illinois State,33,21,12,.636,7.50,2.47,11,7,13,7,8,5,2267,2064,,64.1,106.0,.339,.316,.530,53.3,48.0,11.2,11.3,.494,16.7,37.1,.243,.7544,106.4,96.5,65.0,-.039,.5727,103.8,101.2,.5338
Illinois-Chicago,34,10,24,.294,-7.80,-0.30,4,12,8,12,2,12,2201,2389,,64.9,99.5,.398,.336,.495,49.5,57.0,9.3,7.4,.442,14.6,31.1,.294,.2727,100.3,109.2,64.7,-.010,.5001,102.6,102.6,.5067
Incarnate Word,29,18,11,.621,-5.97,-6.29,10,8,11,3,7,8,2298,2180,,69.6,111.0,.453,.334,.574,48.2,49.4,11.1,11.7,.531,14.3,27.2,.333,.3716,105.8,110.7,67.3,+.042,.3784,100.4,104.8,.6444
Indiana,33,20,13,.606,13.29,7.23,9,9,16,6,4,7,2557,2357,,66.9,115.4,.327,.396,.573,52.3,51.5,7.5,9.0,.546,14.7,35.3,.234,.7711,116.5,104.8,66.6,-.032,.6232,104.8,100.3,.3669
Indiana State,31,15,16,.484,-0.60,1.10,11,7,10,8,5,8,2060,2101,,66.0,98.6,.421,.394,.536,48.2,58.4,8.4,10.1,.496,18.7,26.5,.295,.4638,100.1,101.3,67.5,+.015,.5067,101.3,101.1,.3887
Iona,35,26,9,.743,3.74,-2.49,17,3,16,1,10,8,2782,2564,,70.6,112.1,.374,.424,.576,48.8,60.3,9.1,11.4,.547,15.2,28.7,.262,.6130,110.1,105.8,70.0,+.048,.4446,100.3,102.3,.5601
Iowa,32,21,11,.656,15.75,8.22,12,6,14,7,7,4,2221,1980,,64.4,107.0,.396,.307,.526,52.9,60.7,10.2,12.2,.478,14.8,35.8,.295,.8564,111.0,95.0,64.3,-.003,.6633,105.4,99.4,.4760
Iowa State,33,25,8,.758,19.19,10.10,12,6,18,3,7,5,2586,2286,,69.8,112.2,.374,.368,.575,50.9,58.3,9.1,10.3,.547,14.1,28.5,.260,.9049,118.9,97.7,69.6,+.023,.7322,106.4,97.5,.4618
Jackson State,32,11,21,.344,-12.20,-9.35,9,9,6,7,5,14,1941,2032,,64.9,92.8,.329,.308,.463,53.2,46.2,9.7,6.5,.429,18.1,37.7,.213,.1854,89.7,102.0,63.7,-.095,.2802,97.6,105.9,.5687
Jacksonville,32,10,22,.313,-16.38,-6.14,4,10,8,7,2,15,2058,2303,,65.1,97.2,.400,.331,.506,46.9,48.6,9.8,6.9,.470,16.4,28.1,.265,.1512,96.8,112.5,64.1,-.023,.3456,99.8,105.5,.3785
Jacksonville State,31,12,19,.387,-12.63,-4.49,5,11,11,3,1,16,1939,2126,,64.8,95.3,.383,.352,.483,47.3,57.3,9.4,11.7,.434,16.0,30.0,.274,.2013,93.3,105.1,63.9,+.053,.4172,101.1,104.1,.4421
James Madison,33,19,14,.576,-2.39,-1.27,12,6,12,7,7,7,2217,2254,,64.2,104.2,.422,.369,.556,49.4,56.0,10.0,7.4,.519,18.0,28.9,.297,.4221,103.7,106.5,64.3,+.102,.4449,102.2,104.2,.4546
Kansas,34,26,8,.765,19.57,13.04,13,5,20,2,6,6,2421,2199,,66.8,106.2,.430,.283,.538,52.5,54.9,9.7,12.8,.493,16.4,34.9,.310,.9113,110.8,90.5,67.4,+.079,.7949,108.5,96.4,.7306
Kansas State,32,15,17,.469,9.19,10.00,8,10,14,6,1,11,2016,2042,,63.1,99.5,.460,.264,.519,51.2,60.4,9.6,6.3,.477,18.1,33.9,.311,.6896,103.3,96.4,62.5,+.009,.7292,106.4,97.6,.4829
Kennesaw State,32,10,22,.313,-17.03,-4.80,4,10,6,8,4,14,2027,2363,,66.8,94.8,.292,.372,.501,47.7,46.2,8.1,9.9,.464,18.5,30.0,.214,.1051,92.5,111.4,65.4,+.039,.3807,100.5,104.8,.4376
Kent State,32,21,11,.656,2.41,-0.37,12,6,12,5,9,6,2103,2007,,62.2,104.4,.394,.371,.523,51.1,46.6,8.1,11.9,.493,15.4,33.6,.254,.6136,105.1,101.0,61.8,+.040,.4886,102.7,103.1,.3732
Kentucky,34,34,0,1.000,29.57,8.62,18,0,20,0,14,0,2547,1835,,63.9,116.0,.438,.281,.560,55.4,56.6,10.2,17.3,.518,13.8,40.4,.316,.9795,119.9,85.7,63.4,+.055,.6742,105.5,99.0,.5652
La Salle,33,17,16,.515,5.12,4.18,8,10,11,8,6,8,2086,2055,,64.3,96.8,.364,.294,.506,49.6,53.9,9.8,9.7,.467,17.4,29.6,.253,.6446,98.4,93.4,64.6,-.017,.6164,104.1,99.9,.5836
Lafayette,32,20,12,.625,-2.68,-3.74,9,9,11,5,9,7,2374,2316,,64.9,113.9,.311,.357,.593,48.4,58.6,8.6,7.3,.562,15.0,28.4,.238,.4273,110.3,113.2,65.0,+.078,.4061,101.2,104.6,.5363
Lamar,30,15,15,.500,-9.55,-5.08,9,9,12,2,3,13,2146,2132,,68.8,103.5,.423,.321,.539,51.8,52.3,10.8,10.2,.503,19.1,36.1,.288,.3195,98.4,105.1,66.5,+.030,.4135,102.0,105.2,.6480
Lehigh,30,16,14,.533,-2.83,-3.38,10,8,8,7,8,7,2042,2000,,66.3,101.4,.362,.290,.531,51.0,59.3,8.3,8.3,.491,17.1,29.6,.262,.4157,97.7,100.6,66.7,+.007,.4085,101.6,104.9,.5341
Liberty,32,8,24,.250,-16.01,-6.44,2,16,8,11,0,13,2045,2222,,66.7,95.4,.392,.285,.520,51.3,49.9,8.2,7.3,.479,21.2,32.4,.276,.1206,90.6,107.7,66.4,-.059,.3689,101.1,106.0,.4054
Lipscomb,31,14,17,.452,-10.49,-4.81,7,7,10,3,4,14,2232,2322,,69.2,102.9,.404,.435,.529,49.6,58.3,8.1,6.1,.490,16.5,29.9,.281,.2451,99.3,109.5,68.3,+.050,.4120,101.8,105.0,.5471
Long Beach State,33,16,17,.485,1.92,4.43,10,6,12,3,4,14,2188,2221,,65.8,100.0,.353,.371,.518,48.9,48.5,9.9,6.9,.484,17.6,32.0,.241,.5522,100.9,99.1,65.4,+.031,.6572,105.2,99.4,.8173
Long Island University,30,12,18,.400,-8.91,-5.15,8,10,5,8,7,10,2022,2135,,68.1,96.5,.398,.348,.493,49.5,51.1,8.2,6.7,.449,16.8,31.3,.274,.2580,95.1,104.3,67.8,+.038,.3812,99.4,103.6,.4956
Longwood,34,11,23,.324,-12.98,-5.54,5,13,8,9,3,14,2311,2491,,67.7,98.9,.305,.393,.531,45.7,49.1,11.6,9.2,.498,18.5,27.3,.220,.1950,95.7,108.3,66.9,+.024,.4001,101.7,105.3,.5050
Louisiana State,32,22,10,.688,11.79,5.82,11,7,14,5,8,5,2358,2167,,69.7,103.3,.334,.285,.535,51.5,57.8,10.3,14.6,.505,17.7,34.0,.230,.8063,107.0,94.5,69.8,-.027,.6195,103.9,99.6,.3941
Louisiana Tech,34,26,8,.765,5.88,-1.82,15,3,18,0,8,8,2489,2213,,68.1,106.7,.346,.357,.537,47.0,53.3,12.6,15.1,.506,13.9,28.9,.237,.7169,105.0,96.9,68.0,+.023,.4486,101.1,103.0,.4293
Louisiana-Monroe,33,21,12,.636,-2.69,-3.59,14,6,13,4,8,8,2121,1970,,63.3,100.0,.263,.290,.504,52.0,54.1,7.9,10.3,.473,15.4,32.3,.187,.4701,96.0,97.0,61.1,+.069,.4393,100.8,102.9,.5778
Louisville,32,24,8,.750,18.59,8.90,12,6,16,5,8,3,2215,1905,,66.3,104.1,.388,.326,.512,52.0,47.8,12.5,14.3,.478,15.0,35.1,.256,.8732,105.8,89.4,65.5,+.027,.6832,106.2,99.3,.4515
Loyola (IL),33,20,13,.606,2.03,0.90,8,10,11,7,9,6,2047,1989,,60.1,102.8,.337,.322,.558,48.6,57.9,10.6,7.0,.533,18.6,27.5,.229,.5397,102.9,101.4,60.9,+.054,.5309,102.2,101.1,.4340
Loyola (MD),30,11,19,.367,-10.54,-3.18,7,11,7,6,4,13,1764,1985,,62.3,92.2,.376,.287,.470,50.9,47.8,8.7,8.1,.428,17.3,32.1,.253,.1953,91.4,103.4,63.0,+.080,.4143,101.2,104.2,.4749
Loyola Marymount,31,8,23,.258,-3.65,5.75,4,14,5,12,3,11,1928,2188,,62.9,98.1,.357,.279,.508,49.6,57.2,9.6,9.2,.467,18.4,33.7,.254,.2651,100.7,110.0,62.9,+.024,.6453,105.5,100.1,.6263
Maine,30,3,27,.100,-17.66,-3.26,2,14,2,10,1,17,1812,2244,,66.3,90.4,.276,.381,.501,44.9,60.7,8.9,3.2,.466,19.4,23.3,.201,.0810,92.3,114.0,66.4,-.020,.4525,100.1,101.7,.5934
Manhattan,33,19,14,.576,-1.34,-3.34,13,7,11,4,8,10,2300,2234,,68.2,100.7,.474,.366,.537,48.6,60.8,11.6,8.3,.494,18.5,30.9,.328,.5046,99.9,99.7,68.4,-.001,.3964,99.9,103.7,.4701
Marist,32,7,25,.219,-10.54,-2.91,5,15,4,9,3,16,1957,2201,,66.4,92.1,.380,.440,.509,42.9,51.8,10.5,9.9,.468,18.7,21.2,.266,.1968,93.5,105.7,65.5,+.032,.4215,100.2,103.0,.4574
Marquette,32,13,19,.406,7.31,9.25,4,14,11,10,2,9,2083,2145,,64.6,100.0,.358,.354,.524,46.6,64.6,11.6,10.1,.498,17.0,29.0,.231,.6206,101.7,97.4,64.2,-.043,.7059,107.6,99.7,.4685
Marshall,32,11,21,.344,-6.22,0.02,7,11,10,9,1,12,2137,2288,,71.0,93.7,.346,.428,.499,48.6,55.8,9.3,8.8,.469,19.1,29.1,.224,.2871,94.5,102.3,70.2,-.049,.4833,100.8,101.4,.5003
Maryland,33,27,6,.818,13.99,7.75,14,4,18,2,9,4,2293,2087,,64.8,106.5,.445,.382,.559,51.1,48.6,7.4,13.3,.509,16.4,29.2,.337,.8251,108.4,94.7,64.4,+.131,.6435,105.6,100.4,.4460
Maryland-Baltimore County,30,4,26,.133,-16.00,-4.97,2,14,2,11,2,15,1682,2013,,64.4,86.7,.374,.325,.496,46.5,57.2,10.2,9.3,.463,21.8,23.3,.241,.0851,88.1,108.3,65.0,-.037,.3879,98.7,102.7,.4470
Maryland-Eastern Shore,32,18,14,.563,-6.35,-6.94,11,5,7,3,11,11,2165,2146,,65.1,103.6,.477,.335,.551,51.6,59.8,11.5,4.3,.518,20.0,35.2,.315,.4389,103.6,105.8,65.4,+.053,.3768,99.3,103.8,.6045
Massachusetts,32,17,15,.531,3.83,4.93,10,8,10,6,7,9,2220,2255,,68.3,100.7,.424,.273,.518,51.5,55.6,9.8,10.4,.473,17.6,33.9,.298,.5641,103.9,101.6,67.5,+.069,.6331,104.0,99.2,.6452
Massachusetts-Lowell,29,12,17,.414,-11.03,-4.14,6,10,6,5,6,12,1780,1928,,64.5,93.9,.343,.420,.517,45.1,53.0,10.6,3.3,.487,18.3,21.9,.228,.1955,92.3,104.4,64.4,+.077,.4258,99.9,102.6,.6092
McNeese State,31,15,16,.484,-9.70,-5.07,8,10,12,6,3,10,2154,2210,,66.0,104.4,.309,.331,.501,49.1,51.6,10.8,11.6,.474,13.5,34.6,.201,.2607,100.1,109.6,63.2,+.035,.3796,101.4,105.8,.7350
Memphis,32,18,14,.563,7.39,3.14,10,8,13,8,5,6,2155,2019,,65.6,101.8,.316,.277,.513,53.0,57.4,10.6,15.7,.484,17.0,37.0,.211,.6735,103.4,97.1,66.5,-.033,.5551,102.4,100.5,.4984
Mercer,33,18,15,.545,-1.84,-4.07,12,6,13,4,5,11,2193,2055,,60.7,107.1,.406,.326,.534,51.1,57.5,10.2,7.6,.497,14.7,33.7,.278,.4502,102.0,103.8,60.5,-.050,.3825,100.8,105.1,.5447
Miami (FL),34,22,12,.647,12.21,6.98,10,8,12,8,10,4,2332,2154,,62.3,108.4,.352,.406,.549,50.1,56.2,9.0,9.8,.510,14.1,29.1,.262,.7681,110.3,99.4,62.5,+.010,.6468,104.9,99.5,.4517
Miami (OH),32,13,19,.406,-3.38,0.68,8,10,10,9,3,10,2123,2226,,65.4,99.8,.383,.325,.535,48.1,50.7,11.5,5.6,.496,17.3,26.0,.272,.4235,100.8,103.5,65.3,+.009,.5047,102.6,102.5,.3698
Michigan,32,16,16,.500,9.81,9.84,8,10,13,8,3,8,2071,2048,,60.7,104.2,.271,.404,.532,47.0,52.0,8.8,5.5,.498,13.7,25.5,.205,.7013,107.7,100.0,60.1,-.008,.7091,106.8,98.9,.5585
Michigan State,34,23,11,.676,17.40,8.93,12,6,14,5,9,6,2444,2156,,63.1,110.6,.319,.347,.555,55.0,64.6,8.2,12.4,.538,15.3,34.6,.202,.8750,113.9,96.2,63.7,-.053,.6847,107.0,100.0,.4982
Middle Tennessee,35,19,16,.543,0.65,-0.32,9,9,14,3,5,13,2229,2179,,62.3,99.8,.376,.360,.519,52.1,51.5,9.5,9.1,.480,17.8,31.5,.265,.5476,100.6,98.9,61.6,+.006,.4948,102.0,102.2,.5330
Milwaukee,30,14,16,.467,-4.72,0.28,9,7,10,5,4,11,1963,2077,,65.4,100.1,.377,.399,.532,49.4,58.9,8.0,8.8,.489,17.3,26.9,.277,.4152,100.9,103.9,65.2,+.043,.5316,103.6,102.5,.5966
Minnesota,33,18,15,.545,12.58,7.45,6,12,14,7,4,8,2449,2233,,68.2,108.0,.330,.332,.550,48.1,58.3,13.8,8.6,.526,15.4,30.6,.221,.7542,110.1,99.9,67.6,-.099,.6424,104.3,99.1,.3735
Mississippi,33,21,12,.636,12.18,7.09,11,7,10,8,11,4,2418,2250,,67.1,108.5,.372,.329,.532,51.9,52.7,9.8,9.6,.482,14.1,34.8,.288,.8098,113.3,99.9,66.8,-.045,.6718,105.0,98.7,.4866
Mississippi State,31,12,19,.387,2.98,5.17,6,12,9,10,3,9,1918,1986,,64.2,96.4,.464,.283,.521,51.7,42.0,9.7,8.0,.475,20.3,32.3,.322,.4811,98.1,98.8,64.4,-.034,.5962,104.0,100.6,.2955
Mississippi Valley State,32,6,26,.188,-23.69,-7.53,5,13,4,8,2,18,2045,2562,,71.0,89.0,.330,.272,.463,44.2,45.8,10.5,2.7,.427,18.0,30.1,.216,.0627,91.0,115.1,71.0,-.001,.3331,97.8,103.9,.6611
Missouri,32,9,23,.281,1.61,9.74,3,15,8,11,1,12,1935,2173,,63.4,94.7,.331,.352,.494,48.2,50.2,8.8,8.2,.461,17.7,29.7,.220,.4154,99.0,102.0,62.6,-.020,.7210,106.1,97.7,.5789
Missouri State,31,11,20,.355,-4.98,1.60,5,13,8,8,3,12,1850,1989,,61.1,96.1,.326,.318,.497,50.4,53.1,8.3,9.1,.455,17.0,31.1,.238,.2865,96.1,104.0,61.9,-.011,.5515,102.8,101.0,.4885
Missouri-Kansas City,33,14,19,.424,-8.06,-5.12,8,6,10,6,4,13,2164,2202,,65.0,99.0,.407,.365,.510,46.9,52.0,12.2,9.8,.468,17.5,32.2,.282,.2459,96.3,106.2,63.7,-.014,.3577,100.1,105.3,.5160
Monmouth,33,18,15,.545,-2.15,-2.88,13,7,8,7,10,8,2134,2110,,64.1,99.7,.410,.297,.525,48.8,51.0,10.8,10.6,.479,17.5,30.0,.296,.4347,98.2,100.5,64.1,+.013,.4082,100.2,103.5,.4530
Montana,33,20,13,.606,-1.77,-3.80,14,4,13,4,7,9,2347,2219,,63.2,108.4,.325,.413,.569,50.1,56.3,10.1,8.0,.540,16.1,28.1,.233,.4915,103.9,104.3,62.3,+.003,.4010,102.4,106.1,.6350
Montana State,30,7,23,.233,-12.90,-3.49,4,14,5,9,2,14,1917,2152,,66.4,96.3,.289,.413,.506,49.3,52.7,6.6,9.3,.471,18.0,29.3,.208,.1661,94.6,108.8,66.2,-.056,.4220,103.0,105.8,.5960
Morehead State,34,17,17,.500,-0.68,-3.34,10,6,10,7,7,10,2420,2255,,67.0,105.5,.354,.331,.537,53.4,58.0,12.1,8.5,.499,17.2,35.8,.254,.5008,101.8,101.8,66.1,-.093,.4488,102.0,103.9,.5457
Morgan State,31,7,24,.226,-16.04,-6.33,5,11,5,5,2,19,1898,2199,,65.7,92.9,.331,.306,.437,47.8,46.5,8.6,6.8,.402,13.4,34.8,.207,.1132,92.7,110.9,65.2,+.029,.3921,99.4,103.2,.5811
Mount St. Mary's,30,15,15,.500,-5.95,-4.22,11,7,9,4,6,11,1893,1945,,63.1,97.9,.304,.420,.503,48.3,51.7,10.5,11.7,.472,16.4,30.6,.207,.3734,96.4,100.9,62.9,+.040,.4149,101.0,104.0,.6488
Murray State,33,28,5,.848,6.51,-3.49,16,0,15,3,13,2,2612,2233,,67.5,116.5,.405,.335,.579,52.8,56.0,10.8,8.9,.549,14.6,35.8,.283,.7381,113.3,103.6,66.8,+.098,.4048,100.6,104.1,.4549
NJIT,30,19,11,.633,-3.40,-4.32,0,0,13,2,6,9,2149,2011,,67.3,106.4,.389,.417,.570,50.1,61.9,10.4,15.4,.539,18.4,30.0,.271,.4850,102.6,103.1,66.6,+.039,.4200,100.7,103.5,.4200
Navy,32,13,19,.406,-7.66,-3.41,8,10,8,9,5,10,1952,2059,,61.5,99.1,.313,.316,.519,49.6,58.8,9.5,9.6,.491,17.3,29.6,.210,.2850,97.2,105.3,61.5,+.005,.3992,102.1,105.8,.4622
Nebraska,31,13,18,.419,6.13,7.81,5,13,11,7,2,10,1905,1957,,63.8,94.7,.365,.351,.503,48.5,47.4,9.5,8.6,.462,17.2,26.7,.258,.5599,96.3,94.3,63.6,-.018,.6630,106.4,100.3,.3984
Nevada,31,9,22,.290,-5.72,1.38,5,13,7,10,2,12,1874,2061,,63.8,94.4,.420,.249,.467,54.0,46.8,8.5,10.3,.414,18.0,40.2,.292,.2788,95.7,103.9,64.4,-.084,.5129,101.7,101.3,.4177
Nevada-Las Vegas,33,18,15,.545,5.68,3.65,8,10,14,7,4,8,2250,2125,,65.1,103.5,.330,.352,.535,49.0,56.1,8.4,18.9,.510,15.3,27.0,.219,.6464,106.4,101.0,65.5,-.028,.5707,102.3,99.8,.6669
New Hampshire,32,19,13,.594,-3.57,-6.10,11,5,12,3,7,10,2148,1973,,64.5,102.0,.366,.360,.534,53.4,49.0,7.9,6.3,.504,16.6,28.3,.247,.4562,99.4,100.9,64.2,-.026,.3435,98.5,104.2,.4330
New Mexico,31,15,16,.484,3.07,1.30,7,11,10,6,5,10,1921,1866,,61.9,99.0,.384,.302,.512,53.7,58.0,9.2,12.5,.479,17.4,33.2,.253,.5497,98.9,97.2,62.5,-.068,.5114,102.3,101.9,.4029
New Mexico State,33,23,10,.697,3.83,-4.40,13,1,16,2,7,8,2260,1958,,63.0,107.9,.446,.257,.551,55.3,50.5,10.0,9.6,.513,18.5,40.1,.310,.6651,104.0,98.0,63.7,-.051,.3454,99.3,105.0,.5270
New Orleans,29,11,18,.379,-11.60,-6.10,6,12,9,5,2,13,2062,2133,,70.0,100.8,.480,.228,.523,51.4,39.6,10.6,8.2,.477,18.9,35.8,.331,.2131,96.4,108.0,67.7,-.035,.3795,100.8,105.2,.7654
Niagara,30,8,22,.267,-9.24,-1.78,7,13,4,11,4,11,1930,2154,,65.5,97.5,.412,.326,.502,50.1,52.6,8.7,6.4,.456,17.7,32.0,.286,.2331,99.0,109.8,64.8,-.004,.4460,101.1,103.1,.5737
Nicholls State,29,10,19,.345,-15.59,-5.06,7,11,7,6,3,13,1885,2117,,68.4,94.2,.427,.328,.519,49.0,55.4,10.0,11.8,.489,21.5,31.6,.267,.1485,90.8,105.7,66.7,+.024,.4048,102.3,105.8,.7681
Norfolk State,34,20,14,.588,-4.46,-6.15,12,4,13,3,7,11,2385,2254,,65.4,105.7,.417,.305,.553,53.7,54.0,7.7,13.3,.525,17.8,34.9,.275,.4404,103.7,105.9,65.0,+.028,.3938,99.6,103.4,.6871
North Carolina,35,24,11,.686,21.29,11.78,11,7,13,6,11,5,2727,2394,,69.4,111.4,.348,.226,.546,55.5,60.9,9.5,9.3,.514,15.2,39.9,.243,.9002,115.2,95.1,70.0,-.034,.7644,108.1,97.6,.6969
North Carolina A&T,32,9,23,.281,-16.52,-7.79,6,10,7,7,2,16,1884,2112,,63.3,92.6,.390,.342,.490,49.8,45.8,8.4,11.9,.448,20.3,34.3,.266,.1077,92.3,111.0,62.3,-.038,.3286,98.0,104.3,.5410
North Carolina Central,33,25,8,.758,0.86,-8.47,16,0,13,0,12,8,2278,1821,,62.6,109.9,.379,.356,.579,53.1,56.7,10.6,12.5,.553,17.5,32.4,.260,.6424,102.8,97.7,59.9,+.027,.3131,97.9,104.8,.6037
North Carolina State,33,20,13,.606,14.22,9.25,10,8,15,7,5,6,2323,2159,,64.4,108.4,.362,.323,.529,52.3,46.7,6.1,13.8,.496,13.8,34.2,.247,.8086,111.4,98.3,64.4,-.020,.6888,106.3,99.2,.4822
North Carolina-Asheville,31,15,16,.484,-7.24,-5.70,10,8,8,6,7,10,2242,2183,,69.0,104.5,.349,.368,.542,50.5,54.2,10.6,12.8,.505,17.6,32.4,.253,.3373,100.7,106.8,68.3,-.024,.3998,101.2,104.8,.5412
North Carolina-Greensboro,33,11,22,.333,-7.85,-4.22,6,12,7,12,4,10,2290,2337,,67.1,102.7,.323,.316,.524,50.4,47.7,9.2,8.4,.499,16.1,31.4,.210,.2753,97.9,106.5,66.0,-.125,.3803,101.4,105.8,.4626
North Carolina-Wilmington,31,18,13,.581,-1.92,-1.82,12,6,10,3,8,10,2168,2113,,67.8,102.0,.370,.253,.521,50.0,44.6,11.2,10.3,.487,15.9,31.8,.250,.4947,99.1,99.3,67.7,+.062,.4699,102.8,103.8,.5829
North Dakota,30,8,22,.267,-12.26,-3.83,4,14,3,10,5,12,2032,2201,,68.2,98.5,.384,.332,.525,47.4,49.5,9.2,8.6,.491,16.3,25.0,.260,.1750,95.3,109.1,68.1,-.031,.4347,103.1,105.4,.6496
North Dakota State,32,23,9,.719,-2.18,-4.48,12,4,16,0,7,9,2065,1971,,61.6,103.5,.363,.349,.531,51.6,43.4,7.7,11.1,.497,14.0,26.0,.251,.5254,101.0,100.1,61.2,+.117,.3855,100.6,104.8,.4008
North Florida,34,23,11,.676,-0.30,-5.72,12,2,12,2,11,9,2574,2304,,67.6,112.1,.388,.424,.585,50.5,56.3,9.3,13.3,.552,16.1,29.8,.281,.5779,105.6,102.8,67.1,-.007,.3619,100.4,105.4,.5704
North Texas,31,14,17,.452,-4.66,-0.42,8,10,11,7,3,10,2025,2113,,67.0,97.1,.403,.291,.506,49.5,42.7,10.0,8.7,.476,17.5,31.0,.254,.3340,97.5,103.6,65.8,+.046,.4779,102.3,103.1,.4614
Northeastern,34,23,11,.676,1.95,-1.64,12,6,10,3,13,8,2332,2210,,63.5,106.8,.421,.308,.582,53.9,59.8,8.3,11.2,.546,19.1,29.6,.305,.6016,106.1,102.3,63.7,+.037,.4635,102.2,103.5,.5521
Northern Arizona,33,19,14,.576,-4.06,-4.44,13,5,13,2,6,12,2246,2208,,64.9,104.0,.373,.348,.514,53.9,53.3,7.3,10.6,.466,15.4,35.3,.277,.4354,100.3,102.6,64.6,+.040,.4051,102.8,106.3,.6017
Northern Colorado,30,15,15,.500,-6.83,-6.22,10,8,12,3,3,12,2242,2203,,64.0,114.8,.356,.316,.567,49.5,46.0,10.0,5.1,.536,13.8,33.9,.254,.2934,107.6,116.2,63.6,-.013,.3431,100.5,106.4,.4104
Northern Illinois,30,14,16,.467,-1.36,0.30,8,10,10,5,4,11,1971,1989,,64.0,101.4,.476,.305,.521,52.7,44.5,11.6,6.8,.477,18.6,36.7,.324,.4817,101.4,102.0,62.9,+.005,.5243,103.8,103.0,.4258
Northern Iowa,33,30,3,.909,12.40,1.34,16,2,18,0,12,3,2157,1792,,57.5,112.0,.402,.400,.594,52.0,53.6,10.2,9.0,.562,16.2,26.8,.292,.9080,113.8,93.3,58.5,+.010,.5136,102.0,101.6,.5163
Northern Kentucky,30,13,17,.433,-6.55,-4.20,7,7,9,6,4,11,2117,2079,,65.1,107.5,.299,.383,.547,50.1,48.7,8.8,8.1,.527,15.4,29.6,.197,.3458,102.9,108.7,63.9,-.059,.3958,102.4,106.2,.5750
Northwestern,32,15,17,.469,6.38,7.47,6,12,11,7,4,10,2031,2066,,60.5,103.0,.286,.380,.536,49.5,63.3,6.0,12.2,.504,16.0,27.6,.209,.5907,105.7,102.4,60.4,+.009,.6524,106.3,100.7,.3805
Northwestern State,31,19,12,.613,-4.44,-4.36,13,5,11,4,8,8,2608,2552,,75.2,111.9,.351,.356,.563,46.3,53.6,10.3,11.0,.525,14.3,31.3,.262,.4006,111.4,115.3,72.9,+.054,.4190,100.9,103.8,.7746
Notre Dame,34,29,5,.853,19.35,6.18,14,4,18,3,11,2,2680,2232,,64.1,121.3,.371,.386,.615,50.1,54.4,10.6,10.6,.586,12.9,28.1,.275,.9109,122.1,99.7,64.1,+.064,.5998,104.3,100.7,.2410
