School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Air Force,35,26,9,.743,15.19,3.34,10,6,17,1,6,5,2414,1960,.373,.475,.617,48.5,65.4,3.4,.585,15.5,.282
Akron,33,26,7,.788,10.90,-1.90,13,3,13,1,10,4,2485,2014,.354,.336,.573,51.7,55.9,7.9,.551,16.0,.237
Alabama A&M,30,10,20,.333,-23.55,-12.38,4,14,9,5,0,13,1856,2052,.375,.328,.466,44.7,49.6,13.0,.431,21.3,.237
Alabama-Birmingham,31,15,16,.484,3.97,3.83,7,9,9,4,5,9,2051,2016,.428,.368,.513,49.8,49.2,6.2,.486,17.6,.260
Alabama State,30,10,20,.333,-17.90,-11.54,8,10,7,5,3,11,1826,2007,.418,.352,.462,47.9,47.1,5.2,.418,17.6,.271
Alabama,32,20,12,.625,10.81,6.24,7,9,14,2,2,9,2369,2223,.361,.304,.547,52.7,49.8,8.6,.513,16.9,.255
Albany (NY),33,23,10,.697,-1.60,-4.75,13,3,11,2,11,7,2241,2147,.329,.344,.550,52.2,54.6,4.8,.517,17.7,.237
Alcorn State,30,11,19,.367,-22.48,-13.23,10,8,8,3,3,12,2012,2265,.397,.298,.496,49.3,40.1,4.8,.456,21.7,.267
American,30,16,14,.533,-2.68,-4.38,7,7,10,3,6,11,1945,1865,.361,.317,.524,51.7,59.6,4.5,.482,18.2,.263
Appalachian State,33,25,8,.758,4.68,-1.19,15,3,12,1,9,6,2508,2239,.326,.363,.569,51.0,56.5,6.6,.545,18.1,.224
Arizona State,30,8,22,.267,3.31,7.95,2,16,7,11,1,10,1755,1853,.291,.401,.502,51.5,61.9,4.1,.476,19.9,.191
Arizona,31,20,11,.645,16.24,10.76,11,7,11,5,7,4,2417,2247,.416,.285,.570,54.1,60.4,5.3,.527,16.8,.312
Little Rock,30,13,17,.433,-9.87,-5.56,8,10,7,6,5,11,1979,2075,.426,.326,.518,53.6,57.8,4.5,.480,19.0,.286
Arkansas-Pine Bluff,31,12,19,.387,-17.21,-10.86,9,9,7,3,4,15,1862,2022,.335,.243,.459,49.1,43.5,7.4,.427,19.3,.210
Arkansas State,33,18,15,.545,-6.47,-5.63,11,7,11,2,5,10,2392,2375,.395,.334,.553,49.3,55.0,6.3,.523,19.0,.269
Arkansas,35,21,14,.600,13.77,8.75,7,9,13,3,2,8,2487,2311,.382,.321,.551,51.8,59.1,11.0,.517,19.1,.269
Army,31,15,16,.484,-9.06,-4.52,4,10,10,4,3,12,1896,1892,.356,.308,.528,49.6,62.0,5.8,.493,21.8,.248
Auburn,32,17,15,.531,6.77,7.47,7,9,15,5,2,7,2340,2307,.341,.374,.537,50.5,62.5,7.0,.516,19.4,.215
Austin Peay,33,21,12,.636,-3.45,-5.09,16,4,13,2,7,9,2310,2211,.416,.330,.537,49.5,55.1,5.4,.502,16.8,.284
Ball State,31,9,22,.290,-4.47,1.03,5,11,7,7,2,11,1848,1974,.372,.274,.469,49.4,49.6,5.0,.422,17.5,.258
Baylor,31,15,16,.484,5.42,3.88,4,12,13,5,0,9,2333,2262,.358,.387,.556,51.6,52.6,6.6,.530,17.7,.240
Belmont,33,23,10,.697,-0.39,-4.71,14,4,9,2,10,6,2390,2128,.320,.442,.565,51.9,60.5,5.5,.540,20.0,.221
Bethune-Cookman,30,9,21,.300,-20.71,-9.53,6,12,6,7,3,13,1631,1925,.372,.301,.467,48.7,55.5,6.3,.435,21.7,.228
Binghamton,29,13,16,.448,-8.06,-6.96,6,10,7,6,5,9,1905,1918,.317,.384,.520,48.6,44.9,3.9,.490,18.5,.217
Boise State,31,17,14,.548,3.00,0.00,8,8,13,2,3,11,2360,2234,.386,.355,.546,51.4,54.6,5.6,.518,18.0,.255
Boston College,33,21,12,.636,13.76,9.21,10,6,14,4,5,6,2453,2303,.449,.319,.573,51.2,57.4,9.6,.533,17.5,.325
Boston University,30,12,18,.400,-4.62,-4.65,8,8,7,7,5,10,1802,1801,.349,.390,.522,50.1,55.1,7.0,.491,19.8,.236
Bowling Green State,31,13,18,.419,-5.48,-1.08,3,13,8,7,3,10,2062,2137,.350,.359,.532,46.7,62.1,7.0,.502,18.5,.237
Bradley,35,22,13,.629,10.89,7.22,10,8,14,3,5,8,2616,2475,.307,.413,.568,44.9,58.9,4.4,.546,14.8,.208
Brigham Young,34,25,9,.735,11.38,3.95,13,3,17,0,6,7,2654,2347,.347,.311,.575,54.5,55.8,6.2,.555,16.5,.229
Brown,29,11,18,.379,-7.03,-4.21,6,8,6,4,4,12,1759,1840,.514,.442,.565,45.0,66.2,5.2,.513,22.3,.382
Bucknell,31,22,9,.710,2.84,-3.03,13,1,10,2,11,6,1965,1791,.443,.359,.574,54.5,64.5,3.2,.534,21.0,.320
Buffalo,31,12,19,.387,-3.92,-0.15,4,12,8,7,2,11,2109,2226,.434,.302,.504,54.7,60.0,4.8,.458,22.1,.300
Butler,36,29,7,.806,14.34,3.94,13,3,14,2,8,4,2434,2056,.406,.486,.569,48.8,56.0,3.8,.525,13.8,.309
Cal Poly,30,19,11,.633,-2.33,-3.83,9,5,12,2,5,7,2265,2160,.336,.411,.563,49.2,53.3,5.6,.546,16.2,.215
Cal State Fullerton,30,20,10,.667,-1.91,-5.30,9,5,12,2,7,7,2462,2291,.319,.341,.542,51.5,57.3,3.6,.521,16.9,.205
Cal State Northridge,31,14,17,.452,-6.12,-1.88,5,9,10,5,2,11,2340,2353,.387,.275,.534,54.9,54.5,4.6,.494,21.3,.275
UC-Irvine,33,15,18,.455,-3.77,-1.43,6,8,9,3,3,13,2186,2210,.390,.335,.551,52.4,56.9,7.2,.512,21.3,.282
UC-Riverside,31,7,24,.226,-15.19,-3.08,1,13,4,8,2,14,1991,2249,.248,.363,.486,45.7,50.0,2.7,.458,17.2,.170
UC-Santa Barbara,29,18,11,.621,-0.81,-3.47,9,5,8,6,10,4,2065,1955,.378,.321,.565,50.6,55.2,5.3,.529,18.0,.274
University of California,33,16,17,.485,8.64,8.67,6,12,8,7,3,8,2293,2281,.281,.375,.547,48.0,54.4,3.5,.512,15.5,.216
Campbell,31,14,17,.452,-10.88,-5.42,7,11,12,3,1,13,2433,2446,.442,.383,.557,48.4,62.8,4.8,.514,20.2,.319
Canisius,31,12,19,.387,-8.22,-5.16,6,12,4,9,7,9,2154,2249,.324,.347,.508,51.1,52.6,4.4,.480,19.4,.211
Centenary (LA),31,10,21,.323,-9.17,-2.62,3,11,8,5,1,13,2125,2328,.360,.294,.529,45.4,54.9,3.8,.491,19.2,.258
Central Connecticut State,34,22,12,.647,-3.63,-6.48,16,2,13,4,9,5,2344,2247,.378,.378,.545,51.4,53.7,6.1,.505,18.3,.276
Central Florida,31,22,9,.710,4.74,-1.48,11,5,15,1,5,6,2258,2020,.422,.374,.580,52.5,61.3,6.5,.544,19.9,.305
Central Michigan,31,13,18,.419,-5.34,-0.60,7,9,6,7,5,9,2035,2182,.460,.367,.536,50.3,46.7,5.2,.486,22.2,.334
Charleston Southern,30,8,22,.267,-15.08,-3.04,2,12,8,5,0,15,2043,2198,.296,.352,.520,50.5,56.0,3.2,.499,19.3,.189
Charlotte,30,14,16,.467,-0.29,1.38,7,9,10,4,2,10,2101,2151,.362,.453,.516,51.6,52.6,4.0,.478,15.8,.253
Chattanooga,33,15,18,.455,-5.94,-2.18,6,12,9,7,4,8,2261,2256,.406,.402,.525,52.6,56.5,3.2,.498,19.8,.257
Chicago State,29,9,20,.310,-6.59,1.30,3,3,4,16,2110,2252,.318,.306,.532,47.0,50.3,6.2,.499,17.1,.227
Cincinnati,30,11,19,.367,3.80,6.97,2,14,10,8,0,9,1937,2032,.297,.347,.488,50.2,53.3,3.8,.459,16.0,.196
Citadel,30,7,23,.233,-14.84,-0.81,4,14,5,9,2,13,1758,2041,.303,.384,.496,48.0,54.3,2.1,.472,19.9,.192
Clemson,36,25,11,.694,15.35,7.82,7,9,16,4,6,6,2636,2365,.282,.334,.536,51.4,55.3,9.8,.526,17.2,.163
Cleveland State,31,10,21,.323,-6.59,1.31,3,13,6,8,3,12,1974,2129,.318,.370,.489,47.5,52.2,7.5,.450,17.2,.227
Coastal Carolina,30,15,15,.500,-7.20,-5.66,7,7,12,5,3,10,2231,2141,.290,.353,.538,50.6,59.9,4.5,.515,17.9,.194
Colgate,29,10,19,.345,-10.27,-4.30,5,9,5,9,5,9,1652,1771,.371,.323,.490,49.3,48.1,5.1,.449,20.7,.255
College of Charleston,33,22,11,.667,0.70,-3.06,13,5,11,2,8,6,2290,2166,.302,.388,.543,50.0,55.5,6.4,.518,19.0,.205
