School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Arizona State,32,15,17,.469,8.66,9.35,5,13,11,6,3,9,2345,2367,,69.8,104.2,.378,.394,.518,50.4,50.9,7.6,7.3,.481,14.6,31.5,.260,.6857,107.8,100.7,68.8,-.015,.7109,108.6,100.4,.5995
Arkansas,32,16,16,.500,10.66,7.20,9,9,13,4,3,8,2501,2390,,71.3,107.5,.376,.273,.533,50.0,58.7,10.0,13.8,.497,13.3,30.9,.261,.7062,108.2,100.2,70.5,-.080,.6282,106.8,102.0,.4515
Arkansas-Pine Bluff,33,8,25,.242,-18.96,-5.18,6,12,3,6,4,17,1867,2322,,65.3,86.3,.301,.387,.474,44.6,47.0,10.9,10.8,.450,20.9,27.7,.184,.0983,89.2,108.1,65.2,+.050,.4434,102.2,104.2,.7626
Army,32,19,13,.594,-6.72,-8.01,9,9,7,8,11,5,2474,2395,,72.1,104.7,.320,.418,.532,52.2,56.1,6.8,8.1,.501,15.8,31.7,.223,.3093,98.0,105.1,72.7,+.040,.3270,100.6,107.1,.3471
Auburn,31,11,20,.355,0.55,7.94,5,13,8,7,2,11,2192,2421,,72.5,97.1,.410,.439,.504,47.2,48.6,7.4,10.4,.473,16.6,27.9,.259,.3850,99.1,103.2,72.4,+.049,.6766,107.3,100.6,.5456
Austin Peay,35,18,17,.514,-5.91,-3.55,7,9,7,7,7,9,2661,2660,,70.3,106.6,.452,.317,.551,51.9,51.4,9.7,8.0,.518,17.0,32.9,.303,.3864,104.5,108.8,70.4,+.058,.4311,104.2,106.7,.5366
Ball State,32,19,13,.594,0.28,-2.92,10,8,12,6,5,7,2251,2116,,66.3,104.9,.352,.423,.555,51.3,60.6,8.3,10.5,.526,17.1,27.2,.243,.5262,101.8,100.9,66.3,-.015,.4000,101.8,105.5,.2607
Baylor,33,22,11,.667,17.05,10.37,10,8,15,5,6,5,2546,2287,,67.6,112.9,.381,.287,.557,55.9,65.0,11.5,11.3,.519,15.8,40.4,.277,.8707,116.8,99.0,67.3,+.002,.7441,108.2,98.7,.4582
Belmont,31,20,11,.645,1.26,-2.44,12,4,11,1,8,9,2554,2417,,72.9,112.6,.351,.498,.610,49.4,59.9,6.2,6.1,.585,17.5,26.3,.253,.5575,112.5,110.2,72.4,-.008,.4784,103.2,104.0,.6055
Bethune-Cookman,32,14,18,.438,-14.03,-8.86,10,6,9,2,5,13,2258,2330,,68.1,102.4,.309,.407,.510,48.5,46.4,8.9,15.3,.478,15.8,32.9,.213,.2063,97.6,109.8,67.4,+.010,.3204,100.2,106.9,.5714
Binghamton,30,8,22,.267,-13.90,-6.17,5,11,5,9,3,13,1827,2059,,67.4,90.0,.362,.371,.483,48.0,52.9,7.9,6.4,.443,18.3,25.2,.247,.1686,88.7,101.9,66.0,-.021,.3844,102.8,107.1,.4333
Boise State,32,20,12,.625,7.24,3.14,11,7,14,2,5,7,2480,2246,,70.5,109.1,.406,.424,.559,51.3,51.1,9.2,5.8,.523,14.5,28.5,.288,.6759,106.9,100.3,70.3,-.050,.5568,104.5,102.4,.5865
Boston College,32,7,25,.219,-1.46,7.82,0,18,6,11,0,10,1959,2256,,66.9,91.1,.259,.406,.498,45.9,57.2,8.4,8.1,.475,18.0,21.8,.168,.3006,93.4,100.5,67.6,-.059,.6702,108.1,101.7,.3452
Boston University,32,18,14,.563,-6.67,-6.47,11,7,9,6,9,8,2342,2315,,69.3,104.5,.363,.388,.559,50.8,53.1,8.2,10.1,.525,17.3,27.2,.260,.3807,102.4,106.8,70.7,+.058,.3762,100.8,105.3,.4869
Bowling Green State,34,16,18,.471,-5.71,-1.68,5,13,7,8,7,8,2400,2457,,69.3,101.8,.398,.294,.528,50.6,46.9,8.9,9.2,.497,16.1,28.7,.261,.3675,100.7,105.6,69.0,+.036,.4685,103.8,104.9,.3496
Bradley,32,5,27,.156,-10.92,3.69,3,15,4,11,1,12,1793,2238,,67.1,82.8,.393,.370,.473,49.1,48.2,6.6,7.7,.431,22.4,25.0,.261,.1267,85.3,100.8,68.2,+.017,.5952,104.0,100.5,.6333
Brigham Young,33,23,10,.697,12.08,1.61,13,5,14,2,6,6,2758,2382,,73.8,112.8,.347,.365,.559,53.3,55.7,9.0,11.1,.532,13.6,31.3,.239,.7675,110.1,99.3,74.4,-.057,.5121,105.0,104.5,.5265
Brown,28,8,20,.286,-8.06,-2.84,3,11,7,6,1,13,2040,2155,,70.5,101.6,.369,.393,.534,48.3,59.4,7.5,10.2,.498,16.5,26.5,.259,.2703,101.6,110.7,71.2,-.057,.4545,102.4,104.1,.3839
Bryant,31,8,23,.258,-18.29,-6.42,5,13,4,10,4,13,2018,2361,,68.4,94.5,.268,.342,.498,46.3,55.0,8.2,7.4,.475,17.2,26.3,.172,.0992,93.6,113.4,68.5,+.022,.3736,100.7,105.3,.6130
Bucknell,30,17,13,.567,-1.72,-6.00,14,4,8,7,9,6,2368,2198,,71.4,108.3,.437,.352,.568,51.8,59.2,9.0,8.7,.530,16.8,30.4,.312,.4826,104.5,105.2,72.0,-.066,.3913,101.4,105.4,.5398
Buffalo,34,20,14,.588,1.29,0.62,10,8,10,5,5,9,2637,2555,,72.6,106.1,.415,.368,.541,52.0,48.5,9.5,9.4,.500,16.2,32.7,.295,.5683,105.1,102.6,73.0,+.055,.5268,105.6,104.6,.5568
Butler,31,21,10,.677,16.23,6.81,10,8,13,3,5,5,2498,2206,,70.2,114.3,.398,.305,.564,52.6,51.3,9.6,9.3,.525,12.7,32.9,.291,.8164,115.8,101.7,68.9,-.004,.6412,106.0,100.8,.4158
Cal Poly,30,10,20,.333,-3.19,1.20,4,12,5,7,3,12,2171,2255,,67.8,104.9,.345,.376,.515,49.8,56.3,7.9,8.2,.482,12.9,30.2,.233,.3778,105.6,110.3,66.9,-.063,.5750,104.6,101.9,.6439
Cal State Bakersfield,32,24,8,.750,2.69,-5.79,11,3,14,1,7,7,2337,2022,,68.4,106.0,.379,.269,.527,52.8,59.0,11.7,14.4,.498,15.1,34.5,.247,.6902,102.4,95.5,68.6,-.001,.3304,99.7,106.0,.4464
Cal State Fullerton,30,10,20,.333,-6.89,-0.54,3,13,5,8,5,9,2104,2227,,70.0,99.8,.436,.342,.512,50.5,43.6,7.0,4.5,.467,16.2,29.8,.302,.2627,100.6,110.0,69.2,+.011,.5067,102.7,102.4,.4442
Cal State Northridge,30,10,20,.333,-6.58,-0.58,5,11,5,7,4,12,2143,2261,,71.3,98.1,.427,.247,.517,48.6,56.8,9.3,7.9,.469,17.0,27.4,.306,.3339,99.6,105.7,71.8,-.013,.5195,103.4,102.7,.5180
Campbell,30,12,18,.400,-10.73,-6.33,5,13,7,9,5,8,2207,2203,,70.0,104.7,.413,.404,.552,46.6,46.4,10.2,6.2,.512,15.2,23.3,.296,.2175,100.0,111.8,68.9,-.030,.3361,100.3,106.4,.3114
Canisius,33,14,19,.424,-5.23,-3.38,8,12,7,7,4,11,2526,2587,,68.8,108.3,.369,.415,.533,47.6,55.1,8.5,7.6,.490,13.6,31.0,.274,.3361,106.6,113.1,67.9,-.013,.4310,101.8,104.3,.4851
Central Arkansas,28,7,21,.250,-14.97,-6.61,6,12,4,6,2,14,2110,2344,,73.7,102.2,.419,.300,.531,50.4,50.4,7.4,9.4,.499,17.1,31.3,.276,.1570,100.0,115.7,72.7,-.068,.3707,101.6,106.4,.6426
Central Connecticut State,29,4,25,.138,-22.06,-8.96,3,15,3,11,1,14,1888,2268,,68.8,93.4,.311,.282,.483,48.8,50.0,6.3,9.0,.448,17.2,29.9,.211,.0670,93.7,117.8,68.2,-.005,.2862,98.4,106.6,.3601
Central Florida,30,12,18,.400,0.37,3.21,6,12,8,8,4,9,2062,2147,,68.3,99.8,.372,.391,.527,51.7,53.0,6.6,11.1,.492,18.5,31.3,.256,.4138,99.7,102.8,68.6,-.019,.5507,104.2,102.3,.3627
Central Michigan,32,17,15,.531,-0.19,-0.95,10,8,13,3,4,8,2422,2325,,67.3,112.0,.315,.459,.553,48.4,50.7,7.0,7.0,.523,11.9,27.7,.226,.5073,109.3,109.0,67.3,-.061,.4723,103.7,104.7,.4356
Charleston Southern,30,9,21,.300,-10.58,-2.24,5,13,6,8,3,12,2146,2253,,70.0,101.4,.283,.448,.523,48.9,49.0,7.2,6.0,.506,15.7,27.0,.176,.2030,97.8,110.1,68.9,-.009,.4741,103.6,104.5,.7432
Charlotte,33,14,19,.424,-3.03,-1.60,9,9,8,7,5,8,2584,2631,,72.1,107.0,.332,.337,.540,49.9,52.3,8.4,5.5,.510,14.3,29.5,.231,.4133,104.1,107.4,71.2,-.040,.4329,104.4,106.9,.5067
Chattanooga,34,29,5,.853,3.92,-3.77,15,3,13,1,10,4,2578,2265,,68.0,110.7,.416,.374,.565,52.5,57.0,11.4,13.4,.524,15.8,32.6,.305,.6531,105.2,99.5,67.0,+.119,.4373,103.8,106.1,.5320
Chicago State,32,4,28,.125,-17.35,-1.21,0,14,4,9,0,15,2140,2478,,72.0,92.9,.287,.376,.472,47.7,49.1,10.7,9.3,.440,16.9,31.0,.192,.0699,91.4,114.5,70.0,-.051,.4946,102.8,103.0,.6143
Cincinnati,32,22,10,.688,15.58,5.27,12,6,14,3,6,6,2342,2012,,65.7,108.5,.335,.364,.525,53.2,60.1,11.8,15.5,.490,13.8,36.5,.236,.8415,107.7,93.1,65.8,-.053,.6068,105.6,101.7,.4663
Citadel,32,10,22,.313,-15.60,-4.39,3,15,6,8,3,13,2753,2962,,81.2,105.6,.314,.500,.534,44.4,52.1,10.8,7.0,.499,14.7,28.0,.229,.1926,102.8,116.4,81.6,+.008,.4300,103.2,105.7,.4205
Clemson,31,17,14,.548,12.22,7.06,10,8,13,4,3,8,2159,1999,,63.7,108.5,.333,.393,.540,50.2,54.6,9.0,14.2,.506,13.7,30.3,.241,.7853,111.8,99.9,64.7,-.095,.6306,106.7,101.8,.3077
Cleveland State,32,9,23,.281,-9.12,0.15,4,14,5,9,3,10,1947,2169,,65.9,91.9,.308,.308,.486,48.6,46.4,9.3,8.1,.453,18.8,30.1,.209,.2043,89.9,101.2,64.9,+.020,.5305,105.4,104.3,.5875
Coastal Carolina,29,18,11,.621,-1.65,-4.38,12,6,11,3,7,5,2167,1953,,68.2,109.0,.370,.371,.551,52.7,46.5,8.7,9.0,.525,15.5,32.2,.247,.4959,102.2,102.3,67.7,-.012,.3885,101.7,105.8,.5519
Colgate,30,13,17,.433,-8.40,-5.85,9,9,8,4,5,13,2093,2145,,65.3,105.0,.292,.429,.549,47.7,53.3,9.2,7.2,.526,16.1,27.4,.198,.3309,103.7,110.2,65.6,-.018,.3979,101.0,104.7,.5460
College of Charleston,31,17,14,.548,2.67,0.34,8,10,10,5,6,8,2028,1921,,65.1,99.7,.330,.346,.510,50.8,50.0,10.9,7.4,.480,16.6,30.2,.220,.6080,96.9,93.2,64.7,-.058,.5316,105.6,104.5,.4734
Colorado,33,22,11,.667,12.60,7.85,10,8,16,1,4,7,2509,2333,,70.8,106.6,.393,.322,.534,55.9,53.8,7.3,11.7,.489,15.9,35.5,.291,.7780,106.5,95.5,69.8,+.026,.6641,108.1,101.8,.4442
Colorado State,34,18,16,.529,2.24,1.46,8,10,12,5,3,8,2700,2626,,69.3,111.3,.417,.433,.545,53.6,51.8,5.4,6.2,.504,13.9,33.6,.299,.5171,110.6,110.0,68.7,-.031,.5001,103.2,103.2,.4175
Columbia,31,21,10,.677,2.36,-2.57,10,4,14,4,7,6,2362,2146,,66.8,112.7,.378,.445,.569,51.4,56.4,9.4,10.2,.537,14.1,29.8,.269,.6402,111.3,105.8,65.8,-.019,.4207,102.0,104.8,.3990
Connecticut,34,24,10,.706,16.14,5.81,11,7,14,3,6,4,2496,2145,,66.1,109.5,.297,.337,.559,51.5,52.2,8.6,13.9,.521,14.5,29.1,.233,.8684,110.4,93.7,66.3,-.040,.6097,105.5,101.5,.4650
Coppin State,31,9,22,.290,-15.33,-5.64,6,10,5,7,3,14,2240,2497,,71.3,98.2,.381,.370,.491,47.1,47.0,7.6,7.2,.445,15.2,31.4,.269,.1528,95.9,111.3,70.8,-.041,.3867,101.5,105.7,.7766
Cornell,28,10,18,.357,-9.58,-1.06,3,11,5,8,5,10,1992,2193,,72.6,97.1,.324,.407,.516,43.2,43.0,10.6,9.6,.490,16.2,22.8,.211,.2598,97.7,107.0,73.0,+.046,.5082,104.0,103.7,.4928
Creighton,32,18,14,.563,13.03,6.50,9,9,12,5,4,8,2546,2337,,72.1,110.3,.374,.391,.568,50.8,54.9,8.4,7.8,.537,14.2,26.7,.263,.8111,109.7,96.7,70.9,-.084,.6343,106.3,101.3,.4110
Dartmouth,28,10,18,.357,-5.56,-3.27,4,10,8,6,2,12,1992,1989,,69.1,102.0,.375,.285,.526,51.8,52.4,9.8,5.4,.484,17.7,33.6,.271,.3521,98.6,104.0,68.5,-.099,.4412,103.2,105.4,.3733
Davidson,32,20,12,.625,5.96,5.03,10,8,15,1,3,9,2534,2492,,71.1,110.9,.332,.438,.558,47.4,55.5,6.6,7.8,.520,12.6,25.7,.252,.6343,112.8,107.5,70.5,+.078,.6094,106.2,102.2,.5836
Dayton,32,25,7,.781,12.10,4.72,14,4,14,3,8,2,2342,2106,,68.7,105.3,.410,.349,.551,53.7,57.3,8.5,12.3,.520,16.5,28.9,.276,.7734,104.5,93.9,68.8,+.077,.5697,105.7,103.1,.5536
DePaul,31,9,22,.290,0.66,8.18,3,15,5,9,3,10,2092,2325,,68.4,98.2,.365,.290,.527,50.6,48.7,7.0,9.2,.494,18.9,30.7,.248,.4026,102.1,105.7,67.8,+.004,.6939,107.5,100.1,.4948
Delaware,30,7,23,.233,-8.47,0.99,2,16,5,7,2,15,1986,2270,,67.4,97.8,.422,.311,.498,50.7,47.7,5.3,9.2,.453,15.3,29.5,.289,.2630,101.0,110.4,68.3,-.004,.5741,104.5,101.8,.5142
Delaware State,32,7,25,.219,-20.56,-6.52,5,11,6,7,1,17,1980,2336,,67.2,91.4,.295,.385,.478,44.8,51.7,8.0,8.8,.455,17.7,28.0,.182,.0746,89.5,111.3,67.3,-.005,.3606,100.6,105.7,.6234
Denver,31,16,15,.516,-3.13,-3.03,7,9,8,7,6,6,2021,2024,,62.6,104.1,.366,.423,.594,45.2,64.3,10.2,7.4,.557,19.2,20.1,.282,.4296,101.7,104.3,61.9,+.029,.4238,103.4,106.2,.3082
Detroit Mercy,31,16,15,.516,-2.38,-0.76,9,9,11,4,4,10,2595,2567,,75.7,110.1,.412,.337,.563,51.4,45.5,9.0,11.2,.529,15.6,32.4,.288,.4793,109.5,110.3,74.3,+.024,.4945,103.7,103.9,.5972
Drake,31,7,24,.226,-5.22,0.85,2,16,5,9,0,12,2093,2230,,65.9,101.2,.343,.341,.549,50.3,51.4,5.6,5.4,.515,18.1,25.6,.248,.2616,102.5,112.2,66.4,-.101,.4975,101.1,101.2,.4150
Drexel,31,6,25,.194,-5.13,2.17,3,15,3,9,2,12,1958,2183,,65.6,95.9,.368,.300,.484,48.0,56.7,6.9,10.0,.443,14.7,28.3,.252,.3203,99.0,105.7,65.2,-.026,.5908,105.4,102.1,.5688
Duke,33,23,10,.697,20.06,10.67,11,7,15,3,5,4,2688,2378,,68.3,118.4,.401,.401,.572,49.9,49.0,9.3,9.4,.536,12.2,34.0,.290,.8751,119.3,100.7,68.5,-.039,.7251,109.8,100.9,.5736
Duquesne,32,16,16,.500,1.69,1.56,6,12,9,6,4,7,2512,2483,,73.3,106.3,.322,.427,.560,51.0,55.7,6.5,9.8,.536,16.6,27.9,.221,.4818,106.0,106.7,73.8,-.004,.4874,104.2,104.7,.3290
East Carolina,32,12,20,.375,-0.16,3.44,4,14,8,8,3,10,2186,2301,,67.0,100.0,.346,.382,.524,48.5,63.9,8.4,5.5,.490,17.1,28.8,.241,.3879,101.0,105.0,67.8,-.024,.5686,103.8,101.3,.4141
East Tennessee State,34,23,11,.676,-0.94,-2.35,14,4,13,2,8,8,2644,2500,,70.2,109.6,.369,.359,.563,49.8,45.1,9.5,10.2,.530,15.6,29.7,.263,.5452,107.6,105.9,69.8,+.117,.4797,104.4,105.2,.6147
Eastern Illinois,30,13,17,.433,-8.19,-3.37,9,7,9,5,4,9,2145,2213,,68.3,103.0,.338,.382,.532,46.3,54.6,8.5,6.3,.507,15.4,27.3,.222,.2791,99.9,108.5,68.2,+.046,.4232,103.5,106.3,.5344
Eastern Kentucky,31,15,16,.484,-3.32,-3.66,6,10,10,6,5,10,2497,2453,,73.4,109.8,.398,.371,.597,47.7,57.3,9.6,8.3,.564,18.1,27.2,.290,.4220,105.9,108.9,73.0,-.030,.4114,103.3,106.5,.4474
Eastern Michigan,33,18,15,.545,0.12,1.49,9,9,14,3,4,11,2553,2460,,72.4,106.0,.435,.307,.539,48.6,43.3,13.0,10.5,.494,15.3,32.0,.314,.5269,105.8,104.8,71.2,+.013,.5621,106.2,104.0,.6608
Eastern Washington,32,17,15,.531,-4.46,-6.39,10,8,10,2,5,11,2620,2460,,70.5,116.2,.369,.462,.599,49.6,46.5,8.6,9.1,.578,14.5,27.8,.252,.4133,110.3,113.7,69.9,-.056,.3515,101.1,106.6,.5559
Elon,32,16,16,.500,-0.39,0.94,7,11,8,8,8,7,2429,2413,,71.7,105.5,.308,.456,.545,49.3,56.4,7.6,5.2,.523,15.7,28.0,.204,.5107,105.5,105.1,71.7,+.018,.5574,104.8,102.7,.5445
Evansville,34,25,9,.735,8.05,-0.44,12,6,13,3,8,4,2526,2221,,68.9,107.0,.470,.250,.575,52.2,67.7,7.5,11.1,.534,16.4,24.8,.340,.7301,105.9,97.1,69.2,-.010,.4548,101.2,102.8,.3772
Fairfield,32,19,13,.594,-2.94,-2.69,12,8,11,4,7,7,2460,2468,,72.2,104.5,.327,.415,.553,46.2,58.3,8.8,10.2,.519,16.0,25.2,.241,.3984,102.7,106.4,72.0,+.101,.4364,102.1,104.4,.5150
Fairleigh Dickinson,32,18,14,.563,-9.99,-8.32,11,7,9,6,9,8,2493,2504,,72.2,106.7,.329,.324,.550,46.6,50.3,10.3,7.4,.521,15.6,29.2,.230,.2730,104.8,114.1,72.5,+.097,.3209,99.1,105.7,.5562
Florida,33,19,14,.576,14.95,9.92,9,9,12,4,4,8,2429,2263,,70.0,104.8,.409,.370,.511,51.3,51.3,9.0,11.0,.479,13.8,33.0,.263,.8180,107.7,94.5,70.2,-.053,.7187,109.2,100.6,.6552
Florida A&M,29,8,21,.276,-21.42,-10.34,4,12,6,6,1,14,1863,2128,,70.8,88.4,.430,.346,.482,46.9,49.5,9.1,5.9,.453,19.6,26.3,.253,.0671,84.6,106.4,70.4,+.041,.2710,99.5,108.5,.4228
Florida Atlantic,33,8,25,.242,-10.17,-1.59,5,13,5,7,2,14,2189,2445,,68.5,96.5,.338,.367,.511,45.6,51.2,7.7,9.7,.469,15.9,23.7,.247,.2029,95.4,107.4,68.4,-.033,.4759,104.5,105.4,.6477
Florida Gulf Coast,33,20,13,.606,-1.69,-4.41,8,6,16,4,4,8,2540,2325,,69.4,108.0,.362,.248,.544,53.3,47.0,9.3,10.4,.521,15.1,32.9,.234,.4935,102.8,103.1,67.6,-.039,.3635,103.3,108.4,.4810
Florida International,32,13,19,.406,-5.16,-4.73,7,11,7,9,5,8,2277,2242,,66.8,104.9,.363,.280,.546,51.8,46.9,7.5,12.6,.520,16.7,30.6,.241,.3415,102.1,108.1,66.1,-.128,.3643,101.9,106.9,.3539
Florida State,32,19,13,.594,12.63,8.32,8,10,10,4,4,7,2499,2361,,71.7,108.5,.376,.322,.553,52.3,47.5,10.0,11.2,.522,15.6,32.9,.259,.7872,111.5,99.5,72.3,-.015,.6782,108.1,101.3,.4601
Fordham,30,17,13,.567,2.46,0.32,8,10,14,4,3,7,2140,2059,,68.2,103.3,.341,.398,.545,51.4,61.8,12.2,12.1,.517,17.5,30.4,.233,.4662,100.8,102.0,67.1,-.000,.4314,103.0,105.5,.1773
Fresno State,34,25,9,.735,5.25,1.78,13,5,16,2,6,7,2561,2395,,70.1,105.9,.383,.299,.523,50.8,50.9,11.6,11.9,.485,13.0,31.4,.265,.6647,106.4,100.2,69.7,+.088,.5200,103.6,102.9,.4573
Furman,33,18,15,.545,-2.45,-4.12,11,7,13,1,3,12,2357,2196,,66.2,107.8,.424,.418,.560,53.1,50.6,9.1,9.5,.524,17.3,32.8,.298,.4902,104.0,104.4,65.9,-.016,.4349,102.8,105.2,.4939
Gardner-Webb,33,17,16,.515,-6.56,-3.59,10,8,9,4,5,11,2476,2451,,70.9,104.6,.344,.396,.522,50.8,50.7,11.2,9.5,.495,15.7,33.2,.225,.3652,100.4,105.4,69.8,+.045,.4322,103.5,106.0,.6690
George Mason,32,11,21,.344,-1.66,3.74,5,13,7,8,2,11,2140,2313,,67.6,98.1,.344,.312,.487,55.1,42.8,4.2,9.3,.451,15.7,33.5,.231,.3899,100.5,104.5,69.0,-.005,.5786,105.3,102.4,.5378
George Washington,33,23,10,.697,10.17,3.66,11,7,14,3,7,5,2483,2268,,67.4,110.7,.399,.328,.551,53.9,55.1,8.8,8.9,.504,14.4,34.1,.302,.7142,111.1,102.6,67.1,+.028,.5432,104.3,102.8,.4613
Georgetown,33,15,18,.455,10.11,8.29,7,11,9,8,4,8,2430,2370,,69.1,105.4,.379,.414,.554,50.8,60.0,7.8,11.5,.512,16.7,28.3,.285,.7401,109.7,100.2,69.0,-.101,.6894,107.7,100.5,.5461
Georgia,32,19,13,.594,10.03,8.94,10,8,14,4,3,8,2243,2208,,68.1,102.1,.442,.316,.524,52.2,53.2,7.1,14.6,.478,16.7,32.5,.311,.7469,107.1,97.4,67.7,+.071,.6769,107.8,101.1,.5750
Georgia Southern,31,14,17,.452,-5.46,-2.94,10,10,10,4,4,12,2353,2307,,71.2,105.7,.383,.438,.523,47.9,44.0,10.4,7.0,.484,13.9,30.4,.267,.4056,104.0,107.5,69.4,-.018,.4669,102.6,103.8,.4723
Georgia State,30,16,14,.533,-2.68,-2.07,9,11,12,3,4,10,1971,1950,,65.1,99.3,.374,.273,.524,46.9,49.9,10.1,9.9,.488,15.8,24.7,.258,.4541,98.8,100.4,65.5,+.013,.4865,102.7,103.2,.5514
Georgia Tech,33,19,14,.576,12.14,9.96,8,10,13,5,4,7,2417,2345,,67.1,108.8,.324,.277,.529,55.1,50.3,6.8,10.4,.493,13.9,37.5,.233,.7534,110.4,100.2,67.9,+.018,.7119,109.1,100.8,.4748
Gonzaga,33,26,7,.788,16.26,3.51,15,3,11,4,9,2,2630,2186,,68.1,116.6,.354,.357,.590,55.1,49.2,7.4,7.4,.554,14.3,32.3,.269,.8583,114.5,97.9,68.0,-.025,.5462,105.5,103.8,.6283
Grambling,31,7,24,.226,-19.34,-8.20,4,14,5,7,2,15,1924,2110,,67.2,91.6,.440,.346,.496,47.6,45.3,10.0,4.9,.457,18.7,26.3,.284,.0929,88.7,108.1,66.9,-.035,.3416,99.3,105.1,.6634
Grand Canyon,32,26,6,.813,1.86,-5.38,11,3,16,2,7,4,2459,2202,,70.3,108.9,.431,.291,.548,52.8,56.3,8.7,7.2,.511,15.0,32.4,.299,.5797,103.2,100.3,70.2,+.120,.3203,100.1,106.8,.3831
Green Bay,35,23,12,.657,1.43,-1.27,11,7,11,3,8,9,2948,2788,,77.3,107.8,.429,.306,.534,49.0,47.4,12.6,11.1,.501,13.4,31.3,.282,.6165,107.6,103.2,76.6,+.046,.4944,103.3,103.5,.5581
Hampton,31,21,10,.677,-8.20,-9.10,13,3,9,2,8,7,2318,2289,,72.1,101.7,.421,.345,.505,53.3,47.5,7.4,9.3,.468,16.0,35.0,.277,.3600,99.8,105.0,72.2,+.147,.2987,98.9,106.6,.5828
Hartford,33,10,23,.303,-14.09,-5.49,4,12,4,12,6,11,2336,2588,,70.0,99.3,.325,.473,.531,41.7,52.5,9.4,4.9,.491,15.0,19.0,.243,.1858,100.2,114.0,69.8,+.004,.3876,100.7,104.8,.3878
Harvard,30,14,16,.467,-0.93,-0.21,6,8,8,5,4,10,2001,1985,,67.1,99.1,.319,.345,.527,52.1,61.6,7.4,13.5,.512,18.8,30.7,.190,.4600,98.7,100.1,66.9,-.047,.5262,104.1,103.1,.5614
