School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Hawaii,32,27,5,.844,8.90,-1.90,13,3,16,3,7,2,2483,2128,,71.4,108.2,.457,.386,.559,53.3,59.8,11.0,10.2,.525,16.0,31.6,.311,.7649,107.0,96.5,71.2,+.009,.4080,100.8,104.2,.2989
High Point,31,21,10,.677,0.19,-4.45,13,5,12,3,8,6,2407,2170,,67.8,113.6,.369,.255,.571,50.7,55.5,11.8,8.8,.530,13.7,31.9,.282,.5177,109.4,108.7,66.7,-.011,.4177,102.6,105.6,.5917
Hofstra,33,24,9,.727,5.19,0.75,14,4,11,2,9,4,2601,2427,,70.2,109.8,.404,.394,.547,51.5,56.1,8.7,7.7,.514,14.1,31.7,.278,.7174,110.6,102.0,70.2,+.025,.5488,105.0,103.2,.4966
Holy Cross,33,14,19,.424,-10.86,-6.52,5,13,8,6,5,13,2156,2299,,64.6,99.2,.361,.404,.516,45.8,62.3,9.8,8.0,.479,14.8,23.6,.250,.2833,97.0,105.1,64.3,+.059,.3766,101.6,106.2,.4140
Houston,31,22,9,.710,11.07,2.07,12,6,15,3,6,4,2414,2135,,66.4,115.0,.348,.324,.554,51.9,46.1,8.9,10.4,.524,13.1,36.1,.245,.7744,116.1,104.3,67.0,-.012,.4938,102.2,102.4,.2470
Houston Baptist,33,17,16,.515,-10.26,-5.08,10,8,12,3,4,10,2539,2513,,72.3,106.4,.449,.294,.568,51.2,52.1,7.4,9.5,.529,18.1,30.6,.321,.2634,101.2,110.7,71.1,+.073,.4107,102.2,105.4,.6107
Howard,32,12,20,.375,-14.12,-8.02,6,10,8,7,2,12,2311,2433,,72.2,98.5,.495,.263,.507,49.4,36.7,8.4,8.1,.445,17.4,33.2,.361,.1415,93.0,108.8,71.2,+.009,.3046,100.3,107.7,.4789
IUPUI,32,13,19,.406,-5.66,0.31,9,7,9,2,4,15,2181,2362,,70.0,96.6,.327,.295,.508,49.1,45.2,9.4,6.3,.472,16.7,27.6,.230,.3897,98.8,102.8,69.5,+.042,.5681,105.3,102.9,.6482
Idaho,33,21,12,.636,-4.74,-5.62,12,6,11,4,8,6,2309,2183,,67.3,103.6,.430,.325,.545,55.8,53.1,7.8,9.1,.504,19.0,35.4,.305,.3928,98.8,102.6,66.3,+.089,.3569,101.5,106.8,.4994
Idaho State,31,16,15,.516,-9.65,-6.52,11,7,10,3,5,10,2297,2357,,71.8,103.1,.396,.389,.547,48.1,49.4,10.1,8.0,.506,16.4,25.5,.288,.2612,98.5,107.9,71.0,+.051,.3399,101.4,107.4,.4465
Illinois,34,15,19,.441,4.80,7.45,5,13,7,8,2,8,2452,2542,,68.6,102.6,.305,.383,.537,46.0,53.7,8.3,5.2,.502,13.6,21.5,.227,.5874,105.0,101.8,68.5,+.019,.6558,107.0,101.1,.4806
Illinois State,32,18,14,.563,3.32,2.51,12,6,13,3,5,8,2149,2114,,67.7,98.8,.320,.385,.508,50.3,53.0,9.4,10.5,.478,16.1,29.7,.214,.6170,102.8,98.6,68.0,+.011,.5492,102.6,100.9,.6052
Illinois-Chicago,30,5,25,.167,-14.53,-0.81,3,15,5,10,0,13,2019,2348,,72.7,91.1,.443,.245,.464,50.5,49.8,7.6,13.0,.425,17.4,32.4,.274,.1239,89.4,105.9,72.3,+.004,.4852,103.7,104.2,.4354
Incarnate Word,29,17,12,.586,-8.97,-5.97,12,6,10,3,7,9,2145,2140,,71.2,103.4,.375,.376,.551,47.7,59.6,9.6,6.8,.505,16.0,22.9,.287,.3424,102.3,108.2,68.3,+.123,.4026,102.2,105.8,.7376
Indiana,32,25,7,.781,19.81,6.44,15,3,17,0,6,4,2633,2205,,68.7,119.2,.333,.409,.610,55.3,54.7,10.1,10.0,.586,16.8,37.6,.241,.8970,119.1,98.6,68.8,-.003,.6167,106.5,102.2,.4189
Indiana State,32,15,17,.469,-0.04,2.12,8,10,10,4,2,11,2170,2222,,70.0,95.7,.420,.380,.496,50.4,47.6,8.1,7.2,.450,16.4,27.5,.291,.4577,97.9,99.4,71.0,+.012,.5492,103.2,101.4,.5515
Iona,32,22,10,.688,3.99,-1.95,16,4,11,2,8,6,2547,2357,,72.3,109.7,.325,.442,.567,49.6,60.7,10.4,10.7,.538,15.5,29.4,.232,.7154,109.9,101.5,72.2,-.002,.4624,102.8,104.2,.6362
Iowa,31,21,10,.677,18.05,8.66,12,6,13,2,6,5,2421,2130,,69.3,112.3,.334,.351,.550,50.9,58.0,9.8,12.7,.518,12.9,32.3,.240,.8852,114.5,95.9,69.9,-.099,.6894,108.3,101.1,.5283
Iowa State,32,21,11,.656,17.60,10.73,10,8,14,2,4,7,2619,2399,,71.6,112.9,.255,.350,.587,49.9,53.0,8.5,10.1,.568,14.4,27.2,.180,.8923,120.5,100.3,71.9,-.070,.7457,108.0,98.4,.5192
Jackson State,35,20,15,.571,-8.37,-9.59,12,6,11,2,6,12,2401,2288,,68.5,98.4,.304,.355,.487,51.6,50.2,11.1,10.6,.461,15.1,32.8,.192,.3489,94.8,100.1,68.3,+.000,.3131,99.2,106.2,.5868
Jacksonville,32,16,16,.500,-9.26,-6.01,8,6,12,3,4,11,2444,2431,,72.3,104.8,.322,.360,.534,50.4,46.4,8.9,7.6,.506,14.2,27.5,.219,.2712,99.8,108.8,71.3,+.050,.3631,102.6,107.7,.4310
Jacksonville State,31,8,23,.258,-10.06,-3.75,4,12,5,10,2,12,2100,2234,,66.6,101.3,.316,.396,.509,46.1,52.3,7.6,8.4,.470,13.9,27.6,.232,.1997,97.5,110.0,66.0,-.067,.4085,103.6,106.9,.4036
James Madison,32,21,11,.656,6.45,0.77,11,7,12,6,9,3,2405,2197,,67.9,108.6,.369,.419,.554,52.4,48.9,6.3,9.0,.524,15.0,29.4,.253,.7019,106.2,98.6,68.0,-.043,.5158,104.9,104.3,.4384
Kansas,34,30,4,.882,24.41,11.72,15,3,16,0,7,3,2773,2303,,69.6,115.5,.386,.336,.594,53.5,55.5,9.7,10.5,.566,15.5,32.5,.273,.9505,119.0,92.0,69.7,+.062,.7638,109.6,99.0,.5788
Kansas State,33,17,16,.515,12.85,10.34,5,13,12,5,2,9,2334,2251,,67.5,102.9,.425,.311,.518,52.5,56.9,11.0,8.0,.476,17.1,37.0,.293,.7901,107.5,95.8,67.6,-.052,.7326,109.3,100.1,.4517
Kennesaw State,31,11,20,.355,-8.47,-1.51,7,7,8,6,3,14,2239,2399,,70.5,102.1,.342,.278,.527,47.1,46.6,9.8,8.3,.493,16.2,28.9,.240,.3145,101.1,108.2,69.6,-.026,.4890,104.7,105.1,.6565
Kent State,32,19,13,.594,-1.33,-1.26,10,8,13,3,6,8,2361,2317,,68.1,107.5,.398,.301,.531,52.9,44.7,7.7,8.9,.495,14.7,34.6,.272,.4553,105.4,107.0,68.0,+.082,.4655,103.8,105.0,.4204
Kentucky,34,26,8,.765,20.51,9.10,13,5,17,0,4,7,2709,2321,,68.0,116.0,.383,.314,.565,53.8,50.5,8.2,13.8,.537,13.7,37.8,.262,.9188,122.2,99.0,67.7,-.035,.6879,106.9,99.8,.6041
La Salle,31,9,22,.290,-5.99,4.74,4,14,7,9,1,12,1987,2279,,67.2,95.4,.305,.446,.508,44.9,56.2,10.4,8.2,.480,17.0,25.0,.204,.2779,98.1,106.5,66.9,+.036,.5954,105.8,102.3,.5321
Lafayette,30,6,24,.200,-14.79,-5.79,3,15,4,9,2,15,2142,2412,,69.7,99.5,.316,.385,.535,44.5,54.9,7.9,5.8,.505,16.4,22.3,.219,.1661,99.5,114.4,70.0,-.035,.3935,101.4,105.3,.4656
Lamar,30,11,19,.367,-14.55,-8.63,3,15,7,9,4,10,2263,2310,,73.7,102.3,.429,.339,.517,51.0,55.1,10.2,10.2,.478,16.8,34.7,.288,.1694,97.0,111.4,72.9,-.085,.3047,100.7,108.2,.3335
Lehigh,32,17,15,.531,-4.21,-4.99,13,5,10,5,7,9,2268,2210,,67.2,105.4,.318,.340,.554,50.9,58.9,9.9,9.2,.523,17.0,29.5,.231,.4787,104.7,105.5,68.8,-.004,.4119,101.6,104.8,.6961
Liberty,32,13,19,.406,-10.08,-3.39,10,8,8,6,5,9,2070,2188,,64.9,99.7,.264,.471,.559,47.5,56.8,8.6,4.3,.535,19.6,22.0,.189,.2369,99.3,109.9,64.2,+.076,.4351,103.1,105.5,.5707
Lipscomb,33,12,21,.364,-8.78,-3.75,7,7,6,9,5,9,2590,2689,,73.8,104.8,.345,.457,.552,48.6,61.8,8.4,8.0,.522,16.5,27.1,.239,.2502,100.4,110.4,73.8,+.006,.4175,104.1,107.1,.5292
Little Rock,33,29,4,.879,7.02,-2.91,17,3,14,0,12,4,2341,1968,,64.5,109.5,.313,.351,.558,50.2,51.8,10.1,10.1,.526,14.2,28.2,.230,.8001,108.5,96.1,64.0,+.032,.4611,102.6,104.0,.4964
Long Beach State,34,20,14,.588,4.26,4.60,12,4,11,2,6,9,2511,2461,,70.1,104.2,.373,.378,.532,48.4,60.0,9.1,7.1,.499,14.9,27.8,.255,.6831,107.0,100.0,71.1,+.063,.6606,106.1,100.1,.8256
Long Island University,31,16,15,.516,-11.46,-10.68,9,9,8,6,8,9,2362,2386,,73.0,103.1,.413,.320,.524,50.1,53.1,10.4,6.9,.479,15.9,32.2,.296,.2483,100.5,110.6,73.1,+.049,.2605,98.4,107.7,.3044
Longwood,33,10,23,.303,-11.10,-4.84,5,13,5,8,4,12,2397,2503,,69.7,103.4,.335,.342,.545,51.6,49.0,8.8,8.3,.513,17.8,30.5,.237,.2358,100.4,111.2,70.3,-.039,.4016,103.0,106.7,.4998
Louisiana,31,17,14,.548,2.11,-1.86,12,8,12,2,4,11,2464,2265,,71.7,110.0,.429,.343,.537,55.7,46.3,9.0,8.8,.497,15.0,37.8,.299,.6237,109.0,104.3,70.9,-.086,.4955,102.8,103.0,.6000
Louisiana State,33,19,14,.576,9.23,7.44,11,7,15,3,3,8,2602,2543,,72.9,107.3,.430,.312,.543,50.0,55.4,10.8,7.1,.511,14.2,29.8,.286,.7008,110.1,102.3,73.0,+.022,.6463,106.8,101.3,.4208
Louisiana Tech,32,23,9,.719,0.23,-4.40,12,6,16,1,7,7,2541,2307,,72.5,107.4,.421,.354,.549,50.2,50.5,10.1,10.6,.518,14.8,28.9,.281,.5156,103.5,103.0,71.8,+.063,.3705,101.7,106.5,.4362
Louisiana-Monroe,33,20,13,.606,0.20,-1.16,15,5,13,0,6,10,2414,2302,,66.7,107.2,.334,.325,.547,51.4,53.9,8.1,9.1,.518,15.7,32.3,.233,.6024,105.8,102.0,66.7,+.028,.5248,103.9,103.0,.6123
Louisville,31,23,8,.742,21.79,7.95,12,6,18,1,4,7,2324,1895,,66.4,112.9,.318,.290,.546,54.7,48.4,10.8,14.2,.519,14.4,38.5,.220,.9017,109.7,90.5,66.9,-.024,.6623,108.9,102.7,.3839
Loyola (IL),32,15,17,.469,-0.82,0.99,7,11,9,7,4,7,2059,2082,,65.5,97.1,.332,.332,.523,46.5,51.2,8.9,8.1,.482,17.1,23.3,.243,.4527,99.2,100.9,66.1,+.013,.4837,100.9,101.5,.3907
Loyola (MD),30,9,21,.300,-10.54,-4.88,8,10,5,9,4,12,2090,2260,,67.3,100.9,.384,.311,.519,50.1,46.2,7.8,8.9,.477,16.4,31.4,.273,.2447,100.8,111.2,67.9,-.031,.4168,102.1,105.1,.5937
Loyola Marymount,31,14,17,.452,-3.46,1.04,6,12,8,6,5,10,2208,2319,,68.0,102.7,.282,.352,.512,47.5,60.6,9.8,8.8,.478,14.1,29.6,.204,.3484,102.5,108.2,68.2,+.076,.5077,104.5,104.3,.4354
Maine,30,8,22,.267,-17.18,-6.28,4,12,5,8,3,14,2279,2606,,77.7,96.5,.320,.353,.518,46.5,52.5,10.5,7.0,.492,18.3,27.9,.210,.1406,96.7,113.2,77.7,+.030,.3765,101.0,105.5,.3851
Manhattan,31,13,18,.419,-7.07,-2.72,9,11,8,6,4,11,2133,2268,,69.0,98.5,.398,.391,.545,45.1,61.6,11.0,6.3,.501,18.7,23.5,.295,.3285,98.5,104.8,68.7,+.045,.4381,102.6,104.8,.5147
Marist,30,7,23,.233,-11.29,-4.13,4,16,4,10,2,12,2145,2360,,69.0,101.9,.359,.424,.535,45.9,48.4,6.6,7.0,.494,15.5,24.3,.263,.2046,102.1,114.8,68.8,-.043,.4008,101.2,104.8,.3693
Marquette,33,20,13,.606,7.54,5.45,8,10,12,7,5,5,2517,2448,,72.3,103.8,.405,.303,.559,50.0,60.3,10.6,10.1,.520,17.9,28.1,.294,.6663,106.5,100.2,71.0,+.056,.5975,105.4,101.9,.2960
Marshall,33,17,16,.515,0.96,-0.16,12,6,10,4,5,9,2838,2801,,77.6,110.0,.312,.451,.566,47.9,54.5,8.8,6.8,.542,14.6,26.6,.216,.5291,110.6,109.5,78.1,-.018,.4937,104.5,104.7,.6075
Maryland,33,25,8,.758,17.40,8.27,12,6,16,1,4,6,2510,2187,,67.2,112.7,.372,.375,.595,52.6,52.6,8.7,14.0,.559,17.1,29.8,.282,.8736,113.9,96.3,68.0,+.006,.6802,107.3,100.5,.4748
Maryland-Baltimore County,32,7,25,.219,-15.17,-6.67,3,13,4,9,3,15,2307,2579,,70.7,101.1,.422,.365,.537,47.1,49.9,9.8,4.9,.501,15.8,24.9,.288,.1499,99.8,116.0,70.5,-.039,.3659,101.2,106.2,.3628
Maryland-Eastern Shore,32,10,22,.313,-13.92,-5.85,7,9,7,4,3,17,2178,2399,,68.4,98.3,.378,.356,.538,51.4,53.1,8.5,6.8,.501,20.7,31.4,.268,.1775,98.7,112.7,68.0,-.010,.3941,101.5,105.4,.7090
Massachusetts,32,14,18,.438,0.75,3.06,6,12,9,7,3,9,2353,2427,,71.7,100.9,.365,.373,.527,47.9,54.2,8.9,9.1,.491,15.6,25.9,.255,.4668,100.8,102.0,71.5,+.007,.5453,104.7,103.1,.4106
Massachusetts-Lowell,29,11,18,.379,-13.43,-6.01,7,9,6,6,5,12,2221,2401,,74.3,102.3,.326,.387,.564,46.6,53.3,9.4,6.2,.540,18.9,25.0,.223,.1988,101.3,114.4,74.1,+.100,.3964,101.6,105.4,.4846
McNeese State,29,9,20,.310,-15.03,-6.53,7,11,7,6,2,13,2083,2301,,70.5,99.7,.359,.352,.508,47.3,46.0,8.2,10.2,.469,15.4,28.5,.251,.1476,98.5,114.7,68.8,+.011,.3776,102.5,107.0,.8045
Memphis,34,19,15,.559,10.15,3.89,8,10,14,6,2,8,2603,2390,,73.6,103.3,.419,.299,.511,51.4,58.2,10.4,13.3,.461,14.1,32.5,.303,.7323,106.7,97.7,74.1,-.098,.5421,102.9,101.4,.3376
Mercer,33,19,14,.576,-2.52,-4.26,8,10,10,3,3,10,2389,2274,,65.6,107.9,.352,.311,.540,56.1,57.8,7.5,8.0,.502,16.0,37.3,.256,.4275,105.0,107.7,64.4,-.025,.4230,103.1,106.0,.4507
Miami (FL),32,25,7,.781,19.32,10.51,13,5,15,1,6,5,2420,2138,,66.3,113.7,.400,.341,.579,51.9,49.0,9.1,9.0,.539,14.2,30.2,.300,.8973,117.2,97.1,66.8,+.054,.7341,109.5,100.3,.5417
Miami (OH),33,13,20,.394,-5.66,-0.01,6,12,10,8,3,11,2089,2249,,65.5,96.6,.363,.327,.500,48.0,46.7,10.1,7.2,.454,16.2,28.2,.264,.3375,96.7,102.5,65.2,+.046,.4973,104.1,104.2,.4274
Michigan,34,22,12,.647,14.36,8.12,10,8,13,4,4,6,2526,2294,,65.9,112.4,.285,.441,.578,49.3,56.7,8.4,6.2,.551,13.3,24.5,.210,.7794,112.7,101.0,66.7,+.016,.6731,107.7,101.2,.4554
Michigan State,34,29,5,.853,23.81,7.43,13,5,14,2,7,3,2712,2155,,66.9,118.4,.300,.353,.586,58.1,71.4,6.6,13.2,.560,14.9,37.2,.219,.9458,121.5,94.7,67.4,-.004,.6526,105.8,100.2,.4796
Middle Tennessee,33,24,9,.727,2.26,-1.84,13,5,11,3,8,6,2399,2254,,69.3,104.5,.362,.354,.538,51.6,50.3,8.9,9.8,.519,15.2,28.7,.223,.5929,102.2,98.9,68.4,+.058,.4445,103.8,105.8,.5482
Milwaukee,33,20,13,.606,2.94,-1.97,10,8,9,4,7,6,2618,2391,,68.5,113.6,.373,.437,.577,51.7,64.4,6.5,6.4,.536,13.9,28.0,.287,.6103,110.8,106.6,67.1,-.076,.4613,103.4,104.8,.4917
Minnesota,31,8,23,.258,1.26,7.26,2,16,7,10,0,9,2108,2294,,68.4,98.2,.371,.345,.502,47.7,52.3,7.9,9.5,.459,14.6,26.5,.263,.3719,98.8,103.5,69.4,-.062,.6340,107.1,102.1,.4261
Mississippi,32,20,12,.625,8.30,5.21,10,8,12,2,7,7,2405,2306,,70.0,106.5,.413,.389,.525,51.3,51.8,10.7,8.9,.481,14.6,34.6,.293,.7352,110.6,101.2,69.7,+.022,.6051,104.7,100.8,.4273
Mississippi State,31,14,17,.452,8.61,6.45,7,11,10,5,2,9,2323,2256,,70.2,106.4,.295,.362,.547,48.9,50.7,9.2,10.9,.517,15.7,29.7,.214,.7132,107.6,99.4,70.3,-.119,.6296,106.8,102.0,.4120
Mississippi Valley State,35,8,27,.229,-19.62,-7.88,6,12,3,6,3,19,2293,2704,,71.3,90.3,.313,.277,.469,45.7,45.2,9.5,6.2,.430,16.2,27.1,.217,.1221,91.7,108.8,72.0,-.001,.3670,99.7,104.5,.6411
Missouri,31,10,21,.323,2.95,7.34,3,15,10,7,0,11,2126,2262,,69.3,98.9,.396,.325,.515,49.0,49.5,7.9,7.4,.472,16.0,26.8,.281,.4657,103.0,104.2,69.3,-.088,.6506,106.5,100.9,.4627
Missouri State,32,13,19,.406,-3.58,2.51,8,10,8,7,4,8,2153,2321,,69.1,96.6,.392,.293,.499,49.5,51.9,8.9,11.0,.460,16.1,28.2,.265,.3306,98.7,105.0,69.9,+.060,.5405,102.9,101.4,.5382
Missouri-Kansas City,31,12,19,.387,-6.10,-2.02,4,10,9,4,2,13,2152,2240,,67.7,102.1,.381,.338,.524,50.4,46.9,8.6,9.3,.491,16.9,32.7,.257,.2947,102.4,110.5,66.9,-.054,.4573,102.1,103.7,.6411
Monmouth,34,27,7,.794,5.93,-1.81,17,3,10,1,13,4,2700,2437,,73.8,106.9,.392,.348,.549,49.8,46.1,11.2,10.0,.501,14.8,28.9,.300,.7280,106.8,98.1,73.5,+.010,.4700,102.9,104.0,.6683
Montana,32,21,11,.656,-0.54,-4.37,14,4,12,2,7,8,2318,2146,,67.1,107.1,.372,.376,.563,52.2,53.1,7.8,7.6,.533,16.2,28.3,.258,.5394,105.5,104.0,66.0,+.021,.3977,102.3,106.1,.7411
Montana State,31,14,17,.452,-6.86,-5.29,9,9,8,3,4,12,2369,2411,,70.1,108.6,.312,.416,.538,51.6,47.2,6.8,5.6,.511,14.7,33.1,.214,.3054,104.8,112.6,69.5,-.024,.3785,101.5,106.0,.5784
Morehead State,31,19,12,.613,0.62,-2.28,11,5,12,2,6,9,2243,2084,,66.5,108.0,.360,.272,.525,54.0,55.2,11.8,7.5,.490,15.8,39.5,.249,.5740,104.6,101.9,66.3,-.008,.4661,104.7,106.0,.5959
Morgan State,31,9,22,.290,-12.19,-7.59,6,10,6,6,2,15,2089,2223,,69.1,96.7,.362,.289,.481,47.5,47.5,8.7,5.7,.439,14.6,30.9,.248,.1994,94.7,106.9,69.9,-.114,.3471,100.3,106.0,.6271
Mount St. Mary's,33,14,19,.424,-9.58,-7.64,10,8,9,3,5,15,2218,2282,,69.7,95.4,.306,.362,.492,44.0,45.8,10.7,9.5,.458,15.2,25.3,.211,.3151,93.1,99.6,69.3,-.032,.3544,100.9,106.3,.5916
Murray State,31,17,14,.548,-1.47,-2.96,10,6,10,4,4,8,2212,2093,,65.6,108.3,.362,.367,.557,51.2,57.8,9.1,6.3,.521,15.7,30.1,.262,.4956,105.9,106.0,64.8,-.041,.4243,102.7,105.5,.5898
NJIT,31,17,14,.548,-4.95,-4.95,8,6,9,6,8,8,2339,2310,,70.6,106.0,.346,.424,.555,48.8,60.7,9.3,6.8,.517,15.9,27.8,.257,.3907,100.9,104.8,70.0,+.035,.3855,103.3,107.6,.5003
Navy,33,19,14,.576,-4.72,-6.78,9,9,6,9,11,4,2230,2135,,64.9,102.5,.423,.265,.525,53.5,55.7,8.6,12.5,.495,17.1,33.7,.271,.4124,99.3,102.4,65.8,-.006,.3537,101.6,107.1,.4320
Nebraska,34,16,18,.471,9.16,5.90,6,12,10,8,3,8,2456,2345,,67.0,107.0,.326,.321,.538,51.4,45.0,10.9,9.3,.503,14.9,31.8,.238,.6880,108.5,101.3,68.0,-.096,.6136,105.5,101.4,.3699
Nevada,32,19,13,.594,2.09,2.22,10,8,11,3,5,9,2383,2287,,72.5,100.7,.407,.288,.508,51.2,48.0,9.8,14.6,.457,15.5,31.7,.298,.5462,97.2,95.6,72.1,+.061,.5462,104.9,103.2,.5116
Nevada-Las Vegas,33,18,15,.545,5.46,3.14,8,10,13,3,2,10,2581,2427,,74.0,103.3,.404,.377,.537,49.8,56.3,10.6,12.4,.503,16.5,29.2,.275,.5681,101.5,99.1,74.2,-.044,.5515,104.8,102.9,.5753
New Hampshire,31,19,12,.613,-8.24,-7.14,11,5,11,3,8,9,2203,2164,,68.4,103.0,.364,.338,.515,53.7,48.2,5.8,4.8,.473,14.5,30.8,.262,.3952,99.2,103.0,67.8,+.122,.3669,101.2,106.1,.4478
New Mexico,32,17,15,.531,5.14,2.51,10,8,12,4,5,7,2432,2348,,72.2,104.9,.439,.303,.565,52.7,55.7,7.8,11.2,.520,18.7,30.5,.324,.5795,106.7,103.8,71.5,-.034,.5360,103.1,101.8,.5127
New Mexico State,33,23,10,.697,3.51,-3.91,13,1,15,2,7,7,2368,2087,,66.8,105.8,.373,.280,.542,56.7,53.8,6.0,11.9,.512,17.3,36.0,.252,.6593,101.0,95.4,66.4,-.014,.3981,101.7,105.4,.4825
New Orleans,30,10,20,.333,-14.03,-8.00,6,12,7,5,3,14,2249,2325,,74.0,100.9,.448,.264,.509,50.5,53.5,11.3,7.1,.464,17.2,35.5,.308,.1713,96.2,110.4,72.9,-.059,.3369,100.7,106.8,.6158
Niagara,32,7,25,.219,-10.91,-3.51,5,15,5,8,1,14,2067,2304,,67.2,94.6,.340,.323,.489,50.5,47.2,7.5,8.7,.449,18.0,32.8,.237,.1680,93.5,107.4,66.9,+.059,.4320,103.0,105.5,.4577
Nicholls State,34,11,23,.324,-16.48,-5.03,6,12,8,4,1,17,2298,2598,,71.6,93.3,.417,.370,.511,46.0,55.0,9.3,11.8,.476,19.4,25.4,.273,.1594,92.4,106.7,69.2,+.015,.4187,103.5,106.5,.7666
Norfolk State,33,17,16,.515,-6.58,-6.77,12,4,9,2,7,9,2440,2408,,68.9,106.5,.428,.365,.546,49.5,50.6,8.2,14.2,.491,15.7,32.0,.332,.3269,104.2,111.0,68.8,+.001,.3619,100.2,105.3,.6477
North Carolina,34,28,6,.824,23.04,10.34,14,4,15,1,6,5,2797,2365,,70.7,116.4,.322,.267,.555,55.6,58.5,9.7,11.3,.521,12.9,39.7,.238,.9407,119.5,94.0,72.0,-.043,.7198,109.2,100.6,.5702
North Carolina A&T,32,10,22,.313,-16.46,-8.17,7,9,8,6,2,13,2169,2433,,68.7,96.7,.368,.345,.503,49.1,45.5,7.2,7.4,.460,17.0,30.0,.261,.1253,95.9,113.6,68.5,+.030,.2961,98.6,106.4,.4899
North Carolina Central,32,13,19,.406,-12.60,-9.64,7,9,8,5,3,12,2220,2235,,67.7,102.0,.386,.319,.520,51.3,52.1,8.5,4.8,.487,17.2,34.2,.256,.2126,98.4,110.3,66.5,-.076,.2837,98.7,107.0,.5241
North Carolina State,33,16,17,.485,10.09,9.30,5,13,11,7,3,8,2482,2456,,68.3,109.3,.389,.298,.524,52.7,44.2,6.6,11.0,.485,13.5,36.3,.272,.7101,112.7,104.2,68.7,-.036,.6932,108.8,101.4,.4480
North Carolina-Asheville,33,22,11,.667,1.65,-3.81,12,6,11,3,6,7,2496,2227,,70.6,106.3,.415,.306,.544,51.5,46.9,13.1,9.0,.507,16.0,31.9,.288,.6162,102.5,98.3,71.1,-.045,.4033,102.8,106.4,.5920
North Carolina-Greensboro,32,14,18,.438,-5.71,-2.78,10,8,11,4,3,13,2333,2357,,68.5,105.7,.296,.406,.547,49.7,50.5,8.8,7.2,.523,15.4,27.4,.201,.3927,102.7,106.6,68.3,-.008,.4579,104.4,105.9,.5845
North Carolina-Wilmington,32,25,7,.781,6.37,0.00,14,4,12,2,8,5,2535,2286,,71.3,109.8,.376,.330,.546,50.7,47.7,10.4,11.3,.511,13.7,32.2,.264,.7290,109.4,100.4,70.7,+.041,.5202,104.4,103.7,.4176
North Dakota,32,17,15,.531,-3.78,-5.16,10,8,10,4,4,9,2388,2277,,72.4,101.9,.393,.288,.540,50.4,49.8,10.7,8.0,.507,16.2,25.0,.268,.4145,98.3,101.3,72.6,-.039,.3779,101.9,106.4,.5627
North Dakota State,33,20,13,.606,-0.68,-2.74,8,8,12,1,4,11,2271,2129,,65.8,104.2,.337,.343,.533,50.8,42.5,9.1,9.3,.503,14.1,26.9,.230,.5447,100.4,98.9,64.9,+.004,.4638,104.2,105.6,.4112
North Florida,33,22,11,.667,-0.97,-4.53,10,4,14,2,7,9,2797,2607,,72.2,117.4,.304,.486,.608,47.1,56.0,7.3,10.5,.586,13.7,25.4,.220,.4214,111.6,114.7,71.3,+.058,.3950,101.9,105.8,.5131
North Texas,32,12,20,.375,-9.77,-3.17,7,11,11,7,1,12,2386,2505,,71.9,103.2,.456,.308,.534,49.6,43.6,9.1,7.9,.502,16.7,30.2,.293,.2248,100.1,111.4,70.5,+.015,.3943,102.3,106.2,.3984
Northeastern,33,18,15,.545,1.91,1.66,9,9,7,7,8,7,2376,2339,,66.0,105.5,.389,.426,.555,48.9,61.2,9.0,8.5,.518,16.1,26.3,.279,.5831,105.8,102.8,65.9,+.017,.5835,105.7,102.6,.5922
Northern Arizona,30,5,25,.167,-18.11,-2.65,3,15,4,9,1,15,2054,2438,,70.9,94.5,.354,.372,.503,45.8,53.2,8.5,5.4,.463,16.1,22.8,.249,.1088,92.3,110.8,70.8,-.068,.4716,104.6,105.6,.7438
Northern Colorado,31,10,21,.323,-12.03,-3.82,7,11,7,9,3,10,2292,2482,,69.9,105.7,.421,.316,.553,50.1,41.0,8.2,7.6,.511,17.3,30.0,.306,.1866,102.5,116.5,69.4,+.024,.4006,102.9,106.5,.5080
Northern Illinois,33,21,12,.636,-0.11,-1.11,9,9,18,1,3,10,2400,2215,,69.3,104.2,.399,.348,.526,53.0,56.8,10.5,10.6,.490,15.7,33.1,.273,.4867,100.2,100.7,68.7,+.048,.4580,103.4,105.0,.3286
Northern Iowa,34,22,12,.647,8.22,3.58,11,7,11,3,6,8,2312,2139,,63.7,106.3,.328,.424,.571,46.9,50.7,8.9,7.7,.537,14.1,17.9,.247,.7317,106.0,97.1,62.9,+.017,.5886,104.1,100.9,.6636
Northern Kentucky,30,9,21,.300,-6.79,-0.62,5,13,7,7,2,13,2116,2233,,69.4,100.8,.317,.382,.535,49.1,58.1,6.8,7.6,.507,17.2,27.0,.216,.3138,100.5,107.5,68.2,-.079,.5159,104.6,104.0,.5810
Northwestern,32,20,12,.625,10.51,4.48,8,10,14,4,5,6,2304,2111,,64.3,109.8,.284,.417,.546,51.4,63.0,5.9,10.7,.525,13.6,30.5,.189,.7285,108.3,99.4,64.4,-.001,.5601,105.3,103.1,.2806
