School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Georgia Tech,34,19,15,.559,8.02,8.17,8,10,15,4,2,10,2290,2257,,69.2,97.0,.354,.247,.513,50.1,62.2,9.5,15.7,.479,16.9,28.2,.240,+8.37,99.0,90.7,67.5,+.046,+9.18,110.6,101.4,-4.95
Gonzaga,35,34,1,.971,25.15,2.32,17,1,15,1,10,0,2936,2137,,71.0,118.2,.386,.329,.603,55.3,51.9,10.0,11.1,.574,14.0,30.0,.281,+33.05,120.7,87.7,69.7,+.016,+0.61,104.9,104.3,+0.71
Grambling,33,16,17,.485,-17.22,-11.82,10,8,11,2,4,12,2361,2412,,69.7,101.1,.384,.299,.514,47.6,43.8,12.5,6.9,.480,16.3,31.5,.255,-16.07,96.6,112.7,66.7,+.049,-11.92,97.6,109.5,-0.42
Grand Canyon,31,22,9,.710,-0.19,-4.26,11,3,15,3,5,6,2282,2103,,71.2,102.6,.412,.342,.527,50.9,53.5,10.5,6.7,.493,15.5,29.1,.274,+0.23,101.3,101.1,68.4,+.078,-6.49,99.8,106.3,-7.55
Green Bay,32,18,14,.563,-2.70,-2.77,12,6,10,3,7,9,2565,2479,,76.8,103.2,.382,.297,.527,51.2,48.8,9.9,10.6,.491,15.5,30.2,.263,-1.29,101.9,103.2,73.7,+.040,-2.96,103.7,106.7,-0.17
Hampton,31,14,17,.452,-13.14,-9.83,11,5,9,4,5,11,2149,2219,,70.9,97.0,.343,.336,.501,50.7,48.5,6.9,10.1,.460,16.9,31.6,.245,-13.16,93.6,106.8,67.8,+.022,-10.04,98.9,109.0,+2.08
Hartford,32,9,23,.281,-15.75,-5.46,4,12,6,8,3,15,2136,2465,,70.0,94.3,.326,.428,.510,45.0,50.3,10.1,9.1,.475,18.0,24.8,.228,-18.26,92.6,110.8,68.0,+.073,-5.27,102.0,107.3,-6.32
Harvard,28,18,10,.643,2.40,-2.14,10,4,11,3,7,5,2012,1842,,67.5,106.4,.331,.412,.556,51.1,57.7,9.3,13.3,.520,17.0,29.8,.246,+4.84,106.7,101.9,66.6,-.070,-2.44,103.0,105.5,-0.33
Hawaii,30,14,16,.467,-6.16,-4.88,8,8,11,8,3,5,2042,2048,,68.3,98.8,.366,.399,.527,49.1,59.9,7.3,5.3,.488,17.7,28.3,.262,-9.02,97.0,106.0,66.7,-.012,-7.96,99.3,107.2,-5.45
High Point,31,15,16,.484,-9.06,-6.27,9,9,8,8,7,7,2133,2136,,66.8,101.3,.376,.307,.535,51.2,53.1,8.7,9.4,.490,16.9,28.8,.279,-9.16,98.9,108.1,65.2,-.004,-6.08,101.1,107.2,+0.27
Hofstra,32,15,17,.469,-2.27,-1.82,7,11,7,7,6,7,2473,2454,,69.0,111.1,.375,.415,.550,50.3,49.5,6.4,6.3,.520,13.2,31.2,.257,-1.30,111.1,112.4,67.1,-.035,-1.13,104.2,105.3,-2.54
Holy Cross,32,15,17,.469,-5.19,-3.44,9,9,9,5,6,12,1932,1988,,61.6,97.7,.344,.441,.535,42.8,64.3,15.3,9.2,.503,16.3,19.3,.238,-4.61,98.5,103.1,59.9,+.022,-3.06,101.9,105.0,+0.43
Houston,32,21,11,.656,12.24,3.46,12,6,12,4,6,5,2358,2077,,65.8,111.6,.286,.358,.546,50.5,47.8,8.0,10.7,.517,12.7,31.9,.205,+14.47,114.0,99.5,64.6,-.017,+2.84,105.0,102.1,-3.01
Houston Baptist,31,17,14,.548,-7.62,-4.77,12,6,13,1,4,12,2441,2398,,73.0,107.9,.375,.298,.539,54.1,52.5,8.6,7.0,.503,15.3,36.5,.262,-4.24,104.8,109.1,69.6,+.054,-3.47,102.7,106.2,+13.95
Howard,34,10,24,.294,-16.84,-7.84,5,11,6,6,2,16,2163,2433,,68.4,93.0,.449,.318,.480,49.4,42.5,7.7,10.1,.436,18.2,32.4,.295,-19.55,90.5,110.1,67.6,-.022,-7.42,100.7,108.1,+8.85
IUPUI,32,14,18,.438,-4.05,-1.38,7,9,8,4,5,13,2500,2517,,72.0,107.6,.334,.380,.551,49.4,51.5,9.3,7.3,.525,15.0,29.3,.228,-2.73,106.9,109.7,68.8,-.036,-0.33,105.8,106.1,+3.91
Idaho,32,19,13,.594,-5.04,-5.91,12,6,12,3,6,9,2357,2282,,68.2,105.6,.402,.371,.543,52.7,51.9,7.1,8.2,.501,15.9,30.7,.292,-5.36,101.2,106.6,66.1,+.051,-6.07,102.7,108.8,-1.17
Idaho State,31,5,26,.161,-14.98,-3.25,3,15,4,7,1,16,2164,2486,,70.4,98.4,.379,.386,.537,44.4,42.6,10.2,6.7,.504,17.2,21.9,.259,-18.26,97.7,116.0,68.4,-.053,-2.75,104.2,106.9,+4.74
Illinois,33,19,14,.576,10.72,9.50,8,10,13,5,3,6,2379,2293,,68.8,104.3,.322,.353,.543,51.6,51.8,7.8,6.5,.516,15.8,29.2,.221,+10.54,107.6,97.0,65.8,+.040,+9.15,110.0,100.9,+0.28
Illinois State,34,28,6,.824,10.46,2.61,17,1,16,0,9,4,2356,2083,,65.9,104.8,.306,.404,.538,51.9,55.6,10.8,14.2,.515,16.1,30.7,.202,+14.33,106.6,92.3,64.3,+.101,+1.42,105.0,103.6,-0.35
Illinois-Chicago,34,16,18,.471,-6.15,-3.74,7,11,9,8,5,8,2591,2594,,73.9,102.0,.404,.350,.545,52.2,55.1,7.1,11.1,.506,18.8,32.1,.288,-6.93,100.9,107.8,71.3,-.002,-4.04,101.6,105.7,-5.14
Incarnate Word,29,12,17,.414,-12.46,-5.94,7,11,10,5,2,12,2212,2320,,73.3,103.6,.452,.372,.563,45.7,49.2,7.9,10.4,.527,16.6,22.6,.314,-12.78,101.5,114.3,71.2,+.032,-5.10,101.3,106.4,+4.33
Indiana,34,18,16,.529,14.79,8.32,7,11,14,4,2,8,2711,2491,,69.5,112.3,.341,.387,.582,55.1,50.9,8.7,11.8,.552,18.2,36.3,.249,+15.14,116.6,101.5,67.9,-.085,+9.15,109.6,100.5,-5.02
Indiana State,31,11,20,.355,-0.91,3.29,5,13,8,6,3,10,2170,2255,,70.1,97.1,.314,.397,.515,46.7,54.7,9.1,10.1,.485,15.8,22.1,.214,-2.74,99.5,102.2,69.2,-.009,+2.79,105.2,102.4,+1.97
Iona,35,22,13,.629,1.01,-2.53,12,8,8,4,7,7,2813,2689,,72.3,109.9,.310,.400,.569,48.2,55.3,9.3,7.7,.534,14.6,26.9,.238,+4.00,110.3,106.3,70.2,+.011,-2.57,103.4,105.9,+0.27
Iowa,34,19,15,.559,10.13,7.66,10,8,15,4,3,7,2738,2654,,72.8,107.8,.349,.373,.554,50.1,62.4,9.9,9.4,.525,16.1,31.8,.240,+10.61,112.4,101.8,70.8,+.020,+7.62,108.3,100.6,-3.29
Iowa State,35,24,11,.686,20.45,11.88,12,6,12,3,5,6,2829,2529,,70.6,112.5,.276,.393,.572,47.7,53.6,10.8,8.9,.550,12.6,25.6,.194,+23.11,119.6,96.5,67.8,-.010,+13.66,112.1,98.4,-0.28
Jackson State,32,14,18,.438,-15.32,-11.46,10,8,10,4,4,13,2066,2142,,65.9,97.2,.333,.392,.480,51.5,48.9,9.3,8.0,.443,15.3,34.2,.224,-16.19,92.7,108.9,63.9,+.032,-11.40,98.2,109.6,+2.53
Jacksonville,33,17,16,.515,-10.12,-8.36,5,9,7,7,8,9,2557,2477,,70.5,109.5,.342,.431,.584,49.5,50.7,11.3,5.7,.553,16.2,27.0,.251,-9.23,102.6,111.8,67.2,+.017,-7.20,102.7,109.9,-8.79
Jacksonville State,35,20,15,.571,-2.68,-3.08,9,7,5,5,10,9,2434,2378,,65.4,105.6,.346,.367,.559,52.7,57.5,6.8,10.8,.528,18.0,31.2,.247,+0.58,105.4,104.8,63.2,+.029,-2.10,104.0,106.1,+1.07
James Madison,33,10,23,.303,-5.53,-1.72,7,11,6,9,3,13,2194,2299,,65.8,100.0,.359,.363,.541,52.5,50.0,8.8,8.8,.504,18.7,29.2,.257,-5.17,98.9,104.0,63.5,-.065,-0.41,106.0,106.4,-2.34
Kansas,34,30,4,.882,23.11,11.66,16,2,14,1,10,1,2837,2448,,71.6,115.3,.362,.354,.584,53.1,54.3,9.6,11.5,.563,15.3,34.0,.245,+25.98,120.8,94.9,69.9,+.074,+12.26,111.1,98.8,+2.75
Kansas State,35,21,14,.600,14.78,10.47,8,10,11,5,5,6,2523,2372,,67.6,106.3,.412,.363,.560,49.2,60.0,11.4,10.3,.527,16.8,29.3,.286,+17.55,112.1,94.5,65.7,-.040,+10.96,109.9,99.0,-4.89
Kennesaw State,32,14,18,.438,-8.33,-5.86,7,7,8,5,6,13,2401,2456,,71.5,105.0,.308,.256,.542,51.0,56.8,7.1,7.4,.515,16.3,31.3,.213,-7.28,102.6,109.9,68.9,+.000,-4.29,103.8,108.1,-3.09
Kent State,36,22,14,.611,1.06,-1.45,10,8,10,6,7,5,2772,2628,,70.8,106.9,.328,.349,.521,54.0,45.5,8.9,9.7,.484,14.9,38.6,.236,+1.73,104.4,102.7,67.9,+.022,-2.28,103.9,106.2,-5.54
Kentucky,36,31,5,.861,23.72,9.83,16,2,15,2,7,3,3066,2566,,74.6,113.8,.416,.315,.564,53.5,51.2,8.1,13.2,.530,13.6,33.3,.293,+27.27,119.2,91.9,72.4,+.008,+9.79,109.4,99.6,+3.93
La Salle,30,15,15,.500,2.08,3.12,9,9,11,4,4,8,2266,2297,,69.2,107.4,.383,.420,.575,49.4,55.8,9.1,6.0,.533,16.7,25.6,.294,+1.94,110.6,108.7,68.2,+.028,+2.57,105.0,102.5,+1.42
Lafayette,30,9,21,.300,-14.58,-3.41,5,13,5,10,4,11,1995,2282,,70.3,94.2,.297,.400,.528,46.1,53.1,7.0,8.5,.497,18.8,20.0,.211,-17.24,96.1,113.4,68.8,+.059,-3.93,100.9,104.8,-3.81
Lamar,34,19,15,.559,-7.65,-8.22,10,8,12,3,6,11,2623,2434,,70.7,108.0,.411,.370,.555,50.6,53.0,11.2,7.5,.526,16.1,31.9,.275,-5.58,103.3,108.8,67.5,-.007,-7.31,100.0,107.4,-3.68
Lehigh,32,20,12,.625,1.66,-3.18,12,6,12,2,8,10,2432,2261,,70.4,106.7,.324,.385,.589,51.7,54.5,9.4,8.5,.555,17.9,23.3,.251,+3.81,107.2,103.4,69.2,-.034,-2.64,101.7,104.4,+3.66
Liberty,33,20,13,.606,-5.53,-6.36,14,4,13,5,7,7,2197,2082,,64.3,102.4,.345,.499,.561,45.8,58.4,10.0,6.9,.525,15.0,15.9,.255,-3.91,99.8,103.7,62.3,+.037,-6.32,101.8,108.1,+3.37
Lipscomb,33,20,13,.606,-1.46,-4.36,11,3,11,5,9,6,2804,2562,,76.0,111.4,.410,.469,.593,50.9,63.8,8.7,8.2,.561,17.5,29.6,.296,+0.33,107.2,106.9,73.7,-.017,-4.29,103.3,107.6,+1.14
Long Beach State,34,15,19,.441,-5.94,-0.56,9,7,10,2,3,15,2549,2666,,71.5,102.9,.369,.303,.533,49.5,49.9,8.0,6.9,.493,16.9,31.6,.267,-5.59,104.6,110.2,69.1,+.036,-1.46,102.9,104.4,+12.77
Long Island University,32,20,12,.625,-7.72,-8.43,13,5,8,5,9,6,2278,2218,,68.5,102.7,.385,.289,.522,54.0,43.6,8.4,9.2,.485,17.4,36.7,.264,-7.65,100.1,107.7,66.5,+.081,-9.54,98.6,108.2,-5.13
Longwood,30,6,24,.200,-21.25,-6.18,3,15,5,9,1,15,2018,2408,,71.0,94.7,.293,.342,.533,44.7,43.9,8.2,10.3,.501,19.5,21.8,.214,-25.12,92.2,117.3,70.0,+.017,-5.46,101.6,107.0,+0.05
Louisiana State,31,10,21,.323,0.54,8.70,2,16,8,8,1,10,2319,2572,,73.2,102.2,.316,.309,.532,49.4,46.5,8.2,9.4,.502,17.2,30.9,.220,-0.50,109.4,109.9,71.4,+.008,+9.25,108.6,99.4,+3.50
Louisiana Tech,33,23,10,.697,5.23,-4.32,14,4,15,2,6,7,2557,2203,,70.8,109.1,.345,.364,.563,52.4,59.6,9.5,13.7,.533,15.2,29.1,.245,+7.00,107.9,100.9,68.1,-.062,-5.50,100.9,106.4,-6.01
Louisiana-Monroe,33,9,24,.273,-7.91,-2.59,2,16,6,8,2,12,2198,2299,,66.1,98.5,.260,.372,.511,50.4,54.4,6.9,6.0,.487,16.8,29.7,.174,-8.17,98.4,106.5,64.6,-.116,-0.89,103.9,104.8,-3.27
Louisville,34,25,9,.735,22.59,11.26,12,6,16,1,5,5,2628,2243,,68.6,111.8,.340,.321,.543,54.1,48.4,9.7,15.2,.514,13.4,36.2,.233,+26.72,117.1,90.4,67.6,-.011,+12.20,111.9,99.7,+4.62
Loyola (IL),32,18,14,.563,5.25,1.12,8,10,13,3,3,9,2348,2137,,66.9,107.9,.310,.379,.584,49.2,55.6,10.0,6.7,.560,15.8,22.1,.219,+6.50,108.9,102.4,65.2,-.104,-0.20,103.4,103.6,-4.13
Loyola (MD),32,16,16,.500,-5.99,-3.48,8,10,10,4,6,10,2112,2177,,67.0,97.7,.404,.293,.512,51.5,51.1,10.6,9.6,.472,18.9,33.4,.278,-7.31,98.6,106.0,65.1,+.079,-3.71,101.6,105.3,+0.55
Loyola Marymount,30,15,15,.500,-0.44,1.63,8,10,10,7,5,7,2113,2125,,69.0,101.7,.311,.350,.525,49.5,57.0,11.0,11.6,.506,16.4,30.7,.193,-0.02,103.2,103.2,66.8,+.025,+0.52,105.1,104.6,-4.89
Maine,32,7,25,.219,-16.22,-3.90,3,13,4,9,3,14,2069,2400,,69.2,93.5,.302,.360,.489,48.5,50.5,7.5,5.3,.461,16.5,26.9,.197,-19.48,91.1,110.6,67.5,+.005,-3.33,103.5,106.8,-2.69
Manhattan,32,10,22,.313,-9.72,-2.66,5,15,7,7,3,13,2259,2485,,71.8,96.5,.410,.351,.521,49.8,46.4,9.6,8.7,.474,19.6,30.8,.299,-10.85,96.8,107.7,68.4,-.000,-2.31,103.5,105.8,-0.56
Marist,32,8,24,.250,-12.38,-2.79,5,15,5,8,2,14,2223,2530,,69.1,99.8,.379,.421,.539,44.8,47.0,6.6,6.7,.499,16.6,21.6,.275,-13.89,100.6,114.5,66.4,+.013,-1.91,104.1,106.0,-0.12
Marquette,32,19,13,.594,15.35,8.70,10,8,14,3,4,6,2631,2418,,71.1,115.1,.310,.415,.607,49.6,57.1,10.1,9.3,.576,15.5,26.9,.242,+17.57,121.0,103.4,69.6,-.062,+8.94,109.1,100.1,-1.84
Marshall,35,20,15,.571,0.30,-0.93,10,8,13,3,4,11,2997,2939,,77.3,109.5,.365,.430,.571,46.7,56.4,7.7,8.3,.536,14.2,24.4,.268,+1.16,110.8,109.6,77.2,+.027,-1.05,103.4,104.4,+1.16
Maryland,33,24,9,.727,12.93,8.43,12,6,13,5,8,2,2438,2246,,68.1,108.0,.398,.411,.557,50.3,57.1,8.0,11.9,.523,16.3,31.1,.278,+14.83,113.6,98.8,66.7,+.064,+7.66,107.9,100.3,-0.95
Maryland-Baltimore County,32,20,12,.625,-3.49,-5.86,9,7,12,4,8,8,2618,2477,,71.3,112.1,.334,.403,.581,49.8,52.9,9.2,6.3,.549,14.4,26.2,.247,-2.22,108.3,110.6,70.0,+.009,-5.17,101.8,106.9,-3.02
Maryland-Eastern Shore,34,14,20,.412,-13.63,-7.47,9,7,7,4,5,14,2424,2583,,69.8,100.7,.332,.380,.520,46.4,52.6,8.0,7.5,.489,15.8,27.4,.227,-14.60,97.9,112.5,68.0,+.039,-6.90,101.0,107.9,+9.26
Massachusetts,33,15,18,.455,1.79,1.82,4,14,11,7,3,10,2371,2372,,73.0,98.5,.346,.407,.525,49.3,62.5,10.4,13.2,.497,17.8,28.1,.228,+0.81,100.7,99.9,71.4,-.042,+1.30,105.0,103.7,-4.17
Massachusetts-Lowell,31,11,20,.355,-9.99,-6.26,5,11,8,6,2,14,2429,2517,,73.0,106.0,.311,.363,.580,49.0,56.4,7.5,5.4,.552,18.5,27.1,.229,-11.39,104.2,115.6,71.3,-.036,-6.25,101.1,107.4,-6.60
McNeese State,29,7,22,.241,-14.56,-4.40,4,14,4,10,3,12,2043,2292,,72.4,96.9,.359,.346,.514,45.0,42.2,7.5,7.5,.479,16.9,25.8,.246,-14.07,96.1,110.2,69.5,-.057,-3.19,103.3,106.5,+8.66
Memphis,32,19,13,.594,6.44,3.15,9,9,14,4,4,7,2367,2262,,70.0,104.9,.367,.318,.523,50.2,59.6,9.8,13.0,.489,14.0,31.6,.250,+6.06,107.1,101.0,67.9,+.026,+1.92,104.6,102.7,-4.53
Mercer,32,15,17,.469,-0.84,-0.64,9,9,8,7,6,7,2269,2184,,63.5,110.4,.324,.393,.554,54.0,55.0,6.5,7.5,.512,15.2,34.8,.253,+1.74,109.7,107.9,61.2,-.064,+0.75,105.7,104.9,+4.24
Miami (FL),33,21,12,.636,14.58,9.67,10,8,14,2,4,6,2278,2116,,64.8,106.2,.343,.326,.544,53.0,47.8,9.9,10.5,.510,16.6,33.1,.246,+16.96,110.4,93.4,62.6,+.030,+10.12,111.0,100.9,-4.08
Miami (OH),32,11,21,.344,-7.96,-1.89,4,14,10,8,1,13,2249,2384,,71.6,97.4,.380,.356,.525,47.1,46.3,10.3,11.8,.488,17.9,25.5,.262,-10.09,95.8,105.9,68.1,+.052,-2.08,104.4,106.5,-6.50
Michigan,37,26,11,.703,18.92,10.03,10,8,15,3,3,8,2783,2454,,63.8,116.6,.306,.449,.602,47.9,52.3,9.1,7.4,.571,12.9,24.6,.237,+22.62,121.7,99.0,62.5,-.031,+9.68,109.2,99.5,-0.28
Michigan State,35,20,15,.571,13.84,10.67,10,8,14,2,2,7,2515,2404,,68.2,105.0,.335,.380,.563,52.6,65.3,6.3,11.9,.540,18.0,28.9,.224,+14.98,110.6,95.6,66.3,-.012,+10.67,110.2,99.5,+4.19
Middle Tennessee,36,31,5,.861,9.91,-0.38,17,1,13,2,11,2,2697,2299,,66.5,112.2,.304,.299,.567,53.9,54.4,10.1,8.3,.543,13.6,30.3,.212,+14.65,111.6,97.0,63.9,+.012,-1.72,103.9,105.6,+4.12
Milwaukee,35,11,24,.314,-7.30,-2.09,4,14,5,8,2,13,2347,2494,,65.3,100.6,.276,.401,.532,48.5,54.3,7.0,4.6,.511,16.0,24.8,.182,-8.53,99.8,108.4,62.1,-.023,-1.28,104.1,105.4,+2.37
Minnesota,34,24,10,.706,14.69,8.95,11,7,17,3,5,5,2556,2361,,70.3,104.5,.396,.299,.528,50.5,57.2,7.9,15.9,.487,14.0,29.6,.281,+16.59,109.6,93.0,69.0,+.028,+8.15,108.8,100.6,-1.39
Mississippi,35,22,13,.629,9.95,8.01,10,8,13,5,6,6,2741,2673,,73.5,105.8,.438,.376,.542,52.0,50.6,9.0,11.4,.490,16.6,33.7,.330,+9.37,110.1,100.8,71.1,+.059,+6.78,107.5,100.7,-0.36
Mississippi State,32,16,16,.500,7.11,5.89,6,12,10,7,2,8,2320,2281,,70.8,102.0,.339,.385,.540,48.9,47.0,10.5,10.7,.511,16.8,27.2,.233,+6.85,106.4,99.6,68.5,-.032,+5.16,106.0,100.9,-6.03
Mississippi Valley State,32,7,25,.219,-20.46,-7.02,7,11,5,4,2,20,2235,2665,,72.1,95.8,.335,.262,.496,47.0,45.7,9.3,5.2,.466,17.0,30.3,.218,-22.45,95.8,118.2,70.8,+.025,-6.62,100.5,107.1,+11.83
Missouri,32,8,24,.250,3.02,6.77,2,16,6,11,0,9,2213,2333,,70.5,97.4,.387,.390,.494,48.1,51.9,8.8,6.2,.452,14.6,28.2,.264,+0.23,101.3,101.1,67.5,-.160,+6.64,107.9,101.2,-4.89
Missouri State,33,17,16,.515,2.95,1.29,7,11,11,6,4,8,2403,2277,,66.4,107.6,.344,.393,.545,54.2,48.1,7.9,10.7,.513,15.6,33.2,.241,+2.28,108.3,106.0,65.6,-.055,+0.02,103.7,103.6,-6.09
Missouri-Kansas City,34,18,16,.529,-4.88,-1.20,8,6,12,5,4,9,2630,2681,,74.8,103.1,.379,.408,.554,47.8,49.8,9.0,7.0,.518,17.4,27.1,.270,-5.39,102.5,107.9,70.4,+.065,-2.21,103.1,105.3,+0.92
Monmouth,34,27,7,.794,4.86,-2.70,18,2,13,2,12,4,2761,2504,,74.2,108.3,.373,.382,.551,50.2,46.4,9.2,11.9,.508,14.5,29.7,.282,+8.77,108.9,100.1,72.0,+.080,-2.94,103.3,106.2,+2.07
Montana,32,16,16,.500,-2.58,-3.93,11,7,8,5,7,8,2391,2348,,68.7,107.8,.330,.355,.550,50.0,49.3,8.2,7.9,.512,13.7,28.0,.249,-2.45,106.0,108.5,66.2,-.051,-5.05,103.2,108.2,+0.67
Montana State,32,16,16,.500,-5.99,-5.73,11,7,12,5,4,10,2561,2532,,71.7,108.3,.367,.433,.554,49.6,49.4,7.7,6.6,.517,14.5,27.8,.268,-6.71,103.0,109.7,68.8,-.025,-6.63,103.3,109.9,-2.62
Morehead State,30,14,16,.467,-3.40,-1.65,10,6,10,4,4,11,2370,2311,,71.8,108.7,.285,.298,.547,53.5,54.9,9.3,9.4,.518,15.7,35.8,.207,-3.11,106.8,109.9,68.1,-.005,-0.78,105.2,105.9,+4.76
Morgan State,30,14,16,.467,-14.96,-11.13,11,5,9,5,5,10,2025,2121,,70.5,95.0,.380,.302,.478,50.8,46.6,8.0,8.9,.430,16.6,34.1,.270,-15.34,91.2,106.5,67.2,+.038,-12.25,98.2,110.4,-2.95
Mount St. Mary's,36,20,16,.556,-4.21,-3.43,14,4,11,4,8,11,2446,2474,,68.4,98.9,.324,.369,.536,44.5,46.0,9.0,9.6,.510,17.1,22.6,.218,-4.23,98.9,103.2,66.5,+.060,-5.29,101.5,106.8,+11.70
Murray State,33,16,17,.485,-2.82,-4.18,8,8,10,4,3,11,2639,2543,,71.1,110.1,.368,.394,.551,50.9,50.9,8.3,6.1,.512,14.4,31.8,.271,-2.69,107.1,109.8,68.2,-.087,-3.88,103.5,107.4,+0.11
NJIT,31,11,20,.355,-10.00,-4.10,3,11,8,4,2,15,2253,2320,,71.6,101.0,.323,.417,.526,52.0,50.3,9.1,8.1,.493,16.9,30.7,.227,-10.39,98.7,109.1,67.1,+.029,-3.00,104.8,107.7,-0.05
Navy,32,16,16,.500,-3.96,-3.76,10,8,11,5,5,9,2076,2055,,65.0,99.5,.359,.385,.510,54.2,58.9,10.9,7.1,.482,18.6,37.2,.230,-3.78,99.7,103.4,63.8,-.012,-4.20,101.4,105.6,-2.86
Nebraska,31,12,19,.387,6.62,10.88,6,12,8,8,3,8,2168,2264,,69.2,99.5,.298,.294,.498,51.3,44.6,9.7,9.7,.463,15.9,33.9,.211,+5.16,105.1,99.9,67.6,+.011,+11.71,111.1,99.4,+7.20
Nevada,35,28,7,.800,10.56,2.10,14,4,13,1,8,4,2792,2496,,71.0,112.0,.413,.402,.561,52.4,59.9,7.6,11.0,.525,13.4,30.2,.291,+13.34,114.5,101.2,69.3,+.059,+0.83,104.1,103.2,-0.96
Nevada-Las Vegas,32,11,21,.344,-3.76,2.58,4,14,9,10,2,9,2202,2405,,70.4,96.6,.376,.352,.494,49.9,55.2,8.3,6.6,.451,15.5,28.8,.261,-7.27,98.1,105.4,67.9,-.007,+0.94,105.1,104.1,-3.99
New Hampshire,32,20,12,.625,-3.46,-4.36,10,6,11,4,9,8,2277,2118,,66.8,104.8,.351,.407,.546,54.3,51.0,5.9,5.0,.510,16.1,29.3,.255,-0.66,102.4,103.1,65.0,+.063,-4.15,102.6,106.8,-0.30
New Mexico,31,17,14,.548,3.09,2.12,10,8,11,4,5,7,2283,2253,,70.5,104.0,.461,.262,.553,50.5,53.9,8.6,10.3,.502,16.3,27.0,.344,+3.27,106.4,103.1,68.4,+.024,+2.21,105.2,103.0,-1.03
New Mexico State,34,28,6,.824,4.64,-3.84,11,3,17,1,8,4,2678,2310,,70.1,112.0,.431,.382,.568,54.4,55.3,6.9,9.6,.531,16.5,36.5,.307,+7.32,110.0,102.7,67.1,+.057,-5.78,100.1,105.9,-4.50
New Orleans,32,20,12,.625,-4.38,-5.62,13,5,11,3,7,8,2331,2215,,69.5,103.2,.427,.250,.552,52.9,60.2,11.2,8.6,.513,20.2,36.5,.303,-0.52,100.8,101.3,65.8,+.065,-5.23,102.4,107.6,+8.41
Niagara,33,10,23,.303,-8.38,-4.41,6,14,5,8,3,13,2448,2579,,71.8,102.2,.336,.328,.519,49.8,49.2,7.2,11.2,.476,15.4,30.6,.252,-8.14,101.2,109.4,68.5,-.067,-3.56,102.9,106.5,-4.43
Nicholls State,31,14,17,.452,-14.78,-5.44,7,11,10,3,4,14,2316,2464,,72.2,102.2,.372,.446,.546,45.3,55.8,10.3,15.4,.504,17.6,26.8,.275,-13.75,100.4,114.2,69.0,+.089,-3.58,103.0,106.6,+8.59
Norfolk State,34,17,17,.500,-11.95,-8.45,12,4,10,2,5,12,2374,2430,,70.6,97.5,.373,.340,.517,51.2,45.3,7.1,14.5,.482,18.0,29.6,.254,-11.76,94.2,106.0,68.4,+.069,-9.09,99.8,108.9,+6.13
North Carolina,36,29,7,.806,24.63,10.66,14,4,16,0,6,5,3062,2530,,72.4,117.0,.338,.299,.555,58.8,58.4,9.7,9.2,.524,13.5,42.2,.239,+28.01,122.1,94.1,70.3,+.006,+12.14,111.6,99.5,+4.11
North Carolina A&T,32,3,29,.094,-22.96,-9.50,1,15,3,10,0,18,2056,2435,,65.1,97.3,.342,.355,.515,49.8,48.4,6.8,6.4,.483,18.9,32.2,.233,-27.47,95.5,123.0,62.3,-.086,-8.89,98.9,107.8,+0.55
North Carolina Central,34,25,9,.735,-3.09,-12.03,13,3,11,2,11,6,2542,2159,,68.8,108.7,.341,.380,.546,51.7,52.7,8.9,8.7,.517,14.8,32.9,.233,+1.03,102.9,101.9,66.0,-.042,-12.27,97.8,110.1,-0.32
North Carolina State,32,15,17,.469,6.15,8.15,4,14,11,7,2,8,2483,2547,,71.9,107.1,.362,.335,.558,50.1,51.5,7.0,10.5,.527,16.2,29.8,.253,+5.65,112.9,107.2,69.9,+.019,+8.51,108.9,100.4,-5.80
North Carolina-Asheville,33,23,10,.697,0.86,-5.59,15,3,13,1,10,8,2544,2261,,69.5,108.9,.357,.351,.570,49.0,56.4,13.1,5.8,.545,14.7,24.9,.243,+5.75,107.6,101.9,67.6,+.017,-4.97,101.8,106.8,+7.02
North Carolina-Greensboro,35,25,10,.714,0.16,-2.38,14,4,13,4,8,5,2628,2424,,68.4,109.8,.295,.395,.564,52.6,55.4,10.2,10.9,.539,16.9,34.8,.209,+3.61,107.8,104.1,66.1,+.118,-1.61,104.6,106.2,-1.00
North Carolina-Wilmington,35,29,6,.829,8.14,-0.47,15,3,13,1,11,3,2967,2624,,71.5,118.1,.317,.411,.578,51.6,52.7,9.3,8.2,.555,12.4,32.8,.219,+12.39,117.8,105.4,69.7,+.051,+0.15,105.0,104.9,+2.46
North Dakota,32,22,10,.688,-1.69,-5.32,14,4,11,2,7,6,2578,2357,,73.0,108.7,.364,.305,.573,50.5,52.6,10.6,7.5,.542,15.7,26.5,.260,-0.32,102.9,103.2,70.9,+.047,-6.51,102.4,108.9,+3.07
North Dakota State,30,19,11,.633,-1.08,-2.40,11,5,11,2,7,7,2244,2146,,68.8,107.4,.384,.372,.561,50.0,47.1,8.8,10.1,.526,14.8,25.7,.273,+0.16,104.5,104.3,66.3,+.081,-1.66,105.6,107.3,+0.63
