School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
North Florida,34,15,19,.441,-7.72,-1.58,8,6,10,5,4,13,2637,2674,,73.3,105.8,.369,.415,.554,51.9,48.3,7.4,10.0,.530,18.5,34.2,.242,-7.57,101.8,109.4,69.4,+.025,-0.17,106.0,106.1,+6.86
North Texas,30,8,22,.267,-11.09,-3.27,2,16,7,11,1,11,2075,2258,,71.7,96.1,.362,.333,.507,48.0,45.7,9.2,8.4,.477,16.8,26.9,.234,-14.52,96.3,110.8,69.7,-.080,-4.41,101.5,106.0,-7.93
Northeastern,31,15,16,.484,-0.69,-0.82,8,10,7,4,7,10,2234,2230,,67.2,105.9,.378,.433,.563,49.7,54.0,8.1,9.9,.535,16.4,25.6,.257,+0.63,107.1,106.4,65.6,-.014,+1.17,105.3,104.1,+2.55
Northern Arizona,32,9,23,.281,-13.83,-5.86,6,12,5,7,2,12,2217,2436,,71.2,97.0,.340,.394,.504,51.5,57.2,6.2,5.4,.470,17.6,31.2,.233,-15.64,95.0,110.7,68.7,-.016,-6.25,101.7,107.9,-3.37
Northern Colorado,29,11,18,.379,-9.11,-4.04,7,11,6,6,4,11,2075,2167,,70.5,100.6,.354,.439,.533,50.7,53.6,7.1,6.1,.516,17.3,27.8,.214,-10.60,96.5,107.1,68.0,-.026,-4.29,103.7,108.0,+8.86
Northern Illinois,32,15,17,.469,-3.14,-1.90,7,11,9,8,6,9,2310,2261,,69.3,101.8,.385,.273,.516,52.2,41.9,10.0,7.6,.480,16.1,33.4,.261,-3.51,98.9,102.4,66.3,-.038,-2.28,104.1,106.4,-5.43
Northern Iowa,30,14,16,.467,1.38,5.31,9,9,9,4,3,9,1854,1931,,64.7,94.4,.334,.450,.513,44.4,47.9,10.0,8.5,.472,15.9,18.0,.244,-0.05,97.5,97.6,63.0,+.054,+4.71,107.3,102.5,+7.83
Northern Kentucky,35,24,11,.686,-0.09,-2.76,12,6,12,2,8,7,2659,2507,,70.8,107.3,.363,.422,.557,53.1,52.4,8.1,7.1,.529,16.4,31.5,.247,+1.34,106.6,105.3,67.5,+.082,-3.89,102.5,106.4,-2.27
Northwestern,36,24,12,.667,14.16,8.58,10,8,14,4,5,5,2558,2357,,66.6,106.7,.304,.357,.534,50.6,59.1,7.9,13.2,.497,13.8,30.5,.227,+15.51,111.2,95.7,64.7,+.021,+7.75,108.6,100.8,-2.84
Northwestern State,29,13,16,.448,-12.27,-6.31,7,11,7,6,5,10,2204,2301,,73.5,102.6,.426,.327,.540,49.6,53.9,9.1,6.8,.502,17.7,31.1,.294,-11.45,101.0,112.4,70.8,+.028,-4.96,101.5,106.4,+7.09
Notre Dame,36,26,10,.722,17.91,9.88,12,6,16,2,5,4,2783,2494,,67.8,113.6,.286,.406,.573,48.7,57.8,10.4,9.7,.536,12.3,26.8,.229,+21.09,118.9,97.8,66.8,+.021,+10.64,110.2,99.6,-3.98
Oakland,34,25,9,.735,4.30,-2.92,14,4,13,4,11,2,2699,2419,,74.5,106.2,.372,.359,.558,51.5,61.6,10.5,11.6,.515,16.0,29.0,.283,+4.89,103.7,98.9,71.5,-.006,-5.16,102.1,107.2,-5.26
Ohio,31,20,11,.645,4.07,-2.40,11,7,12,4,7,6,2387,2166,,72.1,106.8,.341,.404,.559,49.8,49.7,8.1,7.5,.532,15.4,25.6,.235,+5.67,105.6,99.9,69.9,-.072,-2.68,103.5,106.2,-6.66
Ohio State,32,17,15,.531,10.46,7.43,7,11,13,6,4,7,2329,2232,,68.7,105.5,.381,.331,.552,51.6,52.5,7.5,10.8,.522,16.7,29.7,.260,+10.32,111.3,101.0,67.5,-.054,+7.16,107.3,100.2,-4.07
Oklahoma,31,11,20,.355,11.31,12.50,5,13,8,7,1,9,2262,2299,,71.1,100.6,.368,.300,.517,50.5,41.6,9.5,12.7,.475,16.4,30.9,.265,+11.05,107.3,96.3,69.5,-.102,+13.94,112.1,98.2,+1.44
Oklahoma State,33,20,13,.606,19.02,12.05,9,9,11,5,7,5,2828,2589,,72.8,117.7,.383,.357,.583,52.9,50.8,10.5,8.1,.539,15.1,37.9,.302,+22.10,124.8,102.7,69.9,-.056,+13.97,111.6,97.6,+2.99
Old Dominion,31,19,12,.613,2.04,-1.25,12,6,11,4,7,5,1998,1896,,63.9,100.1,.341,.275,.487,54.0,58.0,9.8,14.5,.456,14.6,35.4,.219,+3.50,100.7,97.2,60.6,-.013,-2.08,104.0,106.1,+1.94
Oral Roberts,30,8,22,.267,-5.27,1.48,4,12,7,6,1,13,2252,2398,,71.4,104.3,.301,.323,.542,48.3,52.2,7.5,7.8,.505,14.8,25.6,.229,-6.30,104.4,110.7,68.6,-.077,+2.10,106.9,104.8,+8.72
Oregon,36,31,5,.861,20.33,7.25,16,2,17,0,7,3,2857,2360,,68.9,114.8,.351,.387,.584,53.0,57.2,9.5,17.3,.557,14.7,32.7,.248,+23.83,117.7,93.9,66.4,+.036,+6.41,107.8,101.4,+0.68
Oregon State,32,5,27,.156,-4.60,5.89,1,17,5,11,0,13,2021,2321,,67.0,93.9,.337,.348,.517,47.9,52.7,8.2,10.4,.488,20.1,27.2,.223,-8.86,97.0,105.9,64.0,-.067,+5.99,108.1,102.1,-4.82
Pacific,33,11,22,.333,-4.56,2.10,4,14,8,8,2,12,2206,2371,,68.0,97.9,.346,.289,.489,51.4,50.5,6.2,6.0,.452,14.6,30.1,.234,-6.67,99.6,106.3,66.0,-.003,+1.54,105.2,103.7,-2.57
Penn State,33,15,18,.455,8.09,9.09,6,12,9,7,3,7,2367,2400,,71.5,98.5,.329,.341,.515,47.6,54.4,9.3,14.0,.473,15.8,26.6,.245,+7.42,104.6,97.2,70.0,-.013,+8.94,108.6,99.6,+0.93
Pennsylvania,28,13,15,.464,-0.57,-1.42,6,8,6,6,7,8,1928,1904,,67.4,101.7,.260,.430,.535,49.3,56.5,9.6,10.6,.516,16.6,27.4,.171,-0.10,102.5,102.6,66.2,-.053,-1.29,103.6,104.9,+0.73
Pepperdine,31,9,22,.290,-9.96,1.91,5,13,7,7,1,12,2140,2490,,69.8,98.8,.300,.266,.517,47.8,52.0,7.3,7.1,.495,15.8,26.2,.192,-11.98,102.1,114.1,68.1,+.026,+1.55,105.8,104.3,-1.55
Pittsburgh,33,16,17,.485,9.34,11.16,4,14,11,6,2,8,2404,2464,,67.2,106.7,.394,.399,.555,50.1,58.6,5.6,8.7,.514,15.5,28.1,.289,+9.54,112.8,103.2,65.0,+.044,+11.45,111.3,99.8,+0.48
Portland,33,11,22,.333,-5.78,2.35,2,16,5,10,2,9,2215,2383,,67.6,98.2,.365,.320,.526,47.6,42.9,7.2,9.7,.482,16.8,24.7,.270,-9.95,98.8,108.7,65.3,+.011,+1.41,105.2,103.8,-3.70
Portland State,31,15,16,.484,-6.98,-6.55,7,11,10,3,4,12,2645,2535,,74.7,110.7,.373,.350,.564,47.6,51.2,12.9,7.2,.541,13.8,27.3,.246,-6.82,104.2,111.1,72.2,-.057,-6.53,101.8,108.3,-0.07
Prairie View,33,13,20,.394,-14.50,-8.44,10,8,10,3,3,17,2276,2419,,68.9,99.3,.358,.369,.529,44.9,51.3,11.9,10.6,.493,16.9,25.0,.252,-13.49,98.0,111.5,67.1,-.017,-8.22,99.6,107.8,+12.04
Presbyterian,30,5,25,.167,-23.61,-5.93,1,17,5,8,0,17,1836,2245,,66.1,92.3,.289,.323,.499,48.2,54.6,7.2,7.7,.468,19.7,29.1,.198,-29.23,88.9,118.1,63.7,+.018,-4.08,102.8,106.9,+2.72
Princeton,30,23,7,.767,6.64,-1.78,14,0,10,1,10,4,2149,1843,,65.2,109.5,.242,.460,.562,50.0,55.2,10.2,9.5,.537,13.5,24.4,.179,+12.50,109.4,96.9,62.8,+.025,-1.45,103.4,104.8,+2.51
Providence,33,20,13,.606,11.37,7.97,10,8,15,3,4,7,2319,2207,,67.6,103.6,.381,.359,.547,49.1,58.6,9.7,8.1,.514,16.3,26.3,.263,+12.90,108.1,95.2,66.0,+.027,+8.20,109.1,100.9,-4.07
Purdue,34,27,7,.794,21.09,8.47,14,4,15,2,6,4,2724,2295,,70.0,113.1,.336,.380,.591,55.1,65.2,7.3,6.3,.558,16.0,30.7,.255,+24.22,116.9,92.7,68.5,-.023,+8.06,108.8,100.7,-1.94
Quinnipiac,31,10,21,.323,-9.91,-3.27,7,13,6,8,3,10,2377,2583,,74.8,101.7,.330,.349,.512,50.9,52.7,7.6,8.5,.479,16.2,34.1,.226,-11.69,101.3,113.0,72.7,+.027,-3.20,102.7,105.9,-3.34
Radford,32,14,18,.438,-11.36,-4.59,8,10,8,6,4,11,2090,2247,,65.7,97.9,.294,.397,.509,53.5,52.8,7.2,9.1,.482,18.6,34.1,.196,-11.70,96.1,107.8,63.5,+.060,-4.00,103.5,107.5,+8.94
Rhode Island,35,25,10,.714,13.02,4.76,13,5,13,3,7,5,2577,2288,,67.5,108.7,.392,.323,.538,51.8,51.0,9.6,15.7,.507,14.0,32.7,.262,+15.62,110.7,95.0,65.8,-.024,+3.67,106.3,102.6,+1.98
Rice,34,23,11,.676,0.78,-4.22,11,7,13,5,9,5,2774,2565,,74.4,108.5,.425,.413,.582,52.4,51.3,8.3,8.9,.542,17.6,28.7,.314,+0.88,107.9,107.1,71.9,-.024,-5.32,101.4,106.7,-5.75
Richmond,34,22,12,.647,5.87,3.11,13,5,11,5,8,5,2528,2434,,69.9,105.6,.320,.399,.567,46.0,62.9,9.6,5.3,.539,14.9,20.9,.228,+7.10,108.8,101.7,68.7,+.022,+2.55,105.3,102.7,-1.39
Rider,33,18,15,.545,-5.38,-5.32,10,10,7,5,9,9,2498,2500,,74.0,101.9,.370,.265,.522,52.8,51.4,8.9,9.3,.490,16.7,33.1,.248,-3.87,100.7,104.6,71.7,+.047,-4.30,102.5,106.9,-5.55
Robert Morris,33,14,19,.424,-8.47,-5.04,9,9,6,7,6,12,2125,2238,,70.0,91.7,.413,.316,.489,48.1,47.8,11.3,6.5,.451,18.6,29.4,.267,-8.89,91.6,100.5,68.3,+.032,-5.24,101.1,106.4,+4.18
Rutgers,33,15,18,.455,3.83,6.37,3,15,10,6,3,10,2163,2215,,67.3,97.0,.321,.255,.477,53.2,44.5,9.7,13.0,.450,16.2,37.4,.200,+2.28,101.5,99.2,65.8,+.006,+7.03,107.5,100.4,-9.07
SIU Edwardsville,30,6,24,.200,-12.06,-3.10,1,15,3,10,2,13,2044,2282,,70.9,95.3,.463,.288,.497,50.5,44.4,6.6,7.4,.450,17.6,31.3,.313,-14.15,95.0,109.1,68.7,-.041,-2.77,104.3,107.0,+0.38
Sacramento State,31,13,18,.419,-10.57,-5.47,9,9,8,5,4,10,2204,2303,,67.6,103.6,.374,.288,.532,50.3,50.5,6.8,11.1,.505,14.8,28.2,.243,-11.49,100.8,112.3,65.1,+.045,-5.48,102.6,108.1,+2.00
Sacred Heart,32,13,19,.406,-10.87,-7.44,8,10,6,8,6,10,2326,2436,,72.0,99.1,.350,.317,.530,51.7,55.2,9.2,7.1,.495,19.1,30.9,.245,-12.25,97.5,109.7,70.6,+.018,-8.53,99.1,107.7,-5.06
Saint Francis (PA),34,17,17,.500,-8.04,-7.56,11,7,8,6,9,11,2577,2533,,71.3,105.1,.296,.351,.559,50.0,50.1,9.2,10.4,.535,17.8,29.7,.205,-7.92,102.0,110.0,69.6,-.007,-8.32,99.5,107.8,-0.90
Saint Joseph's,31,11,20,.355,0.31,3.86,4,14,6,8,4,9,2155,2265,,69.7,99.0,.401,.297,.501,50.5,46.6,6.9,10.7,.466,14.7,29.8,.261,-0.93,102.3,103.2,67.9,-.032,+3.75,106.1,102.3,+3.67
Saint Louis,33,12,21,.364,-5.90,2.04,6,12,10,8,1,10,2026,2288,,65.5,93.0,.344,.388,.502,48.1,60.4,7.5,8.5,.470,18.0,24.2,.229,-9.35,95.4,104.8,63.0,+.082,+1.35,105.3,104.0,-4.57
Saint Mary's (CA),34,29,5,.853,16.72,2.16,16,2,15,2,10,1,2449,1954,,61.3,117.4,.278,.414,.602,57.2,63.1,6.9,8.5,.578,15.2,32.7,.207,+24.64,119.0,94.3,58.9,+.034,-0.28,104.0,104.3,-4.28
Saint Peter's,33,20,13,.606,0.87,-3.83,14,6,8,5,9,7,2188,2033,,63.6,103.4,.327,.394,.541,50.0,52.4,10.8,9.2,.510,15.0,25.3,.231,+4.85,102.6,97.8,60.3,-.054,-3.39,103.6,107.0,-1.94
Sam Houston State,34,21,13,.618,-7.74,-6.54,10,8,14,2,5,9,2526,2424,,72.8,101.6,.367,.327,.523,52.2,56.5,9.6,8.0,.489,16.2,31.5,.252,-6.24,97.2,103.5,69.6,+.101,-6.21,101.3,107.6,+2.70
Samford,35,20,15,.571,-1.29,-3.42,8,10,10,6,8,8,2776,2667,,70.2,109.2,.424,.344,.579,50.3,60.9,8.7,6.5,.538,16.6,28.7,.315,+0.99,108.3,107.3,68.3,-.042,-2.05,104.0,106.0,-3.30
San Diego,31,13,18,.419,-5.74,0.96,6,12,7,10,6,7,2025,2210,,65.0,98.5,.369,.453,.527,49.3,56.5,5.9,4.9,.486,16.7,23.8,.266,-8.09,100.2,108.3,62.8,+.058,-0.34,104.2,104.5,-6.54
San Diego State,33,19,14,.576,6.97,1.57,9,9,10,4,3,9,2260,2064,,67.0,101.8,.353,.392,.515,50.9,46.0,10.2,14.0,.478,15.0,30.0,.247,+8.94,104.0,95.0,64.5,-.101,+1.13,104.6,103.5,-1.50
San Francisco,33,20,13,.606,3.80,0.43,10,8,12,4,5,7,2362,2222,,69.4,103.1,.266,.442,.542,50.5,49.3,9.6,7.3,.526,16.0,27.0,.169,+5.45,103.4,97.9,68.3,+.019,-0.99,103.9,104.9,-5.47
San Jose State,30,14,16,.467,-2.75,1.82,7,11,9,7,5,8,2195,2245,,72.1,101.0,.367,.328,.534,49.7,54.0,8.7,10.9,.498,16.1,26.5,.258,-4.32,100.2,104.5,70.2,+.077,+1.21,105.3,104.1,-4.35
Santa Clara,33,17,16,.515,2.72,2.06,10,8,11,6,5,7,2204,2158,,63.8,103.0,.253,.466,.551,46.8,59.6,7.9,5.7,.525,14.7,19.1,.185,+3.15,105.5,102.4,62.2,-.014,+0.92,103.9,102.9,-4.38
Savannah State,29,13,16,.448,-15.97,-8.38,10,6,7,4,6,10,2485,2665,,83.4,102.3,.325,.582,.530,45.3,60.1,9.3,7.9,.507,15.5,27.1,.210,-13.88,100.6,114.5,80.5,+.054,-9.52,99.0,108.5,+7.20
Seattle,30,13,17,.433,-8.43,-4.02,5,9,9,7,3,9,2091,2141,,70.1,97.4,.348,.459,.545,47.1,66.8,9.3,6.1,.512,18.5,21.9,.246,-9.63,95.6,105.2,67.1,-.023,-5.01,101.0,106.0,-6.42
Seton Hall,33,21,12,.636,12.20,9.35,10,8,12,2,4,6,2417,2323,,69.1,104.9,.376,.307,.526,54.7,46.4,9.9,6.6,.499,16.4,35.6,.242,+13.95,109.9,95.9,66.9,+.071,+9.70,109.9,100.2,-2.12
Siena,34,17,17,.500,-2.04,-2.28,12,8,10,4,5,12,2549,2541,,70.7,105.6,.400,.286,.539,53.1,51.2,8.2,10.3,.499,16.7,35.5,.284,-0.36,106.1,106.5,68.2,-.009,-1.07,104.5,105.5,+5.90
South Alabama,32,14,18,.438,-6.54,-2.88,7,11,10,7,4,10,2286,2322,,70.8,99.3,.390,.378,.519,47.7,51.5,10.4,10.7,.487,16.0,27.6,.256,-6.40,98.9,105.3,69.3,+.012,-2.10,103.9,106.1,-5.66
South Carolina,34,24,10,.706,16.43,9.09,12,6,15,3,6,5,2487,2217,,70.0,102.6,.393,.337,.517,50.8,51.4,11.1,11.0,.476,15.7,33.4,.274,+17.03,105.5,88.5,67.8,-.004,+8.49,108.7,100.2,+2.40
South Carolina State,31,11,20,.355,-18.30,-6.54,7,9,6,4,4,14,2167,2486,,69.8,99.3,.305,.313,.512,45.6,47.7,7.1,5.3,.481,15.3,28.2,.211,-19.23,99.1,118.3,67.9,+.067,-5.91,100.8,106.7,+16.63
South Carolina Upstate,33,17,16,.515,-7.55,-5.13,7,7,8,8,7,8,2575,2530,,71.2,108.4,.312,.402,.549,51.4,54.3,7.5,7.9,.528,15.3,32.0,.205,-5.93,105.3,111.2,67.6,+.013,-4.47,103.5,108.0,-0.85
South Dakota,34,22,12,.647,-0.21,-1.87,12,4,13,1,7,7,2639,2513,,73.1,105.9,.417,.321,.539,50.7,45.8,9.3,8.8,.499,14.1,27.9,.294,+1.59,103.8,102.2,70.3,+.071,-2.90,105.3,108.2,-1.67
South Dakota State,35,18,17,.514,-2.10,-0.46,8,8,11,3,3,12,2683,2697,,69.2,109.6,.404,.456,.581,50.7,52.1,7.3,7.2,.537,16.4,27.2,.311,-1.33,110.8,112.1,66.7,+.029,-1.09,104.6,105.7,+1.60
South Florida,30,7,23,.233,-7.27,2.40,1,17,6,11,1,11,1945,2235,,69.2,93.4,.306,.299,.504,48.5,51.0,8.8,11.3,.477,20.2,30.6,.201,-11.17,96.5,107.7,68.2,-.021,+1.69,104.1,102.4,-7.62
Southeast Missouri State,33,15,18,.455,-5.71,-4.10,9,7,10,4,4,11,2460,2464,,70.1,105.6,.350,.377,.556,46.8,53.3,10.6,5.9,.518,15.6,25.3,.260,-6.00,103.3,109.3,68.1,-.038,-4.30,103.2,107.5,-2.93
Southeastern Louisiana,32,16,16,.500,-7.54,-8.30,9,9,11,3,5,12,2268,2182,,69.6,101.9,.381,.335,.542,52.8,57.2,9.8,9.2,.510,19.7,35.1,.260,-6.03,97.8,103.8,66.7,-.054,-7.26,101.0,108.3,-3.16
Southern,33,15,18,.455,-14.40,-11.60,10,8,11,4,4,13,2360,2401,,69.9,101.9,.417,.270,.522,50.8,46.5,7.9,9.1,.480,16.7,34.0,.290,-15.59,98.1,113.7,67.9,+.038,-12.08,96.8,108.9,+1.67
Southern California,36,26,10,.722,11.49,6.41,10,8,14,3,6,5,2816,2633,,70.1,111.1,.368,.366,.560,50.3,56.4,9.9,13.3,.522,13.6,30.8,.273,+12.34,112.5,100.2,68.5,+.078,+4.18,108.0,103.8,-3.09
Southern Illinois,33,17,16,.515,1.21,2.77,9,9,11,6,5,9,2260,2289,,66.4,101.6,.361,.297,.517,48.9,46.4,10.1,11.2,.480,15.4,29.8,.251,+1.16,104.8,103.7,64.9,+.047,+1.50,104.2,102.7,-2.70
Southern Methodist,35,30,5,.857,18.69,4.44,17,1,18,0,8,3,2599,2100,,63.7,116.6,.360,.365,.574,56.3,61.9,9.0,11.1,.547,14.3,37.1,.251,+25.27,120.1,94.8,63.2,+.020,+3.15,104.9,101.8,-1.16
Southern Mississippi,31,9,22,.290,-13.34,-2.72,6,12,8,6,1,12,1952,2239,,67.6,91.7,.304,.379,.493,48.2,54.5,6.8,6.4,.457,17.0,23.0,.215,-15.47,93.0,108.4,65.0,-.032,-3.10,102.4,105.5,-3.17
Southern Utah,33,6,27,.182,-15.44,-5.25,3,15,3,10,2,14,2559,2814,,74.1,103.5,.430,.407,.530,49.7,46.7,7.5,9.2,.479,15.8,29.7,.318,-18.59,101.1,119.7,70.9,-.014,-5.12,102.1,107.2,-1.06
St. Bonaventure,32,20,12,.625,6.11,1.65,11,7,11,4,5,5,2459,2316,,70.6,108.1,.424,.310,.549,51.2,51.3,10.1,12.4,.497,15.2,33.0,.326,+7.28,109.0,101.7,68.3,-.026,+0.41,104.7,104.3,-4.23
St. Francis (NY),31,4,27,.129,-19.21,-6.51,2,16,3,10,0,16,1921,2284,,68.7,89.4,.329,.423,.444,45.5,44.2,9.7,7.3,.406,14.9,29.0,.214,-24.30,87.8,112.1,66.6,-.037,-7.04,100.6,107.7,-1.34
St. John's (NY),33,14,19,.424,6.60,8.54,7,11,9,5,4,9,2534,2598,,73.9,103.9,.361,.382,.541,46.9,51.5,9.2,15.2,.503,15.6,27.3,.262,+6.52,109.1,102.6,72.8,-.039,+9.67,109.6,100.0,-2.42
Stanford,31,14,17,.452,6.42,8.62,6,12,10,5,1,10,2162,2204,,69.4,100.0,.386,.280,.521,50.9,54.5,9.8,7.8,.485,16.1,29.5,.263,+5.82,104.8,99.0,67.9,-.008,+8.79,110.1,101.3,+6.61
Stephen F. Austin,33,18,15,.545,-7.33,-6.07,12,6,12,2,4,10,2289,2271,,69.4,99.2,.419,.345,.544,53.1,52.2,9.7,8.9,.501,21.6,34.4,.302,-5.49,96.8,102.3,66.0,+.033,-5.93,102.0,108.0,+2.26
Stetson,32,11,21,.344,-14.12,-5.36,3,11,7,7,4,13,2471,2654,,75.0,102.6,.331,.383,.532,44.9,49.2,6.4,5.2,.506,13.5,21.8,.218,-14.28,100.9,115.2,72.0,-.002,-4.80,102.9,107.7,-5.18
Stony Brook,32,18,14,.563,-4.59,-4.93,12,4,10,6,7,8,2215,2204,,67.0,103.2,.329,.407,.510,48.9,51.5,8.1,9.4,.471,13.0,29.1,.237,-3.96,102.0,106.0,65.4,+.066,-5.62,102.0,107.6,-3.04
Syracuse,34,19,15,.559,13.76,8.52,10,8,17,4,2,8,2594,2416,,67.9,111.6,.351,.406,.570,49.3,59.5,11.8,13.8,.535,15.6,31.6,.259,+14.35,115.9,101.6,65.9,-.044,+8.51,108.6,100.1,-3.16
Temple,32,16,16,.500,4.91,5.16,7,11,9,7,4,8,2269,2277,,67.9,103.2,.264,.421,.526,47.5,57.4,9.5,10.5,.497,14.5,27.5,.191,+4.21,108.4,104.2,66.6,+.015,+3.81,105.2,101.4,+1.27
Tennessee,32,16,16,.500,11.24,10.14,8,10,11,6,4,7,2383,2335,,71.5,103.7,.424,.304,.521,50.5,54.9,7.6,12.0,.472,14.9,31.9,.309,+12.12,109.8,97.7,68.9,-.053,+10.97,109.0,98.0,+6.74
Tennessee State,30,17,13,.567,-1.41,-2.80,8,8,7,5,8,7,2134,2032,,68.7,101.8,.410,.299,.532,53.3,45.6,9.6,11.9,.493,18.3,34.5,.283,+0.54,100.3,99.8,66.5,-.016,-2.07,104.5,106.6,+3.86
Tennessee Tech,32,12,20,.375,-7.40,-3.97,8,8,7,8,5,11,2317,2340,,70.1,101.6,.384,.399,.527,49.6,55.4,9.3,10.5,.487,16.5,29.9,.272,-8.12,98.9,107.0,67.8,-.058,-3.14,103.5,106.6,-2.39
Tennessee-Martin,34,22,12,.647,-3.88,-4.03,10,6,14,2,7,9,2637,2557,,70.2,109.3,.334,.391,.566,53.4,57.7,9.4,10.5,.541,18.2,37.4,.231,-3.85,106.9,110.8,66.9,+.121,-4.41,102.7,107.1,-2.24
Texas,33,11,22,.333,10.90,12.66,4,14,10,7,0,11,2215,2273,,68.5,97.9,.345,.335,.515,48.9,46.4,8.4,11.8,.488,17.1,28.4,.224,+10.16,104.1,94.0,67.1,-.105,+13.79,112.5,98.7,+1.98
Texas A&M,31,16,15,.516,10.30,7.91,8,10,11,5,3,7,2176,2102,,66.8,105.1,.333,.327,.536,53.7,60.8,9.0,15.4,.512,17.7,37.5,.216,+11.01,108.5,97.5,64.0,-.042,+7.77,109.2,101.4,-2.19
Texas A&M-Corpus Christi,32,21,11,.656,-4.91,-6.67,12,6,14,1,6,9,2415,2316,,70.5,105.8,.394,.285,.557,49.1,49.8,12.6,11.9,.518,16.8,30.3,.286,-3.26,103.0,106.3,67.5,+.078,-6.33,101.3,107.6,+2.43
Texas Christian,36,21,15,.583,14.45,11.22,6,12,14,6,3,8,2672,2541,,68.4,107.7,.331,.350,.552,52.1,62.0,9.6,12.0,.526,16.3,33.6,.226,+15.29,113.2,97.9,66.5,-.028,+12.13,111.2,99.1,-2.92
Texas Southern,35,23,12,.657,-6.37,-7.77,16,2,10,0,11,11,2593,2544,,69.7,105.5,.443,.344,.532,48.4,47.2,10.2,7.4,.481,14.4,31.7,.326,-3.66,103.6,107.3,68.1,+.120,-9.00,99.7,108.7,+12.92
Texas State,34,21,13,.618,-2.47,-4.53,11,7,12,3,5,9,2299,2152,,64.6,103.5,.361,.337,.535,50.2,60.5,9.9,12.8,.509,15.6,28.9,.237,-0.13,102.5,102.7,61.5,+.019,-3.51,102.7,106.2,-8.10
Texas Tech,32,18,14,.563,14.02,7.77,6,12,16,3,1,9,2346,2146,,65.9,109.5,.356,.325,.565,52.3,51.1,7.9,10.1,.530,14.6,30.0,.261,+14.75,112.5,97.8,63.3,-.082,+7.76,109.1,101.3,-11.48
Texas-Arlington,34,26,8,.765,5.70,-1.14,14,4,13,0,12,7,2657,2367,,71.2,109.8,.346,.421,.558,52.2,56.5,10.2,6.8,.533,15.8,33.0,.234,+9.48,109.9,100.4,69.6,+.053,+0.17,104.1,104.0,+6.67
Texas-El Paso,32,15,17,.469,-3.07,-2.46,12,6,8,8,5,6,2217,2202,,68.1,100.1,.360,.299,.547,50.3,57.0,7.8,9.4,.521,17.4,22.5,.239,-2.99,99.7,102.7,65.8,-.035,-3.31,102.8,106.1,-2.62
Texas-Rio Grande Valley,32,10,22,.313,-11.60,-3.84,2,12,7,7,1,14,2505,2665,,76.6,100.3,.334,.400,.527,48.1,55.7,9.8,6.7,.491,17.6,29.7,.240,-12.93,100.3,113.2,73.5,-.037,-3.47,101.7,105.2,-3.15
Texas-San Antonio,33,14,19,.424,-7.47,-3.08,8,10,11,3,2,15,2178,2291,,69.3,95.2,.359,.310,.475,52.6,46.4,8.0,5.4,.436,15.4,32.4,.239,-7.55,95.1,102.6,67.6,+.016,-2.70,102.7,105.4,-1.12
Toledo,34,17,17,.500,1.33,-0.73,9,9,12,4,4,10,2675,2567,,69.2,109.7,.384,.368,.575,52.8,58.4,5.5,6.2,.547,16.1,29.1,.267,+2.69,108.7,106.0,66.1,-.071,-0.99,104.8,105.8,+0.74
Towson,33,20,13,.606,1.94,-1.18,11,7,12,3,6,8,2447,2285,,68.8,106.6,.457,.263,.529,55.6,40.9,9.8,11.1,.488,15.6,37.3,.312,+4.32,105.5,101.2,67.5,-.009,-0.21,105.3,105.5,-1.07
Troy,37,22,15,.595,-0.50,-3.39,10,8,10,4,6,10,2889,2667,,70.2,110.8,.393,.403,.565,51.8,49.3,8.5,9.8,.528,15.3,31.2,.285,+2.67,109.9,107.3,67.6,-.037,-2.86,102.3,105.1,-6.67
Tulane,31,6,25,.194,-3.99,4.23,3,15,4,10,2,10,2179,2434,,71.1,97.7,.343,.368,.505,47.3,53.0,8.6,10.2,.464,16.3,29.3,.246,-6.43,102.6,109.0,69.9,-.075,+3.83,105.2,101.4,-1.13
Tulsa,32,15,17,.469,2.45,5.30,8,10,10,5,3,9,2158,2249,,67.8,99.1,.428,.408,.536,51.1,51.6,6.7,7.3,.489,19.1,29.4,.312,+1.65,104.5,102.9,67.7,+.055,+5.08,105.8,100.7,+2.49
UC-Davis,36,23,13,.639,-5.17,-4.64,11,5,11,0,6,9,2525,2506,,70.3,98.8,.412,.316,.526,50.8,52.8,7.9,9.0,.490,17.6,28.8,.278,-4.76,97.9,102.6,68.2,+.109,-6.20,100.1,106.3,-1.19
UC-Irvine,36,21,15,.583,0.25,-2.63,12,4,11,2,8,9,2514,2331,,67.2,103.2,.296,.356,.534,54.5,50.3,7.2,11.4,.508,17.0,32.4,.203,+1.86,101.0,99.1,66.0,-.007,-3.77,102.2,106.0,+7.23
UC-Riverside,29,8,21,.276,-11.35,-3.83,5,11,5,8,3,12,1895,2016,,69.7,93.3,.296,.331,.497,48.9,49.1,9.8,8.8,.464,17.3,26.5,.206,-13.87,92.1,106.0,67.4,-.055,-4.76,101.3,106.1,+1.71
