School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Elon,32,14,18,.438,-6.84,-1.64,6,12,8,5,4,12,2346,2437,1320,842,1916,.439,337,966,.349,325,457,.711,256,1140,507,140,66,373,494,68.0,104.5,.239,.504,.550,48.2,60.2,6.2,5.8,.527,14.9,22.5,.170,-7.80,103.8,111.6,67.2,+.061,-0.86,105.7,106.6,+2.54
Evansville,32,17,15,.531,0.72,1.39,7,11,15,3,2,10,2094,2045,1285,730,1652,.442,184,449,.410,450,581,.775,240,1057,409,190,92,431,568,65.9,99.0,.352,.272,.543,50.8,56.0,9.0,9.5,.498,18.3,24.3,.272,+2.62,99.5,96.9,65.6,+.015,+1.42,105.8,104.4,-3.22
Fairfield,33,17,16,.515,-4.68,-3.38,9,9,10,3,3,10,2506,2549,1345,881,2009,.439,303,893,.339,441,621,.710,301,1159,487,211,95,421,663,72.1,103.3,.309,.444,.544,48.3,55.3,8.7,7.6,.514,15.4,24.5,.220,-4.30,102.4,106.7,70.4,+.051,-4.20,103.5,107.7,-0.72
Fairleigh Dickinson,31,13,18,.419,-10.02,-5.26,9,9,8,5,5,13,2313,2350,1240,842,1868,.451,213,623,.342,416,573,.726,339,1067,416,220,100,426,561,71.8,104.0,.307,.334,.540,48.3,49.4,9.9,8.7,.508,16.6,30.8,.223,-10.06,102.6,112.6,70.3,+.025,-5.19,102.7,107.8,+5.88
Florida,32,20,12,.625,16.81,10.19,11,7,12,5,5,4,2434,2222,1255,816,1877,.435,279,746,.374,451,626,.720,337,1096,402,215,146,306,531,68.2,110.2,.330,.402,.543,48.5,49.3,9.9,12.4,.510,12.3,28.9,.237,+18.73,115.2,96.4,66.7,-.049,+10.74,110.7,100.0,+4.47
Florida A&M,34,9,25,.265,-18.96,-8.08,7,9,6,4,2,20,2343,2684,1385,831,1981,.419,217,616,.352,464,641,.724,344,1094,370,194,104,471,612,69.6,97.3,.324,.311,.513,45.1,44.5,8.1,7.8,.474,17.1,27.6,.234,-21.13,96.0,117.1,67.0,+.040,-7.21,101.5,108.7,+6.73
Florida Atlantic,31,12,19,.387,-5.73,-0.52,6,12,7,7,4,10,2155,2172,1245,790,1928,.410,179,550,.325,396,537,.737,357,1194,376,182,124,393,556,70.9,97.6,.279,.285,.494,50.6,47.6,8.2,10.0,.456,15.3,29.2,.205,-6.78,95.9,102.7,69.2,-.025,-0.70,104.9,105.6,-0.24
Florida Gulf Coast,34,23,11,.676,2.11,-5.89,12,2,14,6,9,5,2779,2435,1360,1022,2057,.497,244,672,.363,491,662,.742,361,1301,524,248,95,476,622,73.1,111.7,.322,.327,.586,54.1,51.3,10.0,7.7,.556,16.7,32.3,.239,+3.49,107.8,104.3,71.5,-.059,-6.73,102.8,109.6,-0.41
Florida International,32,14,18,.438,-4.66,-2.35,8,10,11,7,3,9,2262,2278,1310,815,1913,.426,203,632,.321,429,704,.609,321,1151,387,242,102,354,585,69.8,99.0,.368,.330,.503,47.8,47.5,10.6,9.0,.479,13.6,25.6,.224,-5.98,98.4,104.4,68.9,-.039,-3.53,103.1,106.6,-6.83
Florida State,31,20,11,.645,14.97,7.68,9,9,13,2,4,7,2535,2309,1260,906,1912,.474,248,706,.351,473,691,.685,363,1179,473,208,160,403,566,72.5,110.9,.361,.369,.566,52.1,52.2,9.1,13.3,.539,15.2,33.2,.247,+15.71,115.9,100.2,71.5,-.032,+7.85,109.0,101.2,-6.68
Fordham,31,9,22,.290,-6.54,1.46,4,14,8,9,1,10,1931,2179,1250,692,1680,.412,227,787,.288,320,452,.708,198,884,419,283,74,386,491,66.8,92.4,.269,.468,.510,42.6,60.5,13.5,6.4,.479,16.9,18.7,.190,-11.62,94.8,106.4,65.9,+.009,-0.11,105.1,105.2,-5.25
Fresno State,32,21,11,.656,8.46,2.13,11,7,12,5,8,5,2459,2201,1295,885,1805,.490,216,548,.394,473,682,.694,293,1082,415,217,104,384,626,68.5,110.9,.378,.304,.578,51.9,46.9,9.8,9.3,.550,15.3,28.2,.262,+10.22,110.1,99.9,66.5,-.057,+1.25,106.3,105.1,-5.84
Furman,33,23,10,.697,4.63,-3.44,13,5,13,3,7,6,2619,2260,1325,942,2006,.470,338,950,.356,397,557,.713,316,1157,526,265,72,382,531,70.5,112.1,.278,.474,.577,50.1,55.8,11.3,6.0,.554,14.4,27.5,.198,+7.49,109.3,101.9,68.5,-.005,-4.17,103.5,107.7,-0.57
Gardner-Webb,32,14,18,.438,-9.64,-3.74,9,9,11,2,3,13,2258,2307,1300,822,1850,.444,236,676,.349,378,526,.719,297,1141,415,195,92,437,568,69.1,100.5,.284,.365,.538,50.7,50.5,8.7,8.5,.508,17.2,26.7,.204,-8.35,98.0,106.4,67.6,+.021,-2.45,103.7,106.1,+6.98
George Mason,33,16,17,.485,-2.77,1.05,9,9,10,7,5,7,2371,2497,1305,823,1888,.436,228,680,.335,448,604,.742,320,1175,369,195,94,417,525,69.6,101.4,.318,.362,.529,50.8,44.8,8.6,8.0,.491,15.9,27.9,.236,-5.13,102.5,107.6,69.0,+.117,-0.41,105.7,106.1,-3.45
George Washington,33,15,18,.455,-0.54,2.31,7,11,13,5,1,10,2225,2319,1320,832,1861,.447,180,561,.321,381,537,.709,350,1120,440,189,163,419,486,66.3,101.8,.289,.301,.526,50.8,52.9,8.6,13.1,.495,16.5,31.7,.205,-2.68,103.8,106.4,65.7,+.036,+0.56,105.9,105.4,+0.20
Georgetown,30,15,15,.500,7.11,5.25,5,13,11,8,4,6,2350,2294,1235,800,1763,.454,226,618,.366,524,676,.775,325,1151,522,164,110,458,531,71.7,106.2,.383,.351,.564,53.3,65.3,7.4,9.8,.518,18.0,31.1,.297,+6.90,109.8,102.9,70.4,-.046,+6.03,108.6,102.6,-18.03
Georgia,33,18,15,.545,10.69,9.32,7,11,11,4,4,9,2247,2202,1300,752,1773,.424,195,609,.320,499,711,.702,390,1259,397,123,150,409,520,65.3,102.6,.401,.346,.517,53.6,52.4,5.8,12.7,.475,16.2,34.8,.280,+11.96,107.8,95.8,64.3,+.010,+10.70,111.8,101.1,+1.04
Georgia Southern,33,21,12,.636,-0.27,-3.01,11,7,10,3,8,7,2504,2315,1245,816,1893,.431,258,745,.346,484,733,.660,391,1185,316,213,115,350,601,70.5,107.3,.395,.394,.529,49.5,38.9,9.7,10.4,.497,13.6,31.1,.263,+1.79,106.3,104.5,68.8,+.015,-2.12,103.4,105.5,-1.21
Georgia State,34,24,10,.706,3.42,-3.24,12,6,11,3,9,6,2561,2288,1255,840,1822,.461,291,754,.386,370,554,.668,273,1054,412,227,148,350,559,68.3,109.1,.309,.410,.564,48.0,49.3,10.7,15.0,.542,14.5,25.9,.209,+7.22,109.1,101.9,66.8,-.022,-2.78,103.7,106.5,-2.88
Georgia Tech,32,13,19,.406,5.54,7.75,6,12,12,7,1,10,2101,2172,1285,753,1770,.425,156,490,.318,439,616,.713,334,1084,409,221,171,411,533,66.5,98.4,.348,.277,.509,50.0,54.3,10.3,14.3,.469,16.6,30.8,.248,+4.91,104.0,99.1,66.0,-.022,+8.34,109.2,100.8,-5.65
Gonzaga,34,30,4,.882,19.43,2.05,17,1,15,1,10,1,2873,2282,1380,1049,2085,.503,309,826,.374,466,645,.722,376,1357,535,219,126,384,579,69.5,119.9,.309,.396,.601,56.4,51.0,9.1,9.9,.577,13.8,33.0,.224,+24.97,119.9,94.9,68.9,-.006,+1.15,106.7,105.5,+3.21
Grambling,31,17,14,.548,-12.84,-10.17,13,5,6,4,11,10,2257,2321,1250,777,1852,.420,154,470,.328,547,769,.711,377,1193,342,239,113,477,674,73.8,97.8,.415,.254,.509,50.7,44.0,10.4,9.7,.461,17.7,31.9,.295,-11.88,94.5,106.4,72.2,+.102,-9.81,99.2,109.0,+3.29
Grand Canyon,33,22,11,.667,4.39,-4.61,9,5,16,2,3,7,2439,2135,1250,779,1817,.429,234,723,.324,514,734,.700,375,1193,499,196,121,414,625,70.5,104.1,.399,.390,.531,51.5,63.1,8.7,10.0,.491,16.1,31.5,.280,+5.66,102.5,96.9,68.9,-.055,-6.32,100.4,106.7,-10.85
Green Bay,33,13,20,.394,-8.54,-4.11,7,11,10,6,2,13,2517,2499,1330,859,2027,.424,295,813,.363,504,670,.752,334,1241,459,226,100,453,635,74.1,102.2,.331,.401,.537,48.7,53.4,9.2,7.8,.497,16.2,26.3,.249,-9.20,99.9,109.1,72.1,-.028,-4.41,102.8,107.2,+0.33
Hampton,34,19,15,.559,-8.57,-9.99,12,4,11,3,5,10,2697,2557,1290,908,2012,.451,183,580,.316,539,692,.779,355,1291,488,174,113,419,638,74.3,106.0,.349,.286,.543,51.4,53.4,7.3,9.1,.498,15.1,29.7,.270,-7.51,101.4,108.9,71.8,-.017,-10.66,100.1,110.8,+1.34
Hartford,32,19,13,.594,-5.18,-5.40,11,5,9,7,9,5,2254,2230,1285,809,1784,.453,261,763,.342,375,555,.676,267,1076,416,192,123,390,583,67.7,103.6,.311,.428,.550,49.1,51.4,8.8,11.5,.527,16.0,25.0,.210,-5.40,102.9,108.3,66.4,+.065,-6.24,101.4,107.7,-6.41
Harvard,31,18,13,.581,-0.29,-1.99,12,2,10,2,6,10,2122,2062,1185,694,1610,.431,232,666,.348,363,469,.774,254,1009,377,156,113,407,520,66.4,101.0,.287,.412,.542,51.8,53.2,7.7,11.7,.503,17.8,26.3,.225,+2.07,101.4,99.3,65.4,+.000,-1.35,105.3,106.6,+3.68
Hawaii,30,17,13,.567,-2.05,-2.23,8,8,13,7,4,5,2104,2071,1215,721,1629,.443,202,613,.330,460,670,.687,267,995,428,169,59,402,584,68.9,100.5,.411,.376,.540,50.8,59.4,8.1,5.7,.505,17.1,26.7,.282,-3.07,99.6,102.7,67.7,+.034,-3.42,103.5,106.9,-3.33
High Point,30,14,16,.467,-6.79,-6.42,9,9,11,4,3,11,2126,1993,1205,775,1690,.459,163,456,.357,413,588,.702,322,1039,353,222,82,375,545,67.1,105.2,.348,.270,.540,51.6,45.5,11.0,8.5,.507,16.0,31.7,.244,-6.37,100.5,106.9,65.8,-.082,-6.04,102.1,108.1,-1.60
Hofstra,31,19,12,.613,-0.46,-1.52,12,6,9,4,9,4,2464,2397,1245,868,1868,.465,260,693,.375,468,686,.682,339,1103,413,156,83,334,576,70.3,112.6,.367,.371,.562,51.4,47.6,7.1,7.0,.534,13.2,30.8,.251,+0.79,111.3,110.5,68.8,+.062,-1.70,105.9,107.6,+2.15
Holy Cross,31,12,19,.387,-9.80,-5.70,8,10,6,7,6,10,1972,2099,1250,724,1568,.462,203,623,.326,321,465,.690,178,880,418,194,105,381,537,63.7,99.1,.297,.397,.551,45.1,57.7,9.7,11.5,.526,17.6,19.3,.205,-11.60,97.7,109.3,62.8,+.026,-5.98,102.1,108.1,-3.21
Houston,33,26,7,.788,16.38,3.87,14,4,15,0,6,5,2555,2142,1200,835,1786,.468,266,680,.391,403,565,.713,366,1174,461,192,92,374,629,68.4,113.2,.322,.377,.567,54.9,54.1,9.4,9.3,.539,15.1,34.6,.230,+20.53,115.8,95.3,68.2,-.009,+3.36,106.7,103.3,-2.73
Houston Baptist,31,6,25,.194,-15.85,-3.67,2,16,5,8,1,16,2382,2617,1250,860,2058,.418,219,677,.323,443,710,.624,471,1219,426,206,89,438,605,75.6,100.8,.345,.329,.497,50.9,49.5,8.7,7.4,.471,15.5,35.3,.215,-17.72,99.2,116.9,73.4,-.092,-3.41,102.9,106.3,+9.73
Howard,33,10,23,.303,-17.02,-9.50,7,9,7,4,2,18,2449,2654,1345,847,1997,.424,268,772,.347,487,688,.708,369,1154,406,178,93,442,676,71.3,102.1,.345,.387,.527,46.8,47.9,7.4,7.3,.491,16.0,29.3,.244,-18.95,99.7,118.7,69.8,-.039,-9.16,100.2,109.3,+2.52
IUPUI,30,11,19,.367,-9.80,-3.51,8,10,9,4,2,14,2047,2180,1205,731,1723,.424,213,600,.355,372,559,.665,347,1022,385,205,103,427,562,68.7,98.9,.324,.348,.515,50.0,52.7,9.9,10.2,.486,17.7,31.7,.216,-11.20,98.3,109.5,66.0,+.030,-3.47,103.5,106.9,+2.67
Idaho,31,22,9,.710,1.09,-3.67,14,4,11,2,9,4,2330,2134,1245,819,1748,.469,277,678,.409,415,565,.735,307,1138,459,134,80,411,553,68.0,110.1,.323,.388,.578,54.8,56.0,6.3,7.8,.548,16.9,31.2,.237,+3.67,109.5,105.9,65.5,+.039,-3.58,103.7,107.3,-2.64
Idaho State,30,14,16,.467,-5.50,-3.42,9,9,9,5,5,10,2211,2232,1200,778,1639,.475,252,637,.396,403,594,.678,202,962,354,169,72,408,525,70.9,104.0,.362,.389,.575,48.0,45.5,7.9,6.1,.552,17.5,21.1,.246,-5.50,103.6,109.1,68.1,-.005,-3.23,104.4,107.6,-1.69
Illinois,32,14,18,.438,8.78,7.82,4,14,12,6,1,10,2426,2362,1295,856,1949,.439,236,705,.335,478,653,.732,398,1053,442,240,69,425,720,70.8,105.8,.335,.362,.537,49.8,51.6,10.5,6.3,.500,15.8,34.1,.245,+6.59,109.9,103.3,69.8,-.093,+7.50,108.6,101.1,-2.80
Illinois State,33,18,15,.545,1.06,3.65,10,8,11,3,3,10,2364,2418,1350,813,1917,.424,301,884,.340,437,640,.683,315,1171,468,216,131,438,677,69.4,101.0,.334,.461,.532,47.6,57.6,9.2,11.2,.503,16.5,25.8,.228,+2.10,105.8,103.7,68.8,+.116,+4.96,106.5,101.5,+6.89
Illinois-Chicago,32,17,15,.531,-4.19,-4.45,12,6,10,7,7,7,2403,2328,1285,843,1874,.450,211,613,.344,506,695,.728,335,1230,407,218,224,484,609,73.4,102.0,.371,.327,.545,51.0,48.3,9.2,17.0,.506,18.0,29.5,.270,-3.67,100.9,104.5,71.9,-.013,-5.04,102.4,107.5,-1.37
Incarnate Word,28,7,21,.250,-17.42,-4.75,2,16,6,9,1,12,1978,2163,1120,671,1566,.428,166,493,.337,470,631,.745,279,976,311,170,143,442,521,72.6,97.3,.403,.315,.530,47.6,46.3,8.4,12.3,.481,19.2,28.1,.300,-21.64,93.8,115.4,69.6,-.006,-5.30,101.7,107.0,+8.72
Indiana,31,16,15,.516,10.20,8.56,9,9,12,6,3,8,2229,2178,1255,806,1767,.456,194,602,.322,423,644,.657,345,1099,435,198,134,386,561,67.5,105.2,.364,.341,.538,51.0,54.0,9.3,12.1,.511,15.7,31.8,.239,+10.35,109.7,99.4,66.5,-.025,+7.98,110.1,102.1,-2.49
Indiana State,31,13,18,.419,1.44,2.34,8,10,8,7,5,7,2248,2253,1275,762,1803,.423,270,748,.361,454,644,.705,321,1124,360,233,105,445,614,70.1,100.6,.357,.415,.533,51.1,47.2,10.4,9.7,.498,17.4,28.1,.252,+2.24,104.8,102.6,69.9,-.097,+2.99,105.5,102.5,+1.68
Iona,33,20,13,.606,0.96,-2.74,11,7,8,3,7,8,2635,2513,1345,931,2016,.462,319,822,.388,452,612,.739,282,1117,526,224,101,385,571,71.6,109.5,.304,.408,.571,47.4,56.5,9.3,7.7,.541,14.3,24.4,.224,+2.78,110.2,107.4,70.6,-.022,-2.49,103.2,105.7,+2.20
Iowa,33,14,19,.424,8.35,7.35,4,14,9,6,1,10,2630,2597,1330,946,1975,.479,252,672,.375,486,699,.695,391,1258,602,172,133,441,548,71.0,111.4,.354,.340,.570,53.5,63.6,7.3,10.2,.543,16.0,34.1,.246,+7.90,116.7,108.8,70.3,-.090,+8.26,109.6,101.4,-3.87
Iowa State,31,13,18,.419,7.28,9.89,4,14,9,7,0,10,2258,2339,1250,817,1870,.437,234,653,.358,390,557,.700,338,1134,423,149,129,369,508,69.6,103.9,.298,.349,.529,49.5,51.8,6.9,11.1,.499,14.7,29.6,.209,+6.60,110.2,103.6,68.8,-.009,+11.02,111.0,100.0,-2.88
Jackson State,32,12,20,.375,-17.52,-10.36,9,9,9,2,2,17,1991,2161,1295,714,1922,.371,238,724,.329,325,497,.654,401,1087,351,235,89,368,651,65.4,94.0,.259,.377,.461,47.5,49.2,11.1,8.8,.433,14.6,31.0,.169,-19.77,89.7,109.4,64.0,+.062,-9.92,100.1,110.0,+4.61
Jacksonville,33,15,18,.455,-13.25,-5.98,8,6,10,6,3,12,2405,2482,1345,897,1993,.450,202,601,.336,409,621,.659,330,1180,415,226,112,472,536,72.4,98.8,.312,.302,.526,49.2,46.3,9.3,8.9,.501,17.1,27.3,.205,-14.33,94.4,108.7,68.5,+.060,-6.62,102.8,109.4,-2.95
Jacksonville State,33,21,12,.636,-0.06,-5.03,11,7,12,4,7,7,2359,2142,1325,879,1910,.460,191,584,.327,410,591,.694,374,1257,510,198,167,424,575,67.6,105.4,.309,.306,.538,54.0,58.0,8.8,15.5,.510,16.2,33.1,.215,+1.88,102.2,100.3,65.8,-.026,-5.23,103.5,108.8,-9.09
James Madison,32,10,22,.313,-5.45,-2.13,6,12,7,7,3,11,2341,2414,1310,812,1932,.420,231,695,.332,486,667,.729,361,1147,388,228,104,383,670,69.4,103.0,.345,.360,.520,49.8,47.8,10.0,9.5,.480,14.6,29.8,.252,-6.15,101.6,107.7,67.7,-.025,-1.98,106.0,108.0,-0.72
Kansas,34,27,7,.794,22.01,11.45,13,5,14,3,8,3,2771,2412,1280,964,1943,.496,319,802,.398,360,514,.700,310,1133,545,211,137,374,494,70.1,116.2,.262,.416,.599,50.0,56.4,9.4,11.0,.581,14.6,29.1,.184,+23.26,121.0,97.7,68.3,+.060,+11.49,111.7,100.2,+3.64
Kansas State,33,22,11,.667,13.44,8.95,10,8,14,3,6,5,2388,2240,1285,826,1749,.472,227,652,.348,442,595,.743,264,980,458,250,96,366,590,66.6,108.2,.336,.368,.569,47.6,55.4,11.6,9.2,.535,15.3,26.1,.249,+14.79,112.2,97.4,65.5,+.056,+9.22,111.4,102.2,-6.05
Kennesaw State,30,10,20,.333,-11.02,-4.17,6,8,8,6,2,14,2182,2328,1205,805,1768,.455,160,438,.365,412,597,.690,306,986,442,214,94,407,539,71.3,101.6,.338,.248,.532,48.3,54.9,10.0,7.9,.501,16.6,29.6,.233,-12.87,99.2,112.1,68.4,-.023,-4.27,104.3,108.5,+2.73
Kent State,34,17,17,.500,-3.60,-1.63,9,9,13,3,2,11,2482,2502,1330,849,1982,.428,248,757,.328,475,649,.732,371,1178,386,196,116,428,625,70.2,103.2,.326,.382,.525,50.6,45.1,8.4,9.7,.488,15.8,31.7,.237,-4.58,102.4,107.0,68.6,+.066,-1.65,104.6,106.2,-1.82
Kentucky,34,24,10,.706,17.60,11.16,10,8,16,2,4,6,2609,2390,1245,842,1805,.466,161,462,.348,539,776,.695,387,1217,412,177,154,417,589,69.7,109.6,.428,.262,.554,53.3,49.5,8.0,13.9,.517,15.8,35.6,.298,+20.38,116.4,96.1,68.5,-.001,+11.12,111.0,99.9,+4.87
La Salle,32,13,19,.406,1.88,2.73,7,11,10,4,2,10,2333,2360,1315,817,1906,.429,234,711,.329,465,591,.787,292,1124,410,189,90,374,546,69.1,102.8,.310,.373,.533,49.7,50.2,8.3,7.3,.490,14.6,25.5,.244,+1.06,105.2,104.1,68.8,-.072,+1.45,106.0,104.6,+2.37
Lafayette,31,10,21,.323,-9.69,-5.96,7,11,8,6,2,14,2207,2307,1245,777,1709,.455,263,708,.371,390,507,.769,210,1026,386,131,103,411,515,68.9,102.9,.297,.414,.566,48.5,49.7,6.1,8.8,.532,17.4,21.0,.228,-10.44,102.0,112.5,68.2,-.097,-6.52,101.9,108.4,-2.61
Lamar,32,19,13,.594,-4.82,-7.18,11,7,11,4,8,6,2431,2220,1300,847,1959,.432,249,725,.343,488,739,.660,414,1204,442,280,75,420,628,71.0,105.3,.377,.370,.526,51.3,52.2,12.1,6.5,.496,15.4,33.0,.249,-3.73,102.1,105.9,67.5,-.051,-7.18,100.7,107.9,-1.40
Lehigh,30,16,14,.533,-6.18,-5.42,11,7,9,6,7,8,2336,2333,1230,835,1845,.453,293,721,.406,373,480,.777,269,1074,428,184,53,380,553,71.0,107.0,.260,.391,.563,49.9,51.3,8.4,5.1,.532,15.5,25.4,.202,-6.37,106.0,112.3,70.7,+.042,-6.73,101.6,108.3,-1.69
Liberty,34,20,14,.588,-2.73,-6.31,9,9,11,6,7,6,2421,2163,1390,826,1780,.464,275,735,.374,494,624,.792,249,1138,476,204,84,411,574,64.1,108.7,.351,.413,.583,53.5,57.6,9.2,9.0,.541,16.5,24.3,.278,-0.54,104.7,105.3,63.0,-.061,-6.35,102.1,108.5,-5.06
Lipscomb,32,23,9,.719,-2.03,-4.41,10,4,13,2,10,7,2642,2480,1300,901,1976,.456,260,785,.331,580,811,.715,340,1247,503,207,100,480,638,77.0,105.6,.410,.397,.559,52.6,55.8,8.3,8.1,.522,16.9,28.8,.294,+0.41,103.9,103.5,74.8,+.114,-4.91,103.1,108.0,+6.12
Long Beach State,33,15,18,.455,-3.33,1.31,9,7,8,5,6,10,2485,2586,1330,866,1917,.452,196,558,.351,557,765,.728,382,1195,419,218,119,501,592,72.3,103.4,.399,.291,.545,51.2,48.4,9.1,8.9,.503,18.0,32.6,.291,-2.18,106.5,108.7,71.7,+.027,+1.82,105.5,103.7,+8.89
Long Island University,34,18,16,.529,-8.07,-7.95,10,8,12,4,5,11,2635,2603,1365,916,2005,.457,272,789,.345,531,763,.696,363,1295,429,191,111,481,668,72.9,105.9,.381,.394,.557,51.1,46.8,7.7,7.8,.525,16.9,30.1,.265,-8.21,102.7,110.9,71.5,+.012,-8.38,100.6,109.0,-6.01
Longwood,33,7,26,.212,-18.29,-4.29,3,15,5,11,2,13,2088,2445,1320,728,1764,.413,226,691,.327,406,591,.687,263,1070,327,218,102,516,575,69.7,90.8,.335,.392,.511,46.2,44.9,9.5,9.0,.477,20.2,23.0,.230,-20.23,90.1,110.3,69.0,-.039,-3.51,103.3,106.8,-0.43
Louisiana,33,27,6,.818,7.99,-2.72,16,2,14,1,10,3,2753,2324,1245,888,1899,.468,270,737,.366,559,731,.765,394,1218,544,234,139,419,589,72.5,114.6,.374,.391,.579,54.7,61.7,10.4,11.1,.539,15.6,35.8,.285,+11.36,113.5,102.1,70.2,+.045,-2.85,103.5,106.4,-0.47
Louisiana State,31,17,14,.548,11.90,8.29,8,10,13,4,3,7,2404,2292,1245,861,1812,.475,256,726,.353,426,582,.732,303,1040,442,238,100,357,551,69.1,111.8,.321,.401,.576,49.7,51.3,11.1,9.4,.546,14.6,29.6,.235,+12.47,115.6,103.2,68.2,-.030,+8.73,110.4,101.7,-2.75
Louisiana Tech,33,17,16,.515,1.03,-0.42,7,11,11,5,2,10,2468,2331,1325,838,1877,.446,287,765,.375,505,697,.725,314,1137,470,196,131,405,569,69.1,107.7,.371,.408,.559,49.6,56.1,8.6,10.4,.523,15.5,27.6,.269,+1.45,107.0,105.6,67.3,-.067,-0.68,104.2,104.9,-3.09
Louisiana-Monroe,31,16,15,.516,-5.57,-3.00,9,9,12,4,3,10,2169,2107,1210,767,1745,.440,271,742,.365,309,433,.714,276,1005,425,196,40,349,492,66.9,103.7,.243,.429,.538,49.5,55.5,9.6,4.1,.512,15.2,27.2,.174,-5.52,101.1,106.6,65.8,+.047,-2.74,103.1,105.8,-3.01
Louisville,33,20,13,.606,15.13,9.47,9,9,14,5,4,7,2515,2328,1340,897,1967,.456,256,690,.371,465,631,.737,333,1215,451,231,201,392,543,69.8,107.5,.321,.351,.555,50.1,50.3,9.9,15.1,.521,14.7,29.2,.236,+16.39,112.4,96.1,69.6,-.012,+9.16,110.3,101.1,-2.12
Loyola (IL),33,28,5,.848,9.37,-0.28,15,3,14,1,9,4,2390,2054,1320,869,1714,.507,246,618,.398,406,561,.724,209,1067,519,219,82,404,456,66.1,109.5,.327,.361,.603,51.3,59.7,10.0,7.1,.579,16.9,22.5,.237,+15.11,111.3,96.2,65.3,+.058,+0.03,103.8,103.7,-5.61
Loyola (MD),31,9,22,.290,-12.64,-5.18,6,12,8,6,1,16,2154,2326,1255,797,1820,.438,163,509,.320,397,608,.653,332,1076,360,218,97,414,614,69.7,98.5,.334,.280,.511,50.3,45.2,10.0,8.9,.483,16.4,29.4,.218,-14.91,96.4,111.3,68.3,+.020,-5.41,103.0,108.4,-1.61
Loyola Marymount,31,11,20,.355,-3.92,1.55,5,13,7,7,3,12,2226,2369,1250,803,1815,.442,199,573,.347,421,593,.710,377,1016,441,216,72,407,607,67.8,105.1,.327,.316,.531,50.6,54.9,10.2,7.1,.497,16.3,34.5,.232,-5.26,108.0,113.2,66.8,+.012,+1.64,106.2,104.6,-2.08
Maine,32,6,26,.188,-14.51,-3.14,3,13,4,8,2,16,2140,2408,1295,765,1871,.409,225,743,.303,385,560,.688,304,1129,375,205,93,496,624,71.6,92.4,.299,.397,.501,47.7,49.0,8.8,8.2,.469,18.8,25.5,.206,-18.00,90.9,108.9,71.2,-.002,-3.10,103.7,106.8,-1.41
Manhattan,31,14,17,.452,-4.80,-3.89,9,9,8,3,5,8,2147,2175,1260,737,1661,.444,239,598,.400,434,625,.694,319,1030,433,186,121,482,616,67.5,101.0,.376,.360,.548,49.6,58.8,8.7,11.4,.516,19.8,31.0,.261,-4.92,99.6,104.5,65.7,-.007,-3.95,104.0,107.9,-3.62
Marist,31,6,25,.194,-12.19,-3.29,4,14,4,9,2,10,2239,2515,1260,761,1710,.445,280,802,.349,437,612,.714,233,1041,369,130,77,488,547,71.5,99.5,.358,.469,.560,47.8,48.5,5.8,6.4,.527,19.6,22.6,.256,-14.45,98.8,113.2,69.6,-.048,-3.96,103.9,107.8,-3.32
Marquette,32,19,13,.594,12.64,9.92,9,9,11,6,5,5,2598,2511,1295,906,1913,.474,354,853,.415,432,543,.796,287,1029,504,197,116,386,610,70.3,114.1,.284,.446,.598,49.0,55.6,8.7,9.6,.566,15.1,27.2,.226,+13.68,119.3,105.6,69.0,+.018,+10.53,111.8,101.3,-0.32
Marshall,34,24,10,.706,3.61,-0.91,12,6,15,2,6,8,2865,2680,1295,942,1998,.471,317,908,.349,512,671,.763,252,1159,557,220,191,429,559,76.4,109.1,.333,.456,.585,47.2,59.0,8.9,12.6,.550,15.5,22.4,.255,+5.70,109.5,103.8,74.8,+.040,-1.41,104.9,106.3,-6.78
Maryland,32,19,13,.594,13.91,8.07,8,10,15,3,2,8,2338,2140,1285,811,1696,.478,229,617,.371,487,645,.755,305,1149,452,138,137,438,511,66.6,109.4,.380,.364,.584,53.6,55.7,6.5,11.6,.546,17.9,31.6,.287,+14.64,114.1,99.5,66.2,-.046,+8.03,109.2,101.1,-4.49
Maryland-Baltimore County,34,24,10,.706,-3.47,-4.99,12,4,15,2,9,7,2513,2362,1320,861,1937,.445,336,872,.385,390,599,.651,333,1158,512,249,82,407,543,69.5,106.4,.306,.449,.551,49.0,59.3,10.8,7.5,.531,15.3,27.2,.198,-2.26,103.2,105.4,68.1,+.145,-5.96,102.4,108.4,-3.45
Maryland-Eastern Shore,32,7,25,.219,-24.39,-7.32,3,13,6,5,0,18,1992,2473,1280,710,1844,.385,206,725,.284,366,542,.675,347,1065,347,151,57,417,548,67.6,92.1,.294,.393,.474,45.8,48.9,7.0,5.0,.441,16.6,28.1,.198,-26.96,91.1,118.1,65.8,-.018,-7.21,101.5,108.8,+7.78
