School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Appalachian State,33,15,18,.455,-4.56,-2.40,9,9,9,4,4,11,2520,2448,1300,841,1915,.439,289,838,.345,481,722,.666,372,1249,401,193,114,445,608,71.9,104.6,.377,.434,.539,52.3,47.2,8.2,8.8,.509,16.3,30.8,.252,-4.02,103.8,107.8,70.0,-.026,-2.24,103.5,105.7,+0.04
Arizona,34,27,7,.794,16.92,7.21,14,4,15,1,8,3,2750,2420,1295,921,1816,.507,224,583,.384,531,698,.761,318,1162,493,160,150,397,567,68.7,116.0,.376,.322,.601,55.8,52.9,7.1,12.1,.566,15.4,33.2,.286,+19.21,119.0,99.8,67.2,+.025,+6.16,108.8,102.6,+2.77
Arizona State,31,20,11,.645,15.01,6.81,8,10,13,4,4,6,2589,2335,1250,867,1867,.464,277,760,.364,578,783,.738,307,1093,439,204,111,333,585,72.6,114.1,.419,.407,.578,49.1,50.6,9.0,9.9,.539,12.9,28.1,.310,+14.61,117.6,103.0,71.5,-.072,+5.68,108.0,102.3,+1.57
Arkansas,34,23,11,.676,15.68,10.12,10,8,15,2,3,7,2757,2568,1295,937,1954,.480,251,629,.399,486,717,.678,319,1114,476,208,154,358,652,71.3,112.4,.373,.321,.568,49.3,49.9,8.6,13.6,.542,13.3,29.3,.253,+15.65,117.3,101.7,69.6,+.062,+10.15,111.0,100.8,+1.28
Arkansas-Pine Bluff,35,14,21,.400,-14.68,-9.19,12,6,7,3,6,13,2307,2499,1330,766,1756,.436,213,639,.333,422,629,.671,259,968,403,263,140,479,637,68.4,95.7,.366,.354,.528,43.6,52.4,11.4,11.7,.496,18.6,23.9,.247,-16.57,93.8,110.3,67.4,+.044,-9.48,99.3,108.8,+3.93
Army,30,13,17,.433,-8.53,-7.09,6,12,6,5,4,12,2230,2223,1205,820,1845,.444,295,771,.383,295,448,.658,300,1074,500,170,83,403,593,71.7,103.2,.243,.418,.542,49.6,61.0,7.9,8.2,.524,16.4,27.0,.160,-8.99,100.0,109.0,70.3,-.045,-7.22,102.2,109.5,-4.81
Auburn,32,25,7,.781,17.53,7.47,13,5,15,1,7,4,2668,2346,1240,848,1915,.443,304,819,.371,605,767,.789,378,1189,455,231,169,383,610,73.5,113.4,.399,.431,.567,52.2,53.2,10.1,15.5,.518,14.3,32.9,.314,+20.71,118.2,97.5,72.2,-.012,+7.60,109.1,101.5,-1.62
Austin Peay,32,18,14,.563,-3.38,-2.15,12,6,12,4,5,9,2351,2297,1290,852,1876,.454,193,553,.349,454,694,.654,414,1125,421,211,98,457,641,70.1,104.1,.370,.295,.533,51.9,49.4,9.3,8.8,.506,17.2,35.8,.242,-2.20,105.3,107.5,68.7,+.065,-1.94,103.8,105.8,+4.54
Ball State,32,19,13,.594,-1.06,-1.83,10,8,14,2,5,10,2410,2362,1295,856,1895,.452,245,727,.337,453,643,.705,318,1210,453,170,112,423,548,71.1,104.6,.339,.384,.548,51.1,52.9,7.4,8.9,.516,16.1,27.8,.239,-0.24,103.6,103.8,69.8,+.060,-2.00,105.0,107.0,-1.34
Baylor,32,18,14,.563,15.03,9.90,8,10,14,4,2,9,2414,2232,1295,880,1889,.466,204,576,.354,448,605,.740,378,1221,473,177,140,432,580,68.5,108.9,.320,.305,.555,54.2,53.8,8.0,12.0,.520,16.6,35.4,.237,+16.37,111.1,94.7,66.6,-.065,+10.41,111.7,101.3,-3.57
Belmont,33,24,9,.727,5.67,-2.75,15,3,14,2,9,6,2562,2284,1320,901,1853,.486,378,1005,.376,382,517,.739,258,1133,529,161,82,410,531,68.5,113.3,.279,.542,.610,51.5,58.7,7.1,6.5,.588,16.3,25.2,.206,+9.13,113.1,103.9,66.8,-.004,-2.97,103.6,106.5,+1.69
Bethune-Cookman,32,18,14,.563,-12.08,-12.35,12,4,10,3,8,10,2621,2543,1290,903,2039,.443,241,759,.318,574,819,.701,424,1346,501,202,123,507,670,77.7,104.6,.402,.372,.540,52.1,55.5,8.1,8.9,.502,17.3,33.5,.282,-11.10,99.9,111.0,76.0,+.025,-13.16,97.6,110.8,-5.19
Binghamton,31,11,20,.355,-10.21,-6.28,2,14,7,7,3,12,2147,2181,1245,787,1775,.443,235,671,.350,338,528,.640,283,1066,376,170,131,381,522,67.9,101.6,.297,.378,.530,49.6,47.8,8.0,11.6,.510,15.8,26.0,.190,-12.50,97.5,110.0,66.0,-.061,-7.15,101.2,108.4,-8.50
Boise State,31,23,8,.742,11.67,3.14,13,5,15,1,6,5,2428,2133,1260,855,1838,.465,299,779,.384,419,567,.739,303,1189,415,173,68,415,552,70.5,109.4,.308,.424,.576,55.9,48.5,7.8,6.0,.547,16.5,29.0,.228,+13.15,110.6,97.5,68.3,+.011,+2.23,106.9,104.7,-1.55
Boston College,34,19,15,.559,9.68,7.33,7,11,14,3,2,10,2611,2531,1375,923,2039,.453,294,812,.362,471,637,.739,360,1262,485,171,108,432,551,70.2,108.2,.312,.398,.558,51.5,52.5,7.1,8.9,.525,15.6,29.5,.231,+10.05,113.2,103.2,70.0,+.004,+8.52,109.5,101.0,-7.07
Boston University,31,15,16,.484,-8.24,-5.74,10,8,6,7,9,9,2186,2226,1240,800,1730,.462,229,614,.373,357,559,.639,296,1044,420,229,103,427,531,68.8,102.5,.323,.355,.548,50.1,52.5,10.7,9.8,.529,17.6,28.6,.206,-8.52,100.3,108.9,67.4,+.057,-5.53,102.5,108.0,-2.37
Bowling Green State,32,16,16,.500,-6.26,-2.76,7,11,9,6,6,9,2429,2490,1305,827,1963,.421,241,690,.349,534,730,.732,372,1226,425,189,83,408,569,71.9,103.6,.372,.352,.526,51.2,51.4,8.1,6.7,.483,15.0,30.0,.272,-6.21,102.4,108.6,70.0,+.066,-2.48,104.1,106.6,-4.39
Bradley,33,20,13,.606,2.10,0.38,9,9,13,2,4,9,2223,2136,1320,768,1788,.430,217,614,.353,470,665,.707,359,1178,447,214,130,441,626,66.3,101.7,.372,.343,.528,51.8,58.2,9.8,12.6,.490,17.3,31.8,.263,+3.72,104.5,100.8,65.7,+.042,+1.09,105.1,104.0,-4.27
Brigham Young,34,24,10,.706,8.50,1.71,11,7,13,3,7,5,2517,2286,1375,885,1829,.484,219,622,.352,528,701,.753,232,1109,520,218,128,393,572,67.5,108.5,.383,.340,.582,51.3,58.8,9.4,11.0,.544,15.4,22.4,.289,+11.24,109.2,97.9,67.3,+.021,+1.13,107.1,106.0,-1.88
Brown,27,11,16,.407,-7.59,-4.47,4,10,8,5,3,11,2080,2133,1100,695,1631,.426,186,588,.316,504,667,.756,310,988,338,174,81,364,565,72.8,103.9,.409,.361,.534,50.7,48.6,8.7,8.1,.483,15.7,30.3,.309,-9.30,101.1,110.4,71.6,+.004,-5.42,102.8,108.3,-6.90
Bryant,31,3,28,.097,-18.32,-4.99,2,16,1,11,2,17,2169,2582,1245,771,1880,.410,259,754,.344,368,522,.705,312,1000,417,190,43,401,600,70.9,98.2,.278,.401,.510,44.7,54.1,8.6,3.9,.479,15.9,26.1,.196,-21.98,99.1,121.0,70.0,-.013,-4.97,102.4,107.4,+1.44
Bucknell,34,25,9,.735,4.27,-4.02,16,2,15,1,10,8,2759,2477,1380,942,1995,.472,269,784,.343,606,845,.717,317,1253,492,191,151,429,632,72.6,110.2,.424,.393,.576,51.1,52.2,7.6,10.6,.540,15.2,27.1,.304,+6.69,109.1,102.4,71.4,+.020,-4.99,102.8,107.8,+6.01
Buffalo,34,26,8,.765,7.62,-0.56,15,3,14,1,8,5,2883,2579,1295,986,2074,.475,314,849,.370,443,640,.692,382,1247,553,199,128,408,687,74.1,113.2,.302,.402,.572,51.7,55.1,8.5,10.5,.549,14.5,31.8,.210,+10.59,114.3,103.7,72.7,-.005,-0.94,104.8,105.8,+4.11
Butler,33,20,13,.606,16.44,10.11,9,9,14,3,3,7,2611,2402,1310,939,1989,.472,263,739,.356,402,523,.769,300,1100,448,219,94,357,587,69.9,110.7,.263,.372,.569,51.0,47.9,9.4,8.4,.538,13.8,27.1,.202,+17.83,115.7,97.9,67.8,-.037,+10.53,111.8,101.3,+0.24
Cal Poly,31,9,22,.290,-11.24,-1.51,4,12,7,6,1,13,2082,2302,1270,721,1817,.397,267,747,.357,373,478,.780,291,1034,372,154,122,366,564,66.6,98.4,.263,.411,.509,47.5,51.6,7.3,10.2,.470,15.2,25.8,.205,-14.62,98.7,113.3,66.1,+.051,-0.80,104.5,105.3,+0.94
Cal State Bakersfield,30,12,18,.400,-6.18,-0.33,5,9,8,4,3,12,1981,2068,1200,697,1670,.417,185,613,.302,402,579,.694,341,1067,387,182,87,416,597,67.5,97.9,.347,.367,.509,51.4,55.5,9.0,9.6,.473,17.6,32.2,.241,-6.16,98.0,104.2,65.2,-.024,+1.38,106.1,104.7,+5.18
Cal State Fullerton,31,20,11,.645,-0.53,-1.53,10,6,9,4,7,7,2270,2171,1170,742,1567,.474,155,453,.342,505,689,.733,260,1016,373,185,96,418,524,69.9,103.9,.436,.288,.563,51.4,50.4,9.1,8.5,.519,17.8,27.6,.320,+1.41,105.1,103.7,69.4,+.089,-1.20,103.9,105.1,+3.69
Cal State Northridge,30,6,24,.200,-13.18,-3.21,3,13,4,9,2,13,1983,2206,1215,731,1688,.433,186,515,.361,335,473,.708,247,940,364,149,74,365,533,66.4,98.3,.280,.305,.518,46.0,49.8,7.4,6.3,.488,16.0,24.0,.198,-16.10,97.2,113.3,65.7,-.047,-2.61,103.5,106.1,-3.04
Campbell,31,16,15,.516,-6.23,-7.01,10,8,12,4,4,10,2351,2191,1250,813,1708,.476,283,735,.385,442,594,.744,217,1004,445,205,123,376,533,68.8,109.4,.348,.430,.591,48.8,54.7,9.5,10.9,.559,15.9,22.2,.259,-5.37,104.9,110.3,67.8,-.069,-7.00,101.4,108.4,-7.87
Canisius,32,21,11,.656,0.78,-4.69,15,3,11,2,8,8,2441,2266,1280,878,1880,.467,297,845,.351,388,545,.712,327,1073,542,218,93,420,602,69.8,109.3,.290,.449,.571,50.1,61.7,9.8,8.2,.546,16.4,30.3,.206,+3.41,107.8,104.4,68.6,-.019,-4.54,103.0,107.5,-2.64
Central Arkansas,33,17,16,.515,-5.19,-5.94,10,8,9,4,7,11,2668,2596,1340,921,2025,.455,273,753,.363,553,751,.736,333,1193,532,220,166,453,658,74.5,106.9,.371,.372,.560,47.4,57.8,8.8,11.8,.522,16.0,27.0,.273,-3.72,106.1,109.8,72.6,-.014,-5.57,101.0,106.5,-1.67
Central Connecticut State,32,14,18,.438,-11.22,-7.19,7,11,8,4,6,14,2171,2300,1305,788,1740,.453,198,601,.329,397,568,.699,321,1130,396,161,107,473,549,66.3,100.3,.326,.345,.540,52.3,50.3,7.4,9.7,.510,19.1,31.1,.228,-12.83,98.3,111.1,64.4,+.066,-7.04,101.4,108.4,-3.70
Central Florida,32,19,13,.594,5.17,4.17,9,9,12,4,5,6,2007,1975,1245,671,1570,.427,170,518,.328,439,685,.641,294,1080,332,167,110,420,469,64.9,96.2,.431,.331,.512,50.5,49.1,8.1,9.4,.478,18.0,28.5,.277,+5.78,99.2,93.4,64.3,+.062,+2.93,107.1,104.2,-2.18
Central Michigan,33,19,14,.576,-1.11,-3.28,7,11,12,5,4,8,2572,2394,1345,861,1996,.431,312,929,.336,538,668,.805,373,1206,436,214,116,387,536,69.2,110.6,.335,.465,.556,50.6,50.6,9.2,9.9,.510,14.3,31.3,.270,+0.09,109.1,109.0,67.1,-.033,-3.55,103.5,107.1,-8.99
Charleston Southern,31,15,16,.484,-8.22,-6.22,9,9,9,6,6,10,2232,2133,1260,802,1793,.447,208,631,.330,420,581,.723,345,1071,368,224,106,408,517,67.5,105.0,.324,.352,.539,51.2,45.9,10.5,11.8,.505,16.5,31.6,.234,-7.33,99.8,107.1,66.3,-.019,-5.67,102.9,108.6,-0.94
Charlotte,29,6,23,.207,-10.44,-0.05,2,16,4,11,2,12,2066,2317,1165,706,1634,.432,198,563,.352,456,637,.716,269,990,319,165,65,428,524,72.2,98.2,.390,.345,.533,48.7,45.2,7.8,5.7,.493,18.1,26.3,.279,-13.31,99.4,112.7,71.1,-.024,-0.09,104.8,104.9,-2.93
Chattanooga,33,10,23,.303,-10.90,-3.87,3,15,8,8,1,14,2289,2424,1345,784,1804,.435,276,777,.355,445,626,.711,306,1069,421,166,67,461,507,67.3,101.1,.347,.431,.545,49.1,53.7,7.3,5.4,.511,18.0,27.1,.247,-12.49,99.6,112.1,65.4,-.024,-3.09,103.8,106.9,-2.06
Chicago State,32,3,29,.094,-21.28,1.42,1,13,3,8,0,19,2171,2756,1280,774,1896,.408,169,549,.308,454,627,.724,323,1041,367,232,81,483,697,73.9,91.8,.331,.290,.495,45.4,47.4,9.8,7.0,.453,18.0,26.7,.239,-22.35,97.0,119.3,72.0,-.063,+3.31,106.6,103.3,+6.23
Cincinnati,34,30,4,.882,20.86,3.54,16,2,15,1,9,2,2532,1943,1240,825,1810,.456,235,640,.367,460,663,.694,409,1213,500,235,174,362,494,66.4,112.1,.368,.352,.547,55.3,60.8,11.0,16.2,.516,14.4,38.2,.253,+26.97,113.2,86.2,64.6,-.004,+3.15,107.0,103.8,-4.17
Citadel,32,11,21,.344,-13.50,-2.81,5,13,7,8,3,12,2639,2819,1290,889,2148,.414,386,1133,.341,475,673,.706,374,1183,528,301,99,477,586,79.6,102.8,.313,.527,.535,46.1,59.4,11.7,8.2,.504,16.2,27.4,.221,-13.35,101.9,115.3,77.2,+.062,-2.35,104.0,106.4,+0.67
Clemson,32,23,9,.719,16.51,9.04,11,7,15,1,4,6,2345,2106,1250,792,1737,.456,261,701,.372,442,586,.754,278,1104,414,177,153,374,496,67.2,108.2,.341,.406,.565,51.5,52.2,8.4,13.3,.527,15.7,27.3,.258,+20.17,113.8,93.6,65.6,+.004,+9.65,110.8,101.2,-1.76
Cleveland State,35,12,23,.343,-10.77,-3.59,6,12,7,7,2,15,2402,2613,1410,853,1963,.435,294,863,.341,402,572,.703,270,1063,456,231,90,458,595,69.1,98.6,.291,.440,.537,44.4,53.5,9.5,7.3,.509,17.0,22.3,.205,-12.61,97.9,110.5,67.0,+.032,-3.86,103.1,107.0,-1.11
Coastal Carolina,32,14,18,.438,-3.64,-2.12,8,10,7,9,5,7,2298,2241,1290,787,1813,.434,218,660,.330,506,702,.721,388,1243,418,171,116,479,608,69.0,103.3,.387,.364,.535,54.2,53.1,7.7,11.5,.494,18.2,34.5,.279,-4.09,102.1,106.2,67.7,-.052,-1.90,104.1,106.0,+1.03
Colgate,32,19,13,.594,-4.87,-5.90,12,6,13,3,6,10,2326,2243,1280,809,1833,.441,299,827,.362,409,532,.769,287,1048,414,196,106,352,518,67.3,107.9,.290,.451,.558,49.3,51.2,9.1,10.0,.523,14.4,26.2,.223,-4.26,105.3,109.5,66.2,+.044,-6.77,101.9,108.7,-2.75
College of Charleston,33,26,7,.788,1.62,-3.80,14,4,14,0,7,6,2478,2269,1345,852,1854,.460,254,699,.363,520,685,.759,280,1089,377,171,119,318,540,65.7,112.2,.369,.377,.569,49.5,44.2,7.7,10.1,.528,12.7,25.9,.280,+4.75,109.9,105.1,64.6,+.049,-4.60,104.9,109.5,-7.40
Colorado,32,17,15,.531,6.54,7.47,8,10,12,3,1,10,2307,2337,1295,810,1840,.440,241,673,.358,446,612,.729,324,1198,409,140,122,451,619,69.5,102.5,.333,.366,.541,52.3,50.5,6.2,10.5,.506,17.5,29.3,.242,+5.53,105.4,99.9,67.7,+.068,+6.78,110.7,103.9,+0.36
Colorado State,32,11,21,.344,-3.58,4.07,4,14,8,8,3,10,2314,2537,1295,811,1941,.418,225,684,.329,467,651,.717,375,1200,409,190,102,426,624,71.4,100.0,.335,.352,.514,50.7,50.4,8.2,9.5,.476,15.9,30.7,.241,-5.53,103.0,108.5,69.5,+.037,+4.29,107.7,103.4,+1.50
Columbia,27,8,19,.296,-5.55,-2.93,5,9,7,5,1,14,2062,2085,1090,746,1686,.442,269,733,.367,301,407,.740,277,962,384,177,93,338,504,71.0,106.6,.241,.435,.549,49.0,51.5,9.2,10.4,.522,15.2,27.6,.179,-6.27,107.5,113.8,69.9,-.146,-3.45,103.2,106.6,-1.28
Connecticut,32,14,18,.438,1.48,6.45,7,11,11,5,2,9,2181,2340,1300,762,1832,.416,215,659,.326,442,593,.745,324,1096,334,190,119,403,592,67.3,99.7,.324,.360,.516,48.3,43.8,8.7,11.2,.475,16.0,28.7,.241,-0.29,105.3,105.6,66.9,+.075,+6.31,108.3,102.0,+5.17
Coppin State,32,5,27,.156,-20.76,-7.04,5,11,4,6,1,20,1945,2384,1305,657,1825,.360,265,870,.305,366,495,.739,273,1082,338,172,82,462,649,69.1,86.3,.271,.477,.472,44.8,51.4,7.6,7.0,.433,18.3,22.3,.201,-24.01,86.8,110.8,66.9,-.026,-6.98,101.3,108.3,+5.45
Cornell,28,12,16,.429,-8.65,-3.10,6,8,8,4,4,11,2124,2250,1110,724,1567,.462,211,622,.339,410,560,.732,228,936,437,140,94,364,486,70.7,104.6,.356,.396,.563,48.0,60.3,7.1,8.7,.529,16.6,24.2,.260,-9.06,104.8,113.8,69.1,+.057,-3.10,104.0,107.1,-1.75
Creighton,32,21,11,.656,16.89,8.05,10,8,16,2,4,7,2697,2375,1290,985,1982,.497,334,889,.376,393,526,.747,232,1161,576,181,85,358,480,73.0,114.5,.265,.449,.604,50.8,58.5,7.7,6.7,.581,13.8,21.9,.198,+17.24,116.5,99.2,70.8,-.018,+9.16,111.1,101.9,-3.88
Dartmouth,27,7,20,.259,-10.14,-3.84,3,11,6,6,1,14,1841,1970,1085,651,1454,.448,200,557,.359,339,475,.714,208,849,357,152,87,365,421,67.8,100.1,.327,.383,.548,48.5,54.8,8.3,9.4,.517,17.9,23.7,.233,-12.34,98.7,111.0,66.7,-.043,-3.64,103.9,107.5,-3.09
Davidson,32,21,11,.656,11.24,2.37,13,5,11,1,6,8,2446,2162,1175,800,1662,.481,309,804,.384,319,402,.794,203,967,489,141,58,284,442,65.1,116.0,.245,.482,.604,51.1,61.6,7.3,6.2,.577,13.1,22.5,.195,+15.00,117.5,102.5,64.1,-.051,+1.96,105.9,103.9,+1.80
Dayton,31,14,17,.452,1.85,2.91,8,10,12,4,1,10,2244,2277,1260,804,1671,.481,248,736,.337,388,531,.731,240,965,488,162,78,425,510,66.9,106.5,.318,.440,.583,49.7,60.7,7.7,7.3,.555,18.1,25.6,.232,+0.15,108.7,108.6,66.1,-.004,+1.74,106.1,104.4,+1.75
DePaul,31,11,20,.355,6.64,8.55,4,14,6,10,4,7,2230,2289,1245,819,1912,.428,194,626,.310,398,562,.708,383,1160,465,200,94,430,553,71.2,100.6,.294,.327,.512,51.7,56.8,9.0,9.2,.479,16.5,33.0,.208,+6.70,104.7,98.0,69.7,-.103,+9.73,111.5,101.8,-4.08
Delaware,33,14,19,.424,-6.86,-2.89,6,12,7,8,4,10,2338,2428,1330,859,1880,.457,192,584,.329,428,657,.651,314,1150,386,164,75,354,554,67.0,105.0,.349,.311,.533,50.2,44.9,7.4,6.4,.508,13.9,27.2,.228,-7.72,102.2,109.9,65.8,+.015,-2.44,105.5,107.9,-3.17
Delaware State,32,4,28,.125,-24.43,-9.16,2,14,4,9,0,18,2034,2458,1300,742,1781,.417,192,591,.325,358,516,.694,337,1066,348,189,83,489,560,66.9,93.5,.290,.332,.502,48.2,46.9,8.7,8.2,.471,19.4,30.2,.201,-28.02,90.6,118.6,64.8,-.094,-9.07,100.1,109.2,+1.47
Denver,30,15,15,.500,-4.85,-2.17,8,6,10,4,3,9,2192,2189,1220,803,1700,.472,211,527,.400,375,540,.694,311,1108,452,129,72,451,561,68.8,104.5,.318,.310,.560,54.4,56.3,6.2,7.4,.534,18.7,31.4,.221,-3.95,103.0,107.0,66.4,+.026,-1.57,105.2,106.8,-3.00
Detroit Mercy,32,8,24,.250,-12.45,-2.05,4,14,5,11,2,11,2516,2743,1285,883,2031,.435,281,815,.345,469,621,.755,334,1114,437,212,88,435,648,75.4,103.8,.306,.401,.541,47.5,49.5,8.7,7.1,.504,15.8,27.6,.231,-14.67,102.6,117.3,72.3,-.011,-2.27,103.9,106.2,+5.02
Drake,32,16,16,.500,-0.22,0.88,10,8,10,3,4,10,2354,2341,1305,812,1848,.439,278,752,.370,452,586,.771,259,1075,481,188,79,383,497,68.9,104.7,.317,.407,.554,48.3,59.2,8.4,6.6,.515,15.3,23.4,.245,+0.98,106.3,105.3,68.1,+.024,+1.99,105.6,103.6,+0.05
Drexel,33,13,20,.394,-7.09,-2.37,6,12,9,5,2,11,2454,2591,1340,880,1994,.441,227,699,.325,467,646,.723,369,1197,380,176,138,409,583,70.2,104.4,.324,.351,.533,49.9,43.2,7.5,10.0,.498,15.1,30.6,.234,-7.87,103.2,111.0,68.9,+.064,-2.04,105.9,107.9,-2.17
Duke,33,26,7,.788,25.00,9.91,13,5,15,1,6,5,2795,2297,1285,986,1990,.495,268,702,.382,486,690,.704,435,1339,565,240,170,398,500,71.0,118.8,.349,.355,.587,56.2,57.3,10.5,13.2,.560,14.9,39.3,.247,+29.04,122.6,93.6,69.9,-.029,+10.80,110.9,100.1,+4.63
Duquesne,32,16,16,.500,-0.85,-3.10,7,11,13,6,2,7,2317,2245,1310,801,1874,.427,261,745,.350,454,663,.685,387,1149,382,186,140,383,598,66.5,106.4,.354,.398,.529,51.2,47.7,8.5,11.7,.497,14.9,33.0,.242,-3.51,105.0,108.5,66.2,-.059,-5.85,101.8,107.6,-16.63
East Carolina,30,10,20,.333,-8.45,0.05,4,14,8,11,2,8,1993,2248,1215,741,1723,.430,182,597,.305,329,494,.666,292,1015,388,148,93,431,530,68.8,95.3,.287,.346,.509,47.8,52.4,7.1,7.9,.483,18.0,27.8,.191,-12.72,97.1,109.9,68.6,+.026,-2.14,103.3,105.5,-16.24
East Tennessee State,34,25,9,.735,3.95,-3.86,14,4,12,4,11,4,2556,2241,1360,926,1957,.473,244,711,.343,460,648,.710,352,1265,500,265,146,454,613,69.7,107.8,.331,.363,.564,52.9,54.0,11.2,12.7,.536,16.7,31.2,.235,+7.57,105.6,98.1,67.5,-.000,-3.85,104.1,107.9,-1.40
Eastern Illinois,31,12,19,.387,-8.17,-3.24,7,11,7,6,4,12,2065,2120,1245,732,1726,.424,224,627,.357,377,551,.684,331,1064,392,182,138,417,509,66.4,99.9,.319,.363,.519,49.9,53.6,8.8,13.1,.489,17.3,30.3,.218,-8.17,99.3,107.5,65.5,+.009,-2.19,103.8,106.0,+2.15
Eastern Kentucky,31,11,20,.355,-10.46,-3.57,5,13,6,7,5,12,2230,2371,1245,778,1779,.437,226,638,.354,448,600,.747,290,1023,405,193,113,401,542,70.0,102.4,.337,.359,.540,48.1,52.1,8.9,9.9,.501,16.3,27.1,.252,-11.05,102.0,113.0,68.4,+.017,-2.33,103.6,105.9,+1.24
Eastern Michigan,33,21,12,.636,-0.14,-2.52,11,7,13,3,7,8,2364,2205,1295,848,1805,.470,204,616,.331,401,578,.694,317,1104,412,284,198,414,520,67.1,105.6,.310,.340,.550,49.7,48.1,13.0,18.4,.524,16.4,30.1,.215,+2.17,103.4,101.2,64.5,+.004,-2.22,105.7,107.9,-2.10
Eastern Washington,34,20,14,.588,0.77,-1.48,13,5,11,1,6,11,2554,2433,1290,853,1839,.464,292,771,.379,409,534,.766,239,1087,415,167,103,370,614,68.9,108.2,.287,.411,.577,50.0,47.3,7.5,8.1,.546,15.0,22.6,.219,+2.89,107.7,104.8,66.5,-.004,+0.57,106.0,105.4,+6.79
