Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Northern Iowa,Texas A&M,88,92,0,34,22,12,.647,8.22,3.58,11,7,11,3,6,8,2312,2139,1365,801,1752,.457,278,742,.375,432,574,.753,185,1022,406,193,88,330,515,63.7,106.3,.328,.424,.571,46.9,50.7,8.9,7.7,.537,14.1,17.9,.247,.7317,106.0,97.1,62.9,+.017,.5886,104.1,100.9,.6636,34,26,8,.765,19.09,8.71,13,5,17,1,5,5,2581,2228,1370,906,2016,.449,261,745,.350,508,755,.673,436,1323,573,235,128,400,614,68.2,110.5,.375,.370,.543,52.6,63.2,10.1,11.0,.514,14.6,35.0,.252,.8909,112.6,93.8,67.4,+.002,.6724,107.7,101.1,.5559
Virginia Commonwealth,Oklahoma,81,85,0,34,24,10,.706,13.74,3.83,14,4,15,2,7,4,2625,2288,1370,953,2116,.450,247,694,.356,472,684,.690,425,1270,486,299,130,385,665,69.8,109.9,.323,.328,.538,51.9,51.0,12.5,10.0,.509,13.7,33.3,.223,.8213,108.7,95.2,69.9,-.065,.5498,105.4,103.6,.4976,32,25,7,.781,20.91,10.94,12,6,14,1,7,5,2573,2254,1295,884,1928,.459,334,784,.426,471,647,.728,342,1242,465,221,167,413,538,71.3,111.5,.336,.407,.576,51.6,52.6,9.6,12.7,.545,15.7,30.5,.244,.9203,115.4,93.3,70.8,+.008,.7598,109.7,99.3,.5412
Oregon,Duke,82,68,1,34,28,6,.824,18.14,8.99,14,4,18,0,5,5,2680,2350,1365,933,1997,.467,234,670,.349,580,812,.714,398,1229,464,259,201,392,608,69.7,112.7,.407,.336,.562,52.3,49.7,10.9,15.5,.526,14.3,34.8,.290,.9120,119.3,97.4,68.7,+.035,.7016,107.1,99.4,.5166,33,23,10,.697,20.06,10.67,11,7,15,3,5,4,2688,2378,1330,905,1973,.459,306,791,.387,572,792,.722,404,1198,443,212,136,323,548,68.3,118.4,.401,.401,.572,49.9,49.0,9.3,9.4,.536,12.2,34.0,.290,.8751,119.3,100.7,68.5,-.039,.7251,109.8,100.9,.5736
Oklahoma,Texas A&M,77,63,1,32,25,7,.781,20.91,10.94,12,6,14,1,7,5,2573,2254,1295,884,1928,.459,334,784,.426,471,647,.728,342,1242,465,221,167,413,538,71.3,111.5,.336,.407,.576,51.6,52.6,9.6,12.7,.545,15.7,30.5,.244,.9203,115.4,93.3,70.8,+.008,.7598,109.7,99.3,.5412,34,26,8,.765,19.09,8.71,13,5,17,1,5,5,2581,2228,1370,906,2016,.449,261,745,.350,508,755,.673,436,1323,573,235,128,400,614,68.2,110.5,.375,.370,.543,52.6,63.2,10.1,11.0,.514,14.6,35.0,.252,.8909,112.6,93.8,67.4,+.002,.6724,107.7,101.1,.5559
Oklahoma,Oregon,80,68,1,32,25,7,.781,20.91,10.94,12,6,14,1,7,5,2573,2254,1295,884,1928,.459,334,784,.426,471,647,.728,342,1242,465,221,167,413,538,71.3,111.5,.336,.407,.576,51.6,52.6,9.6,12.7,.545,15.7,30.5,.244,.9203,115.4,93.3,70.8,+.008,.7598,109.7,99.3,.5412,34,28,6,.824,18.14,8.99,14,4,18,0,5,5,2680,2350,1365,933,1997,.467,234,670,.349,580,812,.714,398,1229,464,259,201,392,608,69.7,112.7,.407,.336,.562,52.3,49.7,10.9,15.5,.526,14.3,34.8,.290,.9120,119.3,97.4,68.7,+.035,.7016,107.1,99.4,.5166
Hampton,Virginia,45,81,0,31,21,10,.677,-8.20,-9.10,13,3,9,2,8,7,2318,2289,1265,793,1911,.415,203,659,.308,529,805,.657,437,1291,377,168,117,432,638,72.1,101.7,.421,.345,.505,53.3,47.5,7.4,9.3,.468,16.0,35.0,.277,.3600,99.8,105.0,72.2,+.147,.2987,98.9,106.6,.5828,33,26,7,.788,22.06,11.36,13,5,15,0,5,6,2322,1969,1325,849,1744,.487,198,490,.404,426,565,.754,296,1053,473,181,97,309,540,61.1,114.7,.324,.281,.577,53.0,55.7,8.9,9.5,.544,13.4,30.6,.244,.9482,118.4,91.9,61.4,-.043,.7550,109.8,99.5,.6094
Butler,Texas Tech,71,61,1,31,21,10,.677,16.23,6.81,10,8,13,3,5,5,2498,2206,1245,868,1864,.466,220,569,.387,542,741,.731,354,1132,445,210,104,320,615,70.2,114.3,.398,.305,.564,52.6,51.3,9.6,9.3,.525,12.7,32.9,.291,.8164,115.8,101.7,68.9,-.004,.6412,106.0,100.8,.4158,31,19,12,.613,13.20,10.65,9,9,14,3,3,7,2244,2165,1255,760,1700,.447,178,516,.345,546,732,.746,320,1058,404,182,130,368,573,66.7,107.3,.431,.304,.548,50.3,53.2,8.7,11.8,.499,15.4,31.7,.321,.8099,113.5,100.1,66.7,+.036,.7387,108.6,99.3,.4946
Purdue,Little Rock,83,85,0,34,26,8,.765,21.02,7.87,12,6,17,1,5,5,2643,2196,1365,934,1980,.472,259,703,.368,516,695,.742,397,1391,598,145,158,401,584,67.8,114.3,.351,.355,.572,57.5,64.0,6.3,11.6,.537,14.9,35.3,.261,.9086,115.4,94.5,68.3,-.031,.6577,107.5,101.6,.4259,33,29,4,.879,7.02,-2.91,17,3,14,0,12,4,2341,1968,1325,836,1827,.458,249,641,.388,420,572,.734,302,1118,433,216,105,345,604,64.5,109.5,.313,.351,.558,50.2,51.8,10.1,10.1,.526,14.2,28.2,.230,.8001,108.5,96.1,64.0,+.032,.4611,102.6,104.0,.4964
Iona,Iowa State,81,94,0,32,22,10,.688,3.99,-1.95,16,4,11,2,8,6,2547,2357,1285,888,1947,.456,320,860,.372,451,633,.712,339,1181,539,242,132,408,622,72.3,109.7,.325,.442,.567,49.6,60.7,10.4,10.7,.538,15.5,29.4,.232,.7154,109.9,101.5,72.2,-.002,.4624,102.8,104.2,.6362,32,21,11,.656,17.60,10.73,10,8,14,2,4,7,2619,2399,1295,998,1990,.502,265,697,.380,358,507,.706,291,1154,529,197,135,371,496,71.6,112.9,.255,.350,.587,49.9,53.0,8.5,10.1,.568,14.4,27.2,.180,.8923,120.5,100.3,71.9,-.070,.7457,108.0,98.4,.5192
Seton Hall,Gonzaga,52,68,0,33,25,8,.758,14.77,7.71,12,6,13,3,7,4,2470,2237,1325,872,1937,.450,202,573,.353,524,787,.666,425,1321,447,240,154,455,616,70.6,105.6,.406,.296,.534,52.8,51.3,10.3,11.7,.502,16.6,35.1,.271,.8709,110.8,93.9,70.3,+.008,.6726,106.3,99.8,.4411,33,26,7,.788,16.26,3.51,15,3,11,4,9,2,2630,2186,1325,929,1909,.487,258,681,.379,514,676,.760,350,1307,457,166,98,369,577,68.1,116.6,.354,.357,.590,55.1,49.2,7.4,7.4,.554,14.3,32.3,.269,.8583,114.5,97.9,68.0,-.025,.5462,105.5,103.8,.6283
Fresno State,Utah,69,80,0,34,25,9,.735,5.25,1.78,13,5,16,2,6,7,2561,2395,1380,900,2073,.434,212,620,.342,549,793,.692,404,1278,458,280,135,361,741,70.1,105.9,.383,.299,.523,50.8,50.9,11.6,11.9,.485,13.0,31.4,.265,.6647,106.4,100.2,69.7,+.088,.5200,103.6,102.9,.4573,34,26,8,.765,16.55,9.06,13,5,16,1,5,5,2639,2351,1380,928,1898,.489,259,713,.363,524,734,.714,328,1273,532,183,145,414,524,67.7,113.0,.387,.376,.587,53.1,57.3,7.8,10.2,.557,15.7,30.1,.276,.8546,113.7,97.5,66.5,+.110,.7033,107.9,100.1,.5204
Syracuse,Dayton,70,51,1,32,19,13,.594,13.58,9.08,9,9,13,4,3,7,2247,2103,1295,766,1794,.427,280,776,.361,435,637,.683,378,1129,445,259,128,385,530,65.0,106.7,.355,.433,.536,48.9,58.1,12.3,11.7,.505,15.7,33.0,.242,.8111,109.4,96.4,65.7,-.047,.6934,108.7,101.3,.4942,32,25,7,.781,12.10,4.72,14,4,14,3,8,2,2342,2106,1295,818,1780,.460,215,621,.346,491,730,.673,317,1237,469,189,142,416,610,68.7,105.3,.410,.349,.551,53.7,57.3,8.5,12.3,.520,16.5,28.9,.276,.7734,104.5,93.9,68.8,+.077,.5697,105.7,103.1,.5536
Michigan State,Middle Tennessee,81,90,0,34,29,5,.853,23.81,7.43,13,5,14,2,7,3,2712,2155,1370,979,2024,.484,310,715,.434,444,608,.730,419,1424,699,150,175,400,649,66.9,118.4,.300,.353,.586,58.1,71.4,6.6,13.2,.560,14.9,37.2,.219,.9458,121.5,94.7,67.4,-.004,.6526,105.8,100.2,.4796,33,24,9,.727,2.26,-1.84,13,5,11,3,8,6,2399,2254,1325,857,1902,.451,260,673,.386,425,689,.617,341,1220,431,205,116,396,672,69.3,104.5,.362,.354,.538,51.6,50.3,8.9,9.8,.519,15.2,28.7,.223,.5929,102.2,98.9,68.4,+.058,.4445,103.8,105.8,.5482
Butler,Virginia,69,77,0,31,21,10,.677,16.23,6.81,10,8,13,3,5,5,2498,2206,1245,868,1864,.466,220,569,.387,542,741,.731,354,1132,445,210,104,320,615,70.2,114.3,.398,.305,.564,52.6,51.3,9.6,9.3,.525,12.7,32.9,.291,.8164,115.8,101.7,68.9,-.004,.6412,106.0,100.8,.4158,33,26,7,.788,22.06,11.36,13,5,15,0,5,6,2322,1969,1325,849,1744,.487,198,490,.404,426,565,.754,296,1053,473,181,97,309,540,61.1,114.7,.324,.281,.577,53.0,55.7,8.9,9.5,.544,13.4,30.6,.244,.9482,118.4,91.9,61.4,-.043,.7550,109.8,99.5,.6094
Iowa State,Little Rock,78,61,1,32,21,11,.656,17.60,10.73,10,8,14,2,4,7,2619,2399,1295,998,1990,.502,265,697,.380,358,507,.706,291,1154,529,197,135,371,496,71.6,112.9,.255,.350,.587,49.9,53.0,8.5,10.1,.568,14.4,27.2,.180,.8923,120.5,100.3,71.9,-.070,.7457,108.0,98.4,.5192,33,29,4,.879,7.02,-2.91,17,3,14,0,12,4,2341,1968,1325,836,1827,.458,249,641,.388,420,572,.734,302,1118,433,216,105,345,604,64.5,109.5,.313,.351,.558,50.2,51.8,10.1,10.1,.526,14.2,28.2,.230,.8001,108.5,96.1,64.0,+.032,.4611,102.6,104.0,.4964
Gonzaga,Utah,82,59,1,33,26,7,.788,16.26,3.51,15,3,11,4,9,2,2630,2186,1325,929,1909,.487,258,681,.379,514,676,.760,350,1307,457,166,98,369,577,68.1,116.6,.354,.357,.590,55.1,49.2,7.4,7.4,.554,14.3,32.3,.269,.8583,114.5,97.9,68.0,-.025,.5462,105.5,103.8,.6283,34,26,8,.765,16.55,9.06,13,5,16,1,5,5,2639,2351,1380,928,1898,.489,259,713,.363,524,734,.714,328,1273,532,183,145,414,524,67.7,113.0,.387,.376,.587,53.1,57.3,7.8,10.2,.557,15.7,30.1,.276,.8546,113.7,97.5,66.5,+.110,.7033,107.9,100.1,.5204
Middle Tennessee,Syracuse,50,75,0,33,24,9,.727,2.26,-1.84,13,5,11,3,8,6,2399,2254,1325,857,1902,.451,260,673,.386,425,689,.617,341,1220,431,205,116,396,672,69.3,104.5,.362,.354,.538,51.6,50.3,8.9,9.8,.519,15.2,28.7,.223,.5929,102.2,98.9,68.4,+.058,.4445,103.8,105.8,.5482,32,19,13,.594,13.58,9.08,9,9,13,4,3,7,2247,2103,1295,766,1794,.427,280,776,.361,435,637,.683,378,1129,445,259,128,385,530,65.0,106.7,.355,.433,.536,48.9,58.1,12.3,11.7,.505,15.7,33.0,.242,.8111,109.4,96.4,65.7,-.047,.6934,108.7,101.3,.4942
Iowa State,Virginia,71,84,0,32,21,11,.656,17.60,10.73,10,8,14,2,4,7,2619,2399,1295,998,1990,.502,265,697,.380,358,507,.706,291,1154,529,197,135,371,496,71.6,112.9,.255,.350,.587,49.9,53.0,8.5,10.1,.568,14.4,27.2,.180,.8923,120.5,100.3,71.9,-.070,.7457,108.0,98.4,.5192,33,26,7,.788,22.06,11.36,13,5,15,0,5,6,2322,1969,1325,849,1744,.487,198,490,.404,426,565,.754,296,1053,473,181,97,309,540,61.1,114.7,.324,.281,.577,53.0,55.7,8.9,9.5,.544,13.4,30.6,.244,.9482,118.4,91.9,61.4,-.043,.7550,109.8,99.5,.6094
Gonzaga,Syracuse,60,63,0,33,26,7,.788,16.26,3.51,15,3,11,4,9,2,2630,2186,1325,929,1909,.487,258,681,.379,514,676,.760,350,1307,457,166,98,369,577,68.1,116.6,.354,.357,.590,55.1,49.2,7.4,7.4,.554,14.3,32.3,.269,.8583,114.5,97.9,68.0,-.025,.5462,105.5,103.8,.6283,32,19,13,.594,13.58,9.08,9,9,13,4,3,7,2247,2103,1295,766,1794,.427,280,776,.361,435,637,.683,378,1129,445,259,128,385,530,65.0,106.7,.355,.433,.536,48.9,58.1,12.3,11.7,.505,15.7,33.0,.242,.8111,109.4,96.4,65.7,-.047,.6934,108.7,101.3,.4942
Syracuse,Virginia,68,62,1,32,19,13,.594,13.58,9.08,9,9,13,4,3,7,2247,2103,1295,766,1794,.427,280,776,.361,435,637,.683,378,1129,445,259,128,385,530,65.0,106.7,.355,.433,.536,48.9,58.1,12.3,11.7,.505,15.7,33.0,.242,.8111,109.4,96.4,65.7,-.047,.6934,108.7,101.3,.4942,33,26,7,.788,22.06,11.36,13,5,15,0,5,6,2322,1969,1325,849,1744,.487,198,490,.404,426,565,.754,296,1053,473,181,97,309,540,61.1,114.7,.324,.281,.577,53.0,55.7,8.9,9.5,.544,13.4,30.6,.244,.9482,118.4,91.9,61.4,-.043,.7550,109.8,99.5,.6094
Austin Peay,Kansas,79,105,0,35,18,17,.514,-5.91,-3.55,7,9,7,7,7,9,2661,2660,1420,920,1988,.463,219,630,.348,602,899,.670,407,1289,473,242,101,489,610,70.3,106.6,.452,.317,.551,51.9,51.4,9.7,8.0,.518,17.0,32.9,.303,.3864,104.5,108.8,70.4,+.058,.4311,104.2,106.7,.5366,34,30,4,.882,24.41,11.72,15,3,16,0,7,3,2773,2303,1380,976,1974,.494,283,664,.426,538,762,.706,361,1283,542,232,139,425,640,69.6,115.5,.386,.336,.594,53.5,55.5,9.7,10.5,.566,15.5,32.5,.273,.9505,119.0,92.0,69.7,+.062,.7638,109.6,99.0,.5788
Connecticut,Colorado,74,67,1,34,24,10,.706,16.14,5.81,11,7,14,3,6,4,2496,2145,1380,900,1958,.460,239,660,.362,457,581,.787,322,1239,470,195,170,374,612,66.1,109.5,.297,.337,.559,51.5,52.2,8.6,13.9,.521,14.5,29.1,.233,.8684,110.4,93.7,66.3,-.040,.6097,105.5,101.5,.4650,33,22,11,.667,12.60,7.85,10,8,16,1,4,7,2509,2333,1330,842,1978,.426,250,637,.392,575,778,.739,436,1399,453,172,164,439,616,70.8,106.6,.393,.322,.534,55.9,53.8,7.3,11.7,.489,15.9,35.5,.291,.7780,106.5,95.5,69.8,+.026,.6641,108.1,101.8,.4442
South Dakota State,Maryland,74,79,0,33,26,7,.788,5.47,-1.56,12,4,13,0,8,7,2517,2237,1320,853,1891,.451,245,686,.357,566,766,.739,370,1251,373,164,82,386,651,68.8,110.8,.405,.363,.558,53.8,43.7,7.2,6.6,.516,14.8,32.6,.299,.7183,109.1,100.5,68.9,+.015,.4920,103.4,103.7,.5650,33,25,8,.758,17.40,8.27,12,6,16,1,4,6,2510,2187,1325,876,1793,.489,252,673,.374,506,667,.759,304,1195,461,193,177,431,547,67.2,112.7,.372,.375,.595,52.6,52.6,8.7,14.0,.559,17.1,29.8,.282,.8736,113.9,96.3,68.0,+.006,.6802,107.3,100.5,.4748
University of California,Hawaii,66,77,0,33,23,10,.697,16.35,8.26,12,6,18,0,4,7,2479,2212,1335,867,1875,.462,233,632,.369,512,780,.656,370,1312,424,136,158,399,682,68.1,109.1,.416,.337,.552,54.5,48.9,6.0,11.1,.525,15.2,32.4,.273,.8760,111.2,93.8,68.8,-.051,.6749,108.1,101.5,.4556,32,27,5,.844,8.90,-1.90,13,3,16,3,7,2,2483,2128,1285,843,1824,.462,230,704,.327,567,833,.681,342,1198,504,252,120,416,648,71.4,108.2,.457,.386,.559,53.3,59.8,11.0,10.2,.525,16.0,31.6,.311,.7649,107.0,96.5,71.2,+.009,.4080,100.8,104.2,.2989
Wichita State,Arizona,65,55,1,32,24,8,.750,16.61,2.90,16,2,14,1,9,3,2343,1896,1290,801,1846,.434,234,710,.330,507,710,.714,373,1199,460,231,118,316,644,66.0,110.0,.385,.385,.537,53.3,57.4,10.8,11.9,.497,12.8,32.0,.275,.9145,108.9,88.6,67.1,-.078,.5547,102.5,100.5,.6535,33,25,8,.758,19.48,7.27,12,6,17,1,5,5,2680,2277,1350,926,1922,.482,215,562,.383,613,848,.723,384,1329,478,162,158,421,599,69.9,113.6,.441,.292,.576,56.5,51.6,6.9,11.4,.538,15.5,35.0,.319,.8923,116.0,96.5,69.2,-.033,.6301,106.2,101.4,.3888
Miami (FL),Buffalo,79,72,1,32,25,7,.781,19.32,10.51,13,5,15,1,6,5,2420,2138,1285,837,1756,.477,219,599,.366,527,702,.751,307,1120,410,194,116,343,530,66.3,113.7,.400,.341,.579,51.9,49.0,9.1,9.0,.539,14.2,30.2,.300,.8973,117.2,97.1,66.8,+.054,.7341,109.5,100.3,.5417,34,20,14,.588,1.29,0.62,10,8,10,5,5,9,2637,2555,1370,892,2037,.438,253,750,.337,600,845,.710,418,1332,433,236,123,465,722,72.6,106.1,.415,.368,.541,52.0,48.5,9.5,9.4,.500,16.2,32.7,.295,.5683,105.1,102.6,73.0,+.055,.5268,105.6,104.6,.5568
Temple,Iowa,70,72,0,32,21,11,.656,7.64,6.42,14,4,11,3,8,4,2197,2158,1300,792,1955,.405,251,739,.340,362,529,.684,357,1175,433,171,100,289,514,65.9,102.6,.271,.378,.498,49.0,54.7,8.0,7.8,.469,11.7,29.0,.185,.7034,105.1,97.5,66.9,+.113,.6319,106.0,101.1,.5674,31,21,10,.677,18.05,8.66,12,6,13,2,6,5,2421,2130,1245,855,1898,.450,255,667,.382,456,634,.719,369,1190,496,211,148,322,504,69.3,112.3,.334,.351,.550,50.9,58.0,9.8,12.7,.518,12.9,32.3,.240,.8852,114.5,95.9,69.9,-.099,.6894,108.3,101.1,.5283
Villanova,North Carolina-Asheville,86,56,1,34,29,5,.853,21.65,8.39,16,2,15,1,10,2,2617,2166,1365,905,1936,.467,291,847,.344,516,664,.777,315,1211,549,229,116,377,596,67.7,113.3,.343,.438,.581,51.4,60.7,9.9,9.7,.543,14.5,28.6,.267,.9363,117.4,92.9,67.4,+.012,.6898,107.7,100.5,.5867,33,22,11,.667,1.65,-3.81,12,6,11,3,6,7,2496,2227,1330,877,1916,.458,190,586,.324,552,795,.694,384,1246,411,307,110,430,575,70.6,106.3,.415,.306,.544,51.5,46.9,13.1,9.0,.507,16.0,31.9,.288,.6162,102.5,98.3,71.1,-.045,.4033,102.8,106.4,.5920
