Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Bucknell,Michigan State,78,82,0,34,25,9,.735,4.27,-4.02,16,2,15,1,10,8,2759,2477,1380,942,1995,.472,269,784,.343,606,845,.717,317,1253,492,191,151,429,632,72.6,110.2,.424,.393,.576,51.1,52.2,7.6,10.6,.540,15.2,27.1,.304,+6.69,109.1,102.4,71.4,+.020,-4.99,102.8,107.8,+6.01,33,29,4,.879,23.46,7.28,16,2,16,1,8,1,2672,2138,1325,943,1872,.504,277,671,.413,509,678,.751,365,1348,638,135,243,435,596,68.3,118.1,.362,.358,.609,57.4,67.7,6.0,18.8,.578,16.5,36.2,.272,+26.31,120.0,93.7,67.1,+.048,+6.44,109.0,102.6,-4.77
Oklahoma,Rhode Island,78,83,0,31,18,13,.581,14.41,10.89,8,10,13,2,2,9,2640,2531,1250,925,1993,.464,296,815,.363,494,660,.748,321,1175,467,204,146,414,533,76.7,110.1,.331,.409,.572,49.5,50.5,8.5,11.1,.538,15.2,28.0,.248,+14.45,115.2,100.7,75.7,+.005,+11.98,111.8,99.9,+2.25,32,25,7,.781,12.18,3.90,15,3,15,1,7,4,2438,2173,1165,822,1774,.463,185,547,.338,386,539,.716,323,985,439,227,104,313,558,69.2,109.7,.305,.318,.544,50.5,54.4,10.8,9.5,.515,13.3,31.0,.216,+14.45,111.8,97.3,68.6,+.037,+2.75,107.4,104.7,+4.10
Iona,Duke,67,89,0,33,20,13,.606,0.96,-2.74,11,7,8,3,7,8,2635,2513,1345,931,2016,.462,319,822,.388,452,612,.739,282,1117,526,224,101,385,571,71.6,109.5,.304,.408,.571,47.4,56.5,9.3,7.7,.541,14.3,24.4,.224,+2.78,110.2,107.4,70.6,-.022,-2.49,103.2,105.7,+2.20,33,26,7,.788,25.00,9.91,13,5,15,1,6,5,2795,2297,1285,986,1990,.495,268,702,.382,486,690,.704,435,1339,565,240,170,398,500,71.0,118.8,.349,.355,.587,56.2,57.3,10.5,13.2,.560,14.9,39.3,.247,+29.04,122.6,93.6,69.9,-.029,+10.80,110.9,100.1,+4.63
Seton Hall,Kansas,79,83,0,32,21,11,.656,15.49,9.81,10,8,14,3,5,6,2528,2346,1290,914,1950,.469,233,640,.364,467,674,.693,385,1223,506,201,112,410,567,71.1,110.2,.346,.328,.557,53.0,55.4,8.8,9.2,.528,15.3,33.7,.239,+17.29,116.3,99.1,69.3,-.020,+9.52,110.4,100.9,+0.33,34,27,7,.794,22.01,11.45,13,5,14,3,8,3,2771,2412,1280,964,1943,.496,319,802,.398,360,514,.700,310,1133,545,211,137,374,494,70.1,116.2,.262,.416,.599,50.0,56.4,9.4,11.0,.581,14.6,29.1,.184,+23.26,121.0,97.7,68.3,+.060,+11.49,111.7,100.2,+3.64
Auburn,Clemson,53,84,0,32,25,7,.781,17.53,7.47,13,5,15,1,7,4,2668,2346,1240,848,1915,.443,304,819,.371,605,767,.789,378,1189,455,231,169,383,610,73.5,113.4,.399,.431,.567,52.2,53.2,10.1,15.5,.518,14.3,32.9,.314,+20.71,118.2,97.5,72.2,-.012,+7.60,109.1,101.5,-1.62,32,23,9,.719,16.51,9.04,11,7,15,1,4,6,2345,2106,1250,792,1737,.456,261,701,.372,442,586,.754,278,1104,414,177,153,374,496,67.2,108.2,.341,.406,.565,51.5,52.2,8.4,13.3,.527,15.7,27.3,.258,+20.17,113.8,93.6,65.6,+.004,+9.65,110.8,101.2,-1.76
Syracuse,Michigan State,55,53,1,33,20,13,.606,12.25,9.25,8,10,14,5,4,6,2229,2130,1340,751,1796,.418,193,601,.321,534,722,.740,399,1233,362,239,183,414,538,64.6,103.0,.402,.335,.521,53.2,48.2,11.0,17.8,.472,16.2,35.1,.297,+13.49,107.7,94.2,63.3,+.007,+8.61,110.8,102.2,-0.22,33,29,4,.879,23.46,7.28,16,2,16,1,8,1,2672,2138,1325,943,1872,.504,277,671,.413,509,678,.751,365,1348,638,135,243,435,596,68.3,118.1,.362,.358,.609,57.4,67.7,6.0,18.8,.578,16.5,36.2,.272,+26.31,120.0,93.7,67.1,+.048,+6.44,109.0,102.6,-4.77
Rhode Island,Duke,62,87,0,32,25,7,.781,12.18,3.90,15,3,15,1,7,4,2438,2173,1165,822,1774,.463,185,547,.338,386,539,.716,323,985,439,227,104,313,558,69.2,109.7,.305,.318,.544,50.5,54.4,10.8,9.5,.515,13.3,31.0,.216,+14.45,111.8,97.3,68.6,+.037,+2.75,107.4,104.7,+4.10,33,26,7,.788,25.00,9.91,13,5,15,1,6,5,2795,2297,1285,986,1990,.495,268,702,.382,486,690,.704,435,1339,565,240,170,398,500,71.0,118.8,.349,.355,.587,56.2,57.3,10.5,13.2,.560,14.9,39.3,.247,+29.04,122.6,93.6,69.9,-.029,+10.80,110.9,100.1,+4.63
Kansas,Clemson,80,76,1,34,27,7,.794,22.01,11.45,13,5,14,3,8,3,2771,2412,1280,964,1943,.496,319,802,.398,360,514,.700,310,1133,545,211,137,374,494,70.1,116.2,.262,.416,.599,50.0,56.4,9.4,11.0,.581,14.6,29.1,.184,+23.26,121.0,97.7,68.3,+.060,+11.49,111.7,100.2,+3.64,32,23,9,.719,16.51,9.04,11,7,15,1,4,6,2345,2106,1250,792,1737,.456,261,701,.372,442,586,.754,278,1104,414,177,153,374,496,67.2,108.2,.341,.406,.565,51.5,52.2,8.4,13.3,.527,15.7,27.3,.258,+20.17,113.8,93.6,65.6,+.004,+9.65,110.8,101.2,-1.76
Duke,Syracuse,69,65,1,33,26,7,.788,25.00,9.91,13,5,15,1,6,5,2795,2297,1285,986,1990,.495,268,702,.382,486,690,.704,435,1339,565,240,170,398,500,71.0,118.8,.349,.355,.587,56.2,57.3,10.5,13.2,.560,14.9,39.3,.247,+29.04,122.6,93.6,69.9,-.029,+10.80,110.9,100.1,+4.63,33,20,13,.606,12.25,9.25,8,10,14,5,4,6,2229,2130,1340,751,1796,.418,193,601,.321,534,722,.740,399,1233,362,239,183,414,538,64.6,103.0,.402,.335,.521,53.2,48.2,11.0,17.8,.472,16.2,35.1,.297,+13.49,107.7,94.2,63.3,+.007,+8.61,110.8,102.2,-0.22
Duke,Kansas,81,85,0,33,26,7,.788,25.00,9.91,13,5,15,1,6,5,2795,2297,1285,986,1990,.495,268,702,.382,486,690,.704,435,1339,565,240,170,398,500,71.0,118.8,.349,.355,.587,56.2,57.3,10.5,13.2,.560,14.9,39.3,.247,+29.04,122.6,93.6,69.9,-.029,+10.80,110.9,100.1,+4.63,34,27,7,.794,22.01,11.45,13,5,14,3,8,3,2771,2412,1280,964,1943,.496,319,802,.398,360,514,.700,310,1133,545,211,137,374,494,70.1,116.2,.262,.416,.599,50.0,56.4,9.4,11.0,.581,14.6,29.1,.184,+23.26,121.0,97.7,68.3,+.060,+11.49,111.7,100.2,+3.64
Maryland-Baltimore County,Virginia,74,54,1,34,24,10,.706,-3.47,-4.99,12,4,15,2,9,7,2513,2362,1320,861,1937,.445,336,872,.385,390,599,.651,333,1158,512,249,82,407,543,69.5,106.4,.306,.449,.551,49.0,59.3,10.8,7.5,.531,15.3,27.2,.198,-2.26,103.2,105.4,68.1,+.145,-5.96,102.4,108.4,-3.45,33,31,2,.939,23.84,9.69,17,1,16,1,10,1,2229,1762,1245,776,1678,.462,229,588,.389,313,413,.758,260,1011,422,209,120,271,431,60.5,111.2,.248,.348,.558,51.5,54.9,11.2,12.5,.529,12.4,27.3,.188,+32.06,116.6,84.5,59.1,+.032,+9.88,110.8,100.9,+0.23
Creighton,Kansas State,59,69,0,32,21,11,.656,16.89,8.05,10,8,16,2,4,7,2697,2375,1290,985,1982,.497,334,889,.376,393,526,.747,232,1161,576,181,85,358,480,73.0,114.5,.265,.449,.604,50.8,58.5,7.7,6.7,.581,13.8,21.9,.198,+17.24,116.5,99.2,70.8,-.018,+9.16,111.1,101.9,-3.88,33,22,11,.667,13.44,8.95,10,8,14,3,6,5,2388,2240,1285,826,1749,.472,227,652,.348,442,595,.743,264,980,458,250,96,366,590,66.6,108.2,.336,.368,.569,47.6,55.4,11.6,9.2,.535,15.3,26.1,.249,+14.79,112.2,97.4,65.5,+.056,+9.22,111.4,102.2,-6.05
Kentucky,Davidson,78,73,1,34,24,10,.706,17.60,11.16,10,8,16,2,4,6,2609,2390,1245,842,1805,.466,161,462,.348,539,776,.695,387,1217,412,177,154,417,589,69.7,109.6,.428,.262,.554,53.3,49.5,8.0,13.9,.517,15.8,35.6,.298,+20.38,116.4,96.1,68.5,-.001,+11.12,111.0,99.9,+4.87,32,21,11,.656,11.24,2.37,13,5,11,1,6,8,2446,2162,1175,800,1662,.481,309,804,.384,319,402,.794,203,967,489,141,58,284,442,65.1,116.0,.245,.482,.604,51.1,61.6,7.3,6.2,.577,13.1,22.5,.195,+15.00,117.5,102.5,64.1,-.051,+1.96,105.9,103.9,+1.80
Buffalo,Arizona,89,68,1,34,26,8,.765,7.62,-0.56,15,3,14,1,8,5,2883,2579,1295,986,2074,.475,314,849,.370,443,640,.692,382,1247,553,199,128,408,687,74.1,113.2,.302,.402,.572,51.7,55.1,8.5,10.5,.549,14.5,31.8,.210,+10.59,114.3,103.7,72.7,-.005,-0.94,104.8,105.8,+4.11,34,27,7,.794,16.92,7.21,14,4,15,1,8,3,2750,2420,1295,921,1816,.507,224,583,.384,531,698,.761,318,1162,493,160,150,397,567,68.7,116.0,.376,.322,.601,55.8,52.9,7.1,12.1,.566,15.4,33.2,.286,+19.21,119.0,99.8,67.2,+.025,+6.16,108.8,102.6,+2.77
Miami (FL),Loyola (IL),62,64,0,31,22,9,.710,13.27,7.14,11,7,11,3,8,4,2299,2109,1250,850,1832,.464,243,669,.363,354,534,.663,309,1080,413,203,123,351,505,68.0,108.2,.291,.365,.551,50.5,48.6,9.6,10.7,.530,14.4,29.2,.193,+15.63,113.3,97.7,67.0,+.034,+8.09,109.5,101.5,-3.51,33,28,5,.848,9.37,-0.28,15,3,14,1,9,4,2390,2054,1320,869,1714,.507,246,618,.398,406,561,.724,209,1067,519,219,82,404,456,66.1,109.5,.327,.361,.603,51.3,59.7,10.0,7.1,.579,16.9,22.5,.237,+15.11,111.3,96.2,65.3,+.058,+0.03,103.8,103.7,-5.61
Tennessee,Wright State,73,47,1,33,25,8,.758,18.62,10.80,13,5,13,2,8,4,2449,2191,1210,762,1726,.441,233,611,.381,474,625,.758,336,1081,481,190,136,366,588,67.3,109.4,.365,.356,.550,51.3,62.7,9.3,12.8,.507,15.3,33.5,.276,+22.17,114.8,92.7,66.1,+.040,+11.62,112.2,100.6,+7.55,34,25,9,.735,0.74,-4.42,14,4,14,2,8,7,2453,2234,1370,854,1959,.436,233,682,.342,512,714,.717,346,1235,451,226,75,446,541,70.0,102.3,.364,.348,.534,52.1,52.8,9.4,6.5,.495,16.3,29.1,.261,+2.86,101.1,98.3,68.2,+.056,-4.76,102.6,107.3,+2.37
Nevada,Texas,87,83,1,34,27,7,.794,14.55,4.34,15,3,14,1,11,3,2825,2478,1335,936,1988,.471,323,801,.403,557,745,.748,308,1197,545,203,136,328,565,70.9,115.9,.371,.404,.584,49.9,58.0,8.7,11.1,.549,12.3,27.0,.277,+18.23,119.9,101.7,69.4,-.028,+4.49,107.3,102.8,+4.28,33,19,14,.576,14.44,10.92,8,10,13,4,3,7,2367,2251,1365,851,1943,.438,234,742,.315,431,645,.668,349,1175,381,205,163,390,531,66.9,103.6,.332,.382,.526,49.9,44.8,9.0,12.7,.498,14.8,29.5,.222,+15.50,109.4,93.9,65.1,-.018,+11.80,111.7,99.9,+2.21
