School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Appalachian State,30,9,21,.300,-15.30,-7.11,5,11,7,8,2,13,2034,2152,0,719,1730,.416,151,500,.302,445,697,.638,392,1091,327,187,83,362,597,67.4,99.8,.403,.289,.493,50.6,45.5,9.2,6.7,.459,15.1,34.0,.257,.1209,91.6,108.8,66.2,-.034,.3519,102.8,108.4,.5879
Arizona,34,30,4,.882,24.14,9.23,15,3,22,1,8,3,2484,1977,0,892,1904,.468,180,505,.356,520,794,.655,428,1322,513,200,144,355,559,64.5,112.1,.417,.265,.544,56.1,57.5,9.0,10.3,.516,13.6,37.2,.273,.9531,113.0,87.0,64.4,+.024,.6952,108.5,101.0,.5653
Arizona State,32,21,11,.656,14.01,7.85,10,8,17,4,4,7,2401,2204,0,809,1796,.450,260,673,.386,523,754,.694,270,1140,454,165,181,367,617,69.0,106.7,.420,.375,.557,48.3,56.1,7.3,16.1,.523,14.7,24.2,.291,.7966,108.2,96.1,69.3,+.019,.6582,107.5,101.6,.4303
Arkansas,32,21,11,.656,14.55,5.52,10,8,18,5,3,6,2568,2279,0,871,1962,.444,241,657,.367,585,807,.725,375,1139,492,276,179,374,669,72.4,109.5,.411,.335,.547,47.3,56.5,11.8,13.7,.505,13.9,31.6,.298,.7748,109.7,98.5,72.8,-.026,.5848,106.0,102.9,.3707
Arkansas-Pine Bluff,31,13,18,.419,-14.94,-6.46,11,7,7,5,6,13,1957,2188,0,659,1605,.411,193,562,.343,446,675,.661,307,946,350,296,72,478,605,67.9,92.9,.421,.350,.508,46.6,53.1,14.0,6.9,.471,20.1,28.9,.278,.1562,92.2,106.8,66.8,+.089,.3760,101.4,106.0,.7804
Army,31,15,16,.484,-5.88,-4.38,10,8,8,7,7,9,2244,2269,0,801,1804,.444,236,697,.339,406,580,.700,352,1043,436,187,132,401,567,68.1,105.4,.322,.386,.540,48.9,54.4,8.8,11.9,.509,16.3,32.1,.225,.3627,104.7,110.0,68.9,+.016,.4081,102.3,105.6,.3181
Auburn,30,14,16,.467,5.08,5.44,6,12,12,8,2,8,2144,2155,0,723,1655,.437,172,553,.311,526,730,.721,331,1023,349,183,134,363,645,67.6,105.6,.441,.334,.536,49.3,48.3,9.0,12.2,.489,15.5,31.8,.318,.5609,109.0,106.7,67.7,-.025,.5976,105.8,102.2,.3387
Austin Peay,30,12,18,.400,-10.80,-6.08,6,10,9,7,3,11,2287,2368,0,797,1632,.488,158,459,.344,535,804,.665,298,999,444,206,156,471,517,71.9,104.8,.493,.281,.568,48.7,55.7,9.4,13.3,.537,19.2,30.2,.328,.2252,99.9,111.2,70.6,+.012,.3546,104.0,109.6,.3960
Ball State,30,5,25,.167,-9.64,1.18,2,16,5,9,0,16,1967,2214,0,651,1601,.407,196,625,.314,469,679,.691,383,1108,375,136,70,505,615,67.0,95.9,.424,.390,.511,52.7,57.6,6.6,7.2,.468,21.0,35.6,.293,.1861,96.3,109.4,67.7,-.022,.5557,104.8,102.8,.6310
Baylor,35,24,11,.686,15.44,10.05,9,9,19,6,5,5,2632,2393,0,894,1962,.456,265,679,.390,579,862,.672,500,1354,525,183,194,414,605,64.3,115.3,.439,.346,.555,54.9,58.7,8.0,15.1,.523,15.0,41.6,.295,.8452,118.4,102.2,62.6,+.012,.7047,108.9,101.0,.5015
Belmont,33,24,9,.727,2.33,-2.67,14,2,15,2,9,7,2646,2452,0,905,1791,.505,293,738,.397,543,742,.732,275,1012,520,222,79,425,687,69.6,115.2,.414,.412,.617,48.4,57.5,9.7,7.5,.587,16.7,27.8,.303,.6774,112.8,105.7,69.0,+.069,.4771,104.8,105.6,.6458
Bethune-Cookman,32,7,25,.219,-16.69,-7.35,5,11,5,7,2,18,2032,2252,0,686,1713,.400,218,613,.356,442,615,.719,367,1002,316,199,80,408,681,63.4,99.4,.359,.358,.507,47.2,46.1,9.7,7.3,.464,17.1,32.9,.258,.1086,96.8,116.3,62.6,-.062,.3475,100.3,105.9,.5208
Binghamton,30,7,23,.233,-16.03,-6.03,4,12,3,11,4,12,1840,2140,0,591,1554,.380,182,569,.320,476,687,.693,312,970,282,184,60,428,596,65.6,92.3,.442,.366,.489,47.5,47.7,9.2,6.1,.439,18.7,29.1,.306,.1154,92.2,110.1,65.9,-.018,.3631,101.3,106.3,.4621
Boise State,34,21,13,.618,9.24,4.27,9,9,16,6,5,7,2591,2347,0,890,1952,.456,264,710,.372,547,730,.749,372,1169,407,203,71,340,653,65.9,113.9,.374,.364,.564,53.3,45.7,8.9,5.7,.524,13.0,33.1,.280,.7160,113.3,104.6,65.3,-.056,.5786,106.2,103.3,.5243
Boston College,32,8,24,.250,3.16,8.78,4,14,5,13,3,11,2197,2354,0,716,1606,.446,247,702,.352,518,699,.741,265,951,397,140,86,358,603,62.7,107.4,.435,.437,.567,47.1,55.4,6.8,9.5,.523,15.8,27.2,.323,.5560,113.4,111.2,63.1,-.074,.7358,108.9,99.6,.6808
Boston University,34,24,10,.706,1.89,-2.52,15,3,13,6,11,4,2430,2280,0,871,1924,.453,271,751,.361,417,580,.719,328,1138,473,241,62,404,577,66.0,106.7,.301,.390,.552,49.3,54.3,10.6,5.3,.523,15.6,28.5,.217,.5915,105.2,101.8,66.7,+.092,.4598,103.6,105.1,.5764
Bowling Green State,32,12,20,.375,-3.03,0.23,6,12,8,9,4,11,2007,2055,0,743,1745,.426,120,417,.288,401,630,.637,338,1131,387,246,177,469,564,67.0,92.9,.361,.239,.491,49.8,52.1,11.4,13.3,.460,18.8,30.1,.230,.3713,92.0,96.3,66.7,-.028,.5104,103.9,103.5,.5195
Bradley,32,12,20,.375,-2.47,-0.07,7,11,11,9,1,11,2036,2113,0,721,1720,.419,154,479,.322,440,628,.701,356,1064,306,226,84,383,635,63.9,99.7,.365,.278,.504,50.0,42.4,11.1,6.8,.464,16.1,32.3,.256,.3875,99.7,103.8,64.3,-.050,.4685,104.1,105.2,.3351
Brigham Young,34,23,11,.676,12.51,5.84,13,5,18,4,5,7,2863,2619,0,992,2125,.467,172,480,.358,707,1025,.690,451,1400,530,247,103,385,665,73.6,112.5,.482,.226,.548,53.5,53.4,9.7,6.3,.507,13.0,34.9,.333,.7918,113.7,101.2,72.2,-.007,.6482,108.4,102.7,.6770
Brown,29,15,14,.517,-1.28,-3.88,7,7,8,6,7,8,2065,1951,0,735,1705,.431,196,515,.381,399,593,.673,329,1154,388,164,138,375,570,69.4,101.7,.348,.302,.520,51.9,52.8,8.1,11.6,.489,16.0,30.4,.234,.5017,100.6,100.5,70.2,-.118,.4101,102.0,105.3,.3657
Bryant,32,18,14,.563,-4.12,-4.77,10,6,11,5,7,9,2351,2304,0,840,1788,.470,201,602,.334,470,669,.703,308,1095,420,207,93,397,568,67.9,107.4,.374,.337,.558,48.5,50.0,9.5,7.8,.526,16.0,28.8,.263,.4273,105.0,107.7,66.9,+.030,.4118,102.6,105.8,.5796
Bucknell,30,16,14,.533,-0.94,-2.77,11,7,8,6,8,8,1977,1922,0,698,1627,.429,196,502,.390,385,516,.746,287,1067,357,138,49,321,500,63.7,103.5,.317,.309,.528,52.8,51.1,7.2,4.4,.489,14.8,29.0,.237,.5318,101.7,100.6,64.8,-.041,.4607,103.6,105.0,.5708
Buffalo,29,19,10,.655,3.98,-1.74,13,5,13,4,6,6,2132,1952,0,729,1631,.447,187,558,.335,487,684,.712,355,1074,436,198,137,365,535,67.7,108.2,.419,.342,.545,52.1,59.8,10.0,12.8,.504,15.9,35.1,.299,.6544,110.0,104.0,68.1,-.033,.4429,101.3,103.4,.4470
Butler,31,14,17,.452,7.82,7.75,4,14,10,10,4,7,2125,2064,0,755,1758,.429,183,567,.323,432,654,.661,340,1072,345,186,88,310,523,64.0,104.2,.372,.323,.514,50.3,45.7,9.1,7.4,.482,13.2,30.7,.246,.6467,104.5,99.1,63.5,-.057,.6548,108.0,102.1,.4152
Cal Poly,32,13,19,.406,-0.76,1.97,6,10,10,7,3,12,2023,2030,0,713,1741,.410,207,611,.339,390,563,.693,354,1034,374,187,88,287,584,60.8,104.0,.323,.351,.504,49.0,52.5,9.6,7.8,.469,12.6,31.8,.224,.4690,103.2,104.3,60.2,-.059,.5644,106.9,104.6,.7409
Cal State Bakersfield,32,13,19,.406,-4.54,-3.96,5,11,8,9,5,10,2215,2190,0,767,1751,.438,221,567,.390,460,669,.688,379,1116,384,208,111,443,708,66.0,104.0,.382,.324,.535,51.6,50.1,9.8,9.4,.501,17.8,34.5,.263,.3604,100.3,105.5,65.4,-.089,.3964,103.2,107.0,.4291
Cal State Fullerton,31,11,20,.355,-4.62,-0.65,6,10,8,8,3,12,2092,2215,0,734,1726,.425,191,577,.331,433,658,.658,325,1046,343,145,58,370,604,66.8,100.6,.381,.334,.513,49.1,46.7,7.0,5.0,.481,15.5,29.1,.251,.3183,100.4,107.2,67.2,-.022,.4611,103.8,105.2,.4711
Cal State Northridge,35,17,18,.486,-4.46,-2.86,7,9,14,3,3,15,2689,2712,0,888,1955,.454,148,403,.367,765,967,.791,389,1246,471,242,96,447,718,68.7,108.6,.495,.206,.557,51.9,53.0,9.8,6.2,.492,15.8,33.6,.391,.3807,106.2,110.8,69.4,+.029,.4164,103.4,106.5,.3702
Campbell,32,12,20,.375,-14.29,-7.58,6,10,9,8,3,12,2164,2291,0,771,1747,.441,278,795,.350,344,508,.677,345,1049,454,193,140,427,572,64.0,104.4,.291,.455,.544,48.3,58.9,9.3,14.7,.521,17.8,31.9,.197,.1324,98.1,115.5,63.8,+.058,.3388,102.8,109.0,.4412
Canisius,33,21,12,.636,1.63,-1.99,14,6,12,5,9,7,2561,2459,0,876,1917,.457,260,678,.383,549,741,.741,373,1101,410,229,124,382,590,67.6,112.3,.387,.354,.564,48.0,46.8,10.0,10.0,.525,14.6,32.7,.286,.5817,111.6,108.5,67.1,+.022,.4744,104.6,105.5,.5364
Central Arkansas,29,8,21,.276,-16.07,-5.37,5,13,7,8,1,13,2165,2360,0,787,1761,.447,191,522,.366,400,666,.601,323,982,368,247,137,421,634,74.3,99.8,.378,.296,.521,45.4,46.8,11.4,11.1,.501,17.0,28.8,.227,.1412,96.0,112.3,72.3,-.010,.3775,103.0,107.6,.5251
Central Connecticut State,30,11,19,.367,-13.04,-6.00,7,9,5,9,6,10,2117,2318,0,781,1794,.435,169,504,.335,386,538,.717,316,1036,391,207,146,420,557,70.8,98.9,.300,.281,.516,46.6,50.1,9.7,11.3,.482,17.1,28.9,.215,.2082,97.9,110.0,70.2,+.071,.3767,101.3,105.8,.4504
Central Florida,31,13,18,.419,2.40,5.19,4,14,11,8,2,10,2253,2281,0,803,1831,.439,215,642,.335,432,704,.614,441,1184,389,213,137,424,556,68.0,105.2,.384,.351,.520,52.2,48.4,9.9,11.5,.497,16.5,37.8,.236,.4806,105.6,106.4,67.6,-.047,.6100,106.2,102.1,.2962
Central Michigan,31,10,21,.323,-8.39,-2.29,3,15,8,8,2,13,2246,2288,0,766,1767,.434,249,777,.320,465,655,.710,330,971,371,232,36,331,561,65.8,108.3,.371,.440,.540,47.9,48.4,11.2,3.6,.504,13.9,30.1,.263,.2281,106.2,118.1,65.4,+.004,.4322,101.7,104.2,.3339
Charleston Southern,31,13,18,.419,-5.48,-5.96,6,10,8,6,5,12,2523,2242,0,859,1876,.458,302,789,.383,503,689,.730,366,1160,424,202,88,334,565,68.6,116.3,.367,.421,.573,51.9,49.4,9.3,8.1,.538,13.3,32.6,.268,.3530,105.1,110.7,67.3,-.181,.3945,103.7,107.6,.6772
Charlotte,31,17,14,.548,-0.59,-0.39,7,9,13,6,4,8,2215,2221,0,788,1771,.445,186,523,.356,453,699,.648,380,1187,420,188,78,457,569,69.7,101.7,.395,.295,.527,52.3,53.3,8.6,6.3,.497,18.0,33.8,.256,.4608,101.5,102.9,69.4,+.046,.4633,103.0,104.3,.4445
Chattanooga,32,18,14,.563,-10.53,-7.95,12,4,13,4,5,10,2423,2360,0,810,1852,.437,206,620,.332,597,845,.707,419,1191,378,230,160,430,617,70.5,106.6,.456,.335,.538,51.3,46.7,10.1,13.0,.493,16.2,35.3,.322,.2775,100.9,109.6,68.3,+.065,.3156,101.8,108.8,.4397
Chicago State,32,13,19,.406,-10.15,-2.12,8,8,9,5,4,14,2232,2439,0,787,1884,.418,220,653,.337,438,649,.675,325,1003,358,278,83,389,736,69.6,98.3,.344,.347,.509,43.8,45.5,12.2,6.7,.476,15.2,26.7,.232,.2387,97.3,107.7,69.5,+.069,.4661,103.6,104.8,.5882
Cincinnati,33,27,6,.818,15.53,5.13,15,3,19,3,8,3,2268,1925,0,784,1836,.427,192,573,.335,508,717,.709,441,1190,420,262,182,366,576,63.7,107.9,.391,.312,.521,53.2,53.6,12.5,14.4,.479,14.5,39.1,.277,.8682,107.8,91.5,63.2,+.050,.5893,106.1,102.8,.4049
Citadel,33,7,26,.212,-17.64,-6.78,2,14,7,10,0,16,2211,2453,0,764,1778,.430,210,582,.361,473,655,.722,295,1092,442,137,95,412,630,66.5,100.0,.368,.327,.529,47.5,57.9,6.2,7.9,.489,16.6,26.7,.266,.0945,97.6,118.7,65.0,-.046,.3578,102.0,107.3,.5082
Clemson,32,20,12,.625,11.11,5.73,10,8,16,5,4,7,2027,1855,0,701,1677,.418,165,544,.303,460,624,.737,371,1141,324,154,189,353,509,59.7,103.6,.372,.324,.514,51.7,46.2,7.9,16.7,.467,15.3,34.8,.274,.7976,106.4,94.5,60.1,-.001,.6285,107.7,102.9,.3323
Cleveland State,32,21,11,.656,4.76,-0.38,12,4,12,4,9,7,2348,2122,0,813,1726,.471,235,575,.409,487,649,.750,336,1082,454,192,111,403,630,64.6,111.9,.376,.333,.577,51.5,55.8,9.2,9.6,.539,16.7,33.5,.282,.6931,110.3,102.8,63.8,-.037,.5194,104.9,104.2,.5594
Coastal Carolina,33,21,12,.636,-5.81,-7.31,11,5,15,5,6,7,2399,2256,0,840,1919,.438,203,609,.333,516,744,.694,429,1308,349,211,94,465,649,68.9,104.3,.388,.317,.528,53.3,41.5,9.2,7.2,.491,17.2,35.6,.269,.3730,97.6,102.1,67.1,+.042,.3049,102.1,109.7,.3939
Colgate,31,13,18,.419,-2.23,-3.80,6,12,7,8,6,10,2158,2083,0,785,1622,.484,260,657,.396,328,459,.715,220,954,440,143,70,355,529,62.8,109.0,.283,.405,.586,49.1,56.1,7.2,7.3,.564,16.3,23.9,.202,.4562,107.9,109.6,64.0,-.149,.4278,102.5,105.1,.4493
College of Charleston,32,14,18,.438,-1.87,-1.74,6,10,9,9,5,9,2016,2006,0,709,1719,.412,209,613,.341,389,593,.656,392,1213,324,149,132,409,595,62.2,99.8,.345,.357,.504,53.9,45.7,7.4,11.9,.473,17.1,35.1,.226,.4085,97.0,100.1,62.3,-.068,.4455,104.1,106.1,.4491
Colorado,34,23,11,.676,11.95,9.04,10,8,17,3,6,8,2409,2310,0,799,1829,.437,177,553,.320,634,885,.716,394,1276,392,205,115,449,564,67.2,104.3,.484,.302,.535,54.5,49.1,8.9,9.0,.485,16.8,34.3,.347,.7464,105.8,96.3,66.4,+.110,.6838,108.1,101.1,.5255
Colorado State,32,16,16,.500,3.72,2.59,7,11,14,7,2,9,2347,2230,0,770,1798,.428,170,522,.326,637,877,.726,405,1202,405,159,103,293,591,65.8,111.5,.488,.290,.530,53.4,52.6,7.6,8.1,.476,11.8,34.9,.354,.5533,109.5,107.4,66.7,-.073,.5074,104.6,104.3,.3463
Columbia,31,19,12,.613,2.27,-1.86,8,6,15,4,4,8,2117,1967,0,678,1522,.445,246,648,.380,515,669,.770,263,1027,371,158,91,381,583,62.2,107.6,.440,.426,.575,52.5,54.7,8.0,10.4,.526,17.3,28.4,.338,.5909,105.9,102.5,61.7,-.001,.4464,103.3,105.3,.4393
Connecticut,34,26,8,.765,15.98,7.25,12,6,18,4,8,4,2443,2146,0,829,1850,.448,242,625,.387,543,714,.761,342,1196,428,237,211,397,621,66.0,108.5,.386,.338,.558,50.2,51.6,10.5,17.2,.514,15.5,31.2,.294,.8675,109.4,92.9,65.0,+.059,.6583,107.4,101.5,.5081
Coppin State,32,12,20,.375,-10.93,-4.83,7,9,6,10,6,10,2231,2403,0,722,1840,.392,235,725,.324,552,756,.730,370,1075,369,192,69,380,545,68.5,101.4,.411,.394,.507,46.1,51.1,8.7,6.2,.456,14.9,30.4,.300,.2200,99.8,111.4,68.2,+.007,.3963,101.7,105.5,.6628
Cornell,28,2,26,.071,-15.49,0.14,1,13,2,11,0,15,1795,2195,0,652,1589,.410,192,603,.318,299,450,.664,292,880,300,117,78,337,581,65.2,97.4,.283,.379,.498,46.5,46.0,6.4,7.9,.471,15.9,28.5,.188,.1003,100.3,121.3,65.5,-.048,.5428,104.7,103.1,.5488
Creighton,33,26,7,.788,19.84,7.72,14,4,18,3,8,4,2625,2225,0,907,1818,.499,342,812,.421,469,623,.753,279,1134,585,135,46,328,582,65.5,121.5,.343,.447,.621,52.1,64.5,6.2,4.6,.593,13.6,28.1,.258,.9025,125.1,103.1,65.1,-.009,.6616,106.9,100.9,.5208
Dartmouth,28,12,16,.429,-4.64,-3.03,5,9,8,7,4,9,1905,1864,0,673,1516,.444,174,459,.379,385,561,.686,300,927,352,166,86,336,561,64.4,105.1,.370,.303,.534,51.6,52.3,9.2,8.1,.501,16.0,31.9,.254,.3431,102.9,108.9,64.5,-.079,.4177,101.8,104.8,.3506
Davidson,32,20,12,.625,0.84,-4.10,15,1,10,8,10,4,2514,2319,0,868,1810,.480,264,697,.379,514,722,.712,311,1054,437,174,58,368,641,67.9,113.9,.399,.385,.584,50.1,50.3,7.9,5.2,.552,14.7,29.1,.284,.6037,113.0,108.9,67.5,-.013,.4295,103.2,105.8,.7152
Dayton,33,23,10,.697,9.75,3.99,10,6,15,5,8,5,2422,2232,0,847,1817,.466,217,574,.378,511,750,.681,384,1165,431,192,86,396,662,65.7,110.8,.413,.316,.557,53.1,50.9,8.8,6.9,.526,15.6,34.9,.281,.7821,113.4,101.4,65.2,+.019,.6007,106.1,102.4,.4719
DePaul,33,12,21,.364,2.22,8.19,3,15,9,11,3,10,2290,2487,0,782,1848,.423,195,580,.336,531,776,.684,406,1119,359,221,139,444,713,67.3,101.6,.420,.314,.517,49.8,45.9,9.8,11.0,.476,16.9,33.8,.287,.4392,104.7,107.0,67.3,+.032,.6837,108.4,101.4,.4598
Delaware,34,25,9,.735,2.84,-1.55,14,2,13,2,12,7,2704,2555,0,916,2053,.446,244,707,.345,628,886,.709,378,1240,370,204,122,326,641,70.8,111.8,.432,.344,.547,48.4,40.4,8.4,9.1,.506,11.8,29.5,.306,.6411,111.0,105.5,72.1,+.059,.4911,104.9,105.3,.5970
Delaware State,30,9,21,.300,-12.55,-6.02,5,11,7,9,2,12,1847,1946,0,646,1529,.422,156,485,.322,399,579,.689,296,942,367,152,106,355,542,61.1,99.6,.379,.317,.512,47.9,56.8,8.2,10.2,.474,16.6,30.2,.261,.1633,97.6,112.5,60.0,-.063,.3518,100.5,106.0,.6191
Denver,31,16,15,.516,1.21,-0.06,8,6,10,7,6,8,2044,1999,0,711,1535,.463,253,654,.387,369,520,.710,226,808,466,217,102,307,620,59.2,109.6,.339,.426,.574,45.4,65.5,11.6,11.6,.546,14.8,24.8,.240,.5576,110.5,108.3,59.2,-.030,.5158,104.8,104.2,.5900
Detroit Mercy,32,13,19,.406,-3.02,-0.02,6,10,8,7,5,12,2275,2267,0,778,1863,.418,191,595,.321,528,724,.729,399,1174,370,235,146,408,681,68.0,102.6,.389,.319,.515,51.4,47.6,10.6,11.5,.469,15.8,34.1,.283,.4248,100.5,103.1,67.8,-.049,.5249,105.0,104.1,.5260
Drake,31,15,16,.484,-0.54,1.26,6,12,10,7,5,9,2116,2115,0,720,1592,.452,239,603,.396,437,612,.714,263,1009,395,171,67,370,571,64.4,105.5,.384,.379,.562,50.8,54.9,8.5,6.8,.527,16.6,27.2,.274,.4213,103.8,106.7,64.6,+.024,.5461,105.6,103.9,.5150
Drexel,30,16,14,.533,1.40,-0.07,8,8,9,5,7,9,2064,2020,0,718,1707,.421,154,491,.314,474,669,.709,315,1071,353,137,117,255,638,63.4,104.6,.392,.288,.510,49.5,49.2,6.9,9.6,.466,11.3,28.9,.278,.5637,103.9,101.6,64.1,-.031,.5243,105.6,104.7,.6556
Duke,34,26,8,.765,20.30,8.74,13,5,20,2,6,6,2674,2281,0,907,1958,.463,301,764,.394,559,770,.726,408,1172,494,238,104,322,659,65.4,119.9,.393,.390,.575,51.4,54.5,10.7,8.7,.540,12.3,35.1,.285,.9144,124.5,101.3,66.0,-.026,.7130,108.6,100.4,.5733
Duquesne,30,13,17,.433,0.80,1.16,5,11,6,11,7,6,2200,2211,0,751,1699,.442,218,600,.363,480,717,.669,323,1060,457,175,83,331,540,68.3,107.4,.422,.353,.539,50.0,60.9,8.5,7.6,.506,14.1,29.9,.283,.5419,110.0,108.4,68.1,-.053,.5325,103.7,102.6,.2983
East Carolina,33,17,16,.515,-3.72,-2.48,5,11,14,6,3,10,2418,2338,0,789,1783,.443,285,763,.374,555,780,.712,344,1121,450,209,106,385,575,66.6,110.0,.437,.428,.561,48.8,57.0,9.5,10.4,.522,15.3,31.0,.311,.3341,105.1,111.6,64.9,+.008,.4403,102.9,105.1,.4006
East Tennessee State,33,18,15,.545,-6.37,-6.31,10,8,13,5,5,10,2533,2514,0,823,1913,.430,262,719,.364,625,836,.748,339,1147,405,253,98,394,660,71.3,106.8,.437,.376,.548,47.8,49.2,10.7,8.2,.499,14.7,28.2,.327,.3508,103.0,108.6,70.3,+.028,.3180,101.4,108.3,.3687
Eastern Illinois,30,11,19,.367,-11.75,-4.42,7,9,7,8,4,11,2030,2206,0,703,1598,.440,152,476,.319,472,660,.715,315,971,359,171,144,399,576,66.4,101.9,.413,.298,.531,49.6,51.1,8.6,12.8,.487,17.4,31.6,.295,.2106,99.1,111.2,65.9,+.029,.4034,103.7,107.3,.5328
Eastern Kentucky,33,24,9,.727,-0.03,-5.48,11,5,15,3,9,6,2608,2331,0,859,1753,.490,303,776,.390,587,782,.751,235,865,484,291,66,352,686,67.6,116.5,.446,.443,.614,44.8,56.3,13.0,6.8,.576,14.4,23.7,.335,.5912,111.6,108.1,66.1,+.041,.3878,103.9,108.1,.4374
Eastern Michigan,35,21,14,.600,2.81,1.35,10,8,16,4,5,10,2309,2147,0,780,1906,.409,175,573,.305,572,845,.677,410,1259,376,290,211,418,652,65.4,99.8,.443,.301,.500,48.2,48.2,12.5,15.8,.455,15.5,32.1,.300,.5819,97.3,94.5,64.3,+.020,.5203,105.1,104.3,.7208
Eastern Washington,31,15,16,.484,-4.82,-3.65,10,10,11,4,4,12,2362,2329,0,813,1791,.454,251,677,.371,485,700,.693,329,1133,417,147,133,373,603,69.5,109.1,.391,.378,.556,51.0,51.3,6.8,11.9,.524,15.1,30.2,.271,.3619,105.4,110.7,70.8,-.028,.3880,103.3,107.5,.6475
Elon,32,18,14,.563,-3.91,-4.39,11,5,11,5,7,9,2392,2281,0,837,1789,.468,256,683,.375,462,639,.723,290,1086,442,161,93,386,576,67.9,109.3,.357,.382,.572,49.4,52.8,7.4,8.4,.539,15.7,27.8,.258,.4171,103.9,107.0,66.2,+.034,.4002,103.5,107.2,.6434
Evansville,33,14,19,.424,-2.98,1.35,6,12,10,8,4,11,2290,2383,0,775,1672,.464,144,398,.362,596,830,.718,276,1057,485,166,124,423,623,66.8,103.2,.496,.238,.554,48.4,62.6,7.5,9.7,.507,17.2,26.8,.356,.3890,102.1,106.2,67.2,+.007,.5395,105.1,103.7,.4293
