Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Xavier,Florida State,91,66,1,36,23,13,.639,15.17,11.09,9,9,12,4,4,8,2704,2557,1445,931,2033,.458,259,743,.349,583,843,.692,427,1349,539,221,96,459,673,68.4,109.4,.415,.365,.556,54.8,57.9,8.9,7.8,.522,15.9,34.6,.287,+15.32,114.8,99.5,66.8,+.030,+11.06,110.8,99.7,+5.78,35,26,9,.743,18.97,8.97,12,6,18,0,3,6,2873,2523,1400,1036,2146,.483,233,671,.347,568,824,.689,405,1324,511,259,180,415,684,72.6,113.0,.384,.313,.566,52.7,49.3,10.2,13.7,.537,14.1,33.4,.265,+22.74,116.7,94.0,70.4,+.023,+9.69,110.9,101.2,-3.61
Arizona,Saint Mary's (CA),69,60,1,36,32,4,.889,18.41,7.43,16,2,15,1,9,1,2762,2367,1440,950,1986,.478,237,598,.396,625,819,.763,365,1323,487,197,118,406,607,67.4,113.8,.412,.301,.581,55.1,51.3,8.1,9.0,.538,14.6,32.8,.315,+22.74,117.6,94.8,65.3,+.064,+6.60,108.1,101.5,+1.53,34,29,5,.853,16.72,2.16,16,2,15,2,10,1,2449,1954,1360,892,1797,.496,293,744,.394,372,499,.745,319,1205,563,143,110,365,512,61.3,117.4,.278,.414,.602,57.2,63.1,6.9,8.5,.578,15.2,32.7,.207,+24.64,119.0,94.3,58.9,+.034,-0.28,104.0,104.3,-4.28
Gonzaga,West Virginia,61,58,1,35,34,1,.971,25.15,2.32,17,1,15,1,10,0,2936,2137,1400,1053,2056,.512,253,677,.374,577,794,.727,336,1422,547,248,161,395,572,71.0,118.2,.386,.329,.603,55.3,51.9,10.0,11.1,.574,14.0,30.0,.281,+33.05,120.7,87.7,69.7,+.016,+0.61,104.9,104.3,+0.71,36,28,8,.778,24.46,9.18,12,6,16,2,6,4,2956,2406,1465,1043,2273,.459,270,736,.367,600,878,.683,509,1346,600,366,169,442,731,71.6,112.8,.386,.324,.549,52.0,57.5,14.0,14.0,.518,14.1,37.3,.264,+26.80,116.5,89.7,69.5,-.043,+9.76,109.3,99.5,-7.91
Xavier,Arizona,73,71,1,36,23,13,.639,15.17,11.09,9,9,12,4,4,8,2704,2557,1445,931,2033,.458,259,743,.349,583,843,.692,427,1349,539,221,96,459,673,68.4,109.4,.415,.365,.556,54.8,57.9,8.9,7.8,.522,15.9,34.6,.287,+15.32,114.8,99.5,66.8,+.030,+11.06,110.8,99.7,+5.78,36,32,4,.889,18.41,7.43,16,2,15,1,9,1,2762,2367,1440,950,1986,.478,237,598,.396,625,819,.763,365,1323,487,197,118,406,607,67.4,113.8,.412,.301,.581,55.1,51.3,8.1,9.0,.538,14.6,32.8,.315,+22.74,117.6,94.8,65.3,+.064,+6.60,108.1,101.5,+1.53
Xavier,Gonzaga,59,83,0,36,23,13,.639,15.17,11.09,9,9,12,4,4,8,2704,2557,1445,931,2033,.458,259,743,.349,583,843,.692,427,1349,539,221,96,459,673,68.4,109.4,.415,.365,.556,54.8,57.9,8.9,7.8,.522,15.9,34.6,.287,+15.32,114.8,99.5,66.8,+.030,+11.06,110.8,99.7,+5.78,35,34,1,.971,25.15,2.32,17,1,15,1,10,0,2936,2137,1400,1053,2056,.512,253,677,.374,577,794,.727,336,1422,547,248,161,395,572,71.0,118.2,.386,.329,.603,55.3,51.9,10.0,11.1,.574,14.0,30.0,.281,+33.05,120.7,87.7,69.7,+.016,+0.61,104.9,104.3,+0.71
Kansas,UC-Davis,100,62,1,34,30,4,.882,23.11,11.66,16,2,14,1,10,1,2837,2448,1375,1016,2071,.491,298,734,.406,507,750,.676,402,1325,552,237,159,438,611,71.6,115.3,.362,.354,.584,53.1,54.3,9.6,11.5,.563,15.3,34.0,.245,+25.98,120.8,94.9,69.9,+.074,+12.26,111.1,98.8,+2.75,36,23,13,.639,-5.17,-4.64,11,5,11,0,6,9,2525,2506,1455,873,2008,.435,221,635,.348,558,828,.674,361,1280,461,202,118,514,688,70.3,98.8,.412,.316,.526,50.8,52.8,7.9,9.0,.490,17.6,28.8,.278,-4.76,97.9,102.6,68.2,+.109,-6.20,100.1,106.3,-1.19
Michigan State,Miami (FL),78,58,1,35,20,15,.571,13.84,10.67,10,8,14,2,2,7,2515,2404,1405,905,1927,.470,273,732,.373,432,646,.669,326,1275,591,151,162,489,699,68.2,105.0,.335,.380,.563,52.6,65.3,6.3,11.9,.540,18.0,28.9,.224,+14.98,110.6,95.6,66.3,-.012,+10.67,110.2,99.5,+4.19,33,21,12,.636,14.58,9.67,10,8,14,2,4,6,2278,2116,1325,813,1800,.452,209,587,.356,443,617,.718,359,1176,389,213,125,417,513,64.8,106.2,.343,.326,.544,53.0,47.8,9.9,10.5,.510,16.6,33.1,.246,+16.96,110.4,93.4,62.6,+.030,+10.12,111.0,100.9,-4.08
Nevada,Iowa State,73,84,0,35,28,7,.800,10.56,2.10,14,4,13,1,8,4,2792,2496,1405,933,2082,.448,320,837,.382,606,859,.705,384,1351,559,189,152,386,581,71.0,112.0,.413,.402,.561,52.4,59.9,7.6,11.0,.525,13.4,30.2,.291,+13.34,114.5,101.2,69.3,+.059,+0.83,104.1,103.2,-0.96,35,24,11,.686,20.45,11.88,12,6,12,3,5,6,2829,2529,1425,1031,2186,.472,344,860,.400,423,604,.700,317,1219,553,272,124,355,557,70.6,112.5,.276,.393,.572,47.7,53.6,10.8,8.9,.550,12.6,25.6,.194,+23.11,119.6,96.5,67.8,-.010,+13.66,112.1,98.4,-0.28
Vermont,Purdue,70,80,0,35,29,6,.829,6.77,-3.17,16,0,16,1,11,3,2571,2174,1400,943,1909,.494,229,621,.369,456,651,.700,324,1192,476,199,151,392,555,65.4,112.3,.341,.325,.580,52.8,50.5,8.7,11.4,.554,15.0,30.1,.239,+11.88,110.8,98.9,64.0,+.060,-4.74,102.7,107.4,+1.85,34,27,7,.794,21.09,8.47,14,4,15,2,6,4,2724,2295,1375,956,1988,.481,305,755,.404,507,668,.759,333,1293,623,175,87,438,534,70.0,113.1,.336,.380,.591,55.1,65.2,7.3,6.3,.558,16.0,30.7,.255,+24.22,116.9,92.7,68.5,-.023,+8.06,108.8,100.7,-1.94
Creighton,Rhode Island,72,84,0,35,25,10,.714,17.44,9.12,10,8,13,4,7,4,2864,2549,1400,1078,2137,.504,304,766,.397,404,592,.682,288,1223,598,213,102,434,582,72.9,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.7,.189,+19.59,115.6,96.0,70.5,+.009,+8.98,110.2,101.2,-1.30,35,25,10,.714,13.02,4.76,13,5,13,3,7,5,2577,2288,1405,916,2019,.454,217,653,.332,528,791,.668,407,1301,467,227,206,391,725,67.5,108.7,.392,.323,.538,51.8,51.0,9.6,15.7,.507,14.0,32.7,.262,+15.62,110.7,95.0,65.8,-.024,+3.67,106.3,102.6,+1.98
Oregon,Iona,93,77,1,36,31,5,.861,20.33,7.25,16,2,17,0,7,3,2857,2360,1445,1014,2097,.484,308,812,.379,521,736,.708,381,1316,580,237,230,420,572,68.9,114.8,.351,.387,.584,53.0,57.2,9.5,17.3,.557,14.7,32.7,.248,+23.83,117.7,93.9,66.4,+.036,+6.41,107.8,101.4,+0.68,35,22,13,.629,1.01,-2.53,12,8,8,4,7,7,2813,2689,1415,979,2155,.454,342,862,.397,513,668,.768,337,1250,541,239,108,421,669,72.3,109.9,.310,.400,.569,48.2,55.3,9.3,7.7,.534,14.6,26.9,.238,+4.00,110.3,106.3,70.2,+.011,-2.57,103.4,105.9,+0.27
Michigan,Oklahoma State,92,91,1,37,26,11,.703,18.92,10.03,10,8,15,3,3,8,2783,2454,1495,977,2018,.484,350,906,.386,479,617,.776,272,1080,511,217,106,341,555,63.8,116.6,.306,.449,.602,47.9,52.3,9.1,7.4,.571,12.9,24.6,.237,+22.62,121.7,99.0,62.5,-.031,+9.68,109.2,99.5,-0.28,33,20,13,.606,19.02,12.05,9,9,11,5,7,5,2828,2589,1320,957,2050,.467,294,732,.402,620,786,.789,450,1215,486,252,99,432,730,72.8,117.7,.383,.357,.583,52.9,50.8,10.5,8.1,.539,15.1,37.9,.302,+22.10,124.8,102.7,69.9,-.056,+13.97,111.6,97.6,+2.99
Louisville,Jacksonville State,78,63,1,34,25,9,.735,22.59,11.26,12,6,16,1,5,5,2628,2243,1370,952,2085,.457,238,670,.355,486,708,.686,449,1343,461,227,186,374,652,68.6,111.8,.340,.321,.543,54.1,48.4,9.7,15.2,.514,13.4,36.2,.233,+26.72,117.1,90.4,67.6,-.011,+12.20,111.9,99.7,+4.62,35,20,15,.571,-2.68,-3.08,9,7,5,5,10,9,2434,2378,1410,857,1869,.459,258,685,.377,462,647,.714,351,1244,493,157,134,477,628,65.4,105.6,.346,.367,.559,52.7,57.5,6.8,10.8,.528,18.0,31.2,.247,+0.58,105.4,104.8,63.2,+.029,-2.10,104.0,106.1,+1.07
Kansas,Michigan State,90,70,1,34,30,4,.882,23.11,11.66,16,2,14,1,10,1,2837,2448,1375,1016,2071,.491,298,734,.406,507,750,.676,402,1325,552,237,159,438,611,71.6,115.3,.362,.354,.584,53.1,54.3,9.6,11.5,.563,15.3,34.0,.245,+25.98,120.8,94.9,69.9,+.074,+12.26,111.1,98.8,+2.75,35,20,15,.571,13.84,10.67,10,8,14,2,2,7,2515,2404,1405,905,1927,.470,273,732,.373,432,646,.669,326,1275,591,151,162,489,699,68.2,105.0,.335,.380,.563,52.6,65.3,6.3,11.9,.540,18.0,28.9,.224,+14.98,110.6,95.6,66.3,-.012,+10.67,110.2,99.5,+4.19
Purdue,Iowa State,80,76,1,34,27,7,.794,21.09,8.47,14,4,15,2,6,4,2724,2295,1375,956,1988,.481,305,755,.404,507,668,.759,333,1293,623,175,87,438,534,70.0,113.1,.336,.380,.591,55.1,65.2,7.3,6.3,.558,16.0,30.7,.255,+24.22,116.9,92.7,68.5,-.023,+8.06,108.8,100.7,-1.94,35,24,11,.686,20.45,11.88,12,6,12,3,5,6,2829,2529,1425,1031,2186,.472,344,860,.400,423,604,.700,317,1219,553,272,124,355,557,70.6,112.5,.276,.393,.572,47.7,53.6,10.8,8.9,.550,12.6,25.6,.194,+23.11,119.6,96.5,67.8,-.010,+13.66,112.1,98.4,-0.28
Rhode Island,Oregon,72,75,0,35,25,10,.714,13.02,4.76,13,5,13,3,7,5,2577,2288,1405,916,2019,.454,217,653,.332,528,791,.668,407,1301,467,227,206,391,725,67.5,108.7,.392,.323,.538,51.8,51.0,9.6,15.7,.507,14.0,32.7,.262,+15.62,110.7,95.0,65.8,-.024,+3.67,106.3,102.6,+1.98,36,31,5,.861,20.33,7.25,16,2,17,0,7,3,2857,2360,1445,1014,2097,.484,308,812,.379,521,736,.708,381,1316,580,237,230,420,572,68.9,114.8,.351,.387,.584,53.0,57.2,9.5,17.3,.557,14.7,32.7,.248,+23.83,117.7,93.9,66.4,+.036,+6.41,107.8,101.4,+0.68
Louisville,Michigan,69,73,0,34,25,9,.735,22.59,11.26,12,6,16,1,5,5,2628,2243,1370,952,2085,.457,238,670,.355,486,708,.686,449,1343,461,227,186,374,652,68.6,111.8,.340,.321,.543,54.1,48.4,9.7,15.2,.514,13.4,36.2,.233,+26.72,117.1,90.4,67.6,-.011,+12.20,111.9,99.7,+4.62,37,26,11,.703,18.92,10.03,10,8,15,3,3,8,2783,2454,1495,977,2018,.484,350,906,.386,479,617,.776,272,1080,511,217,106,341,555,63.8,116.6,.306,.449,.602,47.9,52.3,9.1,7.4,.571,12.9,24.6,.237,+22.62,121.7,99.0,62.5,-.031,+9.68,109.2,99.5,-0.28
Purdue,Kansas,66,98,0,34,27,7,.794,21.09,8.47,14,4,15,2,6,4,2724,2295,1375,956,1988,.481,305,755,.404,507,668,.759,333,1293,623,175,87,438,534,70.0,113.1,.336,.380,.591,55.1,65.2,7.3,6.3,.558,16.0,30.7,.255,+24.22,116.9,92.7,68.5,-.023,+8.06,108.8,100.7,-1.94,34,30,4,.882,23.11,11.66,16,2,14,1,10,1,2837,2448,1375,1016,2071,.491,298,734,.406,507,750,.676,402,1325,552,237,159,438,611,71.6,115.3,.362,.354,.584,53.1,54.3,9.6,11.5,.563,15.3,34.0,.245,+25.98,120.8,94.9,69.9,+.074,+12.26,111.1,98.8,+2.75
Michigan,Oregon,68,69,0,37,26,11,.703,18.92,10.03,10,8,15,3,3,8,2783,2454,1495,977,2018,.484,350,906,.386,479,617,.776,272,1080,511,217,106,341,555,63.8,116.6,.306,.449,.602,47.9,52.3,9.1,7.4,.571,12.9,24.6,.237,+22.62,121.7,99.0,62.5,-.031,+9.68,109.2,99.5,-0.28,36,31,5,.861,20.33,7.25,16,2,17,0,7,3,2857,2360,1445,1014,2097,.484,308,812,.379,521,736,.708,381,1316,580,237,230,420,572,68.9,114.8,.351,.387,.584,53.0,57.2,9.5,17.3,.557,14.7,32.7,.248,+23.83,117.7,93.9,66.4,+.036,+6.41,107.8,101.4,+0.68
Oregon,Kansas,74,60,1,36,31,5,.861,20.33,7.25,16,2,17,0,7,3,2857,2360,1445,1014,2097,.484,308,812,.379,521,736,.708,381,1316,580,237,230,420,572,68.9,114.8,.351,.387,.584,53.0,57.2,9.5,17.3,.557,14.7,32.7,.248,+23.83,117.7,93.9,66.4,+.036,+6.41,107.8,101.4,+0.68,34,30,4,.882,23.11,11.66,16,2,14,1,10,1,2837,2448,1375,1016,2071,.491,298,734,.406,507,750,.676,402,1325,552,237,159,438,611,71.6,115.3,.362,.354,.584,53.1,54.3,9.6,11.5,.563,15.3,34.0,.245,+25.98,120.8,94.9,69.9,+.074,+12.26,111.1,98.8,+2.75
North Carolina,Texas Southern,103,64,1,36,29,7,.806,24.63,10.66,14,4,16,0,6,5,3062,2530,1445,1117,2377,.470,259,711,.364,569,804,.708,572,1577,652,255,118,432,628,72.4,117.0,.338,.299,.555,58.8,58.4,9.7,9.2,.524,13.5,42.2,.239,+28.01,122.1,94.1,70.3,+.006,+12.14,111.6,99.5,+4.11,35,23,12,.657,-6.37,-7.77,16,2,10,0,11,11,2593,2544,1410,866,2015,.430,205,693,.296,656,893,.735,403,1228,409,250,111,410,607,69.7,105.5,.443,.344,.532,48.4,47.2,10.2,7.4,.481,14.4,31.7,.326,-3.66,103.6,107.3,68.1,+.120,-9.00,99.7,108.7,+12.92
Arkansas,Seton Hall,77,71,1,36,26,10,.722,14.06,8.62,12,6,15,3,6,5,2855,2659,1440,997,2165,.461,233,638,.365,628,825,.761,397,1298,497,278,170,428,739,71.7,110.6,.381,.295,.558,49.5,49.8,10.8,12.4,.514,14.3,31.5,.290,+15.60,116.7,101.1,69.0,+.093,+7.54,107.9,100.4,-1.20,33,21,12,.636,12.20,9.35,10,8,12,2,4,6,2417,2323,1335,872,1949,.447,202,598,.338,471,733,.643,437,1311,405,228,82,449,613,69.1,104.9,.376,.307,.526,54.7,46.4,9.9,6.6,.499,16.4,35.6,.242,+13.95,109.9,95.9,66.9,+.071,+9.70,109.9,100.2,-2.12
Minnesota,Middle Tennessee,72,81,0,34,24,10,.706,14.69,8.95,11,7,17,3,5,5,2556,2361,1390,887,2037,.435,209,610,.343,573,806,.711,377,1341,507,194,227,393,577,70.3,104.5,.396,.299,.528,50.5,57.2,7.9,15.9,.487,14.0,29.6,.281,+16.59,109.6,93.0,69.0,+.028,+8.15,108.8,100.6,-1.39,36,31,5,.861,9.91,-0.38,17,1,13,2,11,2,2697,2299,1445,1014,2077,.488,228,622,.367,441,631,.699,349,1273,552,242,100,375,655,66.5,112.2,.304,.299,.567,53.9,54.4,10.1,8.3,.543,13.6,30.3,.212,+14.65,111.6,97.0,63.9,+.012,-1.72,103.9,105.6,+4.12
Winthrop,Butler,64,76,0,33,26,7,.788,1.35,-6.11,15,3,13,3,12,3,2615,2322,1350,891,1957,.455,313,839,.373,520,725,.717,315,1224,423,216,169,430,605,71.6,108.3,.370,.429,.568,50.3,47.5,8.9,13.1,.535,15.7,27.0,.266,+4.63,106.5,101.8,70.6,+.029,-7.60,100.3,107.9,+2.59,33,25,8,.758,17.98,9.92,12,6,13,3,7,4,2515,2249,1330,879,1836,.479,253,686,.369,504,683,.738,279,1065,440,201,95,337,617,67.1,112.7,.372,.374,.582,50.9,50.1,9.0,8.6,.548,13.5,27.3,.275,+20.91,118.0,97.1,64.9,-.001,+10.72,110.6,99.9,+5.29
Cincinnati,Kansas State,75,61,1,36,30,6,.833,18.50,5.55,16,2,18,0,8,3,2674,2208,1450,969,2116,.458,264,764,.346,472,688,.686,437,1328,557,261,173,364,566,65.2,113.2,.325,.361,.547,53.3,57.5,11.0,13.9,.520,13.0,35.5,.223,+22.32,114.3,91.9,63.4,+.029,+3.56,106.5,103.0,-0.22,35,21,14,.600,14.78,10.47,8,10,11,5,5,6,2523,2372,1405,869,1883,.461,247,683,.362,538,775,.694,327,1132,521,271,130,453,630,67.6,106.3,.412,.363,.560,49.2,60.0,11.4,10.3,.527,16.8,29.3,.286,+17.55,112.1,94.5,65.7,-.040,+10.96,109.9,99.0,-4.89
Kent State,UCLA,80,97,0,36,22,14,.611,1.06,-1.45,10,8,10,6,7,5,2772,2628,1465,986,2302,.428,257,803,.320,543,755,.719,537,1454,449,230,134,466,685,70.8,106.9,.328,.349,.521,54.0,45.5,8.9,9.7,.484,14.9,38.6,.236,+1.73,104.4,102.7,67.9,+.022,-2.28,103.9,106.2,-5.54,35,31,4,.886,20.91,5.91,15,3,16,1,8,2,3158,2633,1400,1181,2265,.521,345,849,.406,451,609,.741,333,1358,755,209,186,390,564,74.4,121.2,.269,.375,.618,52.5,63.9,8.0,12.6,.598,13.2,28.8,.199,+22.95,122.7,99.8,72.8,+.024,+4.05,107.3,103.2,-4.40
Dayton,Wichita State,58,64,0,32,24,8,.750,13.15,4.44,15,3,15,1,7,3,2428,2126,1285,820,1763,.465,258,671,.385,530,768,.690,275,1097,500,249,128,376,601,69.4,108.8,.436,.381,.571,49.7,61.0,11.2,11.9,.538,15.0,25.6,.301,+15.67,112.3,96.6,68.2,-.011,+3.38,105.6,102.2,+2.89,36,31,5,.861,21.35,3.06,17,1,16,1,9,1,2916,2246,1440,992,2114,.469,310,769,.403,622,848,.733,427,1472,586,235,140,406,676,69.5,116.5,.401,.364,.579,56.1,59.1,9.4,11.4,.543,13.9,33.9,.294,+26.41,119.6,93.2,68.3,-.014,+0.66,104.3,103.7,-0.03
