Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Wisconsin,Arizona,64,63,1,33,26,7,.788,18.93,9.96,12,6,14,3,12,4,2427,2131,0,799,1745,.458,256,686,.373,573,770,.744,290,1095,400,165,116,266,493,63.8,115.2,.441,.393,.575,50.9,50.1,7.8,11.0,.531,11.3,27.9,.328,.8954,119.1,98.8,64.3,+.020,.7157,108.3,99.9,.5880,34,30,4,.882,24.14,9.23,15,3,22,1,8,3,2484,1977,0,892,1904,.468,180,505,.356,520,794,.655,428,1322,513,200,144,355,559,64.5,112.1,.417,.265,.544,56.1,57.5,9.0,10.3,.516,13.6,37.2,.273,.9531,113.0,87.0,64.4,+.024,.6952,108.5,101.0,.5653
Cal Poly,Wichita State,37,64,0,32,13,19,.406,-0.76,1.97,6,10,10,7,3,12,2023,2030,0,713,1741,.410,207,611,.339,390,563,.693,354,1034,374,187,88,287,584,60.8,104.0,.323,.351,.504,49.0,52.5,9.6,7.8,.469,12.6,31.8,.224,.4690,103.2,104.3,60.2,-.059,.5644,106.9,104.6,.7409,34,34,0,1.000,16.56,1.50,18,0,17,0,17,0,2566,2026,0,846,1843,.459,234,673,.348,640,877,.730,403,1312,460,237,175,354,573,64.7,116.2,.476,.365,.568,55.6,54.4,10.7,15.0,.523,13.7,35.5,.347,.9387,117.6,92.8,65.0,+.009,.5212,105.1,104.3,.5698
Kansas State,Kentucky,49,56,0,32,20,12,.625,12.66,8.66,10,8,17,2,3,10,2231,2103,0,779,1787,.436,193,577,.334,480,729,.658,397,1152,495,198,95,394,694,65.7,104.8,.408,.323,.523,51.0,63.5,9.3,7.9,.490,15.7,35.0,.269,.7989,107.8,95.7,65.4,+.012,.6611,108.9,102.7,.3986,34,24,10,.706,17.82,8.55,12,6,18,3,6,7,2581,2266,0,856,1896,.451,173,532,.325,696,1020,.682,497,1398,391,162,212,415,646,66.8,112.4,.538,.281,.542,56.7,45.7,7.1,15.5,.497,15.0,42.2,.367,.8849,115.0,96.3,66.0,-.060,.6908,108.5,101.1,.6047
Saint Louis,North Carolina State,83,80,1,32,26,6,.813,11.69,3.43,13,3,14,5,12,1,2240,1959,0,777,1752,.443,181,568,.319,505,713,.708,327,1160,456,237,134,404,552,67.3,103.2,.407,.324,.536,51.3,58.7,10.9,11.3,.495,16.4,29.9,.288,.8270,104.6,91.3,67.2,+.024,.6002,106.0,102.4,.4668,34,21,13,.618,8.62,7.29,9,9,14,6,7,7,2407,2362,0,893,1947,.459,152,502,.303,469,709,.661,406,1167,440,162,135,354,636,64.8,108.1,.364,.258,.527,49.4,49.3,7.3,9.3,.498,13.5,34.8,.241,.7729,114.0,102.5,66.0,+.080,.6806,107.8,100.9,.4175
Manhattan,Louisville,64,71,0,32,25,7,.781,5.57,-1.80,15,5,11,3,14,4,2476,2240,0,805,1786,.451,205,559,.367,661,998,.662,408,1203,422,265,195,453,772,70.3,107.5,.559,.313,.548,51.0,52.4,11.5,15.9,.508,16.9,34.8,.370,.7381,105.9,96.7,69.5,-.003,.4823,104.9,105.6,.5925,34,29,5,.853,25.28,4.14,15,3,17,3,12,2,2792,2073,0,983,2075,.474,274,738,.371,552,838,.659,466,1288,533,344,157,350,663,69.1,118.8,.404,.356,.564,52.0,54.2,14.6,11.7,.540,12.5,37.3,.266,.9511,117.3,90.6,68.9,-.044,.5692,105.8,103.3,.3973
Massachusetts,Tennessee,67,86,0,32,24,8,.750,11.26,5.91,10,6,14,2,10,6,2435,2264,0,872,1896,.460,174,501,.347,517,758,.682,390,1234,487,218,177,433,628,71.7,105.7,.400,.264,.540,52.1,55.8,9.5,12.7,.506,16.3,34.4,.273,.7836,108.3,96.9,71.6,+.053,.6720,107.0,100.6,.6376,33,21,12,.636,16.41,7.28,11,7,16,4,5,8,2354,2015,0,816,1826,.447,189,563,.336,533,751,.710,452,1281,417,173,160,354,563,63.0,112.8,.411,.308,.539,56.1,51.1,8.3,12.7,.499,14.1,39.8,.292,.8967,113.6,94.1,63.3,-.097,.6645,107.5,101.3,.5518
Mercer,Duke,78,71,1,34,26,8,.765,4.86,-4.88,14,4,17,1,9,7,2695,2256,0,933,1963,.475,277,721,.384,552,754,.732,397,1292,559,205,143,406,629,66.0,115.7,.384,.367,.581,53.7,59.9,8.8,11.5,.546,15.0,34.6,.281,.6660,107.8,101.5,65.0,+.007,.3700,102.8,107.7,.6091,34,26,8,.765,20.30,8.74,13,5,20,2,6,6,2674,2281,0,907,1958,.463,301,764,.394,559,770,.726,408,1172,494,238,104,322,659,65.4,119.9,.393,.390,.575,51.4,54.5,10.7,8.7,.540,12.3,35.1,.285,.9144,124.5,101.3,66.0,-.026,.7130,108.6,100.4,.5733
Texas,Arizona State,87,85,1,33,23,10,.697,13.25,9.16,11,7,17,2,6,8,2446,2311,0,851,1975,.431,169,522,.324,575,866,.664,497,1378,421,190,198,408,629,69.5,106.3,.438,.264,.512,54.7,49.5,8.3,13.6,.474,14.8,39.4,.291,.8083,109.3,96.5,68.2,+.086,.6779,109.1,102.3,.4436,32,21,11,.656,14.01,7.85,10,8,17,4,4,7,2401,2204,0,809,1796,.450,260,673,.386,523,754,.694,270,1140,454,165,181,367,617,69.0,106.7,.420,.375,.557,48.3,56.1,7.3,16.1,.523,14.7,24.2,.291,.7966,108.2,96.1,69.3,+.019,.6582,107.5,101.6,.4303
Wofford,Michigan,40,57,0,32,20,12,.625,-4.53,-6.81,11,5,9,4,11,8,2165,1997,0,790,1751,.451,195,525,.371,390,588,.663,344,1064,413,202,54,342,564,63.3,106.5,.336,.300,.533,51.2,52.3,9.9,4.4,.507,14.5,31.9,.223,.4536,101.0,102.6,62.0,+.024,.3652,103.4,108.5,.6865,33,25,8,.758,18.92,9.89,15,3,15,3,10,5,2455,2157,0,845,1776,.476,280,711,.394,485,637,.761,292,1049,469,169,83,310,480,63.1,117.1,.359,.400,.591,50.6,55.5,8.1,7.8,.555,13.1,28.9,.273,.8900,122.1,101.8,62.8,+.055,.7166,108.3,99.9,.5143
Wichita State,Kentucky,76,78,0,34,34,0,1.000,16.56,1.50,18,0,17,0,17,0,2566,2026,0,846,1843,.459,234,673,.348,640,877,.730,403,1312,460,237,175,354,573,64.7,116.2,.476,.365,.568,55.6,54.4,10.7,15.0,.523,13.7,35.5,.347,.9387,117.6,92.8,65.0,+.009,.5212,105.1,104.3,.5698,34,24,10,.706,17.82,8.55,12,6,18,3,6,7,2581,2266,0,856,1896,.451,173,532,.325,696,1020,.682,497,1398,391,162,212,415,646,66.8,112.4,.538,.281,.542,56.7,45.7,7.1,15.5,.497,15.0,42.2,.367,.8849,115.0,96.3,66.0,-.060,.6908,108.5,101.1,.6047
Saint Louis,Louisville,51,66,0,32,26,6,.813,11.69,3.43,13,3,14,5,12,1,2240,1959,0,777,1752,.443,181,568,.319,505,713,.708,327,1160,456,237,134,404,552,67.3,103.2,.407,.324,.536,51.3,58.7,10.9,11.3,.495,16.4,29.9,.288,.8270,104.6,91.3,67.2,+.024,.6002,106.0,102.4,.4668,34,29,5,.853,25.28,4.14,15,3,17,3,12,2,2792,2073,0,983,2075,.474,274,738,.371,552,838,.659,466,1288,533,344,157,350,663,69.1,118.8,.404,.356,.564,52.0,54.2,14.6,11.7,.540,12.5,37.3,.266,.9511,117.3,90.6,68.9,-.044,.5692,105.8,103.3,.3973
Tennessee,Mercer,83,63,1,33,21,12,.636,16.41,7.28,11,7,16,4,5,8,2354,2015,0,816,1826,.447,189,563,.336,533,751,.710,452,1281,417,173,160,354,563,63.0,112.8,.411,.308,.539,56.1,51.1,8.3,12.7,.499,14.1,39.8,.292,.8967,113.6,94.1,63.3,-.097,.6645,107.5,101.3,.5518,34,26,8,.765,4.86,-4.88,14,4,17,1,9,7,2695,2256,0,933,1963,.475,277,721,.384,552,754,.732,397,1292,559,205,143,406,629,66.0,115.7,.384,.367,.581,53.7,59.9,8.8,11.5,.546,15.0,34.6,.281,.6660,107.8,101.5,65.0,+.007,.3700,102.8,107.7,.6091
Texas,Michigan,65,79,0,33,23,10,.697,13.25,9.16,11,7,17,2,6,8,2446,2311,0,851,1975,.431,169,522,.324,575,866,.664,497,1378,421,190,198,408,629,69.5,106.3,.438,.264,.512,54.7,49.5,8.3,13.6,.474,14.8,39.4,.291,.8083,109.3,96.5,68.2,+.086,.6779,109.1,102.3,.4436,33,25,8,.758,18.92,9.89,15,3,15,3,10,5,2455,2157,0,845,1776,.476,280,711,.394,485,637,.761,292,1049,469,169,83,310,480,63.1,117.1,.359,.400,.591,50.6,55.5,8.1,7.8,.555,13.1,28.9,.273,.8900,122.1,101.8,62.8,+.055,.7166,108.3,99.9,.5143
Louisville,Kentucky,69,74,0,34,29,5,.853,25.28,4.14,15,3,17,3,12,2,2792,2073,0,983,2075,.474,274,738,.371,552,838,.659,466,1288,533,344,157,350,663,69.1,118.8,.404,.356,.564,52.0,54.2,14.6,11.7,.540,12.5,37.3,.266,.9511,117.3,90.6,68.9,-.044,.5692,105.8,103.3,.3973,34,24,10,.706,17.82,8.55,12,6,18,3,6,7,2581,2266,0,856,1896,.451,173,532,.325,696,1020,.682,497,1398,391,162,212,415,646,66.8,112.4,.538,.281,.542,56.7,45.7,7.1,15.5,.497,15.0,42.2,.367,.8849,115.0,96.3,66.0,-.060,.6908,108.5,101.1,.6047
Tennessee,Michigan,71,73,0,33,21,12,.636,16.41,7.28,11,7,16,4,5,8,2354,2015,0,816,1826,.447,189,563,.336,533,751,.710,452,1281,417,173,160,354,563,63.0,112.8,.411,.308,.539,56.1,51.1,8.3,12.7,.499,14.1,39.8,.292,.8967,113.6,94.1,63.3,-.097,.6645,107.5,101.3,.5518,33,25,8,.758,18.92,9.89,15,3,15,3,10,5,2455,2157,0,845,1776,.476,280,711,.394,485,637,.761,292,1049,469,169,83,310,480,63.1,117.1,.359,.400,.591,50.6,55.5,8.1,7.8,.555,13.1,28.9,.273,.8900,122.1,101.8,62.8,+.055,.7166,108.3,99.9,.5143
Kentucky,Michigan,75,72,1,34,24,10,.706,17.82,8.55,12,6,18,3,6,7,2581,2266,0,856,1896,.451,173,532,.325,696,1020,.682,497,1398,391,162,212,415,646,66.8,112.4,.538,.281,.542,56.7,45.7,7.1,15.5,.497,15.0,42.2,.367,.8849,115.0,96.3,66.0,-.060,.6908,108.5,101.1,.6047,33,25,8,.758,18.92,9.89,15,3,15,3,10,5,2455,2157,0,845,1776,.476,280,711,.394,485,637,.761,292,1049,469,169,83,310,480,63.1,117.1,.359,.400,.591,50.6,55.5,8.1,7.8,.555,13.1,28.9,.273,.8900,122.1,101.8,62.8,+.055,.7166,108.3,99.9,.5143
Florida,Albany (NY),67,55,1,34,32,2,.941,20.78,7.99,18,0,22,0,10,2,2405,1970,0,829,1794,.462,233,633,.368,514,778,.661,397,1213,454,245,97,385,551,63.4,111.7,.434,.353,.556,53.6,54.8,11.4,8.4,.527,15.3,35.8,.287,.9475,115.8,90.0,63.2,+.059,.6768,107.6,100.9,.5709,32,18,14,.563,-3.71,-5.90,9,7,11,3,7,11,2113,2043,0,718,1635,.439,157,431,.364,520,695,.748,331,1106,354,177,98,404,552,63.0,103.5,.425,.264,.538,52.3,49.3,8.7,8.1,.487,17.2,32.4,.318,.4700,102.0,103.1,63.1,+.006,.3678,101.3,106.1,.5346
Pittsburgh,Colorado,77,48,1,34,25,9,.735,17.35,7.24,11,7,16,6,9,3,2464,2120,0,845,1832,.461,175,491,.356,599,843,.711,413,1227,531,238,102,359,595,62.7,113.3,.460,.268,.552,54.8,62.8,10.9,7.6,.509,14.0,37.8,.327,.8863,115.2,96.4,64.0,-.047,.6706,107.2,100.8,.4170,34,23,11,.676,11.95,9.04,10,8,17,3,6,8,2409,2310,0,799,1829,.437,177,553,.320,634,885,.716,394,1276,392,205,115,449,564,67.2,104.3,.484,.302,.535,54.5,49.1,8.9,9.0,.485,16.8,34.3,.347,.7464,105.8,96.3,66.4,+.110,.6838,108.1,101.1,.5255
Virginia Commonwealth,Stephen F. Austin,75,77,0,34,26,8,.765,14.96,4.84,12,4,16,0,10,8,2549,2205,0,892,2131,.419,252,723,.349,513,761,.674,481,1288,446,380,145,417,665,70.5,105.1,.357,.339,.511,50.7,50.0,15.7,10.3,.478,14.5,35.1,.241,.8966,107.9,89.4,70.7,-.044,.6376,106.7,101.6,.5553,33,31,2,.939,4.65,-8.16,18,0,15,0,16,2,2524,2067,0,875,1884,.464,235,675,.348,539,761,.708,429,1115,547,250,101,368,691,65.7,115.9,.404,.358,.562,53.8,62.5,11.5,8.4,.527,14.2,38.6,.286,.7706,111.8,100.6,63.6,+.051,.3139,101.6,108.8,.4113
Tulsa,UCLA,59,76,0,33,21,12,.636,6.62,0.89,13,3,11,3,10,9,2412,2223,0,814,1842,.442,190,584,.325,594,880,.675,356,1198,413,230,125,379,707,68.8,105.5,.478,.317,.534,50.4,50.7,10.1,9.9,.493,14.5,30.1,.322,.7393,105.2,96.1,68.5,-.025,.5155,104.3,103.7,.5909,34,26,8,.765,18.94,7.88,12,6,16,2,10,6,2782,2406,0,988,2016,.490,217,555,.391,589,786,.749,343,1212,585,319,98,358,603,70.3,115.5,.390,.275,.582,51.6,59.2,13.2,6.7,.544,13.2,30.2,.292,.8866,116.7,97.6,70.1,-.015,.6544,107.8,102.0,.4260
Dayton,Ohio State,60,59,1,33,23,10,.697,9.75,3.99,10,6,15,5,8,5,2422,2232,0,847,1817,.466,217,574,.378,511,750,.681,384,1165,431,192,86,396,662,65.7,110.8,.413,.316,.557,53.1,50.9,8.8,6.9,.526,15.6,34.9,.281,.7821,113.4,101.4,65.2,+.019,.6007,106.1,102.4,.4719,34,25,9,.735,18.50,8.47,10,8,18,3,7,6,2373,2032,0,819,1825,.449,197,605,.326,538,781,.689,343,1159,409,260,153,380,561,65.0,106.6,.428,.332,.540,50.2,49.9,11.7,12.5,.503,14.9,30.0,.295,.8791,107.0,90.0,65.4,-.028,.6690,108.1,101.7,.4259
Syracuse,Western Michigan,77,53,1,32,27,5,.844,16.17,7.51,14,4,16,2,11,3,2181,1904,0,770,1762,.437,160,478,.335,481,684,.703,422,1128,382,257,158,285,509,60.4,111.9,.388,.271,.523,52.7,49.6,13.2,12.3,.482,12.1,38.1,.273,.8932,113.2,94.1,61.3,+.035,.6639,108.7,102.4,.4559,32,23,9,.719,2.52,-1.55,14,4,13,2,10,7,2320,2158,0,762,1635,.466,191,575,.332,605,836,.724,315,1118,364,190,110,451,586,66.6,107.2,.511,.352,.571,51.8,47.8,8.8,10.4,.524,18.4,32.0,.370,.6151,106.6,102.4,66.9,+.086,.4382,103.2,105.5,.4105
New Mexico,Stanford,53,58,0,33,27,6,.818,13.25,4.97,15,3,14,2,13,4,2463,2190,0,828,1799,.460,193,572,.337,614,844,.727,351,1259,510,160,170,350,559,65.7,112.0,.469,.318,.560,53.8,61.6,7.3,13.9,.514,13.9,32.9,.341,.8557,112.7,96.5,66.1,+.044,.5983,106.7,103.1,.5783,33,21,12,.636,13.87,8.99,10,8,13,5,8,7,2426,2265,0,834,1796,.464,195,526,.371,563,801,.703,319,1150,389,168,140,371,596,67.1,109.1,.446,.293,.557,51.4,46.6,7.6,11.0,.519,14.7,29.5,.313,.8153,112.4,98.8,66.5,+.006,.6928,108.3,100.9,.5639
Eastern Kentucky,Kansas,69,80,0,33,24,9,.727,-0.03,-5.48,11,5,15,3,9,6,2608,2331,0,859,1753,.490,303,776,.390,587,782,.751,235,865,484,291,66,352,686,67.6,116.5,.446,.443,.614,44.8,56.3,13.0,6.8,.576,14.4,23.7,.335,.5912,111.6,108.1,66.1,+.041,.3878,103.9,108.1,.4374,33,24,9,.727,21.32,12.17,14,4,18,2,6,7,2627,2325,0,904,1826,.495,184,533,.345,635,893,.711,389,1258,499,193,187,435,696,68.8,114.9,.489,.292,.584,55.3,55.2,8.4,14.5,.545,16.4,37.1,.348,.9080,118.4,97.1,68.2,-.040,.7634,111.0,100.2,.7253
