Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Maryland,Kentucky,78,68,1,36,32,4,.889,23.50,9.38,15,1,15,0,7,2,3060,2552,1440,1083,2248,.482,217,580,.374,677,933,.726,473,1479,714,302,216,495,,,,.415,.258,.569,52.4,65.9,,9.4,.530,15.5,,.301,+29.25,119.2,89.9,73.7,+.025,+9.88,109.4,99.5,+1.62,32,22,10,.688,19.15,11.99,10,6,12,3,5,4,2460,2183,,905,2021,.448,219,692,.316,431,638,.676,492,1283,471,252,153,460,,,,.316,.342,.529,53.7,52.0,,8.1,.502,16.5,,.213,+22.21,113.4,91.2,68.0,-.029,+12.97,110.3,97.4,+6.75
Southern Illinois,Connecticut,59,71,0,36,28,8,.778,9.79,1.67,14,4,13,0,9,5,2717,2425,,976,2115,.461,220,601,.366,545,880,.619,483,1396,547,262,171,493,,,,.416,.284,.536,52.2,56.0,,8.5,.513,16.3,,.258,+13.45,109.2,95.7,70.6,+.034,+2.12,105.4,103.3,+3.16,34,27,7,.794,16.02,7.43,13,3,13,1,7,3,2646,2354,,972,2012,.483,154,391,.394,548,787,.696,464,1381,494,256,236,545,,,,.391,.194,.555,53.0,50.8,,10.8,.521,18.6,,.272,+19.36,112.2,92.8,68.7,+.063,+8.19,107.5,99.3,+1.73
Maryland,Connecticut,90,82,1,36,32,4,.889,23.50,9.38,15,1,15,0,7,2,3060,2552,1440,1083,2248,.482,217,580,.374,677,933,.726,473,1479,714,302,216,495,,,,.415,.258,.569,52.4,65.9,,9.4,.530,15.5,,.301,+29.25,119.2,89.9,73.7,+.025,+9.88,109.4,99.5,+1.62,34,27,7,.794,16.02,7.43,13,3,13,1,7,3,2646,2354,,972,2012,.483,154,391,.394,548,787,.696,464,1381,494,256,236,545,,,,.391,.194,.555,53.0,50.8,,10.8,.521,18.6,,.272,+19.36,112.2,92.8,68.7,+.063,+8.19,107.5,99.3,+1.73
Kansas,Holy Cross,70,59,1,37,33,4,.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,1259,2487,.506,224,536,.418,623,867,.719,557,1638,767,357,210,602,,,,.349,.216,.580,55.5,60.9,,8.5,.551,17.2,,.251,+28.99,118.7,89.7,77.3,+.022,+10.67,110.5,99.9,+8.32,33,18,15,.545,-1.62,-5.10,9,5,9,3,6,8,2083,1968,1325,694,1711,.406,148,439,.337,547,791,.692,420,1176,438,258,103,470,,,,.462,.257,.499,54.3,63.1,,6.3,.449,18.4,,.320,-0.24,98.1,98.4,62.2,-.048,-6.40,99.7,106.1,-3.38
Stanford,Western Kentucky,84,68,1,30,20,10,.667,17.03,9.03,12,6,10,3,7,5,2420,2180,1215,822,1823,.451,207,608,.340,569,813,.700,446,1254,480,152,130,409,,,,.446,.334,.548,55.7,58.4,,7.2,.508,15.6,,.312,+20.32,116.6,96.3,69.5,-.020,+10.33,110.4,100.1,+2.10,32,28,4,.875,10.46,-0.28,13,1,14,0,10,3,2491,2069,1295,876,1884,.465,279,734,.380,460,658,.699,410,1229,501,228,106,456,,,,.349,.390,.567,54.6,57.2,,5.9,.539,17.2,,.244,+14.51,110.5,96.0,67.5,+.060,+0.23,103.3,103.0,+0.29
Florida,Creighton,82,83,0,31,22,9,.710,22.27,8.37,10,6,13,2,6,4,2495,2064,,892,1899,.470,232,658,.353,479,687,.697,430,1203,519,307,141,463,,,,.362,.346,.561,52.9,58.2,,7.9,.531,17.2,,.252,+24.72,115.1,90.4,69.6,-.073,+9.11,108.3,99.2,-0.56,32,23,9,.719,8.38,1.38,14,4,12,3,7,5,2421,2197,1310,849,1829,.464,230,619,.372,493,675,.730,384,1142,488,261,125,458,,,,.369,.338,.563,52.8,57.5,,7.2,.527,17.6,,.270,+11.82,111.3,99.5,66.9,+.029,+1.39,105.0,103.7,+0.93
Illinois,San Diego State,93,64,1,35,26,9,.743,19.20,9.94,11,5,13,1,5,6,2708,2369,,908,1932,.470,254,692,.367,638,862,.740,392,1264,590,258,141,511,,,,.446,.358,.578,53.1,65.0,,7.2,.536,17.9,,.330,+23.21,115.7,92.5,68.5,+.016,+10.60,110.0,99.4,+6.79,33,21,12,.636,7.69,6.02,7,7,12,3,6,8,2455,2339,1335,906,1902,.476,147,409,.359,496,752,.660,400,1219,472,225,123,508,,,,.395,.215,.543,52.4,52.1,,6.6,.515,18.4,,.261,+9.29,106.9,97.6,70.0,+.055,+5.64,106.9,101.3,+0.67
Texas,Boston College,70,57,1,34,22,12,.647,14.31,9.98,10,6,10,5,7,3,2657,2489,1380,949,2096,.453,200,544,.368,559,814,.687,524,1356,516,211,131,466,,,,.388,.260,.535,53.3,54.4,,6.4,.500,15.8,,.267,+17.69,116.0,98.3,68.5,-.021,+10.18,109.3,99.1,+5.30,32,20,12,.625,8.95,5.91,8,8,11,5,5,4,2354,2257,,801,1913,.419,212,629,.337,540,776,.696,452,1192,431,259,106,449,,,,.406,.329,.516,49.6,53.8,,5.8,.474,16.4,,.282,+9.97,109.4,99.4,69.1,+.040,+6.41,105.5,99.1,-2.78
Mississippi State,McNeese State,70,58,1,35,27,8,.771,14.42,7.33,10,6,14,1,7,5,2582,2334,,943,1965,.480,192,551,.348,504,772,.653,457,1359,566,294,123,583,,,,.393,.280,.554,54.5,60.0,,5.9,.529,20.0,,.256,+18.25,111.4,93.1,67.9,+.107,+8.93,106.9,98.0,-0.96,30,21,9,.700,-0.59,-5.80,17,3,13,0,8,8,2102,1909,1205,743,1687,.440,171,466,.367,445,681,.653,406,1139,387,260,153,480,,,,.404,.276,.523,52.9,52.1,,9.3,.491,19.3,,.264,+5.39,103.2,97.8,66.2,+.023,-4.60,99.8,104.4,+12.81
Pepperdine,Wake Forest,74,83,0,31,22,9,.710,8.59,3.36,13,1,11,1,7,6,2519,2319,1265,906,1990,.455,233,635,.367,474,661,.717,410,1176,445,229,159,449,,,,.332,.319,.547,49.1,49.1,,8.5,.514,16.3,,.238,+11.72,111.1,99.3,72.4,+.061,+3.97,105.9,101.9,+11.94,34,21,13,.618,15.25,10.28,9,7,13,3,5,7,2789,2620,,1001,2094,.478,240,655,.366,547,741,.738,438,1309,553,220,140,497,,,,.354,.313,.570,52.0,55.2,,6.6,.535,16.9,,.261,+17.35,118.6,101.3,69.5,+.006,+11.24,109.3,98.1,+5.85
Montana,Oregon,62,81,0,31,16,15,.516,-4.20,-1.71,7,7,9,4,4,8,2218,2263,1240,760,1670,.455,213,596,.357,485,721,.673,306,1047,452,164,120,464,,,,.432,.357,.551,48.6,59.5,,6.8,.519,18.7,,.290,-4.51,102.4,106.9,68.5,+.053,-1.95,103.4,105.4,+0.44,35,26,9,.743,19.67,6.93,14,4,17,0,5,7,2994,2538,,1014,2082,.487,304,721,.422,662,861,.769,384,1280,580,261,114,482,,,,.414,.346,.601,51.7,57.2,,5.2,.560,16.2,,.318,+22.97,119.2,96.3,71.1,-.041,+8.15,108.3,100.2,-3.30
Kansas,Stanford,86,63,1,37,33,4,.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,1259,2487,.506,224,536,.418,623,867,.719,557,1638,767,357,210,602,,,,.349,.216,.580,55.5,60.9,,8.5,.551,17.2,,.251,+28.99,118.7,89.7,77.3,+.022,+10.67,110.5,99.9,+8.32,30,20,10,.667,17.03,9.03,12,6,10,3,7,5,2420,2180,1215,822,1823,.451,207,608,.340,569,813,.700,446,1254,480,152,130,409,,,,.446,.334,.548,55.7,58.4,,7.2,.508,15.6,,.312,+20.32,116.6,96.3,69.5,-.020,+10.33,110.4,100.1,+2.10
Creighton,Illinois,60,72,0,32,23,9,.719,8.38,1.38,14,4,12,3,7,5,2421,2197,1310,849,1829,.464,230,619,.372,493,675,.730,384,1142,488,261,125,458,,,,.369,.338,.563,52.8,57.5,,7.2,.527,17.6,,.270,+11.82,111.3,99.5,66.9,+.029,+1.39,105.0,103.7,+0.93,35,26,9,.743,19.20,9.94,11,5,13,1,5,6,2708,2369,,908,1932,.470,254,692,.367,638,862,.740,392,1264,590,258,141,511,,,,.446,.358,.578,53.1,65.0,,7.2,.536,17.9,,.330,+23.21,115.7,92.5,68.5,+.016,+10.60,110.0,99.4,+6.79
Mississippi State,Texas,64,68,0,35,27,8,.771,14.42,7.33,10,6,14,1,7,5,2582,2334,,943,1965,.480,192,551,.348,504,772,.653,457,1359,566,294,123,583,,,,.393,.280,.554,54.5,60.0,,5.9,.529,20.0,,.256,+18.25,111.4,93.1,67.9,+.107,+8.93,106.9,98.0,-0.96,34,22,12,.647,14.31,9.98,10,6,10,5,7,3,2657,2489,1380,949,2096,.453,200,544,.368,559,814,.687,524,1356,516,211,131,466,,,,.388,.260,.535,53.3,54.4,,6.4,.500,15.8,,.267,+17.69,116.0,98.3,68.5,-.021,+10.18,109.3,99.1,+5.30
Oregon,Wake Forest,92,87,1,35,26,9,.743,19.67,6.93,14,4,17,0,5,7,2994,2538,,1014,2082,.487,304,721,.422,662,861,.769,384,1280,580,261,114,482,,,,.414,.346,.601,51.7,57.2,,5.2,.560,16.2,,.318,+22.97,119.2,96.3,71.1,-.041,+8.15,108.3,100.2,-3.30,34,21,13,.618,15.25,10.28,9,7,13,3,5,7,2789,2620,,1001,2094,.478,240,655,.366,547,741,.738,438,1309,553,220,140,497,,,,.354,.313,.570,52.0,55.2,,6.6,.535,16.9,,.261,+17.35,118.6,101.3,69.5,+.006,+11.24,109.3,98.1,+5.85
Kansas,Illinois,73,69,1,37,33,4,.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,1259,2487,.506,224,536,.418,623,867,.719,557,1638,767,357,210,602,,,,.349,.216,.580,55.5,60.9,,8.5,.551,17.2,,.251,+28.99,118.7,89.7,77.3,+.022,+10.67,110.5,99.9,+8.32,35,26,9,.743,19.20,9.94,11,5,13,1,5,6,2708,2369,,908,1932,.470,254,692,.367,638,862,.740,392,1264,590,258,141,511,,,,.446,.358,.578,53.1,65.0,,7.2,.536,17.9,,.330,+23.21,115.7,92.5,68.5,+.016,+10.60,110.0,99.4,+6.79
Texas,Oregon,70,72,0,34,22,12,.647,14.31,9.98,10,6,10,5,7,3,2657,2489,1380,949,2096,.453,200,544,.368,559,814,.687,524,1356,516,211,131,466,,,,.388,.260,.535,53.3,54.4,,6.4,.500,15.8,,.267,+17.69,116.0,98.3,68.5,-.021,+10.18,109.3,99.1,+5.30,35,26,9,.743,19.67,6.93,14,4,17,0,5,7,2994,2538,,1014,2082,.487,304,721,.422,662,861,.769,384,1280,580,261,114,482,,,,.414,.346,.601,51.7,57.2,,5.2,.560,16.2,,.318,+22.97,119.2,96.3,71.1,-.041,+8.15,108.3,100.2,-3.30
Kansas,Oregon,104,86,1,37,33,4,.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,1259,2487,.506,224,536,.418,623,867,.719,557,1638,767,357,210,602,,,,.349,.216,.580,55.5,60.9,,8.5,.551,17.2,,.251,+28.99,118.7,89.7,77.3,+.022,+10.67,110.5,99.9,+8.32,35,26,9,.743,19.67,6.93,14,4,17,0,5,7,2994,2538,,1014,2082,.487,304,721,.422,662,861,.769,384,1280,580,261,114,482,,,,.414,.346,.601,51.7,57.2,,5.2,.560,16.2,,.318,+22.97,119.2,96.3,71.1,-.041,+8.15,108.3,100.2,-3.30
Winthrop,Duke,37,84,0,31,19,12,.613,-6.54,-8.21,10,4,9,4,7,5,2092,2018,1250,725,1735,.418,194,630,.308,448,684,.655,405,1178,359,236,129,459,,,,.394,.363,.508,52.1,49.5,,7.7,.474,18.2,,.258,-5.31,97.3,102.6,65.9,+.038,-10.73,97.2,107.9,-0.98,35,31,4,.886,28.91,9.16,13,3,13,0,7,3,3112,2421,,1093,2209,.495,301,830,.363,625,906,.690,428,1303,625,351,113,501,,,,.410,.376,.590,50.7,57.2,,5.3,.563,16.0,,.283,+34.19,121.0,86.8,74.5,-.027,+9.87,109.3,99.5,+6.66
Charlotte,Notre Dame,63,82,0,30,18,12,.600,13.61,8.68,11,5,11,3,6,7,2205,2057,1205,761,1730,.440,247,676,.365,436,616,.708,377,1136,416,203,72,408,,,,.356,.391,.545,52.2,54.7,,4.1,.511,16.8,,.252,+15.73,114.2,98.5,66.8,-.008,+9.24,107.5,98.3,+6.49,33,22,11,.667,15.70,6.17,10,6,9,4,7,4,2601,2256,,934,2037,.459,244,644,.379,489,690,.709,436,1351,629,259,163,435,,,,.339,.316,.550,52.1,67.3,,7.8,.518,15.5,,.240,+19.27,116.1,96.8,68.6,-.087,+7.34,105.6,98.3,-1.55
Utah,Indiana,56,75,0,30,21,9,.700,10.68,5.18,10,4,14,2,6,6,2018,1839,,688,1467,.469,236,582,.405,406,603,.673,263,917,439,180,82,397,,,,.411,.397,.575,50.6,63.8,,5.6,.549,18.5,,.277,+14.08,111.4,97.3,62.1,+.010,+5.38,106.4,101.0,+1.57,37,25,12,.676,19.19,12.08,11,5,10,1,6,5,2607,2316,,916,1990,.460,270,659,.410,505,726,.696,406,1303,546,254,192,508,,,,.365,.331,.558,51.2,59.6,,9.3,.528,17.9,,.254,+24.80,114.0,89.2,65.6,-.049,+14.12,111.1,96.9,+13.54
North Carolina-Wilmington,Southern California,93,89,1,33,23,10,.697,6.15,-0.09,14,4,11,2,9,7,2240,2034,1330,784,1803,.435,221,592,.373,451,655,.689,374,1136,453,274,104,403,,,,.363,.328,.530,49.6,57.8,,6.0,.496,16.0,,.250,+11.32,107.4,96.1,63.9,-.003,+0.83,103.4,102.6,+4.57,32,22,10,.688,16.49,8.31,12,6,13,2,9,6,2494,2232,1295,909,2063,.441,201,580,.347,475,686,.692,455,1231,504,287,129,389,,,,.333,.281,.522,51.3,55.4,,7.1,.489,14.0,,.230,+20.67,112.8,92.1,70.1,-.051,+9.31,109.4,100.1,+1.90
Pennsylvania,University of California,75,82,0,32,25,7,.781,7.96,-1.51,11,3,13,3,10,2,2342,2039,,815,1701,.479,266,668,.398,446,609,.732,265,1035,561,209,108,421,,,,.358,.393,.588,49.0,68.8,,6.1,.557,17.5,,.262,+12.23,110.2,98.0,65.6,-.019,-2.38,102.2,104.5,+0.98,32,23,9,.719,13.08,7.45,12,6,18,1,4,7,2310,2130,,835,1849,.452,187,595,.314,453,669,.677,365,1087,487,254,132,423,,,,.362,.322,.533,48.8,58.3,,7.6,.502,16.3,,.245,+16.03,109.8,93.7,66.6,+.088,+7.89,108.1,100.2,-5.85
Central Connecticut State,Pittsburgh,54,71,0,32,27,5,.844,-1.10,-9.29,19,1,13,2,11,2,2280,2018,,814,1777,.458,139,397,.350,513,697,.736,418,1247,426,215,107,480,,,,.392,.223,.541,54.9,52.3,,5.8,.497,18.5,,.289,+0.93,100.6,99.7,64.0,+.137,-11.95,97.6,109.5,-4.98,35,29,6,.829,14.69,4.55,13,3,16,1,7,2,2530,2133,,928,1974,.470,220,682,.323,454,751,.605,464,1345,590,235,156,498,,,,.380,.345,.543,54.5,63.6,,8.1,.526,17.6,,.230,+19.94,112.1,92.2,63.8,+.000,+3.12,103.9,100.8,-12.07
Kent State,Oklahoma State,69,61,1,36,30,6,.833,13.67,2.10,17,1,12,0,10,3,2732,2305,1450,986,2102,.469,224,614,.365,536,736,.728,474,1322,483,229,72,391,,,,.350,.292,.557,53.7,49.0,,3.7,.522,13.8,,.255,+20.39,116.7,96.4,64.7,+.008,+3.11,106.3,103.2,+2.99,32,23,9,.719,14.39,6.80,10,6,13,2,5,5,2293,2050,,835,1863,.448,167,510,.327,456,708,.644,481,1279,460,247,110,486,,,,.380,.274,.521,54.4,55.1,,6.0,.493,18.1,,.245,+15.80,107.9,92.1,66.0,+.047,+7.11,108.1,101.0,+0.53
Alabama,Florida Atlantic,86,78,1,35,27,8,.771,16.93,7.67,12,4,17,0,4,4,2658,2334,,910,2071,.439,217,703,.309,621,844,.736,509,1369,460,257,113,490,,,,.408,.339,.538,52.8,50.5,,5.6,.492,16.5,,.300,+18.73,114.0,95.3,68.0,+.076,+8.59,107.4,98.8,-1.56,31,19,12,.613,-3.95,-5.33,13,7,10,3,6,8,2303,2235,,859,2011,.427,178,527,.338,407,611,.666,505,1212,483,294,108,474,,,,.304,.262,.500,50.9,56.2,,6.0,.471,17.1,,.202,-2.50,99.6,102.1,70.2,+.060,-4.94,102.2,107.1,-4.52
Notre Dame,Duke,77,84,0,33,22,11,.667,15.70,6.17,10,6,9,4,7,4,2601,2256,,934,2037,.459,244,644,.379,489,690,.709,436,1351,629,259,163,435,,,,.339,.316,.550,52.1,67.3,,7.8,.518,15.5,,.240,+19.27,116.1,96.8,68.6,-.087,+7.34,105.6,98.3,-1.55,35,31,4,.886,28.91,9.16,13,3,13,0,7,3,3112,2421,,1093,2209,.495,301,830,.363,625,906,.690,428,1303,625,351,113,501,,,,.410,.376,.590,50.7,57.2,,5.3,.563,16.0,,.283,+34.19,121.0,86.8,74.5,-.027,+9.87,109.3,99.5,+6.66
North Carolina-Wilmington,Indiana,67,76,0,33,23,10,.697,6.15,-0.09,14,4,11,2,9,7,2240,2034,1330,784,1803,.435,221,592,.373,451,655,.689,374,1136,453,274,104,403,,,,.363,.328,.530,49.6,57.8,,6.0,.496,16.0,,.250,+11.32,107.4,96.1,63.9,-.003,+0.83,103.4,102.6,+4.57,37,25,12,.676,19.19,12.08,11,5,10,1,6,5,2607,2316,,916,1990,.460,270,659,.410,505,726,.696,406,1303,546,254,192,508,,,,.365,.331,.558,51.2,59.6,,9.3,.528,17.9,,.254,+24.80,114.0,89.2,65.6,-.049,+14.12,111.1,96.9,+13.54
