Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Michigan State,North Carolina,67,81,0,35,23,12,.657,16.30,8.45,8,8,18,1,2,8,2276,2001,,806,1718,.469,182,486,.374,482,671,.718,394,1217,560,180,162,521,652,,,.391,.283,.559,55.6,69.5,,9.3,.522,20.4,,.281,+20.97,112.8,91.8,60.3,-.036,+9.07,109.2,100.2,-1.63,38,31,7,.816,26.41,9.30,11,5,16,1,7,4,3258,2608,,1187,2379,.499,215,600,.358,669,940,.712,522,1551,696,309,173,524,647,,,.395,.252,.577,55.8,58.6,,7.5,.544,15.6,,.281,+31.37,121.0,89.6,72.4,-.046,+10.95,111.0,100.1,+3.10
Southern California,Texas,87,68,1,37,25,12,.676,13.78,7.87,11,7,15,3,4,6,2656,2413,,946,1988,.476,207,523,.396,557,779,.715,349,1277,472,206,148,540,660,,,.392,.263,.563,50.0,49.9,,6.8,.528,18.6,,.280,+16.86,111.0,94.2,67.1,+.016,+8.26,108.3,100.0,-6.62,35,25,10,.714,15.60,6.12,12,4,15,1,6,5,2860,2528,1440,963,2164,.445,308,792,.389,626,850,.736,482,1391,479,262,197,434,611,,,.393,.366,.557,51.4,49.7,,9.0,.516,14.5,,.289,+19.24,119.5,100.3,67.6,-.008,+7.56,108.1,100.6,-2.00
Vanderbilt,Washington State,78,74,1,34,22,12,.647,12.76,7.79,10,6,14,3,5,6,2594,2387,,904,1984,.456,317,843,.376,469,643,.729,346,1146,578,257,93,422,584,,,.324,.425,.567,48.4,63.9,,4.8,.536,15.6,,.236,+16.23,115.7,99.4,66.6,+.008,+9.34,109.5,100.2,-2.74,34,26,8,.765,13.33,6.00,13,5,12,2,8,4,2273,2024,,826,1777,.465,196,527,.372,425,593,.717,271,1043,472,226,155,355,549,,,.334,.297,.552,48.2,57.1,,8.8,.520,14.7,,.239,+18.87,111.7,92.8,60.0,+.004,+6.79,107.6,100.9,-4.96
Georgetown,Boston College,62,55,1,37,30,7,.811,19.62,9.48,13,3,14,3,9,3,2555,2146,1485,923,1826,.505,235,635,.370,474,667,.711,409,1250,545,192,189,497,609,,,.365,.348,.596,54.3,59.0,,9.8,.570,18.8,,.260,+28.48,122.0,93.5,59.4,+.006,+10.41,109.7,99.3,-1.02,33,21,12,.636,13.76,9.21,10,6,14,4,5,6,2453,2303,1330,842,1763,.478,196,562,.349,573,791,.724,394,1142,483,188,191,455,505,,,.449,.319,.573,51.2,57.4,,9.6,.533,17.5,,.325,+16.18,117.3,101.1,64.3,+.026,+10.36,110.7,100.4,-2.41
Southern California,North Carolina,64,74,0,37,25,12,.676,13.78,7.87,11,7,15,3,4,6,2656,2413,,946,1988,.476,207,523,.396,557,779,.715,349,1277,472,206,148,540,660,,,.392,.263,.563,50.0,49.9,,6.8,.528,18.6,,.280,+16.86,111.0,94.2,67.1,+.016,+8.26,108.3,100.0,-6.62,38,31,7,.816,26.41,9.30,11,5,16,1,7,4,3258,2608,,1187,2379,.499,215,600,.358,669,940,.712,522,1551,696,309,173,524,647,,,.395,.252,.577,55.8,58.6,,7.5,.544,15.6,,.281,+31.37,121.0,89.6,72.4,-.046,+10.95,111.0,100.1,+3.10
Vanderbilt,Georgetown,65,66,0,34,22,12,.647,12.76,7.79,10,6,14,3,5,6,2594,2387,,904,1984,.456,317,843,.376,469,643,.729,346,1146,578,257,93,422,584,,,.324,.425,.567,48.4,63.9,,4.8,.536,15.6,,.236,+16.23,115.7,99.4,66.6,+.008,+9.34,109.5,100.2,-2.74,37,30,7,.811,19.62,9.48,13,3,14,3,9,3,2555,2146,1485,923,1826,.505,235,635,.370,474,667,.711,409,1250,545,192,189,497,609,,,.365,.348,.596,54.3,59.0,,9.8,.570,18.8,,.260,+28.48,122.0,93.5,59.4,+.006,+10.41,109.7,99.3,-1.02
North Carolina,Georgetown,84,96,0,38,31,7,.816,26.41,9.30,11,5,16,1,7,4,3258,2608,,1187,2379,.499,215,600,.358,669,940,.712,522,1551,696,309,173,524,647,,,.395,.252,.577,55.8,58.6,,7.5,.544,15.6,,.281,+31.37,121.0,89.6,72.4,-.046,+10.95,111.0,100.1,+3.10,37,30,7,.811,19.62,9.48,13,3,14,3,9,3,2555,2146,1485,923,1826,.505,235,635,.370,474,667,.711,409,1250,545,192,189,497,609,,,.365,.348,.596,54.3,59.0,,9.8,.570,18.8,,.260,+28.48,122.0,93.5,59.4,+.006,+10.41,109.7,99.3,-1.02
Florida,Jackson State,112,69,1,40,35,5,.875,23.82,7.34,13,3,18,0,5,4,3193,2504,,1125,2138,.526,297,727,.409,646,936,.690,447,1504,614,266,194,565,626,,,.438,.340,.618,56.4,54.6,,8.4,.596,18.0,,.302,+30.81,122.8,92.0,65.8,+.028,+8.73,109.1,100.3,-6.87,35,21,14,.600,-12.28,-9.94,12,6,8,2,8,10,2490,2572,,878,2107,.417,194,620,.313,540,759,.711,470,1250,469,289,107,537,724,,,.360,.294,.505,48.2,53.4,,5.4,.463,17.9,,.256,-9.48,100.2,109.7,69.7,+.140,-10.16,95.6,105.8,+7.09
Purdue,Arizona,72,63,1,34,22,12,.647,14.65,8.89,9,7,16,1,2,8,2376,2154,1360,843,1834,.460,219,614,.357,471,695,.678,388,1121,465,269,89,475,674,,,.379,.335,.549,50.9,55.2,,5.1,.519,18.0,,.257,+18.31,110.7,92.4,66.5,+.002,+9.37,109.8,100.4,+1.08,31,20,11,.645,16.24,10.76,11,7,11,5,7,4,2417,2247,1250,846,1770,.478,172,505,.341,553,737,.750,380,1158,511,189,103,427,425,,,.416,.285,.570,54.1,60.4,,5.3,.527,16.8,,.312,+19.43,119.5,100.1,68.3,-.009,+12.20,110.4,98.2,+10.23
Old Dominion,Butler,46,57,0,33,24,9,.727,7.83,0.44,15,3,15,2,8,5,2290,2046,,788,1828,.431,235,678,.347,479,663,.722,400,1208,483,252,114,406,620,,,.363,.371,.534,52.9,61.3,,6.6,.495,15.9,,.262,+12.70,108.6,95.9,65.8,+.013,+0.84,105.6,104.8,+0.64,36,29,7,.806,14.34,3.94,13,3,14,2,8,4,2434,2056,1465,780,1792,.435,321,871,.369,553,728,.760,326,1068,437,195,64,341,688,,,.406,.486,.569,48.8,56.0,,3.8,.525,13.8,,.309,+21.45,118.0,96.5,58.1,+.016,+4.77,106.6,101.8,+6.61
Maryland,Davidson,82,70,1,34,25,9,.735,19.06,7.59,10,6,17,3,6,4,2685,2295,1365,971,2032,.478,196,509,.385,547,787,.695,437,1325,587,253,233,544,612,,,.387,.250,.558,51.3,60.5,,11.0,.526,18.4,,.269,+22.42,112.4,90.0,71.4,-.027,+8.48,108.9,100.4,-3.07,34,29,5,.853,8.31,-2.26,17,1,13,1,10,3,2765,2336,,969,2157,.449,328,888,.369,499,663,.753,465,1378,559,272,91,495,602,,,.307,.412,.559,54.4,57.7,,4.6,.525,16.7,,.231,+13.32,111.8,98.5,71.9,+.067,-1.70,103.2,104.9,+4.64
Winthrop,Notre Dame,74,64,1,34,29,5,.853,9.17,-1.20,14,0,15,0,12,3,2545,2088,1365,923,1935,.477,278,773,.360,421,675,.624,422,1279,567,268,126,445,584,,,.349,.399,.564,54.8,61.4,,6.9,.549,16.5,,.218,+14.81,112.9,98.0,61.9,+.055,-2.71,103.1,105.8,+15.06,32,24,8,.750,16.94,4.97,11,5,18,0,4,5,2592,2176,,869,1893,.459,287,735,.390,567,763,.743,405,1229,552,271,110,414,582,,,.403,.388,.575,52.9,63.5,,5.8,.535,15.5,,.300,+20.02,118.1,98.1,70.7,-.018,+4.03,105.9,101.9,-13.12
Miami (OH),Oregon,56,58,0,33,18,15,.545,4.81,2.78,10,6,11,2,3,11,1962,1895,,720,1565,.460,169,508,.333,353,498,.709,260,998,421,187,135,434,560,,,.318,.325,.545,49.7,58.5,,8.2,.514,19.4,,.226,+8.38,105.7,97.4,58.1,-.024,+4.09,106.2,102.1,+6.44,37,29,8,.784,15.95,6.30,11,7,16,2,6,5,2807,2450,1490,963,2131,.452,350,897,.390,531,698,.761,432,1273,513,254,74,461,606,,,.328,.421,.570,51.5,53.3,,3.6,.534,15.8,,.249,+20.76,118.3,97.6,66.0,+.031,+7.19,108.0,100.8,-9.09
Georgia Tech,Nevada-Las Vegas,63,67,0,32,20,12,.625,17.17,9.36,8,8,17,1,1,8,2515,2222,,935,1909,.490,201,540,.372,444,652,.681,445,1166,491,316,114,503,665,,,.342,.283,.567,54.3,52.5,,6.7,.542,18.5,,.233,+19.61,116.9,97.3,67.2,-.067,+9.63,109.5,99.9,-3.11,37,30,7,.811,12.98,5.37,12,4,19,1,8,5,2772,2470,,979,2202,.445,289,802,.360,525,733,.716,460,1293,548,289,197,410,670,,,.333,.364,.543,49.8,56.0,,9.7,.510,13.9,,.238,+16.83,112.6,95.8,65.2,+.098,+5.61,109.1,103.5,+2.29
Texas A&M-Corpus Christi,Wisconsin,63,76,0,33,26,7,.788,3.07,-4.80,14,2,13,1,8,5,2615,2302,,912,1747,.522,192,478,.402,599,847,.707,374,1173,595,257,95,537,631,,,.485,.274,.608,54.9,65.2,,5.2,.577,20.0,,.343,+7.76,114.1,106.4,68.1,+.057,-5.12,100.8,105.9,+2.12,36,30,6,.833,19.28,6.95,13,3,19,0,7,3,2527,2083,1445,867,1886,.460,210,597,.352,583,848,.688,404,1258,494,207,116,407,551,,,.450,.317,.552,53.5,57.0,,6.2,.515,15.1,,.309,+25.45,115.6,90.1,63.8,+.034,+7.78,108.1,100.3,-1.57
Purdue,Florida,67,74,0,34,22,12,.647,14.65,8.89,9,7,16,1,2,8,2376,2154,1360,843,1834,.460,219,614,.357,471,695,.678,388,1121,465,269,89,475,674,,,.379,.335,.549,50.9,55.2,,5.1,.519,18.0,,.257,+18.31,110.7,92.4,66.5,+.002,+9.37,109.8,100.4,+1.08,40,35,5,.875,23.82,7.34,13,3,18,0,5,4,3193,2504,,1125,2138,.526,297,727,.409,646,936,.690,447,1504,614,266,194,565,626,,,.438,.340,.618,56.4,54.6,,8.4,.596,18.0,,.302,+30.81,122.8,92.0,65.8,+.028,+8.73,109.1,100.3,-6.87
Maryland,Butler,59,62,0,34,25,9,.735,19.06,7.59,10,6,17,3,6,4,2685,2295,1365,971,2032,.478,196,509,.385,547,787,.695,437,1325,587,253,233,544,612,,,.387,.250,.558,51.3,60.5,,11.0,.526,18.4,,.269,+22.42,112.4,90.0,71.4,-.027,+8.48,108.9,100.4,-3.07,36,29,7,.806,14.34,3.94,13,3,14,2,8,4,2434,2056,1465,780,1792,.435,321,871,.369,553,728,.760,326,1068,437,195,64,341,688,,,.406,.486,.569,48.8,56.0,,3.8,.525,13.8,,.309,+21.45,118.0,96.5,58.1,+.016,+4.77,106.6,101.8,+6.61
