Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Arkansas-Pine Bluff,Duke,44,73,0,34,18,16,.529,-8.29,-7.68,14,4,8,1,5,14,2166,2187,1380,725,1778,.408,141,466,.303,575,861,.668,422,1286,421,229,121,569,764,67.4,93.1,.484,.262,.495,54.2,58.1,9.8,10.2,.447,20.6,35.6,.323,-6.44,93.1,99.5,65.1,+.053,-7.62,96.4,104.0,+17.98,40,35,5,.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,.442,301,782,.385,682,899,.759,569,1560,555,266,162,429,722,66.5,115.7,.379,.329,.549,54.4,52.9,10.0,9.8,.505,13.3,40.3,.287,+33.29,121.0,87.7,64.7,+.009,+11.53,107.9,96.4,+2.50
Louisville,University of California,62,77,0,33,20,13,.606,14.08,7.99,11,7,15,4,4,7,2505,2304,1335,876,1960,.447,262,777,.337,491,700,.701,478,1217,511,258,135,453,663,67.9,110.6,.357,.396,.546,51.3,58.3,11.4,10.9,.514,16.5,39.8,.251,+16.91,114.5,97.6,66.3,-.038,+8.87,107.8,99.0,-1.62,35,24,11,.686,17.29,8.26,13,5,15,1,6,6,2703,2387,1405,966,2028,.476,228,609,.374,543,717,.757,395,1241,500,198,86,421,593,67.9,113.4,.354,.300,.571,52.5,51.8,8.3,6.3,.533,15.1,34.7,.268,+22.15,119.6,97.4,67.1,-.043,+9.03,106.5,97.5,+8.46
Utah State,Texas A&M,53,69,0,35,27,8,.771,13.62,1.23,14,2,17,1,8,5,2559,2097,1405,941,1928,.488,242,585,.414,435,574,.758,362,1238,584,162,123,358,562,62.5,116.5,.298,.303,.581,54.6,62.1,7.4,9.8,.551,14.0,33.8,.226,+19.90,116.0,96.1,59.8,-.026,+1.81,105.0,103.2,+0.16,34,24,10,.706,15.24,9.80,11,5,15,1,5,5,2426,2192,1370,813,1846,.440,210,626,.335,590,892,.661,400,1252,417,223,113,417,619,66.7,106.2,.483,.339,.534,51.9,51.3,9.8,9.1,.497,15.5,33.3,.320,+21.33,112.6,91.2,64.3,-.005,+11.51,109.4,97.9,+0.15
Siena,Purdue,64,72,0,34,27,7,.794,8.48,-1.17,17,1,17,0,9,5,2554,2226,1370,930,2048,.454,160,498,.321,534,793,.673,442,1310,486,298,119,418,471,70.0,106.6,.387,.243,.527,52.9,52.3,12.4,8.5,.493,14.7,35.5,.261,+13.86,109.4,95.5,69.2,+.027,-0.51,100.9,101.4,+3.22,35,29,6,.829,17.52,8.81,14,4,15,3,8,2,2467,2144,1405,867,1957,.443,187,588,.318,546,755,.723,351,1170,493,248,162,381,651,66.7,105.3,.386,.300,.533,48.9,56.9,10.6,12.2,.491,14.1,29.4,.279,+22.05,109.8,87.7,66.2,+.070,+8.81,107.8,99.0,-1.26
Old Dominion,Notre Dame,51,50,1,36,27,9,.750,11.39,1.78,15,3,15,0,9,6,2415,2069,1445,922,2061,.447,166,523,.317,405,625,.648,540,1394,554,282,105,457,560,62.9,106.2,.303,.254,.512,55.8,60.1,12.4,8.6,.488,16.2,42.4,.197,+17.51,107.8,90.3,62.6,+.009,+3.17,105.0,101.9,+6.16,35,23,12,.657,13.14,6.22,10,8,17,3,3,6,2635,2393,1415,918,1953,.470,261,673,.388,538,744,.723,402,1250,585,194,104,362,530,64.0,116.4,.381,.345,.571,52.6,63.7,8.6,7.8,.537,13.6,34.7,.275,+17.71,119.4,101.7,62.4,-.068,+6.28,106.5,100.2,-9.08
Sam Houston State,Baylor,59,68,0,33,25,8,.758,3.71,-3.37,14,2,13,1,7,6,2616,2284,1330,909,1963,.463,287,775,.370,511,727,.703,410,1247,673,257,85,442,661,70.6,111.5,.370,.395,.567,53.0,74.0,11.0,7.0,.536,16.1,34.9,.260,+7.42,110.2,102.7,69.3,+.052,-3.33,101.3,104.6,+4.67,36,28,8,.778,17.97,8.03,11,5,15,1,6,4,2771,2362,1450,993,2040,.487,255,662,.385,530,731,.725,443,1408,508,237,242,491,639,67.2,113.8,.358,.325,.580,54.4,51.2,9.7,17.4,.549,17.1,38.5,.260,+24.95,119.2,94.3,64.5,-.021,+10.59,108.3,97.7,-2.79
Richmond,Saint Mary's (CA),71,80,0,35,26,9,.743,10.03,3.43,13,3,14,1,7,6,2427,2196,1430,868,1943,.447,250,704,.355,441,630,.700,304,1139,442,289,158,384,634,65.0,104.5,.324,.362,.541,46.2,50.9,12.4,11.9,.511,14.6,26.0,.227,+15.01,108.8,93.8,62.5,+.047,+5.70,105.4,99.7,+2.39,34,28,6,.824,13.38,2.20,11,3,14,2,9,2,2668,2258,1365,944,1950,.484,284,699,.406,496,652,.761,370,1244,543,168,176,394,560,67.0,116.7,.334,.358,.590,53.2,57.5,7.3,11.4,.557,14.8,34.4,.254,+18.59,116.5,97.9,66.2,+.038,+2.72,105.4,102.7,+1.18
Robert Morris,Villanova,70,73,0,35,23,12,.657,-3.71,-6.15,15,3,12,3,10,7,2399,2306,1405,815,1868,.436,197,546,.361,572,859,.666,412,1227,433,267,80,520,757,67.6,101.0,.460,.292,.527,51.1,53.1,11.2,7.2,.489,18.6,34.6,.306,-0.97,99.9,100.8,66.1,+.074,-7.18,98.1,105.3,+3.47,33,25,8,.758,16.72,7.75,13,5,12,2,6,4,2700,2404,1330,899,1962,.458,252,676,.373,650,861,.755,441,1272,448,259,133,452,731,71.9,112.9,.439,.345,.569,53.2,49.8,10.8,11.7,.522,16.0,37.7,.331,+21.24,117.2,96.0,71.2,+.025,+10.03,108.7,98.7,-0.91
University of California,Duke,53,68,0,35,24,11,.686,17.29,8.26,13,5,15,1,6,6,2703,2387,1405,966,2028,.476,228,609,.374,543,717,.757,395,1241,500,198,86,421,593,67.9,113.4,.354,.300,.571,52.5,51.8,8.3,6.3,.533,15.1,34.7,.268,+22.15,119.6,97.4,67.1,-.043,+9.03,106.5,97.5,+8.46,40,35,5,.875,25.21,9.21,13,3,17,0,5,5,3079,2441,1600,1049,2375,.442,301,782,.385,682,899,.759,569,1560,555,266,162,429,722,66.5,115.7,.379,.329,.549,54.4,52.9,10.0,9.8,.505,13.3,40.3,.287,+33.29,121.0,87.7,64.7,+.009,+11.53,107.9,96.4,+2.50
Texas A&M,Purdue,61,63,0,34,24,10,.706,15.24,9.80,11,5,15,1,5,5,2426,2192,1370,813,1846,.440,210,626,.335,590,892,.661,400,1252,417,223,113,417,619,66.7,106.2,.483,.339,.534,51.9,51.3,9.8,9.1,.497,15.5,33.3,.320,+21.33,112.6,91.2,64.3,-.005,+11.51,109.4,97.9,+0.15,35,29,6,.829,17.52,8.81,14,4,15,3,8,2,2467,2144,1405,867,1957,.443,187,588,.318,546,755,.723,351,1170,493,248,162,381,651,66.7,105.3,.386,.300,.533,48.9,56.9,10.6,12.2,.491,14.1,29.4,.279,+22.05,109.8,87.7,66.2,+.070,+8.81,107.8,99.0,-1.26
