Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Dayton,Kansas,43,60,0,35,27,8,.771,7.16,1.76,11,5,18,0,5,5,2339,2150,1410,831,1972,.421,190,579,.328,487,752,.648,484,1328,485,227,124,475,672,,,.381,.294,.502,53.2,58.4,,7.6,.470,16.9,,.247,+10.23,103.3,93.0,64.5,+.107,+2.34,104.9,102.6,-4.57,35,27,8,.771,18.02,7.90,14,2,18,0,6,4,2674,2290,1405,945,1979,.478,217,585,.371,567,782,.725,421,1371,555,239,155,508,664,,,.395,.296,.569,55.1,58.7,,8.7,.532,17.8,,.287,+23.83,114.5,90.7,67.2,-.013,+8.83,107.9,99.1,+1.55
Southern California,Michigan State,69,74,0,35,22,13,.629,14.09,9.15,9,9,15,2,2,8,2397,2224,,872,1843,.473,129,396,.326,524,778,.674,409,1247,438,224,165,487,584,,,.422,.215,.542,53.9,50.2,,9.7,.508,18.0,,.284,+18.26,110.0,91.8,63.7,-.032,+10.81,110.5,99.7,+0.74,38,31,7,.816,17.71,9.37,15,3,12,2,9,1,2737,2420,1520,962,2135,.451,201,567,.354,612,877,.698,533,1482,611,248,107,532,734,,,.411,.266,.536,56.8,63.5,,6.0,.498,17.3,,.287,+24.37,114.3,89.9,66.5,+.091,+12.33,109.4,97.1,+5.81
Arizona,Louisville,64,103,0,35,21,14,.600,11.88,8.80,9,9,14,3,2,9,2529,2421,1405,897,1892,.474,212,548,.387,523,709,.738,387,1183,500,217,104,442,548,,,.375,.290,.567,51.7,55.7,,6.0,.530,16.5,,.276,+15.96,117.7,101.8,64.9,+.018,+11.33,109.0,97.7,+2.34,37,31,6,.838,20.87,8.41,16,2,16,2,8,1,2748,2287,,1001,2189,.457,305,827,.369,441,687,.642,464,1395,625,335,223,508,625,,,.314,.378,.546,51.8,62.4,,11.7,.527,16.8,,.201,+26.06,111.2,85.2,66.9,+.068,+9.57,108.6,99.0,-0.19
Kansas,Michigan State,62,67,0,35,27,8,.771,18.02,7.90,14,2,18,0,6,4,2674,2290,1405,945,1979,.478,217,585,.371,567,782,.725,421,1371,555,239,155,508,664,,,.395,.296,.569,55.1,58.7,,8.7,.532,17.8,,.287,+23.83,114.5,90.7,67.2,-.013,+8.83,107.9,99.1,+1.55,38,31,7,.816,17.71,9.37,15,3,12,2,9,1,2737,2420,1520,962,2135,.451,201,567,.354,612,877,.698,533,1482,611,248,107,532,734,,,.411,.266,.536,56.8,63.5,,6.0,.498,17.3,,.287,+24.37,114.3,89.9,66.5,+.091,+12.33,109.4,97.1,+5.81
Louisville,Michigan State,52,64,0,37,31,6,.838,20.87,8.41,16,2,16,2,8,1,2748,2287,,1001,2189,.457,305,827,.369,441,687,.642,464,1395,625,335,223,508,625,,,.314,.378,.546,51.8,62.4,,11.7,.527,16.8,,.201,+26.06,111.2,85.2,66.9,+.068,+9.57,108.6,99.0,-0.19,38,31,7,.816,17.71,9.37,15,3,12,2,9,1,2737,2420,1520,962,2135,.451,201,567,.354,612,877,.698,533,1482,611,248,107,532,734,,,.411,.266,.536,56.8,63.5,,6.0,.498,17.3,,.287,+24.37,114.3,89.9,66.5,+.091,+12.33,109.4,97.1,+5.81
Pittsburgh,East Tennessee State,72,62,1,36,31,5,.861,21.21,8.61,15,3,19,0,7,2,2787,2320,1440,1040,2174,.478,225,640,.352,482,713,.676,533,1433,633,246,139,436,585,,,.328,.294,.555,56.6,60.9,,7.7,.530,14.8,,.222,+28.96,121.2,92.3,65.2,-.012,+10.11,108.1,98.0,+0.79,34,23,11,.676,3.21,-1.87,14,6,11,2,9,6,2657,2383,,944,2044,.462,195,590,.331,574,810,.709,395,1290,429,287,131,477,622,,,.396,.289,.547,50.9,45.4,,7.5,.510,16.4,,.281,+5.67,106.4,100.7,69.6,-.048,-4.73,100.2,105.0,-1.26
Oklahoma State,Tennessee,77,75,1,35,23,12,.657,13.78,7.44,9,7,14,2,4,6,2830,2608,1410,948,2059,.460,327,851,.384,607,812,.748,346,1223,446,266,82,431,745,,,.394,.413,.579,48.9,47.0,,4.6,.540,15.0,,.295,+18.33,116.4,98.1,69.3,-.003,+10.46,108.8,98.4,-0.28,34,21,13,.618,13.60,7.71,10,6,10,5,6,5,2665,2465,1365,957,2105,.455,229,728,.315,522,772,.676,485,1316,554,225,124,452,647,,,.367,.346,.539,53.0,57.9,,7.3,.509,15.5,,.248,+16.48,115.1,98.7,67.7,-.032,+9.40,107.9,98.5,+9.15
Florida State,Wisconsin,59,61,0,35,25,10,.714,11.37,7.91,10,6,13,3,8,5,2392,2271,1410,820,1886,.435,216,631,.342,536,739,.725,399,1253,423,284,202,548,657,,,.392,.335,.535,50.6,51.6,,11.5,.492,19.7,,.284,+15.76,105.9,90.1,65.9,+.066,+10.01,109.2,99.2,+0.60,33,20,13,.606,12.43,8.43,10,8,13,3,4,7,2106,1948,1340,735,1686,.436,213,592,.360,423,583,.726,317,1020,393,163,86,330,532,,,.346,.351,.536,52.0,53.5,,6.0,.499,14.4,,.251,+17.62,113.3,95.7,59.1,-.052,+9.51,107.3,97.8,+1.32
Portland State,Xavier,59,77,0,33,23,10,.697,1.14,-3.16,11,5,13,1,7,7,2417,2262,,861,1899,.453,317,835,.380,378,557,.679,388,1116,503,245,93,453,553,,,.293,.440,.559,50.3,58.4,,5.7,.537,17.3,,.199,+4.04,109.2,105.1,64.8,+.025,-3.32,101.5,104.8,-0.00,35,27,8,.771,14.45,4.65,12,4,14,1,7,4,2508,2165,,847,1846,.459,239,607,.394,575,851,.676,420,1378,464,185,178,511,653,,,.461,.329,.557,55.9,54.8,,10.0,.524,18.5,,.311,+20.24,111.0,90.8,65.8,-.008,+5.81,105.8,100.0,+7.97
UCLA,Virginia Commonwealth,65,64,1,35,26,9,.743,18.64,7.19,13,5,16,2,6,4,2642,2241,1405,967,1973,.490,262,656,.399,446,616,.724,395,1151,541,292,110,440,598,,,.312,.332,.583,52.6,55.9,,6.8,.557,16.3,,.226,+23.93,119.5,95.6,65.3,-.030,+8.42,107.6,99.1,-3.43,34,24,10,.706,7.70,-0.65,14,4,16,1,7,6,2440,2156,,866,1878,.461,222,601,.369,486,689,.705,362,1152,469,257,155,431,654,,,.367,.320,.553,49.5,54.2,,9.4,.520,16.3,,.259,+13.62,110.1,96.4,65.8,-.073,+0.23,102.9,102.7,+3.46
American,Villanova,67,80,0,32,24,8,.750,-0.05,-5.49,13,1,13,1,11,6,2065,1891,1290,751,1614,.465,230,615,.374,333,514,.648,302,1046,421,176,79,422,581,,,.318,.381,.556,51.9,56.1,,5.5,.537,18.5,,.206,+4.70,105.3,100.6,60.7,+.093,-6.34,97.6,104.0,+0.55,38,30,8,.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,990,2193,.451,247,701,.352,692,919,.753,477,1449,551,300,128,505,735,,,.419,.320,.555,53.5,55.7,,7.0,.508,16.1,,.316,+23.89,114.4,90.5,68.3,+.021,+9.99,108.9,98.9,-5.37
Minnesota,Texas,62,76,0,33,22,11,.667,11.32,7.19,9,9,16,3,4,6,2189,2032,1325,782,1772,.441,188,575,.327,437,611,.715,397,1136,466,274,201,477,588,,,.345,.324,.531,51.5,59.6,,13.6,.494,18.8,,.247,+15.43,108.1,92.6,64.5,+.031,+8.44,107.4,98.9,-4.18,35,23,12,.657,14.83,8.09,9,7,13,2,4,6,2532,2296,1410,917,2063,.444,166,566,.293,532,797,.668,496,1359,448,217,187,442,674,,,.386,.274,.519,53.4,48.9,,10.6,.485,15.3,,.258,+19.65,112.2,92.5,65.4,-.048,+10.16,109.2,99.0,+2.01
Binghamton,Duke,62,86,0,32,23,9,.719,-3.27,-5.62,13,3,12,2,9,6,2239,2156,1295,778,1764,.441,192,575,.334,491,733,.670,357,1101,383,227,134,431,652,,,.416,.326,.530,48.5,49.2,,8.5,.495,16.9,,.278,-0.98,102.3,103.3,67.2,+.130,-5.64,99.6,105.3,-4.08,37,30,7,.811,20.10,9.07,11,5,16,1,6,5,2867,2439,1485,971,2186,.444,267,766,.349,658,904,.728,490,1348,492,311,146,454,671,,,.414,.350,.548,51.9,50.7,,7.7,.505,14.8,,.301,+24.31,117.5,93.2,66.3,+.053,+10.23,108.5,98.3,+3.18
Oklahoma State,Pittsburgh,76,84,0,35,23,12,.657,13.78,7.44,9,7,14,2,4,6,2830,2608,1410,948,2059,.460,327,851,.384,607,812,.748,346,1223,446,266,82,431,745,,,.394,.413,.579,48.9,47.0,,4.6,.540,15.0,,.295,+18.33,116.4,98.1,69.3,-.003,+10.46,108.8,98.4,-0.28,36,31,5,.861,21.21,8.61,15,3,19,0,7,2,2787,2320,1440,1040,2174,.478,225,640,.352,482,713,.676,533,1433,633,246,139,436,585,,,.328,.294,.555,56.6,60.9,,7.7,.530,14.8,,.222,+28.96,121.2,92.3,65.2,-.012,+10.11,108.1,98.0,+0.79
Wisconsin,Xavier,49,60,0,33,20,13,.606,12.43,8.43,10,8,13,3,4,7,2106,1948,1340,735,1686,.436,213,592,.360,423,583,.726,317,1020,393,163,86,330,532,,,.346,.351,.536,52.0,53.5,,6.0,.499,14.4,,.251,+17.62,113.3,95.7,59.1,-.052,+9.51,107.3,97.8,+1.32,35,27,8,.771,14.45,4.65,12,4,14,1,7,4,2508,2165,,847,1846,.459,239,607,.394,575,851,.676,420,1378,464,185,178,511,653,,,.461,.329,.557,55.9,54.8,,10.0,.524,18.5,,.311,+20.24,111.0,90.8,65.8,-.008,+5.81,105.8,100.0,+7.97
Villanova,UCLA,89,69,1,38,30,8,.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,990,2193,.451,247,701,.352,692,919,.753,477,1449,551,300,128,505,735,,,.419,.320,.555,53.5,55.7,,7.0,.508,16.1,,.316,+23.89,114.4,90.5,68.3,+.021,+9.99,108.9,98.9,-5.37,35,26,9,.743,18.64,7.19,13,5,16,2,6,4,2642,2241,1405,967,1973,.490,262,656,.399,446,616,.724,395,1151,541,292,110,440,598,,,.312,.332,.583,52.6,55.9,,6.8,.557,16.3,,.226,+23.93,119.5,95.6,65.3,-.030,+8.42,107.6,99.1,-3.43
Texas,Duke,69,74,0,35,23,12,.657,14.83,8.09,9,7,13,2,4,6,2532,2296,1410,917,2063,.444,166,566,.293,532,797,.668,496,1359,448,217,187,442,674,,,.386,.274,.519,53.4,48.9,,10.6,.485,15.3,,.258,+19.65,112.2,92.5,65.4,-.048,+10.16,109.2,99.0,+2.01,37,30,7,.811,20.10,9.07,11,5,16,1,6,5,2867,2439,1485,971,2186,.444,267,766,.349,658,904,.728,490,1348,492,311,146,454,671,,,.414,.350,.548,51.9,50.7,,7.7,.505,14.8,,.301,+24.31,117.5,93.2,66.3,+.053,+10.23,108.5,98.3,+3.18
Pittsburgh,Xavier,60,55,1,36,31,5,.861,21.21,8.61,15,3,19,0,7,2,2787,2320,1440,1040,2174,.478,225,640,.352,482,713,.676,533,1433,633,246,139,436,585,,,.328,.294,.555,56.6,60.9,,7.7,.530,14.8,,.222,+28.96,121.2,92.3,65.2,-.012,+10.11,108.1,98.0,+0.79,35,27,8,.771,14.45,4.65,12,4,14,1,7,4,2508,2165,,847,1846,.459,239,607,.394,575,851,.676,420,1378,464,185,178,511,653,,,.461,.329,.557,55.9,54.8,,10.0,.524,18.5,,.311,+20.24,111.0,90.8,65.8,-.008,+5.81,105.8,100.0,+7.97
Duke,Villanova,54,77,0,37,30,7,.811,20.10,9.07,11,5,16,1,6,5,2867,2439,1485,971,2186,.444,267,766,.349,658,904,.728,490,1348,492,311,146,454,671,,,.414,.350,.548,51.9,50.7,,7.7,.505,14.8,,.301,+24.31,117.5,93.2,66.3,+.053,+10.23,108.5,98.3,+3.18,38,30,8,.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,990,2193,.451,247,701,.352,692,919,.753,477,1449,551,300,128,505,735,,,.419,.320,.555,53.5,55.7,,7.0,.508,16.1,,.316,+23.89,114.4,90.5,68.3,+.021,+9.99,108.9,98.9,-5.37
Villanova,Pittsburgh,78,76,1,38,30,8,.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,990,2193,.451,247,701,.352,692,919,.753,477,1449,551,300,128,505,735,,,.419,.320,.555,53.5,55.7,,7.0,.508,16.1,,.316,+23.89,114.4,90.5,68.3,+.021,+9.99,108.9,98.9,-5.37,36,31,5,.861,21.21,8.61,15,3,19,0,7,2,2787,2320,1440,1040,2174,.478,225,640,.352,482,713,.676,533,1433,633,246,139,436,585,,,.328,.294,.555,56.6,60.9,,7.7,.530,14.8,,.222,+28.96,121.2,92.3,65.2,-.012,+10.11,108.1,98.0,+0.79
North Carolina,Radford,101,58,1,38,34,4,.895,25.46,8.35,13,3,14,1,8,2,3413,2735,1525,1205,2509,.480,264,682,.387,739,983,.752,556,1594,685,325,196,472,608,,,.392,.272,.573,54.1,56.8,,8.9,.533,13.7,,.295,+31.14,123.2,92.1,72.9,-.011,+9.91,108.2,98.3,+1.06,33,21,12,.636,-4.55,-4.37,15,3,12,5,9,6,2491,2372,1345,884,1917,.461,163,463,.352,560,825,.679,418,1372,466,225,154,539,607,,,.430,.242,.539,54.2,52.7,,8.5,.504,18.9,,.292,-0.86,101.2,102.1,69.2,+.076,-4.54,101.0,105.5,+8.71
Louisiana State,Butler,75,71,1,35,27,8,.771,11.87,3.27,13,3,19,2,6,3,2617,2316,1410,937,2093,.448,213,572,.372,530,740,.716,475,1365,529,267,212,425,609,,,.354,.273,.535,53.5,56.5,,11.7,.499,14.8,,.253,+14.86,111.5,96.6,66.1,+.075,+3.50,104.6,101.1,-8.66,32,26,6,.813,10.07,2.07,15,3,15,2,11,3,2168,1854,1280,705,1609,.438,257,731,.352,501,692,.724,328,1094,417,193,102,400,568,,,.430,.454,.559,52.5,59.1,,6.9,.518,17.1,,.311,+15.78,110.3,94.5,62.8,-.014,+2.51,103.0,100.5,+6.15
Western Kentucky,Illinois,76,72,1,34,25,9,.735,3.68,-1.23,15,3,13,0,7,7,2454,2278,1360,871,1929,.452,266,714,.373,446,647,.689,432,1251,454,193,111,452,587,,,.335,.370,.549,53.4,52.1,,6.6,.520,16.8,,.231,+8.10,111.1,103.0,65.6,+.092,-0.60,102.2,102.8,+6.63,34,24,10,.706,14.38,6.73,11,7,14,3,5,6,2204,1944,1370,859,1865,.461,188,537,.350,298,419,.711,320,1127,595,199,122,420,521,,,.225,.288,.534,49.9,69.3,,7.3,.511,16.9,,.160,+18.72,106.8,88.1,62.8,+.001,+7.96,106.5,98.6,-3.36
Akron,Gonzaga,64,77,0,36,23,13,.639,3.37,-2.01,10,6,11,3,8,8,2403,2171,1455,823,1969,.418,258,776,.332,499,705,.708,424,1199,446,270,80,490,745,,,.358,.394,.522,49.2,54.2,,5.0,.483,17.5,,.253,+6.90,102.9,96.0,64.8,-.014,-1.60,100.9,102.5,-1.83,34,28,6,.824,17.95,3.55,14,0,11,2,9,1,2684,2142,1370,967,1982,.488,251,643,.390,499,696,.717,345,1276,512,246,174,386,551,,,.351,.324,.580,52.2,52.9,,10.0,.551,14.3,,.252,+24.51,117.5,93.0,67.1,+.003,+4.63,105.1,100.5,+10.61
Arizona State,Temple,66,57,1,35,25,10,.714,16.70,7.82,11,7,12,3,6,4,2428,2117,1420,825,1718,.480,288,778,.370,490,665,.737,288,1085,544,201,72,401,557,,,.387,.453,.597,51.0,65.9,,4.5,.564,16.5,,.285,+23.03,118.2,95.2,59.1,-.018,+10.14,108.9,98.8,-2.04,34,22,12,.647,9.05,3.90,11,5,9,2,9,8,2333,2158,,846,1908,.443,258,703,.367,383,547,.700,376,1248,527,189,141,426,581,,,.287,.368,.538,52.2,62.3,,8.3,.511,16.4,,.201,+14.38,109.9,95.5,63.5,-.005,+6.68,106.9,100.3,+7.22
Syracuse,Stephen F. Austin,59,44,1,38,28,10,.737,17.24,9.48,11,7,16,3,5,5,3046,2725,,1110,2277,.487,256,743,.345,570,884,.645,482,1505,687,296,194,583,580,,,.388,.326,.565,51.7,61.9,,8.8,.544,17.8,,.250,+22.21,117.0,94.8,69.7,+.024,+11.46,108.4,97.0,+0.77,32,24,8,.750,1.10,-3.21,13,3,13,0,6,7,2099,1795,1295,786,1795,.438,177,561,.316,350,539,.649,311,1126,421,200,100,384,582,,,.300,.313,.512,50.5,53.6,,6.6,.487,15.8,,.195,+6.52,97.0,90.4,62.4,+.053,-1.98,101.9,103.9,+4.63
Michigan,Clemson,62,59,1,35,21,14,.600,11.90,9.74,9,9,14,3,3,8,2341,2213,1420,812,1910,.425,305,912,.334,412,544,.757,336,1087,542,223,92,402,535,,,.285,.477,.540,47.5,66.7,,5.5,.505,15.6,,.216,+14.75,112.2,97.5,62.5,+.014,+11.39,108.5,97.1,+0.63,32,23,9,.719,15.56,6.59,9,7,13,3,7,5,2507,2177,1285,912,1971,.463,256,684,.374,427,621,.688,462,1189,478,298,187,456,575,,,.315,.347,.553,51.3,52.4,,11.3,.528,16.8,,.217,+19.62,116.4,96.7,67.9,-.024,+6.19,105.4,99.2,-4.45
Morgan State,Oklahoma,54,82,0,35,23,12,.657,-2.29,-6.53,13,3,8,2,10,7,2333,2182,,857,2047,.419,181,537,.337,438,675,.649,508,1330,393,232,110,456,673,,,.330,.262,.493,52.4,45.9,,6.5,.463,16.1,,.214,+0.99,100.1,99.1,65.5,+.031,-7.43,98.2,105.7,+4.82,36,30,6,.833,18.07,6.88,13,3,16,1,7,3,2833,2430,1445,982,1997,.492,242,689,.351,627,929,.675,435,1402,521,249,156,500,616,,,.465,.345,.581,53.9,53.1,,8.1,.552,17.0,,.314,+24.59,118.3,93.7,66.6,+.018,+9.49,108.3,98.9,+0.46
North Carolina,Louisiana State,84,70,1,38,34,4,.895,25.46,8.35,13,3,14,1,8,2,3413,2735,1525,1205,2509,.480,264,682,.387,739,983,.752,556,1594,685,325,196,472,608,,,.392,.272,.573,54.1,56.8,,8.9,.533,13.7,,.295,+31.14,123.2,92.1,72.9,-.011,+9.91,108.2,98.3,+1.06,35,27,8,.771,11.87,3.27,13,3,19,2,6,3,2617,2316,1410,937,2093,.448,213,572,.372,530,740,.716,475,1365,529,267,212,425,609,,,.354,.273,.535,53.5,56.5,,11.7,.499,14.8,,.253,+14.86,111.5,96.6,66.1,+.075,+3.50,104.6,101.1,-8.66
Gonzaga,Western Kentucky,83,81,1,34,28,6,.824,17.95,3.55,14,0,11,2,9,1,2684,2142,1370,967,1982,.488,251,643,.390,499,696,.717,345,1276,512,246,174,386,551,,,.351,.324,.580,52.2,52.9,,10.0,.551,14.3,,.252,+24.51,117.5,93.0,67.1,+.003,+4.63,105.1,100.5,+10.61,34,25,9,.735,3.68,-1.23,15,3,13,0,7,7,2454,2278,1360,871,1929,.452,266,714,.373,446,647,.689,432,1251,454,193,111,452,587,,,.335,.370,.549,53.4,52.1,,6.6,.520,16.8,,.231,+8.10,111.1,103.0,65.6,+.092,-0.60,102.2,102.8,+6.63
