Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Weber State,Arizona,59,68,0,31,19,12,.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,1260,732,1541,.475,222,566,.392,568,767,.741,265,1065,407,131,123,382,558,64.3,111.3,.498,.367,.592,52.5,55.6,6.5,9.0,.547,16.7,28.9,.369,.4792,105.6,106.4,64.4,-.001,.3459,103.4,109.3,.6483,38,33,5,.868,23.36,9.04,15,3,18,0,8,3,2769,2225,1540,996,2123,.469,204,561,.364,573,870,.659,465,1449,574,223,173,387,630,64.1,112.3,.410,.264,.546,55.1,57.6,9.0,11.5,.517,13.2,36.4,.270,.9536,113.1,86.9,64.4,+.024,.6969,108.5,100.9,.5667
Gonzaga,Oklahoma State,85,77,1,36,29,7,.806,15.56,5.36,15,3,15,0,8,4,2761,2372,1421,972,1963,.495,255,643,.397,562,793,.709,343,1291,525,235,142,419,659,68.1,114.1,.404,.328,.590,52.3,54.0,9.7,10.2,.560,15.2,30.6,.286,.8800,111.5,93.7,66.1,-.006,.5877,107.9,104.6,.5426,34,21,13,.618,19.02,8.34,8,10,13,3,3,7,2728,2365,1391,898,1941,.463,239,656,.364,693,964,.719,332,1203,463,260,160,356,680,69.5,112.8,.497,.338,.569,48.8,51.6,10.8,12.2,.524,12.9,28.0,.357,.8772,113.9,96.0,68.5,-.101,.6773,108.3,101.6,.4354
Oklahoma,North Dakota State,75,80,0,33,23,10,.697,14.91,8.97,12,6,14,3,5,4,2704,2508,1335,909,2034,.447,285,752,.379,601,802,.749,398,1242,483,224,108,376,625,71.7,112.9,.394,.370,.560,50.9,53.1,9.4,8.4,.517,13.5,32.4,.295,.8525,116.8,100.3,71.3,-.012,.6972,108.9,101.3,.5067,33,26,7,.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,1325,888,1759,.505,176,483,.364,540,719,.751,307,1081,382,206,145,325,588,63.9,117.7,.409,.275,.593,53.2,43.0,9.7,13.1,.555,13.4,31.7,.307,.7715,114.7,103.2,64.2,+.071,.5157,105.9,105.3,.6481
New Mexico State,San Diego State,69,73,0,36,26,10,.722,6.16,-2.58,12,4,14,1,8,7,2771,2415,1455,936,1918,.488,194,523,.371,705,1027,.686,428,1346,474,169,224,457,614,66.9,113.8,.535,.273,.576,53.5,50.6,6.9,13.5,.539,16.0,37.5,.368,.7327,112.1,102.7,66.5,-.017,.4296,103.3,105.8,.5759,36,31,5,.861,14.95,4.86,16,2,15,1,9,2,2530,2052,1450,873,2009,.435,186,519,.358,598,902,.663,470,1364,356,274,183,355,600,63.9,109.2,.449,.258,.519,53.6,40.8,11.8,14.1,.481,12.7,36.7,.298,.8780,108.0,91.0,64.1,+.078,.5856,106.5,103.4,.5578
Nebraska,Baylor,60,74,0,32,19,13,.594,10.13,8.50,11,7,15,1,3,8,2137,2085,1280,719,1684,.427,188,564,.333,511,713,.717,278,1059,304,222,99,349,660,65.4,102.2,.423,.335,.528,48.6,42.3,10.6,9.3,.483,14.7,25.7,.303,.7957,108.1,96.1,66.2,+.052,.6844,106.8,99.8,.4653,38,26,12,.684,15.80,10.11,9,9,13,4,5,5,2843,2577,1540,959,2108,.455,280,725,.386,645,949,.680,525,1456,563,197,202,440,648,64.2,115.1,.450,.344,.556,54.8,58.7,8.0,14.0,.521,14.7,40.6,.306,.8481,118.5,102.1,62.6,+.012,.7079,109.0,100.9,.4999
Creighton,Louisiana,76,66,1,35,27,8,.771,18.03,7.17,14,4,16,0,7,4,2756,2376,1400,957,1927,.497,356,859,.414,486,654,.743,293,1192,614,139,49,342,618,65.3,120.6,.339,.446,.616,51.7,64.2,6.1,3.8,.589,13.3,27.7,.252,.9063,125.3,102.8,65.1,-.009,.6698,107.1,100.7,.5235,35,23,12,.657,2.91,-0.28,11,7,13,2,6,9,2835,2633,1430,988,2127,.465,246,670,.367,613,913,.671,464,1329,472,250,144,459,734,71.2,111.4,.429,.315,.554,52.3,47.8,9.8,10.2,.522,15.2,36.3,.288,.6112,109.9,105.7,69.9,+.046,.4970,104.5,104.6,.6417
Oregon,Brigham Young,87,68,1,34,24,10,.706,15.75,8.05,10,8,15,3,5,5,2783,2521,1385,928,1977,.469,259,666,.389,668,865,.772,356,1159,492,263,113,389,725,69.9,115.0,.438,.337,.583,50.7,53.0,10.9,8.7,.535,14.0,32.2,.338,.8509,117.1,100.6,68.8,-.032,.6581,107.6,101.6,.4655,35,23,12,.657,11.63,5.72,13,5,14,1,5,7,2931,2706,1425,1012,2186,.463,177,499,.355,730,1055,.692,463,1432,544,251,103,395,690,73.5,111.9,.483,.228,.545,53.3,53.8,9.6,7.3,.503,12.8,34.7,.334,.7910,113.7,101.3,72.2,-.007,.6478,108.3,102.7,.6796
Wisconsin,American,75,35,1,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,1525,927,2019,.459,297,790,.376,642,861,.746,337,1266,468,183,127,307,574,63.3,115.7,.426,.391,.575,51.1,50.5,7.6,8.0,.533,11.2,28.1,.318,.8985,119.3,98.7,64.3,+.020,.7220,108.4,99.7,.5955,33,20,13,.606,0.69,-3.25,13,5,11,3,9,9,2081,1951,1325,748,1527,.490,207,546,.379,378,535,.707,232,986,492,198,110,464,567,60.7,103.4,.350,.358,.584,50.6,65.8,9.8,9.9,.558,20.7,26.5,.248,.6645,103.2,97.3,61.4,-.032,.4390,103.2,105.4,.5071
Gonzaga,Arizona,61,84,0,36,29,7,.806,15.56,5.36,15,3,15,0,8,4,2761,2372,1421,972,1963,.495,255,643,.397,562,793,.709,343,1291,525,235,142,419,659,68.1,114.1,.404,.328,.590,52.3,54.0,9.7,10.2,.560,15.2,30.6,.286,.8800,111.5,93.7,66.1,-.006,.5877,107.9,104.6,.5426,38,33,5,.868,23.36,9.04,15,3,18,0,8,3,2769,2225,1540,996,2123,.469,204,561,.364,573,870,.659,465,1449,574,223,173,387,630,64.1,112.3,.410,.264,.546,55.1,57.6,9.0,11.5,.517,13.2,36.4,.270,.9536,113.1,86.9,64.4,+.024,.6969,108.5,100.9,.5667
San Diego State,North Dakota State,63,44,1,36,31,5,.861,14.95,4.86,16,2,15,1,9,2,2530,2052,1450,873,2009,.435,186,519,.358,598,902,.663,470,1364,356,274,183,355,600,63.9,109.2,.449,.258,.519,53.6,40.8,11.8,14.1,.481,12.7,36.7,.298,.8780,108.0,91.0,64.1,+.078,.5856,106.5,103.4,.5578,33,26,7,.788,6.31,-0.02,12,2,12,1,10,5,2492,2164,1325,888,1759,.505,176,483,.364,540,719,.751,307,1081,382,206,145,325,588,63.9,117.7,.409,.275,.593,53.2,43.0,9.7,13.1,.555,13.4,31.7,.307,.7715,114.7,103.2,64.2,+.071,.5157,105.9,105.3,.6481
Baylor,Creighton,85,55,1,38,26,12,.684,15.80,10.11,9,9,13,4,5,5,2843,2577,1540,959,2108,.455,280,725,.386,645,949,.680,525,1456,563,197,202,440,648,64.2,115.1,.450,.344,.556,54.8,58.7,8.0,14.0,.521,14.7,40.6,.306,.8481,118.5,102.1,62.6,+.012,.7079,109.0,100.9,.4999,35,27,8,.771,18.03,7.17,14,4,16,0,7,4,2756,2376,1400,957,1927,.497,356,859,.414,486,654,.743,293,1192,614,139,49,342,618,65.3,120.6,.339,.446,.616,51.7,64.2,6.1,3.8,.589,13.3,27.7,.252,.9063,125.3,102.8,65.1,-.009,.6698,107.1,100.7,.5235
Wisconsin,Oregon,85,77,1,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,1525,927,2019,.459,297,790,.376,642,861,.746,337,1266,468,183,127,307,574,63.3,115.7,.426,.391,.575,51.1,50.5,7.6,8.0,.533,11.2,28.1,.318,.8985,119.3,98.7,64.3,+.020,.7220,108.4,99.7,.5955,34,24,10,.706,15.75,8.05,10,8,15,3,5,5,2783,2521,1385,928,1977,.469,259,666,.389,668,865,.772,356,1159,492,263,113,389,725,69.9,115.0,.438,.337,.583,50.7,53.0,10.9,8.7,.535,14.0,32.2,.338,.8509,117.1,100.6,68.8,-.032,.6581,107.6,101.6,.4655
Arizona,San Diego State,70,64,1,38,33,5,.868,23.36,9.04,15,3,18,0,8,3,2769,2225,1540,996,2123,.469,204,561,.364,573,870,.659,465,1449,574,223,173,387,630,64.1,112.3,.410,.264,.546,55.1,57.6,9.0,11.5,.517,13.2,36.4,.270,.9536,113.1,86.9,64.4,+.024,.6969,108.5,100.9,.5667,36,31,5,.861,14.95,4.86,16,2,15,1,9,2,2530,2052,1450,873,2009,.435,186,519,.358,598,902,.663,470,1364,356,274,183,355,600,63.9,109.2,.449,.258,.519,53.6,40.8,11.8,14.1,.481,12.7,36.7,.298,.8780,108.0,91.0,64.1,+.078,.5856,106.5,103.4,.5578
Baylor,Wisconsin,52,69,0,38,26,12,.684,15.80,10.11,9,9,13,4,5,5,2843,2577,1540,959,2108,.455,280,725,.386,645,949,.680,525,1456,563,197,202,440,648,64.2,115.1,.450,.344,.556,54.8,58.7,8.0,14.0,.521,14.7,40.6,.306,.8481,118.5,102.1,62.6,+.012,.7079,109.0,100.9,.4999,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,1525,927,2019,.459,297,790,.376,642,861,.746,337,1266,468,183,127,307,574,63.3,115.7,.426,.391,.575,51.1,50.5,7.6,8.0,.533,11.2,28.1,.318,.8985,119.3,98.7,64.3,+.020,.7220,108.4,99.7,.5955
Wisconsin,Arizona,64,63,1,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,1525,927,2019,.459,297,790,.376,642,861,.746,337,1266,468,183,127,307,574,63.3,115.7,.426,.391,.575,51.1,50.5,7.6,8.0,.533,11.2,28.1,.318,.8985,119.3,98.7,64.3,+.020,.7220,108.4,99.7,.5955,38,33,5,.868,23.36,9.04,15,3,18,0,8,3,2769,2225,1540,996,2123,.469,204,561,.364,573,870,.659,465,1449,574,223,173,387,630,64.1,112.3,.410,.264,.546,55.1,57.6,9.0,11.5,.517,13.2,36.4,.270,.9536,113.1,86.9,64.4,+.024,.6969,108.5,100.9,.5667
Cal Poly,Wichita State,37,64,0,34,14,20,.412,-1.34,1.69,6,10,6,6,3,12,2141,2163,1360,754,1850,.408,218,654,.333,415,603,.688,377,1096,394,198,93,303,621,60.8,103.5,.326,.354,.501,48.8,52.3,9.6,8.0,.466,12.4,31.8,.224,.4694,103.2,104.3,60.2,-.059,.5648,106.9,104.5,.7409,36,35,1,.972,16.65,1.74,18,0,17,0,12,0,2706,2141,1445,896,1942,.461,250,713,.351,664,916,.725,419,1381,491,247,184,374,611,64.5,116.1,.472,.367,.569,55.3,54.8,10.6,15.0,.526,13.6,35.1,.342,.9398,117.7,92.7,65.0,+.009,.5250,105.1,104.2,.5688
Kansas State,Kentucky,49,56,0,33,20,13,.606,12.14,8.47,10,8,15,2,2,7,2280,2159,1335,798,1840,.434,198,598,.331,486,741,.656,406,1180,503,205,98,404,714,65.6,104.2,.403,.325,.520,50.7,63.0,9.4,8.0,.488,15.6,34.7,.264,.8021,107.9,95.6,65.4,+.012,.6647,109.0,102.7,.3984,40,29,11,.725,18.07,9.90,12,6,16,2,5,5,2992,2665,1615,1004,2213,.454,203,611,.332,781,1146,.682,562,1607,446,189,236,469,732,65.9,112.4,.518,.276,.543,56.6,44.4,7.1,14.9,.500,14.5,41.4,.353,.8840,114.9,96.3,66.0,-.060,.6886,108.4,101.2,.6028
Saint Louis,North Carolina State,83,80,1,34,27,7,.794,11.63,4.24,13,3,14,3,11,1,2374,2105,1375,829,1869,.444,190,601,.316,526,755,.697,345,1231,482,253,138,431,597,67.4,102.4,.404,.322,.533,51.0,58.1,10.9,9.9,.494,16.2,29.4,.281,.8279,104.6,91.3,67.2,+.024,.6012,106.1,102.3,.4686,36,22,14,.611,9.02,7.44,9,9,13,6,6,6,2561,2504,1460,950,2060,.461,160,525,.305,501,762,.657,422,1239,466,173,149,375,670,64.9,108.1,.370,.255,.529,49.5,49.1,7.3,10.8,.500,13.4,34.2,.243,.7450,113.5,103.4,66.1,+.081,.6711,107.5,101.1,.4150
Manhattan,Louisville,64,71,0,33,25,8,.758,6.04,-0.90,15,5,9,3,12,4,2540,2311,1350,828,1837,.451,208,564,.369,676,1019,.663,415,1234,433,273,200,468,799,70.3,107.1,.555,.307,.547,50.7,52.3,11.5,15.3,.507,16.8,34.4,.368,.7377,105.9,96.7,69.5,-.003,.4817,104.9,105.6,.5918,37,31,6,.838,24.69,4.80,15,3,16,2,9,2,2998,2262,1480,1051,2232,.471,288,783,.368,608,920,.661,503,1396,568,370,173,391,723,69.0,117.4,.412,.351,.562,52.1,54.0,14.5,12.5,.535,12.8,37.1,.272,.9513,117.3,90.6,68.9,-.044,.5700,105.8,103.3,.3971
Massachusetts,Tennessee,67,86,0,33,24,9,.727,10.61,6.00,10,6,11,2,7,4,2502,2350,1325,900,1962,.459,177,512,.346,525,769,.683,404,1267,499,226,178,446,649,71.7,105.3,.392,.261,.538,51.9,55.4,9.5,12.3,.504,16.1,34.4,.268,.7843,108.3,96.8,71.6,+.053,.6729,107.1,100.6,.6388,37,24,13,.649,17.34,7.84,11,7,14,3,4,7,2672,2283,1490,927,2048,.453,205,631,.325,613,852,.719,501,1424,472,192,172,388,617,62.8,114.2,.416,.308,.545,56.2,50.9,8.2,12.0,.503,13.7,39.8,.299,.8961,113.5,94.1,63.3,-.097,.6632,107.5,101.3,.5520
Mercer,Duke,78,71,1,36,27,9,.750,5.33,-3.42,14,4,17,1,9,7,2836,2410,1492,982,2061,.476,290,756,.384,582,791,.736,407,1338,586,211,147,420,665,65.7,115.8,.384,.367,.582,52.9,59.7,8.6,11.8,.547,14.7,34.0,.282,.6620,107.6,101.5,65.0,+.007,.3670,102.8,107.8,.6137,35,26,9,.743,19.51,8.48,13,5,17,0,4,5,2745,2359,1405,929,2020,.460,316,801,.395,571,783,.729,410,1207,509,244,105,328,681,65.5,119.4,.388,.397,.574,51.5,54.8,10.6,7.4,.538,12.1,34.5,.283,.9120,124.4,101.5,66.0,-.026,.7081,108.5,100.5,.5731
Texas,Arizona State,87,85,1,35,24,11,.686,12.67,9.15,11,7,16,2,4,6,2598,2475,1405,905,2095,.432,178,545,.327,610,909,.671,528,1449,452,199,206,426,669,69.1,107.0,.434,.260,.514,54.6,49.9,8.2,15.8,.474,14.4,39.6,.291,.8121,109.5,96.4,68.2,+.086,.6818,109.2,102.2,.4437,33,21,12,.636,13.32,7.41,10,8,16,1,4,7,2486,2291,1345,836,1852,.451,268,688,.390,546,787,.694,281,1172,471,167,182,377,635,69.0,107.2,.425,.371,.558,48.4,56.3,7.2,12.8,.524,14.5,24.5,.295,.7985,108.3,96.1,69.3,+.019,.6608,107.6,101.5,.4338
