Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Texas,North Carolina-Asheville,82,61,1,33,26,7,.788,18.91,9.27,13,3,14,0,5,4,2618,2300,,916,2055,.446,196,550,.356,590,818,.721,531,1386,478,206,121,431,675,,,.398,.268,.536,54.5,52.2,,6.2,.493,15.0,,.287,+23.49,119.3,95.8,69.4,-.009,+10.36,107.1,96.8,+2.16,32,15,17,.469,-13.19,-5.61,7,7,10,2,2,14,2320,2514,1310,801,1848,.433,212,586,.362,506,665,.761,393,1142,430,230,99,514,616,,,.360,.317,.536,49.0,53.7,,5.0,.491,19.2,,.274,-12.35,101.2,113.5,68.0,+.119,-6.45,98.3,104.7,+11.61
Purdue,Louisiana State,80,56,1,30,19,11,.633,15.95,9.42,10,6,14,1,3,6,2156,1960,,715,1638,.437,157,467,.336,569,757,.752,312,1015,360,216,85,413,598,,,.462,.285,.540,49.6,50.3,,5.2,.484,17.1,,.347,+17.42,107.0,89.6,69.3,-.012,+9.53,107.6,98.0,+4.87,32,21,11,.656,16.08,6.83,8,8,16,2,2,6,2326,2030,1280,851,1767,.482,215,571,.377,409,633,.646,346,1124,515,255,132,446,524,,,.358,.323,.562,51.7,60.5,,7.4,.542,17.7,,.231,+18.15,111.0,92.8,67.5,-.035,+6.27,104.8,98.6,-8.36
Brigham Young,Connecticut,53,58,0,32,23,9,.719,13.63,5.29,11,3,13,1,6,5,2299,2032,1285,765,1654,.463,194,517,.375,575,762,.755,353,1134,428,222,82,436,688,,,.461,.313,.570,53.3,55.9,,5.0,.521,17.8,,.348,+17.68,109.4,91.7,65.5,-.031,+5.49,107.4,101.9,+5.20,33,23,10,.697,15.84,7.63,10,6,14,2,5,6,2622,2351,1325,964,2057,.469,196,508,.386,498,736,.677,486,1407,502,192,253,507,604,,,.358,.247,.545,53.4,52.1,,11.7,.516,17.4,,.242,+19.54,111.6,92.0,71.2,+.005,+8.75,107.3,98.6,-3.47
Stanford,San Diego,77,69,1,33,24,9,.727,13.25,8.37,14,4,14,3,7,3,2391,2230,1325,851,1925,.442,231,648,.356,458,676,.678,449,1279,482,177,117,470,618,,,.351,.337,.532,53.6,56.6,,6.1,.502,17.3,,.238,+14.57,109.8,95.2,65.6,+.066,+7.26,106.2,98.9,+3.76,30,18,12,.600,5.46,2.74,10,4,9,5,9,6,2265,2143,1210,765,1626,.470,210,554,.379,525,789,.665,354,1147,496,162,101,536,602,,,.485,.341,.566,53.5,64.8,,5.6,.535,21.1,,.323,+8.32,104.7,96.4,70.9,+.003,+3.37,104.8,101.4,+6.03
Maryland,North Carolina-Wilmington,75,73,1,31,21,10,.677,20.56,7.56,11,5,14,2,4,5,2472,2069,1250,901,1940,.464,204,523,.390,466,654,.713,409,1241,573,322,198,431,588,,,.337,.270,.549,51.8,63.6,,10.6,.517,16.1,,.240,+22.00,110.9,88.9,71.5,-.078,+8.23,106.6,98.4,-5.28,31,24,7,.774,8.52,-2.80,15,3,11,1,10,5,2214,1863,1250,801,1747,.459,216,581,.372,396,572,.692,309,1022,456,283,58,352,572,,,.327,.333,.548,48.5,56.9,,3.6,.520,14.8,,.227,+14.62,109.5,94.9,64.1,-.031,-2.47,99.3,101.7,-0.81
Xavier,Troy,71,59,1,32,26,6,.813,16.08,4.61,15,1,14,1,10,2,2482,2115,,850,1897,.448,206,571,.361,576,772,.746,460,1259,523,172,96,407,500,,,.407,.301,.548,53.8,61.5,,4.9,.502,15.2,,.304,+19.88,113.8,94.0,67.7,+.018,+4.80,105.0,100.2,+4.84,32,26,6,.813,2.86,-4.80,14,2,10,1,12,3,2556,2262,1280,914,2116,.432,312,916,.341,416,606,.686,486,1285,495,309,167,435,531,,,.286,.433,.532,50.9,54.2,,8.6,.506,15.3,,.197,+6.15,106.9,100.8,70.3,+.105,-5.20,99.3,104.5,-2.77
Michigan State,Colorado,79,64,1,35,22,13,.629,16.12,9.72,10,6,14,2,3,6,2367,2143,1405,812,1795,.452,179,477,.375,564,767,.735,373,1226,474,217,121,502,707,,,.427,.266,.548,54.2,58.4,,6.8,.502,18.9,,.314,+20.26,110.1,89.9,63.6,-.050,+10.11,107.3,97.2,+3.19,32,20,12,.625,12.82,8.01,9,7,14,1,3,9,2405,2251,,869,1961,.443,159,487,.326,508,759,.669,461,1351,424,196,214,447,568,,,.387,.248,.518,53.5,48.8,,10.6,.484,16.1,,.259,+15.27,109.1,93.8,69.9,+.001,+9.02,106.9,97.9,+0.22
Florida,Sam Houston State,85,55,1,33,25,8,.758,18.54,7.76,12,4,15,1,8,3,2484,2128,1335,883,1856,.476,287,735,.390,431,613,.703,352,1149,542,249,131,438,559,,,.330,.396,.578,50.8,61.4,,7.0,.553,16.9,,.232,+22.14,116.5,94.4,65.0,+.008,+8.30,106.0,97.7,-0.89,30,23,7,.767,-1.65,-6.87,17,3,16,0,7,5,2185,1951,,751,1636,.459,194,542,.358,489,694,.705,338,1111,502,252,174,475,578,,,.424,.331,.556,51.3,66.8,,10.1,.518,19.5,,.299,+0.82,101.5,100.6,67.2,+.088,-7.41,97.0,104.5,-2.00
Texas,Purdue,77,67,1,33,26,7,.788,18.91,9.27,13,3,14,0,5,4,2618,2300,,916,2055,.446,196,550,.356,590,818,.721,531,1386,478,206,121,431,675,,,.398,.268,.536,54.5,52.2,,6.2,.493,15.0,,.287,+23.49,119.3,95.8,69.4,-.009,+10.36,107.1,96.8,+2.16,30,19,11,.633,15.95,9.42,10,6,14,1,3,6,2156,1960,,715,1638,.437,157,467,.336,569,757,.752,312,1015,360,216,85,413,598,,,.462,.285,.540,49.6,50.3,,5.2,.484,17.1,,.347,+17.42,107.0,89.6,69.3,-.012,+9.53,107.6,98.0,+4.87
Stanford,Connecticut,74,85,0,33,24,9,.727,13.25,8.37,14,4,14,3,7,3,2391,2230,1325,851,1925,.442,231,648,.356,458,676,.678,449,1279,482,177,117,470,618,,,.351,.337,.532,53.6,56.6,,6.1,.502,17.3,,.238,+14.57,109.8,95.2,65.6,+.066,+7.26,106.2,98.9,+3.76,33,23,10,.697,15.84,7.63,10,6,14,2,5,6,2622,2351,1325,964,2057,.469,196,508,.386,498,736,.677,486,1407,502,192,253,507,604,,,.358,.247,.545,53.4,52.1,,11.7,.516,17.4,,.242,+19.54,111.6,92.0,71.2,+.005,+8.75,107.3,98.6,-3.47
