Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
North Carolina,Oakland,96,68,1,37,33,4,.892,28.42,10.66,14,2,15,0,8,2,3257,2600,1480,1128,2260,.499,277,687,.403,724,998,.725,502,1499,706,362,142,594,662,,,.442,.304,.596,55.1,62.6,,6.2,.560,17.8,,.320,+32.77,122.5,89.7,73.1,+.011,+11.64,108.7,97.1,+4.26,32,13,19,.406,-2.66,0.86,7,9,6,5,3,13,2269,2352,1285,811,1804,.450,201,593,.339,446,671,.665,384,1044,474,228,77,390,561,,,.372,.329,.534,48.9,58.4,,4.4,.505,15.5,,.247,-1.20,108.1,109.3,65.2,-.022,+1.99,105.2,103.2,+14.37
Iowa State,Minnesota,64,53,1,31,19,12,.613,11.37,8.40,9,7,13,3,4,7,2112,2005,1255,784,1794,.437,113,387,.292,431,632,.682,376,1100,444,295,120,405,524,,,.352,.216,.504,49.6,56.6,,6.9,.469,16.2,,.240,+13.02,103.1,90.1,66.8,+.003,+7.22,107.5,100.3,-3.06,32,21,11,.656,12.06,6.96,10,6,14,3,5,4,2175,2012,,771,1707,.452,170,487,.349,463,656,.706,373,1091,453,292,145,516,512,,,.384,.285,.539,52.0,58.8,,8.5,.501,20.4,,.271,+14.06,104.0,89.9,67.3,+.016,+6.18,106.0,99.8,-3.99
Villanova,New Mexico,55,47,1,32,24,8,.750,19.06,8.43,11,5,14,2,5,3,2336,1996,,801,1840,.435,225,626,.359,509,692,.736,463,1193,385,267,178,409,596,,,.376,.340,.539,52.9,48.1,,10.5,.496,15.9,,.277,+25.02,114.7,89.7,67.0,-.054,+9.16,107.9,98.7,-0.89,33,26,7,.788,11.09,1.51,10,4,18,1,5,5,2492,2121,1320,855,1733,.493,269,688,.391,513,755,.679,327,1127,491,252,115,454,558,,,.436,.397,.596,51.6,57.4,,6.2,.571,17.8,,.296,+15.54,112.8,97.3,65.4,-.002,-0.46,103.4,103.9,-10.69
Ohio,Florida,62,67,0,32,21,11,.656,5.36,1.80,11,7,13,1,4,9,2288,2174,1290,773,1675,.461,182,555,.328,560,802,.698,348,1050,374,273,86,423,571,,,.479,.331,.556,49.6,48.4,,4.9,.516,17.1,,.334,+8.29,109.8,101.5,65.7,+.042,+2.72,104.9,102.2,-4.24,32,24,8,.750,20.18,7.12,12,4,13,3,6,4,2438,2020,1290,844,1751,.482,244,626,.390,506,716,.707,366,1186,475,228,146,444,598,,,.409,.358,.583,54.2,56.3,,8.4,.552,17.5,,.289,+23.93,116.4,92.5,65.2,-.027,+7.13,106.6,99.5,-4.30
Wisconsin,Northern Iowa,57,52,1,34,25,9,.735,16.76,9.61,11,5,15,1,5,6,2290,2047,1360,788,1789,.440,250,640,.391,464,685,.677,342,1176,444,179,62,389,513,,,.383,.358,.542,52.7,56.3,,3.4,.510,15.5,,.259,+20.81,112.0,91.2,62.8,+.042,+10.24,108.5,98.3,+1.27,32,21,11,.656,10.14,5.31,11,7,13,2,6,7,2311,2127,1290,847,1763,.480,226,593,.381,391,560,.698,283,1071,491,192,138,373,556,,,.318,.336,.569,50.8,58.0,,7.9,.545,15.5,,.222,+13.36,112.2,98.9,64.5,-.035,+5.44,105.8,100.3,+1.09
Bucknell,Kansas,64,63,1,33,23,10,.697,2.12,-2.19,10,4,12,1,8,7,2097,1946,1325,704,1585,.444,218,591,.369,471,672,.701,306,1044,416,262,96,508,630,,,.424,.373,.551,50.3,59.1,,5.8,.513,21.1,,.297,+6.69,102.2,95.6,63.1,+.063,-2.34,101.4,103.7,+2.28,30,23,7,.767,20.68,10.85,12,4,15,1,6,4,2251,1956,1220,801,1684,.476,198,539,.367,451,649,.695,350,1129,495,197,115,433,574,,,.385,.320,.565,52.4,61.8,,6.7,.534,17.9,,.268,+23.08,115.6,92.5,66.5,+.008,+10.45,108.1,97.7,+10.37
North Carolina State,Charlotte,75,63,1,35,21,14,.600,16.16,9.16,7,9,11,6,5,6,2559,2314,1400,871,1915,.455,294,795,.370,523,742,.705,375,1121,529,260,156,435,658,,,.387,.415,.564,48.3,60.7,,8.4,.532,16.1,,.273,+18.93,115.0,96.1,63.1,-.062,+10.05,108.3,98.3,-3.82,29,21,8,.724,9.63,3.97,12,4,12,2,7,5,2257,2093,1180,763,1767,.432,232,630,.368,499,730,.684,420,1119,409,252,92,389,495,,,.413,.357,.534,51.0,53.6,,5.2,.497,15.5,,.282,+12.15,111.6,99.5,70.6,+.042,+3.68,104.9,101.2,-1.74
Central Florida,Connecticut,71,77,0,33,24,9,.727,-4.91,-7.78,13,7,12,3,8,5,2304,2152,1330,784,1702,.461,283,759,.373,453,651,.696,405,1174,512,221,143,496,622,,,.382,.446,.573,54.2,65.3,,8.2,.544,19.8,,.266,-2.56,105.0,107.6,60.1,+.067,-8.61,99.0,107.7,-4.62,31,23,8,.742,18.82,7.62,13,3,14,3,7,3,2419,2072,,862,1872,.460,154,486,.317,541,773,.700,478,1412,531,189,275,468,492,,,.413,.260,.540,57.1,61.6,,13.7,.502,17.3,,.289,+21.94,112.1,90.2,70.6,-.031,+8.52,108.5,100.0,-1.04
North Carolina,Iowa State,92,65,1,37,33,4,.892,28.42,10.66,14,2,15,0,8,2,3257,2600,1480,1128,2260,.499,277,687,.403,724,998,.725,502,1499,706,362,142,594,662,,,.442,.304,.596,55.1,62.6,,6.2,.560,17.8,,.320,+32.77,122.5,89.7,73.1,+.011,+11.64,108.7,97.1,+4.26,31,19,12,.613,11.37,8.40,9,7,13,3,4,7,2112,2005,1255,784,1794,.437,113,387,.292,431,632,.682,376,1100,444,295,120,405,524,,,.352,.216,.504,49.6,56.6,,6.9,.469,16.2,,.240,+13.02,103.1,90.1,66.8,+.003,+7.22,107.5,100.3,-3.06
Florida,Villanova,65,76,0,32,24,8,.750,20.18,7.12,12,4,13,3,6,4,2438,2020,1290,844,1751,.482,244,626,.390,506,716,.707,366,1186,475,228,146,444,598,,,.409,.358,.583,54.2,56.3,,8.4,.552,17.5,,.289,+23.93,116.4,92.5,65.2,-.027,+7.13,106.6,99.5,-4.30,32,24,8,.750,19.06,8.43,11,5,14,2,5,3,2336,1996,,801,1840,.435,225,626,.359,509,692,.736,463,1193,385,267,178,409,596,,,.376,.340,.539,52.9,48.1,,10.5,.496,15.9,,.277,+25.02,114.7,89.7,67.0,-.054,+9.16,107.9,98.7,-0.89
Bucknell,Wisconsin,62,71,0,33,23,10,.697,2.12,-2.19,10,4,12,1,8,7,2097,1946,1325,704,1585,.444,218,591,.369,471,672,.701,306,1044,416,262,96,508,630,,,.424,.373,.551,50.3,59.1,,5.8,.513,21.1,,.297,+6.69,102.2,95.6,63.1,+.063,-2.34,101.4,103.7,+2.28,34,25,9,.735,16.76,9.61,11,5,15,1,5,6,2290,2047,1360,788,1789,.440,250,640,.391,464,685,.677,342,1176,444,179,62,389,513,,,.383,.358,.542,52.7,56.3,,3.4,.510,15.5,,.259,+20.81,112.0,91.2,62.8,+.042,+10.24,108.5,98.3,+1.27
North Carolina State,Connecticut,65,62,1,35,21,14,.600,16.16,9.16,7,9,11,6,5,6,2559,2314,1400,871,1915,.455,294,795,.370,523,742,.705,375,1121,529,260,156,435,658,,,.387,.415,.564,48.3,60.7,,8.4,.532,16.1,,.273,+18.93,115.0,96.1,63.1,-.062,+10.05,108.3,98.3,-3.82,31,23,8,.742,18.82,7.62,13,3,14,3,7,3,2419,2072,,862,1872,.460,154,486,.317,541,773,.700,478,1412,531,189,275,468,492,,,.413,.260,.540,57.1,61.6,,13.7,.502,17.3,,.289,+21.94,112.1,90.2,70.6,-.031,+8.52,108.5,100.0,-1.04
North Carolina,Villanova,67,66,1,37,33,4,.892,28.42,10.66,14,2,15,0,8,2,3257,2600,1480,1128,2260,.499,277,687,.403,724,998,.725,502,1499,706,362,142,594,662,,,.442,.304,.596,55.1,62.6,,6.2,.560,17.8,,.320,+32.77,122.5,89.7,73.1,+.011,+11.64,108.7,97.1,+4.26,32,24,8,.750,19.06,8.43,11,5,14,2,5,3,2336,1996,,801,1840,.435,225,626,.359,509,692,.736,463,1193,385,267,178,409,596,,,.376,.340,.539,52.9,48.1,,10.5,.496,15.9,,.277,+25.02,114.7,89.7,67.0,-.054,+9.16,107.9,98.7,-0.89
Wisconsin,North Carolina State,65,56,1,34,25,9,.735,16.76,9.61,11,5,15,1,5,6,2290,2047,1360,788,1789,.440,250,640,.391,464,685,.677,342,1176,444,179,62,389,513,,,.383,.358,.542,52.7,56.3,,3.4,.510,15.5,,.259,+20.81,112.0,91.2,62.8,+.042,+10.24,108.5,98.3,+1.27,35,21,14,.600,16.16,9.16,7,9,11,6,5,6,2559,2314,1400,871,1915,.455,294,795,.370,523,742,.705,375,1121,529,260,156,435,658,,,.387,.415,.564,48.3,60.7,,8.4,.532,16.1,,.273,+18.93,115.0,96.1,63.1,-.062,+10.05,108.3,98.3,-3.82
