Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,ConfW1,ConfL1,HomeW1,HomeL1,AwayW1,AwayL1,Tm.1,Opp.1,MP1,FG1,FGA1,FG%1,3P1,3PA1,3P%1,FT1,FTA1,FT%1,ORB1,TRB1,AST1,STL1,BLK1,TOV1,PF1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,ConfW2,ConfL2,HomeW2,HomeL2,AwayW2,AwayL2,Tm.2,Opp.2,MP2,FG2,FGA2,FG%2,3P2,3PA2,3P%2,FT2,FTA2,FT%2,ORB2,TRB2,AST2,STL2,BLK2,TOV2,PF2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Milwaukee,Florida,60,82,0,31,22,9,.710,7.65,1.47,12,4,13,2,8,6,2294,2061,1250,797,1832,.435,204,609,.335,496,719,.690,452,1185,389,216,91,421,595,,,.392,.332,.528,54.1,48.8,,5.4,.491,16.2,,.271,+11.86,108.3,96.5,67.7,+.017,+1.54,104.9,103.4,+4.95,39,33,6,.846,20.21,5.49,10,6,16,2,6,4,3052,2478,1565,1061,2120,.500,289,738,.392,641,862,.744,421,1402,650,297,207,561,623,,,.407,.348,.603,52.7,61.3,,9.1,.569,18.2,,.302,+28.28,117.9,89.7,66.9,-.011,+8.35,107.7,99.3,-8.46
Ohio State,Georgetown,52,70,0,32,26,6,.813,16.08,5.90,12,4,16,1,6,3,2363,2037,1295,833,1791,.465,262,718,.365,435,606,.718,321,1088,491,216,89,379,489,,,.338,.401,.568,49.5,58.9,,4.7,.538,15.4,,.243,+20.68,113.0,92.3,65.2,+.028,+6.74,107.0,100.3,-3.33,33,23,10,.697,13.98,6.92,10,6,11,2,7,6,2177,1944,1330,787,1682,.468,223,628,.355,380,538,.706,354,1079,514,199,119,381,486,,,.320,.373,.562,53.1,65.3,,7.0,.534,16.4,,.226,+21.29,116.5,95.2,57.8,-.026,+9.58,108.1,98.5,-1.83
Villanova,Boston College,60,59,1,33,28,5,.848,19.51,9.23,14,2,12,1,10,2,2449,2107,1330,809,1942,.417,288,769,.375,543,717,.757,459,1198,403,256,159,370,615,,,.369,.396,.536,50.7,49.8,,9.0,.491,13.9,,.280,+24.59,116.3,91.7,65.6,+.080,+10.79,108.4,97.6,+3.17,36,28,8,.778,13.79,6.10,11,5,14,2,9,3,2671,2383,,949,1958,.485,211,585,.361,562,833,.675,466,1277,639,222,161,472,586,,,.425,.299,.567,52.8,67.3,,7.9,.539,16.7,,.287,+18.65,117.8,99.2,61.5,+.024,+7.43,107.1,99.7,-5.69
Florida,Georgetown,57,53,1,39,33,6,.846,20.21,5.49,10,6,16,2,6,4,3052,2478,1565,1061,2120,.500,289,738,.392,641,862,.744,421,1402,650,297,207,561,623,,,.407,.348,.603,52.7,61.3,,9.1,.569,18.2,,.302,+28.28,117.9,89.7,66.9,-.011,+8.35,107.7,99.3,-8.46,33,23,10,.697,13.98,6.92,10,6,11,2,7,6,2177,1944,1330,787,1682,.468,223,628,.355,380,538,.706,354,1079,514,199,119,381,486,,,.320,.373,.562,53.1,65.3,,7.0,.534,16.4,,.226,+21.29,116.5,95.2,57.8,-.026,+9.58,108.1,98.5,-1.83
Florida,Villanova,75,62,1,39,33,6,.846,20.21,5.49,10,6,16,2,6,4,3052,2478,1565,1061,2120,.500,289,738,.392,641,862,.744,421,1402,650,297,207,561,623,,,.407,.348,.603,52.7,61.3,,9.1,.569,18.2,,.302,+28.28,117.9,89.7,66.9,-.011,+8.35,107.7,99.3,-8.46,33,28,5,.848,19.51,9.23,14,2,12,1,10,2,2449,2107,1330,809,1942,.417,288,769,.375,543,717,.757,459,1198,403,256,159,370,615,,,.369,.396,.536,50.7,49.8,,9.0,.491,13.9,,.280,+24.59,116.3,91.7,65.6,+.080,+10.79,108.4,97.6,+3.17
Southern,Duke,54,70,0,33,20,13,.606,-5.97,-6.69,15,3,11,0,6,11,2093,2070,,787,1796,.438,143,448,.319,376,581,.647,422,1234,391,249,122,561,574,,,.323,.249,.505,52.2,49.7,,6.6,.478,21.3,,.209,-3.40,96.2,99.6,64.8,+.081,-7.68,96.6,104.3,+13.07,36,32,4,.889,21.77,8.77,14,2,14,1,8,2,2921,2453,1445,979,2011,.487,274,709,.386,689,905,.761,350,1204,546,337,202,496,621,,,.450,.353,.598,48.1,55.8,,9.1,.555,16.9,,.343,+27.54,119.4,91.8,69.8,+.047,+10.51,108.1,97.6,+6.81
George Washington,North Carolina-Wilmington,88,85,1,30,27,3,.900,9.63,-0.33,16,0,15,0,10,1,2360,2026,,845,1814,.466,182,511,.356,488,755,.646,421,1143,511,278,135,420,553,,,.416,.282,.543,52.4,60.5,,8.0,.516,16.2,,.269,+14.67,110.3,95.6,71.2,+.106,-1.23,101.1,102.4,-15.01,33,25,8,.758,8.90,0.57,15,3,12,1,8,6,2250,1975,,807,1867,.432,216,639,.338,420,601,.699,389,1191,506,248,55,414,682,,,.322,.342,.523,51.4,62.7,,3.3,.490,16.1,,.225,+14.77,107.2,92.4,62.6,-.006,+1.59,103.6,102.0,+0.11
Texas A&M,Syracuse,66,58,1,31,22,9,.710,13.19,4.77,10,6,16,2,4,5,2130,1869,,725,1627,.446,203,563,.361,477,702,.679,325,993,509,266,94,416,668,,,.431,.346,.543,49.4,70.2,,6.4,.508,17.5,,.293,+15.90,106.7,90.8,63.0,-.008,+4.22,104.8,100.6,-12.20,35,23,12,.657,11.68,8.16,7,9,14,5,3,5,2535,2412,1415,913,2083,.438,260,766,.339,449,698,.643,476,1338,541,313,221,532,625,,,.335,.368,.525,50.4,59.3,,10.8,.501,18.1,,.216,+13.15,110.0,96.8,68.3,+.077,+8.71,107.5,98.8,-3.79
Louisiana State,Iona,80,64,1,36,27,9,.750,17.54,8.77,14,2,14,2,7,4,2633,2299,1450,972,2092,.465,147,454,.324,542,786,.690,496,1447,547,298,236,555,567,,,.376,.217,.534,55.4,56.3,,11.0,.500,18.4,,.259,+22.00,109.8,87.8,67.5,+.008,+10.68,108.3,97.6,+1.75,31,23,8,.742,6.86,-0.78,13,5,7,4,11,2,2475,2238,1245,881,1835,.480,196,488,.402,517,748,.691,413,1140,481,239,128,468,576,,,.408,.266,.565,51.7,54.6,,7.0,.534,17.6,,.282,+11.33,109.7,98.4,69.6,+.024,+0.66,106.0,105.3,+3.83
West Virginia,Southern Illinois,64,46,1,33,22,11,.667,14.51,8.54,11,5,13,2,5,4,2334,2093,1325,835,1875,.445,337,967,.349,327,439,.745,258,915,576,266,93,287,419,,,.234,.516,.560,42.4,69.0,,5.1,.535,12.1,,.174,+19.49,116.1,96.6,62.5,-.046,+10.37,108.4,98.0,-0.49,33,22,11,.667,8.93,4.62,12,6,11,2,7,7,1994,1864,,707,1714,.412,183,548,.334,397,579,.686,384,1073,404,278,105,473,653,,,.338,.320,.501,50.7,57.1,,7.0,.466,19.2,,.232,+13.60,102.9,89.3,60.7,+.032,+5.81,103.6,97.8,+0.44
Northwestern State,Iowa,64,63,1,34,26,8,.765,4.01,-1.38,15,1,14,0,10,6,2573,2365,,914,1981,.461,226,616,.367,519,779,.666,458,1224,589,312,113,535,698,,,.393,.311,.547,51.2,64.4,,6.0,.518,18.5,,.262,+7.51,106.6,99.1,67.6,+.016,-1.45,102.2,103.6,+10.25,34,25,9,.735,14.18,6.80,11,5,17,0,4,7,2254,2003,1380,781,1811,.431,191,570,.335,501,706,.710,372,1285,502,225,167,506,517,,,.390,.315,.525,52.4,64.3,,8.7,.484,19.1,,.277,+18.22,103.8,85.6,64.7,+.046,+7.86,107.7,99.9,-0.77
North Carolina State,University of California,58,52,1,32,22,10,.688,12.70,5.63,10,6,15,3,5,5,2383,2157,1310,793,1704,.465,288,777,.371,509,678,.751,284,1050,500,233,150,434,565,,,.398,.456,.588,47.8,63.1,,8.1,.550,17.6,,.299,+15.92,112.5,96.6,64.4,+.013,+6.74,107.1,100.3,-7.99,31,20,11,.645,12.31,8.84,12,6,12,3,7,4,2128,2000,1265,717,1598,.449,169,452,.374,525,716,.733,301,1002,402,162,83,384,518,,,.448,.283,.549,51.2,56.1,,5.0,.502,16.5,,.329,+13.68,110.5,96.8,61.9,+.021,+7.59,106.8,99.3,-0.77
Pennsylvania,Texas,52,60,0,29,20,9,.690,6.01,-2.31,12,2,12,4,8,4,1987,1744,1175,710,1595,.445,196,607,.323,371,550,.675,302,919,413,283,78,382,532,,,.345,.381,.535,48.6,58.2,,5.4,.507,17.1,,.233,+7.30,101.8,94.5,64.3,-.030,-5.06,100.0,105.0,+1.85,37,30,7,.811,21.89,6.99,13,3,16,1,7,3,2781,2230,1485,983,2132,.461,269,722,.373,546,751,.727,518,1498,549,296,186,498,561,,,.352,.339,.559,57.5,55.8,,8.9,.524,16.7,,.256,+25.79,117.5,91.7,63.9,+.039,+7.79,106.1,98.3,-0.02
Duke,George Washington,74,61,1,36,32,4,.889,21.77,8.77,14,2,14,1,8,2,2921,2453,1445,979,2011,.487,274,709,.386,689,905,.761,350,1204,546,337,202,496,621,,,.450,.353,.598,48.1,55.8,,9.1,.555,16.9,,.343,+27.54,119.4,91.8,69.8,+.047,+10.51,108.1,97.6,+6.81,30,27,3,.900,9.63,-0.33,16,0,15,0,10,1,2360,2026,,845,1814,.466,182,511,.356,488,755,.646,421,1143,511,278,135,420,553,,,.416,.282,.543,52.4,60.5,,8.0,.516,16.2,,.269,+14.67,110.3,95.6,71.2,+.106,-1.23,101.1,102.4,-15.01
Texas A&M,Louisiana State,57,58,0,31,22,9,.710,13.19,4.77,10,6,16,2,4,5,2130,1869,,725,1627,.446,203,563,.361,477,702,.679,325,993,509,266,94,416,668,,,.431,.346,.543,49.4,70.2,,6.4,.508,17.5,,.293,+15.90,106.7,90.8,63.0,-.008,+4.22,104.8,100.6,-12.20,36,27,9,.750,17.54,8.77,14,2,14,2,7,4,2633,2299,1450,972,2092,.465,147,454,.324,542,786,.690,496,1447,547,298,236,555,567,,,.376,.217,.534,55.4,56.3,,11.0,.500,18.4,,.259,+22.00,109.8,87.8,67.5,+.008,+10.68,108.3,97.6,+1.75
Northwestern State,West Virginia,54,67,0,34,26,8,.765,4.01,-1.38,15,1,14,0,10,6,2573,2365,,914,1981,.461,226,616,.367,519,779,.666,458,1224,589,312,113,535,698,,,.393,.311,.547,51.2,64.4,,6.0,.518,18.5,,.262,+7.51,106.6,99.1,67.6,+.016,-1.45,102.2,103.6,+10.25,33,22,11,.667,14.51,8.54,11,5,13,2,5,4,2334,2093,1325,835,1875,.445,337,967,.349,327,439,.745,258,915,576,266,93,287,419,,,.234,.516,.560,42.4,69.0,,5.1,.535,12.1,,.174,+19.49,116.1,96.6,62.5,-.046,+10.37,108.4,98.0,-0.49
North Carolina State,Texas,54,75,0,32,22,10,.688,12.70,5.63,10,6,15,3,5,5,2383,2157,1310,793,1704,.465,288,777,.371,509,678,.751,284,1050,500,233,150,434,565,,,.398,.456,.588,47.8,63.1,,8.1,.550,17.6,,.299,+15.92,112.5,96.6,64.4,+.013,+6.74,107.1,100.3,-7.99,37,30,7,.811,21.89,6.99,13,3,16,1,7,3,2781,2230,1485,983,2132,.461,269,722,.373,546,751,.727,518,1498,549,296,186,498,561,,,.352,.339,.559,57.5,55.8,,8.9,.524,16.7,,.256,+25.79,117.5,91.7,63.9,+.039,+7.79,106.1,98.3,-0.02
Duke,Louisiana State,54,62,0,36,32,4,.889,21.77,8.77,14,2,14,1,8,2,2921,2453,1445,979,2011,.487,274,709,.386,689,905,.761,350,1204,546,337,202,496,621,,,.450,.353,.598,48.1,55.8,,9.1,.555,16.9,,.343,+27.54,119.4,91.8,69.8,+.047,+10.51,108.1,97.6,+6.81,36,27,9,.750,17.54,8.77,14,2,14,2,7,4,2633,2299,1450,972,2092,.465,147,454,.324,542,786,.690,496,1447,547,298,236,555,567,,,.376,.217,.534,55.4,56.3,,11.0,.500,18.4,,.259,+22.00,109.8,87.8,67.5,+.008,+10.68,108.3,97.6,+1.75
Texas,West Virginia,74,71,1,37,30,7,.811,21.89,6.99,13,3,16,1,7,3,2781,2230,1485,983,2132,.461,269,722,.373,546,751,.727,518,1498,549,296,186,498,561,,,.352,.339,.559,57.5,55.8,,8.9,.524,16.7,,.256,+25.79,117.5,91.7,63.9,+.039,+7.79,106.1,98.3,-0.02,33,22,11,.667,14.51,8.54,11,5,13,2,5,4,2334,2093,1325,835,1875,.445,337,967,.349,327,439,.745,258,915,576,266,93,287,419,,,.234,.516,.560,42.4,69.0,,5.1,.535,12.1,,.174,+19.49,116.1,96.6,62.5,-.046,+10.37,108.4,98.0,-0.49
Texas,Louisiana State,60,70,0,37,30,7,.811,21.89,6.99,13,3,16,1,7,3,2781,2230,1485,983,2132,.461,269,722,.373,546,751,.727,518,1498,549,296,186,498,561,,,.352,.339,.559,57.5,55.8,,8.9,.524,16.7,,.256,+25.79,117.5,91.7,63.9,+.039,+7.79,106.1,98.3,-0.02,36,27,9,.750,17.54,8.77,14,2,14,2,7,4,2633,2299,1450,972,2092,.465,147,454,.324,542,786,.690,496,1447,547,298,236,555,567,,,.376,.217,.534,55.4,56.3,,11.0,.500,18.4,,.259,+22.00,109.8,87.8,67.5,+.008,+10.68,108.3,97.6,+1.75
Oral Roberts,Memphis,78,94,0,33,21,12,.636,3.23,-2.35,13,3,10,2,6,8,2472,2248,,866,1883,.460,218,560,.389,522,736,.709,435,1215,528,220,140,472,583,,,.391,.297,.554,53.4,61.0,,7.5,.518,17.5,,.277,+5.70,107.1,101.4,66.9,-.035,-3.45,102.8,106.2,+6.88,37,33,4,.892,18.81,4.24,13,1,19,1,10,1,2961,2422,,1034,2291,.451,277,783,.354,616,903,.682,568,1528,566,361,235,575,757,,,.394,.342,.544,54.4,54.7,,11.2,.512,17.5,,.269,+23.54,113.2,89.6,70.8,-.007,+3.89,103.9,100.0,+7.82
Arkansas,Bucknell,55,59,0,32,22,10,.688,15.01,6.17,10,6,15,1,3,5,2359,2076,1290,841,1837,.458,179,533,.336,498,720,.692,390,1118,495,266,194,428,541,,,.392,.290,.541,50.2,58.9,,10.7,.507,16.4,,.271,+18.47,112.2,93.8,66.0,-.062,+6.35,106.0,99.6,-4.78,32,27,5,.844,7.29,-2.29,14,0,14,1,11,3,2114,1785,1290,726,1560,.465,196,503,.390,466,670,.696,308,1032,457,279,55,474,561,,,.429,.322,.563,52.4,62.9,,3.6,.528,20.2,,.299,+12.56,105.7,93.1,61.8,+.092,-3.17,100.2,103.4,+7.18
Pittsburgh,Kent State,79,64,1,33,25,8,.758,16.37,7.01,10,6,16,1,5,5,2391,2082,1330,840,1842,.456,206,585,.352,505,729,.693,422,1281,541,203,128,452,565,,,.396,.318,.546,55.4,64.4,,6.9,.512,17.1,,.274,+21.72,112.4,90.6,64.6,-.031,+7.81,108.0,100.1,-6.92,34,25,9,.735,6.27,0.00,15,3,12,2,8,5,2458,2239,1375,844,1887,.447,237,660,.359,533,745,.715,377,1130,452,265,82,451,682,,,.395,.350,.548,52.0,53.6,,4.8,.510,16.8,,.282,+10.54,108.3,97.8,65.7,+.017,+0.67,103.2,102.5,-1.52
Bradley,Kansas,77,73,1,33,22,11,.667,11.78,5.38,11,7,13,1,5,8,2359,2148,,848,1933,.439,185,551,.336,478,666,.718,419,1241,533,294,151,497,614,,,.345,.285,.524,52.0,62.9,,8.2,.487,18.1,,.247,+16.50,107.5,91.0,69.3,-.019,+6.94,105.4,98.5,-2.22,33,25,8,.758,20.02,7.60,13,3,14,2,6,2,2480,2024,1325,912,1923,.474,205,539,.380,451,671,.672,433,1305,589,323,185,516,599,,,.349,.280,.553,53.6,64.6,,9.8,.528,18.7,,.235,+23.22,110.4,87.2,67.7,-.043,+6.03,106.0,99.9,-1.11
Indiana,San Diego State,87,83,1,31,19,12,.613,12.10,7.36,9,7,10,3,5,7,2231,2084,1240,797,1730,.461,276,699,.395,361,523,.690,319,1053,466,196,72,446,574,,,.302,.404,.564,50.8,58.5,,4.2,.540,18.4,,.209,+15.53,110.0,94.4,66.5,-.012,+9.77,108.8,99.0,+2.17,33,24,9,.727,9.81,3.65,13,3,13,2,7,5,2456,2223,1330,839,1823,.460,220,556,.396,558,767,.728,430,1176,432,251,101,498,545,,,.421,.305,.561,52.9,51.5,,5.3,.521,18.5,,.306,+12.78,112.8,100.0,66.1,-.001,+2.27,103.7,101.5,-2.20
Gonzaga,Xavier,79,75,1,33,29,4,.879,12.32,5.02,14,0,17,0,8,2,2643,2402,,897,1879,.477,182,500,.364,667,853,.782,411,1239,459,234,94,434,625,,,.454,.266,.579,52.5,51.2,,4.7,.526,16.0,,.355,+15.64,119.1,103.5,66.3,+.036,+4.38,104.4,100.0,+7.98,32,21,11,.656,10.11,1.99,8,8,15,4,5,5,2290,2030,1285,778,1685,.462,218,588,.371,516,713,.724,338,1121,502,199,152,410,568,,,.423,.349,.566,51.8,64.5,,8.5,.526,16.8,,.306,+12.73,110.9,98.2,65.3,-.065,+1.91,103.6,101.6,-3.38
Marquette,Alabama,85,90,0,31,20,11,.645,11.33,8.16,10,6,14,2,3,7,2325,2150,1250,830,1823,.455,263,663,.397,402,549,.732,377,1112,482,233,94,458,597,,,.301,.364,.558,49.9,58.1,,5.1,.527,18.0,,.221,+15.36,112.8,97.4,68.1,-.012,+8.82,108.6,99.8,-1.71,31,18,13,.581,10.79,8.08,10,6,14,4,3,7,2178,2094,1250,758,1662,.456,174,505,.345,488,689,.708,389,1135,379,195,152,421,433,,,.415,.304,.547,53.2,50.0,,8.3,.508,17.5,,.294,+12.48,112.8,100.3,63.4,+.005,+9.21,107.7,98.4,+1.60
UCLA,Belmont,78,44,1,39,32,7,.821,17.34,8.27,14,4,14,3,8,2,2642,2288,1565,939,1987,.473,236,682,.346,528,764,.691,429,1303,541,224,111,562,649,,,.384,.343,.562,53.6,57.6,,5.5,.532,19.3,,.266,+23.40,112.7,89.3,61.6,+.020,+8.30,107.4,99.1,+1.60,31,20,11,.645,-3.53,-6.72,15,5,10,2,7,8,2499,2356,1260,897,1819,.493,261,692,.377,444,643,.691,364,1099,518,240,110,503,612,,,.353,.380,.588,50.3,57.7,,5.9,.565,19.1,,.244,-0.73,107.1,107.8,69.1,+.024,-8.62,99.7,108.4,+5.97
Memphis,Bucknell,72,56,1,37,33,4,.892,18.81,4.24,13,1,19,1,10,1,2961,2422,,1034,2291,.451,277,783,.354,616,903,.682,568,1528,566,361,235,575,757,,,.394,.342,.544,54.4,54.7,,11.2,.512,17.5,,.269,+23.54,113.2,89.6,70.8,-.007,+3.89,103.9,100.0,+7.82,32,27,5,.844,7.29,-2.29,14,0,14,1,11,3,2114,1785,1290,726,1560,.465,196,503,.390,466,670,.696,308,1032,457,279,55,474,561,,,.429,.322,.563,52.4,62.9,,3.6,.528,20.2,,.299,+12.56,105.7,93.1,61.8,+.092,-3.17,100.2,103.4,+7.18
Pittsburgh,Bradley,66,72,0,33,25,8,.758,16.37,7.01,10,6,16,1,5,5,2391,2082,1330,840,1842,.456,206,585,.352,505,729,.693,422,1281,541,203,128,452,565,,,.396,.318,.546,55.4,64.4,,6.9,.512,17.1,,.274,+21.72,112.4,90.6,64.6,-.031,+7.81,108.0,100.1,-6.92,33,22,11,.667,11.78,5.38,11,7,13,1,5,8,2359,2148,,848,1933,.439,185,551,.336,478,666,.718,419,1241,533,294,151,497,614,,,.345,.285,.524,52.0,62.9,,8.2,.487,18.1,,.247,+16.50,107.5,91.0,69.3,-.019,+6.94,105.4,98.5,-2.22
