Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,W1,L1,W1,L1,W1,L1,Tm.1,Opp.1,1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,W2,L2,W2,L2,W2,L2,Tm.2,Opp.2,2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Louisville,UC-Irvine,57,55,1,36,27,9,.750,18.12,8.98,12,6,15,4,7,3,2483,2154,,65.6,104.5,.387,.314,.512,51.8,47.7,11.9,14.4,.477,14.4,34.7,.258,+21.21,110.2,88.9,64.6,+.027,+9.69,109.5,99.8,-2.36,34,21,13,.618,3.63,0.45,11,5,10,3,6,9,2295,2113,,63.7,105.2,.292,.301,.544,51.2,56.2,8.9,12.6,.520,15.8,30.2,.200,+7.09,106.3,99.2,63.4,-.022,+0.90,104.7,103.8,+2.29
Providence,Dayton,53,66,0,34,22,12,.647,13.71,9.50,11,7,13,4,5,6,2370,2227,,65.7,105.4,.407,.289,.526,52.9,57.2,10.8,13.5,.484,15.3,35.1,.287,+16.72,112.6,95.9,65.2,+.038,+10.26,109.7,99.4,+2.18,36,27,9,.750,10.98,4.06,13,5,16,0,5,6,2439,2190,,64.2,105.1,.482,.382,.565,48.6,60.5,10.8,7.2,.530,16.1,23.3,.330,+14.24,109.2,95.0,63.4,+.022,+3.39,105.4,102.0,+0.07
Oklahoma,Albany (NY),69,60,1,35,24,11,.686,18.65,9.94,12,6,14,1,5,6,2501,2196,,67.4,105.2,.328,.338,.532,51.1,48.6,10.0,12.9,.493,15.1,31.5,.243,+22.80,112.5,89.7,66.7,-.045,+11.00,110.2,99.2,+1.05,33,24,9,.727,-0.34,-5.18,15,1,12,3,12,5,2156,1996,,61.2,106.4,.390,.343,.546,53.5,47.9,9.2,5.5,.499,16.2,32.6,.296,+3.29,107.2,103.9,60.8,+.054,-5.50,100.4,105.9,+0.18
Michigan State,Georgia,70,63,1,39,27,12,.692,17.46,10.00,12,6,12,4,7,4,2773,2482,,63.0,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207,+21.72,116.6,94.9,63.1,-.017,+10.49,110.3,99.8,-0.88,33,21,12,.636,12.42,8.60,11,7,12,4,8,4,2250,2124,,64.8,102.8,.477,.311,.530,53.0,55.0,8.4,12.4,.485,16.5,32.2,.331,+15.09,109.6,94.5,64.1,+.001,+8.73,108.6,99.9,+1.41
Virginia,Belmont,79,67,1,34,30,4,.882,21.73,7.81,16,2,15,1,11,1,2224,1751,,58.6,110.8,.349,.275,.543,56.0,53.5,9.3,13.3,.506,13.4,34.2,.254,+30.06,115.6,85.5,58.0,+.023,+8.21,108.5,100.3,+0.46,33,22,11,.667,0.35,-2.77,11,5,12,2,7,8,2450,2330,,67.5,109.9,.324,.480,.589,50.3,58.7,9.4,5.5,.567,17.8,29.0,.225,+2.27,110.2,107.9,66.9,+.065,-3.33,102.4,105.7,-1.68
North Carolina State,Villanova,71,68,1,36,22,14,.611,14.11,9.72,10,8,14,6,5,5,2525,2367,,64.5,108.0,.354,.322,.526,52.3,46.4,5.9,13.1,.493,13.5,34.0,.243,+15.93,114.9,98.9,64.1,-.003,+9.84,109.3,99.5,-0.65,36,33,3,.917,23.13,7.55,16,2,15,0,9,2,2754,2193,,65.0,116.9,.418,.429,.589,51.5,62.2,11.8,11.0,.553,14.0,32.5,.305,+30.65,122.7,92.0,64.2,+.031,+7.67,108.2,100.6,+0.23
Northern Iowa,Louisville,53,66,0,35,31,4,.886,12.54,2.00,16,2,16,0,9,3,2281,1912,,57.4,111.9,.398,.399,.593,51.9,53.2,10.2,7.8,.559,15.9,27.0,.292,+20.98,116.3,95.3,58.2,+.018,+1.42,104.4,103.0,+0.61,36,27,9,.750,18.12,8.98,12,6,15,4,7,3,2483,2154,,65.6,104.5,.387,.314,.512,51.8,47.7,11.9,14.4,.477,14.4,34.7,.258,+21.21,110.2,88.9,64.6,+.027,+9.69,109.5,99.8,-2.36
Oklahoma,Dayton,72,66,1,35,24,11,.686,18.65,9.94,12,6,14,1,5,6,2501,2196,,67.4,105.2,.328,.338,.532,51.1,48.6,10.0,12.9,.493,15.1,31.5,.243,+22.80,112.5,89.7,66.7,-.045,+11.00,110.2,99.2,+1.05,36,27,9,.750,10.98,4.06,13,5,16,0,5,6,2439,2190,,64.2,105.1,.482,.382,.565,48.6,60.5,10.8,7.2,.530,16.1,23.3,.330,+14.24,109.2,95.0,63.4,+.022,+3.39,105.4,102.0,+0.07
Virginia,Michigan State,54,60,0,34,30,4,.882,21.73,7.81,16,2,15,1,11,1,2224,1751,,58.6,110.8,.349,.275,.543,56.0,53.5,9.3,13.3,.506,13.4,34.2,.254,+30.06,115.6,85.5,58.0,+.023,+8.21,108.5,100.3,+0.46,39,27,12,.692,17.46,10.00,12,6,12,4,7,4,2773,2482,,63.0,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207,+21.72,116.6,94.9,63.1,-.017,+10.49,110.3,99.8,-0.88
North Carolina State,Louisville,65,75,0,36,22,14,.611,14.11,9.72,10,8,14,6,5,5,2525,2367,,64.5,108.0,.354,.322,.526,52.3,46.4,5.9,13.1,.493,13.5,34.0,.243,+15.93,114.9,98.9,64.1,-.003,+9.84,109.3,99.5,-0.65,36,27,9,.750,18.12,8.98,12,6,15,4,7,3,2483,2154,,65.6,104.5,.387,.314,.512,51.8,47.7,11.9,14.4,.477,14.4,34.7,.258,+21.21,110.2,88.9,64.6,+.027,+9.69,109.5,99.8,-2.36
Michigan State,Oklahoma,62,58,1,39,27,12,.692,17.46,10.00,12,6,12,4,7,4,2773,2482,,63.0,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207,+21.72,116.6,94.9,63.1,-.017,+10.49,110.3,99.8,-0.88,35,24,11,.686,18.65,9.94,12,6,14,1,5,6,2501,2196,,67.4,105.2,.328,.338,.532,51.1,48.6,10.0,12.9,.493,15.1,31.5,.243,+22.80,112.5,89.7,66.7,-.045,+11.00,110.2,99.2,+1.05
Louisville,Michigan State,70,76,0,36,27,9,.750,18.12,8.98,12,6,15,4,7,3,2483,2154,,65.6,104.5,.387,.314,.512,51.8,47.7,11.9,14.4,.477,14.4,34.7,.258,+21.21,110.2,88.9,64.6,+.027,+9.69,109.5,99.8,-2.36,39,27,12,.692,17.46,10.00,12,6,12,4,7,4,2773,2482,,63.0,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207,+21.72,116.6,94.9,63.1,-.017,+10.49,110.3,99.8,-0.88
Michigan State,Duke,61,81,0,39,27,12,.692,17.46,10.00,12,6,12,4,7,4,2773,2482,,63.0,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207,+21.72,116.6,94.9,63.1,-.017,+10.49,110.3,99.8,-0.88,39,35,4,.897,24.97,9.87,15,3,15,1,9,2,3091,2502,,65.9,119.4,.398,.334,.593,53.9,53.5,10.7,9.0,.566,13.9,35.8,.278,+32.48,124.5,92.0,65.8,+.067,+11.17,110.7,99.5,+1.31
Wisconsin,Kentucky,71,64,1,40,36,4,.900,24.61,10.29,16,2,15,1,10,2,2900,2327,,59.5,121.1,.362,.374,.585,54.7,49.7,7.3,8.2,.548,10.7,32.1,.276,+33.72,129.0,95.2,58.7,+.015,+11.03,109.8,98.8,+5.30,39,38,1,.974,28.72,8.67,18,0,19,0,10,0,2900,2118,,63.8,115.5,.439,.271,.558,54.9,55.0,10.1,18.2,.515,13.6,39.5,.319,+36.91,121.3,84.4,62.4,+.048,+8.58,108.7,100.1,+3.13
Wisconsin,Duke,63,68,0,40,36,4,.900,24.61,10.29,16,2,15,1,10,2,2900,2327,,59.5,121.1,.362,.374,.585,54.7,49.7,7.3,8.2,.548,10.7,32.1,.276,+33.72,129.0,95.2,58.7,+.015,+11.03,109.8,98.8,+5.30,39,35,4,.897,24.97,9.87,15,3,15,1,9,2,3091,2502,,65.9,119.4,.398,.334,.593,53.9,53.5,10.7,9.0,.566,13.9,35.8,.278,+32.48,124.5,92.0,65.8,+.067,+11.17,110.7,99.5,+1.31
