School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Air Force,30,18,12,.600,8.61,2.61,9,5,12,1,4,10,1835,1629,.278,.511,.568,44.3,63.1,4.3,.543,15.5,.200
Akron,29,19,10,.655,7.03,1.67,11,7,14,1,5,8,2082,1902,.361,.377,.544,48.3,64.5,6.8,.516,16.9,.244
Alabama A&M,32,18,14,.563,-11.96,-12.86,12,6,9,3,6,8,2229,2169,.435,.345,.486,47.0,55.9,6.5,.453,17.6,.267
Alabama-Birmingham,33,22,11,.667,10.42,4.78,10,6,11,3,7,5,2557,2371,.389,.313,.541,46.6,57.3,5.4,.505,15.8,.271
Alabama State,30,15,15,.500,-14.99,-11.66,11,7,9,4,4,8,1739,1839,.440,.296,.470,51.2,53.3,3.9,.425,20.4,.286
Alabama,32,24,8,.750,16.74,6.81,12,4,14,1,8,4,2426,2083,.432,.373,.594,53.9,55.3,7.5,.557,16.7,.318
Albany (NY),28,13,15,.464,-2.63,-5.31,9,9,7,4,6,10,1886,1811,.399,.312,.539,50.6,56.8,4.5,.497,19.1,.288
Alcorn State,29,7,22,.241,-23.59,-11.31,6,12,5,7,2,13,1677,2016,.402,.320,.458,47.3,56.1,6.5,.425,23.8,.241
American,28,16,12,.571,-3.19,-4.30,8,6,9,3,6,9,1881,1850,.320,.323,.543,51.7,53.1,5.0,.511,19.5,.228
Appalachian State,30,18,12,.600,-3.76,-4.04,9,7,13,1,3,11,2192,2070,.289,.402,.535,48.5,60.9,8.1,.514,17.9,.189
Arizona State,32,18,14,.563,9.21,5.36,7,11,13,5,4,7,2433,2310,.418,.341,.551,52.1,63.7,6.2,.511,17.5,.299
Arizona,37,30,7,.811,18.00,8.03,15,3,15,1,8,3,2948,2579,.309,.279,.570,52.9,56.6,6.6,.534,17.5,.240
Little Rock,28,18,10,.643,-0.46,0.90,10,4,13,1,4,8,1891,1870,.387,.261,.544,49.4,55.7,5.8,.504,19.6,.282
Arkansas-Pine Bluff,28,7,21,.250,-20.71,-10.29,5,13,3,7,4,13,1654,1898,.280,.280,.456,47.9,53.1,8.7,.425,20.1,.182
Arkansas State,29,16,13,.552,-1.17,-1.86,7,7,12,2,3,9,2207,2097,.369,.275,.537,51.5,53.5,5.0,.507,17.2,.247
Arkansas,30,18,12,.600,12.33,3.60,6,10,13,3,2,7,2147,1885,.374,.289,.539,50.7,56.3,9.8,.511,17.7,.248
Army,27,3,24,.111,-20.27,-5.39,1,13,3,11,0,13,1510,1832,.297,.377,.510,43.9,59.2,3.0,.468,21.9,.228
Auburn,31,14,17,.452,2.06,6.60,4,12,8,7,3,7,2191,2332,.321,.421,.530,46.8,53.1,3.4,.494,17.8,.233
Austin Peay,32,13,19,.406,-3.76,-1.97,9,7,7,5,3,11,2090,2147,.358,.322,.523,48.6,55.7,4.8,.490,18.6,.244
Ball State,28,15,13,.536,4.27,3.31,10,8,11,3,4,8,1990,1911,.370,.341,.533,51.2,48.3,4.7,.499,15.4,.254
Baylor,28,9,19,.321,-2.79,4.10,1,15,8,9,1,9,1863,2008,.363,.411,.551,45.6,58.3,3.6,.519,20.8,.254
Belmont,30,14,16,.467,-7.08,-7.32,12,8,9,5,5,9,2108,2101,.337,.484,.541,45.1,57.7,5.8,.514,18.2,.228
Bethune-Cookman,30,13,17,.433,-15.87,-11.67,8,10,6,5,5,10,1931,2057,.321,.343,.511,46.1,57.2,4.5,.493,20.6,.193
Binghamton,29,12,17,.414,-4.46,-2.57,8,10,7,5,2,10,1784,1839,.328,.375,.486,50.6,48.4,6.0,.454,17.7,.215
Birmingham-Southern,30,16,14,.533,-7.24,-8.24,7,9,7,4,6,9,1974,1893,.459,.401,.560,52.3,52.0,4.4,.517,18.5,.331
Boise State,34,16,18,.471,-2.96,0.61,6,12,11,7,3,10,2393,2524,.307,.370,.526,49.7,53.3,4.1,.497,18.2,.210
Boston College,30,25,5,.833,14.38,6.41,13,3,16,1,7,2,2174,1935,.428,.293,.536,53.4,68.6,7.1,.493,16.6,.305
Boston University,29,20,9,.690,3.24,-3.86,14,4,10,2,10,6,1822,1616,.363,.270,.507,50.5,54.0,9.0,.473,16.3,.244
Bowling Green State,29,18,11,.621,1.98,1.76,10,8,12,3,6,7,2023,1990,.364,.335,.586,50.3,68.0,7.3,.552,20.1,.272
Bradley,28,13,15,.464,3.23,4.55,6,12,12,3,1,11,1959,1996,.358,.291,.519,51.7,54.2,8.8,.480,19.1,.254
Brigham Young,30,9,21,.300,1.02,6.69,3,11,6,8,2,9,1972,2070,.322,.354,.519,49.4,53.6,6.3,.483,18.8,.231
Brown,28,12,16,.429,-7.29,-5.54,5,9,5,6,6,9,1849,1898,.396,.381,.525,46.8,60.3,4.3,.486,18.6,.275
Bucknell,33,23,10,.697,2.12,-2.19,10,4,12,1,8,7,2097,1946,.424,.373,.551,50.3,59.1,5.8,.513,21.1,.297
Buffalo,33,23,10,.697,5.96,2.39,11,7,13,2,8,7,2462,2344,.368,.318,.538,51.4,52.5,4.6,.507,18.2,.252
Butler,28,13,15,.464,0.62,-0.85,7,9,10,4,3,9,1811,1709,.320,.462,.572,45.5,53.1,4.2,.541,15.1,.237
Cal Poly,27,5,22,.185,-12.76,-0.55,3,15,4,10,1,12,1834,2147,.341,.359,.528,47.8,44.7,5.0,.487,20.5,.253
Cal State Fullerton,32,21,11,.656,0.31,-0.83,12,6,10,2,9,7,2408,2289,.222,.348,.530,52.9,51.3,3.0,.509,15.7,.153
Cal State Northridge,31,18,13,.581,1.74,-0.98,12,6,9,2,7,9,2229,2085,.405,.293,.543,49.4,55.8,4.8,.504,19.6,.287
UC-Irvine,29,16,13,.552,-2.80,-1.80,8,10,9,4,6,8,1991,1962,.358,.296,.545,50.9,61.3,4.6,.513,17.7,.251
UC-Riverside,28,9,19,.321,-8.51,-1.27,4,14,7,7,1,12,1745,1876,.363,.351,.508,49.3,63.9,3.8,.470,19.9,.251
UC-Santa Barbara,29,11,18,.379,-4.14,-0.40,7,11,8,4,2,13,1718,1823,.357,.369,.501,46.7,51.7,5.9,.469,17.5,.234
