School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Marquette,29,15,14,.517,6.78,6.61,9,7,10,6,4,7,1902,1897,102.0,.426,.270,.522,51.9,49.9,7.7,6.4,.476,17.8,38.5,.303
Marshall,27,18,9,.667,5.49,0.81,12,6,13,1,5,6,2062,1882,108.4,.379,.318,.551,50.6,54.9,8.7,10.1,.514,15.6,33.4,.272
Maryland-Baltimore County,29,18,11,.621,-5.52,-9.66,13,7,11,4,6,6,2259,2139,104.8,.436,.244,.531,53.6,52.6,10.1,7.8,.490,17.7,39.4,.303
Maryland-Eastern Shore,28,12,16,.429,-18.23,-9.66,10,8,7,3,5,12,1862,2062,93.1,.324,.316,.493,51.8,47.0,9.6,4.3,.463,20.5,38.8,.210
Maryland,36,25,11,.694,23.82,10.99,10,6,11,3,6,4,3067,2605,113.6,.387,.233,.560,53.2,61.8,11.9,14.3,.529,16.0,40.7,.269
Massachusetts,30,15,15,.500,7.88,8.05,11,5,7,4,7,9,2040,2045,.403,.286,.504,56.0,.467,.267
McNeese State,31,22,9,.710,-1.39,-8.42,17,3,13,1,8,7,2580,2309,107.0,.372,.305,.536,47.1,45.7,13.6,12.4,.498,14.7,33.5,.264
Memphis,36,21,15,.583,13.20,7.09,10,6,12,5,6,6,2703,2445,104.2,.411,.260,.512,52.3,57.7,8.9,12.3,.481,15.9,38.2,.261
Mercer,28,13,15,.464,-7.71,-5.53,10,8,6,7,7,7,1961,1985,101.7,.384,.310,.537,51.7,55.1,8.4,9.9,.501,19.6,36.3,.268
Miami (FL),29,16,13,.552,7.54,4.92,8,8,12,4,4,8,2039,1963,100.0,.329,.344,.510,48.6,57.4,12.6,13.2,.472,17.8,35.8,.236
Miami (OH),33,17,16,.515,4.63,2.54,10,8,10,4,4,9,1997,1928,103.4,.335,.250,.517,51.8,47.7,9.1,5.1,.475,15.8,32.8,.248
Michigan State,33,28,5,.848,25.12,9.54,13,3,17,0,7,3,2553,2039,115.3,.351,.231,.559,61.1,60.5,9.5,11.1,.526,16.5,47.1,.252
Michigan,28,10,18,.357,3.21,11.39,4,12,8,7,2,8,1983,2190,100.3,.415,.270,.536,52.0,54.7,7.0,10.0,.494,20.4,36.5,.294
Middle Tennessee,27,5,22,.185,-11.95,-2.11,1,15,4,9,1,12,1790,2012,96.7,.315,.366,.530,46.5,65.0,9.7,7.6,.502,19.9,28.8,.215
Milwaukee,28,15,13,.536,2.85,2.16,7,7,10,2,5,10,1939,1826,103.3,.341,.415,.521,49.3,61.3,9.7,7.6,.493,14.9,32.7,.223
Minnesota,32,18,14,.563,9.44,9.47,5,11,12,6,5,6,2330,2309,102.8,.367,.351,.528,48.1,61.5,10.2,9.6,.492,16.5,32.7,.257
Mississippi State,31,18,13,.581,13.15,8.69,7,9,14,4,3,8,2323,2185,105.7,.367,.292,.523,55.3,50.2,9.3,7.9,.494,17.8,42.6,.242
Mississippi Valley State,27,18,9,.667,-9.16,-12.72,14,4,13,1,5,8,2159,2050,109.9,.282,.380,.507,50.4,46.9,7.1,11.6,.477,13.0,39.9,.196
Mississippi,35,27,8,.771,15.05,9.20,11,5,15,1,6,4,2496,2262,102.3,.423,.335,.531,49.9,57.8,11.7,8.4,.499,17.5,33.7,.277
Missouri-Kansas City,30,14,16,.467,-1.57,-3.46,9,7,9,5,5,9,1889,1815,101.2,.250,.444,.510,43.7,56.8,12.1,8.7,.476,13.3,25.8,.190
Missouri State,29,13,16,.448,0.57,2.19,8,10,10,4,2,11,1850,1897,99.7,.344,.230,.517,52.3,51.3,6.8,10.0,.478,18.3,35.5,.246
Missouri,33,20,13,.606,10.76,9.19,9,7,13,1,3,8,2493,2402,103.9,.368,.364,.527,49.5,49.4,10.8,8.9,.490,17.4,36.2,.258
Monmouth,31,21,10,.677,-3.82,-8.85,15,5,10,2,8,7,2180,2024,100.8,.407,.343,.549,48.7,58.1,12.9,10.5,.515,19.2,29.0,.281
Montana State,30,16,14,.533,-1.09,-2.92,8,8,11,3,4,9,2257,2183,106.5,.450,.343,.585,47.9,63.4,9.7,7.1,.557,19.5,29.2,.308
Montana,27,11,16,.407,-4.82,-2.06,6,10,10,5,1,11,1946,1974,105.4,.444,.330,.552,51.2,61.2,8.5,10.0,.517,18.6,35.4,.302
Morehead State,28,12,16,.429,-8.25,-4.22,6,10,7,6,5,9,1976,2073,100.8,.372,.316,.553,47.4,62.6,10.5,3.7,.516,20.4,30.9,.270
Morgan State,29,6,23,.207,-17.31,-10.04,4,15,2,7,2,14,1954,2165,95.3,.441,.217,.507,47.8,44.5,9.8,7.2,.471,19.9,33.4,.284
Mount St. Mary's,28,7,21,.250,-17.23,-8.63,7,13,5,7,2,13,1779,2020,87.0,.361,.295,.476,45.2,49.2,11.4,10.1,.433,20.8,29.5,.250
Murray State,29,17,12,.586,-1.73,-1.51,11,5,11,2,6,9,2317,2289,107.2,.340,.290,.551,53.6,54.5,9.1,10.8,.528,18.6,39.3,.223
Navy,31,19,12,.613,-1.67,-5.67,9,3,10,3,8,9,2338,2188,98.7,.483,.251,.516,53.5,44.1,12.6,11.7,.478,20.4,39.1,.313
Nebraska,30,14,16,.467,7.94,7.28,7,9,8,6,3,9,2134,2086,104.1,.421,.302,.559,52.3,59.2,11.6,9.7,.545,21.7,39.2,.251
Nevada-Las Vegas,29,16,13,.552,4.60,5.04,7,7,12,3,3,8,2199,2169,102.5,.400,.297,.527,49.4,59.2,10.0,12.1,.491,17.6,32.8,.272
Nevada,28,10,18,.357,0.76,4.09,3,13,9,5,1,12,1980,2046,96.3,.417,.250,.489,49.1,54.3,9.9,4.1,.446,17.1,33.5,.280
New Hampshire,28,7,21,.250,-14.48,-4.91,6,12,5,6,2,14,2032,2300,92.6,.370,.386,.489,46.7,59.2,11.1,7.2,.453,19.0,31.5,.244
New Mexico State,28,14,14,.500,1.25,-2.57,10,6,7,6,6,7,2079,1928,104.7,.350,.256,.520,50.9,47.0,10.9,9.5,.487,15.8,36.9,.239
New Mexico,34,21,13,.618,6.96,5.27,6,8,15,4,4,8,2361,2265,103.1,.435,.284,.521,49.4,51.0,9.9,11.2,.490,14.9,31.6,.277
New Orleans,29,17,12,.586,-1.95,-3.83,10,6,11,5,5,6,2012,1887,.419,.291,.551,50.8,56.2,8.2,.518,19.5,.285
Niagara,28,15,13,.536,-4.97,-3.62,12,6,7,5,8,8,2099,2137,102.7,.397,.358,.508,51.1,52.0,9.7,9.7,.467,16.7,38.7,.273
Nicholls State,28,14,14,.500,-12.86,-8.68,12,8,8,6,6,8,1919,1982,96.4,.388,.238,.501,51.4,58.9,10.7,3.7,.474,19.9,38.1,.239
Norfolk State,29,12,17,.414,-12.70,-7.74,11,7,7,4,4,12,2126,2270,97.9,.392,.274,.509,48.7,46.2,9.9,6.8,.474,19.2,35.8,.258
North Carolina-Asheville,28,15,13,.536,-9.75,-7.67,9,5,9,2,6,10,1910,1951,98.3,.491,.277,.546,48.5,53.1,11.1,10.0,.502,22.2,33.1,.344
North Carolina A&T,30,13,17,.433,-13.82,-10.96,8,10,8,4,2,11,2051,2128,94.6,.377,.279,.491,50.2,48.2,9.6,6.0,.455,19.2,35.9,.247
North Carolina-Greensboro,31,19,12,.613,-5.02,-5.85,10,6,10,1,6,10,2282,2230,103.2,.412,.276,.548,47.8,53.6,12.3,9.4,.497,18.6,32.4,.317
North Carolina State,29,13,16,.448,12.35,10.80,5,11,11,6,2,8,2141,2096,101.7,.451,.281,.528,51.8,50.8,11.1,9.9,.490,19.2,37.8,.304
North Carolina-Wilmington,30,19,11,.633,2.47,-0.57,11,5,11,1,6,8,1842,1751,98.2,.294,.318,.503,49.6,49.4,10.9,9.1,.476,17.2,32.5,.196
North Carolina,33,26,7,.788,19.95,11.77,13,3,12,2,8,3,2611,2341,106.5,.403,.263,.556,52.6,61.0,10.0,12.7,.527,18.1,35.2,.270
North Texas,28,4,24,.143,-17.43,1.81,1,15,4,9,0,14,2015,2471,93.0,.454,.242,.514,47.8,48.3,9.2,6.7,.473,22.0,34.0,.305
Northeastern,29,10,19,.345,-11.92,-4.13,8,10,7,5,2,12,2129,2355,98.3,.296,.245,.528,45.9,52.0,12.2,8.4,.498,20.2,34.0,.208
Northern Arizona,29,15,14,.517,-2.24,-3.54,8,8,10,3,4,8,2109,2023,106.5,.404,.378,.585,53.7,62.2,6.3,3.6,.553,20.3,32.0,.290
Northern Illinois,28,5,23,.179,-11.47,0.68,4,14,4,9,1,12,1864,2159,96.4,.277,.319,.516,48.3,47.7,9.4,9.3,.497,20.0,33.4,.175
Northern Iowa,31,7,24,.226,-5.20,2.23,3,15,5,7,1,12,1865,2086,89.7,.391,.280,.495,47.0,53.5,10.8,5.3,.465,20.1,26.1,.246
Northwestern State,32,19,13,.594,-11.10,-7.82,11,9,8,3,8,9,2292,2397,95.1,.473,.297,.504,48.0,51.0,12.8,10.0,.461,19.1,32.5,.313
Northwestern,30,11,19,.367,3.38,7.88,3,13,8,8,1,10,1801,1936,63.0,95.3,.344,.418,.503,46.0,68.0,11.4,5.9,.470,18.6,30.7,.231
Notre Dame,30,20,10,.667,14.35,5.68,11,5,13,4,6,4,2338,2078,108.0,.405,.323,.556,51.1,64.7,9.2,12.9,.524,17.1,34.7,.279
Oakland,28,12,16,.429,-6.28,-1.04,8,8,9,6,3,10,2089,2200,103.4,.459,.390,.555,47.4,57.9,8.2,4.4,.515,18.4,30.0,.323
Ohio State,31,20,11,.645,15.68,8.17,11,5,14,3,5,4,2206,1973,105.8,.424,.269,.558,53.4,61.0,7.7,13.8,.522,19.2,37.5,.296
Ohio,30,19,11,.633,4.79,1.51,12,6,12,1,6,8,2248,2132,106.0,.451,.334,.549,51.9,57.8,10.1,12.4,.515,18.4,36.2,.302
Oklahoma State,30,20,10,.667,10.81,4.70,10,6,15,1,4,7,2129,1936,99.6,.446,.239,.532,52.3,52.9,11.3,9.8,.503,20.2,34.8,.282
Oklahoma,33,26,7,.788,15.54,5.48,12,4,13,1,5,5,2454,2122,109.0,.347,.331,.547,51.9,51.7,12.5,7.9,.509,15.8,35.9,.257
Old Dominion,31,13,18,.419,-0.08,1.23,7,9,9,4,3,11,2094,2108,97.1,.396,.309,.511,50.5,56.4,9.7,8.8,.470,18.4,33.5,.273
Oral Roberts,29,10,19,.345,-10.13,-2.63,5,11,7,7,2,9,2071,2221,102.2,.385,.305,.564,48.0,55.1,7.5,5.1,.529,20.4,29.1,.278
Oregon State,30,10,20,.333,4.48,8.80,4,14,7,7,1,12,1856,1913,100.7,.356,.449,.548,45.2,63.1,8.4,4.6,.511,18.3,25.3,.259
Oregon,28,14,14,.500,8.72,7.90,5,13,9,6,5,8,2187,2164,104.2,.432,.369,.553,50.4,58.0,8.4,7.9,.511,18.5,33.8,.310
Pacific,30,18,12,.600,0.63,-1.07,8,8,10,4,4,7,2065,1918,101.8,.441,.379,.544,53.0,57.6,7.7,5.6,.513,19.3,31.7,.290
Penn State,33,21,12,.636,12.42,10.54,7,9,10,4,5,6,2535,2473,106.4,.391,.386,.545,44.7,57.6,11.7,8.0,.496,14.9,28.4,.299
Pennsylvania,29,12,17,.414,-3.11,-2.73,9,5,7,6,5,10,1925,1936,92.3,.376,.404,.516,50.7,60.8,7.6,9.4,.491,23.0,33.5,.234
Pepperdine,31,22,9,.710,9.74,1.77,12,2,10,2,9,6,2344,2097,106.9,.357,.328,.537,50.3,49.4,13.1,8.6,.501,15.9,34.8,.254
Pittsburgh,33,19,14,.576,7.38,5.19,7,9,13,4,3,9,2247,2156,100.8,.375,.321,.529,51.0,60.5,10.5,9.5,.507,19.4,35.8,.231
Portland State,27,9,18,.333,-9.50,-1.22,6,10,8,3,1,15,1910,2093,95.7,.357,.356,.533,46.7,61.3,10.7,8.3,.499,21.1,29.7,.247
Portland,28,11,17,.393,-5.64,0.53,4,10,6,7,5,6,1954,2058,96.9,.394,.285,.525,48.4,59.1,10.1,8.2,.482,20.1,31.1,.282
Prairie View,28,6,22,.214,-24.35,-11.11,5,13,5,7,1,15,1974,2316,91.3,.282,.284,.483,45.7,44.4,9.9,7.2,.459,19.8,32.7,.179
Princeton,27,16,11,.593,-2.53,-1.88,11,3,9,1,6,7,1562,1569,100.8,.302,.515,.568,46.2,70.9,11.6,7.8,.539,19.8,24.3,.219
Providence,31,21,10,.677,13.74,5.44,11,5,13,3,8,3,2359,2049,71.6,106.2,.383,.344,.552,50.0,62.8,12.9,13.6,.514,17.9,36.0,.275
Purdue,32,17,15,.531,14.70,9.23,6,10,13,7,3,7,2391,2216,104.3,.429,.297,.545,47.9,59.8,9.9,11.7,.501,16.7,30.6,.311
Quinnipiac,27,6,21,.222,-16.86,-9.43,3,17,4,8,1,12,1906,2086,93.6,.358,.299,.518,48.2,58.0,7.6,7.2,.486,20.9,28.2,.240
Radford,29,19,10,.655,-7.67,-7.78,12,2,11,0,6,9,2110,2082,98.2,.428,.380,.523,50.7,54.1,12.3,10.7,.490,19.8,34.2,.279
Rhode Island,30,7,23,.233,-6.38,4.28,3,13,6,8,1,12,2090,2409,93.2,.401,.266,.494,44.5,54.6,11.0,8.1,.449,18.5,30.3,.279
Rice,30,14,16,.467,2.33,3.71,5,11,10,5,3,9,1886,1915,96.4,.392,.326,.500,50.2,52.1,10.1,7.4,.455,18.0,32.5,.276
Richmond,29,22,7,.759,9.08,-0.09,12,4,12,2,9,4,2029,1763,108.9,.322,.380,.557,47.2,65.0,8.7,11.8,.528,14.8,29.0,.228
Rider,28,16,12,.571,-4.58,-4.97,11,7,10,3,6,8,2022,2011,103.9,.445,.318,.549,50.5,58.4,10.4,6.5,.511,18.2,32.7,.309
Robert Morris,29,7,22,.241,-16.09,-7.30,7,13,5,6,2,14,1964,2219,92.9,.396,.235,.517,47.8,57.3,11.0,6.2,.478,21.3,30.3,.271
Rutgers,27,11,16,.407,4.75,5.23,3,13,8,7,2,9,1764,1777,101.8,.438,.269,.515,52.3,57.4,7.8,9.4,.493,18.6,39.4,.260
Sacramento State,27,5,22,.185,-13.25,-1.75,2,14,5,9,0,13,1905,2110,95.3,.387,.298,.503,46.0,55.4,13.5,6.3,.472,20.1,34.4,.248
Sacred Heart,28,7,21,.250,-19.64,-7.85,6,14,5,7,2,13,1870,2200,93.4,.334,.307,.494,48.3,56.9,8.2,5.6,.472,19.7,33.7,.200
Saint Francis (PA),27,9,18,.333,-14.29,-8.88,9,11,5,7,4,11,1814,1958,101.1,.439,.368,.540,50.0,64.8,8.4,8.3,.498,19.9,33.2,.310
Saint Joseph's,33,26,7,.788,12.72,4.45,14,2,13,1,10,5,2625,2352,110.2,.430,.381,.580,52.2,65.2,8.6,9.3,.549,17.5,33.5,.298
Saint Louis,31,17,14,.548,10.03,5.90,8,8,11,4,4,8,2173,2045,101.2,.465,.179,.535,50.9,54.9,9.5,8.8,.491,18.2,33.0,.325
Saint Mary's (CA),29,2,27,.069,-18.27,3.12,0,14,2,11,0,14,1777,2332,84.7,.364,.361,.458,44.5,53.7,9.7,5.0,.427,20.1,28.5,.221
Saint Peter's,28,4,24,.143,-13.72,-2.04,2,16,4,9,0,15,1941,2268,97.2,.275,.275,.505,46.7,54.0,9.7,5.5,.479,19.0,32.8,.183
Sam Houston State,29,16,13,.552,-8.16,-9.23,11,9,11,3,4,9,2224,2116,100.1,.427,.295,.523,51.4,65.0,12.7,12.0,.483,19.2,36.8,.293
Samford,29,15,14,.517,-4.07,-6.14,11,7,8,3,5,9,1890,1817,103.6,.296,.538,.579,48.1,72.0,7.5,6.6,.567,20.0,26.0,.187
San Diego State,28,14,14,.500,2.25,2.71,4,10,12,5,2,8,1925,1891,99.0,.422,.310,.532,48.9,63.6,9.4,8.7,.499,19.1,29.9,.278
San Diego,29,16,13,.552,4.49,0.27,7,7,7,6,8,7,2024,1875,103.1,.547,.296,.541,54.2,58.8,8.9,5.3,.496,18.8,35.6,.371
San Francisco,30,12,18,.400,-3.87,0.81,5,9,7,6,4,10,2050,2166,97.3,.453,.288,.541,51.3,54.2,7.3,12.4,.498,22.5,34.1,.319
San Jose State,28,14,14,.500,4.26,5.56,6,10,9,5,5,9,1806,1778,99.4,.339,.246,.529,54.7,50.1,7.4,9.2,.492,19.4,36.0,.245
Santa Clara,32,20,12,.625,2.91,2.84,10,4,9,4,7,5,2238,2222,98.3,.411,.329,.500,51.5,50.8,8.8,6.6,.451,17.5,34.6,.294
Seton Hall,31,16,15,.516,6.48,6.03,5,11,12,5,2,9,2306,2292,99.8,.289,.375,.499,48.2,58.5,9.4,15.4,.475,15.8,32.8,.185
Siena,31,20,11,.645,0.66,-3.27,12,6,11,2,7,8,2408,2284,105.2,.376,.384,.553,49.0,60.7,9.3,8.3,.513,17.8,31.5,.277
South Alabama,33,22,11,.667,1.80,-0.91,11,5,13,4,9,7,2262,2131,101.3,.449,.270,.544,52.2,59.1,13.4,4.4,.507,20.5,36.1,.307
South Carolina State,32,19,13,.594,-7.51,-7.80,14,4,9,2,7,10,2093,2084,96.5,.360,.283,.499,52.0,46.8,13.0,8.8,.463,19.6,38.2,.244
South Carolina,30,15,15,.500,10.03,9.03,6,10,10,6,4,8,2042,2012,99.9,.398,.372,.510,49.0,58.6,12.6,7.5,.473,18.0,35.6,.268
South Florida,31,18,13,.581,10.49,5.49,9,7,11,2,5,8,2305,2150,101.4,.398,.266,.520,49.9,60.4,12.8,11.9,.498,17.9,36.2,.240
Southeast Missouri State,30,18,12,.600,-3.57,-5.10,8,8,10,4,5,6,2172,2045,105.4,.369,.325,.572,49.1,54.0,7.3,8.4,.536,18.5,29.4,.273
Southeastern Louisiana,29,8,21,.276,-15.40,-8.58,5,15,4,7,4,13,1673,1832,90.3,.408,.320,.498,49.4,55.3,11.0,7.1,.466,22.3,33.0,.256
Southern California,34,24,10,.706,16.53,10.83,11,7,13,3,7,5,2620,2420,106.7,.447,.305,.553,51.6,57.2,10.5,11.0,.513,17.8,35.7,.315
Southern Illinois,30,16,14,.533,2.35,2.28,10,8,10,4,6,7,2189,2166,103.4,.437,.281,.531,51.4,62.5,9.8,6.1,.491,17.5,34.4,.299
Southern Methodist,30,18,12,.600,7.85,3.95,8,8,10,2,6,7,2306,2156,108.1,.429,.258,.523,52.4,49.0,9.1,7.6,.481,14.6,37.9,.296
Southern Mississippi,31,22,9,.710,10.97,4.50,11,5,12,2,7,6,2176,1936,103.8,.474,.356,.535,52.2,58.1,8.8,10.4,.497,17.4,33.8,.317
Southern Utah,31,25,6,.806,3.01,-3.42,13,3,13,0,9,5,2243,2015,108.6,.420,.308,.584,50.9,59.0,15.5,9.6,.550,19.7,36.5,.300
Southern,27,11,16,.407,-16.55,-14.44,8,10,8,5,2,10,1965,2019,97.3,.445,.306,.505,48.6,49.3,10.6,7.2,.466,18.6,35.0,.291
St. Bonaventure,30,18,12,.600,7.74,4.54,9,7,12,2,5,9,2231,2135,107.8,.418,.360,.537,50.0,52.7,11.2,4.9,.496,16.4,36.9,.294
St. Francis (NY),29,18,11,.621,-5.76,-8.62,16,4,9,2,7,8,2297,2214,102.7,.481,.350,.556,49.9,57.0,11.4,8.3,.517,20.4,33.4,.332
St. John's (NY),29,14,15,.483,9.03,8.27,8,8,11,4,2,10,2625,2109,119.0,.430,.381,.580,50.0,65.2,12.7,7.8,.549,17.3,38.3,.298
Stanford,34,31,3,.912,25.76,9.86,16,2,13,2,11,0,2829,2226,119.4,.484,.315,.617,55.6,59.6,7.9,7.7,.579,16.0,35.8,.360
Stephen F. Austin,26,9,17,.346,-13.75,-9.70,6,14,5,7,3,10,1551,1595,93.7,.404,.254,.521,51.2,52.7,11.4,6.4,.481,22.5,33.2,.280
Stetson,29,17,12,.586,-5.99,-7.99,11,7,10,3,6,8,2178,2086,106.4,.314,.285,.523,54.2,53.8,9.1,4.2,.499,16.7,41.6,.205
Stony Brook,28,17,11,.607,-9.42,-6.81,13,1,4,10,1966,1884,101.9,.496,.303,.569,51.0,61.3,10.0,8.1,.527,22.0,32.7,.353
Syracuse,34,25,9,.735,11.14,5.82,10,6,15,2,4,5,2475,2294,104.3,.358,.272,.521,50.1,61.6,13.7,16.1,.482,15.7,35.2,.256
Temple,37,24,13,.649,16.20,9.77,12,4,12,5,8,6,2604,2366,113.3,.310,.376,.523,50.1,44.9,11.7,12.9,.492,11.0,36.9,.217
Tennessee-Martin,28,10,18,.357,-9.89,-3.37,5,11,9,4,1,14,2021,2074,99.1,.353,.227,.521,49.3,59.8,10.3,8.7,.500,19.2,34.9,.217
Tennessee State,29,10,19,.345,-7.59,-3.25,7,9,7,5,3,13,2317,2396,103.2,.264,.386,.539,43.2,58.1,13.9,4.8,.512,15.6,26.2,.190
Tennessee Tech,29,20,9,.690,-0.63,-3.40,13,3,14,0,6,8,2296,2084,111.9,.404,.397,.565,53.9,62.5,12.4,3.8,.522,16.3,38.0,.302
Tennessee,33,22,11,.667,15.49,10.28,8,8,13,3,6,6,2668,2496,106.9,.440,.352,.557,50.1,58.1,9.3,13.3,.524,18.1,34.3,.299
Texas A&M,30,10,20,.333,-2.19,5.95,3,13,7,7,1,10,2083,2298,96.8,.460,.257,.505,50.7,55.2,8.4,6.1,.461,19.1,35.8,.309
Texas-Arlington,28,13,15,.464,-12.47,-8.86,11,9,9,3,4,12,2049,2129,95.3,.412,.281,.503,48.6,48.6,11.2,5.8,.457,18.6,31.4,.289
Texas Christian,31,20,11,.645,11.89,1.79,9,7,16,1,3,7,2902,2550,115.0,.443,.343,.568,49.4,60.6,14.7,12.8,.522,14.5,36.7,.331
Texas-El Paso,32,23,9,.719,7.82,3.04,10,6,16,2,6,7,2571,2388,106.2,.471,.293,.588,49.8,59.6,8.1,9.5,.543,19.5,28.5,.354
Texas-Rio Grande Valley,29,12,17,.414,-6.42,-2.42,9,2,2,14,2228,2148,103.0,.322,.352,.565,49.9,53.2,11.9,5.1,.546,22.0,36.9,.209
Texas-San Antonio,29,14,15,.483,-9.33,-7.76,12,8,9,4,5,10,2144,2182,96.9,.471,.320,.494,52.5,58.9,8.3,6.4,.460,18.6,36.9,.290
Texas Southern,29,7,22,.241,-21.23,-10.92,5,13,4,6,3,13,1868,2192,89.6,.315,.415,.449,47.8,45.0,8.8,4.7,.406,17.6,35.3,.220
Texas State,28,13,15,.464,-13.59,-8.99,10,10,8,5,5,10,1963,2009,97.0,.399,.323,.509,49.8,50.1,11.8,6.9,.469,19.5,34.2,.273
Texas Tech,28,9,19,.321,0.12,5.49,3,13,6,8,2,9,1918,2069,93.8,.345,.295,.494,48.4,58.8,10.3,8.4,.458,18.7,32.6,.233
Texas,34,25,9,.735,14.25,8.89,12,4,16,1,6,5,2396,2211,100.1,.420,.315,.502,50.4,50.5,11.2,14.0,.466,17.4,36.2,.273
Toledo,33,22,11,.667,7.01,1.44,12,6,12,4,6,6,2388,2204,103.9,.487,.341,.552,50.5,55.2,9.8,4.8,.517,18.1,32.1,.326
Towson,29,12,17,.414,-10.84,-7.67,7,11,8,4,3,12,1997,2089,96.7,.463,.295,.541,47.8,66.9,11.6,6.0,.507,21.4,29.3,.307
Troy,31,19,12,.613,-4.83,-5.89,12,6,9,3,6,8,2332,2279,106.7,.315,.413,.543,47.3,52.7,11.7,9.4,.508,15.5,32.4,.231
Tulane,30,9,21,.300,-5.75,4.89,2,14,8,7,1,11,2170,2428,96.7,.453,.236,.517,51.1,54.1,10.9,7.5,.483,21.1,37.1,.291
Tulsa,37,26,11,.703,13.26,5.12,10,6,16,3,6,8,2840,2539,109.7,.352,.343,.563,51.8,61.2,10.3,10.6,.528,16.9,34.9,.258
UCLA,32,23,9,.719,17.13,12.06,14,4,12,4,8,3,2544,2382,105.5,.426,.275,.543,51.7,51.4,10.3,10.5,.512,18.0,37.2,.282
Utah State,34,28,6,.824,9.97,-1.50,13,3,15,0,7,4,2404,1959,109.0,.423,.292,.570,52.9,60.0,10.0,11.1,.542,18.7,35.5,.285
Utah,31,19,12,.613,10.29,6.14,10,4,13,3,5,7,2227,1957,107.8,.445,.337,.567,54.7,56.4,8.9,9.2,.533,18.6,35.0,.306
Valparaiso,32,24,8,.750,3.38,-2.80,13,3,12,1,8,4,2270,2039,106.4,.452,.399,.567,55.4,66.7,9.0,11.7,.534,20.0,36.9,.310
Vanderbilt,30,15,15,.500,8.62,8.93,4,12,12,7,3,7,2118,2122,101.2,.325,.372,.516,50.3,58.6,10.1,7.1,.481,17.3,35.1,.229
Vermont,29,12,17,.414,-10.31,-5.93,7,11,8,5,3,11,2124,2251,101.3,.350,.354,.523,48.7,57.7,9.0,9.6,.496,17.9,33.4,.228
Villanova,31,18,13,.581,8.16,6.45,8,8,14,3,3,9,2376,2323,106.3,.430,.344,.578,52.5,61.7,9.4,11.1,.549,21.7,38.4,.292
Virginia Commonwealth,30,16,14,.533,0.15,-0.27,9,7,12,3,3,9,2192,2165,101.8,.411,.291,.523,49.8,49.6,8.9,9.8,.492,17.2,34.0,.266
VMI,28,9,19,.321,-13.22,-6.41,5,11,7,6,2,12,1905,2039,91.1,.396,.315,.477,49.5,50.5,11.4,7.4,.444,20.4,36.3,.245
Virginia Tech,27,8,19,.296,-5.37,3.81,2,14,6,9,1,10,1770,2018,93.1,.386,.354,.504,49.4,53.7,11.6,12.6,.470,22.3,37.3,.253
Virginia,29,20,9,.690,18.93,8.72,9,7,15,1,5,7,2464,2168,112.7,.403,.295,.552,53.9,49.3,10.1,8.4,.510,15.2,39.5,.297
Wagner,29,16,13,.552,-5.86,-9.86,11,9,11,3,4,9,2393,2277,102.3,.350,.328,.544,47.8,59.4,12.5,7.4,.510,18.1,30.7,.251
Wake Forest,30,19,11,.633,20.53,10.50,8,8,13,3,6,6,2296,1995,107.8,.336,.272,.546,50.7,55.5,10.3,11.6,.510,15.1,32.2,.244
Washington State,28,12,16,.429,3.64,7.04,5,13,10,6,2,10,1874,1969,97.6,.452,.308,.521,48.6,43.8,10.2,6.9,.474,19.6,32.5,.319
Washington,30,10,20,.333,-0.06,10.11,4,14,5,10,4,9,2027,2302,90.7,.338,.287,.479,48.0,53.7,8.8,7.7,.459,20.1,34.4,.195
Weber State,29,15,14,.517,-1.17,-0.80,8,8,9,3,4,10,2257,2225,107.9,.475,.243,.553,53.3,50.7,8.5,3.1,.506,17.9,36.7,.345
West Virginia,29,17,12,.586,3.45,3.95,8,8,12,4,4,7,2139,2141,102.2,.435,.244,.528,51.9,55.5,7.7,9.0,.487,19.0,38.1,.300
Western Carolina,31,6,25,.194,-15.14,-4.35,3,13,5,8,0,14,2030,2341,91.7,.324,.318,.509,45.5,55.8,8.9,10.8,.475,21.5,31.0,.225
Western Illinois,28,5,23,.179,-12.88,-1.70,5,11,3,9,2,11,1943,2250,98.0,.331,.331,.515,48.8,59.2,7.3,5.3,.485,19.2,33.2,.222
Western Kentucky,31,24,7,.774,8.67,-1.65,14,2,13,2,9,4,2303,1889,108.2,.377,.338,.546,56.8,55.7,11.6,13.2,.513,17.7,40.8,.260
Western Michigan,28,7,21,.250,-7.17,0.40,7,11,5,8,2,12,1860,2072,99.6,.373,.331,.503,46.7,51.4,10.9,4.6,.462,17.9,34.2,.260
Wichita State,28,9,19,.321,-1.10,2.11,4,14,9,7,0,11,1789,1880,96.5,.350,.334,.513,50.8,64.4,7.7,7.6,.473,19.1,31.5,.250
William & Mary,28,11,17,.393,-5.74,-2.42,7,9,8,4,3,11,1712,1805,94.2,.363,.335,.498,52.1,61.5,8.1,10.3,.464,20.0,35.0,.239
Winthrop,31,18,13,.581,-3.73,-7.80,11,3,11,1,5,8,2037,1917,100.2,.394,.366,.512,52.2,51.3,11.0,7.5,.472,18.1,35.8,.271
