School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Dartmouth,28,10,18,.357,-14.56,-7.19,3,11,6,6,3,12,1769,1933,.264,.239,.492,48.4,51.0,6.5,.466,18.2,.177
Davidson,36,29,7,.806,13.93,1.66,20,0,12,1,11,3,2803,2274,.261,.410,.567,52.4,59.6,6.1,.544,14.7,.187
Dayton,34,23,11,.676,7.98,4.06,8,8,15,3,7,7,2317,2184,.423,.310,.552,53.8,48.0,5.0,.527,17.5,.271
Delaware State,30,14,16,.467,-11.51,-6.88,10,6,7,3,6,10,1769,1853,.263,.382,.518,46.8,53.0,3.7,.488,16.5,.188
Delaware,31,14,17,.452,-5.82,-2.43,9,9,7,5,6,11,1956,2061,.402,.356,.503,45.6,55.8,5.5,.461,18.1,.276
Denver,30,11,19,.367,-6.14,-2.22,7,11,9,3,0,16,1698,1811,.398,.442,.581,45.7,66.5,7.3,.539,23.2,.303
DePaul,30,11,19,.367,4.31,8.73,6,12,7,8,3,9,2177,2273,.308,.353,.520,47.9,52.6,4.8,.496,14.7,.199
Detroit Mercy,30,7,23,.233,-6.38,1.00,3,15,6,10,1,13,1765,1962,.258,.370,.512,47.9,53.4,5.0,.488,18.0,.173
Drake,33,28,5,.848,14.08,4.15,15,3,14,1,10,3,2440,2050,.359,.459,.570,52.2,59.4,4.9,.531,15.4,.272
Drexel,32,12,20,.375,-7.63,-1.85,5,13,9,9,3,10,1904,2064,.375,.318,.487,48.1,61.1,6.0,.456,20.5,.236
Duke,34,28,6,.824,21.52,9.28,13,3,15,1,6,2,2830,2361,.409,.392,.569,50.1,51.6,6.6,.536,15.7,.285
Duquesne,30,17,13,.567,8.96,1.85,7,9,11,4,5,8,2470,2223,.396,.365,.558,50.4,63.3,12.0,.517,18.0,.291
East Carolina,30,11,19,.367,-4.28,2.84,5,11,9,10,1,8,2049,2182,.407,.370,.526,46.3,63.0,6.8,.487,18.1,.283
East Tennessee State,32,19,13,.594,-4.24,-1.89,11,5,11,2,7,9,2514,2470,.361,.329,.550,49.2,47.2,5.2,.514,18.6,.260
Eastern Illinois,29,7,22,.241,-14.72,-7.97,6,14,5,8,2,13,1833,2000,.323,.280,.529,50.7,59.7,4.0,.491,19.3,.238
Eastern Kentucky,30,14,16,.467,-9.70,-6.34,10,10,9,7,5,9,1890,1933,.258,.468,.550,45.8,64.1,4.7,.525,18.4,.186
Eastern Michigan,31,14,17,.452,-3.18,-1.82,8,8,10,4,3,11,2054,2096,.404,.453,.545,50.4,59.5,4.5,.503,19.7,.294
Eastern Washington,30,11,19,.367,-7.38,-2.06,6,10,8,5,3,12,1897,2012,.322,.409,.513,47.3,52.8,3.3,.476,18.1,.231
Elon,33,14,19,.424,-4.71,-1.91,9,11,8,6,3,12,2074,2156,.281,.317,.506,48.9,50.1,5.0,.477,17.8,.192
Evansville,30,9,21,.300,-4.62,2.07,3,15,7,8,2,12,1785,1966,.377,.266,.509,47.7,58.4,2.0,.470,19.2,.260
Fairfield,30,14,16,.467,-5.67,-2.51,11,7,7,6,7,9,1972,2067,.385,.345,.535,50.2,62.9,6.0,.499,18.6,.268
Fairleigh Dickinson,28,8,20,.286,-13.27,-5.12,4,14,4,8,4,10,1961,2189,.372,.404,.530,45.0,49.6,4.7,.491,17.6,.265
Florida A&M,32,15,17,.469,-15.45,-7.18,9,7,9,3,5,10,2065,2248,.316,.364,.498,46.2,54.1,3.5,.474,19.1,.198
Florida Atlantic,33,15,18,.455,-5.64,-2.38,8,10,11,4,3,11,2365,2446,.534,.303,.551,51.1,53.3,3.9,.511,20.0,.359
Florida International,29,9,20,.310,-7.09,0.22,6,12,8,9,1,11,1855,2025,.406,.260,.519,51.3,54.7,7.2,.485,23.1,.268
Florida State,34,19,15,.559,10.40,7.31,7,9,13,5,4,6,2451,2346,.359,.349,.550,50.3,44.4,6.8,.504,18.9,.278
Florida,36,24,12,.667,12.34,4.98,8,8,18,4,4,6,2791,2433,.312,.355,.577,53.1,61.1,5.4,.553,15.8,.219
Fordham,29,12,17,.414,-0.16,4.32,6,10,7,7,4,9,1880,1947,.371,.399,.520,48.0,58.8,6.6,.487,17.4,.248
Fresno State,32,13,19,.406,-2.99,-0.91,5,11,11,6,2,12,2200,2218,.291,.414,.516,46.7,50.9,5.6,.487,15.1,.203
Furman,30,7,23,.233,-12.73,-2.39,6,14,5,6,1,13,1837,2142,.294,.426,.507,46.3,56.3,3.7,.473,19.3,.209
Gardner-Webb,32,16,16,.500,-4.01,-3.66,9,7,9,3,5,10,2465,2415,.361,.383,.538,48.4,62.7,4.7,.511,17.8,.238
George Mason,34,23,11,.676,6.07,-0.75,12,6,13,1,5,7,2356,2124,.398,.332,.557,52.8,53.8,5.8,.523,16.1,.280
George Washington,26,9,17,.346,-1.70,3.15,5,11,8,4,1,12,1649,1775,.311,.362,.504,50.3,54.6,6.1,.472,19.2,.213
Georgetown,34,28,6,.824,18.73,7.23,15,3,16,0,8,4,2367,1976,.340,.402,.584,52.1,61.6,8.9,.567,18.4,.222
Georgia Southern,32,20,12,.625,-0.07,-2.17,13,7,11,2,6,8,2400,2286,.342,.277,.526,51.8,55.8,7.3,.499,16.9,.226
Georgia State,30,9,21,.300,-7.60,-2.97,5,13,6,8,3,12,1847,1987,.323,.303,.505,51.8,47.0,4.6,.479,19.7,.207
Georgia Tech,32,15,17,.469,10.77,9.57,7,9,6,7,6,8,2482,2432,.382,.307,.561,49.4,54.4,6.3,.529,18.1,.268
Georgia,34,17,17,.500,7.24,7.03,4,12,11,5,2,8,2314,2290,.324,.316,.513,52.8,47.1,6.0,.482,18.3,.220
Gonzaga,33,25,8,.758,14.81,2.15,13,1,13,1,7,3,2524,2106,.397,.319,.578,53.7,53.7,8.2,.545,17.8,.283
Grambling,26,7,19,.269,-23.49,-12.41,7,11,4,7,3,11,1733,2004,.328,.287,.492,50.3,51.3,4.8,.464,20.6,.208
Green Bay,30,15,15,.500,-0.04,1.53,9,9,11,3,3,12,2071,2100,.355,.277,.549,49.4,47.6,5.7,.511,17.7,.262
Hampton,30,18,12,.600,-5.57,-8.03,11,5,11,2,5,9,1955,1879,.463,.339,.492,50.6,50.0,7.3,.461,20.4,.278
Hartford,34,18,16,.529,-8.75,-5.28,10,6,10,3,4,13,2407,2525,.384,.452,.562,44.8,60.5,4.7,.535,19.1,.260
Harvard,30,8,22,.267,-10.76,-4.86,3,11,7,6,0,15,2056,2233,.370,.320,.538,48.5,54.8,5.2,.497,19.8,.271
Hawaii,30,11,19,.367,-5.32,-2.42,7,9,9,9,2,9,2111,2198,.349,.301,.532,46.2,60.0,5.9,.490,17.5,.259
High Point,31,17,14,.548,-5.10,-6.41,8,6,13,1,3,11,2201,1944,.270,.381,.568,52.5,64.0,7.0,.542,17.8,.197
Hofstra,30,12,18,.400,-5.93,-3.00,8,10,8,5,4,10,1989,2077,.350,.267,.513,52.1,42.2,9.9,.480,20.2,.235
Holy Cross,29,15,14,.517,-2.67,-3.60,5,9,8,6,7,8,1781,1754,.405,.307,.531,54.5,63.9,8.1,.486,21.6,.295
Houston,34,24,10,.706,8.40,-0.16,11,5,17,2,5,6,2681,2390,.335,.486,.541,48.4,48.7,6.7,.498,13.0,.258
Howard,32,6,26,.188,-22.46,-7.73,3,13,5,5,1,16,1817,2268,.360,.326,.487,47.9,47.0,7.4,.459,23.9,.221
Idaho State,31,12,19,.387,-12.00,-2.14,8,8,8,5,4,13,1856,2130,.357,.292,.515,49.2,54.1,5.7,.478,19.8,.249
Idaho,29,8,21,.276,-10.75,-1.04,5,11,6,7,2,14,1879,2077,.311,.359,.509,48.4,52.1,5.4,.490,19.9,.188
Illinois-Chicago,33,18,15,.545,3.04,0.64,9,9,12,2,5,10,2246,2143,.321,.336,.540,50.9,54.9,8.3,.507,17.2,.231
Illinois State,35,25,10,.714,8.64,3.44,13,5,16,2,7,5,2286,2076,.333,.377,.543,50.4,62.9,6.5,.523,17.4,.211
Illinois,35,16,19,.457,10.98,8.46,5,13,7,8,4,8,2227,2139,.365,.330,.510,53.5,59.6,5.2,.488,18.0,.222
Indiana State,31,15,16,.484,1.48,4.11,8,10,12,2,2,13,2019,2065,.357,.394,.524,48.5,55.6,6.3,.479,17.1,.266
Indiana,33,25,8,.758,15.78,6.08,14,4,17,2,7,3,2476,2156,.419,.349,.569,54.6,52.0,6.7,.523,17.1,.318
Iona,32,12,20,.375,-6.71,-3.27,8,10,7,5,5,12,2099,2209,.340,.334,.520,50.5,57.4,6.4,.486,21.7,.236
Iowa State,32,14,18,.438,3.97,7.97,4,12,12,6,1,10,2048,2100,.334,.350,.510,48.9,55.6,6.7,.471,17.3,.240
Iowa,32,13,19,.406,2.77,5.23,6,12,10,8,3,8,1794,1857,.360,.440,.526,51.6,63.8,6.2,.500,22.8,.234
Fort Wayne,31,13,18,.419,-5.25,0.96,9,9,10,3,2,14,2135,2171,.380,.340,.558,46.4,56.4,6.5,.520,18.1,.278
IUPUI,33,26,7,.788,5.13,-2.41,15,3,15,0,8,5,2510,2132,.366,.332,.610,51.7,54.2,4.9,.574,16.2,.284
Jackson State,34,14,20,.412,-16.14,-10.78,10,8,7,5,4,11,2340,2522,.419,.273,.498,49.3,50.7,5.6,.455,19.2,.283
Jacksonville State,29,7,22,.241,-15.34,-8.59,5,15,6,9,1,12,2098,2251,.325,.399,.532,45.7,65.4,6.2,.516,17.6,.195
Jacksonville,31,18,13,.581,-8.09,-3.61,12,4,9,2,7,11,2248,2260,.433,.311,.536,51.4,52.8,5.5,.488,19.9,.318
James Madison,30,13,17,.433,-5.13,-4.09,5,13,9,5,3,11,2188,2219,.407,.283,.551,50.4,51.2,3.9,.510,20.1,.294
Kansas State,33,21,12,.636,15.79,7.79,10,6,14,2,3,5,2574,2274,.374,.320,.529,55.6,55.8,6.0,.494,17.1,.257
Kansas,40,37,3,.925,26.90,8.20,13,3,19,0,8,3,3221,2460,.368,.295,.592,55.6,61.3,10.4,.567,16.3,.258
Kent State,35,28,7,.800,7.47,0.41,13,3,16,0,8,5,2412,2165,.412,.305,.558,51.0,57.8,7.3,.520,19.3,.294
Kentucky,31,18,13,.581,9.19,7.09,12,4,14,4,4,6,2124,2034,.411,.315,.567,51.2,53.7,8.8,.527,20.7,.301
La Salle,32,15,17,.469,-0.19,2.08,8,8,5,7,9,7,2424,2439,.372,.344,.546,52.6,55.5,5.0,.513,19.0,.259
Lafayette,30,15,15,.500,-4.57,-4.68,6,8,8,5,7,9,2247,2219,.419,.454,.565,48.0,60.6,5.5,.532,20.3,.290
Lamar,30,19,11,.633,-2.41,-4.10,13,3,14,2,5,8,2445,2206,.362,.357,.562,50.2,58.8,4.7,.537,17.4,.242
Lehigh,29,14,15,.483,-7.74,-5.82,7,7,11,4,3,11,1850,1895,.373,.259,.508,49.0,57.1,6.3,.461,17.6,.273
Liberty,32,16,16,.500,-6.10,-5.96,7,7,13,2,3,12,2222,2133,.311,.463,.581,49.9,66.0,2.8,.552,18.6,.228
Lipscomb,31,15,16,.484,-4.97,-4.88,9,7,9,3,5,10,2216,2175,.413,.354,.529,51.7,55.3,4.8,.498,18.4,.270
Long Beach State,31,6,25,.194,-12.89,-2.92,3,13,5,8,1,15,1944,2242,.352,.377,.534,48.0,63.5,4.1,.493,21.7,.262
Long Island University,30,15,15,.500,-6.02,-6.72,7,11,9,5,5,10,2172,2151,.392,.352,.501,51.6,43.9,4.6,.461,15.5,.267
Longwood,31,9,22,.290,-18.73,-4.92,7,5,2,15,2120,2394,.301,.378,.500,48.8,63.3,4.0,.470,19.4,.203
Louisiana,30,15,15,.500,-3.67,-2.10,11,7,8,6,6,8,1951,1975,.388,.377,.509,48.3,47.2,7.0,.478,18.6,.249
Louisiana-Monroe,31,10,21,.323,-8.28,-0.39,4,14,5,7,4,14,2108,2243,.392,.438,.540,47.7,49.6,4.4,.499,19.8,.281
Louisiana State,31,13,18,.419,4.99,5.66,6,10,9,6,3,9,2131,2145,.289,.347,.520,48.8,46.9,10.4,.485,17.3,.214
Louisiana Tech,30,6,24,.200,-15.42,-4.35,3,13,5,9,0,12,1824,2155,.318,.321,.490,42.5,40.1,3.9,.447,17.2,.235
Louisville,36,27,9,.750,19.00,8.00,14,4,15,2,8,3,2611,2215,.365,.387,.553,52.0,58.2,8.9,.531,17.2,.236
Loyola (IL),31,12,19,.387,-4.14,0.55,6,12,8,6,4,12,1900,1976,.336,.306,.490,49.7,46.5,5.6,.448,16.5,.240
Loyola Marymount,31,5,26,.161,-16.94,-0.05,2,12,2,11,2,13,1918,2435,.371,.338,.485,46.1,59.4,4.0,.451,22.3,.238
Loyola (MD),33,19,14,.576,-2.85,-3.20,12,6,11,2,6,12,2365,2336,.389,.398,.552,51.4,59.8,5.6,.504,18.6,.299
Maine,30,7,23,.233,-16.25,-4.89,3,13,3,10,4,10,1912,2157,.387,.300,.502,50.8,53.7,5.1,.463,22.8,.262
Manhattan,31,12,19,.387,-7.98,-4.61,5,13,6,8,5,11,2147,2206,.388,.327,.518,48.6,46.3,6.0,.484,17.4,.258
Marist,32,18,14,.563,-0.68,-1.83,11,7,10,2,6,7,2237,2200,.358,.383,.544,50.8,48.3,4.9,.521,17.9,.232
Marquette,35,25,10,.714,18.62,8.09,11,7,15,2,5,5,2658,2269,.377,.335,.541,51.9,55.4,7.0,.505,15.5,.266
Marshall,30,16,14,.533,2.17,2.17,8,8,13,4,3,8,2018,1971,.437,.336,.519,51.3,54.5,5.2,.478,17.0,.298
Maryland-Baltimore County,33,24,9,.727,0.06,-4.53,13,3,13,1,9,7,2450,2258,.332,.330,.549,49.2,57.5,6.0,.515,12.5,.241
Maryland-Eastern Shore,32,4,28,.125,-23.75,-7.82,2,14,4,7,0,18,1878,2394,.378,.284,.433,46.4,40.8,4.6,.394,18.4,.233
Maryland,34,19,15,.559,9.74,7.28,8,8,13,6,6,5,2483,2373,.375,.278,.543,51.3,62.8,10.5,.509,20.1,.264
Massachusetts,36,25,11,.694,9.60,3.77,10,6,13,3,8,6,2934,2724,.386,.407,.544,49.1,56.3,11.7,.514,15.2,.259
McNeese State,29,13,16,.448,-9.43,-3.59,7,9,8,4,5,11,1875,1931,.335,.288,.502,53.9,52.9,11.0,.467,21.7,.230
Memphis,40,38,2,.950,23.73,5.76,16,0,19,1,10,0,3196,2477,.404,.352,.546,54.1,55.7,10.7,.527,13.8,.248
Mercer,30,11,19,.367,-9.81,-5.68,6,10,6,7,4,11,2285,2354,.354,.297,.512,49.7,47.0,8.2,.479,17.2,.236
Miami (FL),34,23,11,.676,12.38,7.13,8,8,14,2,4,6,2542,2309,.386,.309,.541,51.4,52.0,8.0,.496,16.2,.288
Miami (OH),33,17,16,.515,5.73,3.82,9,7,9,3,4,11,2062,1999,.309,.318,.543,49.8,54.4,6.5,.515,17.4,.217
Michigan State,36,27,9,.750,16.32,7.68,12,6,17,0,4,6,2564,2253,.335,.244,.560,55.0,66.5,7.7,.526,17.6,.246
Michigan,32,10,22,.313,3.05,7.99,5,13,6,9,2,10,2006,2164,.284,.407,.492,48.7,55.0,9.0,.458,16.8,.200
Middle Tennessee,32,17,15,.531,-2.78,-0.23,11,7,11,6,5,8,2180,2216,.408,.298,.557,49.9,50.7,4.3,.520,19.1,.290
Milwaukee,30,14,16,.467,-0.99,2.19,9,9,9,8,5,8,2007,2062,.357,.357,.488,50.1,52.7,5.7,.450,15.7,.242
Minnesota,34,20,14,.588,10.27,6.50,8,10,12,5,4,8,2322,2150,.350,.356,.532,50.5,63.0,8.0,.502,18.1,.237
Mississippi State,34,23,11,.676,13.42,5.74,12,4,12,3,7,4,2489,2228,.390,.366,.546,52.7,50.6,12.5,.522,18.3,.252
Mississippi Valley State,33,17,16,.515,-15.28,-9.50,12,6,8,4,6,8,2036,2174,.414,.248,.485,48.4,54.3,5.1,.440,18.4,.281
Mississippi,35,24,11,.686,12.29,5.88,7,9,16,2,3,7,2781,2552,.300,.330,.540,53.7,54.0,5.6,.520,15.4,.195
Missouri-Kansas City,32,11,21,.344,-6.97,-0.37,6,12,9,7,2,13,2198,2384,.369,.418,.530,47.2,55.4,7.0,.486,18.1,.272
Missouri State,33,17,16,.515,5.65,3.43,8,10,14,2,2,11,2236,2146,.362,.335,.546,51.6,59.4,7.6,.510,19.1,.259
Missouri,32,16,16,.500,11.75,6.87,6,10,13,4,2,9,2468,2312,.308,.319,.535,47.8,58.5,5.4,.507,15.2,.213
Monmouth,31,7,24,.226,-13.13,-5.22,4,14,2,11,3,12,1834,2079,.308,.436,.502,43.4,58.4,4.1,.470,19.6,.211
Montana State,30,15,15,.500,-6.82,-4.85,7,9,11,3,3,12,2180,2167,.384,.364,.553,51.2,52.1,5.8,.511,17.7,.286
Montana,30,14,16,.467,-4.23,-4.00,8,8,7,6,5,9,2081,1998,.335,.386,.567,49.6,61.2,6.4,.544,16.7,.226
Morehead State,30,15,15,.500,-11.27,-6.31,12,8,11,3,4,12,1945,2028,.393,.348,.528,52.4,62.7,3.9,.487,19.7,.279
Morgan State,33,22,11,.667,-4.25,-8.60,14,2,12,0,7,8,2227,2059,.375,.262,.509,53.1,44.2,8.9,.476,16.4,.248
Mount St. Mary's,34,19,15,.559,-3.59,-5.12,11,7,8,7,10,7,2353,2301,.387,.304,.535,48.7,53.2,6.4,.498,18.1,.272
Murray State,31,18,13,.581,-4.42,-6.97,13,7,14,2,4,10,2262,2141,.377,.292,.578,52.0,57.8,6.0,.545,18.7,.274
Navy,30,16,14,.533,-5.88,-7.68,9,5,8,6,8,7,2289,2208,.345,.439,.526,48.2,55.5,4.4,.483,18.5,.258
