School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Brigham Young,36,24,12,.667,10.66,3.75,10,6,15,3,7,5,2777,2502,,71.1,108.5,.355,.288,.543,50.4,57.6,11.4,6.6,.505,14.5,32.7,.259,+13.04,110.2,97.2,69.9,-.016,+3.15,105.9,102.8,+0.57
Brown,28,13,15,.464,-6.33,-3.03,7,7,8,5,5,10,1748,1800,,63.7,95.9,.344,.399,.504,49.9,57.2,10.2,10.5,.478,18.6,31.2,.217,-5.94,95.8,101.7,63.3,+.042,-2.88,101.8,104.7,-2.26
Bryant,31,19,12,.613,-2.08,-4.72,12,6,11,5,8,7,2294,2212,,67.0,110.1,.370,.360,.576,48.4,57.9,7.6,3.2,.544,16.7,30.6,.268,-0.53,109.4,109.9,65.1,+.043,-5.98,100.5,106.5,-2.16
Bucknell,34,28,6,.824,6.95,-1.96,12,2,14,1,12,4,2277,1966,,62.6,107.0,.361,.242,.538,52.3,55.6,5.5,10.8,.496,13.2,29.3,.268,+12.72,107.3,94.6,61.9,-.014,-1.72,102.4,104.1,+2.78
Buffalo,34,14,20,.412,-1.94,-0.35,7,9,9,6,4,10,2275,2287,,64.9,102.2,.380,.351,.545,50.6,64.2,8.4,12.0,.510,20.1,35.9,.267,-1.40,103.3,104.7,63.9,-.067,+0.28,102.9,102.6,+3.30
Butler,36,27,9,.750,10.99,6.08,11,5,14,2,7,4,2495,2299,,64.9,106.4,.385,.356,.546,53.4,53.5,8.8,7.0,.512,17.2,36.3,.268,+15.41,110.5,95.1,63.6,+.087,+7.53,106.8,99.3,+4.18
Cal Poly,32,18,14,.563,-0.46,-0.62,12,6,13,1,4,12,2074,2020,,60.0,107.1,.333,.357,.528,48.2,61.3,9.5,5.4,.491,13.3,31.9,.241,+1.16,106.4,105.3,58.3,+.031,-0.38,103.5,103.9,+5.90
Cal State Bakersfield,30,14,16,.467,-6.44,-2.17,0,0,9,4,3,11,2041,2070,,67.7,98.9,.355,.348,.515,47.2,53.5,10.7,5.6,.477,17.6,31.6,.249,-6.52,98.3,104.8,64.5,+.006,-1.59,102.2,103.8,-1.59
Cal State Fullerton,32,14,18,.438,-2.97,-3.03,6,12,6,7,6,10,2451,2381,,70.2,109.1,.345,.387,.579,42.6,55.2,11.0,4.2,.543,15.9,25.9,.261,-3.09,107.2,110.3,68.4,-.097,-2.88,101.8,104.7,-2.24
Cal State Northridge,31,14,17,.452,-3.89,-1.93,5,13,6,7,5,10,2333,2309,,71.5,105.2,.389,.259,.525,50.0,57.9,11.8,8.2,.479,16.0,36.6,.285,-4.56,104.1,108.6,69.2,-.017,-2.34,102.0,104.3,-0.55
Campbell,33,13,20,.394,-10.25,-5.55,7,9,8,8,4,9,2284,2395,,67.7,100.0,.322,.229,.516,45.9,53.9,10.9,8.6,.480,17.1,32.9,.229,-13.11,97.8,110.9,64.8,+.014,-7.31,99.0,106.3,-0.30
Canisius,34,20,14,.588,2.37,-0.99,11,7,12,4,8,9,2499,2385,,66.8,109.2,.343,.422,.559,48.6,50.4,8.7,9.1,.527,16.8,34.8,.245,+5.06,111.2,106.2,65.1,-.015,-0.12,102.2,102.3,+3.47
Central Arkansas,30,13,17,.433,-10.87,-6.12,7,11,8,7,5,8,2294,2359,,73.2,102.0,.296,.309,.511,45.9,49.4,10.5,8.9,.490,16.1,33.8,.187,-12.55,100.4,112.9,71.1,+.046,-7.25,97.6,104.9,-5.32
Central Connecticut State,30,13,17,.433,-8.24,-4.04,9,9,6,6,7,10,2186,2312,,70.7,101.4,.301,.329,.522,42.6,48.2,10.4,10.7,.486,15.3,27.4,.221,-8.18,101.8,109.9,68.8,+.056,-4.31,100.7,105.0,+0.28
Central Florida,31,20,11,.645,3.44,0.96,9,7,14,5,5,6,2194,2079,,66.5,105.5,.401,.363,.544,48.8,56.1,11.2,11.4,.518,17.5,35.0,.258,+3.39,106.8,103.5,64.5,+.050,-0.56,101.8,102.4,-5.00
Central Michigan,31,11,20,.355,-6.14,-1.21,4,12,6,6,2,13,2092,2226,,65.5,102.2,.396,.453,.529,44.7,59.4,10.2,6.0,.484,16.9,30.6,.290,-7.43,105.1,112.5,64.2,+.000,-1.06,100.9,102.0,+1.69
Charleston Southern,32,19,13,.594,-2.07,-5.62,12,4,11,3,6,9,2361,2144,,68.1,107.5,.312,.426,.531,49.9,48.3,10.7,7.4,.499,15.0,35.0,.221,-0.78,102.3,103.1,66.6,-.059,-6.88,99.4,106.3,+2.49
Charlotte,33,21,12,.636,2.69,2.75,8,8,12,3,5,7,2229,2231,,68.2,98.3,.448,.236,.509,50.6,48.8,10.8,8.8,.471,18.8,36.5,.293,+3.90,101.4,97.5,66.4,+.133,+2.81,105.0,102.2,-6.57
Chattanooga,32,13,19,.406,-10.47,-4.97,8,10,8,9,4,9,2218,2318,,68.8,99.9,.435,.308,.504,50.6,50.0,9.9,6.4,.464,17.0,35.3,.289,-14.12,97.7,111.8,66.2,+.018,-7.30,99.4,106.7,-2.92
Chicago State,33,11,22,.333,-11.77,-4.91,3,5,8,5,2,16,2151,2276,,68.2,93.8,.256,.355,.492,45.1,52.2,13.6,8.3,.459,18.1,30.2,.186,-12.67,91.1,103.7,65.5,-.083,-5.17,100.5,105.7,+1.39
Cincinnati,34,22,12,.647,14.46,6.93,9,9,13,5,4,5,2262,2006,,64.9,101.4,.355,.371,.493,51.7,52.5,10.8,16.1,.462,15.8,38.7,.229,+15.57,105.9,90.4,63.0,-.012,+7.31,105.6,98.3,-5.68
Citadel,30,8,22,.267,-16.99,-5.45,5,13,5,8,3,12,1931,2195,,65.0,98.7,.372,.324,.546,45.3,66.4,10.8,6.4,.511,20.8,31.3,.261,-20.88,98.4,119.2,64.0,-.005,-6.56,99.4,106.0,-1.23
Clemson,31,13,18,.419,5.82,4.44,5,13,8,7,3,9,1907,1864,,62.2,98.9,.331,.302,.501,47.9,47.9,10.8,13.2,.472,15.7,32.0,.217,+5.33,101.2,95.8,61.0,-.111,+4.29,105.7,101.4,-7.53
Cleveland State,32,14,18,.438,-7.34,-0.16,5,11,9,5,3,13,2051,2226,,65.4,97.6,.309,.347,.516,45.9,53.1,11.1,8.8,.482,18.5,31.8,.219,-8.42,99.6,108.0,63.6,+.033,+1.71,103.7,102.0,+2.53
Coastal Carolina,29,14,15,.483,-5.61,-5.22,9,7,12,4,2,11,1943,1840,,65.6,101.6,.361,.258,.510,51.5,43.1,13.1,7.0,.479,17.7,39.3,.237,-5.83,97.8,103.6,63.8,-.074,-6.18,99.9,106.1,+1.87
Colgate,32,11,21,.344,-8.73,-2.58,5,9,7,5,3,16,2033,2230,,66.4,95.4,.276,.366,.511,47.8,56.1,6.9,7.5,.480,17.5,26.2,.195,-9.66,97.6,107.3,65.6,+.002,-1.65,101.7,103.3,-2.14
College of Charleston,35,24,11,.686,0.17,-3.86,14,4,10,7,11,2,2297,2176,,63.8,102.9,.386,.331,.533,51.8,48.8,6.7,10.6,.499,17.8,33.9,.265,+1.10,102.7,101.6,62.9,+.091,-6.36,99.7,106.0,-0.38
Colorado,33,21,12,.636,11.95,7.95,10,8,12,3,5,7,2230,2098,,65.7,101.4,.409,.289,.522,50.2,42.3,10.5,8.6,.483,17.1,33.6,.281,+14.62,106.5,91.9,63.7,+.029,+9.15,107.3,98.1,+3.80
Colorado State,35,26,9,.743,13.65,5.89,11,5,16,1,6,6,2553,2229,,64.6,112.6,.436,.271,.539,56.9,50.5,7.1,6.4,.495,14.1,41.2,.312,+19.12,117.9,98.8,63.8,+.020,+7.17,105.8,98.6,-0.49
Columbia,28,12,16,.429,-3.25,-3.48,4,10,6,7,5,9,1746,1694,,61.3,101.7,.334,.363,.525,48.5,55.8,10.0,7.5,.484,15.5,29.4,.249,-2.42,101.1,103.5,60.3,-.121,-3.25,101.0,104.2,-2.38
Connecticut,30,20,10,.667,11.88,7.42,10,8,13,3,4,5,2096,1962,,64.9,103.8,.369,.341,.542,44.4,56.4,11.1,11.2,.500,16.0,28.5,.274,+14.05,109.9,95.9,63.8,+.011,+7.49,105.6,98.1,+0.29
Coppin State,32,8,24,.250,-12.65,-4.20,5,11,4,7,4,15,2035,2277,,69.3,90.3,.320,.409,.470,41.2,47.7,11.1,4.9,.431,17.9,29.3,.223,-14.53,93.2,107.7,66.9,-.038,-3.61,98.2,101.8,+6.28
Cornell,31,13,18,.419,-7.27,-2.37,5,9,4,10,7,8,2040,2168,,67.2,98.0,.303,.353,.516,47.0,49.7,10.1,10.7,.484,17.3,28.5,.213,-8.68,99.9,108.6,66.1,+.028,-2.53,101.0,103.6,-2.00
Creighton,36,28,8,.778,16.44,5.16,13,5,15,2,7,5,2680,2274,,65.0,114.5,.342,.394,.612,51.6,64.6,7.4,6.6,.582,16.8,28.8,.260,+21.75,118.3,96.5,63.8,-.009,+5.73,105.5,99.7,+1.63
Dartmouth,28,9,19,.321,-9.21,-3.17,5,9,6,7,3,12,1719,1844,,64.1,95.3,.340,.322,.504,46.6,49.7,10.8,7.6,.462,18.2,29.1,.248,-10.34,96.4,106.7,63.1,-.008,-2.60,101.5,104.1,-2.34
Davidson,34,26,8,.765,7.27,-3.45,17,1,12,1,9,4,2490,2110,,64.8,112.7,.388,.383,.580,49.3,56.5,8.6,7.6,.532,14.7,29.0,.309,+11.36,112.1,100.7,63.9,-.002,-5.09,100.3,105.4,+6.42
Dayton,31,17,14,.548,9.36,4.27,7,9,13,4,2,8,2225,2067,,66.4,107.3,.397,.286,.565,50.8,55.1,8.3,7.2,.530,18.6,35.2,.284,+11.31,112.7,101.4,64.7,-.100,+3.66,103.7,100.1,-1.09
DePaul,32,11,21,.344,1.71,5.61,2,16,7,10,4,8,2284,2409,,71.4,98.8,.317,.266,.509,44.3,51.9,11.5,9.5,.474,16.9,31.7,.223,-0.43,105.5,105.9,70.7,-.049,+5.76,104.2,98.4,-8.18
Delaware,33,19,14,.576,-0.78,-0.81,13,5,9,4,8,7,2276,2275,,66.6,101.9,.420,.254,.518,49.8,41.1,8.0,11.0,.463,16.0,33.1,.316,+0.11,104.4,104.3,65.9,+.079,-1.23,101.7,102.9,+7.41
Delaware State,33,15,18,.455,-11.19,-5.90,8,8,8,3,5,12,1997,2094,,62.3,95.4,.332,.359,.498,45.3,46.0,10.9,14.6,.462,18.4,33.0,.229,-11.43,96.7,108.1,59.8,+.054,-5.90,96.7,102.6,+6.22
Denver,32,22,10,.688,9.20,0.26,16,2,14,2,8,7,2076,1790,,59.7,108.2,.312,.436,.587,42.2,69.8,15.0,13.3,.562,16.8,22.7,.225,+14.30,110.0,95.7,57.5,-.044,-0.09,102.8,102.9,+3.70
Detroit Mercy,33,20,13,.606,6.71,1.62,12,4,13,2,7,10,2568,2340,,70.1,111.0,.357,.344,.551,47.3,53.0,11.8,9.4,.515,13.4,32.1,.260,+9.65,113.7,104.1,69.0,-.044,+2.65,103.2,100.5,+7.63
Drake,32,15,17,.469,3.43,5.14,7,11,9,6,4,7,2296,2319,,68.5,103.6,.376,.416,.562,45.8,55.9,8.3,6.1,.528,17.7,24.5,.270,+4.55,107.2,102.6,67.4,+.002,+5.89,106.5,100.6,+1.78
Drexel,31,13,18,.419,-1.08,-0.98,9,9,5,8,7,7,1953,1956,,61.4,100.6,.335,.327,.510,50.6,53.4,8.1,5.5,.467,16.1,33.3,.250,+0.08,102.1,102.0,60.5,-.089,-0.75,102.9,103.6,+4.20
Duke,36,30,6,.833,21.43,9.54,14,4,16,0,5,4,2778,2350,,68.2,113.1,.392,.333,.576,47.3,53.6,9.4,9.0,.539,13.7,28.8,.289,+26.98,119.1,92.1,66.7,+.033,+9.95,108.4,98.5,+6.85
Duquesne,30,8,22,.267,-4.54,3.50,1,15,6,9,2,12,2028,2269,,69.4,96.7,.317,.413,.505,45.9,53.6,7.4,9.0,.479,17.9,30.9,.204,-6.75,100.7,107.5,67.9,+.022,+4.27,104.9,100.7,-0.35
East Carolina,35,23,12,.657,2.56,0.81,9,7,17,4,6,7,2679,2484,,70.0,108.2,.385,.385,.555,46.8,65.4,11.3,10.0,.519,15.5,30.6,.275,+4.02,108.9,104.9,67.5,+.045,+0.12,102.3,102.2,-3.26
East Tennessee State,32,10,22,.313,-13.15,-2.25,8,10,5,8,5,10,1994,2284,,66.1,93.8,.316,.364,.495,43.3,45.6,9.6,7.1,.464,17.4,27.7,.211,-15.69,95.1,110.8,63.4,+.063,-1.85,102.3,104.1,+7.18
Eastern Illinois,32,11,21,.344,-8.93,-5.09,6,10,5,9,4,11,1933,2055,,60.7,99.1,.342,.346,.526,47.0,60.8,10.6,7.3,.497,18.3,30.4,.227,-10.18,100.0,110.2,58.6,-.033,-5.49,99.6,105.1,-3.73
Eastern Kentucky,35,25,10,.714,1.66,-3.92,12,4,15,1,9,8,2586,2303,,65.6,111.8,.338,.455,.585,43.1,58.8,13.4,6.7,.547,15.8,28.5,.264,+5.39,110.7,105.3,63.9,+.028,-3.72,101.1,104.8,-4.37
Eastern Michigan,34,16,18,.471,-6.25,-1.25,7,9,13,5,2,12,1926,2011,,61.0,92.5,.304,.286,.480,46.4,51.9,12.9,17.4,.448,19.1,35.0,.204,-5.94,93.0,99.0,58.9,+.017,-2.33,101.4,103.8,+2.07
Eastern Washington,31,10,21,.323,-10.77,-5.48,7,13,7,7,2,13,2146,2310,,68.4,99.6,.320,.428,.514,45.2,55.1,7.6,13.0,.488,16.6,29.4,.210,-12.98,97.2,110.1,67.0,+.001,-6.59,100.8,107.4,-1.41
Elon,33,21,12,.636,-3.58,-5.19,13,5,12,3,8,8,2273,2144,,66.7,102.1,.288,.398,.531,46.6,54.9,9.8,8.9,.501,15.2,26.5,.205,-3.51,99.0,102.5,64.8,+.055,-6.87,100.0,106.9,+0.61
Evansville,36,21,15,.583,5.26,2.91,10,8,15,3,5,11,2490,2374,,65.7,104.2,.317,.275,.526,47.2,63.8,8.9,8.4,.488,14.6,30.2,.235,+8.08,106.4,98.3,64.6,-.011,+3.86,105.3,101.4,-2.62
Fairfield,35,19,16,.543,-0.55,-2.00,9,9,7,5,7,10,2122,2071,,62.0,97.0,.289,.341,.506,48.1,57.1,11.3,10.3,.477,18.3,33.6,.198,+1.20,98.0,96.8,60.5,-.002,-1.18,101.9,103.1,-0.84
Fairleigh Dickinson,31,7,24,.226,-18.00,-4.65,2,16,2,10,3,14,2034,2448,,69.1,94.1,.352,.324,.520,41.2,55.8,8.3,7.9,.489,19.9,26.2,.236,-20.47,94.0,114.5,66.1,+.029,-4.41,101.1,105.5,-0.56
Florida,37,29,8,.784,23.86,6.83,14,4,15,0,7,5,2642,2012,,62.9,113.5,.310,.395,.573,51.4,56.3,11.4,9.4,.552,14.8,33.4,.210,+31.18,117.2,86.0,61.9,-.089,+7.00,105.6,98.6,+4.09
Florida A&M,31,8,23,.258,-16.14,-6.21,5,11,6,4,1,17,2015,2235,,70.2,91.2,.328,.303,.471,43.2,46.4,11.6,8.3,.442,18.5,32.1,.206,-18.34,89.5,107.9,67.5,+.003,-5.29,97.7,103.0,+1.98
Florida Atlantic,32,14,18,.438,-5.88,-2.49,9,11,11,4,3,13,2092,2164,,66.3,97.2,.356,.312,.516,48.0,44.0,7.8,12.4,.478,19.4,32.9,.250,-6.11,99.5,105.7,63.8,+.012,-3.61,99.9,103.6,-0.82
Florida Gulf Coast,37,26,11,.703,2.76,-2.07,13,5,15,1,6,9,2696,2469,,69.5,103.8,.348,.342,.548,48.3,53.6,12.7,10.5,.521,18.1,32.2,.235,+6.27,104.9,98.6,67.9,+.039,-2.79,101.3,104.1,+4.57
Florida International,32,18,14,.563,-2.08,-2.11,11,9,10,3,6,10,2210,2209,,69.6,99.3,.358,.375,.526,44.7,48.2,13.4,7.9,.489,18.7,31.3,.253,-1.39,101.6,102.9,67.8,+.070,-2.29,100.3,102.6,+2.36
Florida State,34,18,16,.529,5.67,7.23,9,9,10,8,3,7,2278,2331,,66.3,101.0,.404,.320,.544,45.6,49.4,9.3,13.5,.499,19.2,30.9,.297,+4.45,107.1,102.7,64.2,+.085,+6.95,105.6,98.7,-1.09
Fordham,31,7,24,.226,-6.90,4.59,3,13,4,7,1,15,1997,2353,,68.8,93.6,.327,.303,.484,49.4,52.5,7.2,11.1,.449,19.1,35.9,.220,-7.82,100.2,108.0,67.3,+.027,+6.89,105.8,98.9,+5.03
Fort Wayne,33,16,17,.485,-7.00,-5.32,7,9,10,4,4,10,2213,2178,,65.7,100.6,.385,.350,.528,50.2,53.2,11.4,7.5,.501,17.7,31.3,.247,-7.22,98.2,105.4,64.7,+.021,-5.56,101.2,106.8,-5.38
Fresno State,30,11,19,.367,3.31,6.56,5,11,6,8,5,10,1798,1829,,62.1,95.7,.379,.334,.487,44.5,45.1,11.5,10.1,.448,15.8,30.1,.253,+5.46,100.0,94.5,60.5,-.062,+9.10,107.7,98.6,+4.39
Furman,31,7,24,.226,-17.46,-5.29,3,15,5,9,1,14,1869,2180,,64.7,93.2,.359,.358,.505,45.1,52.8,8.2,9.6,.467,19.6,28.6,.248,-23.30,91.7,115.0,63.7,-.007,-6.25,99.5,105.7,-1.19
Gardner-Webb,34,21,13,.618,-3.22,-5.93,11,5,12,3,6,9,2236,2066,,64.3,100.5,.347,.312,.513,49.9,55.4,12.0,7.6,.474,17.4,35.9,.248,-1.63,98.0,99.6,61.5,-.044,-7.19,99.6,106.8,-1.03
George Mason,38,22,16,.579,2.01,-0.17,10,8,10,7,8,6,2587,2504,,65.8,102.4,.353,.278,.525,48.2,51.3,11.1,8.1,.485,17.3,35.0,.256,+3.21,103.5,100.3,65.6,-.007,-0.41,103.2,103.6,+5.15
George Washington,30,13,17,.433,4.22,3.49,7,9,7,7,5,9,1988,1966,,68.1,96.9,.404,.181,.502,51.4,55.1,11.4,12.4,.466,19.5,38.2,.265,+5.34,100.4,95.1,66.5,-.085,+4.39,105.6,101.2,-0.62
Georgetown,32,25,7,.781,15.84,7.59,14,4,16,1,6,3,2070,1806,,62.4,102.0,.368,.329,.541,48.4,64.3,11.8,11.3,.511,17.6,30.4,.250,+21.24,107.6,86.4,61.2,+.038,+7.42,106.3,98.9,-6.15
Georgia,32,15,17,.469,5.31,6.09,9,9,12,6,3,8,1946,1971,,62.4,95.9,.450,.338,.515,49.8,58.3,8.9,12.5,.469,19.8,32.1,.312,+5.27,101.9,96.7,60.9,-.002,+4.82,104.5,99.7,-0.89
Georgia Southern,33,14,19,.424,-9.67,-5.02,7,11,7,6,5,11,2050,2148,,63.1,97.4,.357,.315,.509,46.3,44.1,10.8,6.4,.473,17.8,31.2,.246,-11.19,95.8,107.0,60.9,+.012,-5.56,100.0,105.6,-0.30
Georgia State,31,15,16,.484,-2.04,-2.40,10,8,9,7,6,9,2114,2075,,64.1,105.1,.348,.363,.538,46.2,49.0,11.9,13.1,.504,15.4,29.5,.247,-1.33,105.8,107.1,62.6,-.051,-3.29,101.5,104.7,-0.15
Georgia Tech,31,16,15,.516,6.60,4.67,6,12,11,6,3,7,1993,1933,,66.3,96.7,.280,.304,.491,50.1,52.5,8.8,11.2,.468,16.4,32.6,.178,+6.37,99.9,93.5,65.2,-.038,+3.90,105.7,101.8,-10.65
Gonzaga,35,32,3,.914,20.47,4.18,16,0,15,1,10,1,2696,2095,,65.3,118.0,.402,.315,.585,53.3,55.2,12.1,8.2,.555,14.6,37.8,.283,+27.81,120.5,92.7,63.3,+.026,+4.37,105.4,101.0,+5.03
Grambling,28,0,28,.000,-35.85,-9.17,0,18,0,9,0,18,1391,2138,,65.6,75.7,.249,.319,.433,39.5,55.9,6.7,5.7,.411,23.4,28.4,.146,-46.10,76.0,122.1,62.5,-.014,-8.79,96.6,105.4,+4.55
Green Bay,34,18,16,.529,1.67,-0.27,10,6,12,3,4,12,2247,2142,,64.1,102.3,.398,.275,.533,51.3,58.6,9.2,14.0,.485,17.8,32.5,.299,+3.99,104.5,100.5,62.5,-.050,+0.01,103.0,103.0,+0.61
