School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Hampton,31,14,17,.452,-9.35,-7.84,11,5,7,7,7,8,1936,1983,,68.9,89.2,.386,.296,.473,49.0,51.9,10.6,12.6,.431,20.5,34.1,.257,-10.21,89.2,99.4,68.7,+.031,-9.11,95.9,105.0,-5.12
Hartford,31,17,14,.548,-5.84,-4.71,10,6,10,5,7,8,1863,1898,,64.2,93.6,.307,.446,.515,43.8,59.2,12.7,5.9,.483,19.6,26.0,.214,-5.24,94.0,99.2,62.5,+.080,-5.10,99.7,104.8,-3.66
Harvard,30,20,10,.667,3.95,0.16,11,3,13,1,6,8,2049,1924,,63.8,105.6,.489,.337,.583,46.3,57.9,11.2,11.0,.542,18.5,26.0,.354,+7.07,108.1,101.1,63.3,+.037,+0.60,102.8,102.2,+5.07
Hawaii,32,17,15,.531,-1.73,-2.37,10,8,12,7,4,7,2336,2305,,69.7,104.3,.369,.308,.537,51.6,53.1,7.6,9.2,.505,17.5,36.0,.254,-3.72,102.8,106.6,67.9,+.010,-4.44,100.7,105.1,-8.66
High Point,31,17,14,.548,-4.66,-7.25,12,4,10,5,6,8,2221,2052,,67.4,105.5,.331,.240,.521,49.7,55.3,10.8,11.7,.485,15.0,35.4,.237,-4.37,100.2,104.5,64.5,-.061,-8.39,99.3,107.7,-4.24
Hofstra,32,7,25,.219,-10.76,-1.92,4,14,6,9,1,14,1873,2132,,64.9,89.4,.386,.283,.460,46.9,47.4,9.7,9.4,.424,18.5,34.2,.242,-13.42,89.6,103.0,63.3,-.024,-2.01,102.4,104.4,-0.69
Holy Cross,30,12,18,.400,-6.14,-2.97,4,10,7,5,4,12,1834,1929,,62.3,97.7,.300,.367,.516,47.4,56.8,6.2,10.0,.477,17.3,28.2,.226,-6.48,99.0,105.5,61.5,+.002,-2.15,101.8,103.9,-2.17
Houston,33,20,13,.606,-0.30,-3.77,7,9,14,4,5,8,2578,2420,,70.1,108.5,.398,.280,.552,50.1,54.8,9.3,9.4,.515,15.6,34.1,.282,-0.82,108.0,108.8,69.0,-.007,-5.79,98.9,104.7,-14.91
Houston Baptist,31,14,17,.452,-15.17,-8.03,3,5,7,5,3,12,1982,2080,,69.6,90.4,.365,.256,.491,47.7,49.0,9.8,6.8,.455,20.9,33.3,.242,-17.55,87.7,105.3,67.2,+.089,-9.08,96.5,105.6,-6.55
Howard,31,7,24,.226,-14.42,-5.35,4,12,5,7,2,13,1615,1868,,62.1,83.9,.356,.260,.441,47.2,48.1,10.2,10.0,.397,20.1,35.1,.236,-18.42,84.1,102.5,61.0,-.044,-5.67,98.3,104.0,+5.88
IUPUI,32,6,26,.188,-15.93,-2.79,1,15,3,8,1,13,2096,2451,,66.2,97.4,.246,.348,.526,42.2,53.2,8.2,5.9,.505,16.9,23.4,.165,-20.30,97.7,118.0,64.2,-.054,-2.68,102.5,105.2,-0.11
Idaho,30,12,18,.400,-2.19,0.33,7,11,6,8,6,8,2050,2079,,63.3,107.0,.376,.341,.568,51.5,55.1,6.4,7.7,.529,18.3,33.1,.279,-2.97,109.9,112.8,62.0,-.000,+0.49,101.9,101.4,+2.26
Idaho State,30,6,24,.200,-12.98,-4.85,5,15,5,7,1,14,1710,1928,,60.4,93.5,.380,.357,.502,42.5,52.3,11.4,10.7,.463,17.5,25.1,.258,-16.18,91.9,108.1,59.3,-.117,-4.99,101.6,106.6,+4.35
Illinois,36,23,13,.639,13.23,10.08,8,10,12,4,6,6,2465,2332,,65.5,104.2,.310,.419,.516,46.6,42.5,10.4,11.5,.479,14.7,33.1,.225,+15.82,110.6,94.8,64.6,+.042,+10.84,108.1,97.3,-0.80
Illinois State,33,18,15,.545,9.63,3.72,8,10,11,5,5,8,2460,2265,,69.3,106.8,.344,.364,.552,47.4,56.3,10.4,11.9,.518,16.2,29.5,.249,+11.49,109.7,98.2,68.8,-.094,+4.14,105.0,100.8,-2.40
Illinois-Chicago,34,18,16,.529,-1.78,-0.69,7,9,12,4,4,10,2136,2134,,63.8,97.4,.351,.365,.509,45.9,57.8,10.1,7.7,.462,16.8,28.4,.264,-1.11,98.8,99.9,63.0,+.041,-0.49,102.3,102.8,-0.22
Indiana,36,29,7,.806,24.90,8.38,14,4,17,2,7,2,2831,2236,,67.1,116.3,.459,.323,.590,53.3,54.0,10.5,9.3,.548,16.3,39.0,.341,+29.31,120.8,91.5,66.0,-.021,+8.86,106.7,97.8,-5.16
Indiana State,33,18,15,.545,5.08,5.64,9,9,11,3,4,10,2159,2164,,65.3,98.7,.420,.339,.527,47.0,53.2,8.5,8.6,.483,17.2,26.9,.297,+7.31,103.0,95.7,64.0,+.041,+7.31,107.2,99.9,+4.10
Iona,34,20,14,.588,4.04,-0.02,11,7,11,1,5,9,2733,2595,,70.5,111.1,.327,.366,.562,47.1,54.7,9.0,7.4,.521,14.7,32.8,.255,+7.45,114.4,106.9,69.7,-.070,+0.94,102.4,101.4,+4.09
Iowa,38,25,13,.658,14.22,6.93,9,9,18,2,3,8,2665,2388,,66.6,104.2,.416,.310,.516,51.1,63.5,10.3,12.6,.466,15.6,36.4,.304,+17.83,109.8,91.9,66.3,-.029,+7.00,106.0,99.0,-9.03
Iowa State,35,23,12,.657,14.50,6.13,11,7,16,1,4,7,2779,2486,,70.0,111.7,.330,.438,.569,51.2,58.2,9.0,7.0,.538,15.9,34.2,.241,+17.63,117.5,99.8,68.3,-.046,+6.74,105.5,98.7,-3.12
Jackson State,29,11,18,.379,-14.80,-9.52,9,9,6,3,4,14,1920,2073,,69.4,94.2,.384,.350,.489,43.2,42.5,11.8,5.8,.445,15.9,27.5,.268,-14.94,93.9,108.8,67.4,-.015,-9.62,96.0,105.6,+8.89
Jacksonville,32,14,18,.438,-10.47,-4.74,9,9,10,3,3,13,2181,2300,,69.3,96.7,.363,.280,.508,48.4,53.5,9.5,8.5,.468,18.5,33.1,.255,-12.07,95.8,107.9,67.7,+.068,-5.38,99.8,105.2,-1.15
Jacksonville State,28,17,11,.607,-4.48,-4.29,8,8,9,3,6,8,1857,1817,,63.8,103.0,.436,.314,.537,43.4,57.0,13.1,11.1,.500,17.4,32.4,.296,-3.43,102.6,106.0,60.9,+.087,-4.08,100.5,104.6,-4.06
James Madison,36,21,15,.583,-1.73,-2.28,11,7,10,4,4,9,2346,2326,,64.1,100.9,.368,.324,.514,46.2,51.7,11.7,13.5,.476,15.0,29.6,.257,-0.92,100.2,101.1,62.9,+.063,-3.42,101.9,105.3,-4.50
Kansas,37,31,6,.838,20.79,7.54,14,4,16,1,7,3,2782,2292,,67.8,109.1,.395,.290,.572,52.6,58.4,10.2,17.6,.533,17.5,33.8,.291,+25.23,112.7,87.5,66.4,+.010,+7.05,106.8,99.8,+2.64
Kansas State,35,27,8,.771,13.53,6.53,14,4,15,1,7,3,2414,2115,,63.6,108.4,.315,.329,.524,50.6,63.9,11.1,10.3,.495,14.9,38.7,.216,+18.16,113.5,95.3,61.4,+.051,+6.82,106.1,99.3,-3.29
Kennesaw State,30,3,27,.100,-15.40,-4.76,2,16,2,10,1,15,1831,2150,,64.5,92.8,.374,.312,.483,43.6,48.4,10.7,4.9,.447,17.9,30.6,.243,-20.69,91.8,112.5,63.0,+.004,-5.15,100.5,105.7,-2.21
Kent State,35,21,14,.600,2.38,-0.83,9,7,12,6,8,7,2484,2373,,65.8,106.0,.438,.348,.535,48.2,48.8,10.0,7.4,.491,16.1,34.9,.311,+4.43,107.8,103.4,65.6,-.019,-0.86,101.4,102.3,-0.68
Kentucky,33,21,12,.636,13.94,5.78,12,6,16,2,4,8,2396,2127,,66.8,107.9,.417,.293,.551,51.2,51.1,8.3,15.6,.526,16.5,34.7,.268,+13.25,111.4,98.1,65.4,-.006,+4.90,104.8,99.9,-1.44
La Salle,34,24,10,.706,10.14,4.46,11,5,13,2,8,6,2450,2257,,66.5,107.6,.313,.360,.552,44.6,55.2,11.6,8.3,.519,15.0,29.0,.231,+13.89,111.8,98.0,64.6,+.051,+5.67,105.8,100.1,-0.50
Lafayette,34,19,15,.559,-3.00,-2.36,10,4,14,3,5,12,2349,2346,,65.8,104.6,.280,.390,.563,43.8,57.7,10.3,8.5,.532,16.9,25.4,.211,-0.25,106.0,106.2,64.5,+.048,-2.64,101.9,104.6,-2.43
Lamar,31,3,28,.097,-20.55,-3.26,1,17,1,10,1,17,1862,2398,,70.7,84.2,.315,.108,.465,46.7,49.7,6.0,8.9,.424,22.0,32.4,.221,-25.40,85.9,111.3,69.0,+.023,-2.93,101.1,104.0,+3.76
Lehigh,31,21,10,.677,3.95,-3.01,10,4,11,3,9,7,2266,2022,,66.6,109.7,.362,.352,.567,45.0,57.5,10.6,9.3,.531,14.5,27.2,.267,+7.32,108.9,101.6,65.8,-.003,-3.16,101.5,104.6,-1.85
Liberty,36,15,21,.417,-9.13,-5.80,6,10,8,7,4,11,2489,2519,,66.6,102.7,.394,.342,.536,47.2,52.9,8.1,7.6,.493,17.1,29.7,.288,-9.38,101.3,110.6,64.4,-.034,-6.47,99.4,105.8,-0.41
Lipscomb,30,12,18,.400,-11.70,-3.45,7,11,8,6,4,11,2079,2300,,70.9,96.5,.446,.294,.508,49.9,48.1,9.7,5.1,.471,19.8,36.1,.288,-12.16,98.0,110.2,69.4,+.053,-3.37,101.2,104.6,+4.84
Little Rock,32,17,15,.531,-4.36,-2.23,11,9,13,3,3,10,2127,2132,,69.2,96.1,.427,.277,.509,46.6,50.8,9.7,10.9,.468,18.9,32.0,.289,-4.74,97.6,102.4,66.4,+.060,-3.90,99.5,103.4,-2.32
Long Beach State,33,19,14,.576,-1.18,1.92,14,4,11,3,7,10,2291,2360,,68.2,101.5,.368,.357,.531,47.1,49.1,9.5,9.2,.502,18.4,32.7,.243,+0.62,105.7,105.1,65.7,+.107,+2.45,104.1,101.7,+14.35
Long Island University,34,20,14,.588,-3.21,-5.80,12,6,12,2,7,9,2677,2589,,70.0,111.6,.456,.339,.576,48.6,56.3,9.7,8.3,.544,17.3,35.2,.315,-2.13,110.5,112.6,67.3,+.015,-6.79,99.3,106.0,-5.01
Longwood,33,8,25,.242,-19.36,-5.10,4,12,4,9,2,14,2270,2687,,72.4,94.7,.312,.276,.521,45.5,54.6,9.4,6.7,.487,20.1,29.8,.222,-21.61,94.6,116.2,69.2,-.004,-6.28,100.0,106.3,+0.51
Louisiana,33,13,20,.394,-4.92,-2.23,8,12,10,5,2,14,2337,2413,,71.0,98.6,.352,.343,.517,44.3,44.4,9.9,9.2,.486,17.1,29.1,.236,-5.73,100.6,106.4,68.6,-.047,-2.68,100.8,103.4,+0.38
Louisiana State,31,19,12,.613,5.82,4.01,9,9,14,3,4,8,2194,2138,,69.0,100.9,.334,.358,.515,47.5,56.1,13.0,9.7,.492,17.3,34.4,.209,+6.38,105.6,99.3,67.7,+.060,+3.14,103.3,100.2,-8.05
Louisiana Tech,34,27,7,.794,5.48,-2.06,16,2,14,0,11,6,2470,2151,,70.6,103.0,.345,.376,.507,47.3,53.0,12.9,12.3,.470,14.7,34.5,.240,+8.05,101.8,93.7,68.7,+.082,-2.40,101.9,104.3,-4.77
Louisiana-Monroe,27,4,23,.148,-13.97,-1.45,3,17,3,9,1,13,1621,1959,,66.9,88.9,.315,.328,.500,43.2,61.0,10.6,3.9,.484,21.3,27.3,.182,-18.03,92.4,110.4,65.0,-.026,-1.61,100.6,102.2,+4.39
Louisville,40,35,5,.875,24.81,9.13,14,4,15,1,8,3,2978,2351,,66.4,110.3,.400,.300,.544,51.1,55.7,15.9,12.1,.506,15.3,38.2,.283,+32.92,117.7,84.8,65.8,-.016,+10.23,107.4,97.2,+2.15
Loyola (IL),31,15,16,.484,-1.03,-2.30,5,11,8,6,6,9,1995,1934,,63.1,101.6,.347,.318,.540,49.0,60.7,8.0,7.4,.504,18.1,30.6,.249,+0.12,103.2,103.1,61.8,-.083,-2.56,100.6,103.2,-6.53
Loyola (MD),35,23,12,.657,1.33,-2.10,12,6,13,3,7,8,2341,2221,,63.9,103.2,.410,.256,.511,47.9,51.1,11.0,11.9,.469,15.4,37.0,.282,+4.13,104.6,100.4,62.7,+.047,-1.48,101.3,102.8,-1.26
Loyola Marymount,34,11,23,.324,-3.04,2.86,1,15,5,9,2,12,2202,2338,,66.0,97.0,.346,.313,.494,47.9,47.7,10.8,7.1,.453,16.8,33.4,.243,-3.44,98.4,101.9,63.4,-.016,+3.33,105.6,102.3,-2.08
Maine,30,11,19,.367,-9.57,-4.12,6,10,8,4,3,15,1988,2091,,69.1,95.9,.331,.314,.509,48.0,52.4,10.1,10.3,.480,18.7,30.6,.217,-8.80,97.3,106.1,67.8,+.020,-2.63,100.3,102.9,-0.80
Manhattan,32,14,18,.438,-1.97,-0.38,9,9,7,4,5,11,1865,1916,,62.5,92.5,.458,.357,.509,47.0,55.5,10.5,13.0,.468,22.0,31.8,.303,+0.90,95.3,94.4,60.7,-.021,+1.19,103.6,102.4,+5.32
Marist,31,10,21,.323,-6.34,-1.63,6,12,6,7,3,11,2045,2191,,67.8,96.1,.396,.341,.515,44.9,55.8,9.1,10.2,.484,18.3,27.0,.256,-6.60,98.8,105.4,66.8,-.052,-0.76,101.6,102.3,+0.19
Marquette,35,26,9,.743,14.04,8.58,14,4,16,0,5,6,2382,2191,,63.4,105.9,.409,.270,.541,50.8,57.4,10.3,10.0,.496,17.6,38.3,.299,+18.32,113.2,94.9,63.3,+.090,+9.28,105.9,96.6,-1.14
Marshall,32,13,19,.406,-3.62,0.93,6,10,11,4,1,11,2208,2327,,68.8,99.5,.443,.360,.508,48.5,58.4,9.3,11.0,.482,18.9,38.0,.265,-4.35,102.3,106.6,66.4,-.009,+0.39,102.9,102.5,-3.81
Maryland,38,25,13,.658,11.37,4.66,8,10,18,3,4,7,2688,2433,,67.3,104.8,.345,.304,.544,54.0,55.9,7.6,11.2,.516,18.7,36.9,.234,+13.62,107.1,93.4,66.2,-.032,+4.07,105.3,101.2,-11.03
Maryland-Baltimore County,31,8,23,.258,-12.50,-3.70,5,11,6,8,1,14,1970,2216,,67.6,92.5,.295,.347,.490,45.1,51.3,10.5,6.4,.466,18.5,29.1,.186,-13.90,95.7,109.6,65.9,-.010,-2.96,99.9,102.9,-1.54
Maryland-Eastern Shore,28,2,26,.071,-19.61,-5.11,2,14,2,6,0,15,1535,1941,,64.6,84.2,.353,.300,.436,45.6,48.5,10.3,7.3,.398,19.6,34.9,.223,-24.68,86.6,111.3,62.6,-.028,-4.66,96.8,101.5,+4.69
Massachusetts,33,21,12,.636,5.82,4.55,9,7,10,5,8,4,2408,2366,,70.9,102.6,.358,.362,.533,47.9,57.5,10.6,12.9,.495,17.4,32.4,.257,+7.91,107.4,99.5,69.8,+.080,+4.89,105.2,100.3,+1.28
McNeese State,31,14,17,.452,-11.49,-4.63,7,11,9,5,4,11,2055,2172,,66.0,98.0,.297,.263,.487,45.3,49.3,11.5,11.8,.461,15.0,32.2,.191,-12.23,96.0,108.2,62.9,+.089,-4.33,100.2,104.6,+5.79
Memphis,36,31,5,.861,12.26,2.70,16,0,17,1,9,1,2681,2337,,69.5,106.3,.372,.286,.550,50.8,62.0,12.7,16.3,.524,17.7,35.6,.246,+16.33,107.3,91.0,68.3,+.056,+1.90,104.8,102.9,+0.43
Mercer,36,24,12,.667,0.69,-4.08,14,4,13,0,9,8,2371,2135,,62.9,104.1,.352,.402,.547,47.3,63.9,10.5,12.8,.506,17.3,30.6,.265,+3.96,104.0,100.1,61.3,+.027,-4.51,100.4,104.9,+2.75
Miami (FL),36,29,7,.806,16.99,7.88,15,3,14,1,10,3,2509,2181,,64.0,108.5,.346,.356,.548,50.1,45.6,9.6,12.3,.519,14.1,30.6,.236,+22.37,113.6,91.3,61.9,+.028,+8.41,107.7,99.3,+4.96
Miami (OH),31,9,22,.290,-6.62,-0.26,3,13,5,8,4,13,1954,2128,,65.3,96.1,.370,.336,.520,43.7,55.2,12.7,7.5,.486,19.0,27.6,.252,-7.03,98.7,105.7,64.1,-.066,+1.44,102.7,101.3,+4.96
Michigan,39,31,8,.795,21.28,10.05,12,6,17,1,5,5,2932,2467,,64.1,116.1,.284,.340,.572,49.9,51.7,9.5,7.3,.549,12.5,32.7,.199,+27.86,121.9,94.0,64.0,-.007,+11.13,108.2,97.0,-3.09
Michigan State,36,27,9,.750,18.64,10.55,13,5,17,1,6,5,2448,2129,,64.7,105.1,.370,.272,.542,53.3,53.7,12.4,10.9,.505,17.8,36.4,.264,+24.17,112.6,88.5,63.1,+.001,+11.91,108.8,96.9,-0.75
Middle Tennessee,34,28,6,.824,11.16,-1.52,19,1,15,0,11,3,2405,1974,,65.6,107.1,.414,.262,.548,52.3,56.7,10.6,11.0,.511,17.4,36.5,.288,+14.77,107.3,92.5,63.4,+.052,-2.30,100.7,103.0,+4.87
Milwaukee,32,8,24,.250,-10.33,-0.26,3,13,7,7,1,15,2007,2264,,66.0,93.5,.363,.407,.492,43.4,51.9,8.0,8.8,.452,18.2,29.0,.248,-13.34,95.2,108.6,64.6,-.004,+0.59,102.6,102.0,-1.56
Minnesota,34,21,13,.618,16.83,10.31,8,10,15,2,3,8,2337,2115,,63.5,107.8,.416,.297,.531,53.1,61.7,11.7,15.8,.493,17.5,43.6,.285,+19.85,114.8,95.0,62.3,-.036,+11.22,108.5,97.3,+2.07
Mississippi,36,27,9,.750,14.42,4.14,12,6,16,1,6,6,2779,2409,,70.5,108.4,.388,.330,.526,48.1,46.1,11.6,13.7,.491,13.0,33.6,.263,+16.95,112.3,95.3,69.2,-.011,+3.19,103.4,100.2,-7.55
Mississippi State,32,10,22,.313,-4.54,4.34,4,14,7,7,1,11,1940,2224,,68.2,88.1,.408,.318,.486,44.6,47.9,11.7,10.3,.446,21.4,30.5,.269,-8.01,91.8,99.9,66.8,-.010,+4.36,104.4,100.1,-6.01
Mississippi Valley State,28,5,23,.179,-19.13,-8.28,5,13,4,5,1,16,1765,2069,,70.7,88.7,.395,.347,.463,43.3,45.7,10.0,6.2,.422,18.3,31.7,.256,-22.01,90.1,112.1,69.4,-.070,-8.30,96.4,104.7,+7.00
Missouri,34,23,11,.676,15.41,6.00,11,7,17,0,2,8,2588,2268,,68.2,110.7,.350,.315,.551,53.7,51.1,9.8,9.1,.512,15.8,38.7,.261,+18.53,114.9,96.4,66.3,-.032,+5.62,105.1,99.5,-2.02
Missouri State,33,11,22,.333,-2.80,4.65,7,11,8,7,2,12,1966,2136,,61.5,96.2,.339,.350,.492,44.6,47.9,7.6,4.3,.458,14.4,26.5,.227,-3.82,101.0,104.8,59.6,+.023,+6.00,105.5,99.5,+0.98
Missouri-Kansas City,32,8,24,.250,-13.61,-2.74,5,11,3,11,4,11,1950,2252,,65.2,93.5,.307,.351,.510,46.8,44.8,9.1,8.5,.481,20.1,29.8,.207,-15.39,93.7,109.1,63.1,-.022,-3.02,102.4,105.4,-0.40
Monmouth,31,10,21,.323,-12.02,-4.19,5,13,5,8,3,13,2009,2252,,70.8,91.5,.323,.303,.484,42.1,52.7,12.4,4.5,.444,18.1,29.8,.228,-13.90,91.7,105.6,68.4,+.019,-4.32,101.3,105.7,+0.58
Montana,32,25,7,.781,-1.11,-4.21,19,1,15,1,10,4,2238,2096,,63.8,107.5,.398,.360,.576,46.4,53.3,9.0,8.3,.532,16.7,25.9,.305,+2.14,104.9,102.8,62.7,+.175,-5.21,101.8,107.0,+8.71
Montana State,30,13,17,.433,-10.90,-6.69,10,10,10,6,3,10,2118,2181,,67.0,103.6,.365,.349,.526,46.1,46.2,11.6,5.0,.486,14.9,29.9,.262,-13.38,100.4,113.8,64.8,+.032,-8.38,99.2,107.5,-5.82
Morehead State,33,15,18,.455,-5.36,-1.81,8,8,10,5,3,12,2396,2408,,70.9,100.9,.382,.324,.524,51.9,58.1,12.4,8.9,.487,20.0,40.0,.264,-5.04,99.6,104.6,68.2,+.033,-0.87,103.7,104.5,+4.03
Morgan State,32,17,15,.531,-5.39,-7.51,10,6,5,4,8,9,2162,2094,,67.3,98.8,.392,.252,.504,48.4,50.9,9.4,13.6,.483,18.5,38.0,.231,-3.19,99.4,102.6,65.9,-.049,-6.89,96.8,103.6,+0.88
Mount St. Mary's,32,18,14,.563,-5.85,-4.10,11,7,10,2,8,12,2233,2289,,67.6,102.8,.319,.447,.535,43.5,50.0,12.4,5.3,.505,16.0,28.6,.222,-3.78,102.5,106.3,66.0,+.118,-3.85,101.8,105.6,+3.04
Murray State,31,21,10,.677,1.21,-2.89,10,6,10,4,8,4,2257,2071,,67.0,106.9,.390,.409,.555,49.3,51.2,9.9,8.6,.523,17.6,33.7,.269,+3.37,105.6,102.3,64.9,-.012,-3.07,102.2,105.3,+2.40
NJIT,29,16,13,.552,-8.33,-9.01,6,2,12,3,4,9,2042,1869,,68.5,100.2,.407,.297,.513,49.5,53.3,12.4,13.5,.476,17.6,35.6,.273,-8.82,94.6,103.4,65.9,-.048,-11.06,95.4,106.4,-7.89
Navy,31,8,23,.258,-11.31,-4.44,2,12,5,9,2,13,1709,1888,,60.6,90.6,.279,.329,.470,42.4,58.0,9.7,7.4,.445,16.2,26.3,.175,-15.20,90.0,105.2,59.4,-.049,-4.13,100.5,104.6,-7.82
Nebraska,33,15,18,.455,4.40,9.59,5,13,11,7,2,9,1923,2094,,61.8,94.3,.284,.308,.487,44.3,45.9,8.2,8.8,.454,15.1,26.1,.196,+3.03,102.1,99.1,60.5,+.104,+10.22,108.0,97.8,-1.29
Nevada,31,12,19,.387,0.45,5.35,3,13,10,7,2,11,2092,2229,,66.9,100.0,.413,.356,.523,45.5,49.9,8.2,8.8,.475,16.5,29.2,.301,-0.28,105.1,105.4,65.5,+.038,+6.56,106.1,99.5,-1.12
Nevada-Las Vegas,35,25,10,.714,12.92,5.71,10,6,17,2,6,6,2498,2206,,68.9,103.2,.373,.344,.530,52.0,64.4,10.5,14.6,.492,17.1,33.8,.262,+16.07,106.0,90.0,67.9,-.015,+6.23,106.1,99.9,-0.28
New Hampshire,29,9,20,.310,-8.26,-4.19,5,11,6,6,3,13,1745,1819,,64.5,92.5,.348,.371,.478,46.0,49.9,9.0,7.6,.446,16.1,27.9,.222,-9.41,92.8,102.2,62.9,-.054,-3.11,100.4,103.5,-1.24
New Mexico,35,29,6,.829,13.28,6.63,13,3,15,1,8,4,2355,2122,,64.7,103.3,.457,.347,.533,49.4,65.8,9.6,11.3,.484,15.4,29.3,.329,+19.02,109.9,90.9,63.7,+.073,+7.98,106.4,98.4,+4.42
New Mexico State,35,24,11,.686,5.11,0.70,14,4,15,1,6,8,2355,2175,,65.2,102.5,.462,.240,.528,53.1,48.2,8.6,14.1,.493,18.5,37.3,.303,+7.68,104.7,97.1,63.8,+.039,+0.36,102.7,102.3,+3.94
New Orleans,26,8,18,.308,-21.26,-6.12,0,0,8,4,0,13,1791,1958,,72.6,92.6,.368,.209,.504,45.3,53.9,11.6,7.1,.470,20.6,30.9,.243,-25.21,87.9,113.2,69.4,+.042,-7.06,98.4,105.5,-7.06
Niagara,33,19,14,.576,0.58,-1.15,13,5,11,4,7,8,2436,2379,,68.9,105.5,.380,.372,.520,45.6,50.7,11.4,7.7,.483,13.9,32.5,.263,+2.81,107.0,104.2,67.7,+.012,-0.54,102.3,102.8,+0.28
Nicholls State,30,9,21,.300,-10.54,-4.97,8,10,5,5,4,13,2020,2187,,67.3,98.8,.400,.320,.522,43.5,52.9,9.3,5.4,.487,17.6,30.1,.267,-12.17,98.6,110.8,66.1,-.024,-4.75,99.8,104.6,+3.37
Norfolk State,33,21,12,.636,-5.77,-6.56,16,0,11,0,10,9,2188,2162,,68.7,96.2,.400,.286,.497,46.7,51.0,10.6,11.7,.462,17.9,33.7,.258,-4.26,96.4,100.6,67.1,+.112,-7.02,97.8,104.8,+0.29
North Carolina,36,25,11,.694,14.52,8.01,12,6,14,2,7,6,2762,2492,,71.6,106.8,.282,.312,.525,48.6,60.2,11.7,8.1,.499,14.1,34.4,.190,+17.14,112.2,95.1,69.6,+.038,+8.57,106.6,98.0,-0.95
North Carolina A&T,37,20,17,.541,-6.94,-6.30,8,8,9,3,5,12,2299,2291,,67.1,92.3,.420,.367,.497,46.4,52.2,10.5,13.6,.458,19.6,30.0,.276,-5.30,93.2,98.5,65.5,+.037,-6.98,97.2,104.2,-1.55
North Carolina Central,31,22,9,.710,-2.23,-7.05,15,1,12,2,9,5,2079,1758,,64.9,103.3,.443,.314,.559,49.4,61.8,11.7,9.0,.514,19.3,31.3,.325,+0.32,99.3,99.0,62.8,+.026,-7.69,96.3,104.0,+1.39
North Carolina State,35,24,11,.686,14.32,7.17,11,7,16,1,3,7,2708,2458,,68.6,112.4,.409,.237,.571,50.2,51.9,9.4,10.1,.542,15.4,34.7,.279,+16.99,116.8,99.8,66.8,-.032,+6.54,106.1,99.5,-0.36
North Carolina-Asheville,32,16,16,.500,-3.67,-3.98,10,6,10,4,6,8,2296,2213,,69.6,102.7,.377,.256,.532,49.1,55.5,11.7,13.2,.492,17.7,34.5,.269,-3.25,101.5,104.7,67.9,-.076,-4.68,100.7,105.4,+5.53
North Carolina-Greensboro,31,9,22,.290,-9.42,-5.31,6,12,6,9,2,12,2222,2286,,71.7,100.0,.330,.353,.509,47.5,47.5,10.2,4.4,.478,15.3,29.2,.222,-11.64,97.1,108.8,70.5,-.151,-7.11,99.4,106.5,+0.23
North Carolina-Wilmington,30,10,20,.333,-10.09,-2.27,5,13,9,5,1,15,1899,2111,,66.6,95.1,.364,.292,.497,47.4,49.8,9.2,10.8,.467,18.3,31.7,.234,-11.83,97.1,108.9,65.3,+.022,-2.50,101.6,104.1,+0.37
North Dakota,33,16,17,.485,-8.53,-5.34,12,8,9,5,6,11,2222,2243,,67.2,99.8,.355,.329,.519,46.1,49.6,11.6,9.6,.480,16.4,30.0,.253,-7.78,97.2,105.0,66.4,+.038,-5.78,100.8,106.6,+3.01
North Dakota State,34,24,10,.706,5.21,-4.01,12,4,12,1,7,8,2282,1908,,61.0,109.2,.288,.366,.561,52.2,50.8,9.4,12.7,.534,15.6,30.7,.208,+10.03,105.5,95.4,59.6,-.015,-3.66,102.4,106.1,+2.45
North Florida,32,13,19,.406,-7.35,-3.22,8,10,7,4,4,14,2121,2235,,66.7,99.4,.297,.416,.532,44.7,57.8,9.1,8.5,.509,19.1,30.7,.196,-7.51,101.0,108.5,64.8,-.010,-2.60,101.0,103.6,+7.27
North Texas,32,12,20,.375,-6.39,-2.73,7,13,8,7,2,11,2117,2201,,67.7,96.6,.413,.221,.494,47.9,43.9,9.0,11.9,.444,17.2,33.9,.292,-8.30,97.2,105.5,65.3,-.023,-4.16,99.6,103.8,-3.92
Northeastern,33,20,13,.606,-1.35,-1.93,14,4,7,8,10,3,2273,2254,,63.8,105.5,.388,.359,.554,44.9,59.0,12.0,6.9,.510,17.2,31.4,.292,-0.76,106.4,107.2,62.7,+.079,-2.45,101.5,104.0,-0.63
Northern Arizona,32,11,21,.344,-12.02,-3.55,8,12,6,6,4,13,2140,2411,,68.6,95.6,.314,.307,.516,44.6,55.1,10.2,6.5,.487,18.1,27.0,.212,-12.39,96.9,109.3,66.7,+.041,-3.98,101.2,105.2,+6.44
Northern Colorado,31,13,18,.419,-7.64,-5.19,10,10,8,5,4,13,2184,2181,,66.4,105.8,.329,.326,.550,49.5,50.9,10.0,6.6,.525,17.0,32.3,.222,-7.09,102.8,109.8,64.9,-.051,-5.44,100.8,106.2,+9.14
