School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Bethune-Cookman,30,8,22,.267,-19.13,-10.93,5,13,4,7,3,14,1941,2187,1210,693,1677,.413,171,478,.358,384,554,.693,369,982,329,248,54,476,583,,,.330,.285,.500,47.9,47.5,,3.3,.464,19.7,,.229,-22.40,89.4,111.8,67.1,-.018,-12.93,94.9,107.9,-0.97
Binghamton,27,14,13,.519,-4.76,-5.13,9,7,9,2,4,11,1797,1787,1085,649,1544,.420,207,592,.350,292,432,.676,316,970,343,174,176,407,493,,,.280,.383,.514,49.1,52.9,,11.3,.487,18.9,,.189,-3.57,96.7,100.3,66.1,+.007,-5.23,99.3,104.5,-2.15
Boise State,29,13,16,.448,-0.97,0.07,7,11,9,7,4,8,1897,1924,1180,666,1626,.410,149,512,.291,416,596,.698,321,957,335,187,109,412,560,,,.367,.315,.497,48.1,50.3,,7.1,.455,17.8,,.256,-1.56,96.0,97.5,66.7,-.032,-0.89,101.8,102.7,-4.14
Boston College,31,19,12,.613,10.30,7.23,10,6,9,6,9,3,2462,2367,,869,1849,.470,185,535,.346,539,780,.691,421,1116,522,212,88,414,585,,,.422,.289,.555,50.0,60.1,,4.7,.520,15.7,,.292,+13.30,117.7,104.4,68.2,+.034,+8.51,106.1,97.6,+2.55
Boston University,31,20,11,.645,1.10,-3.42,13,3,10,3,8,8,2100,1960,1250,728,1699,.428,204,601,.339,440,593,.742,339,1100,420,176,107,414,626,,,.349,.354,.530,51.5,57.7,,6.6,.489,17.3,,.259,+3.64,102.4,98.7,64.4,+.013,-3.75,99.6,103.4,+5.48
Bowling Green State,29,13,16,.448,-2.20,1.95,8,10,8,4,4,10,1962,2012,1165,629,1427,.441,185,505,.366,519,704,.737,264,908,378,230,76,482,640,,,.493,.354,.557,48.6,60.1,,5.0,.506,21.5,,.364,-1.88,98.7,100.6,66.1,+.050,+3.27,105.8,102.5,+8.25
Bradley,30,12,18,.400,1.13,1.20,8,10,7,7,3,10,2204,2169,,756,1711,.442,195,536,.364,497,707,.703,330,1027,393,231,49,425,616,,,.413,.313,.538,49.5,52.0,,2.9,.499,17.2,,.290,+1.95,103.1,101.2,68.6,-.125,+1.11,104.0,102.8,+1.41
Brigham Young,32,23,9,.719,13.63,5.29,11,3,13,1,6,5,2299,2032,1285,765,1654,.463,194,517,.375,575,762,.755,353,1134,428,222,82,436,688,,,.461,.313,.570,53.3,55.9,,5.0,.521,17.8,,.348,+17.68,109.4,91.7,65.5,-.031,+5.49,107.4,101.9,+5.20
Brown,29,17,12,.586,-2.33,-3.60,12,2,7,3,10,7,2144,2107,,715,1550,.461,187,513,.365,527,708,.744,280,949,421,224,106,453,514,,,.457,.331,.568,48.8,58.9,,6.3,.522,19.4,,.340,+0.76,105.6,104.8,70.6,+.042,-2.43,100.7,103.1,-0.20
Bucknell,29,14,15,.483,-6.61,-4.97,7,7,7,4,4,9,1687,1706,1160,558,1374,.406,171,502,.341,400,632,.633,289,931,345,178,67,464,509,,,.460,.365,.504,51.1,61.8,,4.7,.468,21.7,,.291,-5.75,91.1,96.8,63.3,-.005,-5.32,99.3,104.7,-3.51
Buffalo,28,5,23,.179,-7.96,-0.57,2,16,5,8,0,15,1815,2022,,652,1622,.402,151,517,.292,360,536,.672,380,1014,354,180,58,406,637,,,.330,.319,.484,50.3,54.3,,3.9,.449,17.8,,.222,-10.33,95.4,105.8,66.8,-.127,-0.38,103.5,103.9,-3.82
Butler,33,27,6,.818,9.11,2.23,14,2,13,0,10,5,2229,1986,1340,786,1655,.475,274,699,.392,383,533,.719,261,923,420,207,59,353,528,,,.322,.422,.584,47.9,53.4,,3.5,.558,15.6,,.231,+16.09,115.4,99.3,58.6,+.073,+4.10,104.5,100.4,+1.83
Cal Poly,30,16,14,.533,-2.37,-1.51,10,8,7,6,6,6,2046,2057,,716,1678,.427,190,600,.317,424,592,.716,350,1052,376,210,122,480,587,,,.353,.358,.522,49.0,52.5,,7.2,.483,19.7,,.253,-1.38,98.4,99.7,69.2,+.045,-1.64,101.2,102.8,+0.71
Cal State Fullerton,29,10,19,.345,-6.72,-3.00,8,10,6,6,4,10,1825,1933,,660,1502,.439,138,399,.346,367,566,.648,358,911,339,172,44,384,523,,,.377,.266,.515,51.1,51.4,,3.1,.485,17.8,,.244,-7.48,101.4,108.9,59.9,-.008,-2.38,100.9,103.3,-2.61
Cal State Northridge,29,14,15,.483,-2.27,-2.20,8,10,9,4,4,10,2073,2009,1185,730,1621,.450,179,509,.352,434,617,.703,382,1022,388,265,56,491,654,,,.381,.314,.542,51.5,53.2,,3.8,.506,20.4,,.268,-2.53,100.6,103.1,67.8,-.019,-2.31,100.6,102.9,-0.95
Campbell,27,5,22,.185,-19.80,-6.51,1,15,5,8,0,13,1756,2098,,620,1416,.438,172,493,.349,344,492,.699,214,748,393,172,74,428,447,,,.347,.348,.532,42.4,63.4,,4.7,.499,20.6,,.243,-24.53,92.2,116.7,66.4,-.012,-7.22,99.5,106.7,-9.87
Canisius,28,10,18,.357,-3.23,-2.34,6,12,6,7,3,10,1967,1992,1120,739,1684,.439,166,483,.344,323,458,.705,322,1029,438,228,95,401,542,,,.272,.287,.517,49.1,59.3,,5.7,.488,17.4,,.192,-3.77,99.3,103.0,68.6,-.116,-2.58,101.2,103.8,-0.42
Central Connecticut State,28,15,13,.536,-8.15,-8.58,12,6,9,4,5,7,1891,1879,,684,1480,.462,150,401,.374,373,499,.747,322,937,322,163,46,432,435,,,.337,.271,.551,53.5,47.1,,3.0,.513,20.1,,.252,-8.04,101.1,109.2,61.6,+.024,-9.67,97.3,107.0,-4.92
Central Florida,32,21,11,.656,0.07,-5.84,11,5,9,4,8,6,2292,2104,1290,806,1790,.450,203,577,.352,477,653,.730,405,1166,448,259,101,501,604,,,.365,.322,.546,54.0,55.6,,5.9,.507,19.3,,.266,+3.18,102.9,99.7,65.4,-.032,-5.67,99.7,105.3,-4.35
Central Michigan,32,25,7,.781,6.85,1.79,14,4,12,1,9,5,2553,2346,1280,864,1714,.504,224,574,.390,601,789,.762,347,1079,504,237,120,577,658,,,.460,.335,.611,52.1,58.3,,6.5,.569,21.6,,.351,+10.01,109.5,99.4,71.7,+.137,+2.06,104.3,102.3,+2.87
Charleston Southern,28,14,14,.500,-9.87,-8.91,8,6,9,4,5,9,1828,1839,,687,1553,.442,104,384,.271,350,469,.746,310,912,353,277,86,408,539,,,.302,.247,.515,49.6,51.4,,6.0,.476,18.7,,.225,-9.10,94.2,103.3,65.0,-.020,-9.57,97.2,106.8,+1.11
Charlotte,29,13,16,.448,5.50,6.94,8,8,11,4,2,11,1985,2027,1185,691,1744,.396,231,694,.333,372,587,.634,425,1099,421,246,59,398,534,,,.337,.398,.491,50.7,60.9,,3.6,.462,16.4,,.213,+5.97,104.5,98.5,65.8,-.007,+7.58,105.6,98.0,+4.64
Chattanooga,30,21,9,.700,0.40,-3.64,11,5,11,3,8,5,2435,2221,,846,1750,.483,226,615,.367,517,683,.757,516,1102,509,227,98,500,547,,,.390,.351,.587,53.5,60.2,,5.5,.548,19.4,,.295,+3.34,110.6,107.3,69.2,+.034,-3.70,100.6,104.3,+1.78
Chicago State,30,3,27,.100,-14.20,-2.43,0,14,2,10,0,14,1896,2249,,706,1597,.442,114,343,.332,370,599,.618,361,979,363,216,50,523,661,,,.375,.215,.504,49.9,51.4,,3.1,.478,21.8,,.232,-18.22,93.2,111.4,65.7,-.037,-2.20,102.0,104.2,+0.27
Cincinnati,29,17,12,.586,12.90,7.45,9,7,13,3,3,7,1954,1796,,667,1653,.404,197,573,.344,423,613,.690,366,1030,357,152,125,307,556,,,.371,.347,.503,50.2,53.5,,8.1,.463,13.6,,.256,+14.69,105.0,90.3,66.4,-.069,+7.35,106.6,99.3,+3.74
Citadel,28,8,20,.286,-12.19,-3.90,3,13,7,8,1,11,1858,1933,,649,1585,.409,184,581,.317,376,568,.662,333,948,393,237,93,427,567,,,.358,.367,.501,47.6,60.6,,6.2,.468,18.7,,.237,-14.22,89.8,104.0,66.1,-.079,-3.52,101.0,104.5,-3.26
Clemson,28,15,13,.536,5.67,5.35,5,11,13,4,1,8,1916,1907,1120,685,1551,.442,135,389,.347,411,626,.657,376,1004,351,199,74,377,536,,,.404,.251,.518,51.6,51.2,,4.8,.485,16.9,,.265,+5.75,107.3,101.6,63.6,+.026,+5.06,104.0,98.9,-12.27
Cleveland State,30,8,22,.267,-6.95,0.62,3,13,5,8,2,12,1969,2196,,687,1540,.446,177,477,.371,418,634,.659,313,943,406,212,133,517,585,,,.412,.310,.535,47.5,59.1,,7.8,.504,21.9,,.271,-8.12,97.7,105.8,66.1,-.011,+2.17,104.9,102.7,-0.56
Coastal Carolina,28,13,15,.464,-12.45,-8.95,5,9,8,4,5,11,1886,1925,,665,1538,.432,168,458,.367,388,537,.723,379,1004,347,178,50,468,587,,,.349,.298,.526,52.9,52.2,,3.3,.487,20.7,,.252,-10.47,98.4,108.8,65.3,-.019,-9.24,96.7,106.0,+0.46
Colgate,28,14,14,.500,-8.35,-6.46,9,5,9,4,5,8,1897,1869,,710,1607,.442,185,526,.352,292,424,.689,303,932,404,198,49,400,538,,,.264,.327,.524,49.6,56.9,,3.3,.499,18.1,,.182,-7.72,97.4,105.2,66.2,+.003,-7.11,97.9,105.0,-6.33
College of Charleston,33,25,8,.758,1.21,-3.18,13,3,12,2,8,5,2461,2233,1335,854,1943,.440,308,789,.390,445,652,.683,380,1162,483,253,138,466,626,,,.336,.406,.546,48.2,56.6,,7.3,.519,17.1,,.229,+4.08,102.5,98.4,67.1,+.079,-2.83,101.3,104.1,-0.12
Colorado,32,20,12,.625,12.82,8.01,9,7,14,1,3,9,2405,2251,,869,1961,.443,159,487,.326,508,759,.669,461,1351,424,196,214,447,568,,,.387,.248,.518,53.5,48.8,,10.6,.484,16.1,,.259,+15.27,109.1,93.8,69.9,+.001,+9.02,106.9,97.9,+0.22
Colorado State,33,19,14,.576,5.38,4.41,5,9,14,4,3,9,2450,2363,1325,876,1733,.505,137,380,.361,561,805,.697,374,1175,514,179,149,553,682,,,.465,.219,.579,53.3,58.7,,7.8,.545,20.7,,.324,+5.96,110.6,104.6,67.1,+.031,+4.39,104.7,100.3,-3.45
Columbia,27,2,25,.074,-17.28,-4.83,0,14,1,9,1,13,1340,1676,,457,1226,.373,136,449,.303,290,432,.671,255,839,262,140,93,461,493,,,.352,.366,.468,48.8,57.3,,7.0,.428,24.4,,.237,-22.93,82.7,105.7,60.0,-.032,-4.01,99.5,103.5,-5.28
Connecticut,33,23,10,.697,15.84,7.63,10,6,14,2,5,6,2622,2351,1325,964,2057,.469,196,508,.386,498,736,.677,486,1407,502,192,253,507,604,,,.358,.247,.545,53.4,52.1,,11.7,.516,17.4,,.242,+19.54,111.6,92.0,71.2,+.005,+8.75,107.3,98.6,-3.47
Coppin State,28,11,17,.393,-11.00,-7.39,11,7,5,4,6,11,1625,1726,,590,1350,.437,124,316,.392,321,439,.731,259,803,258,205,58,416,440,,,.325,.234,.521,48.6,43.7,,4.3,.483,21.1,,.238,-13.18,94.2,107.4,59.5,+.002,-8.16,97.5,105.7,+13.70
Cornell,27,9,18,.333,-12.24,-4.27,4,10,5,7,4,11,1641,1831,,581,1357,.428,172,505,.341,307,488,.629,249,855,363,201,61,419,498,,,.360,.372,.516,47.7,62.5,,4.2,.492,20.9,,.226,-15.11,92.5,107.6,64.9,+.042,-3.78,99.7,103.4,-4.00
Creighton,34,29,5,.853,15.33,1.03,15,3,17,0,7,4,2688,2202,1365,974,1956,.498,270,693,.390,470,678,.693,373,1155,575,283,153,461,591,,,.347,.354,.590,51.2,59.0,,8.1,.567,16.8,,.240,+17.54,112.4,94.9,68.4,+.026,-0.19,102.5,102.7,-0.51
Dartmouth,27,8,19,.296,-10.64,-5.44,4,10,4,9,3,10,1625,1725,1095,565,1352,.418,221,614,.360,274,390,.703,186,775,376,163,70,333,496,,,.288,.454,.529,44.6,66.5,,5.1,.500,17.8,,.203,-12.45,95.6,108.1,60.5,-.058,-5.25,99.0,104.3,-6.57
Davidson,27,17,10,.630,0.21,-2.25,11,5,11,2,6,7,2180,1920,,749,1607,.466,269,645,.417,413,531,.778,430,1110,460,170,52,485,533,,,.330,.401,.586,54.5,61.4,,3.1,.550,20.7,,.257,+2.18,103.2,101.0,70.3,+.004,-2.28,101.0,103.3,+11.96
Dayton,30,24,6,.800,11.00,5.17,14,2,17,1,7,4,2182,2007,,738,1638,.451,227,633,.359,479,671,.714,403,1091,452,159,88,397,529,,,.410,.386,.558,53.6,61.2,,5.2,.520,16.9,,.292,+14.53,116.4,101.9,64.4,+.084,+4.93,104.4,99.5,+5.54
DePaul,29,16,13,.552,8.84,6.49,8,8,13,3,3,9,1949,1881,,687,1553,.442,128,382,.335,447,622,.719,383,1075,377,167,59,428,530,,,.401,.246,.527,55.1,54.9,,3.8,.484,18.8,,.288,+10.04,105.1,95.1,65.8,-.004,+6.51,105.1,98.6,+1.93
Delaware,29,15,14,.517,-1.22,-1.54,9,9,8,5,5,8,1990,1981,1170,702,1719,.408,202,598,.338,384,544,.706,320,1028,407,231,108,389,554,,,.316,.348,.503,47.9,58.0,,6.5,.467,16.4,,.223,-0.43,99.5,99.9,69.0,+.007,-0.97,100.5,101.5,+0.47
Delaware State,27,15,12,.556,-9.94,-9.57,13,5,11,0,4,11,1680,1690,,592,1342,.441,178,484,.368,318,463,.687,287,809,328,180,91,370,496,,,.345,.361,.538,48.4,55.4,,6.7,.507,19.2,,.237,-10.69,98.1,108.7,59.2,+.068,-11.54,96.6,108.1,+8.90
Denver,32,17,15,.531,1.53,-0.28,7,8,10,3,2,9,2268,2210,1295,778,1909,.408,249,719,.346,463,636,.728,409,1182,461,230,53,426,614,,,.333,.377,.513,50.8,59.3,,3.0,.473,16.2,,.243,+2.53,102.4,99.8,67.3,-.027,-0.56,102.9,103.4,-3.69
Detroit Mercy,30,18,12,.600,5.86,-0.10,9,7,10,3,6,8,2128,1935,1200,798,1662,.480,135,391,.345,397,569,.698,333,1009,402,190,78,354,567,,,.342,.235,.551,52.4,50.4,,5.0,.521,15.5,,.239,+10.60,109.6,99.0,64.4,-.089,+1.19,103.8,102.6,+0.83
Drake,30,10,20,.333,-4.28,1.47,5,13,6,7,3,11,2017,2106,,697,1501,.464,160,468,.342,463,625,.741,256,957,406,123,56,437,515,,,.416,.312,.561,51.2,58.2,,3.4,.518,19.6,,.308,-6.22,101.7,107.9,62.3,-.024,+1.66,103.1,101.5,+2.36
Drexel,31,19,12,.613,1.56,-1.45,12,6,7,4,11,6,2127,2020,1250,765,1777,.431,197,580,.340,400,594,.673,344,1106,464,228,150,419,567,,,.334,.326,.516,49.6,60.7,,8.5,.486,16.9,,.225,+5.02,101.7,96.7,67.6,+.013,+0.22,101.3,101.0,+4.16
Duke,33,26,7,.788,19.86,8.38,11,5,15,0,3,6,2677,2298,1330,897,1981,.453,244,672,.363,639,897,.712,431,1206,444,286,178,462,698,,,.453,.339,.556,51.0,49.5,,9.4,.514,16.1,,.323,+23.75,115.0,91.3,70.7,-.030,+8.85,107.1,98.3,+0.64
Duquesne,30,9,21,.300,-4.38,2.29,3,13,5,8,3,11,2001,2201,1215,705,1585,.445,170,464,.366,421,611,.689,326,992,377,202,108,568,582,,,.385,.293,.534,49.1,53.5,,6.4,.498,23.2,,.266,-4.17,99.4,103.5,68.0,-.015,+2.99,103.5,100.5,-3.32
East Carolina,27,12,15,.444,1.81,4.73,3,13,8,6,3,9,1760,1757,,632,1527,.414,119,427,.279,377,548,.688,355,1028,329,136,100,347,473,,,.359,.280,.492,51.9,52.1,,6.5,.453,16.3,,.247,+0.22,99.3,99.1,65.2,-.018,+5.63,105.0,99.4,-5.50
East Tennessee State,31,20,11,.645,-0.90,-2.94,11,5,11,2,5,8,2543,2332,,899,1933,.465,167,474,.352,578,791,.731,437,1201,448,354,156,561,590,,,.409,.245,.551,51.7,49.8,,8.1,.508,19.5,,.299,+1.75,101.3,99.6,75.2,+.036,-1.80,102.1,103.9,+4.80
Eastern Illinois,29,14,15,.483,-3.17,-1.92,9,7,10,2,4,12,2242,2269,,798,1808,.441,193,515,.375,453,590,.768,362,1039,469,183,66,377,565,,,.326,.285,.537,49.2,58.8,,3.8,.495,15.3,,.251,-1.29,106.8,108.1,69.8,-.008,-0.82,103.2,104.1,+6.02
Eastern Kentucky,28,11,17,.393,-10.99,-5.03,5,11,8,6,3,11,2172,2185,,795,1730,.460,160,497,.322,422,619,.682,341,986,442,235,79,410,621,,,.358,.287,.537,49.1,55.6,,5.0,.506,16.8,,.244,-10.97,99.5,110.4,71.3,-.033,-3.62,102.0,105.6,-4.87
Eastern Michigan,28,14,14,.500,-3.84,-0.91,8,10,11,3,2,10,2210,2202,1130,767,1633,.470,142,447,.318,534,828,.645,385,1055,424,182,90,429,597,,,.507,.274,.545,50.7,55.3,,5.2,.513,17.5,,.327,-3.86,104.0,107.8,72.8,+.057,-1.01,102.1,103.1,-7.61
Eastern Washington,31,18,13,.581,2.53,-0.80,9,5,9,2,7,9,2189,2073,1250,758,1603,.473,144,410,.351,529,721,.734,293,1004,469,236,82,530,662,,,.450,.256,.563,50.5,61.9,,5.0,.518,21.4,,.330,+5.29,102.9,97.6,67.9,-.031,+0.29,101.4,101.1,+3.78
Elon,27,12,15,.444,-13.62,-7.97,8,6,6,6,6,9,1706,1835,,625,1461,.428,117,364,.321,339,515,.658,350,912,310,202,77,441,523,,,.352,.249,.500,51.9,49.6,,5.6,.468,20.5,,.232,-14.35,93.0,107.3,63.2,+.061,-8.04,98.9,106.9,+7.16
Evansville,28,12,16,.429,-0.71,2.97,8,10,9,5,3,10,1960,2063,,670,1386,.483,164,419,.391,456,625,.730,246,893,441,150,95,446,558,,,.451,.302,.582,50.4,65.8,,6.1,.543,21.0,,.329,-1.55,105.9,107.5,67.5,+.048,+3.33,104.5,101.2,+6.65
Fairfield,31,19,12,.613,-0.25,-1.06,13,5,8,7,9,4,2197,2172,,748,1690,.443,136,412,.330,565,780,.724,365,1156,399,235,167,524,623,,,.462,.244,.533,52.1,53.3,,9.1,.483,20.3,,.334,+0.94,99.2,98.2,69.2,+.082,-1.34,102.1,103.4,+1.77
Fairleigh Dickinson,29,15,14,.517,-11.53,-9.91,9,9,10,2,4,11,2106,2153,,737,1685,.437,246,699,.352,386,548,.704,292,909,407,174,68,423,558,,,.325,.415,.541,45.0,55.2,,4.1,.510,17.9,,.229,-11.82,97.2,109.0,68.0,+.065,-11.17,96.7,107.9,-12.15
Florida,33,25,8,.758,18.54,7.76,12,4,15,1,8,3,2484,2128,1335,883,1856,.476,287,735,.390,431,613,.703,352,1149,542,249,131,438,559,,,.330,.396,.578,50.8,61.4,,7.0,.553,16.9,,.232,+22.14,116.5,94.4,65.0,+.008,+8.30,106.0,97.7,-0.89
Florida A&M,29,17,12,.586,-10.58,-10.30,11,7,9,4,7,7,2073,2084,,681,1581,.431,240,618,.388,471,696,.677,,1097,324,211,58,504,573,,,.440,.391,.542,52.1,47.6,,3.4,.507,20.9,,.298,-10.99,98.1,109.1,67.5,+.081,-13.95,94.3,108.3,-0.90
Florida Atlantic,28,7,21,.250,-12.55,-4.18,3,13,4,6,1,15,1951,2151,1135,710,1785,.398,187,547,.342,344,517,.665,398,1007,344,263,103,471,649,,,.290,.306,.480,47.6,48.5,,6.6,.450,18.8,,.193,-13.37,92.1,105.4,72.1,-.032,-2.67,101.3,104.0,+1.75
Florida International,29,8,21,.276,-5.27,-0.19,1,13,5,10,2,11,1755,1869,1180,626,1520,.412,111,356,.312,392,642,.611,395,1015,286,226,63,464,555,,,.422,.234,.481,52.2,45.7,,4.4,.448,20.3,,.258,-6.29,95.0,101.3,61.6,-.101,+0.88,103.0,102.1,-2.96
Florida State,29,14,15,.483,9.00,7.75,4,12,12,5,1,9,1974,1930,1160,718,1662,.432,186,559,.333,352,524,.672,308,1000,404,273,130,432,550,,,.315,.336,.517,48.4,56.3,,7.8,.488,18.4,,.212,+8.84,100.9,92.0,67.5,-.052,+7.40,106.7,99.3,-5.79
Fordham,28,2,26,.071,-9.48,4.03,1,15,1,13,1,13,1810,2188,1120,648,1572,.412,192,575,.334,322,521,.618,321,947,339,208,92,489,591,,,.331,.366,.497,46.1,52.3,,5.5,.473,21.2,,.205,-10.22,97.2,107.4,69.7,-.101,+4.69,104.3,99.6,+1.79
