School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Fort Wayne,30,9,21,.300,-10.94,-2.26,,,6,4,3,15,2055,2297,,703,1651,.426,202,615,.328,447,633,.706,282,969,406,249,88,479,586,,,.383,.373,.526,46.9,57.8,,5.0,.487,19.7,,.271,-11.14,95.8,106.9,68.6,+.057,-1.20,102.9,104.1,+0.83
Fresno State,28,20,8,.714,5.29,0.44,13,5,14,1,6,7,2006,1870,,725,1617,.448,183,516,.355,373,528,.706,376,1057,413,184,124,442,558,,,.327,.319,.537,54.1,57.0,,8.1,.505,19.1,,.231,+6.26,105.2,98.9,65.7,+.061,-0.82,101.3,102.1,-1.87
Furman,31,14,17,.452,-7.33,-3.15,8,8,10,5,3,10,2047,2053,1245,748,1747,.428,169,514,.329,382,554,.690,400,1130,409,230,95,465,538,,,.317,.294,.509,52.6,54.7,,5.5,.477,18.8,,.219,-7.37,97.9,105.2,62.9,+.010,-3.18,101.3,104.5,-0.24
Gardner-Webb,29,5,24,.172,-11.04,-3.36,2,14,4,7,1,15,1964,2171,1165,736,1843,.399,231,769,.300,261,373,.700,364,1116,459,196,92,485,534,,,.202,.417,.486,48.7,62.4,,5.1,.462,19.4,,.142,-11.64,90.7,102.3,70.8,-.065,-2.04,102.4,104.4,+4.36
George Mason,28,16,12,.571,2.27,-1.30,11,7,10,3,6,8,1794,1694,1120,638,1508,.423,125,411,.304,393,579,.679,362,1019,328,213,62,439,475,,,.384,.273,.503,53.8,51.4,,4.2,.465,19.8,,.261,+4.26,98.1,93.8,64.9,-.022,-1.20,100.9,102.1,+3.68
George Washington,29,12,17,.414,2.82,3.34,5,11,7,4,5,10,2070,2085,,691,1576,.438,172,506,.340,516,764,.675,400,1060,385,187,92,474,597,,,.485,.321,.534,52.1,55.7,,5.7,.493,19.6,,.327,+5.18,107.2,102.1,68.6,-.078,+5.12,104.0,98.9,+2.41
Georgetown,34,19,15,.559,12.86,6.27,6,10,11,6,6,7,2584,2360,1385,889,2062,.431,157,479,.328,649,874,.743,463,1325,526,328,209,537,746,,,.424,.232,.522,51.3,59.2,,10.7,.469,17.8,,.315,+14.91,107.1,92.2,70.7,-.101,+7.95,105.6,97.6,-10.72
Georgia,27,19,8,.704,17.30,11.30,11,5,13,1,5,6,2138,1976,1095,770,1659,.464,181,476,.380,417,584,.714,346,1010,483,206,118,312,465,,,.352,.287,.552,50.5,62.7,,7.2,.519,13.9,,.251,+20.93,120.9,99.9,67.1,+.012,+12.71,108.7,96.0,+10.85
Georgia Southern,29,16,13,.552,-7.77,-5.61,8,8,8,5,6,7,2226,2207,,819,1766,.464,174,492,.354,414,646,.641,413,1081,411,218,102,464,557,,,.366,.279,.537,51.5,50.2,,6.0,.513,18.3,,.234,-6.97,102.2,109.2,71.6,+.081,-4.67,99.7,104.4,-4.80
Georgia State,29,14,15,.483,-6.10,-5.85,8,8,9,6,5,9,2145,2137,1200,783,1714,.457,181,535,.338,398,566,.703,360,987,393,217,143,424,495,,,.330,.312,.541,49.0,50.2,,8.3,.510,17.6,,.232,-6.14,101.5,107.6,66.7,-.033,-6.33,98.8,105.1,-3.36
Georgia Tech,31,16,15,.516,12.20,7.94,7,9,13,3,2,12,2297,2165,,836,1857,.450,178,505,.352,447,656,.681,429,1188,484,243,164,469,582,,,.353,.272,.530,52.4,57.9,,9.0,.498,17.8,,.241,+14.23,109.1,94.8,69.0,-.092,+9.23,106.8,97.5,-1.56
Gonzaga,33,24,9,.727,12.26,3.80,12,2,11,2,9,3,2558,2279,1345,862,1843,.468,239,635,.376,595,822,.724,394,1234,520,218,116,474,619,,,.446,.345,.573,54.1,60.3,,6.2,.533,17.5,,.323,+15.58,113.2,97.7,66.9,-.021,+3.93,103.9,100.0,+5.83
Grambling,30,12,18,.400,-17.04,-7.47,9,9,9,2,3,14,2188,2397,,813,1883,.432,188,540,.348,374,532,.703,326,1104,410,164,124,491,590,,,.283,.287,.512,47.2,50.4,,6.4,.482,18.7,,.199,-16.05,95.7,111.8,71.9,+.040,-7.58,97.0,104.6,+10.37
Green Bay,30,10,20,.333,-3.32,0.68,4,12,9,6,0,13,2029,2159,1210,689,1616,.426,153,407,.376,498,677,.736,381,1121,343,112,77,448,615,,,.419,.252,.524,53.5,49.8,,4.5,.474,18.8,,.308,-3.76,103.3,107.1,64.9,-.062,+1.65,104.2,102.5,+0.96
Hampton,30,19,11,.633,-7.85,-10.51,13,5,10,4,7,6,2144,2064,,760,1674,.454,178,554,.321,446,674,.662,380,1084,439,253,111,531,679,,,.403,.331,.538,51.3,57.8,,6.8,.507,21.0,,.266,-8.14,94.8,102.9,69.9,+.037,-13.88,94.8,108.7,-1.79
Hartford,29,16,13,.552,-5.47,-5.50,10,6,11,2,4,9,1907,1856,,693,1634,.424,148,435,.340,373,583,.640,405,1069,358,212,70,401,541,,,.357,.266,.499,52.3,51.7,,4.6,.469,17.3,,.228,-3.68,98.2,101.9,64.1,+.024,-6.37,98.3,104.6,-4.04
Harvard,27,12,15,.444,-5.80,-3.65,4,10,6,7,6,7,1929,1980,,694,1616,.429,212,568,.373,329,484,.680,352,1027,424,204,64,456,552,,,.300,.351,.523,51.4,61.1,,4.2,.495,19.8,,.204,-5.69,98.3,104.0,71.9,-.006,-3.05,100.3,103.3,-1.06
Hawaii,31,19,12,.613,4.53,1.56,9,9,15,1,3,11,2180,2088,,778,1699,.458,172,477,.361,452,655,.690,358,1036,507,211,97,454,561,,,.386,.281,.542,50.5,65.2,,5.6,.509,18.4,,.266,+4.33,102.9,98.5,65.8,+.057,+1.30,103.4,102.1,-1.42
High Point,27,7,20,.259,-15.76,-9.08,3,11,4,6,2,12,1850,2022,1085,674,1519,.444,146,438,.333,356,549,.648,323,903,321,200,54,437,494,,,.361,.288,.520,49.9,47.6,,3.6,.492,19.7,,.234,-17.75,95.6,113.4,68.2,-.030,-9.47,96.9,106.4,-4.59
Hofstra,29,8,21,.276,-8.57,-2.06,6,12,5,8,2,11,1859,2048,1160,679,1669,.407,198,615,.322,303,515,.588,435,1178,379,152,85,536,586,,,.309,.368,.486,54.1,55.8,,5.0,.466,21.9,,.182,-9.69,95.0,104.7,68.3,-.031,-1.97,100.1,102.1,-3.23
Holy Cross,31,26,5,.839,5.26,-5.38,13,1,12,0,12,3,2180,1821,,759,1643,.462,170,469,.362,492,695,.708,377,1131,489,246,138,426,577,,,.423,.285,.552,56.0,64.4,,8.7,.514,17.8,,.299,+10.40,105.5,95.1,65.1,+.065,-5.57,99.0,104.6,-0.64
Houston,28,8,20,.286,-3.03,4.94,6,10,6,7,2,11,1631,1854,1125,596,1478,.403,156,514,.304,283,429,.660,327,1054,302,146,124,488,465,,,.290,.348,.485,50.9,50.7,,7.4,.456,22.5,,.191,-4.84,93.2,98.0,63.2,+.021,+5.03,104.6,99.6,+2.44
Howard,30,13,17,.433,-10.35,-10.72,9,9,5,6,5,10,2196,2185,,780,1796,.434,180,517,.348,456,663,.688,425,1038,335,240,83,456,576,,,.369,.288,.520,49.4,42.9,,5.1,.484,17.8,,.254,-11.57,97.6,109.2,69.8,-.080,-12.24,95.4,107.6,+2.38
IUPUI,34,20,14,.588,-2.43,-1.80,10,4,9,3,7,8,2423,2406,1370,833,1855,.449,215,626,.343,542,774,.700,404,1118,457,289,61,547,654,,,.417,.337,.545,50.4,54.9,,3.3,.507,19.7,,.292,+0.46,102.9,102.5,67.0,+.071,-2.19,102.6,104.8,+2.78
Idaho,28,13,15,.464,-4.16,-2.49,9,9,8,6,5,8,1759,1776,1150,630,1510,.417,155,460,.337,344,489,.703,329,970,344,176,84,383,464,,,.324,.305,.505,50.8,54.6,,5.5,.469,18.0,,.228,-4.61,96.4,101.0,62.3,+.012,-2.90,100.3,103.2,-2.74
Idaho State,29,15,14,.517,-3.25,-2.66,7,7,10,2,3,10,2064,2046,1180,761,1698,.448,157,468,.335,385,600,.642,326,987,427,241,99,434,569,,,.353,.276,.520,48.7,56.1,,6.2,.494,18.0,,.227,-2.21,99.6,101.8,70.4,+.013,-2.05,100.6,102.6,-0.43
Illinois,32,25,7,.781,19.82,6.76,11,5,15,0,4,6,2388,1970,1280,859,1793,.479,233,636,.366,437,603,.725,305,1133,575,227,100,418,598,,,.336,.355,.574,52.1,66.9,,5.7,.544,16.7,,.244,+24.47,113.2,88.7,67.8,-.029,+7.29,105.8,98.5,-4.18
Illinois State,29,8,21,.276,-3.41,2.18,5,13,5,9,2,11,1873,2035,1160,687,1554,.442,188,427,.440,311,442,.704,283,896,334,179,70,431,549,,,.284,.275,.531,49.3,48.6,,4.7,.503,19.6,,.200,-5.44,99.4,104.9,65.2,-.050,+2.34,104.5,102.2,+3.46
Illinois-Chicago,30,21,9,.700,6.15,-0.12,12,4,11,2,9,6,2249,2062,,834,1763,.473,187,463,.404,394,666,.592,408,1135,488,188,102,374,581,,,.378,.263,.541,53.0,58.5,,6.1,.526,15.2,,.223,+10.64,110.5,99.9,68.4,+.024,+1.02,103.6,102.5,-0.93
Indiana,34,21,13,.618,12.63,9.81,8,8,11,1,2,9,2376,2280,1375,788,1851,.426,254,727,.349,546,760,.718,387,1234,470,146,175,392,613,,,.411,.393,.537,50.3,59.6,,8.8,.494,15.1,,.295,+14.48,113.4,98.9,63.7,+.050,+10.49,107.3,96.8,+9.29
Indiana State,31,7,24,.226,-6.95,2.37,2,16,5,9,0,12,1749,2038,,644,1636,.394,150,434,.346,311,454,.685,320,954,380,202,86,414,569,,,.278,.265,.472,46.3,59.0,,5.3,.439,18.3,,.190,-10.79,90.9,101.7,62.1,-.028,+2.49,105.0,102.5,+2.10
Iona,29,17,12,.586,-0.09,-3.59,11,7,10,2,4,8,2174,2073,,758,1645,.461,166,453,.366,492,687,.716,323,1027,477,238,126,445,590,,,.418,.275,.551,50.0,62.9,,7.7,.511,18.4,,.299,+0.55,102.2,101.7,69.0,-.033,-4.38,100.7,105.1,-3.76
Iowa,31,17,14,.548,8.44,5.83,7,9,11,7,6,6,2141,2060,1250,746,1656,.450,146,503,.290,503,703,.716,343,1115,447,207,127,471,553,,,.425,.304,.538,52.3,59.9,,7.1,.495,19.1,,.304,+8.50,106.4,97.9,67.1,-.018,+5.72,104.5,98.8,-5.06
Iowa State,31,17,14,.548,9.82,6.05,5,11,14,5,2,8,2187,2052,,814,1789,.455,177,471,.376,382,564,.677,347,1129,371,173,170,409,584,,,.315,.263,.532,52.1,45.6,,9.9,.504,16.6,,.214,+10.59,106.3,95.7,66.3,-.045,+6.18,104.5,98.3,-11.54
Jackson State,28,10,18,.357,-11.97,-7.93,9,9,8,2,2,16,1972,2085,,671,1624,.413,183,556,.329,447,657,.680,285,940,367,277,71,451,619,,,.405,.342,.509,45.4,54.7,,4.5,.470,18.9,,.275,-10.84,94.0,104.9,71.9,-.034,-7.69,96.8,104.4,+8.36
Jacksonville,29,13,16,.448,-10.41,-6.12,8,8,9,3,3,9,1921,2011,1160,701,1603,.437,147,459,.320,372,565,.658,354,1034,353,204,159,497,480,,,.352,.286,.513,49.4,50.4,,9.1,.483,21.0,,.232,-10.57,93.4,104.0,66.3,+.031,-5.85,98.8,104.7,-5.86
Jacksonville State,30,20,10,.667,-5.75,-7.23,10,6,10,1,7,7,2269,2145,,807,1766,.457,229,618,.371,426,630,.676,388,1029,484,314,87,453,631,,,.357,.350,.549,49.8,60.0,,5.3,.522,18.0,,.241,-2.72,103.5,106.2,68.4,+.065,-7.69,98.0,105.7,-7.68
James Madison,30,13,17,.433,-4.76,-2.45,8,10,7,6,5,9,2017,2054,,725,1684,.431,193,574,.336,374,555,.674,347,1051,389,176,150,452,596,,,.330,.341,.518,49.3,53.7,,8.7,.488,18.8,,.222,-5.66,99.5,105.2,66.2,-.003,-2.59,99.5,102.1,-2.25
Kansas,38,30,8,.789,25.00,10.53,14,2,15,1,7,2,3141,2541,,1182,2393,.494,183,546,.335,594,906,.656,550,1589,653,373,192,562,633,,,.379,.228,.556,55.2,55.2,,8.2,.532,16.6,,.248,+28.62,115.0,86.4,72.2,-.017,+11.84,108.7,96.8,+6.08
Kansas State,30,13,17,.433,10.13,7.37,4,12,11,5,1,9,2089,1985,1205,766,1674,.458,169,468,.361,388,617,.629,341,1112,462,148,109,397,539,,,.369,.280,.531,52.0,60.3,,6.3,.508,16.8,,.232,+10.87,107.9,97.0,65.7,-.154,+6.95,104.6,97.7,-4.60
Kent State,31,21,10,.677,5.03,0.56,12,6,9,5,9,4,2381,2193,,848,1741,.487,229,582,.393,456,650,.702,336,1077,451,216,63,402,627,,,.373,.334,.581,53.0,53.2,,3.7,.553,16.4,,.262,+6.51,111.2,104.7,66.7,+.023,+0.52,103.6,103.1,+3.36
Kentucky,36,32,4,.889,22.47,9.33,16,0,12,1,9,1,2782,2309,,1026,2102,.488,208,585,.356,522,742,.704,460,1324,574,281,176,501,625,,,.353,.278,.567,54.3,55.9,,8.8,.538,17.0,,.248,+29.18,116.5,87.4,67.7,+.051,+11.20,108.6,97.4,+6.77
La Salle,29,12,17,.414,0.06,3.16,5,11,9,6,3,10,1981,2071,1165,655,1650,.397,183,551,.332,488,668,.731,378,1034,331,184,60,416,612,,,.405,.334,.503,48.8,50.5,,3.6,.452,17.5,,.296,+0.27,102.4,102.1,67.6,+.001,+3.99,104.3,100.3,-0.34
Lafayette,29,13,16,.448,-8.14,-5.22,6,8,9,5,3,10,1969,1976,1160,697,1549,.450,209,577,.362,366,514,.712,284,975,403,163,113,416,470,,,.332,.372,.549,49.0,57.8,,6.7,.517,18.8,,.236,-8.98,101.3,110.3,66.4,-.004,-5.12,98.0,103.1,-2.66
Lamar,27,13,14,.481,-9.22,-8.11,10,10,10,3,3,11,1771,1781,,605,1410,.429,152,450,.338,409,600,.682,301,1008,291,167,127,479,497,,,.426,.319,.522,51.2,48.1,,8.1,.483,22.0,,.290,-8.57,92.7,101.3,66.1,-.005,-7.64,97.2,104.8,-3.27
Lehigh,28,16,12,.571,-6.59,-6.62,8,6,11,2,4,9,1829,1779,1120,645,1477,.437,145,412,.352,394,538,.732,292,977,356,211,87,398,529,,,.364,.279,.528,51.2,55.2,,5.8,.486,18.7,,.267,-5.94,98.3,104.2,65.2,+.030,-7.43,96.4,103.8,-7.08
Liberty,29,14,15,.483,-13.91,-10.35,8,6,11,5,3,10,1900,2016,,609,1513,.403,160,530,.302,522,706,.739,335,1037,328,250,88,527,584,,,.467,.350,.514,50.0,53.9,,5.3,.455,22.2,,.345,-15.63,89.0,104.6,68.5,+.107,-11.73,96.4,108.1,-7.94
Little Rock,30,18,12,.600,-0.94,-0.91,8,6,11,2,4,8,2125,2111,1235,721,1581,.456,204,541,.377,479,694,.690,322,1004,357,204,78,500,611,,,.439,.342,.556,49.3,49.5,,4.6,.521,20.7,,.303,+1.63,102.3,100.7,66.1,+.035,-0.50,102.0,102.5,-3.58
Long Beach State,27,5,22,.185,-12.82,-0.78,4,14,5,8,0,14,1711,2013,,584,1351,.432,156,472,.331,387,543,.713,267,820,326,125,73,458,525,,,.402,.349,.532,47.5,55.8,,4.9,.490,22.2,,.286,-15.41,96.9,112.3,65.6,-.021,-0.49,102.3,102.8,+2.57
Long Island University,28,9,19,.321,-13.65,-7.72,7,11,3,7,6,11,2102,2268,,772,1765,.437,165,536,.308,393,582,.675,415,1136,401,184,61,484,590,,,.330,.304,.515,52.6,51.9,,3.5,.484,19.2,,.223,-12.85,97.8,110.7,73.2,-.040,-7.08,98.5,105.6,+0.61
Louisiana,30,20,10,.667,7.92,1.24,12,3,10,1,8,7,2326,2085,1210,839,1780,.471,206,631,.326,442,669,.661,402,1094,452,251,120,463,557,,,.376,.354,.554,50.8,53.9,,6.9,.529,18.1,,.248,+10.52,107.9,97.4,69.8,-.014,+2.75,103.4,100.6,+5.63
Louisiana State,32,21,11,.656,16.08,6.83,8,8,16,2,2,6,2326,2030,1280,851,1767,.482,215,571,.377,409,633,.646,346,1124,515,255,132,446,524,,,.358,.323,.562,51.7,60.5,,7.4,.542,17.7,,.231,+18.15,111.0,92.8,67.5,-.035,+6.27,104.8,98.6,-8.36
Louisiana Tech,27,12,15,.444,-1.39,2.93,9,9,9,4,3,10,1855,1914,1085,666,1549,.430,127,373,.340,396,572,.692,339,987,309,156,93,386,534,,,.369,.241,.509,50.6,46.4,,6.1,.471,17.5,,.256,-2.35,101.8,104.1,67.6,+.035,+3.04,103.3,100.2,+12.10
Louisiana-Monroe,28,12,16,.429,-10.89,-6.67,10,10,7,5,5,11,2013,2122,,732,1736,.422,122,427,.286,427,692,.617,432,1053,360,252,90,476,618,,,.399,.246,.487,50.6,49.2,,5.7,.457,18.7,,.246,-9.61,94.4,104.0,72.7,+.013,-5.57,98.8,104.3,+4.09
Louisville,32,25,7,.781,19.81,6.84,11,5,16,2,8,3,2612,2197,,902,1950,.463,272,752,.362,536,770,.696,442,1220,529,237,148,426,725,,,.395,.386,.564,51.5,58.6,,8.3,.532,15.5,,.275,+22.75,115.8,93.0,72.5,-.029,+6.82,105.3,98.4,+5.99
Loyola (IL),31,15,16,.484,0.81,0.97,9,7,10,2,5,11,2309,2314,1255,819,1949,.420,197,642,.307,474,652,.727,457,1189,367,225,124,434,643,,,.335,.329,.511,50.4,44.8,,6.9,.471,16.1,,.243,+3.85,105.7,101.9,70.1,-.015,+2.80,104.5,101.6,+4.20
Loyola (MD),28,4,24,.143,-16.71,-3.71,1,17,3,11,1,11,1653,2017,,543,1378,.394,150,473,.317,417,607,.687,280,900,276,156,74,489,510,,,.440,.343,.496,48.0,50.8,,4.6,.448,22.7,,.303,-22.70,87.7,110.4,63.9,+.001,-4.92,99.9,104.8,-13.59
Loyola Marymount,31,11,20,.355,-3.23,0.04,4,10,7,6,1,10,2182,2282,1245,755,1762,.428,127,407,.312,545,772,.706,379,1044,448,240,129,492,688,,,.438,.231,.513,47.5,59.3,,7.6,.465,18.8,,.309,-4.09,98.4,102.5,69.8,-.021,+0.23,103.2,103.0,-1.78
Maine,30,14,16,.467,-4.37,-5.04,8,8,10,3,3,9,2205,2082,,827,1697,.487,222,599,.371,329,507,.649,332,1137,505,243,169,543,515,,,.299,.353,.569,52.2,61.1,,9.1,.553,21.9,,.194,-3.32,99.5,102.9,68.3,-.099,-5.43,99.6,105.0,-2.02
Manhattan,30,23,7,.767,5.78,-1.99,14,4,7,2,12,3,2274,2041,1225,774,1730,.447,166,480,.346,560,711,.788,342,1032,418,275,115,423,650,,,.411,.277,.550,49.1,54.0,,6.9,.495,17.0,,.324,+10.04,105.5,95.4,68.1,+.014,-1.71,101.7,103.4,+2.51
Marist,29,13,16,.448,-4.96,-2.16,8,10,6,7,5,7,2069,2150,1165,701,1714,.409,225,610,.369,442,568,.778,318,1009,402,199,103,390,490,,,.331,.356,.521,47.4,57.3,,5.9,.475,16.4,,.258,-5.31,101.4,106.7,68.6,+.052,-2.01,101.2,103.2,-0.60
Marquette,33,27,6,.818,16.28,7.28,14,2,15,1,7,3,2589,2292,,901,1871,.482,202,508,.398,585,759,.771,487,1208,533,198,117,438,622,,,.406,.272,.580,53.1,59.2,,6.0,.536,16.4,,.313,+21.30,120.5,99.2,65.7,+.070,+7.94,106.0,98.0,-1.46
Marshall,29,14,15,.483,-0.74,-0.63,9,9,11,3,3,10,2126,2095,1175,737,1555,.474,184,503,.366,468,609,.768,253,953,414,179,108,426,560,,,.392,.323,.576,48.8,56.2,,6.4,.533,18.8,,.301,-0.77,102.2,102.9,67.5,-.027,-0.61,103.4,104.0,-2.90
Maryland,31,21,10,.677,20.56,7.56,11,5,14,2,4,5,2472,2069,1250,901,1940,.464,204,523,.390,466,654,.713,409,1241,573,322,198,431,588,,,.337,.270,.549,51.8,63.6,,10.6,.517,16.1,,.240,+22.00,110.9,88.9,71.5,-.078,+8.23,106.6,98.4,-5.28
Maryland-Baltimore County,27,7,20,.259,-14.74,-8.00,5,13,4,6,1,13,1703,1885,,627,1454,.431,97,346,.280,352,526,.669,324,946,359,199,74,437,512,,,.362,.238,.500,50.7,57.3,,4.9,.465,20.4,,.242,-16.78,90.0,106.8,64.9,-.057,-8.78,98.0,106.8,-1.84
Maryland-Eastern Shore,28,5,23,.179,-19.83,-11.25,5,13,3,9,2,13,1760,2000,,602,1570,.383,222,651,.341,334,456,.732,352,887,290,176,69,426,595,,,.290,.415,.493,47.0,48.2,,4.8,.454,19.3,,.213,-24.66,91.4,116.1,64.0,-.055,-12.78,95.2,108.0,-5.18
Massachusetts,29,11,18,.379,-1.98,3.52,6,10,8,7,2,9,1789,1929,1160,648,1503,.431,164,544,.301,329,516,.638,313,933,410,179,108,454,567,,,.343,.362,.512,47.5,63.3,,6.7,.486,20.6,,.219,-3.25,96.5,99.8,64.9,-.011,+3.75,104.6,100.9,+0.55
McNeese State,29,15,14,.517,-6.99,-5.44,10,10,10,3,5,11,2037,2009,,719,1619,.444,210,567,.370,389,570,.682,365,1041,386,224,120,474,618,,,.352,.350,.539,51.2,53.7,,7.5,.509,20.1,,.240,-4.78,100.4,105.2,67.9,+.014,-4.74,97.8,102.6,+15.53
Memphis,30,23,7,.767,13.23,5.27,13,3,14,2,7,4,2232,1993,,787,1809,.435,210,610,.344,448,685,.654,448,1203,493,216,152,412,563,,,.379,.337,.523,52.7,62.6,,8.7,.493,16.2,,.248,+16.72,110.9,94.1,68.3,+.005,+4.84,103.4,98.5,+3.33
Mercer,29,23,6,.793,-3.89,-9.03,14,2,11,1,11,4,2271,2104,1160,800,1694,.472,195,515,.379,476,687,.693,408,1171,492,189,127,480,497,,,.406,.304,.562,54.5,61.5,,6.8,.530,19.2,,.281,-0.84,106.4,107.3,69.5,+.170,-9.07,96.5,105.5,-12.14
Miami (FL),28,11,17,.393,6.05,4.91,4,12,9,6,2,10,1956,1924,1150,692,1627,.425,171,513,.333,401,559,.717,370,1017,393,272,119,463,557,,,.344,.315,.517,51.2,56.8,,7.8,.478,19.7,,.246,+6.10,103.3,97.2,65.8,-.118,+6.88,104.8,97.9,-3.73
Miami (OH),28,13,15,.464,1.83,2.87,11,7,9,4,4,10,1641,1643,1125,561,1335,.420,175,546,.321,344,496,.694,262,818,311,169,50,325,517,,,.372,.409,.522,48.7,55.4,,3.9,.486,17.1,,.258,+2.42,101.1,98.7,56.7,-.027,+3.14,105.8,102.7,+13.07
Michigan,30,17,13,.567,9.62,7.89,10,6,12,4,5,5,2070,2018,1200,706,1629,.433,188,525,.358,470,635,.740,356,1039,365,164,104,424,552,,,.390,.322,.536,51.7,51.7,,6.3,.491,18.0,,.289,+10.71,109.0,98.3,65.1,+.024,+7.33,106.1,98.8,+1.27
Michigan State,35,22,13,.629,16.12,9.72,10,6,14,2,3,6,2367,2143,1405,812,1795,.452,179,477,.375,564,767,.735,373,1226,474,217,121,502,707,,,.427,.266,.548,54.2,58.4,,6.8,.502,18.9,,.314,+20.26,110.1,89.9,63.6,-.050,+10.11,107.3,97.2,+3.19
Milwaukee,32,24,8,.750,7.71,0.81,13,3,12,0,9,6,2466,2238,,874,1855,.471,246,695,.354,472,681,.693,370,1101,542,283,114,475,649,,,.367,.375,.566,50.1,62.0,,6.5,.537,17.9,,.254,+12.97,109.0,96.0,71.2,+.025,+2.06,104.9,102.8,+1.05
Minnesota,33,19,14,.576,9.11,6.72,8,8,15,3,4,9,2428,2349,1335,844,1927,.438,237,663,.357,503,717,.702,421,1235,532,235,196,498,653,,,.372,.344,.535,50.3,63.0,,10.1,.499,18.0,,.261,+9.68,107.4,97.7,70.7,+.018,+7.04,105.9,98.9,-2.99
Mississippi,29,14,15,.483,9.25,6.25,4,12,10,6,3,8,1933,1846,1165,679,1487,.457,182,489,.372,393,541,.726,293,901,388,187,58,395,582,,,.364,.329,.554,50.5,57.1,,4.0,.518,18.5,,.264,+10.89,111.2,100.3,62.8,-.099,+7.19,103.9,96.7,-7.96
Mississippi State,31,21,10,.677,17.65,8.00,9,7,13,2,4,6,2151,1852,,806,1718,.469,173,507,.341,366,543,.674,374,1148,445,268,116,479,490,,,.316,.295,.544,54.5,55.2,,6.9,.519,19.5,,.213,+21.53,107.4,85.8,64.8,-.060,+8.85,106.9,98.0,-2.62
Mississippi Valley State,29,15,14,.517,-9.03,-10.47,13,5,8,5,7,7,2229,2170,,792,1959,.404,299,832,.359,346,489,.708,489,1106,448,256,75,338,518,,,.250,.425,.509,49.2,56.6,,4.5,.481,13.4,,.177,-7.83,104.2,112.0,67.6,-.041,-10.52,95.0,105.5,+2.99
Missouri,33,22,11,.667,14.87,10.15,9,7,14,1,3,7,2389,2233,1325,870,1959,.444,252,699,.361,397,600,.662,437,1301,452,185,144,457,562,,,.306,.357,.532,52.2,52.0,,7.3,.508,16.9,,.203,+17.32,111.5,94.2,66.9,+.043,+11.14,107.1,96.0,+2.97
Missouri-Kansas City,29,9,20,.310,-9.72,-2.35,7,7,4,8,4,8,1968,2182,1175,678,1669,.406,272,766,.355,340,522,.651,339,951,349,169,78,360,529,,,.313,.459,.513,45.9,51.5,,4.7,.488,15.8,,.204,-11.32,101.8,113.1,64.7,+.005,-2.90,100.9,103.8,+0.59
Monmouth,28,15,13,.536,-8.55,-7.48,13,5,6,6,9,5,1848,1878,1125,629,1472,.427,177,530,.334,413,603,.685,231,933,401,221,76,418,475,,,.410,.360,.525,46.9,63.8,,4.7,.487,19.2,,.281,-8.15,91.9,100.1,66.8,+.070,-7.89,99.4,107.3,+1.35
Montana,30,13,17,.433,-2.64,-0.71,7,7,8,6,5,8,2070,2127,1205,720,1697,.424,226,643,.351,404,574,.704,329,1030,364,175,126,413,648,,,.338,.379,.525,48.7,50.6,,7.6,.491,17.3,,.238,-2.75,104.3,107.1,66.1,-.020,-1.12,100.8,101.9,+2.42
Montana State,27,11,16,.407,-4.75,-2.27,5,9,7,6,3,9,1753,1768,,608,1373,.443,172,484,.355,365,517,.706,233,811,354,153,50,373,431,,,.377,.353,.542,47.6,58.2,,3.4,.505,18.7,,.266,-5.70,100.2,105.9,61.9,-.040,-2.06,100.1,102.2,-1.24
Morehead State,29,20,9,.690,0.15,-4.00,13,3,13,2,7,6,2355,2129,1170,854,1674,.510,179,454,.394,468,619,.756,334,973,457,214,68,389,487,,,.370,.271,.598,51.6,53.5,,4.0,.564,16.5,,.280,+1.53,109.6,108.1,67.6,+.048,-3.68,101.9,105.6,+1.84
Morgan State,29,7,22,.241,-20.80,-12.69,6,12,6,7,1,13,1977,2212,,686,1684,.407,175,505,.347,430,662,.650,417,1016,308,185,59,459,597,,,.393,.300,.495,49.0,44.9,,3.6,.459,18.7,,.255,-25.36,92.1,117.4,68.7,-.018,-14.73,93.9,108.7,-10.98
Morris Brown,28,8,20,.286,-25.25,-10.21,,,5,5,2,14,1765,2101,,617,1524,.405,143,487,.294,388,617,.629,,947,276,193,87,471,511,,,.405,.320,.486,48.3,44.7,,5.1,.452,20.6,,.255,-27.55,86.9,114.4,65.4,+.003,-9.23,97.8,107.0,-7.52
Mount St. Mary's,27,11,16,.407,-14.26,-8.11,6,12,7,4,3,12,1715,1881,1105,581,1505,.386,179,553,.324,374,537,.696,333,883,315,225,82,407,577,,,.357,.367,.487,46.9,54.2,,5.9,.446,18.8,,.249,-16.16,90.5,106.7,64.2,+.103,-8.97,98.2,107.2,-1.93
