School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Arkansas-Pine Bluff,31,13,18,.419,-15.39,-6.90,11,7,6,3,6,12,1957,2188,1240,659,1605,.411,193,562,.343,446,675,.661,307,946,350,296,72,478,605,67.9,92.9,.421,.350,.508,46.6,53.1,14.0,7.3,.471,19.9,28.9,.278,-17.01,91.7,108.7,65.0,+.089,-7.26,100.4,107.7,+12.22
Army,31,15,16,.484,-6.16,-4.66,10,8,7,7,7,8,2244,2269,1250,801,1804,.444,236,697,.339,406,580,.700,352,1043,436,187,132,401,567,68.1,105.4,.322,.386,.540,48.9,54.4,8.8,10.9,.509,16.2,32.1,.225,-5.31,105.1,110.4,67.0,+.016,-4.44,102.3,106.7,-8.02
Auburn,30,14,16,.467,5.11,5.47,6,12,12,6,2,8,2144,2155,1201,723,1656,.437,172,554,.310,526,730,.721,330,1022,349,183,134,363,645,67.6,105.6,.441,.335,.535,49.3,48.3,9.0,12.8,.489,15.3,31.7,.318,+4.39,109.8,105.4,66.0,-.025,+4.61,106.8,102.2,-7.93
Austin Peay,30,12,18,.400,-10.50,-5.78,6,10,8,6,3,11,2287,2368,1215,797,1632,.488,158,459,.344,535,804,.665,298,999,444,206,156,471,517,71.9,104.8,.493,.281,.568,48.7,55.7,9.4,13.4,.537,19.0,30.2,.328,-11.64,99.6,111.2,68.9,+.012,-6.73,103.9,110.6,-5.37
Ball State,30,5,25,.167,-10.17,0.65,2,16,5,9,0,16,1967,2214,1225,651,1601,.407,196,625,.314,469,679,.691,383,1108,375,136,70,505,615,67.0,95.9,.424,.390,.511,52.7,57.6,6.6,5.9,.468,20.8,35.6,.293,-13.09,96.5,109.6,65.9,-.022,+1.59,105.1,103.5,+4.95
Baylor,38,26,12,.684,15.80,10.11,9,9,13,4,5,5,2843,2577,1540,959,2108,.455,280,725,.386,645,949,.680,525,1456,563,197,202,440,648,64.2,115.1,.450,.344,.556,54.8,58.7,8.0,14.0,.521,14.7,40.6,.306,+19.39,118.9,99.5,61.3,+.012,+10.31,111.0,100.6,-0.36
Belmont,36,26,10,.722,3.29,-1.88,14,2,13,1,10,8,2876,2661,1440,983,1973,.498,323,823,.392,587,794,.739,315,1123,571,248,88,463,735,69.5,114.9,.402,.417,.612,48.8,58.1,9.9,6.9,.580,16.5,28.7,.298,+7.10,113.9,106.8,67.7,+.058,-1.37,104.9,106.3,+5.34
Bethune-Cookman,32,7,25,.219,-16.86,-7.53,5,11,5,6,2,18,2032,2252,1290,686,1713,.400,218,613,.356,442,615,.719,367,1002,316,199,80,408,681,63.4,99.4,.359,.358,.507,47.2,46.1,9.7,7.6,.464,16.9,32.9,.258,-20.31,96.5,116.8,60.7,-.061,-6.73,100.4,107.1,+0.62
Binghamton,30,7,23,.233,-16.15,-6.15,4,12,3,10,4,12,1840,2140,1215,591,1554,.380,182,569,.320,476,687,.693,312,970,282,184,60,428,596,65.6,92.3,.442,.366,.489,47.5,47.7,9.2,6.2,.439,18.5,29.1,.306,-19.39,91.7,111.1,64.2,-.018,-6.61,100.9,107.5,-2.77
Boise State,34,21,13,.618,8.83,3.86,9,9,12,4,5,7,2591,2347,1380,890,1952,.456,264,710,.372,547,730,.749,374,1169,407,203,71,340,653,65.9,113.9,.374,.364,.564,53.3,45.7,8.9,6.0,.524,12.9,33.2,.280,+10.53,114.6,104.1,63.9,-.056,+3.28,107.0,103.7,+0.38
Boston College,32,8,24,.250,3.01,8.62,4,14,4,9,3,11,2197,2354,1305,716,1606,.446,247,702,.352,518,699,.741,265,951,397,140,86,358,603,62.7,107.4,.435,.437,.567,47.1,55.4,6.8,6.7,.523,15.6,27.2,.323,+2.44,114.3,111.8,61.2,-.073,+10.29,109.8,99.5,+8.59
Boston University,35,24,11,.686,1.77,-2.40,15,3,11,6,11,4,2492,2346,1420,894,1978,.452,282,776,.363,422,591,.714,333,1161,491,245,62,411,590,65.9,106.6,.299,.392,.552,49.1,54.9,10.5,4.9,.523,15.4,28.1,.213,+3.82,106.3,102.5,65.1,+.077,-2.58,103.4,106.0,+3.22
Bowling Green State,32,12,20,.375,-3.45,-0.20,6,12,7,8,4,11,2007,2055,1290,743,1745,.426,120,417,.288,401,630,.637,339,1131,387,246,177,469,564,67.0,92.9,.361,.239,.491,49.8,52.1,11.4,15.1,.460,18.7,30.2,.230,-3.90,93.0,96.9,65.0,-.028,-0.21,104.1,104.3,+0.10
Bradley,32,12,20,.375,-2.72,-0.31,7,11,11,6,1,11,2036,2113,1279,721,1720,.419,154,479,.322,440,628,.701,356,1064,306,226,84,383,635,63.9,99.7,.365,.278,.504,50.0,42.4,11.1,8.5,.464,15.9,32.3,.256,-4.38,100.2,104.6,62.5,-.050,-1.70,104.4,106.1,-7.33
Brigham Young,35,23,12,.657,11.63,5.72,13,5,14,1,5,7,2931,2706,1425,1012,2186,.463,177,499,.355,730,1055,.692,463,1432,544,251,103,395,690,73.5,111.9,.483,.228,.545,53.3,53.8,9.6,7.3,.503,12.8,34.7,.334,+13.77,114.5,100.7,70.8,-.004,+6.59,109.6,103.0,+8.43
Brown,29,15,14,.517,-1.44,-4.04,7,7,8,6,7,8,2065,1951,1170,735,1705,.431,196,515,.381,399,593,.673,329,1154,388,164,138,375,570,69.4,101.7,.348,.302,.520,51.9,52.8,8.1,11.9,.489,15.9,30.4,.234,+0.59,101.1,100.5,68.3,-.118,-3.89,102.2,106.1,-6.73
Bryant,32,18,14,.563,-4.25,-4.89,10,6,11,4,7,9,2351,2304,1290,840,1788,.470,201,602,.334,470,669,.703,307,1095,420,207,93,397,568,67.9,107.3,.374,.337,.558,48.5,50.0,9.4,7.7,.526,15.9,28.7,.263,-2.54,106.0,108.5,65.3,+.029,-4.92,102.2,107.1,+2.74
Bucknell,30,16,14,.533,-1.30,-3.14,11,7,8,6,8,8,1977,1922,1200,698,1627,.429,196,502,.390,385,516,.746,287,1067,357,138,49,321,500,63.7,103.5,.317,.309,.528,52.8,51.1,7.2,4.4,.489,14.6,29.0,.237,+0.91,103.0,102.1,62.9,-.042,-2.59,103.4,106.0,+2.46
Buffalo,29,19,10,.655,3.58,-2.13,13,5,13,1,6,6,2132,1952,1165,729,1631,.447,187,558,.335,487,684,.712,355,1074,436,198,137,365,535,67.7,108.2,.419,.342,.545,52.1,59.8,10.0,12.3,.504,15.7,35.1,.299,+6.36,109.7,103.4,66.6,-.033,-2.39,101.7,104.1,-1.24
Butler,31,14,17,.452,7.04,6.98,4,14,8,7,4,7,2125,2064,1275,755,1758,.429,183,567,.323,432,654,.661,340,1072,345,186,88,310,523,64.0,104.2,.372,.323,.514,50.3,45.7,9.1,7.4,.482,13.0,30.7,.246,+6.74,106.0,99.3,61.9,-.056,+6.79,108.8,102.0,-3.05
Cal Poly,34,14,20,.412,-1.34,1.69,6,10,6,6,3,12,2141,2163,1360,754,1850,.408,218,654,.333,415,603,.688,377,1096,394,198,93,303,621,60.8,103.5,.326,.354,.501,48.8,52.3,9.6,8.0,.466,12.4,31.8,.224,-0.82,103.6,104.4,58.8,-.044,+2.38,107.4,105.0,+10.19
Cal State Bakersfield,32,13,19,.406,-4.86,-4.31,5,11,6,7,5,10,2215,2189,1290,767,1752,.438,221,568,.389,460,669,.688,379,1116,384,208,111,443,708,66.0,104.0,.382,.324,.535,51.6,50.1,9.8,10.4,.501,17.6,34.5,.263,-5.12,100.8,105.9,63.6,-.088,-4.84,103.2,108.0,-3.13
Cal State Fullerton,31,11,20,.355,-5.08,-1.12,6,10,8,5,3,12,2092,2215,1245,734,1726,.425,191,577,.331,433,658,.658,325,1046,343,145,58,370,604,66.8,100.6,.381,.334,.513,49.1,46.7,7.0,4.9,.481,15.4,29.1,.251,-6.64,100.9,107.5,65.5,-.021,-1.70,104.1,105.8,-1.50
Cal State Northridge,35,17,18,.486,-4.89,-3.29,7,9,11,3,2,14,2689,2712,1441,888,1955,.454,148,403,.367,765,967,.791,388,1246,471,242,96,447,718,68.7,108.6,.495,.206,.557,51.9,53.0,9.8,7.6,.492,15.6,33.6,.391,-5.10,106.3,111.4,67.5,+.029,-3.53,103.6,107.1,-6.09
Campbell,32,12,20,.375,-14.04,-7.33,6,10,9,7,3,12,2164,2291,1295,771,1747,.441,278,795,.350,344,508,.677,345,1049,454,193,140,427,572,64.0,104.4,.291,.455,.544,48.3,58.9,9.3,11.0,.521,17.7,31.9,.197,-17.42,98.5,115.9,61.9,+.059,-7.63,102.6,110.3,-3.55
Canisius,34,21,13,.618,1.24,-1.95,14,6,9,4,8,7,2661,2570,1350,889,1939,.458,267,692,.386,547,736,.743,385,1109,422,229,127,394,595,68.2,115.6,.380,.357,.581,47.9,47.5,10.0,10.1,.527,14.7,33.2,.282,+4.14,112.5,108.3,65.3,+.022,-1.19,104.9,106.1,+1.69
Central Arkansas,29,8,21,.276,-16.25,-5.54,5,13,7,8,1,13,2165,2360,1168,787,1761,.447,191,522,.366,400,666,.601,323,982,368,247,137,421,634,74.3,99.8,.378,.296,.521,45.4,46.8,11.4,11.0,.501,16.9,28.8,.227,-17.82,95.3,113.1,70.7,-.009,-5.95,102.8,108.8,+0.51
Central Connecticut State,30,11,19,.367,-13.10,-6.06,7,9,5,8,6,10,2117,2318,1210,781,1794,.435,169,504,.335,386,538,.717,316,1036,391,207,146,420,557,70.8,98.9,.300,.281,.516,46.6,50.1,9.7,11.9,.482,17.0,28.9,.215,-13.65,97.4,111.1,68.4,+.071,-5.85,101.2,107.1,-2.52
Central Florida,31,13,18,.419,2.35,5.14,4,14,10,7,2,10,2253,2281,1260,803,1831,.439,215,642,.335,432,704,.614,441,1184,389,213,137,424,556,68.0,105.2,.384,.351,.520,52.2,48.4,9.9,10.8,.497,16.4,37.8,.236,+1.05,107.1,106.1,66.3,-.047,+5.55,107.4,101.9,-8.88
Central Michigan,31,10,21,.323,-8.82,-2.72,3,15,8,8,2,13,2246,2288,1260,766,1767,.434,249,777,.320,465,655,.710,330,971,371,232,36,331,561,65.8,108.3,.371,.440,.540,47.9,48.4,11.2,3.5,.504,13.7,30.1,.263,-11.43,106.3,117.7,63.7,+.004,-3.18,102.0,105.2,-7.84
Charleston Southern,31,13,18,.419,-5.27,-5.75,6,10,8,6,4,12,2523,2242,1265,859,1876,.458,302,789,.383,503,689,.730,366,1160,424,202,88,334,565,68.6,116.3,.367,.421,.573,51.9,49.4,9.3,7.7,.538,13.2,32.6,.268,-4.88,106.1,111.0,65.7,-.182,-5.51,103.3,108.8,+6.90
Charlotte,31,17,14,.548,-0.69,-0.50,7,9,10,5,3,8,2215,2221,1250,788,1771,.445,186,523,.356,453,699,.648,380,1187,420,188,78,456,569,69.7,101.7,.395,.295,.527,52.3,53.3,8.6,6.5,.497,17.8,33.8,.256,-0.54,102.7,103.2,67.5,+.046,-2.15,103.1,105.3,-2.97
Chattanooga,33,18,15,.545,-10.83,-7.90,12,4,11,2,5,11,2489,2439,1330,832,1922,.433,216,651,.332,609,866,.703,441,1235,391,232,168,442,635,70.4,106.3,.451,.339,.533,51.3,47.0,9.9,11.8,.489,15.9,35.5,.317,-9.48,100.6,110.1,66.8,+.054,-9.02,101.1,110.2,-3.00
Chicago State,32,13,19,.406,-10.47,-2.44,8,8,9,5,4,13,2232,2439,1305,787,1884,.418,220,653,.337,438,649,.675,325,1003,358,278,83,389,736,69.6,98.3,.344,.347,.509,43.8,45.5,12.2,7.6,.476,15.1,26.7,.232,-11.26,98.1,109.4,67.8,+.069,-2.57,103.3,105.9,+2.79
Cincinnati,34,27,7,.794,15.26,5.28,15,3,18,1,7,3,2325,1986,1360,805,1893,.425,196,585,.335,519,733,.708,457,1224,425,268,188,377,596,63.6,107.5,.387,.309,.519,53.2,52.8,12.4,16.0,.477,14.4,39.1,.274,+19.24,109.7,90.4,61.1,+.036,+4.72,107.3,102.6,-4.57
Citadel,33,7,26,.212,-17.61,-6.75,2,14,6,8,0,15,2211,2453,1330,764,1778,.430,210,582,.361,473,655,.722,295,1092,442,137,95,412,630,66.5,100.0,.368,.327,.529,47.5,57.9,6.2,7.5,.489,16.5,26.7,.266,-22.24,96.3,118.5,63.5,-.046,-6.98,101.5,108.5,-0.59
Clemson,36,23,13,.639,11.08,5.97,10,8,16,3,4,7,2287,2103,1471,796,1879,.424,190,613,.310,505,679,.744,399,1269,383,168,221,401,565,59.9,103.9,.361,.326,.519,51.4,48.1,7.6,16.2,.474,15.4,33.8,.269,+13.35,107.1,93.7,58.7,+.008,+5.98,108.5,102.6,-6.67
Cleveland State,33,21,12,.636,4.38,-0.52,12,4,12,3,9,8,2410,2186,1340,837,1786,.469,240,594,.404,496,659,.753,345,1115,469,200,113,414,649,64.6,111.3,.369,.333,.574,51.4,56.0,9.2,10.0,.536,16.5,33.1,.278,+8.67,110.6,102.0,62.4,-.052,+0.62,105.4,104.8,+1.70
Coastal Carolina,34,21,13,.618,-5.21,-6.31,11,5,14,5,6,7,2458,2326,1375,861,1969,.437,212,628,.338,524,758,.691,434,1336,362,216,96,473,668,68.6,104.2,.385,.319,.528,53.2,42.0,9.2,8.6,.491,16.9,35.1,.266,-4.98,98.2,103.2,65.6,+.040,-8.10,102.1,110.2,-4.94
Colgate,31,13,18,.419,-2.51,-4.08,6,12,7,8,6,10,2158,2083,1260,785,1622,.484,260,657,.396,328,459,.715,220,954,440,143,70,355,529,62.8,109.0,.283,.405,.586,49.1,56.1,7.2,6.3,.564,16.2,23.9,.202,-1.28,108.5,109.7,62.4,-.149,-4.06,102.3,106.3,-2.64
College of Charleston,32,14,18,.438,-2.02,-1.89,6,10,9,7,4,8,2016,2006,1300,709,1719,.412,209,613,.341,389,593,.656,393,1213,324,149,132,409,595,62.1,99.8,.345,.357,.504,53.9,45.7,7.4,10.8,.473,17.0,35.2,.226,-2.83,98.1,100.9,60.7,-.067,-2.86,104.1,107.0,-3.27
Colorado,35,23,12,.657,10.80,8.80,10,8,16,2,5,6,2457,2387,1415,814,1871,.435,181,569,.318,648,903,.718,401,1305,397,207,115,466,576,67.0,103.7,.483,.304,.534,54.3,48.8,8.7,9.0,.483,16.8,34.0,.346,+11.20,107.7,96.5,64.8,+.120,+8.74,109.5,100.8,+1.71
Colorado State,32,16,16,.500,3.29,2.16,7,11,14,6,2,9,2347,2230,1280,770,1798,.428,170,522,.326,637,877,.726,405,1202,405,159,103,293,591,65.8,111.5,.488,.290,.530,53.4,52.6,7.6,9.2,.476,11.7,34.9,.354,+3.51,110.5,107.0,64.9,-.073,+0.84,105.4,104.6,-7.23
Columbia,34,21,13,.618,2.21,-1.92,8,6,14,4,5,8,2313,2151,1384,742,1662,.446,278,717,.388,551,711,.775,284,1111,419,173,95,412,626,61.8,108.1,.428,.431,.578,52.3,56.5,8.1,7.4,.530,17.1,28.3,.332,+4.67,107.6,103.0,59.9,-.013,-2.35,103.2,105.5,-3.07
Connecticut,40,32,8,.800,17.23,8.63,12,6,14,3,6,4,2873,2529,1610,971,2163,.449,287,741,.387,644,829,.777,387,1389,488,281,230,457,719,65.5,108.9,.383,.343,.562,50.2,50.3,10.7,15.2,.515,15.2,30.4,.298,+22.13,113.6,91.5,63.2,+.080,+9.43,109.7,100.3,+0.91
Coppin State,32,12,20,.375,-11.09,-4.99,7,9,5,7,5,10,2231,2403,1285,722,1840,.392,235,725,.324,552,756,.730,370,1075,369,192,69,380,545,68.5,101.4,.411,.394,.507,46.1,51.1,8.7,6.0,.456,14.7,30.4,.300,-12.31,100.3,112.6,66.8,+.007,-5.44,101.4,106.8,+6.86
Cornell,28,2,26,.071,-15.60,0.03,1,13,2,11,0,15,1795,2195,1130,652,1589,.410,192,603,.318,299,450,.664,292,880,300,117,78,337,581,65.2,97.4,.283,.379,.498,46.5,46.0,6.4,7.9,.471,15.7,28.5,.188,-20.58,100.4,120.9,63.6,-.048,+1.40,104.9,103.5,+1.19
Creighton,35,27,8,.771,18.03,7.17,14,4,16,0,7,4,2756,2376,1400,957,1927,.497,356,859,.414,486,654,.743,293,1192,614,139,49,342,618,65.3,120.6,.339,.446,.616,51.7,64.2,6.1,3.8,.589,13.3,27.7,.252,+21.72,124.2,102.5,63.6,+.024,+7.50,108.5,101.0,+1.31
Dartmouth,28,12,16,.429,-4.85,-3.24,5,9,8,7,4,9,1905,1864,1125,673,1516,.444,174,459,.379,385,561,.686,301,927,352,166,86,336,561,64.4,105.2,.370,.303,.534,51.6,52.3,9.2,9.6,.501,15.9,32.0,.254,-4.99,103.6,108.6,62.8,-.079,-3.12,102.3,105.5,-6.84
Davidson,33,20,13,.606,0.81,-3.73,15,1,8,4,10,4,2591,2404,1340,896,1877,.477,273,726,.376,526,735,.716,324,1087,451,179,58,378,665,68.0,113.7,.392,.387,.582,50.0,50.3,7.9,4.4,.550,14.5,29.3,.280,+4.18,113.3,109.1,66.1,-.013,-4.71,102.4,107.1,+8.01
Dayton,37,26,11,.703,10.55,5.34,10,6,13,4,7,4,2671,2478,1490,935,2018,.463,243,644,.377,558,819,.681,414,1289,485,222,96,442,736,65.4,109.6,.406,.319,.555,52.7,51.9,9.1,7.3,.524,15.5,34.0,.277,+14.25,113.8,99.6,63.8,+.038,+6.25,107.7,101.4,-0.57
DePaul,33,12,21,.364,1.50,7.47,3,15,8,9,3,9,2290,2487,1340,782,1848,.423,195,580,.336,531,776,.684,406,1119,359,221,139,444,713,67.3,101.6,.420,.314,.517,49.8,45.9,9.8,11.5,.476,16.7,33.8,.287,-1.19,106.1,107.3,65.6,+.032,+8.44,109.5,101.0,-0.75
Delaware,35,25,10,.714,2.73,-1.10,14,2,10,2,11,7,2782,2648,1405,936,2108,.444,252,727,.347,658,925,.711,385,1264,377,208,123,334,660,70.9,111.7,.439,.345,.546,48.1,40.3,8.4,8.5,.504,11.6,29.1,.312,+5.83,112.0,106.2,70.4,+.064,-0.68,105.2,105.9,+2.88
Delaware State,30,9,21,.300,-12.64,-6.11,5,11,7,7,2,12,1847,1946,1215,646,1529,.422,156,485,.322,399,579,.689,277,942,367,152,106,341,542,61.2,99.4,.379,.317,.512,47.9,56.8,8.2,10.8,.474,15.9,28.8,.261,-15.63,97.1,112.7,58.3,-.063,-7.65,99.8,107.4,+4.94
Denver,31,16,15,.516,0.84,-0.42,8,6,9,4,5,8,2044,1999,1260,711,1535,.463,253,654,.387,369,520,.710,226,808,466,217,102,307,620,59.2,109.6,.339,.426,.574,45.4,65.5,11.6,10.0,.546,14.7,24.8,.240,+2.86,110.6,107.7,57.8,-.030,+0.32,105.3,105.0,+3.83
Detroit Mercy,32,13,19,.406,-3.25,-0.25,6,10,8,7,5,12,2275,2267,1305,778,1863,.418,191,595,.321,528,724,.729,399,1174,370,235,146,408,681,68.0,102.6,.389,.319,.515,51.4,47.6,10.6,13.0,.469,15.6,34.1,.283,-2.23,101.4,103.6,66.0,-.048,+0.88,105.5,104.6,+1.00
Drake,31,15,16,.484,-0.77,1.03,6,12,9,5,4,9,2116,2115,1245,720,1592,.452,239,603,.396,437,612,.714,263,1009,395,171,67,370,571,64.4,105.5,.384,.379,.562,50.8,54.9,8.5,6.4,.527,16.4,27.2,.274,-1.46,105.0,106.5,62.9,+.024,+0.86,105.7,104.8,-0.03
Drexel,30,16,14,.533,1.23,-0.24,8,8,8,4,6,8,2064,2020,1245,718,1707,.421,154,491,.314,474,669,.709,315,1071,353,137,117,255,638,63.4,104.6,.392,.288,.510,49.5,49.2,6.9,10.5,.466,11.2,28.9,.278,+3.47,105.2,101.8,62.4,-.032,+0.37,105.7,105.4,+6.42
Duke,35,26,9,.743,19.51,8.48,13,5,17,0,4,5,2745,2359,1405,929,2020,.460,316,801,.395,571,783,.729,410,1207,509,244,105,328,681,65.5,119.4,.388,.397,.574,51.5,54.8,10.6,7.4,.538,12.1,34.5,.283,+24.25,124.7,100.4,64.6,-.035,+8.76,109.2,100.5,+2.40
Duquesne,30,13,17,.433,0.66,1.03,5,11,6,8,7,6,2200,2211,1200,751,1699,.442,218,600,.363,480,717,.669,323,1060,457,175,83,331,540,68.3,107.4,.422,.353,.539,50.0,60.9,8.5,8.0,.506,14.0,29.9,.283,+1.53,110.6,109.0,66.5,-.053,+1.68,104.4,102.7,-9.59
East Carolina,34,17,17,.500,-4.08,-2.41,5,11,10,7,3,10,2477,2411,1360,809,1833,.441,289,786,.368,570,799,.713,354,1145,458,215,107,398,589,66.5,109.7,.436,.429,.560,48.7,56.6,9.5,8.2,.520,15.2,30.9,.311,-5.88,106.0,111.8,63.7,+.008,-3.25,102.9,106.1,-6.45
East Tennessee State,35,19,16,.543,-5.93,-6.08,10,8,14,6,5,10,2689,2663,1410,879,2045,.430,275,758,.363,656,877,.748,368,1227,429,269,108,408,700,71.2,107.1,.429,.371,.546,47.8,48.8,10.7,8.8,.497,14.2,28.6,.321,-6.16,103.5,109.6,68.6,+.018,-7.75,101.5,109.2,-5.52
Eastern Illinois,30,11,19,.367,-11.53,-4.21,7,9,7,7,4,11,2030,2206,1200,703,1598,.440,152,476,.319,472,660,.715,315,971,359,171,144,399,576,66.4,101.9,.413,.298,.531,49.6,51.1,8.6,13.5,.487,17.3,31.6,.295,-13.28,98.7,112.0,64.2,+.030,-4.08,104.1,108.2,+1.26
Eastern Kentucky,34,24,10,.706,0.60,-4.34,11,5,12,2,8,6,2677,2411,1365,881,1810,.487,315,807,.390,600,798,.752,243,884,498,299,67,359,707,67.5,116.3,.441,.446,.611,44.3,56.5,13.0,6.4,.574,14.1,23.6,.331,+3.96,112.4,108.4,64.2,+.036,-4.97,104.1,109.0,-5.04
Eastern Michigan,37,22,15,.595,1.79,0.67,10,8,16,3,4,11,2423,2270,1495,820,2004,.409,187,605,.309,594,876,.678,409,1302,393,306,221,419,677,65.0,99.8,.437,.302,.501,47.7,47.9,12.6,18.3,.456,14.8,30.8,.296,+3.17,98.5,95.3,63.0,+.019,+0.36,105.4,105.0,+8.94
