School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Appalachian State,29,12,17,.414,-9.81,-3.18,9,11,7,5,5,12,1841,2033,1160,637,1602,.398,186,588,.316,381,537,.709,329,1010,318,122,61,397,551,66.5,95.4,.335,.367,.496,49.9,49.9,6.3,5.4,.456,17.6,31.2,.238,-9.63,98.3,107.9,65.3,+.074,-2.64,102.5,105.1,+0.27
Arizona,38,34,4,.895,24.33,7.41,16,2,17,0,8,3,2911,2268,1525,1009,2068,.488,193,536,.360,700,974,.719,411,1399,528,275,131,419,681,66.5,114.7,.471,.259,.575,56.8,52.3,10.8,9.8,.535,14.2,34.5,.338,+32.36,119.9,87.5,65.8,-.033,+7.37,108.3,100.9,+0.09
Arizona State,34,18,16,.529,9.52,6.66,9,9,15,3,3,10,2360,2263,1385,809,1818,.445,231,660,.350,511,766,.667,365,1184,431,199,79,474,638,66.0,103.3,.421,.363,.541,52.9,53.3,8.7,6.1,.509,17.8,31.8,.281,+11.13,109.8,98.7,65.8,-.035,+6.57,106.7,100.2,-2.47
Arkansas,36,27,9,.750,14.07,6.79,13,5,17,2,7,5,2787,2525,1450,978,2196,.445,238,681,.349,593,819,.724,470,1290,579,277,168,430,684,70.1,109.6,.373,.310,.539,50.2,59.2,10.9,12.0,.500,14.3,35.7,.270,+16.44,114.7,98.3,69.3,+.045,+6.09,107.2,101.1,-3.44
Arkansas State,29,11,18,.379,-10.10,-3.81,6,14,5,9,6,9,1869,2018,1170,664,1631,.407,169,514,.329,372,530,.702,318,1038,321,154,89,390,496,66.9,95.5,.325,.315,.496,49.1,48.3,7.9,8.1,.459,17.2,30.3,.228,-10.83,96.2,107.0,65.7,+.023,-3.81,101.8,105.6,-3.98
Arkansas-Pine Bluff,32,12,20,.375,-15.65,-8.61,9,9,5,4,5,13,1915,2140,1285,657,1639,.401,204,613,.333,397,584,.680,326,927,323,283,108,489,623,64.7,92.2,.356,.374,.500,45.0,49.2,13.6,10.7,.463,20.3,30.5,.242,-16.89,92.5,109.4,63.2,+.037,-8.36,99.3,107.7,+4.44
Army,30,15,15,.500,-6.50,-4.98,6,12,7,7,7,8,2164,2163,1215,779,1768,.441,227,697,.326,379,557,.680,325,1033,437,192,106,396,612,69.0,103.2,.315,.394,.532,49.3,56.1,9.2,8.8,.505,16.3,30.4,.214,-7.50,100.2,107.8,69.2,+.032,-6.16,102.3,108.4,-7.18
Auburn,35,15,20,.429,3.27,8.15,4,14,9,8,2,10,2378,2523,1415,760,1880,.404,252,727,.347,606,910,.666,356,1104,376,238,89,452,708,67.9,99.0,.484,.387,.514,46.0,49.5,9.9,7.0,.471,16.4,28.0,.322,+2.45,105.8,103.3,67.2,+.058,+7.98,107.3,99.3,+1.26
Austin Peay,30,8,22,.267,-12.45,-2.81,3,13,6,7,1,14,1937,2178,1200,663,1667,.398,155,513,.302,456,685,.666,373,1043,360,191,124,428,514,68.2,94.6,.411,.308,.486,50.3,54.3,9.3,12.1,.444,17.7,33.0,.274,-14.20,94.8,109.0,66.6,-.004,-1.93,104.2,106.2,-0.21
Ball State,30,7,23,.233,-5.06,0.04,2,16,6,9,1,14,1961,2070,1226,669,1580,.423,234,684,.342,389,561,.693,303,980,383,159,71,424,576,64.0,99.9,.355,.433,.531,50.2,57.2,8.1,6.8,.497,18.7,30.2,.246,-7.65,100.4,108.0,63.5,-.130,+1.38,104.8,103.4,-4.30
Baylor,34,24,10,.706,17.85,9.33,11,7,16,2,6,5,2349,2048,1370,813,1874,.434,236,626,.377,487,723,.674,497,1333,497,263,132,434,565,62.8,109.2,.386,.334,.530,55.9,61.1,12.2,11.2,.497,16.4,42.4,.260,+22.14,116.6,94.5,61.5,-.035,+10.22,108.9,98.7,-0.51
Belmont,33,22,11,.667,0.35,-2.77,11,5,12,2,7,8,2450,2330,1320,858,1803,.476,329,866,.380,405,585,.692,307,1093,504,209,66,451,549,67.5,109.9,.324,.480,.589,50.3,58.7,9.4,5.5,.567,17.8,29.0,.225,+2.27,110.2,107.9,66.9,+.065,-3.33,102.4,105.7,-1.68
Bethune-Cookman,32,11,21,.344,-15.52,-10.45,7,9,6,8,4,11,1899,2003,1280,627,1567,.400,163,542,.301,482,672,.717,372,1056,264,174,84,449,623,61.3,96.7,.429,.346,.503,51.1,42.1,8.9,8.1,.452,19.2,35.6,.308,-18.66,91.2,109.9,60.2,-.033,-11.26,98.7,110.0,-6.77
Binghamton,32,6,26,.188,-13.45,-3.49,5,11,5,9,1,15,1845,2124,1285,633,1598,.396,171,554,.309,408,618,.660,288,992,278,186,80,433,577,63.4,90.7,.387,.347,.488,46.9,43.9,9.1,7.8,.450,18.6,26.5,.255,-16.41,94.0,110.4,63.0,-.047,-2.91,101.8,104.7,+1.78
Boise State,34,25,9,.735,10.01,1.38,14,4,13,1,8,5,2390,2045,1385,831,1823,.456,297,758,.392,431,591,.729,298,1119,409,206,79,348,582,62.4,110.5,.324,.416,.568,52.1,49.2,9.5,7.0,.537,14.2,28.4,.236,+13.85,111.9,98.1,62.8,+.009,+0.94,104.8,103.9,-0.31
Boston College,32,13,19,.406,6.32,7.94,4,14,9,8,2,7,2105,2157,1300,743,1668,.445,207,638,.324,412,584,.705,263,983,421,183,86,389,607,63.9,101.4,.350,.382,.541,48.0,56.7,8.8,7.5,.507,16.7,26.1,.247,+5.61,107.9,102.3,63.4,-.035,+8.01,108.0,100.0,-4.64
Boston University,30,13,17,.433,-5.63,-3.12,9,9,8,6,5,10,2037,2087,1210,668,1498,.446,232,631,.368,469,674,.696,263,953,368,170,56,369,522,63.7,105.7,.450,.421,.560,50.7,55.1,8.8,5.8,.523,16.9,28.5,.313,-6.29,106.4,112.7,64.2,+.006,-3.45,102.9,106.4,+1.66
Bowling Green State,33,21,12,.636,2.93,-1.25,11,7,11,6,10,5,2196,2076,1325,778,1806,.431,218,647,.337,420,588,.714,355,1156,406,219,123,386,550,63.8,103.9,.326,.358,.527,51.0,52.2,10.4,11.2,.491,15.6,31.4,.233,+5.20,105.9,100.7,63.7,+.006,-1.56,103.6,105.2,-5.19
Bradley,33,9,24,.273,-4.30,1.52,3,15,7,9,1,10,1882,2026,1340,639,1700,.376,179,594,.301,425,641,.663,377,1098,308,227,93,418,645,61.1,91.9,.377,.349,.469,50.5,48.2,11.1,9.6,.429,17.3,32.5,.250,-7.51,93.7,101.3,62.1,-.043,+0.92,104.9,104.0,-3.60
Brigham Young,35,25,10,.714,13.53,5.02,13,5,13,3,8,3,2931,2561,1420,976,2090,.467,300,763,.393,679,886,.766,421,1349,594,257,103,417,721,70.7,116.7,.424,.365,.584,53.2,60.9,10.2,7.4,.539,14.2,34.1,.325,+16.69,119.4,102.7,70.4,-.055,+3.96,107.0,103.0,+3.78
Brown,31,13,18,.419,-7.23,-1.99,4,10,9,6,3,11,2048,2144,1245,686,1623,.423,175,549,.319,501,727,.689,324,1129,369,139,138,460,591,67.6,97.3,.448,.338,.520,51.1,53.8,6.6,11.1,.477,18.9,30.6,.309,-8.42,99.4,107.8,67.4,+.049,-1.94,102.2,104.1,-3.82
Bryant,31,16,15,.516,-6.28,-4.93,12,6,9,5,7,10,2058,2100,1255,709,1683,.421,226,653,.346,414,552,.750,306,1029,381,157,77,366,560,63.8,102.9,.328,.388,.529,49.0,53.7,7.9,7.0,.488,15.8,29.5,.246,-5.85,104.1,109.9,63.1,+.064,-4.60,101.4,106.0,+2.86
Bucknell,34,19,15,.559,-3.66,-2.75,13,5,12,4,6,11,2339,2346,1380,800,1828,.438,233,605,.385,506,726,.697,340,1145,446,139,95,377,631,64.1,105.8,.397,.331,.538,51.6,55.8,6.3,7.3,.501,14.8,29.9,.277,-2.80,105.8,108.6,64.2,+.076,-3.27,103.7,107.0,+1.96
Buffalo,33,23,10,.697,7.93,1.60,12,6,11,2,9,7,2462,2253,1320,837,1922,.435,199,583,.341,589,819,.719,420,1260,433,248,132,378,613,68.7,108.5,.426,.303,.533,52.0,51.7,10.9,11.3,.487,14.1,34.5,.306,+11.87,111.3,99.4,68.3,+.001,+1.83,106.0,104.2,+0.81
Butler,34,23,11,.676,16.64,8.62,12,6,13,3,7,4,2346,2073,1380,814,1882,.433,192,540,.356,526,767,.686,408,1239,387,217,103,376,592,64.2,105.9,.408,.287,.522,54.2,47.5,9.8,8.8,.484,14.3,34.7,.279,+20.09,110.2,90.1,63.2,-.023,+9.72,110.6,100.9,+0.69
Cal Poly,29,13,16,.448,-0.57,0.43,6,10,7,4,5,10,1752,1721,1170,620,1589,.390,166,533,.311,346,506,.684,342,1002,295,158,87,255,465,59.3,101.0,.318,.335,.479,51.0,47.6,9.1,8.9,.442,12.2,32.6,.218,+1.24,102.9,101.7,58.6,-.056,+2.15,105.9,103.7,+6.11
Cal State Bakersfield,33,14,19,.424,-6.40,-5.80,7,7,9,5,3,10,2100,2028,1345,715,1703,.420,186,554,.336,484,669,.723,368,1143,427,190,59,409,673,61.2,102.1,.393,.325,.520,53.8,59.7,9.2,6.1,.474,16.8,34.2,.284,-6.44,99.7,106.2,60.5,-.124,-6.99,99.9,106.9,-2.96
Cal State Fullerton,31,9,22,.290,-8.58,-1.06,1,15,6,9,1,13,1991,2155,1255,698,1695,.412,167,523,.319,428,623,.687,323,1088,305,156,62,391,566,65.6,96.7,.368,.309,.500,50.7,43.7,7.6,5.5,.461,16.4,29.2,.253,-10.62,99.1,109.7,65.7,-.009,-0.35,103.3,103.7,-2.31
Cal State Northridge,33,9,24,.273,-6.61,0.39,4,12,7,9,1,14,2148,2325,1330,740,1742,.425,110,337,.326,558,729,.765,325,1133,443,180,125,435,597,65.9,98.0,.418,.193,.514,50.4,59.9,8.2,11.0,.456,17.2,29.7,.320,-8.44,100.8,109.2,64.8,-.041,+0.92,104.6,103.6,+0.57
Campbell,32,10,22,.313,-11.13,-5.30,4,14,9,6,1,15,2045,2124,1285,705,1654,.426,262,736,.356,373,597,.625,305,988,419,226,92,403,576,63.3,100.6,.361,.445,.528,48.4,59.4,11.1,8.3,.505,17.2,28.5,.226,-11.85,97.7,109.5,61.3,-.089,-4.38,103.8,108.2,-0.29
Canisius,33,18,15,.545,-0.04,-2.79,11,9,10,5,8,8,2168,2077,1330,762,1864,.409,215,677,.318,429,596,.720,401,1157,465,223,108,393,608,64.2,101.5,.320,.363,.505,50.4,61.0,10.4,10.1,.466,15.5,34.0,.230,+1.81,103.6,101.8,63.4,-.049,-2.64,102.0,104.7,+0.33
Central Arkansas,29,2,27,.069,-22.84,-5.94,2,16,2,11,0,16,1894,2384,1160,646,1524,.424,196,556,.353,406,599,.678,273,903,361,182,114,529,604,71.3,91.6,.393,.365,.524,45.8,55.9,8.8,9.4,.488,22.6,28.0,.266,-27.67,91.0,118.7,69.0,+.004,-6.32,101.7,108.0,-1.45
Central Connecticut State,31,5,26,.161,-16.56,-5.62,3,15,4,9,1,13,1834,2173,1245,674,1675,.402,146,454,.322,340,479,.710,332,1046,340,153,109,425,429,64.0,92.1,.286,.271,.482,48.9,50.4,7.7,9.3,.446,18.3,30.9,.203,-20.70,92.9,113.6,62.8,-.012,-6.19,100.6,106.8,-3.89
Central Florida,30,12,18,.400,-5.73,0.78,5,13,10,8,2,9,1981,2153,1230,704,1621,.434,202,577,.350,371,577,.643,313,997,369,155,128,390,470,64.0,100.7,.356,.356,.523,47.5,52.4,7.9,10.2,.497,17.1,30.7,.229,-9.58,102.7,112.3,64.0,+.075,-1.27,102.7,104.0,-9.44
Central Michigan,32,23,9,.719,5.56,-1.10,12,6,16,1,6,7,2504,2187,1285,848,1816,.467,322,864,.373,486,670,.725,327,1080,447,226,84,325,562,66.6,117.0,.369,.476,.587,50.0,52.7,10.6,7.5,.556,13.2,30.3,.268,+8.23,114.9,106.6,64.4,+.015,-1.27,104.4,105.7,-12.27
Charleston Southern,31,19,12,.613,-4.48,-5.23,13,5,13,2,6,9,2277,2130,1259,777,1846,.421,288,845,.341,435,633,.687,403,1171,397,214,69,354,540,66.5,108.8,.343,.458,.530,52.3,51.1,10.2,6.8,.499,14.2,34.1,.236,-2.17,107.0,109.2,65.2,+.053,-4.72,102.6,107.4,+4.65
Charlotte,32,14,18,.438,1.76,0.35,7,11,7,6,5,9,2362,2317,1320,858,1853,.463,201,533,.377,445,685,.650,382,1166,437,207,80,435,558,67.2,106.5,.370,.288,.542,51.4,50.9,9.3,6.8,.517,16.6,33.8,.240,+1.92,109.9,108.0,66.8,-.105,+0.30,103.4,103.1,+4.53
Chattanooga,32,22,10,.688,-1.63,-4.06,15,3,15,2,7,7,2325,2141,1305,793,1754,.452,217,621,.349,522,762,.685,371,1118,384,210,203,418,620,66.2,107.7,.434,.354,.549,51.0,48.4,9.7,16.2,.514,16.5,33.9,.298,+0.09,105.6,105.5,64.5,+.101,-6.12,102.4,108.5,-0.75
Chicago State,32,8,24,.250,-14.76,-2.48,4,10,7,5,1,16,1855,2115,1285,659,1747,.377,194,644,.301,343,514,.667,391,1050,295,268,93,471,680,64.5,89.5,.294,.369,.466,48.8,44.8,12.9,9.8,.433,19.1,33.4,.196,-18.17,89.3,107.5,62.6,-.012,-1.65,103.9,105.5,+6.56
Cincinnati,34,23,11,.676,10.72,4.40,13,5,15,3,6,5,2113,1898,1380,761,1705,.446,167,507,.329,424,633,.670,383,1178,394,222,185,432,507,59.6,102.8,.371,.297,.527,53.5,51.8,10.8,15.4,.495,17.7,37.3,.249,+14.15,108.2,94.0,59.8,-.016,+3.39,104.9,101.5,+1.69
Citadel,30,11,19,.367,-12.91,-4.68,6,12,8,6,3,10,1919,2058,1210,647,1436,.451,206,515,.400,419,546,.767,271,874,394,141,66,392,449,60.3,105.3,.380,.359,.566,49.8,60.9,7.7,6.4,.522,18.8,32.0,.292,-18.59,103.2,121.8,58.6,+.077,-5.80,101.8,107.6,-2.71
Clemson,31,16,15,.516,7.73,7.18,8,10,11,6,3,7,1944,1927,1250,689,1685,.409,171,572,.299,395,579,.682,369,1122,330,168,148,365,502,62.8,99.1,.344,.339,.496,51.5,47.9,8.6,12.9,.460,15.7,34.1,.234,+7.82,104.5,96.7,61.6,+.009,+6.49,108.1,101.6,-3.83
Cleveland State,34,19,15,.559,3.07,-0.78,11,5,12,3,6,12,2296,2098,1335,794,1760,.451,238,629,.378,382,557,.686,353,1072,441,250,109,408,636,62.3,110.4,.316,.357,.567,50.9,55.5,12.0,10.5,.519,16.8,33.2,.217,+7.42,108.3,100.9,61.1,-.098,+0.26,104.4,104.1,+1.57
Coastal Carolina,34,24,10,.706,-1.02,-6.18,12,6,14,2,8,7,2438,2121,1360,836,1899,.440,228,633,.360,538,780,.690,447,1338,385,240,111,399,559,65.2,110.0,.411,.333,.537,55.7,46.1,10.8,10.2,.500,15.0,37.5,.283,+2.38,106.7,104.3,64.1,+.006,-6.45,102.2,108.6,-1.05
Colgate,33,16,17,.485,-2.91,-3.41,12,6,10,5,6,12,2177,2125,1345,804,1661,.484,253,649,.390,316,453,.698,229,994,446,170,89,379,557,60.5,107.1,.273,.391,.580,49.3,55.5,8.4,7.6,.560,16.8,24.1,.190,-1.24,108.0,109.2,60.7,-.055,-3.48,102.8,106.3,+3.71
College of Charleston,33,9,24,.273,-7.23,-1.26,3,15,5,9,2,12,1934,2131,1330,686,1708,.402,197,575,.343,365,553,.660,314,1064,317,182,96,397,679,61.7,94.2,.324,.337,.491,47.4,46.2,8.9,8.5,.459,16.8,27.6,.214,-9.32,96.1,105.5,60.8,-.075,-1.55,104.8,106.3,+1.30
Colorado,34,16,18,.471,7.01,6.19,7,11,12,5,2,11,2345,2317,1380,812,1861,.436,179,535,.335,542,760,.713,400,1269,400,194,133,450,614,65.6,103.6,.408,.287,.528,53.6,49.3,8.6,11.1,.484,16.8,34.4,.291,+7.09,107.5,100.5,65.0,-.041,+5.63,107.7,102.1,-0.94
Colorado State,34,27,7,.794,8.12,0.69,13,5,15,2,8,4,2454,2181,1365,837,1901,.440,245,699,.351,535,794,.674,411,1287,499,190,116,361,573,65.3,110.1,.418,.368,.539,54.3,59.6,8.5,9.8,.505,13.7,34.3,.281,+10.01,111.6,101.6,66.6,+.087,-0.22,103.9,104.1,-1.63
Columbia,28,13,15,.464,-0.38,-1.49,5,9,9,7,4,7,1816,1737,1120,637,1453,.438,244,670,.364,298,416,.716,287,916,333,137,100,328,502,60.6,107.0,.286,.461,.550,51.9,52.3,8.1,10.1,.522,16.6,32.5,.205,+0.12,107.5,107.4,60.2,-.090,-2.22,102.2,104.4,-3.11
Connecticut,35,20,15,.571,8.28,4.22,10,8,11,5,4,7,2243,2101,1405,800,1824,.439,226,637,.355,417,590,.707,331,1178,416,166,183,404,573,61.9,103.2,.323,.349,.533,50.8,52.0,7.6,14.8,.501,16.1,30.1,.229,+9.98,107.7,97.7,62.1,-.065,+3.07,104.8,101.7,+4.02
Coppin State,31,8,23,.258,-17.84,-4.78,6,10,4,7,3,15,2219,2558,1240,758,1906,.398,295,826,.357,408,590,.692,319,994,390,207,99,418,632,73.6,97.3,.310,.433,.507,42.8,51.5,9.1,7.6,.475,16.1,25.8,.214,-17.04,99.1,116.1,73.7,-.008,-3.03,102.1,105.2,+9.27
Cornell,30,13,17,.433,-3.58,-1.92,5,9,8,5,5,9,1868,1838,1210,615,1558,.395,181,579,.313,457,610,.749,248,981,312,187,142,359,569,64.4,95.9,.392,.372,.505,47.3,50.7,9.6,14.6,.453,16.3,24.2,.293,-2.87,96.9,99.7,64.2,-.032,-1.46,102.7,104.1,-1.89
Creighton,33,14,19,.424,7.48,7.05,4,14,9,8,3,9,2221,2207,1340,746,1776,.420,262,759,.345,467,644,.725,348,1139,449,147,77,391,591,63.3,104.8,.363,.427,.533,51.5,60.2,6.9,6.7,.494,15.8,31.3,.263,+8.36,111.0,102.6,62.1,-.083,+7.79,107.9,100.1,-3.41
Dartmouth,29,14,15,.483,-3.11,-3.32,7,7,8,4,6,11,1835,1829,1170,657,1510,.435,173,500,.346,348,539,.646,298,949,357,222,101,373,557,62.9,99.8,.357,.331,.520,50.7,54.3,12.1,11.6,.492,17.4,30.9,.230,-0.67,102.0,102.7,63.4,-.027,-2.13,102.4,104.5,-3.61
Davidson,32,24,8,.750,11.97,3.19,14,4,14,1,9,4,2529,2221,1285,898,1924,.467,343,877,.391,390,553,.705,335,1144,547,171,93,303,601,67.2,117.1,.287,.456,.578,50.3,60.9,7.9,7.5,.556,12.2,30.0,.203,+15.00,119.7,104.7,66.7,+.056,+3.16,105.3,102.2,-3.78
Dayton,36,27,9,.750,10.98,4.06,13,5,16,0,5,6,2439,2190,1445,810,1755,.462,239,670,.357,580,846,.686,255,1121,490,250,91,415,573,64.2,105.1,.482,.382,.565,48.6,60.5,10.8,7.2,.530,16.1,23.3,.330,+14.24,109.2,95.0,63.4,+.022,+3.39,105.4,102.0,+0.07
DePaul,32,12,20,.375,3.30,7.49,6,12,9,7,3,9,2220,2354,1285,757,1739,.435,248,705,.352,458,635,.721,292,969,395,212,122,428,679,67.3,102.7,.365,.405,.544,45.9,52.2,9.8,10.3,.507,17.3,27.4,.263,+1.77,108.6,106.8,67.0,-.001,+7.69,108.3,100.6,-3.42
Delaware,30,10,20,.333,-7.76,-1.69,9,9,5,8,5,10,1979,2161,1215,675,1646,.410,199,576,.345,430,627,.686,314,1061,376,128,108,367,522,65.7,99.1,.381,.350,.509,48.7,55.7,6.4,9.8,.471,15.9,28.8,.261,-7.92,101.7,109.6,65.3,+.024,-1.68,103.8,105.5,-0.07
Delaware State,36,18,18,.500,-10.78,-6.75,9,7,6,6,9,11,2533,2607,1445,888,2121,.419,282,798,.353,475,672,.707,424,1375,430,179,141,484,614,69.2,101.3,.317,.376,.519,50.7,48.4,7.2,10.3,.485,16.6,31.8,.224,-8.25,101.5,109.7,67.1,+.063,-4.87,100.5,105.4,+6.76
Denver,30,12,18,.400,-3.96,-3.13,6,10,9,7,3,10,1865,1890,1215,657,1369,.480,224,589,.380,327,427,.766,148,717,457,179,55,338,611,58.2,105.5,.312,.430,.593,45.5,69.6,10.1,5.9,.562,17.7,19.3,.239,-4.58,106.0,110.6,57.1,-.067,-3.73,102.8,106.6,-2.16
Detroit Mercy,33,15,18,.455,-2.25,0.13,7,9,10,6,3,11,2334,2335,1335,840,1889,.445,231,602,.384,423,619,.683,343,1109,444,254,112,436,687,68.2,102.5,.328,.319,.535,49.8,52.9,11.2,10.9,.506,16.6,30.1,.224,-1.34,103.3,104.6,67.3,-.008,+0.91,106.0,105.1,+4.35
Drake,31,9,22,.290,-6.04,2.22,6,12,8,7,1,11,1844,2070,1250,637,1396,.456,200,490,.408,370,482,.768,192,810,370,138,60,409,485,58.9,100.2,.345,.351,.567,47.1,58.1,7.5,6.0,.528,20.1,23.4,.265,-9.03,105.3,114.3,58.9,-.027,+2.66,104.5,101.9,+2.05
Drexel,30,11,19,.367,-5.71,-0.85,9,9,5,9,5,6,1787,1930,1205,614,1569,.391,176,540,.326,383,514,.745,287,948,317,155,110,313,523,61.4,96.5,.328,.344,.493,47.7,51.6,8.4,10.1,.447,14.7,28.0,.244,-7.24,99.3,106.5,60.7,+.003,-1.50,103.7,105.2,+2.20
Duke,39,35,4,.897,24.97,9.87,15,3,15,1,9,2,3091,2502,1570,1099,2191,.502,283,732,.387,610,873,.699,445,1436,588,278,149,421,607,65.9,119.4,.398,.334,.593,53.9,53.5,10.7,9.0,.566,13.9,35.8,.278,+32.48,124.5,92.0,65.8,+.067,+11.17,110.7,99.5,+1.31
Duquesne,31,12,19,.387,-2.93,1.41,6,12,9,7,2,10,2213,2303,1245,803,1788,.449,245,663,.370,362,577,.627,353,1124,466,159,104,381,558,67.2,105.9,.323,.371,.537,50.0,58.0,7.6,9.4,.518,15.6,32.3,.202,-4.26,108.6,112.9,67.3,-.015,+1.03,103.7,102.7,-8.19
East Carolina,33,14,19,.424,-2.84,1.00,6,12,11,5,1,11,2116,2176,1325,750,1777,.422,233,663,.351,383,563,.680,333,1048,443,208,64,379,571,63.1,101.2,.317,.373,.518,47.6,59.1,10.0,5.7,.488,15.6,29.8,.216,-4.89,103.7,108.6,61.2,-.002,+0.04,103.2,103.2,-6.07
East Tennessee State,30,16,14,.533,-4.80,-4.01,8,10,10,4,6,9,2201,2140,1210,722,1712,.422,280,764,.366,477,661,.722,331,1052,382,235,83,381,611,68.8,105.8,.386,.446,.543,49.3,52.9,11.3,9.1,.504,15.8,30.8,.279,-4.29,103.2,107.5,67.7,+.036,-4.13,103.2,107.3,+4.74
Eastern Illinois,33,18,15,.545,-5.52,-2.42,9,7,9,5,7,8,2097,2136,1330,746,1696,.440,241,643,.375,364,558,.652,255,1003,435,186,141,396,535,63.2,99.9,.329,.379,.535,45.9,58.3,8.9,12.0,.511,16.8,24.3,.215,-4.95,100.3,105.2,63.2,+.119,-1.20,104.4,105.6,+2.87
Eastern Kentucky,33,21,12,.636,-0.03,-4.16,11,5,13,4,8,7,2373,2100,1330,818,1763,.464,299,837,.357,438,562,.779,225,876,495,321,98,374,556,65.5,108.9,.319,.475,.584,44.3,60.5,14.7,10.1,.549,15.6,22.7,.248,+3.46,106.3,102.8,63.5,-.030,-4.84,102.3,107.1,-2.63
Eastern Michigan,35,21,14,.600,1.96,-0.14,8,10,16,3,4,10,2429,2230,1415,806,1963,.411,230,742,.310,587,817,.718,403,1271,371,305,157,411,659,66.7,102.9,.416,.378,.517,49.4,46.0,12.9,13.5,.469,14.9,31.7,.299,+2.69,101.8,99.2,66.0,-.001,-0.32,105.7,106.0,-4.35
