School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Arizona,34,19,15,.559,14.55,10.22,8,10,11,6,6,7,2443,2276,1375,843,1765,.478,221,566,.390,536,716,.749,281,1052,526,189,120,414,556,,,.406,.321,.580,48.8,62.4,,6.3,.540,16.4,,.304,+19.14,116.4,97.3,63.5,-.079,+12.72,110.3,97.6,+8.75
Arizona State,34,21,13,.618,10.31,6.28,9,9,15,5,4,6,2271,2106,1385,768,1656,.464,244,688,.355,491,664,.739,276,1029,491,236,109,429,546,,,.401,.415,.576,49.5,63.9,,6.2,.537,17.9,,.296,+13.62,110.2,96.6,61.2,+.010,+6.79,107.4,100.6,-9.79
Arkansas,35,23,12,.657,12.48,6.73,9,7,15,1,2,7,2593,2392,1405,936,2001,.468,207,607,.341,514,758,.678,446,1274,505,241,182,531,662,,,.379,.303,.549,53.1,54.0,,9.3,.519,18.4,,.257,+15.19,111.4,96.2,66.5,+.008,+7.19,108.4,101.2,-0.61
Arkansas State,30,10,20,.333,-7.75,-2.02,5,13,9,6,1,14,2118,2185,1205,762,1673,.455,209,527,.397,385,536,.718,329,934,375,198,64,413,532,,,.320,.315,.549,49.0,49.2,,4.1,.518,17.6,,.230,-10.29,104.9,115.2,64.1,-.022,-2.61,102.8,105.4,-2.60
Arkansas-Pine Bluff,31,13,18,.419,-17.80,-12.56,8,10,5,6,7,11,1869,1999,,688,1720,.400,165,526,.314,328,534,.614,335,1097,349,158,150,440,572,,,.310,.306,.473,48.9,50.7,,8.9,.448,18.2,,.191,-19.61,87.7,107.3,62.7,+.025,-13.22,95.3,108.5,+2.98
Army,30,14,16,.467,-8.62,-5.04,6,8,7,7,7,9,1770,1862,,659,1521,.433,142,454,.313,310,456,.680,258,895,416,259,61,478,588,,,.300,.298,.509,47.5,63.1,,4.2,.480,21.6,,.204,-9.47,89.3,98.8,62.9,+.073,-6.08,100.6,106.7,-9.38
Auburn,30,14,16,.467,2.31,4.70,4,12,8,7,4,7,2141,2183,1200,777,1698,.458,229,674,.340,358,535,.669,324,971,453,259,74,409,492,,,.315,.397,.548,49.2,58.3,,4.4,.525,17.3,,.211,+1.92,109.8,107.8,65.1,+.008,+3.75,105.7,101.9,-8.97
Austin Peay,35,24,11,.686,-2.21,-5.24,16,4,13,1,9,8,2590,2477,,855,1917,.446,273,715,.382,607,850,.714,362,1107,501,335,75,440,616,,,.443,.373,.558,48.0,58.6,,4.0,.517,15.9,,.317,-0.30,104.6,104.9,65.5,+.086,-6.35,102.5,108.8,+5.19
Ball State,30,6,24,.200,-5.61,0.50,5,11,5,10,1,13,1733,1918,1210,623,1558,.400,125,418,.299,362,554,.653,307,936,311,186,50,365,515,,,.356,.268,.476,48.3,49.9,,3.3,.440,16.7,,.232,-7.21,95.7,102.9,61.1,-.048,+1.36,104.1,102.7,+4.12
Baylor,32,21,11,.656,11.46,5.75,9,7,12,4,6,4,2601,2396,,899,1979,.454,275,727,.378,528,711,.743,384,1196,388,237,138,403,665,,,.359,.367,.561,49.9,43.2,,7.2,.524,14.8,,.267,+14.82,115.7,100.9,70.1,-.028,+7.58,106.9,99.3,-4.83
Belmont,34,25,9,.735,-0.12,-3.44,14,2,14,1,9,5,2714,2497,1380,938,2078,.451,357,979,.365,481,689,.698,424,1248,587,290,65,498,626,,,.332,.471,.564,51.1,62.6,,3.3,.537,17.2,,.231,+3.53,109.7,106.2,68.6,+.075,-5.21,100.9,106.1,+0.51
Bethune-Cookman,32,11,21,.344,-15.97,-10.89,5,11,6,9,4,10,1862,1976,,649,1470,.441,125,380,.329,439,658,.667,301,945,331,224,78,506,561,,,.448,.259,.522,48.1,51.0,,4.9,.484,22.1,,.299,-18.40,92.1,110.5,57.8,-.010,-12.00,95.8,107.8,-6.51
Binghamton,30,14,16,.467,-6.84,-6.00,9,7,9,6,5,10,1976,2001,,714,1646,.434,171,510,.335,377,515,.732,351,973,359,216,77,408,583,,,.313,.310,.523,49.5,50.3,,4.9,.486,17.7,,.229,-5.89,100.0,105.9,62.3,-.018,-5.84,101.5,107.4,-3.08
Boise State,34,25,9,.735,1.60,-2.07,12,4,11,5,12,3,2767,2567,,994,1956,.508,271,690,.393,508,768,.661,335,1218,605,215,80,534,591,,,.393,.353,.596,51.7,60.9,,3.8,.577,18.7,,.260,+3.89,108.7,104.8,70.7,+.085,-2.64,103.3,105.9,-3.36
Boston College,31,14,17,.452,6.46,7.75,4,12,11,8,2,7,2203,2243,1250,776,1705,.455,184,511,.360,467,677,.690,368,1103,458,186,189,479,520,,,.397,.300,.544,50.5,59.0,,10.0,.509,19.1,,.274,+6.37,108.9,102.6,64.2,-.015,+7.87,107.9,100.0,-4.02
Boston University,31,14,17,.452,-6.69,-4.91,9,7,7,6,6,10,1954,2009,,675,1675,.403,232,699,.332,372,548,.679,335,1005,408,219,77,436,623,,,.327,.417,.505,48.7,60.4,,5.0,.472,18.4,,.222,-6.08,97.2,103.3,63.1,+.010,-4.37,101.9,106.3,+0.53
Bowling Green State,30,13,17,.433,-5.09,-0.63,7,9,8,5,4,10,1904,2038,1210,696,1584,.439,149,471,.316,363,554,.655,335,1027,376,166,151,452,550,,,.350,.297,.515,49.5,54.0,,9.0,.486,19.7,,.229,-4.30,100.5,104.8,63.7,+.050,+0.84,103.9,103.1,-0.86
Bradley,38,21,17,.553,6.23,4.25,9,9,13,6,7,9,2805,2724,,941,2132,.441,346,925,.374,577,776,.744,407,1267,603,297,93,534,743,,,.364,.434,.561,48.8,64.1,,4.4,.523,17.6,,.271,+9.05,111.8,102.7,68.5,-.022,+5.32,105.6,100.3,+0.54
Brigham Young,35,27,8,.771,11.82,1.33,14,2,16,0,8,5,2580,2213,1405,906,1970,.460,285,764,.373,483,737,.655,365,1351,587,207,135,492,618,,,.374,.388,.556,53.0,64.8,,6.6,.532,17.5,,.245,+15.76,107.4,91.7,67.8,+.027,+1.47,104.2,102.7,-4.23
Brown,29,19,10,.655,-0.65,-4.65,11,3,9,3,10,7,1997,1881,1175,646,1360,.475,227,556,.408,478,641,.746,198,850,412,202,70,378,451,,,.471,.409,.600,48.5,63.8,,4.5,.558,18.5,,.351,+3.07,108.9,105.8,61.1,+.042,-4.49,102.1,106.6,+0.79
Bucknell,31,12,19,.387,-6.88,-3.88,6,8,7,6,4,12,1925,2023,1265,662,1559,.425,212,620,.342,389,574,.678,299,997,396,194,86,502,622,,,.368,.398,.525,48.8,59.8,,5.3,.493,21.5,,.250,-7.46,95.8,103.3,62.2,+.048,-2.53,101.8,104.3,-1.12
Buffalo,30,10,20,.333,-3.90,0.61,3,13,7,6,1,12,2146,2251,1225,782,1895,.413,171,536,.319,411,601,.684,451,1153,404,240,87,503,685,,,.317,.283,.492,50.8,51.7,,5.2,.458,18.7,,.217,-2.46,100.6,103.1,71.2,-.104,+0.96,103.7,102.8,-2.09
Butler,34,30,4,.882,13.00,2.64,16,2,14,1,11,2,2339,1985,,776,1729,.449,319,839,.380,468,635,.737,308,1016,445,221,83,352,588,,,.367,.485,.576,48.9,57.3,,4.9,.541,14.8,,.271,+19.97,116.2,96.2,59.5,+.002,+2.79,104.3,101.5,+5.43
Cal Poly,30,12,18,.400,-9.48,-2.08,7,9,7,5,4,11,1896,2071,,671,1665,.403,184,634,.290,370,564,.656,317,996,336,216,94,403,512,,,.339,.381,.490,48.1,50.1,,5.9,.458,17.3,,.222,-9.83,95.1,105.0,65.2,+.057,-1.16,103.4,104.5,+3.36
Cal State Fullerton,33,24,9,.727,5.64,-3.06,12,4,11,3,9,5,2700,2398,1325,974,2060,.473,285,741,.385,467,665,.702,391,1182,505,296,51,445,629,,,.323,.360,.568,50.7,51.8,,2.7,.542,15.8,,.227,+8.47,112.3,103.9,71.6,-.010,-3.95,101.5,105.5,-3.01
Cal State Northridge,30,20,10,.667,1.23,-2.81,12,4,10,3,9,5,2340,2132,1205,853,1844,.463,226,614,.368,408,591,.690,349,1113,456,274,96,479,674,,,.320,.333,.551,50.5,53.5,,5.8,.524,18.4,,.221,+3.43,102.2,98.7,72.2,+.023,-3.53,102.5,106.0,-1.94
Campbell,30,10,20,.333,-11.91,-6.62,5,11,7,8,3,12,2144,2237,1210,718,1691,.425,196,565,.347,512,732,.699,386,1100,456,225,85,502,610,,,.433,.334,.526,51.0,63.5,,5.0,.483,19.8,,.303,-12.69,96.1,108.8,68.5,-.051,-7.61,100.7,108.3,-8.83
Canisius,31,6,25,.194,-14.30,-3.14,2,16,5,8,0,15,1923,2269,1240,688,1729,.398,234,698,.335,313,482,.649,386,1079,365,179,130,504,620,,,.279,.404,.491,48.4,53.1,,7.4,.466,20.5,,.181,-15.08,95.0,110.1,64.0,-.065,-1.98,103.2,105.1,-2.19
Central Connecticut State,30,14,16,.467,-5.31,-6.68,10,8,8,6,6,10,2095,2054,,768,1688,.455,211,597,.353,348,493,.706,365,1051,449,163,92,438,425,,,.292,.354,.545,51.5,58.5,,5.3,.517,18.6,,.206,-3.96,104.3,108.3,62.5,-.070,-6.62,100.5,107.1,-3.13
Central Florida,31,16,15,.516,5.61,3.16,9,7,12,4,3,8,2269,2139,1270,788,1746,.451,231,636,.363,462,650,.711,356,1083,469,237,109,433,621,,,.372,.364,.552,50.7,59.5,,6.4,.517,17.4,,.265,+7.11,109.1,102.0,64.1,-.106,+1.20,103.8,102.6,-0.15
Central Michigan,31,14,17,.452,-3.22,0.19,8,8,8,3,5,12,2208,2244,,769,1760,.437,222,646,.344,448,662,.677,398,1030,317,248,90,491,759,,,.376,.367,.532,49.4,41.2,,5.8,.500,19.1,,.255,-2.06,103.1,105.2,67.9,+.082,+2.54,104.3,101.8,+7.64
Charleston Southern,30,10,20,.333,-15.23,-4.63,4,10,9,6,1,14,2225,2307,1210,807,1869,.432,277,748,.370,334,497,.672,376,1119,421,181,67,443,575,,,.266,.400,.528,49.8,52.2,,3.7,.506,17.4,,.179,-16.55,99.1,115.6,68.3,+.004,-4.82,102.1,106.9,-3.55
Charlotte,34,20,14,.588,6.54,4.34,9,7,13,3,4,8,2366,2291,1370,776,1936,.401,270,786,.344,544,808,.673,432,1223,436,271,118,488,690,,,.417,.406,.510,49.4,56.2,,6.5,.471,17.4,,.281,+9.53,104.6,95.1,66.8,-.006,+5.77,107.1,101.4,+2.45
Chattanooga,31,18,13,.581,-1.22,-1.12,13,7,13,3,4,7,2344,2260,,795,1733,.459,239,692,.345,515,790,.652,376,1231,451,200,76,542,553,,,.456,.399,.556,53.9,56.7,,4.0,.528,20.5,,.297,+0.89,102.4,101.5,72.0,+.049,+0.07,104.3,104.2,+5.82
Chicago State,28,11,17,.393,-10.63,1.47,,,5,4,4,13,2050,2221,1125,743,1671,.445,220,614,.358,344,505,.681,328,973,398,205,120,454,543,,,.302,.367,.536,47.4,53.6,,7.0,.510,19.2,,.206,-9.36,102.3,111.6,70.9,+.028,+2.04,105.5,103.4,+6.87
Cincinnati,32,13,19,.406,4.86,8.51,8,10,10,7,3,11,2067,2168,,735,1783,.412,208,635,.328,389,585,.665,405,1169,407,169,73,445,658,,,.328,.356,.501,52.6,55.4,,4.4,.471,17.8,,.218,+6.58,104.8,98.2,63.5,-.006,+9.65,109.0,99.3,+1.57
Citadel,30,6,24,.200,-16.99,-1.14,1,19,6,10,0,12,1903,2228,,691,1680,.411,283,740,.382,238,349,.682,259,869,356,179,37,372,487,,,.208,.440,.516,44.0,51.5,,2.2,.496,16.8,,.142,-20.95,94.9,115.9,62.1,-.023,+0.82,104.6,103.8,+4.11
Clemson,34,24,10,.706,18.05,9.08,10,6,14,2,7,5,2693,2372,,1000,2191,.456,271,728,.372,422,677,.623,536,1305,535,334,185,505,664,,,.309,.332,.536,51.5,53.5,,9.4,.518,16.7,,.193,+22.03,114.0,91.9,68.0,-.044,+9.53,109.3,99.8,+0.31
Cleveland State,34,21,13,.618,3.38,1.69,12,6,12,3,6,9,2281,2161,1365,813,1853,.439,152,503,.302,503,717,.702,402,1180,416,254,116,477,679,,,.387,.271,.520,52.4,51.2,,6.7,.480,17.9,,.271,+6.58,103.3,96.7,64.7,+.035,+3.23,105.5,102.3,+3.54
Coastal Carolina,28,13,15,.464,-11.52,-5.44,6,8,11,3,2,12,1936,2004,1125,693,1580,.439,239,651,.367,311,460,.676,298,961,423,169,60,366,453,,,.291,.412,.538,48.8,61.0,,3.7,.514,16.9,,.197,-12.35,99.1,111.5,63.7,+.097,-5.01,102.5,107.5,-2.71
Colgate,32,18,14,.563,-5.63,-5.06,7,7,9,5,8,9,2095,2076,1295,734,1659,.442,189,495,.382,438,629,.696,341,1087,364,210,122,519,562,,,.379,.298,.535,50.1,49.6,,6.9,.499,21.0,,.264,-3.20,98.1,101.3,63.9,+.038,-5.71,100.2,105.9,-6.27
College of Charleston,33,16,17,.485,-2.22,-2.31,9,11,9,4,4,10,2391,2388,1340,882,1924,.458,262,735,.356,365,525,.695,353,1175,415,192,127,463,497,,,.273,.382,.550,49.7,47.1,,6.3,.527,17.6,,.190,-0.21,106.7,106.9,65.8,-.024,-1.06,103.9,104.9,+3.37
Colorado,32,12,20,.375,4.05,6.76,3,13,6,9,3,10,1997,2061,1290,716,1587,.451,190,554,.343,375,548,.684,256,952,425,201,137,428,559,,,.345,.349,.541,47.3,59.4,,8.1,.511,18.8,,.236,+4.29,104.7,100.4,60.9,-.066,+8.94,107.5,98.6,-2.23
Colorado State,32,7,25,.219,-7.09,2.80,0,16,3,10,0,14,2051,2318,,748,1720,.435,196,577,.340,359,499,.719,289,1021,385,137,101,434,597,,,.290,.335,.524,47.5,51.5,,5.5,.492,18.2,,.209,-9.76,101.8,111.6,63.6,-.043,+4.67,105.0,100.3,+0.88
Columbia,29,14,15,.483,-8.45,-5.79,7,7,7,6,6,9,1846,1859,1160,634,1502,.422,205,618,.332,373,515,.724,279,950,392,135,47,401,599,,,.343,.411,.528,50.5,61.8,,3.2,.490,18.7,,.248,-9.20,97.3,106.5,61.9,+.028,-6.83,99.9,106.8,-4.72
Connecticut,33,24,9,.727,15.54,6.76,13,5,16,1,7,4,2556,2266,,868,1880,.462,168,465,.361,652,905,.720,449,1383,488,189,285,451,506,,,.481,.247,.553,54.2,56.2,,13.1,.506,16.3,,.347,+18.90,115.2,96.3,67.1,-.001,+7.67,107.7,100.0,-1.27
Coppin State,37,16,21,.432,-14.51,-6.20,7,9,5,5,4,14,2212,2443,1505,775,1940,.399,147,466,.315,515,721,.714,409,1158,347,261,78,539,693,,,.372,.240,.485,46.5,44.8,,4.0,.437,19.1,,.265,-14.41,92.4,106.8,62.9,+.065,-7.38,98.1,105.5,+7.87
Cornell,28,22,6,.786,0.76,-4.74,14,0,12,1,10,4,2136,1917,1125,758,1562,.485,228,558,.409,392,515,.761,258,939,427,170,88,381,510,,,.330,.357,.591,50.3,56.3,,5.6,.558,17.4,,.251,+4.41,110.1,105.7,67.9,+.086,-6.93,99.1,106.0,-3.59
Creighton,33,22,11,.667,8.06,4.45,10,8,16,2,5,8,2360,2177,1340,822,1840,.447,274,748,.366,442,615,.719,371,1144,473,245,116,469,612,,,.334,.407,.553,51.0,57.5,,6.5,.521,18.0,,.240,+10.80,108.7,97.9,65.5,+.049,+5.22,106.1,100.8,-2.82
Dartmouth,28,10,18,.357,-14.56,-7.19,3,11,6,6,3,12,1769,1933,1125,682,1597,.427,123,381,.323,282,422,.668,312,912,348,206,96,399,537,,,.264,.239,.492,48.4,51.0,,6.5,.466,18.2,,.177,-15.91,92.4,108.3,64.6,-.000,-7.02,100.0,107.1,-6.17
Davidson,36,29,7,.806,13.93,1.66,20,0,12,1,11,3,2803,2274,,1032,2199,.469,328,901,.364,411,573,.717,417,1302,615,290,114,426,654,,,.261,.410,.567,52.4,59.6,,6.1,.544,14.7,,.187,+23.61,117.0,93.4,66.2,-.036,+3.36,105.2,101.8,+14.93
Dayton,34,23,11,.676,7.98,4.06,8,8,15,3,7,7,2317,2184,1385,820,1749,.469,203,542,.375,474,740,.641,382,1174,394,167,88,445,612,,,.423,.310,.552,53.8,48.0,,5.0,.527,17.5,,.271,+12.08,111.8,99.7,61.6,+.055,+5.31,106.5,101.2,-0.78
DePaul,30,11,19,.367,4.31,8.73,6,12,7,8,3,9,2177,2273,1205,791,1827,.433,231,645,.358,364,562,.648,381,1038,416,221,85,361,458,,,.308,.353,.520,47.9,52.6,,4.8,.496,14.7,,.199,+5.28,111.8,106.6,65.7,-.031,+9.36,108.6,99.3,+1.30
Delaware,31,14,17,.452,-5.82,-2.43,9,9,7,5,6,11,1956,2061,1260,661,1633,.405,183,582,.314,451,657,.686,298,967,369,207,93,431,579,,,.402,.356,.503,45.6,55.8,,5.5,.461,18.1,,.276,-4.57,97.7,102.3,64.9,+.056,-0.86,101.7,102.6,+1.63
Delaware State,30,14,16,.467,-11.51,-6.88,10,6,7,3,6,10,1769,1853,,642,1519,.423,200,581,.344,285,399,.714,301,814,340,153,52,338,471,,,.263,.382,.518,46.8,53.0,,3.7,.488,16.5,,.188,-11.16,101.3,112.5,55.5,+.039,-6.23,99.3,105.5,+12.36
Denver,30,11,19,.367,-6.14,-2.22,7,11,9,3,0,16,1698,1811,,568,1229,.462,189,543,.348,373,489,.763,164,719,378,190,102,441,533,,,.398,.442,.581,45.7,66.5,,7.3,.539,23.2,,.303,-7.16,98.4,105.5,55.2,-.042,-1.93,102.9,104.8,-0.58
Detroit Mercy,30,7,23,.233,-6.38,1.00,3,15,6,10,1,13,1765,1962,1200,642,1536,.418,215,568,.379,266,397,.670,284,875,343,185,73,379,550,,,.258,.370,.512,47.9,53.4,,5.0,.488,18.0,,.173,-8.32,100.7,109.0,60.3,-.061,+1.91,104.2,102.3,-0.65
Drake,33,28,5,.848,14.08,4.15,15,3,14,1,10,3,2440,2050,1330,816,1829,.446,310,840,.369,498,656,.759,399,1128,485,252,85,390,492,,,.359,.459,.570,52.2,59.4,,4.9,.531,15.4,,.272,+21.46,120.0,98.5,62.9,+.011,+4.89,105.5,100.6,+0.11
Drexel,32,12,20,.375,-7.63,-1.85,5,13,9,9,3,10,1904,2064,,674,1659,.406,165,528,.313,391,622,.629,312,1063,412,223,104,504,598,,,.375,.318,.487,48.1,61.1,,6.0,.456,20.5,,.236,-8.68,90.8,99.4,64.4,+.015,-2.48,102.1,104.6,-2.45
Duke,34,28,6,.824,21.52,9.28,13,3,15,1,6,2,2830,2361,1365,964,2084,.463,308,816,.377,594,852,.697,426,1255,497,295,133,462,654,,,.409,.392,.569,50.1,51.6,,6.6,.536,15.7,,.285,+26.40,116.3,89.9,71.5,-.006,+10.06,109.1,99.0,+3.36
Duquesne,30,17,13,.567,8.96,1.85,7,9,11,4,5,8,2470,2223,1200,856,1863,.459,215,680,.316,543,737,.737,410,1147,542,282,220,487,599,,,.396,.365,.558,50.4,63.3,,12.0,.517,18.0,,.291,+9.97,108.9,99.0,73.4,-.086,+1.74,105.0,103.2,-3.00
East Carolina,30,11,19,.367,-4.28,2.84,5,11,9,10,1,8,2049,2182,1205,678,1631,.416,232,604,.384,461,664,.694,346,983,427,200,117,430,603,,,.407,.370,.526,46.3,63.0,,6.8,.487,18.1,,.283,-6.08,103.8,109.9,65.2,-.036,+1.09,103.5,102.5,-3.11
East Tennessee State,32,19,13,.594,-4.24,-1.89,11,5,11,2,7,9,2514,2470,,888,1951,.455,230,642,.358,508,705,.721,395,1191,419,285,101,524,671,,,.361,.329,.550,49.2,47.2,,5.2,.514,18.6,,.260,-1.38,103.9,105.3,71.3,+.066,-3.07,102.0,105.1,+3.82
Eastern Illinois,29,7,22,.241,-14.72,-7.97,6,14,5,8,2,13,1833,2000,,660,1503,.439,155,421,.368,358,486,.737,302,941,394,141,60,414,548,,,.323,.280,.529,50.7,59.7,,4.0,.491,19.3,,.238,-18.41,95.7,114.1,61.6,-.024,-8.81,100.1,108.9,-3.89
Eastern Kentucky,30,14,16,.467,-9.70,-6.34,10,10,9,7,5,9,1890,1933,1205,674,1530,.441,258,716,.360,284,395,.719,228,817,432,215,70,388,475,,,.258,.468,.550,45.8,64.1,,4.7,.525,18.4,,.186,-11.48,97.6,109.1,60.0,+.026,-7.78,101.1,108.9,+2.47
Eastern Michigan,31,14,17,.452,-3.18,-1.82,8,8,10,4,3,11,2054,2096,,666,1580,.422,257,715,.359,465,638,.729,349,1017,396,184,72,461,583,,,.404,.453,.545,50.4,59.5,,4.5,.503,19.7,,.294,-2.48,104.7,107.2,62.4,-.000,-1.21,103.1,104.3,-1.79
Eastern Washington,30,11,19,.367,-7.38,-2.06,6,10,8,5,3,12,1897,2012,1205,652,1604,.406,223,656,.340,370,516,.717,288,914,344,202,51,409,558,,,.322,.409,.513,47.3,52.8,,3.3,.476,18.1,,.231,-8.11,96.3,104.4,64.0,-.032,-2.47,102.5,104.9,+5.02
Elon,33,14,19,.424,-4.71,-1.91,9,11,8,6,3,12,2074,2156,1335,773,1810,.427,181,573,.316,347,508,.683,349,1091,387,219,86,444,625,,,.281,.317,.506,48.9,50.1,,5.0,.477,17.8,,.192,-2.63,98.0,100.6,61.8,+.001,+0.21,104.3,104.1,+4.35
Evansville,30,9,21,.300,-4.62,2.07,3,15,7,8,2,12,1785,1966,1200,623,1487,.419,153,396,.386,386,561,.688,276,893,364,138,30,416,590,,,.377,.266,.509,47.7,58.4,,2.0,.470,19.2,,.260,-5.47,98.8,104.3,62.8,-.044,+3.48,105.6,102.2,-7.24
Fairfield,30,14,16,.467,-5.67,-2.51,11,7,7,6,7,9,1972,2067,,674,1557,.433,206,537,.384,418,600,.697,355,986,424,198,97,420,548,,,.385,.345,.535,50.2,62.9,,6.0,.499,18.6,,.268,-4.97,105.2,110.1,60.5,+.073,-1.15,103.1,104.3,+2.24
Fairleigh Dickinson,28,8,20,.286,-13.27,-5.12,4,14,4,8,4,10,1961,2189,1125,659,1573,.419,226,636,.355,417,585,.713,278,916,327,139,83,394,455,,,.372,.404,.530,45.0,49.6,,4.7,.491,17.6,,.265,-14.81,99.9,114.7,67.6,-.001,-4.79,100.8,105.6,+2.38
Florida,36,24,12,.667,12.34,4.98,8,8,18,4,4,6,2791,2433,,1029,2108,.488,272,749,.363,461,658,.701,427,1297,629,223,111,453,583,,,.312,.355,.577,53.1,61.1,,5.4,.553,15.8,,.219,+15.37,115.9,100.5,65.0,-.042,+3.13,105.1,102.0,-9.31
Florida A&M,32,15,17,.469,-15.45,-7.18,9,7,9,3,5,10,2065,2248,,741,1801,.411,227,655,.347,356,569,.626,,1053,401,216,64,490,556,,,.316,.364,.498,46.2,54.1,,3.5,.474,19.1,,.198,-14.71,94.3,109.0,65.6,+.075,-9.96,97.0,106.9,+5.87
Florida Atlantic,33,15,18,.455,-5.64,-2.38,8,10,11,4,3,11,2365,2446,,778,1711,.455,194,519,.374,615,913,.674,337,1146,415,197,74,535,698,,,.534,.303,.551,51.1,53.3,,3.9,.511,20.0,,.359,-5.88,102.7,108.6,68.6,+.029,-4.02,101.2,105.2,-5.96
Florida International,29,9,20,.310,-7.09,0.22,6,12,8,9,1,11,1855,2025,,662,1499,.442,130,390,.333,401,609,.658,311,993,362,177,111,536,615,,,.406,.260,.519,51.3,54.7,,7.2,.485,23.1,,.268,-8.94,93.0,102.0,66.3,-.041,-1.33,103.6,104.9,-0.94
Florida State,34,19,15,.559,10.40,7.31,7,9,13,5,4,6,2451,2346,1390,844,1905,.443,234,665,.352,529,684,.773,373,1151,375,290,130,519,641,,,.359,.349,.550,50.3,44.4,,6.8,.504,18.9,,.278,+12.26,108.7,96.4,64.8,-.035,+8.51,108.4,99.9,-1.40
Fordham,29,12,17,.414,-0.16,4.32,6,10,7,7,4,9,1880,1947,1165,650,1538,.423,198,613,.323,382,571,.669,311,925,382,183,102,381,523,,,.371,.399,.520,48.0,58.8,,6.6,.487,17.4,,.248,+0.69,103.2,102.5,61.8,-.029,+5.01,106.6,101.6,-1.06
