School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Georgia State,35,24,11,.686,3.23,-2.78,12,6,11,3,9,6,2614,2356,,68.0,108.7,.303,.413,.562,47.7,48.6,10.6,15.1,.540,14.5,25.6,.205,+6.92,108.8,101.9,66.8,-.015,-2.51,103.4,105.9,-3.22
Georgia Tech,32,13,19,.406,5.25,7.47,6,12,12,7,1,10,2101,2172,,66.5,98.4,.348,.277,.509,50.0,54.3,10.3,14.3,.469,16.6,30.8,.248,+4.90,103.6,98.7,66.1,-.022,+8.11,108.8,100.6,-5.51
Gonzaga,37,32,5,.865,18.43,2.59,17,1,15,1,10,1,3091,2505,,69.8,118.0,.321,.394,.593,56.0,50.1,8.9,9.6,.570,13.9,32.4,.227,+23.03,118.1,95.1,69.4,+.009,+1.57,106.4,104.8,+3.12
Grambling,31,17,14,.548,-12.97,-10.30,13,5,6,4,11,10,2257,2321,,73.8,97.8,.415,.254,.509,50.7,44.0,10.4,9.7,.461,17.7,31.9,.295,-11.71,94.3,106.0,72.2,+.102,-9.87,98.8,108.7,+3.07
Grand Canyon,34,22,12,.647,3.76,-4.81,9,5,16,3,3,7,2512,2213,,70.4,104.2,.394,.391,.531,51.4,63.2,8.8,10.1,.492,16.0,31.4,.277,+4.53,102.1,97.5,69.0,-.066,-6.92,100.0,106.9,-11.37
Green Bay,33,13,20,.394,-8.51,-4.08,7,11,10,6,2,13,2517,2499,,74.1,102.2,.331,.401,.537,48.7,53.4,9.2,7.8,.497,16.2,26.3,.249,-8.67,99.9,108.6,72.2,-.028,-4.11,102.6,106.7,+0.25
Hampton,34,18,16,.529,-8.85,-9.57,11,4,11,3,5,11,2703,2603,,75.0,105.2,.335,.289,.537,50.9,53.4,7.1,8.9,.492,14.9,29.6,.260,-7.68,101.0,108.7,71.9,-.017,-11.05,99.5,110.6,+1.01
Hartford,33,19,14,.576,-5.54,-5.26,11,5,9,7,9,6,2326,2318,,67.7,103.7,.309,.426,.551,48.9,51.9,8.9,11.2,.527,16.0,24.9,.210,-4.89,102.9,107.8,66.5,+.065,-6.02,101.2,107.2,-6.72
Harvard,32,18,14,.563,-0.28,-1.70,12,2,10,2,6,11,2182,2129,,66.5,100.6,.288,.411,.541,52.0,53.1,8.0,11.4,.503,18.1,26.7,.224,+2.33,100.6,98.3,65.6,-.008,-0.97,105.4,106.4,+3.27
Hawaii,30,17,13,.567,-2.32,-2.50,8,8,13,7,4,5,2104,2071,,68.9,100.5,.411,.376,.540,50.8,59.4,8.1,5.7,.504,17.1,26.7,.282,-3.38,99.1,102.5,67.9,+.034,-4.00,102.9,106.9,-3.64
High Point,30,14,16,.467,-6.74,-6.37,9,9,11,4,3,11,2126,1993,,67.1,105.1,.348,.270,.540,51.6,45.5,11.0,8.5,.507,16.0,31.7,.244,-6.51,100.1,106.6,65.9,-.082,-6.42,101.6,108.0,-1.82
Hofstra,31,19,12,.613,-0.53,-1.60,12,6,9,4,9,4,2464,2397,,70.3,112.6,.367,.371,.562,51.4,47.6,7.1,7.0,.534,13.2,30.8,.251,+0.99,111.1,110.1,68.9,+.062,-1.80,105.4,107.2,+1.99
Holy Cross,31,12,19,.387,-9.93,-5.83,8,10,6,7,6,10,1972,2099,,63.7,99.0,.296,.397,.551,45.0,58.1,9.7,11.4,.526,17.6,19.3,.205,-11.36,97.5,108.9,62.9,+.026,-6.02,101.8,107.8,-3.43
Houston,35,27,8,.771,15.99,4.16,14,4,15,0,6,5,2685,2271,,68.5,111.9,.326,.372,.563,54.6,53.0,9.1,9.0,.533,14.9,33.4,.234,+20.24,114.6,94.4,68.4,-.015,+3.90,106.6,102.7,-3.08
Houston Baptist,31,6,25,.194,-16.14,-3.96,2,16,5,8,1,16,2382,2617,,75.6,100.8,.345,.329,.497,50.9,50.2,8.7,7.5,.471,15.5,35.3,.215,-17.64,98.9,116.5,73.5,-.092,-3.59,102.5,106.1,+9.29
Howard,33,10,23,.303,-17.26,-9.75,7,9,7,4,2,18,2449,2654,,71.3,102.1,.345,.387,.527,46.8,48.1,7.4,7.3,.491,16.0,29.3,.244,-19.04,99.4,118.5,69.9,-.039,-9.50,99.6,109.1,+2.28
IUPUI,30,11,19,.367,-9.82,-3.53,8,10,9,4,2,14,2047,2180,,68.7,98.9,.324,.348,.515,50.0,52.7,9.9,10.2,.486,17.7,31.7,.216,-10.72,98.3,109.0,66.1,+.030,-3.20,103.2,106.4,+2.32
Idaho,31,22,9,.710,0.82,-3.94,14,4,11,2,9,4,2330,2134,,68.0,110.1,.323,.388,.577,54.8,56.0,6.4,7.8,.547,16.9,31.3,.237,+3.54,109.2,105.6,65.6,+.039,-3.98,103.1,107.1,-3.07
Idaho State,30,14,16,.467,-5.77,-3.70,9,9,9,5,5,10,2211,2232,,70.9,104.0,.362,.389,.575,48.0,45.5,7.9,6.1,.552,17.5,21.1,.246,-5.70,103.2,108.9,68.1,-.005,-3.69,103.8,107.5,-2.39
Illinois,32,14,18,.438,8.50,7.53,4,14,12,6,1,10,2426,2362,,70.8,105.8,.335,.362,.537,49.8,51.6,10.5,6.3,.500,15.8,34.1,.245,+6.67,109.6,103.0,69.9,-.093,+7.32,108.1,100.8,-3.19
Illinois State,33,18,15,.545,1.08,3.67,10,8,11,3,3,10,2364,2418,,69.4,101.0,.334,.461,.532,47.6,57.6,9.2,11.2,.503,16.5,25.8,.228,+2.39,105.7,103.3,68.9,+.116,+4.95,106.1,101.2,+6.60
Illinois-Chicago,36,20,16,.556,-2.91,-4.21,12,6,11,7,9,8,2708,2597,,73.6,101.8,.363,.330,.546,50.9,47.4,9.2,16.1,.507,18.0,28.7,.267,-0.84,100.9,101.8,72.5,-.010,-4.11,102.7,106.8,-1.48
Incarnate Word,28,7,21,.250,-17.71,-5.04,2,16,6,9,1,12,1978,2163,,72.5,97.4,.402,.315,.530,47.6,46.3,8.3,12.3,.481,19.2,28.2,.300,-21.60,93.5,115.1,69.7,-.006,-5.52,101.2,106.7,+8.16
Indiana,31,16,15,.516,9.89,8.25,9,9,12,6,3,8,2229,2178,,67.5,105.2,.364,.341,.538,51.0,54.0,9.4,12.1,.511,15.7,31.8,.239,+10.44,109.4,99.0,66.6,-.025,+7.83,109.7,101.8,-2.76
Indiana State,31,13,18,.419,1.54,2.43,8,10,8,7,5,7,2248,2253,,70.1,100.6,.357,.415,.533,51.1,47.2,10.4,9.7,.498,17.4,28.1,.252,+2.63,104.7,102.1,69.9,-.097,+3.13,105.1,102.0,+2.05
Iona,34,20,14,.588,0.76,-2.19,11,7,8,3,7,8,2702,2602,,71.5,109.1,.302,.408,.569,47.2,56.6,9.2,7.6,.539,14.3,24.3,.223,+2.63,110.0,107.3,70.7,-.008,-2.12,103.1,105.2,+2.14
Iowa,33,14,19,.424,8.13,7.13,4,14,9,6,1,10,2630,2597,,71.0,111.4,.354,.340,.570,53.5,63.6,7.3,10.3,.543,16.0,34.1,.246,+8.14,116.6,108.4,70.3,-.090,+8.23,109.2,101.0,-4.11
Iowa State,31,13,18,.419,6.88,9.49,4,14,9,7,0,10,2258,2339,,69.6,103.9,.298,.349,.529,49.5,51.8,6.9,11.1,.499,14.7,29.6,.209,+6.58,109.9,103.4,68.9,-.009,+10.71,110.5,99.7,-3.06
Jackson State,32,12,20,.375,-17.66,-10.49,9,9,9,2,2,17,1991,2161,,65.4,94.0,.259,.377,.462,47.5,49.0,11.1,8.8,.434,14.6,31.0,.169,-19.60,89.4,109.0,64.1,+.062,-10.01,99.7,109.7,+4.32
Jacksonville,33,15,18,.455,-13.39,-6.12,8,6,10,6,3,12,2405,2482,,72.4,98.8,.312,.302,.525,49.2,46.3,9.3,8.9,.501,17.1,27.3,.205,-14.27,94.2,108.4,68.6,+.060,-6.82,102.3,109.1,-3.11
Jacksonville State,36,23,13,.639,-0.30,-4.87,11,7,12,4,9,8,2587,2369,,67.9,105.1,.314,.311,.538,54.0,56.8,8.9,14.9,.507,16.3,32.8,.224,+2.32,102.3,100.0,66.2,-.005,-4.47,103.6,108.1,-9.38
James Madison,32,10,22,.313,-5.47,-2.15,6,12,7,7,3,11,2341,2414,,69.4,103.0,.345,.360,.520,49.8,47.8,10.0,9.5,.480,14.5,29.8,.251,-5.97,101.4,107.4,67.9,-.025,-2.06,105.6,107.6,-0.83
Kansas,39,31,8,.795,21.39,11.87,13,5,14,3,8,3,3174,2803,,70.3,115.3,.270,.412,.594,50.3,55.7,9.2,10.9,.575,14.6,28.8,.191,+23.49,120.9,97.4,68.8,+.076,+12.41,111.7,99.3,+3.55
Kansas State,37,25,12,.676,12.84,8.74,10,8,14,3,6,5,2630,2478,,66.6,106.3,.338,.368,.560,47.4,54.4,11.9,9.3,.525,15.3,25.5,.248,+14.77,110.1,95.3,65.6,+.071,+9.39,111.0,101.6,-6.50
Kennesaw State,30,10,20,.333,-11.17,-4.31,6,8,8,6,2,14,2182,2328,,71.4,101.4,.337,.247,.531,48.3,55.4,10.0,7.8,.500,16.6,29.5,.233,-12.82,98.9,111.8,68.5,-.023,-4.51,103.7,108.2,+2.54
Kent State,34,17,17,.500,-3.72,-1.75,9,9,13,3,2,11,2482,2502,,70.3,103.2,.325,.382,.525,50.5,45.1,8.4,9.7,.487,15.7,31.7,.237,-4.34,102.1,106.4,68.7,+.066,-1.69,104.3,106.0,-1.86
Kentucky,37,26,11,.703,17.24,10.73,10,8,16,2,4,6,2840,2599,,69.8,109.6,.440,.258,.555,53.6,49.0,8.0,13.7,.518,15.8,35.3,.307,+20.44,115.8,95.4,68.8,-.008,+10.91,110.8,99.8,+4.67
La Salle,32,13,19,.406,1.70,2.54,7,11,10,4,2,10,2333,2360,,69.0,102.8,.310,.373,.534,49.7,50.2,8.3,7.3,.490,14.6,25.5,.244,+1.06,104.9,103.8,68.9,-.072,+1.15,105.5,104.4,+2.22
Lafayette,31,10,21,.323,-9.78,-6.04,7,11,8,6,2,14,2207,2307,,68.9,102.9,.297,.414,.566,48.5,49.7,6.1,8.8,.532,17.4,21.1,.228,-10.17,101.8,112.0,68.3,-.097,-6.55,101.5,108.1,-2.80
Lamar,33,19,14,.576,-5.19,-7.22,11,7,11,4,8,7,2500,2296,,71.1,105.0,.374,.370,.524,51.4,51.4,11.8,6.4,.494,15.3,32.7,.245,-3.72,101.6,105.3,67.8,-.059,-6.97,100.5,107.5,-1.75
Lehigh,30,16,14,.533,-6.42,-5.66,11,7,9,6,7,8,2336,2333,,71.0,107.0,.260,.391,.563,49.9,51.3,8.4,5.1,.532,15.5,25.4,.202,-6.23,105.7,111.9,70.8,+.042,-6.82,101.2,108.0,-2.17
Liberty,37,22,15,.595,-2.67,-6.23,9,9,13,7,7,6,2621,2353,,64.2,108.2,.339,.413,.579,53.1,58.0,9.0,9.1,.539,16.2,23.8,.268,-1.22,103.9,105.2,63.1,-.052,-6.70,101.7,108.4,-5.44
Lipscomb,33,23,10,.697,-2.10,-3.80,10,4,13,2,10,7,2708,2564,,77.0,105.0,.405,.399,.557,52.2,56.0,8.4,8.0,.518,16.9,28.3,.291,+0.43,103.2,102.8,74.9,+.112,-4.31,103.2,107.5,+5.84
Little Rock,32,7,25,.219,-10.44,-2.21,4,14,5,10,2,14,2038,2242,,66.6,94.2,.315,.355,.505,49.1,52.1,7.4,9.5,.484,18.5,28.9,.192,-11.91,93.8,105.7,65.0,-.058,-1.35,104.1,105.4,-0.37
Long Beach State,33,15,18,.455,-3.75,0.89,9,7,8,5,6,10,2485,2586,,72.3,103.4,.399,.291,.545,51.2,48.4,9.1,8.9,.503,18.0,32.6,.291,-2.62,106.1,108.7,71.8,+.027,+1.11,104.7,103.5,+8.21
Long Island University,35,18,17,.514,-8.61,-8.19,10,8,12,4,5,11,2696,2674,,72.9,105.3,.382,.397,.555,51.0,47.3,7.6,7.6,.523,17.0,29.6,.266,-8.27,102.3,110.6,71.6,+.012,-8.68,100.2,108.9,-6.06
Longwood,33,7,26,.212,-18.31,-4.31,3,15,5,11,2,13,2088,2445,,69.7,90.8,.335,.392,.511,46.2,44.9,9.5,9.1,.477,20.2,23.0,.230,-20.41,89.6,110.0,69.1,-.039,-3.96,102.8,106.7,-0.88
Louisiana,34,27,7,.794,7.58,-2.54,16,2,14,1,10,4,2829,2408,,72.7,114.1,.370,.391,.575,54.7,60.9,10.3,11.1,.535,15.6,36.1,.282,+11.14,112.7,101.5,70.6,+.033,-2.59,103.5,106.1,-0.58
Louisiana State,33,18,15,.545,10.93,8.03,8,10,14,4,3,8,2559,2463,,69.4,111.3,.326,.402,.575,49.4,51.0,11.0,9.7,.545,14.7,29.2,.238,+11.62,114.8,103.2,68.7,-.018,+8.59,110.0,101.4,-2.91
Louisiana Tech,33,17,16,.515,1.33,-0.12,7,11,11,5,2,10,2468,2331,,69.2,107.7,.371,.408,.559,49.6,56.1,8.6,10.4,.523,15.5,27.5,.269,+2.01,106.9,104.9,67.3,-.067,-0.37,104.1,104.5,-3.36
Louisiana-Monroe,32,16,16,.500,-6.27,-3.31,9,9,12,4,3,11,2235,2187,,67.1,103.3,.243,.430,.538,49.3,55.0,9.6,4.1,.513,15.5,26.9,.174,-6.00,100.5,106.5,66.1,+.042,-2.83,102.7,105.6,-3.19
Louisville,36,22,14,.611,14.30,9.08,9,9,16,6,4,7,2721,2533,,69.7,106.9,.319,.352,.552,49.7,50.5,9.9,15.0,.518,14.7,28.6,.235,+15.41,112.2,96.8,69.7,-.005,+8.90,109.6,100.7,-2.50
Loyola (IL),38,32,6,.842,10.38,1.81,15,3,14,1,9,4,2721,2377,,66.0,108.4,.319,.357,.602,51.3,59.7,9.6,6.8,.577,17.3,21.8,.231,+16.39,111.4,95.0,65.5,+.077,+2.48,104.8,102.3,-5.47
Loyola (MD),31,9,22,.290,-12.72,-5.25,6,12,8,6,1,16,2154,2326,,69.7,98.5,.334,.280,.511,50.3,45.2,10.0,8.9,.483,16.4,29.4,.218,-14.58,96.2,110.8,68.4,+.020,-5.37,102.6,108.0,-1.61
Loyola Marymount,31,11,20,.355,-4.38,1.09,5,13,7,7,3,12,2226,2369,,67.8,105.1,.327,.317,.531,50.4,54.7,10.2,7.1,.498,16.3,34.4,.232,-6.17,107.2,113.4,66.9,+.012,+0.50,105.3,104.8,-2.55
Maine,32,6,26,.188,-14.64,-3.28,3,13,4,8,2,16,2140,2408,,71.6,92.3,.298,.398,.500,47.8,49.4,8.9,8.3,.468,18.8,25.5,.206,-17.46,90.9,108.4,71.3,-.002,-2.82,103.5,106.3,-1.56
Manhattan,31,14,17,.452,-5.05,-4.15,9,9,8,3,5,8,2147,2175,,67.5,101.0,.376,.360,.548,49.6,58.8,8.7,11.4,.516,19.8,31.0,.261,-4.95,99.3,104.2,65.8,-.007,-4.26,103.5,107.7,-3.79
Marist,31,6,25,.194,-12.48,-3.57,4,14,4,9,2,10,2239,2515,,71.5,99.5,.358,.469,.560,47.8,48.5,5.8,6.4,.527,19.6,22.6,.256,-14.47,98.5,112.9,69.6,-.048,-4.24,103.4,107.6,-3.40
Marquette,35,21,14,.600,12.50,9.70,9,9,13,7,5,5,2846,2748,,70.4,114.3,.288,.444,.601,49.0,55.7,8.6,9.6,.568,15.4,27.5,.232,+13.68,119.2,105.6,69.5,+.020,+9.99,110.9,100.9,-0.66
Marshall,36,25,11,.694,4.21,0.44,12,6,15,2,6,8,3017,2849,,76.4,108.6,.335,.453,.583,46.7,59.0,9.1,12.7,.548,15.5,22.2,.256,+6.53,109.4,102.9,74.7,+.060,+0.07,105.6,105.5,-7.00
Maryland,32,19,13,.594,13.78,7.94,8,10,15,3,2,8,2338,2140,,66.6,109.4,.380,.364,.584,53.6,55.7,6.5,11.6,.546,17.9,31.6,.287,+15.03,114.1,99.1,66.3,-.046,+8.18,108.8,100.6,-4.21
Maryland-Baltimore County,36,25,11,.694,-2.02,-3.84,12,4,15,2,9,7,2630,2466,,69.2,105.6,.307,.450,.550,49.1,59.1,10.8,7.3,.531,15.5,26.8,.198,+0.50,103.1,102.6,68.4,+.125,-4.38,102.7,107.1,-3.55
Maryland-Eastern Shore,32,7,25,.219,-24.63,-7.57,3,13,6,5,0,18,1992,2473,,67.6,92.1,.294,.393,.474,45.8,48.9,7.0,5.0,.441,16.6,28.1,.198,-27.06,90.8,117.8,65.9,-.018,-7.58,101.0,108.5,+7.48
Massachusetts,33,13,20,.394,-1.66,1.10,5,13,11,6,1,11,2374,2465,,67.3,104.4,.251,.382,.553,48.9,58.7,7.0,7.7,.525,16.5,27.2,.187,-4.09,106.4,110.5,66.4,-.013,-0.54,104.3,104.8,-3.17
Massachusetts-Lowell,30,12,18,.400,-9.54,-5.78,6,10,9,7,3,11,2286,2356,,72.1,105.3,.401,.361,.558,47.0,55.0,9.7,7.2,.523,16.5,26.7,.284,-11.00,103.6,114.6,71.6,+.002,-6.84,100.8,107.6,-9.71
McNeese State,29,12,17,.414,-12.06,-6.10,8,10,7,5,5,12,2184,2209,,73.3,101.9,.330,.334,.528,50.6,41.9,7.3,10.6,.494,16.8,30.9,.234,-11.47,100.6,112.1,70.4,-.025,-5.05,101.5,106.5,+7.74
Memphis,34,21,13,.618,1.80,2.16,10,8,14,5,5,5,2408,2420,,66.3,105.3,.436,.346,.545,51.1,53.5,8.8,11.3,.507,17.4,35.1,.301,+0.78,107.5,106.7,66.6,+.135,+0.42,104.7,104.2,-6.39
Mercer,34,19,15,.559,-0.87,-3.50,11,7,11,3,7,9,2561,2373,,65.8,112.8,.367,.404,.588,54.1,55.8,8.0,5.7,.551,16.3,31.1,.279,+1.27,111.7,110.5,64.3,-.047,-2.86,102.9,105.8,-0.19
Miami (FL),32,22,10,.688,12.83,6.96,11,7,11,3,8,4,2361,2173,,67.8,107.9,.291,.360,.551,50.6,48.5,9.6,11.0,.531,14.6,29.1,.192,+15.43,112.9,97.4,67.0,+.017,+8.08,109.1,101.0,-3.82
Miami (OH),34,16,18,.471,-3.56,-1.15,8,10,9,5,6,11,2449,2404,,68.8,102.5,.273,.438,.540,51.2,51.1,10.8,7.0,.517,16.7,27.9,.187,-2.82,100.2,103.0,66.7,+.022,-0.68,104.8,105.5,+1.72
Michigan,41,33,8,.805,19.03,9.41,13,5,15,1,6,5,3019,2596,,65.9,110.8,.307,.433,.564,50.3,53.6,9.6,8.1,.545,12.4,24.9,.203,+24.20,114.7,90.5,64.9,+.052,+10.32,111.4,101.1,-4.83
Michigan State,35,30,5,.857,22.41,7.10,16,2,16,1,8,1,2807,2271,,68.2,117.2,.359,.363,.601,57.6,67.6,6.0,18.5,.569,16.4,36.8,.268,+25.41,119.2,93.8,67.0,+.038,+6.64,108.6,101.9,-5.03
Middle Tennessee,33,25,8,.758,10.29,2.83,16,2,12,2,12,2,2479,2188,,67.8,109.9,.306,.339,.565,54.1,51.9,8.9,7.1,.534,15.9,31.2,.227,+14.68,111.3,96.6,66.5,+.008,+3.58,107.5,103.9,+7.65
Milwaukee,33,16,17,.485,-4.15,-4.25,8,10,9,7,6,9,2259,2260,,67.6,100.6,.282,.376,.532,50.8,51.4,8.7,10.7,.508,16.3,25.5,.190,-3.11,100.3,103.4,65.7,-.023,-4.43,102.3,106.7,-2.02
Minnesota,32,15,17,.469,7.01,6.91,4,14,11,6,2,9,2405,2402,,70.2,105.8,.351,.320,.523,50.0,54.9,8.0,12.7,.487,13.3,29.9,.247,+5.08,108.7,103.7,69.8,-.020,+6.85,108.8,101.9,-5.09
Mississippi,32,12,20,.375,6.85,9.16,5,13,10,8,1,10,2426,2500,,70.8,105.5,.338,.394,.523,49.7,55.6,8.7,11.2,.483,13.6,31.1,.247,+6.42,111.1,104.7,70.0,-.053,+9.62,109.7,100.0,+0.90
Mississippi State,37,25,12,.676,11.71,6.82,9,9,19,2,4,8,2716,2507,,68.4,106.6,.310,.373,.550,51.4,49.1,9.5,14.8,.524,16.4,31.8,.214,+13.61,110.5,96.9,67.3,+.042,+7.03,108.5,101.5,-10.55
Mississippi Valley State,32,4,28,.125,-21.41,-8.13,4,14,3,6,1,21,2075,2500,,69.9,91.3,.291,.287,.461,47.2,43.1,8.2,5.2,.426,15.7,29.7,.196,-24.21,90.3,114.5,69.4,-.032,-7.46,100.3,107.8,+7.23
Missouri,33,20,13,.606,13.81,9.19,10,8,13,3,5,6,2399,2246,,67.3,107.1,.390,.453,.573,53.2,55.8,7.6,11.3,.537,18.3,31.1,.286,+14.83,111.9,97.0,65.7,-.025,+9.55,109.8,100.2,+1.07
Missouri State,33,18,15,.545,3.08,0.45,7,11,10,5,4,8,2313,2197,,66.2,105.4,.270,.362,.525,54.0,49.9,7.0,11.2,.496,14.8,33.2,.193,+4.81,108.3,103.5,65.5,-.046,+1.05,103.9,102.9,-3.02
Missouri-Kansas City,32,10,22,.313,-10.19,-1.02,5,9,6,8,3,11,2251,2447,,72.4,96.8,.344,.455,.520,44.0,46.8,8.7,6.7,.483,16.0,21.7,.245,-10.32,98.2,108.5,69.3,-.009,-0.19,104.8,105.0,+1.93
Monmouth,31,11,20,.355,-2.41,-1.24,7,11,6,6,4,12,2336,2372,,71.0,102.9,.441,.334,.562,51.0,50.7,8.7,7.4,.523,18.5,26.6,.314,-1.21,103.5,104.7,70.0,-.112,-0.86,104.8,105.7,+5.06
Montana,34,26,8,.765,6.28,-2.25,16,2,14,0,8,6,2625,2329,,70.0,108.7,.386,.272,.549,53.3,45.3,10.9,9.2,.513,15.0,33.1,.273,+10.40,108.8,98.4,68.0,-.000,-1.96,104.0,106.0,+2.09
Montana State,32,13,19,.406,-8.69,-3.53,6,12,8,6,3,12,2434,2524,,72.1,104.2,.387,.379,.533,50.1,49.1,7.5,5.6,.490,14.9,29.0,.281,-9.27,102.1,111.3,69.7,+.026,-2.85,104.5,107.4,-1.88
Morehead State,29,8,21,.276,-10.65,-1.91,4,14,7,6,1,15,2043,2204,,70.6,99.3,.358,.381,.528,51.4,48.3,8.0,8.8,.492,19.1,32.5,.251,-9.96,99.0,109.0,68.5,-.069,-0.74,104.7,105.5,+7.60
Morgan State,31,13,18,.419,-15.67,-11.97,7,8,8,2,3,15,2273,2338,,71.4,101.0,.394,.254,.508,51.3,49.4,9.9,8.1,.461,16.3,34.7,.286,-14.82,96.3,111.1,68.9,-.060,-11.95,98.6,110.5,+0.36
Mount St. Mary's,32,18,14,.563,-8.15,-8.05,12,6,12,3,6,11,2331,2301,,67.1,107.3,.299,.480,.574,43.3,55.5,10.2,10.7,.546,14.7,20.4,.219,-6.36,103.7,110.1,64.7,+.029,-8.63,100.7,109.4,-3.44
Murray State,32,26,6,.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,,68.2,115.3,.381,.399,.591,54.1,54.1,9.9,8.7,.558,15.3,33.0,.280,+12.19,112.9,100.7,67.2,-.000,-3.56,102.9,106.4,-0.99
NJIT,30,14,16,.467,-7.25,-5.53,7,7,10,7,4,9,2248,2197,,71.0,104.7,.321,.362,.541,50.6,51.6,11.5,8.4,.514,16.1,30.6,.220,-7.95,98.6,106.6,66.9,-.024,-7.24,103.3,110.6,-2.51
Navy,32,20,12,.625,-6.93,-7.22,11,7,9,6,9,6,2199,2125,,67.0,102.2,.361,.358,.540,54.2,58.4,9.6,4.2,.503,18.2,32.1,.260,-5.67,98.7,104.3,65.4,+.095,-8.20,100.8,109.0,-6.56
Nebraska,33,22,11,.667,10.99,7.32,13,5,16,1,4,8,2386,2265,,68.1,105.7,.376,.352,.531,48.7,54.4,8.9,12.8,.491,13.9,30.1,.270,+13.54,110.6,97.1,67.4,+.055,+7.14,108.4,101.3,-3.10
Nevada,37,29,8,.784,14.44,4.93,15,3,14,1,11,3,3055,2703,,70.6,115.5,.363,.404,.582,49.4,57.0,8.7,10.9,.548,12.0,26.2,.269,+18.39,120.2,101.8,69.4,-.026,+5.13,107.0,101.8,+3.61
Nevada-Las Vegas,33,20,13,.606,7.20,1.87,8,10,13,6,5,6,2753,2577,,73.7,111.1,.434,.277,.571,53.7,54.7,7.4,9.7,.535,16.4,34.4,.306,+6.44,111.4,104.9,72.3,-.012,+0.86,106.0,105.1,-5.02
New Hampshire,31,10,21,.323,-8.38,-4.32,6,10,8,7,2,12,2103,2085,,66.7,101.8,.302,.430,.510,53.9,50.8,5.4,5.6,.472,14.9,30.6,.222,-10.35,98.2,108.5,65.4,-.069,-4.86,102.4,107.2,-4.07
New Mexico,34,19,15,.559,5.81,3.30,12,6,13,4,4,8,2795,2641,,73.6,111.2,.343,.474,.582,46.9,57.4,10.0,7.3,.544,14.9,26.3,.266,+6.52,113.3,106.8,71.3,-.022,+2.70,105.9,103.2,+1.41
New Mexico State,34,28,6,.824,9.06,-1.10,12,2,14,1,8,3,2572,2183,,70.1,107.5,.287,.367,.538,56.0,49.9,7.9,8.6,.519,15.2,34.2,.184,+12.92,107.9,95.0,68.5,+.027,-1.40,104.0,105.4,+3.70
New Orleans,33,16,17,.485,-9.01,-5.78,11,7,10,3,5,13,2297,2322,,68.8,100.7,.420,.247,.533,51.2,59.3,10.4,9.9,.497,18.8,32.8,.283,-8.95,98.5,107.4,66.1,+.047,-4.84,101.6,106.5,+11.06
Niagara,33,19,14,.576,-4.84,-4.21,12,6,9,5,10,7,2748,2769,,75.0,110.1,.380,.357,.548,50.0,42.1,6.9,10.1,.508,12.9,30.5,.277,-3.99,109.5,113.5,73.7,+.090,-4.08,102.6,106.7,-3.49
Nicholls State,32,21,11,.656,-3.54,-5.86,15,3,12,3,9,7,2641,2411,,76.9,107.3,.349,.366,.568,50.7,50.4,12.5,10.1,.537,17.4,30.5,.250,-1.56,103.3,104.9,73.5,+.037,-5.69,101.9,107.6,+4.11
Norfolk State,33,14,19,.424,-12.98,-10.18,11,5,8,6,5,11,2399,2417,,72.3,100.2,.321,.355,.523,51.9,52.4,8.6,11.0,.494,18.1,33.0,.215,-13.14,95.4,108.6,69.0,+.002,-11.00,98.9,109.9,+0.76
North Carolina,37,26,11,.703,20.08,11.78,11,7,12,3,6,5,3018,2711,,71.7,113.4,.280,.351,.551,56.4,61.0,8.0,11.1,.520,14.0,37.4,.208,+23.59,120.3,96.7,71.2,-.011,+13.26,111.6,98.3,+7.58
North Carolina A&T,35,20,15,.571,-12.57,-11.20,11,5,12,0,5,13,2623,2605,,71.2,104.2,.386,.352,.551,50.7,57.5,8.4,5.8,.515,16.8,28.5,.275,-12.68,98.1,110.8,69.3,+.098,-11.80,98.7,110.5,-1.27
North Carolina Central,35,19,16,.543,-13.19,-12.31,9,7,12,2,3,13,2520,2425,,68.9,104.2,.290,.311,.538,53.4,57.4,7.4,9.4,.512,17.4,33.6,.199,-13.41,96.6,110.0,65.0,+.019,-12.78,98.4,111.2,-1.47
North Carolina State,33,21,12,.636,12.91,6.70,11,7,16,3,4,5,2682,2477,,72.1,112.3,.342,.344,.562,50.3,55.0,10.2,9.2,.534,14.3,33.3,.238,+14.52,116.3,101.8,71.4,-.001,+7.71,108.6,100.9,-9.71
North Carolina-Asheville,34,21,13,.618,-3.92,-3.57,13,5,14,2,7,10,2557,2499,,69.5,106.2,.320,.366,.578,50.7,57.2,10.5,9.5,.547,17.5,25.7,.237,-1.91,105.7,107.6,69.4,+.095,-3.36,103.3,106.7,+5.59
North Carolina-Greensboro,35,27,8,.771,4.54,-3.87,15,3,16,1,8,6,2562,2189,,66.9,107.1,.265,.452,.548,55.0,52.7,11.2,12.4,.525,17.1,34.1,.185,+9.22,104.9,95.7,65.2,-.024,-4.57,103.7,108.2,-3.46
