School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Auburn,32,18,14,.563,8.17,7.33,7,11,10,5,6,6,2573,2546,1290,861,1969,.437,289,789,.366,562,836,.672,369,1171,416,234,162,434,668,75.2,106.1,.425,.401,.544,48.4,48.3,9.6,13.4,.511,15.5,30.3,.285,+8.27,111.7,103.4,73.1,+.045,+7.05,107.4,100.3,+1.87
Austin Peay,30,11,19,.367,-11.00,-2.32,7,9,5,8,4,11,2331,2515,1215,806,1718,.469,227,640,.355,492,695,.708,245,913,324,171,73,373,547,71.8,106.9,.405,.373,.569,44.9,40.2,7.8,6.3,.535,15.4,24.4,.286,-11.08,106.0,117.1,69.5,+.040,-1.75,104.7,106.5,+3.21
Ball State,34,21,13,.618,-1.45,-3.57,11,7,11,5,7,7,2677,2567,1380,929,2014,.461,319,841,.379,500,696,.718,335,1281,529,203,118,496,658,72.7,106.7,.346,.418,.571,51.2,56.9,8.1,8.8,.540,17.5,28.3,.248,-0.47,104.8,105.2,70.5,+.051,-4.00,103.0,107.0,-10.62
Baylor,35,27,8,.771,19.75,11.87,12,6,15,2,6,4,2550,2228,1400,921,1956,.471,230,641,.359,478,661,.723,451,1329,544,180,166,469,617,65.3,111.5,.338,.328,.562,56.5,59.1,7.9,13.0,.530,17.1,40.2,.244,+25.01,117.3,92.3,62.7,+.002,+12.77,111.3,98.5,+1.64
Belmont,30,23,7,.767,4.28,-1.69,15,1,12,1,11,4,2302,2078,1205,798,1703,.469,306,895,.342,400,521,.768,254,1057,481,131,80,380,531,69.0,110.7,.306,.526,.590,52.1,60.3,6.3,6.8,.558,16.3,26.3,.235,+7.60,110.5,102.9,67.5,+.067,-2.42,103.6,106.0,+3.77
Bethune-Cookman,32,10,22,.313,-19.44,-11.21,6,10,7,7,2,13,2275,2490,1315,840,2022,.415,228,712,.320,367,554,.662,397,1135,448,245,96,413,644,70.1,98.7,.274,.352,.498,47.0,53.3,10.6,7.9,.472,15.3,31.1,.182,-20.20,95.0,115.2,67.8,-.011,-11.25,98.7,109.9,-2.17
Binghamton,32,12,20,.375,-11.99,-5.79,3,13,7,7,4,13,2175,2270,1285,768,1757,.437,248,685,.362,391,555,.705,251,1055,410,167,78,397,545,67.4,100.4,.316,.390,.538,48.6,53.4,7.7,6.9,.508,16.4,23.4,.223,-13.68,96.2,109.9,65.5,-.009,-4.99,102.3,107.3,-4.64
Boise State,32,20,12,.625,5.52,2.72,12,6,11,3,8,7,2404,2278,1280,811,1802,.450,253,726,.348,529,743,.712,309,1139,387,158,77,409,662,70.4,106.7,.412,.403,.558,51.3,47.7,7.0,6.1,.520,16.0,28.2,.294,+6.50,109.7,103.2,68.9,+.024,+2.44,105.5,103.1,+1.64
Boston College,32,9,23,.281,2.20,8.08,2,16,8,10,0,9,2320,2508,1280,843,1880,.448,256,685,.374,378,556,.680,292,1119,473,179,87,467,597,72.5,100.0,.296,.364,.541,50.2,56.1,7.7,7.3,.516,17.9,25.7,.201,+0.42,104.3,103.9,70.6,-.032,+9.15,110.6,101.4,-6.13
Boston University,32,18,14,.563,-2.43,-3.66,12,6,11,5,6,9,2339,2264,1300,817,1844,.443,274,773,.354,431,619,.696,311,1141,449,265,81,444,610,69.9,102.9,.336,.419,.547,50.1,55.0,11.7,7.7,.517,17.2,27.6,.234,-2.08,101.4,103.4,69.2,+.003,-4.23,101.7,105.9,-0.54
Bowling Green State,32,13,19,.406,-6.00,-2.00,7,11,10,7,3,12,2355,2453,1295,832,1957,.425,220,644,.342,471,706,.667,353,1153,390,221,87,408,623,72.7,100.1,.361,.329,.514,48.8,46.9,9.4,7.1,.481,15.1,28.2,.241,-7.21,100.0,107.2,69.5,+.010,-1.60,103.8,105.4,-5.99
Bradley,33,13,20,.394,-2.84,2.94,7,11,8,7,3,10,2163,2333,1325,731,1722,.425,217,609,.356,484,719,.673,297,1156,372,203,118,499,672,68.6,95.1,.418,.354,.524,49.2,50.9,8.9,10.5,.488,19.5,26.2,.281,-4.30,98.5,102.8,67.1,+.018,+2.71,105.9,103.2,+0.64
Brigham Young,34,22,12,.647,8.22,1.87,12,6,14,4,5,4,2741,2525,1360,937,2057,.456,230,668,.344,637,869,.733,363,1418,534,224,156,469,657,75.6,106.7,.422,.325,.555,53.5,57.0,8.7,11.7,.511,16.0,29.2,.310,+9.68,109.1,99.4,75.0,+.010,+0.33,104.2,103.9,-2.20
Brown,30,13,17,.433,-8.55,-4.08,4,10,9,7,4,8,2275,2338,1200,735,1660,.443,244,665,.367,561,739,.759,275,933,399,228,56,430,597,72.1,105.1,.445,.401,.566,47.8,54.3,10.5,5.3,.516,17.6,27.1,.338,-9.81,104.1,113.9,70.8,+.017,-5.23,101.3,106.5,-9.40
Bryant,32,12,20,.375,-9.69,-5.43,9,9,9,5,2,15,2373,2478,1315,839,1917,.438,237,701,.338,458,636,.720,345,1148,460,218,69,428,680,70.0,103.2,.332,.366,.535,49.4,54.8,9.5,5.8,.499,16.2,29.5,.239,-10.37,101.7,112.0,68.7,-.014,-6.17,100.7,106.8,+3.35
Bucknell,35,26,9,.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,1400,942,1961,.480,286,754,.379,497,730,.681,302,1203,510,252,134,466,655,70.7,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253,+8.71,109.1,100.3,69.3,+.018,-4.37,100.9,105.3,+1.09
Buffalo,32,17,15,.531,0.92,-1.01,11,7,8,4,8,7,2486,2375,1285,877,1945,.451,240,727,.330,492,711,.692,385,1295,459,181,127,453,735,73.1,105.8,.366,.374,.545,53.1,52.3,7.7,10.2,.513,16.6,33.0,.253,+3.11,105.3,102.2,70.9,-.053,-0.17,105.3,105.5,+2.76
Butler,34,25,9,.735,17.70,10.23,12,6,13,3,7,4,2595,2341,1370,906,1898,.477,261,714,.366,522,704,.741,287,1091,453,206,96,346,640,67.3,112.6,.371,.376,.581,50.6,50.0,8.9,8.4,.546,13.4,27.1,.275,+20.91,118.0,97.1,64.9,-.001,+10.72,110.6,99.9,+5.29
Cal Poly,31,11,20,.355,-10.71,-4.22,6,10,6,6,5,11,2082,2242,1250,726,1800,.403,258,758,.340,372,534,.697,300,1003,322,162,113,333,574,66.7,99.9,.297,.421,.507,46.5,44.4,7.8,9.2,.475,14.0,26.0,.207,-13.18,99.9,113.0,64.9,+.013,-4.18,100.7,104.9,+2.64
Cal State Bakersfield,35,25,10,.714,3.21,-1.94,12,2,12,1,11,6,2502,2235,1425,895,2035,.440,229,652,.351,483,755,.640,433,1349,507,286,137,519,794,69.6,100.8,.371,.320,.523,52.3,56.6,11.5,12.3,.496,17.8,33.9,.237,+4.52,98.0,93.5,66.0,-.004,-3.53,101.9,105.5,-1.04
Cal State Fullerton,32,17,15,.531,-7.55,-6.85,10,6,12,4,4,8,2351,2280,1315,821,1850,.444,196,631,.311,513,747,.687,341,1196,387,223,117,465,666,70.8,100.9,.404,.341,.533,52.2,47.1,9.6,9.9,.497,17.4,30.0,.277,-8.54,97.0,105.5,68.1,+.034,-8.82,99.7,108.5,-7.89
Cal State Northridge,30,11,19,.367,-8.34,-4.13,7,9,7,7,4,8,2341,2440,1200,806,1747,.461,145,415,.349,584,801,.729,295,1052,411,207,90,399,638,74.6,104.6,.459,.238,.550,49.0,51.0,9.2,7.0,.503,15.8,28.0,.334,-10.60,104.0,114.6,72.3,-.032,-5.96,99.9,105.8,+0.71
Campbell,37,19,18,.514,-9.68,-7.59,7,11,11,8,6,9,2653,2605,1490,909,1992,.456,294,798,.368,541,720,.751,292,1219,432,244,151,476,662,67.7,105.2,.361,.401,.568,49.3,47.5,9.7,11.3,.530,16.9,24.4,.272,-11.36,99.3,110.7,65.0,+.035,-7.53,101.3,108.8,-5.06
Canisius,34,18,16,.529,-2.82,-3.50,10,10,7,7,9,8,2665,2642,1370,943,2066,.456,309,832,.371,470,639,.736,364,1120,601,230,64,446,659,71.4,108.9,.309,.403,.562,48.3,63.7,9.4,4.9,.531,15.8,30.2,.227,-1.63,108.3,109.9,69.2,+.016,-3.04,102.8,105.8,-0.82
Central Arkansas,32,8,24,.250,-13.04,-3.76,7,11,5,6,3,16,2395,2692,1295,836,1910,.438,230,613,.375,493,687,.718,337,1151,465,178,84,446,606,72.2,102.5,.360,.321,.535,48.8,55.6,7.6,7.4,.498,16.6,28.8,.258,-13.51,104.0,117.5,70.6,-.014,-3.03,103.0,106.0,+6.91
Central Connecticut State,29,6,23,.207,-17.51,-7.68,4,14,3,9,3,14,1827,2112,1170,675,1602,.421,146,418,.349,331,534,.620,332,966,341,166,68,413,539,66.5,93.9,.333,.261,.492,48.5,50.5,8.5,6.9,.467,18.2,31.5,.207,-21.08,92.8,113.9,64.4,-.023,-8.06,99.3,107.4,-3.67
Central Florida,36,24,12,.667,9.58,3.69,11,7,15,3,6,6,2414,2202,1445,825,1898,.435,263,748,.352,501,758,.661,389,1471,400,144,145,525,548,66.2,101.0,.399,.394,.535,55.6,48.5,6.0,11.1,.504,18.9,32.6,.264,+11.00,103.8,92.8,65.2,-.002,+2.06,104.9,102.9,-6.41
Central Michigan,32,16,16,.500,-5.76,-2.63,6,12,10,5,5,9,2826,2807,1295,912,2153,.424,399,1115,.358,603,762,.791,364,1244,362,181,93,362,612,77.8,112.2,.354,.518,.562,47.7,39.7,7.2,6.6,.516,12.6,27.9,.280,-6.03,111.5,117.6,74.8,+.053,-1.94,103.2,105.1,-5.19
Charleston Southern,31,12,19,.387,-12.28,-6.21,7,11,9,6,3,12,2304,2343,1255,824,1868,.441,228,669,.341,428,643,.666,336,1092,341,176,89,358,620,69.7,105.3,.344,.358,.530,50.1,41.4,8.0,8.4,.502,14.1,29.0,.229,-13.40,103.2,116.6,67.7,+.007,-5.64,101.1,106.7,+4.73
Charlotte,30,13,17,.433,-5.24,-0.93,7,11,10,5,3,9,2295,2407,1205,800,1803,.444,237,630,.376,458,614,.746,224,979,361,190,94,366,578,74.4,102.4,.341,.349,.548,44.8,45.1,8.5,7.3,.509,14.9,20.6,.254,-6.29,103.2,109.4,72.3,+.033,-1.72,103.4,105.1,+2.25
Chattanooga,31,19,12,.613,1.10,-2.08,10,8,11,3,7,7,2314,2132,1245,801,1718,.466,231,667,.346,481,677,.710,322,1005,377,241,145,413,570,68.1,109.2,.394,.388,.567,49.1,47.1,11.4,12.4,.533,16.8,31.1,.280,+4.59,106.7,102.1,65.0,-.010,-0.56,105.7,106.3,+2.64
Chicago State,32,6,26,.188,-16.67,-0.19,1,13,3,7,2,17,2089,2511,1300,739,1923,.384,212,681,.311,399,569,.701,344,1123,360,215,68,440,616,70.3,91.4,.296,.354,.476,46.8,48.7,9.4,6.6,.439,16.7,26.8,.207,-19.38,91.9,111.3,66.6,-.009,+1.60,104.5,102.9,+5.89
Cincinnati,36,30,6,.833,18.43,5.49,16,2,18,0,8,3,2674,2208,1450,969,2116,.458,264,764,.346,472,688,.686,437,1328,557,261,173,361,566,65.1,113.3,.325,.361,.547,53.3,57.5,11.1,13.9,.520,12.9,35.5,.223,+22.32,114.3,91.9,63.4,+.029,+3.56,106.5,103.0,-0.22
Citadel,33,12,21,.364,-12.86,-2.93,4,14,8,8,3,12,2964,3121,1335,980,2357,.416,397,1165,.341,607,802,.757,448,1232,561,306,85,473,737,82.6,107.5,.340,.494,.541,45.9,57.2,11.1,5.9,.500,14.7,30.1,.258,-10.74,105.6,116.4,79.3,+.023,-1.05,104.9,106.0,-2.00
Clemson,33,17,16,.515,13.22,9.98,6,12,11,6,3,7,2468,2361,1325,871,1939,.449,239,669,.357,487,666,.731,365,1124,414,235,130,354,501,67.7,110.0,.343,.345,.547,49.3,47.5,10.5,10.7,.511,13.6,31.4,.251,+15.88,115.9,100.0,65.9,-.053,+11.52,111.2,99.7,+2.16
Cleveland State,31,9,22,.290,-6.73,-1.53,5,13,5,6,2,14,2083,2222,1260,745,1838,.405,219,709,.309,374,541,.691,339,1024,327,221,94,405,636,68.8,96.2,.294,.386,.497,47.0,43.9,10.2,8.7,.465,16.2,29.0,.203,-6.81,96.4,103.2,64.9,-.090,-0.97,104.8,105.8,+5.16
Coastal Carolina,39,20,19,.513,-3.94,-1.48,10,8,15,6,3,12,2833,2858,1570,1021,2416,.423,318,963,.330,473,719,.658,480,1571,467,237,109,508,709,71.0,101.7,.298,.399,.514,52.0,45.7,8.5,8.7,.488,15.6,31.1,.196,-2.77,102.5,105.3,67.5,+.025,+0.11,104.8,104.7,+1.81
Colgate,32,10,22,.313,-8.47,-3.60,8,10,4,8,6,12,2145,2273,1305,745,1693,.440,271,732,.370,384,567,.677,263,1037,414,164,82,470,603,66.4,99.0,.335,.432,.547,49.7,55.6,7.6,7.7,.520,19.3,25.1,.227,-9.13,98.5,107.7,64.6,-.013,-2.81,102.5,105.3,-0.54
College of Charleston,35,25,10,.714,3.99,-0.19,14,4,12,2,10,5,2416,2260,1405,804,1862,.432,220,670,.328,588,799,.736,302,1194,355,194,117,364,604,65.6,104.9,.429,.360,.539,49.1,44.2,8.4,9.8,.491,14.0,25.6,.316,+7.51,105.9,98.4,63.8,+.064,-0.09,105.7,105.8,+0.48
Colorado,34,19,15,.559,9.12,6.00,8,10,13,4,4,9,2568,2455,1370,888,1993,.446,250,718,.348,542,770,.704,403,1276,474,172,146,410,632,69.0,108.7,.386,.360,.544,52.1,53.4,7.3,11.9,.508,14.8,32.7,.272,+10.21,112.0,101.8,67.3,-.040,+5.02,107.6,102.5,-0.62
Colorado State,36,24,12,.667,6.03,2.17,13,5,15,5,7,5,2611,2447,1440,879,2070,.425,257,758,.339,596,815,.731,409,1374,397,218,123,392,618,68.1,106.6,.394,.366,.531,51.9,45.2,8.9,9.8,.487,13.8,31.6,.288,+8.48,108.3,99.9,65.7,+.014,+1.33,104.5,103.2,-1.06
Columbia,27,11,16,.407,-5.67,-3.13,5,9,7,6,4,10,1940,1964,1090,700,1603,.437,211,584,.361,329,465,.708,273,941,418,190,79,347,506,69.5,102.5,.290,.364,.532,48.5,59.7,10.0,9.2,.502,16.0,28.1,.205,-6.20,101.0,107.2,68.4,-.022,-3.03,102.8,105.8,-3.66
Connecticut,33,16,17,.485,7.23,6.61,9,9,8,6,4,8,2220,2189,1330,778,1809,.430,223,628,.355,441,619,.712,336,1209,432,146,177,402,575,65.4,102.1,.342,.347,.528,50.9,55.5,6.7,15.3,.492,16.0,29.9,.244,+6.73,105.3,98.6,64.5,-.047,+6.13,107.4,101.3,+5.52
Coppin State,32,8,24,.250,-21.51,-8.01,7,9,5,6,3,16,2119,2521,1290,705,1846,.382,225,708,.318,484,745,.650,367,1115,335,182,72,440,664,70.5,93.1,.404,.384,.482,46.3,47.5,8.0,6.4,.443,16.7,28.4,.262,-21.74,93.7,115.4,68.3,+.002,-6.82,100.7,107.5,+7.95
Cornell,29,8,21,.276,-8.40,-1.55,4,10,3,8,4,12,2074,2238,1165,746,1646,.453,244,720,.339,338,484,.698,219,976,417,150,78,419,529,71.3,99.8,.294,.437,.553,48.7,55.9,7.2,6.7,.527,18.3,22.5,.205,-8.67,99.7,108.4,69.2,-.032,-0.20,105.3,105.5,+1.94
Creighton,35,25,10,.714,17.27,8.95,10,8,13,4,7,4,2864,2549,1400,1078,2137,.504,304,766,.397,404,592,.682,289,1223,598,213,102,435,582,72.9,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.8,.189,+19.59,115.6,96.0,70.5,+.009,+8.98,110.2,101.2,-1.30
Dartmouth,27,7,20,.259,-11.15,-3.45,4,10,3,9,4,11,1812,2020,1085,631,1463,.431,199,565,.352,351,495,.709,249,917,301,124,48,401,493,68.2,97.9,.338,.386,.534,50.5,47.7,6.7,4.7,.499,19.1,27.6,.240,-12.97,99.2,112.1,66.9,+.032,-2.87,102.3,105.2,-4.46
Davidson,32,17,15,.531,6.45,4.26,8,10,8,5,5,7,2362,2292,1290,814,1861,.437,292,856,.341,442,587,.753,285,1149,499,163,106,390,583,69.5,105.4,.315,.460,.552,49.6,61.3,7.3,8.5,.516,15.4,25.1,.238,+7.82,108.5,100.7,68.0,-.031,+4.66,106.9,102.3,+2.31
Dayton,32,24,8,.750,12.98,4.27,15,3,15,1,7,3,2428,2126,1285,820,1763,.465,258,671,.385,530,768,.690,277,1097,500,249,128,376,601,69.4,108.9,.436,.381,.571,49.7,61.0,11.2,11.9,.538,15.0,25.8,.301,+15.67,112.3,96.6,68.2,-.011,+3.38,105.6,102.2,+2.89
DePaul,32,9,23,.281,2.09,7.78,2,16,8,10,1,9,2206,2388,1285,775,1804,.430,184,564,.326,472,642,.735,339,1057,366,213,92,451,635,69.0,99.5,.356,.313,.523,49.0,47.2,9.6,8.8,.481,17.6,29.9,.262,-1.03,103.5,104.5,67.2,-.069,+7.28,108.8,101.5,-7.09
Delaware,33,13,20,.394,-9.97,-1.42,5,13,9,5,3,12,2157,2381,1325,775,1838,.422,196,643,.305,411,599,.686,322,1159,385,176,102,396,625,66.1,98.4,.326,.350,.508,50.1,49.7,8.0,9.7,.475,15.7,27.5,.224,-11.09,97.3,108.4,64.4,+.089,+0.21,106.4,106.2,-2.93
Delaware State,32,10,22,.313,-18.81,-9.37,7,9,4,7,6,14,2186,2399,1295,782,1865,.419,263,727,.362,359,545,.659,348,1057,429,177,89,436,608,68.4,98.6,.292,.390,.515,46.2,54.9,8.0,8.5,.490,17.0,29.3,.192,-19.85,94.3,114.1,65.3,+.007,-8.51,100.6,109.1,+3.87
Denver,30,16,14,.533,-2.99,-4.19,8,8,8,5,7,8,2275,2239,1210,811,1684,.482,223,555,.402,428,583,.734,273,1058,452,150,64,404,603,69.0,109.0,.346,.330,.580,53.1,55.7,7.2,6.1,.548,17.1,28.8,.254,-1.54,107.5,109.1,66.3,-.007,-3.52,103.9,107.4,-5.14
Detroit Mercy,31,8,23,.258,-10.72,-1.62,6,12,5,9,3,13,2387,2630,1255,830,1867,.445,251,675,.372,476,717,.664,320,1036,398,203,78,451,741,74.3,102.4,.384,.362,.541,47.1,48.0,8.7,6.9,.512,17.0,27.6,.255,-12.33,102.2,114.5,72.2,+.016,-1.22,103.7,104.9,+2.72
Drake,31,7,24,.226,-4.71,1.91,5,13,6,9,1,11,2208,2390,1255,760,1856,.409,270,782,.345,418,553,.756,311,1070,404,188,75,389,563,70.0,100.5,.298,.421,.521,47.5,53.2,8.6,6.4,.482,15.5,26.9,.225,-8.20,103.0,111.2,69.0,-.083,+1.19,104.1,102.9,-3.42
Drexel,32,9,23,.281,-7.43,-2.56,3,15,5,8,4,14,2397,2508,1300,865,1987,.435,256,741,.345,411,617,.666,379,1177,470,187,98,425,644,71.4,103.3,.311,.373,.526,49.8,54.3,8.1,8.1,.500,15.7,30.9,.207,-7.15,102.9,110.0,69.8,-.089,-0.96,104.6,105.5,-3.59
Duke,37,28,9,.757,21.56,10.91,11,7,15,1,4,6,2991,2597,1480,1019,2144,.475,311,822,.378,642,842,.762,390,1341,484,226,172,421,675,69.9,115.7,.393,.383,.588,51.9,47.5,8.7,10.9,.548,14.2,31.6,.299,+25.09,121.0,95.9,67.6,+.027,+12.38,111.5,99.1,+0.05
Duquesne,32,10,22,.313,-3.06,0.69,3,15,8,10,1,10,2256,2376,1280,785,1835,.428,226,677,.334,460,680,.676,343,1167,401,157,127,454,593,71.0,99.3,.371,.369,.523,49.4,51.1,6.9,10.0,.489,17.4,29.0,.251,-5.19,101.9,107.1,69.5,-.075,-0.87,103.2,104.1,-8.10
East Carolina,33,15,18,.455,-0.49,1.33,6,12,12,5,1,11,2088,2148,1320,716,1797,.398,214,668,.320,442,673,.657,370,1252,394,168,171,459,550,66.8,94.8,.375,.372,.493,50.4,55.0,7.6,13.2,.458,17.8,30.7,.246,-1.18,97.1,98.3,66.4,+.013,+1.06,105.2,104.1,-10.43
East Tennessee State,35,27,8,.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,1415,960,1967,.488,265,693,.382,597,850,.702,357,1269,516,293,162,519,698,71.4,110.2,.432,.352,.587,53.1,53.8,11.6,13.6,.555,18.0,31.3,.304,+11.49,108.0,96.5,69.7,+.002,-1.39,105.3,106.7,+0.54
Eastern Illinois,29,14,15,.483,-5.35,-5.05,6,10,8,6,6,9,2169,2083,1195,772,1852,.417,259,696,.372,366,501,.731,348,1081,444,198,119,370,559,70.5,103.0,.271,.376,.519,49.0,57.5,9.4,10.7,.487,15.0,30.4,.198,-4.87,100.0,104.9,68.1,-.049,-4.70,102.8,107.5,-3.01
Eastern Kentucky,31,12,19,.387,-8.65,-2.44,5,11,8,6,3,12,2197,2330,1265,750,1751,.428,235,733,.321,462,655,.705,286,1018,422,185,113,432,619,69.7,99.7,.374,.419,.533,46.8,56.3,8.4,10.0,.495,17.3,26.2,.264,-9.47,98.4,107.8,67.1,+.015,-1.63,104.8,106.4,+0.63
Eastern Michigan,33,16,17,.485,-0.18,0.16,7,11,10,6,5,10,2566,2409,1330,918,2046,.449,211,616,.343,519,716,.725,420,1201,443,317,144,399,704,71.2,108.4,.350,.301,.538,49.9,48.3,13.4,13.1,.500,14.3,34.3,.254,+1.24,106.1,104.8,67.7,-.078,+0.88,106.7,105.8,+5.62
Eastern Washington,34,22,12,.647,-2.77,-4.43,13,5,15,1,6,10,2695,2592,1410,947,1975,.479,281,741,.379,520,675,.770,309,1196,421,158,162,415,679,68.0,112.4,.342,.375,.587,50.9,44.5,6.6,12.5,.551,15.3,27.6,.263,-1.43,108.7,110.1,66.4,+.092,-5.70,102.7,108.4,+2.12
