School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Butler,37,22,15,.595,2.86,1.14,11,7,13,6,7,9,2352,2245,1495,823,2014,.409,183,651,.281,523,806,.649,468,1201,454,239,123,485,715,64.5,97.5,.400,.323,.491,50.5,55.2,9.9,10.1,.454,16.8,35.7,.260,+5.31,99.7,94.4,64.1,+.020,+1.42,103.1,101.6,+6.43
Cal Poly,33,18,15,.545,-0.58,-3.78,8,8,10,4,5,10,2136,1998,1320,772,1800,.429,226,642,.352,366,524,.698,407,1033,417,188,51,351,594,60.4,107.1,.291,.357,.521,51.9,54.0,9.4,4.8,.492,14.6,36.7,.203,+0.49,104.4,103.9,59.1,-.070,-4.14,101.6,105.7,-2.58
Cal State Bakersfield,31,16,15,.516,-7.15,-3.65,0,0,10,3,6,12,2121,2154,1245,761,1676,.454,198,542,.365,401,587,.683,352,883,439,248,107,457,614,66.2,103.0,.350,.323,.543,47.9,57.7,12.0,11.0,.513,18.9,34.9,.239,-6.72,101.9,108.6,65.0,+.054,-4.92,101.7,106.6,-4.17
Cal State Fullerton,31,21,10,.677,-1.18,-5.32,12,4,13,1,7,7,2417,2205,1240,833,1763,.472,266,658,.404,485,699,.694,385,1053,464,174,84,476,603,70.3,110.9,.396,.373,.577,51.5,55.7,8.0,7.1,.548,18.5,36.9,.275,+0.90,109.1,108.2,68.3,+.006,-6.60,100.0,106.6,-8.72
Cal State Northridge,28,7,21,.250,-12.65,-2.61,3,13,4,8,3,13,1908,2101,1125,641,1671,.384,170,554,.307,456,604,.755,397,879,375,175,67,384,627,69.0,98.2,.361,.332,.487,46.3,58.5,9.0,7.5,.434,16.4,36.2,.273,-13.77,98.2,112.0,67.9,-.049,-2.32,102.2,104.5,-0.25
Campbell,32,17,15,.531,-6.06,-4.80,11,7,11,2,6,12,2370,2361,1285,846,1748,.484,169,452,.374,509,761,.669,329,1044,496,196,167,454,648,69.6,106.0,.435,.259,.562,48.9,58.6,8.8,14.2,.532,17.7,31.5,.291,-6.00,103.7,109.7,67.1,+.050,-5.07,101.4,106.4,-1.74
Canisius,30,5,25,.167,-14.73,-4.53,1,17,3,10,2,14,1965,2271,1210,704,1731,.407,191,580,.329,366,503,.728,371,938,327,192,76,442,539,67.6,96.1,.291,.335,.499,45.8,46.4,9.4,6.8,.462,18.3,33.9,.211,-18.63,94.9,113.5,65.3,+.003,-4.34,101.2,105.6,-7.70
Central Arkansas,29,8,21,.276,-17.26,-4.83,3,13,6,7,2,14,2058,2371,1180,786,1884,.417,150,490,.306,336,605,.555,425,984,426,235,92,445,588,74.2,94.0,.321,.260,.474,45.0,54.2,10.7,7.3,.457,17.0,33.9,.178,-17.91,93.1,111.0,71.7,+.003,-4.36,100.2,104.6,+0.77
Central Connecticut State,29,13,16,.448,-5.36,-5.05,10,8,10,3,3,12,2029,2038,1175,717,1689,.425,180,524,.344,415,547,.759,345,859,393,235,103,424,541,68.9,100.2,.324,.310,.521,44.9,54.8,11.6,9.3,.478,17.9,33.3,.246,-4.11,99.7,103.8,67.0,-.052,-4.80,100.4,105.2,-1.81
Central Florida,33,22,11,.667,4.33,2.98,10,6,16,1,3,9,2166,2096,1320,768,1777,.432,178,592,.301,452,722,.626,423,1083,375,208,142,417,552,64.3,102.1,.406,.333,.511,49.5,48.8,9.8,11.8,.482,16.4,36.5,.254,+7.11,106.5,99.4,63.1,+.096,+3.06,103.9,100.9,-4.44
Central Michigan,32,11,21,.344,-6.74,-1.62,5,11,6,6,3,13,1980,2134,1290,700,1772,.395,203,608,.334,377,594,.635,378,968,329,214,105,393,631,64.4,95.3,.335,.343,.482,45.2,47.0,10.3,10.1,.452,16.1,32.0,.213,-7.99,98.5,106.5,63.9,-.005,-0.67,101.5,102.2,+1.09
Charleston Southern,31,19,12,.613,-2.19,-4.33,11,7,12,2,5,10,2383,2242,1245,835,1866,.447,259,681,.380,454,658,.690,393,996,396,251,82,416,563,70.9,108.0,.353,.365,.547,48.4,47.4,11.4,7.2,.517,16.0,34.3,.243,-0.71,104.5,105.2,69.5,+.008,-5.15,101.6,106.8,+4.05
Charlotte,30,13,17,.433,0.99,2.86,5,11,7,7,6,10,2010,2066,1210,693,1683,.412,192,590,.325,432,656,.659,334,982,392,243,85,421,548,68.8,96.6,.390,.351,.504,47.1,56.6,11.7,8.0,.469,17.4,30.0,.257,+1.65,100.0,98.4,67.6,+.003,+4.25,105.8,101.6,-0.15
Chattanooga,32,11,21,.344,-6.99,-3.54,5,13,11,6,0,14,2260,2204,1295,765,1849,.414,240,723,.332,490,714,.686,377,1147,456,202,36,443,555,69.5,100.5,.386,.391,.516,49.7,59.6,9.0,3.7,.479,16.8,31.5,.265,-8.93,97.7,106.7,67.3,-.115,-5.06,100.9,105.9,+0.78
Chicago State,30,4,26,.133,-19.30,-3.13,2,8,3,9,1,17,1884,2313,1204,688,1732,.397,155,526,.295,353,541,.652,345,944,320,214,99,507,626,71.5,87.5,.312,.304,.474,45.2,46.5,9.9,9.3,.442,20.3,30.1,.204,-20.89,88.7,109.6,69.2,-.048,-3.11,101.7,104.8,+3.58
Cincinnati,37,26,11,.703,12.93,6.28,12,6,14,4,7,5,2522,2276,1500,924,2194,.421,260,763,.341,414,643,.644,489,1225,479,298,170,403,570,64.1,104.9,.293,.348,.505,48.1,51.8,12.4,12.0,.480,13.9,35.7,.189,+16.03,109.5,93.5,62.9,+.023,+6.90,105.7,98.8,-9.17
Citadel,30,6,24,.200,-14.49,-3.67,3,15,4,10,1,12,1925,2158,1220,704,1610,.437,162,486,.333,355,537,.661,299,870,400,180,50,441,497,66.1,95.5,.334,.302,.516,45.9,56.8,8.9,4.5,.488,19.1,29.5,.220,-18.01,92.6,110.6,63.4,-.042,-4.34,101.4,105.7,-1.64
Clemson,31,16,15,.516,7.31,3.41,8,8,11,5,4,7,2001,1880,1250,736,1701,.433,171,532,.321,358,534,.670,345,946,392,231,117,375,499,63.3,101.2,.314,.313,.512,48.8,53.3,11.7,10.7,.483,16.1,33.0,.210,+8.65,105.5,96.8,63.1,-.107,+1.66,102.8,101.1,-5.99
Cleveland State,33,22,11,.667,5.27,0.12,12,6,10,4,11,5,2177,1983,1320,804,1798,.447,217,599,.362,352,496,.710,371,967,451,279,110,458,693,64.3,102.7,.276,.333,.535,47.9,56.1,13.2,10.3,.508,18.4,35.1,.196,+9.22,105.5,96.3,63.8,+.008,+1.53,102.9,101.3,+4.66
Coastal Carolina,31,19,12,.613,-2.64,-4.56,12,6,12,4,7,7,2248,2042,1250,853,1753,.487,150,440,.341,392,582,.674,357,1089,407,203,120,428,538,66.8,107.7,.332,.251,.554,52.3,47.7,9.7,10.4,.529,17.4,35.6,.224,-1.91,102.8,104.7,63.8,-.006,-4.95,101.7,106.7,-0.77
Colgate,30,8,22,.267,-14.91,-4.38,2,12,5,8,3,14,1893,2209,1210,660,1532,.431,198,515,.384,375,544,.689,250,873,363,111,68,439,570,65.7,95.3,.355,.336,.529,46.3,55.0,5.6,6.1,.495,19.7,26.0,.245,-18.21,97.7,115.9,64.8,+.064,-4.45,100.1,104.5,-5.74
College of Charleston,31,19,12,.613,-0.16,-2.54,10,8,10,4,7,6,2191,2117,1260,754,1769,.426,245,725,.338,438,683,.641,345,1007,370,229,115,411,497,68.4,101.8,.386,.410,.523,45.0,49.1,10.6,9.0,.495,16.4,29.9,.248,+0.84,102.4,101.6,66.4,+.030,-3.23,101.2,104.5,+4.05
Colorado,36,24,12,.667,7.91,5.73,11,7,14,2,4,7,2429,2269,1445,835,1874,.446,199,572,.348,560,810,.691,351,1192,422,210,117,468,614,66.0,101.9,.432,.305,.538,50.2,50.5,8.8,9.0,.499,17.2,30.1,.299,+8.89,104.8,95.9,65.1,+.081,+5.35,105.7,100.4,+0.06
Colorado State,32,20,12,.625,6.58,5.23,8,6,14,1,3,9,2243,2177,1295,764,1621,.471,189,473,.400,526,685,.768,266,939,389,172,60,408,606,64.5,107.4,.423,.292,.576,49.2,50.9,8.2,5.7,.530,17.3,28.7,.324,+8.17,111.9,103.7,63.6,+.075,+4.39,104.7,100.3,+0.85
Columbia,30,15,15,.500,-2.90,-3.18,4,10,8,6,5,9,1955,1863,1210,683,1586,.431,211,565,.373,378,509,.743,286,943,380,182,70,365,511,63.5,101.8,.321,.356,.535,49.6,55.6,9.5,6.3,.497,16.6,29.1,.238,-1.85,101.1,103.0,62.4,-.048,-2.90,100.8,103.7,-4.00
Connecticut,34,20,14,.588,12.27,8.07,8,10,13,4,3,7,2336,2193,1375,858,1900,.452,185,557,.332,435,657,.662,415,1151,457,199,233,418,492,64.1,106.0,.346,.293,.528,49.3,53.3,9.0,17.6,.500,15.9,36.3,.229,+14.53,111.3,96.8,63.0,-.032,+8.25,107.3,99.1,-0.46
Coppin State,30,14,16,.467,-9.07,-5.96,9,7,7,5,6,9,2213,2257,1205,756,1749,.432,289,792,.365,412,596,.691,326,924,443,173,53,387,501,69.5,105.7,.341,.453,.545,44.5,58.6,8.3,4.8,.515,16.0,30.1,.236,-9.52,106.6,116.1,68.3,-.004,-6.72,98.2,104.9,+5.68
Cornell,28,12,16,.429,-4.05,-0.98,7,7,10,3,2,13,1833,1898,1140,639,1567,.408,217,636,.341,338,494,.684,256,832,379,218,85,377,558,67.7,95.0,.315,.406,.509,43.8,59.3,11.3,8.9,.477,17.3,25.2,.216,-3.43,98.1,101.6,67.3,+.029,+1.01,102.9,101.9,+3.66
Creighton,35,29,6,.829,12.92,3.41,14,4,14,2,10,3,2772,2439,1410,975,1935,.504,287,677,.424,535,737,.726,330,1163,616,169,82,421,592,67.3,116.9,.381,.350,.607,52.1,63.2,7.1,5.8,.578,15.6,30.8,.276,+16.47,119.2,102.7,65.9,+.079,+3.79,104.9,101.1,-0.47
Dartmouth,30,5,25,.167,-10.07,-3.56,1,13,4,9,1,14,1727,1904,1205,592,1504,.394,154,463,.333,389,552,.705,272,908,291,163,73,418,557,63.4,90.4,.367,.308,.489,48.0,49.2,8.5,7.1,.445,19.1,27.5,.259,-12.92,91.2,104.1,62.6,-.077,-3.27,101.4,104.7,-6.23
Davidson,33,25,8,.758,7.26,-1.68,16,2,13,2,8,5,2571,2238,1330,879,1969,.446,255,760,.336,558,731,.763,415,1167,455,184,116,388,673,68.8,112.4,.371,.386,.555,52.1,51.8,8.0,8.7,.511,14.3,35.4,.283,+10.65,112.0,101.4,67.4,+.008,-3.00,101.5,104.5,+8.78
Dayton,33,20,13,.606,8.48,4.30,9,7,14,4,3,8,2369,2231,1340,814,1860,.438,257,750,.343,484,623,.777,407,1083,472,174,89,430,617,65.0,108.7,.335,.403,.549,50.5,58.0,8.0,7.2,.507,16.6,36.3,.260,+10.78,113.3,102.5,64.2,-.016,+4.01,104.6,100.5,-0.09
DePaul,31,12,19,.387,1.99,4.57,3,15,7,9,3,8,2298,2378,1245,857,1956,.438,224,669,.335,360,517,.696,374,917,474,245,126,414,637,71.8,102.9,.264,.342,.522,42.7,55.3,11.0,9.2,.495,15.8,31.4,.184,+1.69,108.5,106.9,71.4,-.042,+4.72,104.2,99.5,-9.74
Delaware,32,18,14,.563,-1.61,-2.18,12,6,11,3,6,10,2206,2188,1305,746,1750,.426,169,543,.311,545,760,.717,326,1080,302,150,160,412,571,67.2,100.6,.434,.310,.523,46.6,40.5,6.8,11.3,.475,16.3,28.9,.311,-0.02,103.4,103.4,67.2,+.039,-1.62,100.6,102.2,-2.28
Delaware State,29,15,14,.517,-8.07,-6.78,12,4,8,5,7,8,1917,1868,1185,694,1596,.435,180,515,.350,349,498,.701,298,778,342,228,192,299,472,62.1,104.2,.312,.323,.523,42.0,49.3,12.4,17.1,.491,14.0,30.3,.219,-6.55,101.3,107.8,60.3,+.012,-6.91,98.3,105.2,+4.10
Denver,31,22,9,.710,6.14,-1.47,11,5,14,2,7,6,2112,1876,1255,728,1494,.487,255,641,.398,401,526,.762,197,745,484,223,137,375,564,61.3,109.8,.352,.429,.606,44.1,66.5,11.6,12.4,.573,17.7,23.5,.268,+10.41,110.9,100.5,60.2,-.072,-2.64,101.6,104.2,-0.32
Detroit Mercy,36,22,14,.611,2.40,-0.01,11,7,13,4,6,8,2597,2432,1445,903,2008,.450,165,553,.298,626,857,.730,434,1124,463,272,165,450,684,67.1,107.1,.427,.275,.538,49.2,51.3,11.2,13.2,.491,15.7,35.8,.312,+5.48,108.1,102.6,67.1,-.008,+0.35,102.2,101.8,+1.14
Drake,34,18,16,.529,2.44,2.96,9,9,13,3,3,10,2279,2271,1380,788,1794,.439,212,585,.362,491,749,.656,282,1013,350,236,103,440,686,67.0,98.5,.418,.326,.530,46.2,44.4,10.2,8.3,.498,17.0,24.7,.274,+2.63,101.1,98.5,65.8,+.036,+3.10,104.7,101.6,-0.51
Drexel,36,29,7,.806,7.37,-1.80,16,2,15,1,11,3,2350,2020,1440,801,1821,.440,221,584,.378,527,711,.741,386,1169,462,173,118,419,646,60.9,107.2,.390,.321,.544,52.5,57.7,7.9,9.5,.501,16.3,34.4,.289,+13.53,109.9,96.4,60.4,+.024,-2.05,100.7,102.7,-2.31
Duke,34,27,7,.794,17.05,8.40,13,3,13,3,8,1,2628,2334,1370,874,1915,.456,274,739,.371,606,864,.701,406,1152,423,210,136,415,626,68.3,112.3,.451,.386,.565,49.8,48.4,9.0,9.0,.528,15.1,34.7,.316,+19.70,117.7,98.0,66.4,+.057,+8.18,107.3,99.1,+7.68
Duquesne,31,16,15,.516,4.09,3.96,7,9,9,5,4,9,2252,2232,1245,806,1786,.451,199,594,.335,441,660,.668,325,848,473,240,113,374,541,69.2,104.5,.370,.333,.536,41.7,58.7,11.1,9.4,.507,15.1,29.6,.247,+4.29,107.2,102.9,67.1,+.026,+5.15,105.8,100.6,+0.59
East Carolina,31,15,16,.484,2.42,2.53,5,11,10,7,3,8,2136,2019,1250,747,1714,.436,236,676,.349,406,593,.685,337,980,452,241,131,426,558,66.8,102.3,.346,.394,.535,47.8,60.5,11.5,11.1,.505,17.6,31.5,.237,+3.23,104.6,101.4,65.1,-.093,+2.38,103.6,101.2,-4.57
East Tennessee State,31,17,14,.548,-0.41,-1.78,10,8,10,3,6,10,2098,2017,1240,768,1743,.441,128,411,.311,434,684,.635,407,974,323,316,91,419,521,66.7,101.5,.392,.236,.507,48.2,42.1,15.3,10.2,.477,16.8,36.8,.249,+2.21,101.8,99.6,64.1,-.017,-0.73,104.0,104.7,+0.10
Eastern Illinois,29,12,17,.414,-11.48,-6.48,5,11,7,7,5,10,1896,1984,1175,688,1579,.436,147,430,.342,373,493,.757,304,833,383,165,67,380,500,64.2,100.5,.312,.272,.523,46.0,55.7,8.7,6.3,.482,17.3,32.0,.236,-13.07,97.6,110.6,63.1,+.018,-6.67,99.7,106.3,-7.17
Eastern Kentucky,32,16,16,.500,-8.47,-5.93,7,9,11,3,4,11,2123,2117,1300,744,1715,.434,231,681,.339,404,551,.733,289,845,378,239,59,346,629,62.8,104.0,.321,.397,.537,44.1,50.8,11.7,5.4,.501,14.9,27.9,.236,-8.94,100.7,109.7,61.4,+.054,-5.51,101.1,106.6,-4.33
Eastern Michigan,32,14,18,.438,-7.90,-1.68,9,7,9,4,5,13,1704,1878,1290,583,1555,.375,153,500,.306,385,556,.692,339,879,310,227,98,438,549,59.5,88.8,.358,.322,.468,44.7,53.2,11.8,10.5,.424,19.4,32.3,.248,-8.83,90.5,99.4,59.2,+.096,-0.97,102.4,103.4,+2.54
Eastern Washington,32,15,17,.469,-3.87,-3.23,8,8,9,4,6,13,2326,2284,1285,788,1914,.412,283,793,.357,467,659,.709,383,992,390,228,114,377,723,69.1,104.7,.344,.414,.522,45.9,49.5,10.3,10.7,.486,14.5,31.4,.244,-3.49,101.4,104.9,67.6,-.047,-3.05,103.3,106.4,+5.29
