School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Central Michigan,28,4,24,.143,-12.38,-1.01,1,17,3,10,1,14,1681,1941,,587,1436,.409,147,486,.302,360,539,.668,312,909,290,186,122,535,568,,,.375,.338,.497,47.7,49.4,,8.2,.460,24.0,,.251,-15.05,89.1,104.1,66.3,-.045,+0.23,102.8,102.6,-1.33
Charleston Southern,29,13,16,.448,-10.72,-6.60,7,9,7,6,6,9,2027,2059,,709,1666,.426,210,607,.346,399,600,.665,354,1000,376,210,87,402,591,,,.360,.364,.519,48.7,53.0,,5.5,.489,17.1,,.239,-8.67,99.6,108.3,65.6,+.007,-4.54,101.6,106.2,+2.05
Charlotte,32,19,13,.594,4.72,1.97,11,5,9,6,9,6,2234,2146,1295,760,1898,.400,275,745,.369,439,672,.653,471,1238,451,220,90,410,569,,,.354,.393,.504,52.9,59.3,,5.1,.473,15.6,,.231,+7.45,107.5,100.0,65.5,-.004,+2.69,103.9,101.2,+0.09
Chattanooga,32,19,13,.594,-7.55,-5.22,8,6,12,3,4,8,2320,2245,1290,804,1795,.448,191,605,.316,521,811,.642,372,1208,442,241,78,456,539,,,.452,.337,.532,51.4,55.0,,4.1,.501,17.3,,.290,-7.18,98.8,106.0,67.1,+.107,-4.99,100.7,105.7,-2.42
Chicago State,30,11,19,.367,-7.20,-2.13,8,8,6,2,3,14,2060,2212,,711,1712,.415,204,556,.367,434,630,.689,383,974,370,241,98,408,627,,,.368,.325,.512,47.0,52.0,,6.2,.475,16.9,,.254,-6.90,101.2,108.1,65.3,+.043,-0.62,104.3,104.9,+11.15
Cincinnati,34,21,13,.618,12.95,8.41,8,8,16,5,3,7,2530,2359,,907,2117,.428,211,641,.329,505,676,.747,442,1267,459,236,193,399,566,,,.319,.303,.519,49.3,50.6,,9.3,.478,14.1,,.239,+14.27,110.9,96.6,68.5,-.001,+8.99,107.0,98.0,+2.61
Citadel,31,10,21,.323,-20.84,-7.76,1,14,6,9,3,10,2088,2249,,726,1803,.403,209,654,.320,427,677,.631,433,1085,378,253,104,460,622,,,.375,.363,.491,48.6,52.1,,6.3,.461,17.8,,.237,-24.46,91.0,115.4,64.8,+.042,-7.49,99.4,106.9,-13.27
Clemson,32,19,13,.594,10.30,4.97,7,9,12,4,5,8,2378,2172,,853,1955,.436,238,740,.322,434,703,.617,466,1184,456,352,141,497,636,,,.360,.379,.519,50.7,53.5,,8.1,.497,17.8,,.222,+12.51,105.9,93.4,68.6,-.049,+6.35,106.2,99.8,-4.81
Cleveland State,28,10,18,.357,-8.20,-0.08,5,11,6,10,4,8,1803,1941,,646,1610,.401,156,473,.330,355,547,.649,365,995,366,230,82,451,574,,,.340,.294,.482,48.6,56.7,,5.2,.450,19.4,,.220,-7.75,91.6,99.4,68.1,-.010,+0.06,104.9,104.8,-1.34
Coastal Carolina,30,20,10,.667,-5.78,-7.09,12,4,14,1,5,9,2144,2006,1205,761,1650,.461,241,657,.367,381,512,.744,340,988,460,228,64,408,539,,,.310,.398,.566,51.3,60.4,,4.1,.534,17.7,,.231,-0.83,106.5,107.3,61.7,+.069,-6.48,100.4,106.8,+1.56
Colgate,29,10,19,.345,-10.72,-5.61,4,10,6,6,2,11,1690,1790,1170,597,1467,.407,183,548,.334,313,461,.679,312,939,311,170,83,460,545,,,.314,.374,.501,49.8,52.1,,5.7,.469,21.4,,.213,-12.61,92.6,105.2,62.2,-.046,-6.79,98.2,105.0,-5.38
College of Charleston,28,17,11,.607,-4.12,-5.83,9,6,11,4,5,6,2052,1861,,745,1690,.441,155,505,.307,407,622,.654,451,1172,375,225,74,457,517,,,.368,.299,.517,56.0,50.3,,4.6,.487,18.7,,.241,-1.95,99.6,101.5,67.9,-.044,-7.76,100.1,107.9,-7.95
Colorado,30,20,10,.667,11.17,4.57,9,7,15,2,4,7,2305,2107,1205,834,1920,.434,240,701,.342,397,615,.646,476,1227,497,254,174,420,588,,,.320,.365,.521,52.6,59.6,,9.9,.497,16.0,,.207,+10.27,109.2,99.0,69.9,+.049,+4.24,104.4,100.2,-5.98
Colorado State,31,16,15,.516,3.97,4.27,4,12,9,6,5,7,2294,2219,1245,801,1630,.491,185,473,.391,507,704,.720,321,1056,479,224,202,528,614,,,.432,.290,.584,51.4,59.8,,11.3,.548,21.2,,.311,+4.09,107.7,103.6,68.2,-.042,+2.83,104.2,101.4,-0.14
Columbia,27,11,16,.407,-11.32,-6.32,4,10,7,6,4,9,1729,1819,,604,1366,.442,161,438,.368,360,490,.735,281,923,339,139,50,455,558,,,.359,.321,.541,53.5,56.1,,3.6,.501,22.2,,.264,-14.65,97.0,111.7,64.7,+.068,-8.10,97.6,105.7,-7.06
Connecticut,34,30,4,.882,21.22,6.57,14,2,16,0,8,2,2781,2283,1380,988,2088,.473,188,514,.366,617,874,.706,533,1488,541,225,298,489,531,,,.419,.246,.556,56.1,54.8,,13.5,.518,16.3,,.295,+25.44,117.8,92.3,68.7,+.077,+8.98,107.4,98.4,-3.80
Coppin State,30,12,18,.400,-10.90,-6.07,12,6,7,2,5,12,1919,2064,1215,667,1668,.400,173,524,.330,412,599,.688,306,921,293,240,53,391,552,,,.359,.314,.491,44.4,43.9,,3.3,.452,16.7,,.247,-11.81,95.4,107.2,65.6,+.047,-6.25,97.8,104.1,+16.38
Cornell,28,13,15,.464,-6.67,-5.19,8,6,7,5,5,10,1762,1776,1130,616,1446,.426,196,538,.364,334,468,.714,267,901,358,199,72,392,507,,,.324,.372,.528,48.5,58.1,,4.9,.494,19.0,,.231,-6.71,98.9,105.6,62.1,-.029,-6.40,98.9,105.3,-1.40
Creighton,30,20,10,.667,10.11,4.88,12,6,15,2,5,7,1982,1825,1220,659,1573,.419,214,599,.357,450,653,.689,342,1033,398,236,94,400,502,,,.415,.381,.526,49.9,60.4,,5.8,.487,17.5,,.286,+13.11,107.2,94.1,62.7,+.000,+5.24,103.7,98.5,-1.08
Dartmouth,27,6,21,.222,-12.66,-5.43,4,10,4,6,2,13,1632,1815,1100,609,1470,.414,167,461,.362,247,356,.694,286,838,330,189,95,368,536,,,.242,.314,.498,48.1,54.2,,7.1,.471,18.3,,.168,-15.87,94.8,110.7,62.3,-.053,-6.69,98.8,105.5,-4.13
Davidson,31,20,11,.645,1.89,-3.04,10,5,14,1,3,9,2403,2137,,855,1885,.454,277,751,.369,416,547,.761,393,1215,567,151,51,399,570,,,.290,.398,.560,54.1,66.3,,2.8,.527,15.7,,.221,+4.86,109.9,105.0,66.0,-.025,-3.30,101.4,104.7,+9.24
Dayton,31,14,17,.452,3.07,2.04,6,10,12,5,2,9,1964,1916,1255,715,1669,.428,187,495,.378,347,520,.667,379,1113,411,154,87,434,589,,,.312,.297,.513,52.6,57.5,,5.4,.484,18.5,,.208,+3.15,102.7,99.5,62.3,-.092,+2.52,103.6,101.1,-2.06
DePaul,27,12,15,.444,6.52,8.74,5,11,7,7,4,8,1752,1812,1085,641,1459,.439,144,457,.315,326,466,.700,295,900,341,148,105,327,413,,,.319,.313,.521,48.9,53.2,,6.9,.489,16.3,,.223,+8.42,110.2,101.8,61.4,+.004,+10.47,108.3,97.8,+7.26
Delaware,30,9,21,.300,-5.31,-0.54,4,14,4,8,2,12,1983,2126,1205,689,1679,.410,214,621,.345,391,603,.648,366,1067,389,229,107,486,637,,,.359,.370,.504,48.7,56.5,,6.4,.474,19.8,,.233,-5.73,96.8,102.6,67.6,-.033,+1.03,103.7,102.6,-5.26
Delaware State,35,21,14,.600,-6.13,-6.22,16,2,9,1,10,10,2014,2011,1405,690,1597,.432,207,593,.349,427,636,.671,337,918,373,270,91,450,553,,,.398,.371,.530,46.9,54.1,,5.8,.497,19.2,,.267,-3.57,102.1,105.7,54.5,+.106,-5.11,98.6,103.7,+14.07
Denver,31,16,15,.516,-1.19,-1.42,7,8,10,2,3,12,2060,2045,1255,723,1629,.444,177,490,.361,437,583,.750,287,1086,412,151,129,461,475,,,.358,.301,.540,50.2,57.0,,6.9,.498,19.5,,.268,-1.03,98.5,99.6,64.1,-.010,-2.69,102.5,105.2,-5.37
Detroit Mercy,32,16,16,.500,-2.37,0.07,8,8,13,1,2,13,2034,2083,,759,1707,.445,150,420,.357,366,525,.697,402,1084,382,152,105,436,600,,,.308,.246,.520,53.2,50.3,,6.3,.489,18.2,,.214,-1.29,104.2,105.5,60.0,+.048,+1.06,104.2,103.1,+4.96
Drake,31,12,19,.387,2.45,5.48,5,13,8,8,3,9,2139,2134,,745,1723,.432,157,458,.343,492,688,.715,442,1116,402,277,79,490,516,,,.399,.266,.522,53.6,54.0,,4.8,.478,19.3,,.286,+2.87,107.0,104.2,64.4,-.062,+5.96,104.4,98.4,+1.53
Drexel,31,15,16,.484,3.72,1.17,8,10,11,3,4,9,1930,1851,1250,680,1745,.390,175,526,.333,395,589,.671,429,1183,366,208,164,418,561,,,.338,.301,.477,52.4,53.8,,10.0,.440,17.1,,.226,+6.95,100.3,93.4,62.5,-.112,+1.99,103.3,101.4,+2.99
Duke,36,32,4,.889,21.77,8.77,14,2,14,1,8,2,2921,2453,1445,979,2011,.487,274,709,.386,689,905,.761,350,1204,546,337,202,496,621,,,.450,.353,.598,48.1,55.8,,9.1,.555,16.9,,.343,+27.54,119.4,91.8,69.8,+.047,+10.51,108.1,97.6,+6.81
Duquesne,27,3,24,.111,-10.21,1.09,1,15,2,13,1,11,1786,2091,1080,650,1536,.423,166,482,.344,320,438,.731,290,877,396,122,92,382,514,,,.285,.314,.512,46.5,60.9,,5.8,.477,18.0,,.208,-15.17,99.7,114.9,67.1,-.060,+1.75,104.3,102.6,-2.92
East Carolina,28,8,20,.286,-7.66,-1.27,2,12,7,8,1,11,1747,1874,1135,586,1483,.395,173,573,.302,402,627,.641,344,975,376,196,46,434,531,,,.423,.386,.491,50.0,64.2,,3.2,.453,19.6,,.271,-10.62,95.6,106.3,63.3,-.031,-1.39,100.4,101.8,-2.39
East Tennessee State,28,15,13,.536,-7.26,-9.14,12,8,9,5,6,8,2284,2185,,862,1827,.472,163,496,.329,397,615,.646,409,1086,341,288,76,468,489,,,.337,.271,.539,50.6,39.6,,4.3,.516,18.1,,.217,-5.73,99.7,105.4,73.0,-.066,-11.41,98.8,110.2,-3.36
Eastern Illinois,27,6,21,.222,-14.55,-5.85,5,15,3,9,3,12,1599,1834,1090,585,1400,.418,143,374,.382,286,389,.735,280,858,354,175,68,403,473,,,.278,.267,.504,48.9,60.5,,4.8,.469,20.3,,.204,-16.96,92.1,109.0,61.1,-.022,-5.19,102.0,107.1,-1.26
Eastern Kentucky,30,14,16,.467,-8.80,-4.97,11,9,8,6,5,8,2105,2174,1210,754,1616,.467,226,623,.363,371,542,.685,302,894,408,217,67,394,414,,,.335,.386,.562,46.9,54.1,,3.9,.537,17.4,,.230,-8.90,105.0,113.9,63.2,+.042,-4.44,102.0,106.5,+2.97
Eastern Michigan,28,7,21,.250,-7.32,-1.43,3,15,4,9,3,12,1835,2016,1130,623,1394,.447,179,500,.358,410,574,.714,289,885,361,168,52,486,549,,,.412,.359,.551,49.9,57.9,,3.4,.511,22.6,,.294,-9.34,100.0,109.4,65.4,-.041,-1.52,101.9,103.4,-3.00
Eastern Washington,30,15,15,.500,-0.84,-0.02,9,5,10,2,5,9,2223,2221,1210,796,1638,.486,167,454,.368,464,680,.682,338,991,477,203,130,478,571,,,.415,.277,.567,50.3,59.9,,7.5,.537,19.6,,.283,+0.73,106.7,106.0,65.7,-.006,+0.71,104.8,104.0,+4.19
Elon,29,15,14,.517,-7.48,-3.45,10,4,10,4,4,9,1946,1977,1180,675,1565,.431,182,562,.324,414,608,.681,328,1040,395,221,82,450,538,,,.388,.359,.525,51.3,58.5,,5.1,.489,19.5,,.265,-6.23,97.6,103.8,64.0,+.076,-2.22,103.0,105.2,+6.26
Evansville,29,10,19,.345,-2.08,3.54,5,13,7,7,2,11,1895,2058,,640,1517,.422,188,583,.322,427,590,.724,270,981,378,135,77,480,578,,,.389,.384,.527,48.0,59.1,,4.7,.484,21.1,,.281,-2.42,100.4,102.9,67.4,+.046,+4.64,103.7,99.0,-5.90
Fairfield,28,9,19,.321,-6.23,-0.05,7,11,4,8,4,10,2018,2191,1130,705,1658,.425,232,614,.378,376,503,.748,314,897,361,192,67,325,555,,,.303,.370,.532,46.5,51.2,,4.4,.495,14.6,,.227,-6.12,106.4,112.5,65.5,+.034,+1.45,105.5,104.1,+4.71
Fairleigh Dickinson,32,20,12,.625,-3.15,-5.28,14,4,11,3,8,8,2377,2265,,871,1909,.456,208,586,.355,427,662,.645,377,1176,506,238,203,468,540,,,.347,.307,.535,49.0,58.1,,10.2,.511,17.4,,.224,-1.05,101.5,102.5,69.1,+.037,-5.56,99.8,105.3,+4.12
Florida,39,33,6,.846,20.21,5.49,10,6,16,2,6,4,3052,2478,1565,1061,2120,.500,289,738,.392,641,862,.744,421,1402,650,297,207,561,623,,,.407,.348,.603,52.7,61.3,,9.1,.569,18.2,,.302,+28.28,117.9,89.7,66.9,-.011,+8.35,107.7,99.3,-8.46
Florida A&M,31,14,17,.452,-13.56,-8.06,10,8,7,4,6,11,2072,2230,,716,1641,.436,139,449,.310,501,719,.697,,1091,320,257,50,558,532,,,.438,.274,.523,50.7,44.7,,2.8,.479,22.0,,.305,-13.66,97.8,111.5,66.7,+.058,-8.95,95.6,104.6,+9.14
Florida Atlantic,28,15,13,.536,-9.68,-8.43,14,6,10,2,5,8,2055,2037,,746,1572,.475,216,541,.399,347,506,.686,311,898,441,226,55,422,515,,,.322,.344,.567,50.5,59.1,,3.6,.543,18.9,,.221,-7.80,102.4,110.2,65.0,+.013,-9.93,98.9,108.9,-1.06
Florida International,28,8,20,.286,-9.49,-0.07,4,10,6,7,2,12,1727,1940,1145,606,1479,.410,162,488,.332,353,587,.601,312,999,334,171,97,504,648,,,.397,.330,.491,48.9,55.1,,6.3,.465,22.3,,.239,-10.88,89.6,100.5,65.7,+.009,+0.00,104.4,104.4,+3.21
Florida State,30,20,10,.667,12.36,4.86,9,7,14,3,4,7,2302,2077,1220,806,1681,.479,184,490,.376,506,719,.704,338,1019,409,262,72,482,564,,,.428,.291,.569,51.3,50.7,,4.3,.534,19.2,,.301,+15.01,110.1,95.1,68.3,-.033,+5.43,106.0,100.6,-11.70
Fordham,32,16,16,.500,1.58,1.24,9,7,8,4,5,10,2168,2157,1310,746,1746,.427,239,647,.369,437,637,.686,382,1081,428,175,121,409,541,,,.365,.371,.529,48.9,57.4,,6.6,.496,16.6,,.250,+4.12,107.6,103.5,62.7,-.014,+2.41,103.8,101.4,+2.91
