School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Bradley,29,9,20,.310,-3.55,0.73,5,13,6,7,2,10,1759,1883,,587,1508,.389,134,431,.311,451,630,.716,335,1019,311,176,100,415,,,,.418,.286,.487,51.4,53.0,,6.8,.434,18.7,,.299,-4.59,95.3,99.9,63.3,-.046,+0.99,104.8,103.9,+0.92
Brigham Young,30,18,12,.600,9.35,5.35,7,7,17,0,1,11,2115,1951,,711,1514,.470,170,428,.397,523,688,.760,265,1000,420,158,92,412,,,,.454,.283,.574,51.7,59.1,,5.7,.526,18.3,,.345,+11.55,109.2,97.7,65.4,-.045,+5.74,107.0,101.2,+3.23
Brown,27,17,10,.630,-3.54,-5.89,8,6,9,4,7,6,2090,1997,1085,716,1568,.457,164,441,.372,494,656,.753,305,947,448,245,80,385,,,,.418,.281,.556,48.8,62.6,,5.1,.509,17.0,,.315,-3.69,105.9,109.6,72.7,+.058,-6.99,98.5,105.5,-8.54
Bucknell,29,13,16,.448,-10.24,-7.07,8,6,7,3,4,11,1791,1883,1165,626,1461,.428,157,457,.344,382,614,.622,305,959,361,205,84,480,,,,.420,.313,.511,49.1,57.7,,5.4,.482,21.5,,.261,-11.27,94.5,105.8,65.5,+.060,-7.64,97.8,105.4,-5.12
Buffalo,30,12,18,.400,-2.78,-0.48,7,11,7,5,4,11,2018,2087,,697,1672,.417,198,580,.341,426,652,.653,391,1074,391,191,67,465,,,,.390,.347,.509,51.0,56.1,,4.2,.476,19.0,,.255,-1.84,99.6,101.4,67.7,-.034,+0.14,105.0,104.9,-3.46
Butler,32,26,6,.813,11.14,-0.40,12,4,11,2,10,3,2251,1849,1295,788,1743,.452,280,731,.383,395,578,.683,308,983,468,250,74,322,,,,.332,.419,.558,49.8,59.4,,4.9,.532,13.8,,.227,+17.63,111.9,94.3,62.1,-.051,-1.43,103.3,104.7,-4.63
Cal Poly,27,15,12,.556,-1.28,-1.48,9,9,11,2,4,9,1870,1833,1090,666,1564,.426,190,562,.338,348,512,.680,329,937,368,193,71,376,,,,.327,.359,.517,48.8,55.3,,4.8,.487,17.2,,.223,-0.06,102.5,102.6,68.3,+.006,-1.98,101.8,103.8,-4.26
Cal State Fullerton,27,5,22,.185,-11.41,-1.06,2,16,4,9,1,13,1689,1922,,579,1448,.400,163,513,.318,368,560,.657,306,873,329,160,90,409,,,,.387,.354,.493,47.2,56.8,,6.2,.456,19.3,,.254,-14.32,94.8,109.1,65.6,-.056,-0.45,103.1,103.5,-1.26
Cal State Northridge,28,12,16,.429,-2.89,0.41,11,7,7,6,5,9,1911,1946,1125,661,1589,.416,158,476,.332,431,647,.666,372,1006,389,289,58,457,,,,.407,.300,.504,48.1,58.9,,4.1,.466,19.4,,.271,-1.66,98.7,100.4,69.8,-.011,+1.50,104.3,102.8,+7.01
Campbell,27,8,19,.296,-15.39,-5.20,6,14,7,6,1,13,1909,2158,,680,1542,.441,169,463,.365,380,541,.702,316,897,376,148,73,404,,,,.351,.300,.531,46.5,55.3,,4.3,.496,18.3,,.246,-16.73,100.9,117.6,68.4,+.053,-4.25,102.0,106.3,-1.82
Canisius,30,10,20,.333,-8.16,-4.83,5,13,6,7,2,12,1965,2065,1205,691,1806,.383,204,636,.321,379,552,.687,392,1079,395,226,93,387,,,,.306,.352,.475,47.3,57.2,,5.6,.439,15.8,,.210,-9.09,96.5,105.6,66.2,-.058,-4.75,99.9,104.6,-1.46
Central Connecticut State,32,27,5,.844,-1.10,-9.29,19,1,13,2,11,2,2280,2018,,814,1777,.458,139,397,.350,513,697,.736,418,1247,426,215,107,480,,,,.392,.223,.541,54.9,52.3,,5.8,.497,18.5,,.289,+0.93,100.6,99.7,64.0,+.137,-11.95,97.6,109.5,-4.98
Central Florida,29,17,12,.586,-1.20,-6.38,12,8,12,4,5,8,2249,2070,,817,1739,.470,200,492,.407,415,587,.707,346,1068,429,248,105,443,,,,.338,.283,.557,50.1,52.5,,6.1,.527,18.0,,.239,+0.98,104.4,103.4,69.7,-.080,-5.92,101.9,107.9,-2.68
Central Michigan,28,9,19,.321,-3.59,1.33,5,13,7,6,2,12,1960,2071,1135,677,1475,.459,122,408,.299,484,699,.692,308,940,334,197,65,443,,,,.474,.277,.542,50.3,49.3,,4.2,.500,19.7,,.328,-3.52,101.6,105.1,67.9,-.062,+2.61,106.4,103.8,+7.45
Charleston Southern,29,12,17,.414,-14.19,-6.23,8,6,9,4,3,12,1823,1981,,651,1513,.430,136,441,.308,385,574,.671,310,1003,335,242,84,533,,,,.379,.291,.510,50.1,51.5,,5.5,.475,23.0,,.254,-13.46,90.7,104.2,67.3,+.016,-6.83,98.8,105.6,+7.77
Charlotte,30,18,12,.600,13.61,8.68,11,5,11,3,6,7,2205,2057,1205,761,1730,.440,247,676,.365,436,616,.708,377,1136,416,203,72,408,,,,.356,.391,.545,52.2,54.7,,4.1,.511,16.8,,.252,+15.73,114.2,98.5,66.8,-.008,+9.24,107.5,98.3,+6.49
Chattanooga,30,16,14,.533,1.20,0.56,9,7,12,2,3,9,2195,2115,1200,792,1798,.440,175,507,.345,436,606,.719,419,1185,382,211,175,465,,,,.337,.282,.526,52.2,48.2,,9.4,.489,18.2,,.242,+2.36,103.7,101.3,69.2,-.012,+1.23,103.8,102.6,+4.69
Chicago State,28,2,26,.071,-20.25,0.51,0,14,2,10,0,15,1766,2275,1125,648,1620,.400,118,426,.277,352,571,.616,397,1003,410,184,57,520,,,,.352,.263,.467,49.2,63.3,,3.5,.436,21.6,,.217,-24.56,89.5,114.1,69.5,-.027,+0.41,104.2,103.7,-0.16
Cincinnati,35,31,4,.886,24.38,6.58,14,2,18,0,7,3,2738,2115,,967,2071,.467,209,577,.362,595,839,.709,462,1396,480,167,154,416,,,,.405,.279,.554,54.0,49.6,,7.6,.517,14.4,,.287,+30.19,118.1,87.9,67.4,+.002,+6.58,106.5,100.0,+3.48
Citadel,29,17,12,.586,-0.49,-2.25,8,8,12,2,4,9,2115,1980,,694,1673,.415,208,611,.340,519,731,.710,397,1126,363,212,88,440,,,,.437,.365,.523,52.5,52.3,,5.6,.477,17.9,,.310,+0.66,105.3,104.6,67.0,-.027,-2.03,100.8,102.8,-6.40
Clemson,30,13,17,.433,3.56,5.16,4,12,8,8,3,7,2257,2305,1215,823,1876,.439,182,572,.318,429,685,.626,462,1246,440,220,105,466,,,,.365,.305,.513,53.3,53.5,,5.7,.487,17.5,,.229,+2.94,107.3,104.4,69.4,-.038,+4.80,106.0,101.2,-9.30
Cleveland State,28,12,16,.429,-2.30,-1.47,6,10,9,6,3,9,1882,1905,1120,673,1513,.445,150,457,.328,386,603,.640,323,993,325,222,125,460,,,,.399,.302,.523,49.5,48.3,,7.8,.494,20.4,,.255,-2.66,97.6,100.3,68.7,-.035,-1.20,104.0,105.2,-5.91
Coastal Carolina,28,8,20,.286,-16.42,-6.92,5,9,6,6,2,13,1947,2195,,633,1589,.398,188,564,.333,493,712,.692,355,942,348,238,42,490,,,,.448,.355,.505,46.3,55.0,,2.6,.458,20.3,,.310,-18.19,95.9,114.1,72.2,+.029,-8.04,97.9,105.9,+1.55
Colgate,28,17,11,.607,-5.84,-7.15,8,6,9,4,8,6,2037,1935,1135,718,1582,.454,143,434,.329,458,655,.699,305,951,392,210,62,370,,,,.414,.274,.538,49.6,54.6,,4.1,.499,16.3,,.290,-5.62,101.8,107.4,66.9,+.043,-8.56,98.3,106.9,-6.21
College of Charleston,30,21,9,.700,4.90,-3.13,9,7,10,4,7,4,2082,1824,1220,730,1680,.435,169,456,.371,453,633,.716,391,1181,379,213,146,399,,,,.377,.271,.526,52.2,51.9,,8.3,.485,16.8,,.270,+8.41,105.0,96.6,62.1,-.041,-3.20,101.2,104.4,-6.61
Colorado,29,15,14,.517,6.16,4.99,5,11,12,4,2,9,2312,2258,,834,1842,.453,192,538,.357,452,668,.677,434,1249,508,178,137,425,,,,.363,.292,.535,54.0,60.9,,7.2,.505,16.4,,.245,+6.78,111.3,104.6,71.9,-.027,+6.35,106.9,100.6,-8.44
Colorado State,30,12,18,.400,3.09,4.28,3,11,7,7,3,9,2064,2047,1220,731,1533,.477,140,372,.376,462,684,.675,327,1058,455,185,99,524,,,,.446,.243,.555,53.4,62.2,,6.6,.523,22.0,,.301,+3.34,103.8,100.5,66.5,-.110,+4.28,106.4,102.1,-0.49
Columbia,28,11,17,.393,-6.14,-3.72,4,10,5,6,4,10,1543,1596,,508,1219,.417,181,538,.336,346,499,.693,207,873,331,130,124,466,,,,.409,.441,.530,50.8,65.2,,9.0,.491,24.2,,.284,-6.93,91.2,98.1,59.3,-.035,-3.96,101.3,105.2,-2.57
Connecticut,34,27,7,.794,16.02,7.43,13,3,13,1,7,3,2646,2354,,972,2012,.483,154,391,.394,548,787,.696,464,1381,494,256,236,545,,,,.391,.194,.555,53.0,50.8,,10.8,.521,18.6,,.272,+19.36,112.2,92.8,68.7,+.063,+8.19,107.5,99.3,+1.73
Coppin State,31,6,25,.194,-18.76,-7.83,3,15,3,7,2,12,1803,2130,1260,640,1695,.378,125,461,.271,398,559,.712,399,1102,274,202,96,505,,,,.330,.272,.460,50.1,42.8,,5.5,.414,20.5,,.235,-21.03,88.0,109.0,64.3,-.062,-8.41,98.6,107.0,-0.23
Cornell,27,5,22,.185,-13.00,-2.58,2,12,4,8,1,13,1558,1797,,549,1446,.380,200,641,.312,260,375,.693,257,884,344,190,67,395,,,,.259,.443,.480,47.2,62.7,,4.7,.449,19.6,,.180,-17.45,89.2,106.6,65.1,-.030,-2.44,101.9,104.4,-0.98
Creighton,32,23,9,.719,8.38,1.38,14,4,12,3,7,5,2421,2197,1310,849,1829,.464,230,619,.372,493,675,.730,384,1142,488,261,125,458,,,,.369,.338,.563,52.8,57.5,,7.2,.527,17.6,,.270,+11.82,111.3,99.5,66.9,+.029,+1.39,105.0,103.7,+0.93
Dartmouth,27,9,18,.333,-14.02,-5.71,2,12,4,9,4,8,1698,1887,1085,582,1359,.428,263,671,.392,271,391,.693,194,736,362,154,64,344,,,,.288,.494,.550,42.7,62.2,,4.4,.525,18.2,,.199,-17.66,100.2,117.8,62.5,+.037,-6.32,98.7,105.0,-9.51
Davidson,31,21,10,.677,0.60,0.71,11,5,11,2,7,6,2192,2046,,776,1778,.436,249,705,.353,391,574,.681,369,1193,484,210,116,486,,,,.323,.397,.534,51.2,62.4,,6.4,.506,19.2,,.220,+3.70,101.5,97.8,65.1,+.142,+1.79,104.5,102.7,+9.43
Dayton,32,21,11,.656,12.73,3.38,10,6,13,4,6,6,2339,2040,1285,814,1816,.448,224,629,.356,487,715,.681,449,1278,546,185,106,433,,,,.394,.346,.543,55.8,67.1,,5.9,.510,16.7,,.268,+15.53,112.9,97.4,66.6,-.042,+2.83,104.7,101.9,+1.31
DePaul,28,9,19,.321,0.60,6.21,2,14,5,8,2,9,1981,2138,,708,1715,.413,165,528,.313,400,610,.656,407,1121,463,198,71,472,,,,.356,.308,.494,50.4,65.4,,4.0,.461,19.1,,.233,-0.96,100.4,101.4,71.3,-.043,+6.90,107.3,100.4,-0.92
Delaware,30,14,16,.467,-1.57,-1.40,9,9,8,4,4,9,2002,2007,,705,1715,.411,214,635,.337,378,521,.726,358,1096,403,214,80,401,,,,.304,.370,.510,51.4,57.2,,4.9,.473,17.0,,.220,+0.32,102.7,102.4,66.4,-.027,-0.02,102.7,102.8,+2.77
Delaware State,29,16,13,.552,-9.37,-10.54,12,6,7,3,8,9,1880,1846,1160,644,1577,.408,221,667,.331,371,503,.738,309,907,395,181,64,372,,,,.319,.423,.518,45.8,61.3,,4.1,.478,17.0,,.235,-7.34,99.6,106.9,62.8,+.010,-9.99,97.3,107.3,-2.50
Denver,28,8,20,.286,-8.16,-1.60,3,12,6,7,2,12,1820,1958,,681,1561,.436,162,428,.379,296,423,.700,239,864,374,177,46,349,,,,.271,.274,.516,47.5,54.9,,3.2,.488,16.5,,.190,-9.06,99.0,108.1,66.0,-.085,-1.06,102.3,103.3,-4.22
Detroit Mercy,31,18,13,.581,2.39,1.04,11,5,11,1,7,9,2037,1995,1245,756,1765,.428,167,513,.326,358,568,.630,383,1156,385,162,106,364,,,,.322,.291,.501,52.1,50.9,,6.2,.476,15.2,,.203,+5.01,104.0,99.0,63.3,+.051,+2.37,105.2,102.9,+3.03
Drake,29,14,15,.483,-2.16,-0.54,9,9,9,4,4,10,2007,2054,,669,1499,.446,232,595,.390,437,606,.721,261,923,399,144,37,389,,,,.404,.397,.562,49.6,59.6,,2.3,.524,17.9,,.292,-1.41,107.1,108.5,64.5,+.030,-0.17,103.8,103.9,-1.52
Drexel,28,14,14,.500,-2.84,-2.41,11,7,10,2,3,10,2040,2052,1120,706,1721,.410,188,583,.322,440,648,.679,403,1103,440,182,135,363,,,,.377,.339,.503,49.8,62.3,,7.7,.465,15.2,,.256,-1.45,104.4,105.9,70.4,+.016,-1.40,102.2,103.6,-1.04
Duke,35,31,4,.886,28.91,9.16,13,3,13,0,7,3,3112,2421,,1093,2209,.495,301,830,.363,625,906,.690,428,1303,625,351,113,501,,,,.410,.376,.590,50.7,57.2,,5.3,.563,16.0,,.283,+34.19,121.0,86.8,74.5,-.027,+9.87,109.3,99.5,+6.66
Duquesne,28,9,19,.321,-4.72,3.43,4,12,7,6,2,12,1792,2020,1130,624,1482,.421,152,436,.349,392,541,.725,296,940,324,162,69,447,,,,.365,.294,.515,47.6,51.9,,4.3,.472,20.4,,.265,-5.85,99.3,105.1,66.5,+.001,+4.83,106.7,101.8,+2.78
East Carolina,30,12,18,.400,-0.82,6.63,5,11,10,5,0,12,1932,2068,1210,646,1663,.388,209,675,.310,431,625,.690,381,1060,346,176,138,442,,,,.376,.406,.493,49.7,53.6,,8.2,.451,18.4,,.259,-1.78,102.3,104.1,65.0,+.037,+5.93,105.1,99.2,-0.66
East Tennessee State,28,18,10,.643,3.23,-1.57,11,5,12,1,6,8,2281,2039,1125,822,1790,.459,139,440,.316,498,707,.704,407,1129,392,252,119,480,,,,.395,.246,.536,51.7,47.7,,7.0,.498,18.4,,.278,+6.60,106.2,99.6,73.7,-.022,-0.28,102.6,102.9,+2.71
Eastern Illinois,31,15,16,.484,-8.06,-1.71,7,9,10,3,4,11,2305,2397,1245,802,1867,.430,205,598,.343,496,712,.697,386,1119,443,203,91,473,,,,.381,.320,.523,48.7,55.2,,4.9,.484,17.7,,.266,-6.39,102.2,108.6,70.6,+.056,-1.26,104.1,105.3,+5.34
Eastern Kentucky,27,7,20,.259,-14.13,-2.34,3,13,7,6,0,14,1971,2158,1110,708,1739,.407,177,592,.299,378,523,.723,385,1056,409,223,76,440,,,,.301,.340,.496,49.1,57.8,,4.6,.458,18.1,,.217,-15.71,93.4,109.1,70.2,+.011,-2.46,104.1,106.6,+2.94
Eastern Michigan,30,6,24,.200,-14.73,-0.70,2,16,4,11,1,11,1994,2370,1215,667,1581,.422,146,433,.337,514,745,.690,350,1017,347,129,85,495,,,,.471,.274,.515,49.0,52.0,,4.7,.468,20.4,,.325,-18.22,97.1,115.3,67.7,+.016,+0.02,104.7,104.7,-4.22
Eastern Washington,30,17,13,.567,-2.11,-1.32,10,4,8,3,6,8,2094,2068,1205,706,1496,.472,177,460,.385,505,713,.708,241,901,444,213,82,521,,,,.477,.307,.571,48.2,62.9,,5.2,.531,22.1,,.338,-0.02,100.2,100.2,68.9,+.053,-0.92,103.3,104.2,+6.97
Elon,29,13,16,.448,-13.43,-7.07,7,7,10,2,1,13,2016,2117,1165,737,1784,.413,122,389,.314,420,624,.673,413,1051,354,260,98,501,,,,.350,.218,.485,48.8,48.0,,6.2,.447,19.4,,.235,-13.55,91.1,104.7,72.1,+.048,-8.35,98.0,106.3,+5.87
Evansville,28,7,21,.250,-8.36,0.68,4,14,6,8,1,12,1893,2146,,662,1472,.450,164,473,.347,405,562,.721,255,895,413,154,75,470,,,,.382,.321,.544,48.9,62.4,,4.9,.505,21.3,,.275,-9.89,98.0,107.9,69.2,+.004,+0.88,105.5,104.6,+0.17
Fairfield,29,12,17,.414,-5.63,-4.28,9,9,7,5,4,11,2078,2117,,698,1616,.432,157,463,.339,525,719,.730,355,1075,394,239,199,523,,,,.445,.287,.531,50.8,56.4,,11.5,.481,21.1,,.325,-4.30,99.1,103.4,71.9,-.055,-3.99,100.0,104.0,-2.28
Fairleigh Dickinson,29,4,25,.138,-19.56,-10.28,4,16,2,10,2,12,2073,2342,1190,713,1650,.432,195,610,.320,452,661,.684,323,956,390,195,79,525,,,,.401,.370,.528,45.3,54.7,,4.4,.491,21.1,,.274,-22.73,93.5,116.3,70.4,-.103,-11.34,97.1,108.4,-6.01
Florida,31,22,9,.710,22.27,8.37,10,6,13,2,6,4,2495,2064,,892,1899,.470,232,658,.353,479,687,.697,430,1203,519,307,141,463,,,,.362,.346,.561,52.9,58.2,,7.9,.531,17.2,,.252,+24.72,115.1,90.4,69.6,-.073,+9.11,108.3,99.2,-0.56
Florida A&M,28,9,19,.321,-14.55,-7.48,9,9,6,3,3,15,1863,2061,,638,1584,.403,173,538,.322,414,631,.656,,991,298,223,90,500,,,,.398,.340,.494,47.5,46.7,,5.8,.457,21.0,,.261,-13.50,93.8,107.3,69.4,-.019,-6.80,98.8,105.6,+11.52
Florida Atlantic,31,19,12,.613,-3.95,-5.33,13,7,10,3,6,8,2303,2235,,859,2011,.427,178,527,.338,407,611,.666,505,1212,483,294,108,474,,,,.304,.262,.500,50.9,56.2,,6.0,.471,17.1,,.202,-2.50,99.6,102.1,70.2,+.060,-4.94,102.2,107.1,-4.52
Florida International,30,10,20,.333,-5.43,-0.50,4,10,8,6,1,11,1908,2027,1210,738,1690,.437,111,361,.307,321,527,.609,389,1015,306,286,82,474,,,,.312,.214,.492,49.8,41.5,,5.3,.470,19.6,,.190,-6.56,96.4,103.0,64.4,-.011,-0.59,103.2,103.8,-3.02
Florida State,29,12,17,.414,4.28,9.13,4,12,10,6,1,10,2082,2145,,759,1765,.430,169,503,.336,395,602,.656,450,1122,382,222,101,476,,,,.341,.285,.508,52.5,50.3,,5.9,.478,18.8,,.224,+3.54,105.8,102.3,68.3,-.054,+7.79,108.1,100.3,-9.05
Fordham,28,8,20,.286,-4.35,3.47,4,12,5,5,2,12,1980,2199,,761,1689,.451,117,407,.287,341,596,.572,427,1104,411,248,91,546,,,,.353,.241,.502,51.3,54.0,,5.2,.485,21.7,,.202,-4.78,99.3,104.1,74.7,+.022,+4.74,105.9,101.1,+4.37
