School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Fresno State,34,19,15,.559,6.78,5.20,9,9,12,5,5,8,2481,2390,,882,1998,.441,229,700,.327,488,732,.667,392,1329,549,226,187,519,,,,.366,.350,.529,49.6,62.2,,8.6,.499,18.1,,.244,+7.82,104.4,96.5,72.4,-.025,+4.84,106.4,101.5,+5.93
Furman,31,17,14,.548,-1.62,-1.24,7,9,11,4,3,9,2143,2046,1245,783,1802,.435,207,564,.367,370,565,.655,363,1113,476,271,66,433,,,,.314,.313,.518,49.6,60.8,,3.9,.492,17.3,,.205,-1.01,100.2,101.2,65.8,+.021,-0.35,103.1,103.5,-1.90
George Mason,29,19,10,.655,0.81,-2.30,13,5,11,3,7,6,2024,1934,1160,710,1648,.431,166,477,.348,438,622,.704,361,1047,412,214,92,403,,,,.377,.289,.521,49.2,58.0,,5.4,.481,17.2,,.266,+2.67,104.7,102.1,67.8,+.078,-1.69,101.5,103.2,-0.92
George Washington,28,12,16,.429,-2.22,3.50,5,11,6,5,3,8,1946,2106,,637,1570,.406,182,540,.337,490,684,.716,348,974,365,177,107,447,,,,.436,.344,.513,47.9,57.3,,6.7,.464,19.1,,.312,-3.19,102.7,105.9,70.7,+.089,+3.96,105.5,101.6,+1.81
Georgetown,30,19,11,.633,13.18,4.22,9,7,12,5,6,4,2433,2112,1235,834,1864,.447,165,476,.347,600,828,.725,454,1252,484,303,191,480,,,,.444,.255,.539,52.2,58.0,,9.9,.492,17.5,,.322,+16.13,110.6,94.5,71.1,-.094,+5.31,105.2,99.9,-10.20
Georgia,32,22,10,.688,14.68,9.24,10,6,12,2,6,6,2444,2271,1290,871,1947,.447,189,588,.321,513,696,.737,468,1226,495,281,114,455,,,,.357,.302,.537,51.5,56.8,,5.8,.496,16.7,,.263,+18.44,116.7,98.3,69.2,-.021,+9.88,108.3,98.4,+3.30
Georgia Southern,28,16,12,.571,0.74,-0.80,9,7,12,2,4,9,2230,2088,,814,1797,.453,175,514,.340,427,677,.631,438,1168,422,254,98,450,,,,.377,.286,.526,53.7,51.8,,5.8,.502,17.5,,.238,+2.55,107.0,104.5,74.4,-.051,-2.19,101.1,103.3,-5.58
Georgia State,31,20,11,.645,-0.80,-4.43,14,6,11,3,7,6,2388,2268,1250,848,1831,.463,219,603,.363,473,659,.718,387,1139,435,205,128,450,,,,.360,.329,.557,49.9,51.3,,6.5,.523,17.3,,.258,+2.60,107.8,105.2,69.6,+.009,-3.40,103.1,106.5,+5.05
Georgia Tech,31,15,16,.484,8.47,8.66,7,9,10,7,4,6,2370,2376,,834,1937,.431,261,695,.376,441,637,.692,440,1183,481,269,101,478,,,,.329,.359,.529,51.1,57.7,,5.6,.498,17.6,,.228,+10.50,111.1,100.6,70.5,-.022,+8.64,108.2,99.6,+0.93
Gonzaga,33,29,4,.879,13.90,0.74,13,1,13,0,11,2,2677,2197,,907,1931,.470,237,606,.391,626,855,.732,425,1370,522,189,113,458,,,,.443,.314,.573,56.0,57.6,,5.6,.531,16.4,,.324,+18.51,115.6,97.1,68.5,+.049,+1.13,104.0,102.8,+4.04
Grambling,28,9,19,.321,-19.77,-9.92,7,11,8,4,1,15,2188,2427,,815,1845,.442,159,458,.347,399,593,.673,385,1147,426,180,136,482,,,,.321,.248,.514,50.0,52.3,,7.4,.485,18.5,,.216,-18.91,97.3,116.2,74.0,+.006,-10.16,98.1,108.3,+13.81
Green Bay,30,9,21,.300,-4.42,-0.73,4,12,5,8,2,12,1970,2044,1210,684,1434,.477,189,477,.396,413,582,.710,250,855,406,169,60,430,,,,.406,.333,.576,48.7,59.4,,3.9,.543,20.1,,.288,-4.25,105.3,109.6,62.3,-.118,-0.25,103.8,104.1,-6.02
Hampton,33,26,7,.788,-0.40,-8.90,17,1,10,0,11,4,2623,2344,,933,1940,.481,218,615,.354,539,805,.670,457,1241,470,265,115,489,,,,.415,.317,.565,52.0,50.4,,5.8,.537,17.4,,.278,+3.99,109.9,105.9,69.1,+.013,-8.67,98.5,107.2,+0.87
Hartford,32,14,18,.438,-12.82,-8.20,10,6,8,5,5,10,1949,2097,1290,699,1739,.402,152,511,.297,399,638,.625,448,1232,321,167,102,521,,,,.367,.294,.477,52.2,45.9,,5.8,.446,20.3,,.229,-12.84,91.9,104.7,65.5,+.050,-8.88,98.3,107.1,-2.44
Harvard,26,14,12,.538,-6.63,-6.10,7,7,9,3,4,9,1666,1680,1050,629,1499,.420,152,472,.322,256,405,.632,330,925,360,236,58,418,,,,.270,.315,.492,50.8,57.2,,4.3,.470,19.8,,.171,-6.73,94.4,101.1,67.5,+.057,-7.11,99.4,106.5,-9.57
Hawaii,33,27,6,.818,9.81,1.15,15,3,16,1,7,3,2367,2081,,818,1818,.450,241,634,.380,490,716,.684,338,1103,546,230,116,407,,,,.394,.349,.548,49.0,66.7,,6.3,.516,15.9,,.270,+13.15,110.3,97.2,65.6,+.007,-0.72,103.1,103.8,-9.70
High Point,30,11,19,.367,-14.09,-6.28,5,9,8,8,1,10,2077,2218,1220,741,1789,.414,170,547,.311,425,600,.708,411,1105,378,258,78,474,,,,.335,.306,.501,50.3,51.0,,4.4,.462,18.6,,.238,-17.03,96.7,113.7,67.1,+.017,-9.04,97.0,106.1,+1.06
Hofstra,32,12,20,.375,-5.89,-1.39,5,13,6,5,1,12,2106,2250,1285,726,1856,.391,155,528,.294,499,741,.673,471,1322,411,206,154,568,,,,.399,.284,.477,52.5,56.6,,8.0,.433,20.5,,.269,-5.44,94.8,100.3,70.8,+.027,-0.06,102.3,102.4,+2.51
Holy Cross,33,18,15,.545,-1.62,-5.10,9,5,9,3,6,8,2083,1968,1325,694,1711,.406,148,439,.337,547,791,.692,420,1176,438,258,103,470,,,,.462,.257,.499,54.3,63.1,,6.3,.449,18.4,,.320,-0.24,98.1,98.4,62.2,-.048,-6.40,99.7,106.1,-3.38
Houston,33,18,15,.545,4.42,5.45,9,7,9,5,6,7,2371,2401,1330,828,1749,.473,149,389,.383,566,831,.681,384,1199,442,200,146,525,,,,.475,.222,.553,51.5,53.4,,7.3,.516,19.7,,.324,+4.99,108.7,103.7,66.0,+.064,+6.12,106.5,100.3,+1.53
Howard,31,18,13,.581,-7.43,-9.23,11,7,10,2,5,10,2323,2267,1250,813,1926,.422,226,640,.353,471,674,.699,382,1093,381,232,78,406,,,,.350,.332,.517,48.0,46.9,,4.5,.481,15.3,,.245,-5.68,101.8,107.5,70.0,+.030,-10.16,97.5,107.7,-3.21
IUPUI,30,15,15,.500,-2.08,-0.31,6,8,8,5,4,8,2256,2230,,800,1786,.448,213,568,.375,443,670,.661,385,1133,472,217,88,451,,,,.375,.318,.536,50.1,59.0,,4.8,.508,17.6,,.248,-0.96,102.3,103.3,69.4,-.014,-0.16,104.5,104.6,+1.61
Idaho,28,9,19,.321,-9.91,-1.24,6,12,5,9,4,9,1544,1764,,546,1445,.378,137,471,.291,315,468,.673,329,894,278,180,47,362,,,,.324,.326,.463,49.1,50.9,,3.4,.425,17.8,,.218,-13.40,92.3,105.7,59.3,+.062,-1.26,102.6,103.8,-4.42
Idaho State,27,10,17,.370,-9.98,-4.06,3,11,8,4,1,12,1892,2002,,666,1586,.420,185,579,.320,375,557,.673,299,901,367,234,89,399,,,,.351,.365,.511,48.0,55.1,,6.1,.478,17.7,,.236,-10.74,96.6,107.3,69.0,+.015,-4.08,101.7,105.8,-3.26
Illinois,35,26,9,.743,19.20,9.94,11,5,13,1,5,6,2708,2369,,908,1932,.470,254,692,.367,638,862,.740,392,1264,590,258,141,511,,,,.446,.358,.578,53.1,65.0,,7.2,.536,17.9,,.330,+23.21,115.7,92.5,68.5,+.016,+10.60,110.0,99.4,+6.79
Illinois State,31,17,14,.548,0.73,1.51,12,6,11,2,4,9,2081,2105,1250,745,1686,.442,164,442,.371,427,551,.775,306,969,436,207,67,442,,,,.327,.262,.534,48.8,58.5,,4.0,.491,18.5,,.253,+2.14,103.1,100.9,66.1,+.072,+2.03,105.6,103.5,+5.00
Illinois-Chicago,34,20,14,.588,1.45,1.42,8,8,11,2,3,10,2503,2400,,862,1953,.441,251,619,.405,528,802,.658,423,1180,462,195,48,435,,,,.411,.317,.536,49.0,53.6,,2.6,.506,15.7,,.270,+3.85,108.9,105.0,67.5,+.040,+1.84,104.3,102.4,+0.67
Indiana,37,25,12,.676,19.19,12.08,11,5,10,1,6,5,2607,2316,,916,1990,.460,270,659,.410,505,726,.696,406,1303,546,254,192,508,,,,.365,.331,.558,51.2,59.6,,9.3,.528,17.9,,.254,+24.80,114.0,89.2,65.6,-.049,+14.12,111.1,96.9,+13.54
Indiana State,28,6,22,.214,-4.46,1.72,4,14,4,10,2,11,1730,1903,,607,1463,.415,167,479,.349,349,548,.637,270,880,345,153,87,365,,,,.375,.327,.502,45.7,56.8,,5.5,.472,17.5,,.239,-6.13,98.4,104.5,64.1,-.042,+2.20,105.8,103.6,+5.52
Iona,30,13,17,.433,-5.59,-4.25,10,8,5,6,5,8,2132,2172,1215,728,1674,.435,148,441,.336,528,761,.694,385,1098,417,238,153,555,,,,.455,.263,.524,51.1,57.3,,8.9,.479,21.4,,.315,-5.07,98.5,103.6,70.9,-.018,-3.90,100.7,104.6,-1.38
Iowa,35,19,16,.543,12.39,7.90,5,11,13,4,3,9,2541,2384,1400,872,1910,.457,208,552,.377,589,850,.693,441,1295,507,253,120,540,,,,.445,.289,.549,54.0,58.1,,6.3,.511,18.9,,.308,+13.66,110.4,96.8,69.0,-.060,+8.62,108.5,99.9,+1.48
Iowa State,31,12,19,.387,4.02,4.89,4,12,11,6,0,10,2161,2162,1245,742,1611,.461,102,268,.381,575,769,.748,337,1104,344,155,130,455,,,,.477,.166,.547,52.7,46.4,,7.3,.492,18.7,,.357,+4.16,108.1,103.9,65.2,-.115,+4.72,106.1,101.4,-7.22
Jackson State,28,9,19,.321,-16.20,-10.81,8,10,6,7,3,12,2047,2199,,738,1696,.435,157,487,.322,414,676,.612,335,983,471,187,74,418,,,,.399,.287,.507,45.6,63.8,,4.4,.481,17.2,,.244,-15.44,96.9,112.4,69.8,-.050,-11.11,96.7,107.8,+6.96
Jacksonville,30,18,12,.600,-3.26,-5.26,12,8,10,3,8,6,2130,1981,1225,762,1764,.432,200,629,.318,406,610,.666,452,1187,348,245,152,500,,,,.346,.357,.519,53.7,45.7,,9.0,.489,19.6,,.230,-1.98,98.7,100.7,66.7,-.021,-5.92,101.6,107.5,-4.75
Jacksonville State,29,13,16,.448,-9.36,-6.43,8,12,7,5,5,10,2037,2073,1180,710,1627,.436,175,522,.335,442,649,.681,399,1024,367,235,66,459,,,,.399,.321,.526,52.3,51.7,,4.3,.490,19.2,,.272,-7.92,101.5,109.4,66.2,-.027,-7.24,99.7,107.0,-17.63
James Madison,29,14,15,.483,-3.17,-3.35,6,12,7,5,4,9,2031,2008,1160,707,1679,.421,174,514,.339,443,640,.692,393,1121,313,155,105,380,,,,.381,.306,.512,52.4,44.3,,6.3,.473,16.1,,.264,-1.21,106.4,107.6,65.8,-.036,-2.91,100.2,103.1,-7.07
Kansas,37,33,4,.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,1259,2487,.506,224,536,.418,623,867,.719,557,1638,767,357,210,602,,,,.349,.216,.580,55.5,60.9,,8.5,.551,17.2,,.251,+28.99,118.7,89.7,77.3,+.022,+10.67,110.5,99.9,+8.32
Kansas State,29,13,16,.448,3.81,6.77,6,10,12,5,0,10,1985,2050,1165,713,1616,.441,151,434,.348,408,614,.664,333,1016,408,169,117,418,,,,.380,.269,.520,49.1,57.2,,6.9,.488,18.0,,.252,+3.67,104.0,100.3,65.9,-.005,+5.86,108.0,102.1,-5.38
Kent State,36,30,6,.833,13.67,2.10,17,1,12,0,10,3,2732,2305,1450,986,2102,.469,224,614,.365,536,736,.728,474,1322,483,229,72,391,,,,.350,.292,.557,53.7,49.0,,3.7,.522,13.8,,.255,+20.39,116.7,96.4,64.7,+.008,+3.11,106.3,103.2,+2.99
Kentucky,32,22,10,.688,19.15,11.99,10,6,12,3,5,4,2460,2183,,905,2021,.448,219,692,.316,431,638,.676,492,1283,471,252,153,460,,,,.316,.342,.529,53.7,52.0,,8.1,.502,16.5,,.213,+22.21,113.4,91.2,68.0,-.029,+12.97,110.3,97.4,+6.75
La Salle,32,15,17,.469,0.76,2.64,6,10,7,6,4,7,2128,2188,,754,1833,.411,176,542,.325,444,604,.735,454,1193,398,209,102,475,,,,.330,.296,.502,51.2,52.8,,5.5,.459,18.3,,.242,+1.32,103.9,102.6,66.0,+.034,+3.26,104.7,101.5,+1.96
Lafayette,29,15,14,.517,-6.43,-6.15,8,6,9,4,5,9,2106,2071,1165,713,1536,.464,222,620,.358,458,613,.747,235,901,423,244,95,445,,,,.399,.404,.576,46.0,59.3,,5.7,.536,19.6,,.298,-6.83,102.7,109.6,70.3,+.009,-7.05,98.4,105.5,-3.06
Lamar,29,15,14,.517,-9.36,-7.90,11,9,6,6,7,8,2032,2071,1160,691,1635,.423,195,595,.328,455,663,.686,323,1114,316,180,120,446,,,,.406,.364,.521,49.5,45.7,,6.7,.482,18.6,,.278,-8.02,98.4,106.4,69.6,+.063,-6.68,98.7,105.4,-4.35
Lehigh,28,5,23,.179,-14.16,-6.50,2,12,4,8,1,14,1853,2025,1130,655,1531,.428,160,485,.330,383,548,.699,266,941,414,213,94,474,,,,.358,.317,.517,48.5,63.2,,6.1,.480,20.9,,.250,-16.21,93.1,109.3,70.2,-.113,-6.98,99.1,106.1,-5.15
Liberty,30,5,25,.167,-22.02,-7.26,2,12,4,9,1,12,1907,2307,,689,1692,.407,125,445,.281,404,653,.619,378,1091,326,264,90,613,,,,.386,.263,.476,48.4,47.3,,5.1,.444,23.4,,.239,-25.14,85.6,110.7,72.7,+.010,-8.27,98.3,106.6,-1.00
Little Rock,29,18,11,.621,2.67,-2.52,8,6,11,2,7,8,2152,1940,1165,746,1597,.467,210,546,.385,450,639,.704,324,1034,387,271,63,476,,,,.400,.342,.566,52.1,51.9,,4.0,.533,20.0,,.282,+5.75,106.8,101.1,69.1,-.063,-1.30,100.9,102.2,-4.07
Long Beach State,30,13,17,.433,-2.66,0.91,9,9,7,7,4,9,2135,2165,,781,1701,.459,193,570,.339,380,594,.640,335,1005,428,231,87,490,,,,.349,.335,.538,48.7,54.8,,5.2,.516,19.8,,.223,-1.48,102.9,104.4,70.2,-.021,+0.75,103.9,103.1,+5.14
Long Island University,27,5,22,.185,-23.18,-7.69,5,15,3,10,2,11,2055,2473,1095,763,1763,.433,168,553,.304,361,528,.684,328,906,388,206,54,413,,,,.299,.314,.510,44.3,50.9,,3.1,.480,17.0,,.205,-24.88,97.5,122.3,74.4,+.004,-8.83,98.6,107.4,+0.74
Louisiana,31,20,11,.645,2.15,0.15,11,4,13,1,5,8,2146,2056,1240,775,1790,.433,140,466,.300,456,710,.642,422,1202,459,227,159,502,,,,.397,.260,.504,51.1,59.2,,8.8,.472,19.1,,.255,+4.63,99.7,95.0,70.6,+.054,+0.18,102.8,102.6,-1.04
Louisiana State,34,19,15,.559,10.24,5.82,6,10,12,5,3,7,2324,2176,1370,850,1860,.457,204,561,.364,420,626,.671,373,1217,468,280,79,518,,,,.337,.302,.539,51.9,55.1,,4.1,.512,19.4,,.226,+11.10,105.4,94.3,64.9,-.048,+6.88,106.6,99.7,-9.98
Louisiana Tech,32,22,10,.688,7.59,2.52,14,4,13,2,9,7,2340,2154,1295,821,1826,.450,162,489,.331,536,767,.699,435,1310,410,190,90,447,,,,.420,.268,.534,56.0,49.9,,5.0,.494,16.9,,.294,+11.43,110.0,98.6,66.3,+.002,+3.23,104.2,101.0,+3.66
Louisiana-Monroe,32,20,12,.625,-5.47,-4.43,15,5,14,0,5,10,2274,2268,1280,835,1917,.436,182,546,.333,422,649,.650,418,1204,440,252,217,498,,,,.339,.285,.511,49.7,52.7,,11.2,.483,18.3,,.220,-2.00,99.9,101.9,70.1,+.138,-2.89,100.8,103.7,+10.95
Louisville,32,19,13,.594,11.70,7.35,8,8,16,3,2,8,2431,2292,1285,853,2022,.422,261,776,.336,464,734,.632,459,1255,475,248,124,476,,,,.363,.384,.513,49.6,55.7,,6.7,.486,16.7,,.229,+11.74,108.1,96.4,72.6,+.008,+6.99,107.0,100.0,+1.75
Loyola (IL),30,17,13,.567,0.46,-0.54,9,7,11,2,4,10,2170,2111,1210,765,1829,.418,147,509,.289,493,707,.697,477,1191,418,223,86,436,,,,.387,.278,.501,53.2,54.6,,5.3,.458,16.8,,.270,+3.20,103.5,100.3,69.5,+.010,-0.59,104.3,104.9,-3.87
Loyola (MD),28,5,23,.179,-17.18,-6.18,4,14,3,9,2,13,1649,1957,1145,542,1461,.371,129,478,.270,436,667,.654,307,945,257,209,40,459,,,,.457,.327,.464,46.6,47.4,,2.5,.415,20.5,,.298,-20.27,86.7,106.9,65.7,+.015,-5.57,99.5,105.0,-9.33
Loyola Marymount,29,9,20,.310,-7.46,-0.10,2,12,5,9,3,9,2002,2182,,696,1673,.416,144,487,.296,466,600,.777,329,1015,407,177,67,430,,,,.359,.291,.511,48.5,58.5,,4.0,.459,18.0,,.279,-9.86,99.1,109.0,68.8,+.014,-0.21,103.7,103.9,-3.25
Maine,30,12,18,.400,-12.93,-9.55,7,9,4,7,5,8,1908,1998,1220,670,1516,.442,167,498,.335,401,597,.672,326,1082,386,186,182,499,,,,.394,.328,.530,50.8,57.6,,9.9,.497,21.7,,.265,-13.91,94.2,108.1,63.1,+.007,-10.39,97.9,108.3,-7.20
Manhattan,29,20,9,.690,2.65,-5.39,12,6,12,1,6,7,2176,1943,1165,747,1667,.448,141,404,.349,541,733,.738,385,1036,374,286,105,448,,,,.440,.242,.540,51.1,50.1,,7.0,.490,18.2,,.325,+4.18,104.6,100.4,68.9,-.018,-6.27,98.7,104.9,-7.83
Marist,28,19,9,.679,1.63,-5.20,13,5,10,4,9,5,2079,1888,1120,702,1614,.435,207,583,.355,468,627,.746,281,951,427,230,113,329,,,,.388,.361,.544,48.3,60.8,,7.3,.499,14.7,,.290,+3.98,106.7,102.8,68.4,-.059,-5.53,99.4,105.0,-4.28
Marquette,33,26,7,.788,17.16,4.77,13,3,16,0,5,6,2413,2004,1320,871,1841,.473,173,456,.379,498,720,.692,420,1170,462,279,113,455,,,,.391,.248,.553,53.4,53.0,,6.4,.520,17.2,,.271,+21.47,113.4,91.9,64.6,+.006,+5.41,105.7,100.3,-2.87
Marshall,30,15,15,.500,-1.42,1.22,8,10,10,4,4,9,2328,2322,1215,824,1751,.471,252,595,.424,428,620,.690,347,1065,461,193,98,440,,,,.354,.340,.569,49.2,55.9,,5.3,.543,17.7,,.244,-0.55,110.0,110.5,69.6,+.037,+1.70,105.2,103.5,+1.60
Maryland,36,32,4,.889,23.50,9.38,15,1,15,0,7,2,3060,2552,1440,1083,2248,.482,217,580,.374,677,933,.726,473,1479,714,302,216,495,,,,.415,.258,.569,52.4,65.9,,9.4,.530,15.5,,.301,+29.25,119.2,89.9,73.7,+.025,+9.88,109.4,99.5,+1.62
Maryland-Baltimore County,29,20,9,.690,-8.07,-11.62,15,5,9,2,8,6,2140,2037,1185,764,1740,.439,129,379,.340,483,716,.675,381,1127,430,251,93,438,,,,.411,.218,.514,49.9,56.3,,5.4,.476,17.4,,.278,-7.37,96.1,103.4,70.6,+.062,-12.91,96.4,109.3,-5.92
Maryland-Eastern Shore,29,11,18,.379,-15.59,-9.08,7,11,5,5,5,12,1910,2099,,664,1715,.387,208,619,.336,374,573,.653,422,1020,327,174,65,379,,,,.334,.361,.481,47.9,49.2,,4.2,.448,16.0,,.218,-16.02,98.8,114.9,64.3,+.043,-8.50,98.0,106.5,+2.10
Massachusetts,29,13,16,.448,2.90,4.45,6,10,8,6,3,9,1865,1910,1165,677,1624,.417,204,587,.348,307,459,.669,358,1024,424,170,107,426,,,,.283,.361,.506,50.1,62.6,,6.9,.480,18.8,,.189,+3.17,102.0,98.8,64.3,+.002,+5.05,107.3,102.2,+6.49
McNeese State,30,21,9,.700,-0.59,-5.80,17,3,13,0,8,8,2102,1909,1205,743,1687,.440,171,466,.367,445,681,.653,406,1139,387,260,153,480,,,,.404,.276,.523,52.9,52.1,,9.3,.491,19.3,,.264,+5.39,103.2,97.8,66.2,+.023,-4.60,99.8,104.4,+12.81
Memphis,36,27,9,.750,15.29,4.72,12,4,19,2,6,4,2879,2477,,1045,2276,.459,181,501,.361,608,912,.667,588,1539,555,266,157,519,,,,.401,.220,.531,54.2,53.1,,7.2,.499,16.1,,.267,+16.69,112.5,95.8,70.8,-.008,+3.63,105.1,101.5,-1.69
Mercer,29,6,23,.207,-14.51,-2.76,4,16,5,7,0,14,1912,2232,1175,705,1668,.423,149,485,.307,353,532,.664,370,1062,362,161,95,476,,,,.319,.291,.498,50.7,51.3,,5.4,.467,19.9,,.212,-15.61,96.2,111.8,68.5,-.028,-1.29,104.0,105.2,+9.82
Miami (FL),32,24,8,.750,12.99,5.52,10,6,13,2,5,4,2395,2156,1300,818,1902,.430,236,684,.345,523,678,.771,388,1174,525,285,190,460,,,,.356,.360,.538,48.8,64.2,,10.1,.492,17.1,,.275,+15.77,110.5,94.7,69.1,+.017,+5.75,105.2,99.5,-5.04
Miami (OH),31,13,18,.419,1.20,3.68,9,9,10,4,2,11,1981,2058,1260,707,1676,.422,149,430,.347,418,563,.742,377,1021,325,168,98,377,,,,.336,.257,.510,51.6,46.0,,6.4,.466,16.2,,.249,+2.15,105.4,103.3,60.5,-.004,+4.99,107.9,102.9,+8.77
Michigan,29,11,18,.379,3.53,8.17,5,11,9,6,1,10,1951,2052,1165,691,1595,.433,185,542,.341,384,509,.754,305,908,370,154,89,411,,,,.319,.340,.531,47.7,53.5,,5.6,.491,18.3,,.241,+3.15,105.4,102.3,65.6,-.038,+8.27,108.5,100.2,-0.43
Michigan State,31,19,12,.613,14.90,9.60,10,6,15,2,4,5,2150,1978,1240,764,1654,.462,180,458,.393,442,573,.771,377,1163,438,155,93,461,,,,.346,.277,.558,55.9,57.3,,5.4,.516,19.3,,.267,+16.86,113.0,96.2,63.3,-.026,+9.76,108.7,99.0,+1.50
Middle Tennessee,29,14,15,.483,-3.50,-0.79,6,8,11,2,2,12,1941,1948,1175,713,1598,.446,205,607,.338,310,451,.687,307,1009,378,229,98,500,,,,.282,.380,.536,49.9,53.0,,5.8,.510,21.6,,.194,-3.38,96.8,100.2,66.1,+.040,-0.91,102.9,103.8,-2.79
Milwaukee,29,16,13,.552,4.28,0.78,11,5,10,4,4,8,2193,2036,1170,784,1772,.442,257,725,.354,368,551,.668,330,1002,476,264,75,416,,,,.311,.409,.539,49.4,60.7,,4.6,.515,17.0,,.208,+6.28,104.8,98.5,71.5,-.088,+1.98,105.7,103.8,+5.89
Minnesota,31,18,13,.581,12.82,7.05,9,7,14,4,3,8,2330,2151,1240,842,1799,.468,205,591,.347,441,625,.706,404,1118,490,252,150,448,,,,.347,.329,.556,52.1,58.2,,8.9,.525,17.6,,.245,+14.54,113.5,99.0,68.9,-.045,+7.29,107.6,100.3,+1.34
Mississippi,31,20,11,.645,13.61,6.85,9,7,13,1,4,7,2232,1993,,745,1618,.460,235,618,.380,507,687,.738,334,1031,427,226,57,476,,,,.425,.382,.574,51.9,57.3,,3.5,.533,19.7,,.313,+16.68,113.3,96.7,64.7,-.040,+7.32,106.1,98.8,-6.24
Mississippi State,35,27,8,.771,14.42,7.33,10,6,14,1,7,5,2582,2334,,943,1965,.480,192,551,.348,504,772,.653,457,1359,566,294,123,583,,,,.393,.280,.554,54.5,60.0,,5.9,.529,20.0,,.256,+18.25,111.4,93.1,67.9,+.107,+8.93,106.9,98.0,-0.96
Mississippi Valley State,29,12,17,.414,-15.16,-12.75,9,9,8,3,4,12,2206,2279,1165,807,1920,.420,258,787,.328,334,488,.684,419,1047,398,261,69,393,,,,.254,.410,.513,46.2,49.3,,3.9,.488,15.4,,.174,-13.67,101.1,114.8,69.4,-.041,-12.87,96.6,109.5,+2.61
Missouri,36,24,12,.667,14.22,6.81,9,7,14,3,4,6,2877,2610,,1031,2253,.458,326,834,.391,489,709,.690,535,1415,539,264,154,511,,,,.315,.370,.555,53.0,52.3,,7.2,.530,16.5,,.217,+17.49,116.2,98.7,70.1,-.010,+7.92,108.2,100.3,-0.39
Missouri-Kansas City,29,18,11,.621,-0.84,-1.80,7,7,10,5,6,4,1852,1796,1175,653,1602,.408,185,545,.339,361,475,.760,327,960,329,214,102,314,,,,.297,.340,.507,47.9,50.4,,6.8,.465,14.7,,.225,-0.33,101.2,101.5,60.7,+.040,-4.31,102.8,107.1,-7.23
Monmouth,30,18,12,.600,-7.02,-7.32,14,6,8,4,8,6,2052,2043,1215,746,1606,.465,181,561,.323,379,584,.649,280,995,447,254,102,482,,,,.364,.349,.545,48.1,59.9,,6.1,.521,20.4,,.236,-6.33,96.6,103.0,65.7,+.097,-8.73,99.6,108.3,+6.88
Montana,31,16,15,.516,-4.20,-1.71,7,7,9,4,4,8,2218,2263,1240,760,1670,.455,213,596,.357,485,721,.673,306,1047,452,164,120,464,,,,.432,.357,.551,48.6,59.5,,6.8,.519,18.7,,.290,-4.51,102.4,106.9,68.5,+.053,-1.95,103.4,105.4,+0.44
Montana State,30,20,10,.667,0.91,-1.94,12,2,11,3,8,6,2083,1979,1200,710,1519,.467,219,591,.371,444,626,.709,268,890,388,178,58,419,,,,.412,.389,.573,48.7,54.6,,3.6,.539,18.7,,.292,+2.97,107.4,104.4,63.5,+.054,-2.30,102.4,104.7,+1.71
Morehead State,29,18,11,.621,-3.17,-3.13,11,5,12,2,6,8,2236,2182,1170,796,1647,.483,159,461,.345,485,619,.784,287,941,476,222,46,431,,,,.376,.280,.576,49.8,59.8,,2.7,.532,18.2,,.294,-0.91,105.5,106.4,68.1,+.072,-3.35,103.3,106.7,+4.35
Morgan State,28,3,25,.107,-19.34,-7.69,2,16,1,8,1,16,1830,2156,1135,671,1591,.422,129,378,.341,359,528,.680,313,912,291,185,73,502,,,,.332,.238,.497,46.9,43.4,,4.7,.462,21.4,,.226,-21.23,90.0,111.3,70.1,-.019,-6.60,99.9,106.4,+4.43
Morris Brown,29,5,24,.172,-26.38,-1.84,,,5,4,0,17,1596,2188,,566,1522,.372,127,454,.280,337,579,.582,,958,228,202,66,567,,,,.380,.298,.444,45.6,40.3,,4.1,.414,24.0,,.221,-29.95,85.1,115.1,67.6,+.044,-2.92,101.5,104.4,+0.32
Mount St. Mary's,27,3,24,.111,-23.99,-8.88,2,18,2,11,1,13,1640,2048,1080,565,1555,.363,142,482,.295,368,560,.657,359,878,335,190,54,430,,,,.360,.310,.450,44.8,59.3,,3.6,.409,19.1,,.237,-29.36,85.1,114.5,67.0,+.019,-10.49,97.9,108.4,-2.13
Murray State,32,19,13,.594,0.65,-1.94,10,6,11,4,5,8,2514,2349,,941,2093,.450,210,652,.322,422,584,.723,510,1281,465,258,158,456,,,,.279,.312,.530,53.9,49.4,,8.6,.500,16.1,,.202,+1.35,106.8,105.5,69.2,+.017,-1.74,103.4,105.1,+3.98
Navy,30,10,20,.333,-8.92,-5.51,5,9,8,6,2,10,2082,2163,,695,1695,.410,178,511,.348,514,717,.717,416,1072,381,259,64,551,,,,.423,.301,.511,51.6,54.8,,4.2,.463,21.3,,.303,-11.52,94.1,105.6,70.8,-.089,-6.30,100.2,106.4,-3.27
