School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Brown,28,9,19,.321,-12.39,-5.02,3,11,8,5,1,14,1712,1898,1125,599,1406,.426,163,514,.317,351,533,.659,235,914,373,129,84,403,425,,,.379,.366,.516,49.6,62.3,,6.1,.484,19.5,,.250,-13.78,95.3,109.1,64.2,-.015,-5.86,98.7,104.6,-2.29
Bucknell,30,7,23,.233,-11.59,-4.12,4,10,6,8,1,15,1928,2152,1240,679,1767,.384,212,618,.343,358,528,.678,321,1124,338,145,75,425,601,,,.299,.350,.478,48.6,49.8,,4.7,.444,17.4,,.203,-13.02,93.4,106.4,67.3,-.029,-4.02,99.1,103.2,+0.09
Buffalo,33,21,12,.636,1.44,-0.90,11,5,9,4,7,7,2155,2078,,778,1864,.417,174,506,.344,425,659,.645,457,1215,406,215,91,466,608,,,.354,.271,.495,53.9,52.2,,6.0,.464,17.6,,.228,+3.96,102.6,98.6,64.6,+.036,+0.07,101.5,101.4,+1.97
Butler,32,26,6,.813,10.07,2.07,15,3,15,2,11,3,2168,1854,1280,705,1609,.438,257,731,.352,501,692,.724,328,1094,417,193,102,400,568,,,.430,.454,.559,52.5,59.1,,6.9,.518,17.1,,.311,+15.78,110.3,94.5,62.8,-.014,+2.51,103.0,100.5,+6.15
Cal Poly,28,7,21,.250,-8.32,-1.32,3,13,3,12,3,8,1822,1964,1125,645,1591,.405,189,560,.338,343,487,.704,295,929,300,165,80,327,429,,,.306,.352,.500,46.7,46.5,,5.8,.465,15.2,,.216,-9.52,97.6,107.1,65.1,-.100,-3.07,102.7,105.7,-5.44
Cal State Fullerton,32,15,17,.469,-4.20,-1.26,7,9,7,6,7,7,2345,2356,,824,1890,.436,259,753,.344,438,614,.713,372,1074,421,212,115,422,592,,,.325,.398,.537,47.0,51.1,,6.9,.504,16.2,,.232,-3.24,105.6,108.8,67.2,+.017,-1.14,102.9,104.0,+0.94
Cal State Northridge,31,17,14,.548,2.65,-0.14,11,5,10,2,5,11,2282,2178,1250,821,1808,.454,215,609,.353,425,611,.696,403,1150,430,276,83,549,683,,,.338,.337,.544,52.4,52.4,,5.6,.514,20.7,,.235,+5.18,102.2,97.0,71.8,-.045,+0.26,104.0,103.7,+5.14
Campbell,30,14,16,.467,-7.97,-3.42,11,9,10,4,4,10,2164,2153,,744,1722,.432,178,502,.355,498,701,.710,377,1104,472,250,76,497,624,,,.407,.292,.527,51.3,63.4,,5.1,.484,19.5,,.289,-6.61,96.0,102.6,68.7,-.053,-5.94,101.0,106.9,-5.18
Canisius,31,11,20,.355,-6.46,-1.68,4,14,5,8,5,12,1949,2097,1255,714,1747,.409,156,544,.287,365,593,.616,390,1170,375,160,141,509,638,,,.339,.311,.480,50.0,52.5,,8.6,.453,20.1,,.209,-6.13,93.9,100.0,66.5,-.018,-0.64,101.6,102.2,-0.32
Central Connecticut State,30,13,17,.433,-10.35,-6.76,8,10,8,5,5,12,1943,2043,1205,719,1606,.448,125,396,.316,380,528,.720,332,970,390,184,82,429,440,,,.329,.247,.523,49.4,54.2,,5.5,.487,18.8,,.237,-11.95,97.7,109.7,63.6,+.033,-7.70,99.5,107.2,-3.03
Central Florida,31,17,14,.548,1.73,1.26,7,9,13,3,3,8,2222,2166,1245,784,1756,.446,222,638,.348,432,578,.747,363,1072,478,213,88,445,612,,,.329,.363,.547,51.4,61.0,,6.0,.510,18.0,,.246,+2.32,105.9,103.6,65.9,+.022,+1.06,104.5,103.4,-3.01
Central Michigan,31,12,19,.387,-7.06,-4.15,7,9,8,6,3,11,1928,2018,,680,1628,.418,180,536,.336,388,615,.631,362,981,306,244,79,447,696,,,.378,.329,.502,49.6,45.0,,6.1,.473,18.9,,.238,-7.71,99.0,106.7,62.5,-.024,-5.01,98.5,103.5,-2.04
Charleston Southern,29,9,20,.310,-14.07,-5.46,4,14,7,9,2,10,2000,2091,,752,1721,.437,195,583,.334,301,476,.632,368,1100,388,177,92,396,516,,,.277,.339,.514,52.2,51.6,,6.3,.494,16.9,,.175,-15.63,96.5,112.1,65.0,-.005,-5.47,100.1,105.5,+1.08
Charlotte,31,11,20,.355,0.79,2.47,5,11,9,6,2,11,2130,2182,1265,752,1832,.410,216,707,.306,410,601,.682,396,1095,422,200,103,406,578,,,.328,.386,.503,48.1,56.1,,7.0,.469,16.1,,.224,+1.84,103.9,102.0,65.5,-.095,+3.64,105.1,101.5,+1.63
Chattanooga,35,18,17,.514,-6.25,-3.13,11,9,13,3,5,10,2657,2687,1415,877,2002,.438,289,821,.352,614,935,.657,438,1374,477,218,79,551,648,,,.467,.410,.543,51.7,54.4,,4.4,.510,18.4,,.307,-4.04,104.3,108.4,69.5,+.041,-3.37,102.1,105.5,+12.40
Chicago State,32,19,13,.594,-5.97,-4.51,,,11,3,6,9,2693,2577,1305,956,2077,.460,253,730,.347,528,773,.683,461,1220,507,321,123,486,668,,,.372,.351,.551,50.7,53.0,,7.4,.521,16.6,,.254,-6.02,106.0,112.0,74.2,+.015,-10.50,96.7,107.2,-2.74
Cincinnati,32,18,14,.563,7.83,6.77,8,10,14,5,4,7,2187,2123,,792,1869,.424,233,702,.332,370,563,.657,457,1205,466,183,103,436,588,,,.301,.376,.512,52.6,58.8,,6.4,.486,16.9,,.198,+8.72,108.7,100.0,63.5,+.032,+8.11,106.8,98.7,-2.26
Citadel,33,20,13,.606,-4.48,-5.98,15,5,10,5,9,6,2206,2134,,780,1738,.449,213,627,.340,433,605,.716,331,1099,376,172,56,419,564,,,.348,.361,.545,51.3,48.2,,3.6,.510,17.1,,.249,-2.72,102.6,105.3,61.7,+.042,-6.82,100.4,107.2,-4.10
Clemson,32,23,9,.719,15.56,6.59,9,7,13,3,7,5,2507,2177,1285,912,1971,.463,256,684,.374,427,621,.688,462,1189,478,298,187,456,575,,,.315,.347,.553,51.3,52.4,,11.3,.528,16.8,,.217,+19.62,116.4,96.7,67.9,-.024,+6.19,105.4,99.2,-4.45
Cleveland State,37,26,11,.703,6.97,2.12,12,6,13,2,8,8,2455,2203,1480,882,2043,.432,180,578,.311,511,729,.701,441,1267,512,320,118,454,680,,,.357,.283,.514,50.4,58.0,,7.0,.476,16.0,,.250,+11.96,105.3,93.3,63.7,+.009,+3.76,104.6,100.9,+7.07
Coastal Carolina,31,11,20,.355,-11.74,-6.98,5,13,8,6,2,13,2148,2193,,786,1770,.444,220,656,.335,356,578,.616,386,1140,455,207,95,500,525,,,.327,.371,.525,50.7,57.9,,6.1,.506,19.6,,.201,-11.55,96.1,107.6,66.2,-.049,-5.77,100.2,106.0,-1.58
Colgate,30,10,20,.333,-13.26,-6.12,5,9,4,7,6,13,1701,1895,1210,590,1466,.402,148,467,.317,373,556,.671,273,945,310,135,99,441,508,,,.379,.319,.492,47.1,52.5,,6.7,.453,20.3,,.254,-15.10,90.7,105.8,60.9,+.006,-7.14,98.0,105.2,-7.13
College of Charleston,36,27,9,.750,-1.33,-5.87,15,5,12,4,11,5,2781,2616,1445,1014,2150,.472,300,785,.382,453,687,.659,422,1281,486,243,149,452,581,,,.320,.365,.562,49.1,47.9,,7.5,.541,15.4,,.211,+1.40,110.0,108.6,66.2,+.085,-6.68,100.2,106.9,-5.89
Colorado,31,9,22,.290,-0.06,5.04,1,15,8,9,0,10,1951,2091,1255,675,1486,.454,172,497,.346,429,587,.731,201,855,356,185,50,436,574,,,.395,.334,.553,45.1,52.7,,3.5,.512,19.8,,.289,-1.00,101.2,102.2,61.6,-.098,+6.34,106.2,99.9,-8.22
Colorado State,31,9,22,.290,-1.16,3.88,4,12,6,9,2,11,2142,2300,,737,1722,.428,193,542,.356,475,663,.716,344,1022,339,180,74,425,601,,,.385,.315,.526,49.6,46.0,,5.0,.484,17.3,,.276,-1.37,107.0,108.4,66.4,-.057,+5.13,105.3,100.2,+0.65
Columbia,28,12,16,.429,-9.92,-6.46,7,7,9,6,3,9,1689,1740,1125,602,1490,.404,138,435,.317,347,519,.669,306,955,324,184,54,395,525,,,.348,.292,.486,49.4,53.8,,4.2,.450,18.5,,.233,-10.85,90.9,101.7,64.2,-.024,-9.19,97.3,106.5,-9.33
Connecticut,36,31,5,.861,22.17,8.57,15,3,14,2,9,1,2819,2313,1475,996,2102,.474,165,484,.341,662,976,.678,511,1559,567,209,280,458,471,,,.464,.230,.549,55.8,56.9,,13.1,.513,15.1,,.315,+29.25,116.0,86.8,67.1,+.024,+10.37,109.0,98.6,-1.68
Coppin State,32,13,19,.406,-9.56,-4.59,9,7,7,2,4,14,2043,2161,,729,1767,.413,185,534,.346,400,555,.721,337,993,307,252,45,404,529,,,.314,.302,.503,45.0,42.1,,3.0,.465,16.6,,.226,-9.12,98.4,107.6,64.5,+.005,-4.90,98.2,103.1,+13.05
Cornell,31,21,10,.677,2.71,-4.01,11,3,14,0,5,8,2281,2007,,821,1736,.473,241,587,.411,398,545,.730,321,1105,482,203,121,398,556,,,.314,.338,.572,52.2,58.7,,7.7,.542,16.6,,.229,+5.23,108.5,103.3,65.4,-.005,-5.58,99.0,104.6,-0.50
Creighton,35,27,8,.771,8.69,0.92,14,4,16,3,8,4,2565,2293,1405,857,1929,.444,276,727,.380,575,768,.749,344,1140,493,287,138,428,658,,,.398,.377,.559,47.5,57.5,,8.3,.516,15.7,,.298,+11.79,111.9,100.1,67.0,+.050,+0.97,102.3,101.4,-2.51
Dartmouth,28,9,19,.321,-13.28,-6.03,7,7,6,9,3,9,1750,1897,,642,1560,.412,146,427,.342,320,486,.658,309,920,272,185,122,389,559,,,.312,.274,.489,48.2,42.4,,9.2,.458,17.8,,.205,-16.08,92.8,108.8,64.5,+.022,-7.93,97.5,105.4,-7.42
Davidson,35,27,8,.771,8.26,-3.33,18,2,12,3,11,3,2724,2306,1400,957,2194,.436,305,859,.355,505,722,.699,457,1357,492,285,113,439,715,,,.329,.392,.537,51.0,51.4,,6.6,.506,14.8,,.230,+12.06,105.1,93.1,70.0,+.003,-3.79,102.8,106.6,+8.47
Dayton,35,27,8,.771,7.16,1.76,11,5,18,0,5,5,2339,2150,1410,831,1972,.421,190,579,.328,487,752,.648,484,1328,485,227,124,475,672,,,.381,.294,.502,53.2,58.4,,7.6,.470,16.9,,.247,+10.23,103.3,93.0,64.5,+.107,+2.34,104.9,102.6,-4.57
DePaul,33,9,24,.273,-1.21,6.88,0,18,6,10,1,11,2123,2390,1320,780,1920,.406,188,635,.296,375,609,.616,426,1144,373,223,102,414,501,,,.317,.331,.480,46.9,47.8,,5.9,.455,15.8,,.195,-3.72,102.0,105.8,64.6,-.016,+9.38,108.4,99.0,-2.32
Delaware,32,13,19,.406,-4.83,-2.64,6,12,8,7,3,11,2174,2244,,735,1778,.413,231,696,.332,473,673,.703,329,1089,419,180,92,416,583,,,.379,.391,.518,47.6,57.0,,5.6,.478,16.5,,.266,-3.98,102.7,106.6,67.0,-.011,-1.93,100.3,102.2,-4.68
Delaware State,32,8,24,.250,-14.53,-4.78,6,10,5,6,3,14,1847,2098,1290,683,1615,.423,185,546,.339,296,454,.652,355,979,314,165,123,489,516,,,.281,.338,.504,47.9,46.0,,8.4,.480,21.1,,.183,-16.53,97.1,113.6,58.2,-.056,-4.66,98.4,103.1,+11.78
Denver,31,15,16,.484,-4.58,-4.97,9,9,12,3,2,12,1884,1872,,642,1339,.479,243,645,.377,357,484,.738,145,739,422,160,63,406,645,,,.361,.482,.600,44.6,65.7,,5.0,.570,20.6,,.267,-3.50,102.7,106.2,56.1,-.034,-5.11,101.1,106.2,-2.26
Detroit Mercy,30,7,23,.233,-8.08,0.65,2,16,4,8,3,15,1694,1937,1205,610,1464,.417,96,348,.276,378,585,.646,306,931,310,196,89,504,622,,,.400,.238,.486,49.7,50.8,,6.8,.449,22.4,,.258,-9.54,91.4,101.0,63.9,-.004,+2.95,103.9,101.0,+1.60
Drake,33,17,16,.515,1.32,1.41,7,11,12,7,4,7,2128,2063,,687,1649,.417,266,765,.348,488,648,.753,304,1079,382,208,73,421,515,,,.393,.464,.544,50.0,55.6,,4.8,.497,17.7,,.296,+1.80,102.4,100.6,62.9,-.032,+0.60,103.3,102.7,-4.76
Drexel,29,15,14,.517,-0.80,-1.28,10,8,8,5,7,8,1788,1774,1165,609,1635,.372,142,484,.293,428,637,.672,445,1159,323,142,111,367,578,,,.390,.296,.461,53.4,53.0,,7.8,.416,15.9,,.262,+2.65,98.6,95.9,63.0,-.002,-0.14,102.4,102.5,+3.49
Duke,37,30,7,.811,20.10,9.07,11,5,16,1,6,5,2867,2439,1485,971,2186,.444,267,766,.349,658,904,.728,490,1348,492,311,146,454,671,,,.414,.350,.548,51.9,50.7,,7.7,.505,14.8,,.301,+24.31,117.5,93.2,66.3,+.053,+10.23,108.5,98.3,+3.18
Duquesne,34,21,13,.618,6.04,2.48,9,7,10,5,8,7,2683,2541,1380,935,1987,.471,296,825,.359,517,743,.696,375,1135,564,257,116,465,594,,,.374,.415,.573,48.2,60.3,,6.6,.545,16.6,,.260,+8.95,115.2,106.2,68.9,+.009,+2.83,103.7,100.9,-3.06
East Carolina,30,13,17,.433,-3.00,1.26,5,11,10,6,3,10,2176,2214,,736,1666,.442,261,689,.379,443,605,.732,316,1018,441,169,88,367,506,,,.363,.414,.557,48.7,59.9,,5.5,.520,15.8,,.266,-4.19,110.4,114.6,64.7,-.020,+2.18,104.1,101.9,+0.06
East Tennessee State,34,23,11,.676,3.21,-1.87,14,6,11,2,9,6,2657,2383,,944,2044,.462,195,590,.331,574,810,.709,395,1290,429,287,131,477,622,,,.396,.289,.547,50.9,45.4,,7.5,.510,16.4,,.281,+5.67,106.4,100.7,69.6,-.048,-4.73,100.2,105.0,-1.26
Eastern Illinois,30,12,18,.400,-9.18,-5.47,8,10,9,5,3,13,1936,1982,1205,706,1599,.442,154,428,.360,370,515,.718,321,1024,386,149,57,387,527,,,.322,.268,.525,51.1,54.7,,4.1,.490,17.3,,.231,-9.29,97.5,106.8,61.6,-.010,-3.90,102.9,106.8,-2.55
Eastern Kentucky,31,18,13,.581,-2.82,-5.45,10,8,12,2,5,11,2247,2061,1255,798,1707,.467,320,798,.401,331,478,.692,327,922,490,240,58,338,498,,,.280,.467,.581,46.6,61.4,,4.1,.561,14.9,,.194,+0.90,112.6,111.7,59.4,-.031,-4.50,101.3,105.8,-2.32
Eastern Michigan,32,8,24,.250,-11.69,-1.79,6,10,5,9,3,12,1834,2040,,666,1656,.402,154,507,.304,348,574,.606,369,1102,366,194,114,503,539,,,.347,.306,.475,50.4,55.0,,7.4,.449,20.7,,.210,-14.97,90.2,105.1,61.2,+.001,-1.70,100.6,102.3,+3.45
Eastern Washington,30,12,18,.400,-7.13,-1.81,6,10,9,5,3,13,1905,2055,1210,689,1647,.418,165,509,.324,362,524,.691,320,964,352,174,64,380,575,,,.318,.309,.502,49.7,51.1,,4.8,.468,16.7,,.220,-7.74,97.7,105.4,63.6,+.051,-0.57,103.6,104.1,+5.81
Elon,31,11,20,.355,-11.97,-4.62,7,13,8,6,2,14,2041,2197,1260,747,1712,.436,185,532,.348,362,561,.645,317,1008,424,223,104,434,564,,,.328,.311,.516,47.7,56.8,,6.8,.490,18.0,,.211,-12.50,94.9,107.4,63.9,+.027,-3.70,103.0,106.7,+6.18
Evansville,31,17,14,.548,1.87,2.29,8,10,15,4,2,9,2081,2038,1245,733,1642,.446,99,311,.318,516,744,.694,311,1041,456,183,41,408,619,,,.453,.189,.521,50.3,62.2,,2.8,.477,17.0,,.314,+3.10,102.7,99.6,66.5,+.016,+1.36,103.6,102.2,-4.22
Fairfield,32,17,15,.531,-2.29,-0.44,9,9,9,4,6,9,2093,2152,,739,1756,.421,200,601,.333,415,632,.657,372,1104,427,205,118,429,569,,,.360,.342,.509,49.2,57.8,,7.3,.478,17.3,,.236,-0.77,103.2,104.0,63.6,+.080,+0.28,101.3,101.1,+3.26
Fairleigh Dickinson,30,7,23,.233,-17.59,-5.18,6,12,4,9,3,14,1909,2282,,675,1614,.418,123,438,.281,436,685,.636,346,963,335,175,131,511,517,,,.424,.271,.492,46.2,49.6,,8.2,.456,20.9,,.270,-21.55,91.4,112.9,67.8,+.041,-6.23,99.9,106.1,+2.32
Florida,36,25,11,.694,12.83,3.88,9,7,19,2,2,7,2774,2427,,1018,2134,.477,294,802,.367,444,641,.693,399,1234,605,294,97,434,576,,,.300,.376,.569,50.3,59.4,,5.5,.546,15.1,,.208,+16.16,115.1,98.9,65.8,-.076,+2.61,104.0,101.4,-8.15
Florida A&M,31,10,21,.323,-17.22,-5.72,6,10,7,3,1,16,1899,2228,,669,1724,.388,210,654,.321,351,564,.622,,961,333,215,66,432,591,,,.327,.379,.477,43.0,49.8,,4.3,.449,17.8,,.204,-19.87,90.7,110.5,66.2,+.083,-6.76,97.9,104.6,+5.00
Florida Atlantic,32,6,26,.188,-9.68,-2.10,2,16,5,7,0,18,2079,2319,,736,1777,.414,173,532,.325,434,587,.739,357,1069,391,143,104,392,594,,,.330,.299,.506,48.3,53.1,,6.4,.463,16.0,,.244,-11.58,101.5,113.1,64.1,-.075,-1.00,102.7,103.7,+2.45
Florida International,33,13,20,.394,-7.71,-1.52,7,11,10,7,3,12,2071,2240,,721,1731,.417,193,553,.349,436,683,.638,375,1134,395,177,95,498,628,,,.395,.319,.504,50.4,54.8,,6.0,.472,19.5,,.252,-8.84,97.3,106.1,64.2,+.049,-1.44,103.3,104.7,+3.95
Florida State,35,25,10,.714,11.37,7.91,10,6,13,3,8,5,2392,2271,1410,820,1886,.435,216,631,.342,536,739,.725,399,1253,423,284,202,548,657,,,.392,.335,.535,50.6,51.6,,11.5,.492,19.7,,.284,+15.76,105.9,90.1,65.9,+.066,+10.01,109.2,99.2,+0.60
Fordham,28,3,25,.107,-14.14,1.08,1,15,2,13,1,11,1718,2144,1120,617,1626,.379,169,569,.297,315,503,.626,302,851,303,174,80,350,546,,,.309,.350,.461,42.5,49.1,,5.9,.431,15.8,,.194,-18.68,93.2,111.9,66.7,-.014,+1.76,103.4,101.6,-5.05
